Cell_name	Zvalue	Color	Cluster	ATM	TERF1
MGH53_P5_C05	NA	black	0	0	0
MGH53_P5_C06	-0.392369113929	red	1	3.3083	1.688
MGH53_P5_C07	NA	black	0	0	4.6139
MGH53_P5_C08	NA	black	0	0	0.57337
MGH53_P5_C09	NA	black	0	0.81967	0
MGH53_P5_C10	0.147190812386	red	1	0.45101	1.4292
MGH53_P5_C11	NA	black	0	0.18777	0
MGH53_P5_D01	NA	black	0	0	0
MGH53_P5_D02	NA	black	0	1.4983	0
MGH53_P5_D04	0.226586036163	red	1	0.23511	1.3951
MGH53_P5_D05	0.333661795229	red	1	0.13619	1.2394
MGH53_P5_D07	0.436365672954	red	1	0.24367	0.88675
MGH53_P5_D08	NA	black	0	0	0
MGH53_P5_D09	NA	black	0	0.24001	0
MGH53_P5_D11	NA	black	0	2.9125	0
MGH53_P5_E01	-0.128692594557	red	1	0.53007	2.4455
MGH53_P5_E02	-0.373975960056	red	1	0.59359	3.6756
MGH53_P5_E03	NA	black	0	0.32769	0
MGH53_P5_E04	-0.188406758716	red	1	1.2904	1.0779
MGH53_P5_E06	NA	black	0	0	0
MGH53_P5_E08	NA	black	0	0	1.5622
MGH53_P5_E09	NA	black	0	0	0
MGH53_P5_E11	-0.0877631856931	red	1	0.87814	4.0448
MGH53_P5_F01	-0.121307992202	red	1	0.16993	2.1846
MGH53_P5_F03	NA	black	0	0	5.7128
MGH53_P5_F05	NA	black	0	0.36177	0
MGH53_P5_F06	NA	black	0	1.5768	0
MGH53_P5_F07	NA	black	0	0	0.76384
MGH53_P5_F08	0.335780787112	red	1	0.5008	0.64708
MGH53_P5_F10	NA	black	0	0	1.0766
MGH53_P5_F11	0.214629687512	red	1	0.39067	1.2798
MGH53_P5_G01	0.0577185724017	red	1	0.65444	1.5931
MGH53_P5_G04	-2.45073275994	black	0	4.0648	0.68527
MGH53_P5_G05	NA	black	0	0	0
MGH53_P5_G07	NA	black	0	0	0.69866
MGH53_P5_G08	0.670842313695	green3	2	0.20789	0.40163
MGH53_P5_G09	0.40972129191	red	1	0.16221	1.0538
MGH53_P5_G10	0.0116629477409	red	1	1.0566	2.0942
MGH53_P5_G11	NA	black	0	3.2659	0
MGH53_P5_H02	NA	black	0	1.6248	0
MGH53_P5_H03	NA	black	0	0	3.1988
MGH53_P5_H04	NA	black	0	0	2.4271
MGH53_P5_H05	-0.0174121406701	red	1	1.0208	1.6055
MGH53_P5_H07	NA	black	0	0.67807	0
MGH53_P5_H08	NA	black	0	1.7706	0
MGH53_P5_H10	NA	black	0	0	0
MGH53_P5_H11	NA	black	0	0.070389	0
MGH53_P6_A01	0.430039360236	red	1	0.47508	0.37518
MGH53_P6_A02	0.003535896457	red	1	0.9486	2.519
MGH53_P6_A03	0.535308418481	red	1	0.27381	0.58976
MGH53_P6_A04	0.197431043417	red	1	0.50182	1.1782
MGH53_P6_A05	0.73079374322	red	1	0.11636	0.45207
MGH53_P6_A06	0.978150101706	red	1	1.6267	4.2992
MGH53_P6_A07	NA	black	0	0	0.82375
MGH53_P6_A08	-0.299878590712	red	1	1.545	1.1395
MGH53_P6_A09	-2.50608724952	black	0	3.2963	0.22527
MGH53_P6_A10	-1.36440283874	red	1	0.10299	4.5671
MGH53_P6_A11	-0.614552590746	red	1	0.042644	3.044
MGH53_P6_A12	NA	black	0	0	0
MGH53_P6_B02	0.21021127405	red	1	0.48852	1.1532
MGH53_P6_B03	-1.81622951674	red	1	2.8744	0.42546
MGH53_P6_B04	-0.515454954753	red	1	0.65168	4.7633
MGH53_P6_B05	-0.764074445667	red	1	1.9572	0.72683
MGH53_P6_B06	0.405262715392	red	1	0.30801	0.86156
MGH53_P6_B07	0.281371278222	red	1	0.2228	1.2774
MGH53_P6_B09	NA	black	0	0	2.778
MGH53_P6_B10	NA	black	0	0	0.34483
MGH53_P6_C01	-1.83720428627	red	1	3.503	0.79077
MGH53_P6_C03	-1.36862696125	red	1	0.14535	4.7131
MGH53_P6_C04	0.774420896091	red	1	0.098958	0.39616
MGH53_P6_C05	0.861546547244	red	1	2.6337	2.7847
MGH53_P6_C06	-0.127045059026	red	1	1.0881	0.6248
MGH53_P6_C07	-2.45900117743	black	0	3.484	0.38405
MGH53_P6_C08	4.33414008483	black	0	4.0792	4.236
MGH53_P6_C09	0.908125008707	red	1	0.052416	0.22527
MGH53_P6_C10	0.681775085387	green3	2	0.16736	0.45943
MGH53_P6_C11	-0.665190739899	red	1	2.2026	1.0902
MGH53_P6_C12	NA	black	0	0.51904	0
MGH53_P6_D01	NA	black	0	3.2698	0
MGH53_P6_D02	-1.5840564992	red	1	0.082703	4.9149
MGH53_P6_D03	-1.02462106671	red	1	0.30568	4.5371
MGH53_P6_D05	NA	black	0	0	0.29278
MGH53_P6_D07	NA	black	0	0	0
MGH53_P6_D08	-0.721071242334	red	1	0.60975	5.3746
MGH53_P6_D09	NA	black	0	0.20539	0
MGH53_P6_D10	0.787817130185	red	1	3.3526	2.4939
MGH53_P6_D11	0.781688294984	red	1	0.071763	0.43082
MGH53_P6_D12	NA	black	0	0.33228	0
MGH53_P6_E01	0.535990132544	red	1	0.20664	0.71282
MGH53_P6_E02	0.869239893439	red	1	0.071763	0.26183
MGH53_P6_E03	0.271006201667	red	1	0.64985	0.33571
MGH53_P6_E04	NA	black	0	0.1635	0
MGH53_P6_E05	NA	black	0	0	0
MGH53_P6_E06	NA	black	0	0	4.7392
MGH53_P6_E07	0.72251915348	red	1	2.3354	2.7964
MGH53_P6_E08	0.443288316937	red	1	0.13225	1.0172
MGH53_P6_E09	NA	black	0	0	3.2502
MGH53_P6_E10	0.154717477271	red	1	0.34937	1.4942
MGH53_P6_F01	0.818394763572	red	1	0.12035	0.26544
MGH53_P6_F02	0.575477417677	red	1	0.2857	0.46153
MGH53_P6_F03	NA	black	0	1.9793	0
MGH53_P6_F04	NA	black	0	0	4.2735
MGH53_P6_F05	0.683591462635	green3	2	0.092207	0.58785
MGH53_P6_F06	0.346815840836	red	1	0.22157	1.127
MGH53_P6_F07	-0.786548680047	red	1	0.44467	4.4859
MGH53_P6_F08	NA	black	0	0.62854	0
MGH53_P6_F09	0.697219629704	green3	2	0.09356	0.55876
MGH53_P6_F10	0.738396233425	red	1	0.17632	0.3173
MGH53_P6_G01	0.675355209722	green3	2	0.19156	0.42546
MGH53_P6_G02	NA	black	0	0	0.9855
MGH53_P6_G03	NA	black	0	0	0
MGH53_P6_G04	-0.975499645129	red	1	0.27262	4.2941
MGH53_P6_G05	-0.916378197723	red	1	0.09356	3.6883
MGH53_P6_G06	1.8381533202	red	1	1.8762	5.2015
MGH53_P6_G07	0.595693432316	red	1	0.067639	0.7941
MGH53_P6_G08	NA	black	0	0	5.2553
MGH53_P6_G09	NA	black	0	0.1177	0
MGH53_P6_G10	NA	black	0	0	2.8693
MGH53_P6_G11	0.803072878619	red	1	0.10836	0.32077
MGH53_P6_H01	NA	black	0	0	0
MGH53_P6_H02	-1.67647386795	red	1	0.10165	5.156
MGH53_P6_H03	-0.649452884084	red	1	0.37072	3.7798
MGH53_P6_H04	0.613721548249	green3	2	0.19787	0.55189
MGH53_P6_H05	0.70144464174	green3	2	0.20539	0.33685
MGH53_P6_H07	0.564113108373	red	1	0.26063	0.54498
MGH53_P6_H09	NA	black	0	0.1375	0
MGH53_P6_H10	NA	black	0	0	0.71721
MGH53_P6_H11	0.475562810162	red	1	0.36401	0.54992
MGH53_P7_A01	0.648473554269	green3	2	0.21039	0.44784
MGH53_P7_A02	NA	black	0	0	0
MGH53_P7_A03	0.715640549746	red	1	0.10969	0.49467
MGH53_P7_A04	NA	black	0	0	3.7779
MGH53_P7_A05	-0.67390467577	red	1	0.24367	3.503
MGH53_P7_A06	0.275788601706	red	1	0.20163	1.3086
MGH53_P7_A07	-1.58472801351	red	1	0.051024	4.812
MGH53_P7_A09	-0.76338779684	red	1	0.34142	3.9952
MGH53_P7_A11	0.142143862255	red	1	0.7433	0.68347
MGH53_P7_A12	0.457547581522	red	1	0.23389	0.8512
MGH53_P7_B01	0.66048797179	green3	2	0.14012	0.55483
MGH53_P7_B02	-1.74531150721	red	1	0.077243	5.1939
MGH53_P7_B03	-0.208505643446	red	1	0.6332	3.0386
MGH53_P7_B04	-0.271364626189	red	1	0.25217	2.5734
MGH53_P7_B05	-1.06582315201	red	1	0.19409	4.2436
MGH53_P7_B06	NA	black	0	0.96569	0
MGH53_P7_B07	0.477417578492	red	1	0.28333	0.71809
MGH53_P7_B08	0.167851163223	red	1	0.51501	1.2714
MGH53_P7_B10	-0.685314033491	red	1	1.7575	0.58785
MGH53_P7_B11	0.881707900627	red	1	1.4265	4.9745
MGH53_P7_B12	-1.65173837387	red	1	2.8213	0.52406
MGH53_P7_C01	-0.373334266656	red	1	0.66993	4.14
MGH53_P7_C02	NA	black	0	0.20789	0
MGH53_P7_C03	NA	black	0	2.7788	0
MGH53_P7_C04	NA	black	0	0	2.5061
MGH53_P7_C05	2.01547703617	red	1	2.397	4.226
MGH53_P7_C06	0.324824935211	red	1	0.57918	0.40708
MGH53_P7_C07	NA	black	0	0	3.7971
MGH53_P7_C09	-0.481600101952	red	1	0.13356	2.9023
MGH53_P7_C11	NA	black	0	0	1.2898
MGH53_P7_C12	NA	black	0	0	0
MGH53_P7_D01	NA	black	0	0	0
MGH53_P7_D02	NA	black	0	0	0
MGH53_P7_D03	NA	black	0	0	0.47301
MGH53_P7_D04	-0.180793421909	red	1	0.67536	3.044
MGH53_P7_D05	NA	black	0	0	6.1951
MGH53_P7_D06	0.572354200696	red	1	0.12035	0.76808
MGH53_P7_D07	0.325778704897	red	1	0.19535	1.2023
MGH53_P7_D10	-2.44607951938	black	0	3.6542	0.4916
MGH53_P7_D11	NA	black	0	0	0.92372
MGH53_P7_D12	NA	black	0	0	3.5518
MGH53_P7_E01	-1.83115880477	red	1	0.086784	5.3891
MGH53_P7_E02	NA	black	0	0	5.8943
MGH53_P7_E03	-1.22362939372	red	1	0.086784	4.2537
MGH53_P7_E04	0.663745685171	green3	2	0.19912	0.43616
MGH53_P7_E05	NA	black	0	0	0.52105
MGH53_P7_E06	NA	black	0	2.5541	0
MGH53_P7_E07	0.739158860108	red	1	0.052416	0.54399
MGH53_P7_E08	NA	black	0	0	0
MGH53_P7_E09	-0.995891043307	red	1	2.2504	0.71282
MGH53_P7_E10	0.499197138407	red	1	0.301	0.62667
MGH53_P7_E11	NA	black	0	0	1.1966
MGH53_P7_E12	0.760629489983	red	1	0.044044	0.51702
MGH53_P7_F01	-1.44368310847	red	1	0.073135	4.6242
MGH53_P7_F02	NA	black	0	0	0
MGH53_P7_F04	-0.992192195689	red	1	0.12961	3.9164
MGH53_P7_F05	NA	black	0	0	0.51904
MGH53_P7_F06	-0.697054306124	red	1	1.7325	0.52206
MGH53_P7_F08	NA	black	0	0	0.32423
MGH53_P7_F09	NA	black	0	0	0.7966
MGH53_P7_F10	-0.976332113765	red	1	0.042644	3.697
MGH53_P7_F11	0.615667449255	green3	2	0.21412	0.51602
MGH53_P7_F12	-2.61100482622	black	0	3.3254	0.17505
MGH53_P7_G01	NA	black	0	0	1.3973
MGH53_P7_G03	NA	black	0	0	1.2141
MGH53_P7_G04	-0.403209904137	red	1	0.056584	2.6722
MGH53_P7_G05	0.373721969185	red	1	0.20038	1.0895
MGH53_P7_G06	NA	black	0	0	0.37072
MGH53_P7_G07	NA	black	0	0	0
MGH53_P7_G08	0.908548918434	red	1	0.09356	0.14012
MGH53_P7_G09	-0.0443124974559	red	1	0.062122	2.0076
MGH53_P7_G10	0.780219462859	red	1	0.05797	0.45733
MGH53_P7_G11	NA	black	0	0	0.71984
MGH53_P7_G12	NA	black	0	0	0
MGH53_P7_H01	NA	black	0	0.24853	0
MGH53_P7_H02	NA	black	0	0.7536	0
MGH53_P7_H03	-1.36242827074	red	1	0.10836	4.58
MGH53_P7_H04	0.534616968313	red	1	0.19156	0.74071
MGH53_P7_H05	NA	black	0	0	0.21164
MGH53_P7_H06	0.877380209905	red	1	0.071763	0.2461
MGH53_P7_H07	0.664759911069	green3	2	0.20163	0.42868
MGH53_P7_H08	0.769094813272	red	1	0.059355	0.47612
MGH53_P7_H10	0.828656827296	red	1	0.082703	0.31962
MGH53_P7_H11	-0.797201261782	red	1	0.079975	3.4368
MGH53_P7_H12	-0.720654581157	red	1	2.7657	1.3092
MGH53_P8_A01	NA	black	0	0	3.5785
MGH53_P8_A02	-0.484761521116	red	1	1.6257	0.79992
MGH53_P8_A03	0.89667476258	red	1	0.1003	0.14926
MGH53_P8_A04	NA	black	0	0.26544	0
MGH53_P8_A05	NA	black	0	0	0
MGH53_P8_A06	NA	black	0	0.33342	0
MGH53_P8_A07	-0.581143727654	red	1	0.15186	3.1301
MGH53_P8_A08	NA	black	0	0	0.52306
MGH53_P8_A09	NA	black	0	0.29748	0
MGH53_P8_A10	1.31309906037	red	1	2.0215	3.944
MGH53_P8_A11	0.656938269006	green3	2	0.20664	0.43616
MGH53_P8_A12	-0.796684860243	red	1	0.38957	4.2672
MGH53_P8_B03	0.452959111858	red	1	0.14535	0.98185
MGH53_P8_B04	-0.937915174951	red	1	0.14796	3.8517
MGH53_P8_B08	NA	black	0	0	0
MGH53_P8_B09	-0.0523486075687	red	1	0.99783	0.67717
MGH53_P8_B10	-1.72590916255	red	1	0.14012	5.4045
MGH53_P8_B11	0.786916591149	red	1	0.1375	0.29514
MGH53_P8_B12	-2.49060700763	black	0	3.3986	0.30801
MGH53_P8_C01	NA	black	0	1.1434	0
MGH53_P8_C02	NA	black	0	0.098958	0
MGH53_P8_C03	0.742709062199	red	1	0.066261	0.51501
MGH53_P8_C04	0.531359174422	red	1	0.29514	0.55483
MGH53_P8_C08	NA	black	0	0.23511	0
MGH53_P8_C09	-1.72003097736	red	1	0.051024	5.0547
MGH53_P8_C10	-0.117330570039	red	1	0.70841	2.7611
MGH53_P8_C11	NA	black	0	0.28333	0
MGH53_P8_C12	NA	black	0	0	3.8514
MGH53_P8_D01	-0.650620321639	red	1	2.8899	1.4098
MGH53_P8_D02	-0.77936960283	red	1	1.7049	0.29983
MGH53_P8_D03	NA	black	0	0	0.89685
MGH53_P8_D04	NA	black	0	0	4.0181
MGH53_P8_D05	NA	black	0	0	0.93885
MGH53_P8_D06	NA	black	0	0	4.4498
MGH53_P8_D07	NA	black	0	0	4.5937
MGH53_P8_D08	NA	black	0	0	0.72944
MGH53_P8_D09	0.90261390341	red	1	1.9034	3.4835
MGH53_P8_D10	-0.90220250941	red	1	0.2461	4.0368
MGH53_P8_D11	0.63800591245	green3	2	0.26303	0.35614
MGH53_P8_E01	0.272202333927	red	1	0.54597	0.76977
MGH53_P8_E03	NA	black	0	0	0.45418
MGH53_P8_E04	0.295347075345	red	1	0.60692	0.42653
MGH53_P8_E05	0.384082440092	red	1	0.40163	0.73812
MGH53_P8_E06	NA	black	0	0	0
MGH53_P8_E07	0.0865102491531	red	1	0.42438	1.6508
MGH53_P8_E08	-0.131943778207	red	1	0.84398	4.0463
MGH53_P8_E09	-0.186429695083	red	1	1.168	0.65627
MGH53_P8_E10	0.320746018706	red	1	0.29514	1.1023
MGH53_P8_E11	NA	black	0	0.14535	0
MGH53_P8_F01	0.619415922487	green3	2	0.096262	0.70841
MGH53_P8_F02	-1.00247012755	red	1	0.13356	3.9465
MGH53_P8_F04	-1.08535207593	red	1	2.8783	1.0412
MGH53_P8_F05	0.896061167723	red	1	0.056584	0.24001
MGH53_P8_F06	0.00785192482477	red	1	0.95457	2.8307
MGH53_P8_F07	NA	black	0	0.55287	0
MGH53_P8_F08	-1.57634719552	red	1	0.17377	5.2437
MGH53_P8_F09	-1.46779993724	red	1	0.049631	4.5977
MGH53_P8_F11	-0.380893517903	red	1	0.28096	2.8724
MGH53_P8_G01	0.0534246227244	red	1	0.084064	1.8221
MGH53_P8_G02	-1.47472591389	red	1	0.3173	5.72
MGH53_P8_G03	NA	black	0	0	2.5883
MGH53_P8_G04	-0.0833668067072	red	1	0.24123	2.1227
MGH53_P8_G05	0.685392859661	green3	2	0.12697	0.52607
MGH53_P8_G06	NA	black	0	0	0.8496
MGH53_P8_G07	NA	black	0	1.959	0
MGH53_P8_G08	NA	black	0	0	4.6398
MGH53_P8_G09	0.763475365425	red	1	0.055196	0.49365
MGH53_P8_G10	NA	black	0	0	4.1591
MGH53_P8_G11	-0.106425422866	red	1	1.0377	0.34596
MGH53_P8_G12	NA	black	0	0	0.85838
MGH53_P8_H01	NA	black	0	0	1.0328
MGH53_P8_H02	0.541236162614	red	1	0.20163	0.70929
MGH53_P8_H03	-0.354405959848	red	1	0.58592	3.5515
MGH53_P8_H04	-0.575188051568	red	1	0.26303	3.3124
MGH53_P8_H05	NA	black	0	0	0
MGH53_P8_H06	-0.402929263547	red	1	0.085425	2.6971
MGH53_P8_H07	NA	black	0	3.6322	0
MGH53_P8_H08	0.0826829319643	red	1	0.72159	1.2904
MGH53_P8_H09	NA	black	0	0.69153	0
MGH53_P8_H10	-0.884742500745	red	1	0.071763	3.5856
MGH53_P8_H11	-1.07954635052	red	1	0.028569	3.8526
MGH53_P8_H12	0.0748194977316	red	1	0.46153	1.6699
MGH53_P1_A03	NA	black	0	0.84398	0
MGH53_P1_A04	-0.704486846077	red	1	0.30568	3.7323
MGH53_P1_A06	0.200250160006	red	1	1.4087	2.6371
MGH53_P1_A07	0.339167779232	red	1	0.4351	0.80735
MGH53_P1_A08	-0.146443810641	red	1	1.0649	0.19283
MGH53_P1_B04	0.550958836845	red	1	0.10165	0.83673
MGH53_P1_B08	-0.181376706762	red	1	0.81721	4.2199
MGH53_P1_B09	NA	black	0	1.959	0
MGH53_P1_B11	-0.331525971953	red	1	0.052416	2.5368
MGH53_P1_C03	0.633225334822	green3	2	0.31615	0.23143
MGH53_P1_C06	2.44867860137	black	0	2.9555	3.9511
MGH53_P1_C09	0.0924925555819	red	1	0.29042	1.692
MGH53_P1_C10	0.833764266083	red	1	1.7377	3.6629
MGH53_P1_D01	0.503154697756	red	1	0.36961	0.45418
MGH53_P1_D05	0.0341079059846	red	1	0.28096	1.8416
MGH53_P1_D12	NA	black	0	2.5388	0
MGH53_P1_E09	-2.20251086065	red	1	3.2725	0.419
MGH53_P1_E12	-0.707905075317	red	1	0.27381	3.6555
MGH53_P12_A01	NA	black	0	0.094912	0
MGH53_P12_A02	-0.31224178937	red	1	1.2612	0.40163
MGH53_P12_A03	NA	black	0	1.614	0
MGH53_P12_A04	-0.43031477563	red	1	1.3857	0.39835
MGH53_P12_A05	-0.411552499026	red	1	0.064883	2.6949
MGH53_P12_A06	0.813036543245	red	1	0.05797	0.39506
MGH53_P12_A08	-1.01412218784	red	1	1.9332	0.29278
MGH53_P12_A09	NA	black	0	0.037031	0
MGH53_P12_A10	0.695214493968	green3	2	0.25701	0.22897
MGH53_P12_A11	NA	black	0	0	3.3257
MGH53_P12_A12	-1.07878572955	red	1	0.079975	3.965
MGH53_P12_B01	-0.383588198911	red	1	0.15704	2.7279
MGH53_P12_B02	-0.706333911727	red	1	1.8667	0.70929
MGH53_P12_B03	-0.0284196003762	red	1	0.91991	3.7918
MGH53_P12_B04	-0.141189145281	red	1	1.1117	0.6663
MGH53_P12_B05	0.199117234721	red	1	0.52607	1.1263
MGH53_P12_B06	0.00202511365057	red	1	0.94785	4.066
MGH53_P12_B07	-2.13952668435	red	1	3.3112	0.48749
MGH53_P12_B08	NA	black	0	0	0
MGH53_P12_B09	NA	black	0	1.4849	0
MGH53_P12_B11	-1.23509398416	red	1	0.08134	4.2606
MGH53_P12_B12	2.01541642105	red	1	3.4004	3.3033
MGH53_P12_C01	-1.37750349531	red	1	3.1827	0.95531
MGH53_P12_C02	0.0132927974275	red	1	0.98914	2.3592
MGH53_P12_C03	NA	black	0	0.65627	0
MGH53_P12_C04	1.3438502712	red	1	1.642	5.1293
MGH53_P12_C05	0.623312286256	green3	2	0.22651	0.47301
MGH53_P12_C06	NA	black	0	0	0.60881
MGH53_P12_C07	-0.824856886008	red	1	0.15834	3.6441
MGH53_P12_C08	-1.98819336108	red	1	0.096262	5.7213
MGH53_P12_C09	0.0422911929739	red	1	0.9782	4.1242
MGH53_P12_C10	0.433291941741	red	1	0.26664	0.85838
MGH53_P12_C11	NA	black	0	2.5301	0
MGH53_P12_C12	-0.185397156208	red	1	0.098958	2.2869
MGH53_P12_D01	NA	black	0	0.086784	0
MGH53_P12_D02	NA	black	0	0	4.8379
MGH53_P12_D03	-1.3633863879	red	1	0.18523	4.8454
MGH53_P12_D04	-1.04383625305	red	1	0.27739	4.4748
MGH53_P12_D05	NA	black	0	0	0.23511
MGH53_P12_D06	-0.871347849717	red	1	0.13356	3.6848
MGH53_P12_D07	-0.0606616717285	red	1	0.87421	3.3784
MGH53_P12_D08	-0.278393647053	red	1	0.15575	2.5077
MGH53_P12_D09	NA	black	0	0	0
MGH53_P12_D10	NA	black	0	0.10165	0
MGH53_P12_D11	0.152102928388	red	1	0.78157	0.22527
MGH53_P12_D12	0.685222136347	green3	2	0.10568	0.56267
MGH53_P12_E01	0.132767249969	red	1	0.088142	1.6681
MGH53_P12_E02	-0.948184937088	red	1	2.1194	0.64155
MGH53_P12_E03	-1.30427684461	red	1	2.2699	0.35614
MGH53_P12_E04	-0.848153813931	red	1	0.11636	3.603
MGH53_P12_E05	0.783587138193	red	1	0.16864	0.23511
MGH53_P12_E06	0.88652060173	red	1	0.10434	0.16092
MGH53_P12_E07	-1.32593824398	red	1	0.060739	4.3725
MGH53_P12_E08	2.99346841752	black	0	2.6572	4.8249
MGH53_P12_E09	-0.334764384153	red	1	0.088142	2.569
MGH53_P12_E10	0.816834901677	red	1	0.10434	0.301
MGH53_P12_E12	-0.874146805167	red	1	0.02432	3.4814
MGH53_P12_F01	NA	black	0	0	0.02148
MGH53_P12_F02	NA	black	0	0	3.655
MGH53_P12_F03	NA	black	0	0	1.3369
MGH53_P12_F04	1.36947946104	red	1	3.4568	2.852
MGH53_P12_F06	-0.113983708417	red	1	0.14666	2.1616
MGH53_P12_F07	2.34116410787	red	1	2.57	4.3147
MGH53_P12_F08	-0.52098507982	red	1	0.27977	3.2146
MGH53_P12_F09	0.948576355219	red	1	0.049631	0.15445
MGH53_P12_F10	0.807199401403	red	1	0.17121	0.1776
MGH53_P12_F11	-0.723923378609	red	1	0.19787	3.5154
MGH53_P12_F12	-0.21542675016	red	1	0.14535	2.3704
MGH53_P12_G01	0.760641677138	red	1	0.11902	0.38626
MGH53_P12_G03	-0.435582296733	red	1	2.7038	1.5494
MGH53_P12_G04	NA	black	0	3.7699	0
MGH53_P12_G07	-1.22890383392	red	1	0.14143	4.4205
MGH53_P12_G08	NA	black	0	0	1.0279
MGH53_P12_G09	0.733600990884	red	1	0.22033	0.22774
MGH53_P12_G10	-0.402842809748	red	1	0.04684	2.6633
MGH53_P12_G11	NA	black	0	0	0
MGH53_P12_G12	NA	black	0	0	2.0257
MGH53_P12_H01	-0.675577704962	red	1	0.045443	3.1583
MGH53_P12_H02	-0.394632447406	red	1	0.52507	3.4739
MGH53_P12_H03	0.723692968511	red	1	0.19661	0.30568
MGH53_P12_H04	-1.0343106765	red	1	0.037031	3.7897
MGH53_P12_H05	0.272618769265	red	1	0.090853	1.3951
MGH53_P12_H06	-0.0601883940261	red	1	0.064883	2.0377
MGH53_P12_H07	0.697668495209	green3	2	0.22404	0.30334
MGH53_P12_H08	-0.208954013905	red	1	0.24367	2.419
MGH53_P12_H09	-0.290385338644	red	1	0.63691	3.4816
MGH53_P12_H10	-0.0300777337586	red	1	1.107	1.6503
MGH53_P12_H11	-0.86590026283	red	1	2.4415	1.0108
MGH53_P12_H12	0.609966114779	green3	2	0.26183	0.42868
MGH53_P2_A09	1.80911526696	red	1	3.0127	3.3875
MGH53_P2_A11	0.24582269745	red	1	0.59264	0.73725
MGH53_P2_A12	0.404836498525	red	1	1.5286	3.0687
MGH53_P2_B05	-1.07499668121	red	1	0.13093	4.084
MGH53_P2_B07	0.747202609421	red	1	0.20664	0.22897
MGH53_P2_B09	0.224321685806	red	1	0.69688	0.34255
MGH53_P2_B10	0.708520905176	green3	2	0.19283	0.34823
MGH53_P2_C01	NA	black	0	2.2759	0
MGH53_P2_C02	-2.41280882109	red	1	3.125	0.15834
MGH53_P2_C03	-0.851013864731	red	1	0.044044	3.4737
MGH53_P2_C07	NA	black	0	0.16221	0
MGH53_P2_C09	NA	black	0	0.26424	0
MGH53_P2_D01	0.184994401788	red	1	0.66175	0.80323
MGH53_P2_D02	0.464845192785	red	1	0.044044	1.067
MGH53_P2_D07	-0.21442428425	red	1	0.84398	5.1902
MGH53_P2_D08	-0.0193655274214	red	1	0.95606	0.72247
MGH53_P2_D12	0.227579074279	red	1	1.4022	2.7444
MGH53_P2_E04	-0.592955648146	red	1	0.62667	4.9293
MGH53_P2_E10	NA	black	0	2.0649	0
MGH53_P2_F02	0.802890034562	red	1	0.12829	0.28096
MGH53_P2_F03	0.634017744784	green3	2	0.27143	0.34596
MGH53_P2_F04	-0.422857849893	red	1	0.51803	3.5554
MGH53_P2_F05	0.219819623473	red	1	0.34483	1.3156
MGH53_P2_G02	-0.31702128443	red	1	0.26903	2.7007
MGH53_P2_G07	-0.0608699603015	red	1	0.29631	2.0827
MGH53_P2_H01	-0.0403215810343	red	1	0.034216	1.9975
MGH53_P10_A01	0.324748344434	red	1	0.54992	0.52707
MGH53_P10_A02	0.999771833107	red	1	0.05797	0.03984
MGH53_P10_A03	0.401520323567	red	1	0.3115	0.86552
MGH53_P10_A04	-0.910846301464	red	1	0.10165	3.6945
MGH53_P10_A05	0.405974642138	red	1	0.066261	1.157
MGH53_P10_A06	NA	black	0	0	0.29278
MGH53_P10_A07	-0.487518173502	red	1	0.10836	2.8842
MGH53_P10_A08	-0.723243417456	red	1	0.31499	3.8068
MGH53_P10_A09	NA	black	0	0	2.371
MGH53_P10_A10	NA	black	0	0	0.40708
MGH53_P10_A11	NA	black	0	0.29748	0
MGH53_P10_A12	-1.09300170904	red	1	0.094912	4.0276
MGH53_P10_B01	0.880732324264	red	1	0.09356	0.19535
MGH53_P10_B02	0.826473053492	red	1	0.12168	0.2461
MGH53_P10_B03	0.294854453476	red	1	0.26664	1.2016
MGH53_P10_B04	0.500363606453	red	1	0.41034	0.34596
MGH53_P10_B05	-0.157552509079	red	1	0.22527	2.2884
MGH53_P10_B06	NA	black	0	2.2035	0
MGH53_P10_B07	NA	black	0	0.56852	0
MGH53_P10_B08	0.0417631022244	red	1	1.0731	2.4425
MGH53_P10_B09	-1.30299092736	red	1	0.13225	4.5393
MGH53_P10_B10	0.660454490578	green3	2	0.063503	0.67627
MGH53_P10_B11	-0.418539306726	red	1	0.54003	3.6253
MGH53_P10_B12	NA	black	0	0.079975	0
MGH53_P10_C01	0.32253270031	red	1	0.43829	0.85599
MGH53_P10_C02	NA	black	0	0.035624	0
MGH53_P10_C03	-0.24185842405	red	1	0.21164	2.4709
MGH53_P10_C04	2.34231169969	red	1	2.9675	3.8527
MGH53_P10_C05	-2.2138443878	red	1	3.9373	0.75873
MGH53_P10_C06	-0.880840935043	red	1	0.12961	3.6952
MGH53_P10_C07	NA	black	0	0	0.50284
MGH53_P10_C08	NA	black	0	0	2.76
MGH53_P10_C09	NA	black	0	0	0
MGH53_P10_C10	0.617751151773	green3	2	0.13093	0.65901
MGH53_P10_C11	0.70544451699	green3	2	0.22527	0.28214
MGH53_P10_C12	-1.73937865859	red	1	2.6853	0.33113
MGH53_P10_D01	NA	black	0	0.049631	0
MGH53_P10_D02	-0.884647872668	red	1	0.1776	3.8132
MGH53_P10_D03	3.82673542917	black	0	3.8228	4.1454
MGH53_P10_D04	0.808038176936	red	1	0.1003	0.32654
MGH53_P10_D05	0.586801959319	red	1	0.3505	0.26303
