Cell_name	Zvalue	Color	Cluster	ERAP2	IRF1
MGH36_P4_G04	0.038470654824	green3	2	0.098958	1.2774
MGH36_P4_G05	-0.152601766007	green3	2	0.17632	1.6572
MGH36_P4_G06	NA	black	0	0	1.1865
MGH36_P4_G08	NA	black	0	0	1.2678
MGH36_P4_G09	-0.0196660754476	green3	2	0.28806	1.4044
MGH36_P4_G10	3.85427086335	black	0	3.5669	2.8722
MGH36_P4_G11	NA	black	0	0	0.56169
MGH36_P4_H01	0.0799206247325	green3	2	0.39835	1.0426
MGH36_P4_H02	0.0803228245489	green3	2	0.29514	1.1283
MGH36_P4_H03	-0.29380715222	green3	2	2.9651	1.2934
MGH36_P4_H04	NA	black	0	0	0.92296
MGH36_P4_H05	-1.26444496152	black	0	0.12961	3.4042
MGH36_P4_H09	0.194403008672	green3	2	0.12168	0.97233
MGH36_P4_H12	NA	black	0	0	1.7459
MGH36_P6_A02	NA	black	0	0	0.30918
MGH36_P6_A04	NA	black	0	0	1.005
MGH36_P6_A05	0.0980987554061	green3	2	0.2558	1.103
MGH36_P6_A07	NA	black	0	0	4.1042
MGH36_P6_A08	-0.613157035077	red	1	4.2419	1.2833
MGH36_P6_A09	NA	black	0	0	0.80818
MGH36_P6_A10	NA	black	0	0	0.68077
MGH36_P6_A11	NA	black	0	0	0.69153
MGH36_P6_B03	NA	black	0	0	1.2857
MGH36_P6_B04	NA	black	0	0	0.45312
MGH36_P6_B05	0.418457646095	green3	2	0.079975	0.5724
MGH36_P6_B06	NA	black	0	0	0.70576
MGH36_P6_B10	-1.184273736	black	0	4.0122	1.0868
MGH36_P6_B11	0.251174589708	green3	2	0.1635	0.81558
MGH36_P6_B12	NA	black	0	0	0.83996
MGH36_P6_C02	NA	black	0	0	3.04
MGH36_P6_C03	0.212809427265	green3	2	0.17887	0.88596
MGH36_P6_C04	0.127318218694	green3	2	0.086784	1.1184
MGH36_P6_C05	NA	black	0	0	3.4344
MGH36_P6_C06	-1.16207283663	black	0	1.9546	0.4782
MGH36_P6_C07	-0.825305349041	black	0	1.474	0.36177
MGH36_P6_C08	NA	black	0	0	0.92828
MGH36_P6_C09	NA	black	0	0	0.74846
MGH36_P6_C11	0.141307863649	green3	2	0.31034	0.9313
MGH36_P6_C12	0.330489486047	green3	2	0.070389	0.7536
MGH36_P6_D01	0.327902559146	green3	2	0.075875	0.75275
MGH36_P6_D02	NA	black	0	0	1.0827
MGH36_P6_D03	NA	black	0	0	1.2528
MGH36_P6_D04	0.0831938232647	green3	2	0.11503	1.1916
MGH36_P6_D05	NA	black	0	0	0.88675
MGH36_P6_D06	NA	black	0	0	1.0165
MGH36_P6_D07	-0.504402484721	red	1	1.4641	0.73898
MGH36_P6_D08	-1.98890746163	black	0	3.9508	0.82456
MGH36_P6_D10	0.067038466925	green3	2	0.085425	1.2277
MGH36_P6_D11	0.0733159597799	green3	2	0.4957	0.88596
MGH36_P6_E02	0.0744924464368	green3	2	0.95829	1.6631
MGH36_P6_E03	NA	black	0	0	1.0412
MGH36_P6_E04	-0.273099880229	green3	2	1.0043	0.58304
MGH36_P6_E05	NA	black	0	0	1.0963
MGH36_P6_E06	-0.763828081015	black	0	4.5866	1.2684
MGH36_P6_E07	NA	black	0	0	0.58785
MGH36_P6_E08	0.171611442875	green3	2	0.11503	1.0215
MGH36_P6_E09	NA	black	0	0	0.62667
MGH36_P6_E10	NA	black	0	0	1.2116
MGH36_P6_E11	-0.0520499645182	green3	2	0.18142	1.4573
MGH36_P6_E12	NA	black	0	0	1.5291
MGH36_P6_F01	0.539229382963	green3	2	0.067639	0.35276
MGH36_P6_F04	NA	black	0	0	0.97012
MGH36_P6_F06	0.293505742995	green3	2	0.13488	0.75617
MGH36_P6_F07	NA	black	0	0	0.83107
MGH36_P6_F08	0.434998610674	green3	2	0.062122	0.5656
MGH36_P6_F10	0.160245508594	green3	2	0.36401	0.77568
MGH36_P6_F12	0.304939925229	green3	2	0.1776	0.67356
MGH36_P6_G01	NA	black	0	0	0.49876
MGH36_P6_G02	NA	black	0	0	1.9305
MGH36_P6_G03	-1.27407764391	black	0	4.2598	1.0929
MGH36_P6_G04	0.150240598031	green3	2	0.17121	1.0314
MGH36_P6_G05	NA	black	0	0	0.8213
MGH36_P6_G06	0.156297594407	green3	2	0.27501	0.92828
MGH36_P6_G07	NA	black	0	0	1.051
MGH36_P6_G08	-0.830479521058	black	0	5.3289	1.3063
MGH36_P6_G09	-2.47900372556	black	0	4.9154	0.87263
MGH36_P6_G10	NA	black	0	0	0.8984
MGH36_P6_G11	NA	black	0	0	2.6434
MGH36_P6_G12	NA	black	0	0	0.77315
MGH36_P6_H06	0.169962287577	green3	2	0.067639	1.0496
MGH36_P6_H07	0.171955660236	green3	2	0.070389	1.0447
MGH36_P6_H10	0.233112201937	green3	2	0.21537	0.79577
MGH36_P6_H12	NA	black	0	0	1.0043
MGH36_P7_A01	0.287485664392	green3	2	0.14926	0.75189
MGH36_P7_A02	-0.975147265558	black	0	2.1013	0.7031
MGH36_P7_A03	0.055722416714	green3	2	0.19409	1.2284
MGH36_P7_A04	NA	black	0	3.4354	0
MGH36_P7_A06	NA	black	0	0	1.0793
MGH36_P7_A07	NA	black	0	0	1.6168
MGH36_P7_A08	0.0787493002254	green3	2	0.20664	1.1731
MGH36_P7_A09	-0.785278111048	black	0	2.6475	1.0058
MGH36_P7_A10	NA	black	0	0	1.3369
MGH36_P7_A11	NA	black	0	0	1.1003
MGH36_P7_A12	-1.17351909185	black	0	0.16221	3.3651
MGH36_P7_B01	NA	black	0	0	1.2191
MGH36_P7_B02	NA	black	0	0	0.65901
MGH36_P7_B03	-0.740616088163	black	0	2.2231	0.91303
MGH36_P7_B04	-0.174416860098	green3	2	1.0419	0.89995
MGH36_P7_B06	-2.71948214103	black	0	4.2624	0.67717
MGH36_P7_B07	0.0912767640504	green3	2	0.11237	1.177
MGH36_P7_B08	NA	black	0	0	0.74846
MGH36_P7_B09	-0.105498095403	green3	2	0.27501	1.6164
MGH36_P7_B10	NA	black	0	0	1.2588
MGH36_P7_B11	-1.33460962187	black	0	4.0856	1.051
MGH36_P7_B12	NA	black	0	0	0.8953
MGH36_P7_C11	0.416496754139	green3	2	0.25459	0.18142
MGH36_P7_D01	NA	black	0	0	1.0807
MGH36_P7_D02	NA	black	0	0	1.3846
MGH36_P7_D03	-0.163040883267	green3	2	0.10702	1.6378
MGH36_P7_D05	NA	black	0	0	0.63877
MGH36_P7_D06	NA	black	0	0	1.144
MGH36_P7_D07	0.204207266644	green3	2	0.084064	0.9782
MGH36_P7_D08	0.0254686563635	green3	2	0.27023	1.2863
MGH36_P7_D09	0.448182045999	green3	2	0.071763	0.52607
MGH36_P7_D10	0.363991178073	green3	2	0.1137	0.63506
MGH36_P7_D11	-0.0510722294447	green3	2	0.15316	1.4489
MGH36_P7_E01	NA	black	0	0	1.4147
MGH36_P7_E03	-0.0836323225404	green3	2	0.3471	1.6079
MGH36_P7_E04	0.236801340901	green3	2	0.14796	0.86315
MGH36_P7_E05	0.434026635967	green3	2	0.12168	0.47301
MGH36_P7_E07	0.440248355626	green3	2	0.10702	0.48543
MGH36_P7_E08	0.429858090233	green3	2	0.15186	0.42438
MGH36_P7_E10	NA	black	0	0	0.4844
MGH36_P7_E12	-1.86926089213	black	0	3.0542	0.62012
MGH36_P7_F01	NA	black	0	0	0.72509
MGH36_P7_F02	4.40023896573	black	0	3.6267	3.0472
MGH36_P7_F03	0.250482326107	green3	2	0.21164	0.75702
MGH36_P7_F04	-0.162222034407	green3	2	0.13225	1.6498
MGH36_P7_F06	NA	black	0	0	0.87971
MGH36_P7_F08	0.0855296989186	green3	2	0.097611	1.1916
MGH36_P7_F09	NA	black	0	0	2.1963
MGH36_P7_F10	NA	black	0	0	0.42438
MGH36_P7_F11	0.114126274757	green3	2	0.15575	1.1164
MGH36_P7_F12	0.234074448627	green3	2	0.060739	0.93885
MGH36_P7_G01	NA	black	0	0	0.8953
MGH36_P7_G02	0.358640732552	green3	2	0.070389	0.70044
MGH36_P7_G03	0.253098068428	green3	2	0.16479	0.80983
MGH36_P7_G04	NA	black	0	0	1.5622
MGH36_P7_G05	0.180399040115	green3	2	0.21785	0.92448
MGH36_P7_G06	0.520785928838	green3	2	0.15186	0.20539
MGH36_P7_G08	-1.94163207112	black	0	2.5751	0.37295
MGH36_P7_G09	NA	black	0	0	0.976
MGH36_P7_G10	-3.1677689772	black	0	4.7037	0.65901
MGH36_P7_G11	NA	black	0	0	0.81065
MGH36_P7_H01	0.056142715967	green3	2	0.14143	1.2382
MGH36_P7_H02	NA	black	0	0	0.54498
MGH36_P7_H03	NA	black	0	0	1.1223
MGH36_P7_H04	-3.4712053336	black	0	4.4835	0.52507
MGH36_P7_H07	-2.48505156891	black	0	4.9571	0.87814
MGH36_P7_H08	0.12473118204	green3	2	0.14143	1.101
MGH36_P7_H10	-2.13793823936	black	0	0.069015	4.3475
MGH36_P7_H11	-2.67253637787	black	0	3.1165	0.30918
MGH36_P7_H12	NA	black	0	0	0.71809
MGH36_P5_A02	NA	black	0	0	1.5079
MGH36_P5_A03	0.300723255564	green3	2	0.29866	0.42546
MGH36_P5_A05	NA	black	0	0	1.7394
MGH36_P5_A06	0.58895009527	green3	2	5.3394	1.6262
MGH36_P5_A07	NA	black	0	0	1.0014
MGH36_P5_A08	0.205607487741	green3	2	1.0983	1.9184
MGH36_P5_A09	-1.23829344486	black	0	2.3141	0.63506
MGH36_P5_B02	NA	black	0	0	1.2963
MGH36_P5_B03	0.288845990885	green3	2	0.12565	0.77653
MGH36_P5_B04	-0.288682990615	green3	2	0.17249	1.9149
MGH36_P5_B05	-0.442541858032	green3	2	3.6414	1.2904
MGH36_P5_B06	-0.826328085156	black	0	3.1142	1.0793
MGH36_P5_B07	0.205680362701	green3	2	0.12433	0.94785
MGH36_P5_B08	NA	black	0	0	1.8612
MGH36_P5_B09	0.174595135932	green3	2	0.096262	1.0264
MGH36_P5_B10	0.134433074178	green3	2	0.064883	1.1137
MGH36_P5_B11	0.217210685164	green3	2	0.085425	0.95308
MGH36_P5_C01	-0.431738448493	green3	2	1.5499	0.88362
MGH36_P5_C02	NA	black	0	0	1.117
MGH36_P5_C03	0.151618272568	green3	2	0.19912	1.0093
MGH36_P5_C04	0.092143837596	green3	2	0.4678	0.84639
MGH36_P5_C05	-0.0601950955728	green3	2	0.041243	1.4431
MGH36_P5_C06	-0.81425309717	black	0	0.045443	2.5782
MGH36_P5_C09	0.190106356592	green3	2	0.096262	0.99711
MGH36_P5_C11	0.168137503667	green3	2	0.15704	1.0022
MGH36_P5_C12	NA	black	0	0	1.1401
MGH36_P5_D01	NA	black	0	0	2.0122
MGH36_P5_D02	-1.73171540748	black	0	0.07861	3.8793
MGH36_P5_D03	NA	black	0	0	2.4087
MGH36_P5_D04	NA	black	0	0	0.95606
MGH36_P5_D06	0.25179885338	green3	2	0.1375	0.84157
MGH36_P5_D07	-0.789236157319	black	0	0.10299	2.6448
MGH36_P5_D08	NA	black	0	0	0.74502
MGH36_P5_D09	NA	black	0	0	0.65168
MGH36_P5_D11	0.0425215202474	green3	2	0.10299	1.2696
MGH36_P5_D12	0.38430544433	green3	2	0.085425	0.63227
MGH36_P5_E01	1.50363607049	black	0	2.106	2.5447
MGH36_P5_E02	0.0515902229016	green3	2	0.03984	1.2606
MGH36_P5_E03	0.360508953587	green3	2	0.032806	0.73725
MGH36_P5_E05	-0.0579057307727	green3	2	0.075875	1.4457
MGH36_P5_E07	0.122120038666	green3	2	0.029983	1.146
MGH36_P5_E08	-0.0986661114809	green3	2	0.14012	1.5361
MGH36_P5_E09	-0.0576270104955	green3	2	0.15704	1.4626
MGH36_P5_E10	0.154967478775	green3	2	0.037031	1.0888
MGH36_P5_E11	-0.892416707831	black	0	0.19283	3.0097
MGH36_P5_F02	0.20789755227	green3	2	0.073135	0.9782
MGH36_P5_F04	0.0169092886649	green3	2	0.46048	1.275
MGH36_P5_F05	0.224922851427	green3	2	0.09356	0.93282
MGH36_P5_F06	0.253294651489	green3	2	0.16221	0.81229
MGH36_P5_F07	0.108458607927	green3	2	0.09356	1.1506
MGH36_P5_F08	-0.422706980049	green3	2	2.2482	1.1283
MGH36_P5_F09	-0.106519955578	green3	2	0.44042	1.787
MGH36_P5_F10	1.39754787531	black	0	1.2558	4.8761
MGH36_P5_F11	0.325200263327	green3	2	0.075875	0.75788
MGH36_P5_G01	NA	black	0	0	0.62761
MGH36_P5_G02	NA	black	0	0	0.12035
MGH36_P5_G04	NA	black	0	0	2.4615
MGH36_P5_G06	0.307331638653	green3	2	0.10836	0.75788
MGH36_P5_G07	0.0678578158626	green3	2	0.14274	1.2147
MGH36_P5_G08	-0.128850703953	green3	2	0.15056	1.5974
MGH36_P5_G09	0.327486320731	green3	2	0.14012	0.67627
MGH36_P5_G10	0.112354443183	green3	2	0.17887	1.1097
MGH36_P5_G11	0.0502229588158	green3	2	0.066261	1.26
MGH36_P5_H02	NA	black	0	0	0.71105
MGH36_P5_H03	NA	black	0	0	0.88596
MGH36_P5_H05	0.298756647915	green3	2	4.4747	1.5519
MGH36_P5_H06	0.084783458491	green3	2	0.02432	1.2085
MGH36_P5_H07	-0.0814947952755	green3	2	0.042644	1.4777
MGH36_P5_H09	0.159312271302	green3	2	0.15834	1.0201
MGH36_P10_A02	NA	black	0	0	0.78743
MGH36_P10_A04	NA	black	0	0	3.2214
MGH36_P10_A05	NA	black	0	0	1.512
MGH36_P10_A06	NA	black	0	0	0.88908
MGH36_P10_A07	-0.322948562045	green3	2	0.36961	2.31
MGH36_P10_A09	NA	black	0	0	0.97746
MGH36_P10_A11	NA	black	0	0	0
MGH36_P10_A12	NA	black	0	0	0
MGH36_P10_B01	-0.0204445334194	green3	2	0.71545	0.97085
MGH36_P10_B03	5.32947301281	black	0	3.5107	3.4792
MGH36_P10_B05	NA	black	0	0	0.35389
MGH36_P10_B07	-0.336056138783	green3	2	0.1776	2.009
MGH36_P10_B08	0.426430256986	green3	2	0.070389	0.57046
MGH36_P10_B10	NA	black	0	0	0.67897
MGH36_P10_B11	-1.17597898612	black	0	4.1299	1.105
MGH36_P10_C01	0.120507626018	green3	2	0.14405	1.1084
MGH36_P10_C03	NA	black	0	4.1443	0
MGH36_P10_C04	-1.61873226292	black	0	2.5539	0.53306
MGH36_P10_C06	-0.892749647833	black	0	0.1137	2.8219
MGH36_P10_C07	NA	black	0	0	0.87106
MGH36_P10_C08	-1.05116410589	black	0	3.7336	1.0909
MGH36_P10_C09	-0.0315923398796	green3	2	0.16864	1.4131
MGH36_P10_C10	-0.143147007505	green3	2	1.9575	1.2827
MGH36_P10_C12	0.216027102821	green3	2	0.10568	0.94111
MGH36_P10_D01	0.554210516565	green3	2	0.123	0.20038
MGH36_P10_D02	NA	black	0	0	0
MGH36_P10_D03	2.94637561518	black	0	3.0767	2.7476
MGH36_P10_D04	NA	black	0	0	0.91915
MGH36_P10_D05	-0.659699593418	red	1	0.30217	2.8947
MGH36_P10_D07	NA	black	0	0	0.89995
MGH36_P10_D09	-1.09606589262	black	0	0.20539	3.3757
MGH36_P10_D10	NA	black	0	0	0.14796
MGH36_P10_D11	NA	black	0	0	1.7334
MGH36_P10_D12	-1.92040512394	black	0	3.7499	0.80157
MGH36_P10_E02	0.575052306518	green3	2	0.10434	0.19912
MGH36_P10_E03	NA	black	0	0	0.1635
MGH36_P10_E04	-2.90062463809	black	0	4.2531	0.62293
MGH36_P10_E05	NA	black	0	0	0.8922
MGH36_P10_E07	NA	black	0	0	0.34142
MGH36_P10_E10	NA	black	0	0	1.7233
MGH36_P10_E11	-0.529149020142	red	1	1.8408	0.92903
MGH36_P10_E12	0.219808025404	green3	2	0.18015	0.86869
MGH36_P10_F02	NA	black	0	0	1.0731
MGH36_P10_F03	0.0667555810314	green3	2	0.10836	1.224
MGH36_P10_F05	-2.40333515385	black	0	3.96	0.69688
MGH36_P10_F06	0.122731250695	green3	2	0.20163	1.0745
MGH36_P10_F08	NA	black	0	0	0.90304
MGH36_P10_F09	0.0275177712177	green3	2	0.12433	1.2957
MGH36_P10_F10	0.403207552719	green3	2	0.14926	0.4916
MGH36_P10_F11	-1.88752770631	black	0	4.0031	0.86711
MGH36_P10_F12	-0.720296038229	black	0	0.30334	3.0199
MGH36_P10_G01	NA	black	0	0	0.42116
MGH36_P10_G02	NA	black	0	0	0.73552
MGH36_P10_G03	0.49889703298	green3	2	0.12035	0.33228
MGH36_P10_G05	0.379699688662	green3	2	0.11503	0.60027
MGH36_P10_G06	0.486388332126	green3	2	0.077243	0.44148
MGH36_P10_G07	NA	black	0	0	0.82049
MGH36_P10_G08	-3.75113621202	black	0	5.0387	0.59168
MGH36_P10_G09	NA	black	0	0	0.301
MGH36_P10_G10	NA	black	0	0	0.42868
MGH36_P10_G11	0.0566074310869	green3	2	0.10702	1.2431
MGH36_P10_H01	0.406590552669	green3	2	0.21537	0.33457
MGH36_P10_H03	NA	black	0	0	0.23266
MGH36_P10_H04	NA	black	0	0	1.0193
MGH36_P10_H05	0.235231276132	green3	2	0.27381	0.69866
MGH36_P10_H06	NA	black	0	0	0
MGH36_P10_H09	NA	black	0	0.40926	0
MGH36_P10_H11	-1.58942502443	black	0	3.0543	0.73985
MGH36_P10_H12	5.13532103195	black	0	2.8272	4.0748
MGH36_P8_A01	NA	black	0	0	1.3167
MGH36_P8_A03	-2.73011309416	black	0	3.372	0.39726
MGH36_P8_A04	NA	black	0	0	3.8528
MGH36_P8_A06	NA	black	0	0	0.54992
MGH36_P8_A07	-0.868148703632	black	0	2.7753	0.99349
MGH36_P8_A08	NA	black	0	0	0
MGH36_P8_A09	NA	black	0	0	0.67265
MGH36_P8_A11	NA	black	0	0	0.34142
MGH36_P8_A12	-1.86878428029	black	0	0.16221	4.3475
MGH36_P8_B01	NA	black	0	0	1.1897
MGH36_P8_B02	NA	black	0	0	3.2701
MGH36_P8_B03	NA	black	0	0	0.16607
MGH36_P8_B04	-2.67987909531	black	0	3.6607	0.52005
MGH36_P8_B05	NA	black	0	0	0.62574
MGH36_P8_B08	-3.29636438379	black	0	3.9121	0.40272
MGH36_P8_B09	-0.879269794994	black	0	0.16993	2.93
MGH36_P8_B10	-0.229818965788	green3	2	1.6563	1.148
MGH36_P8_B11	0.363630281813	green3	2	0.034216	0.73031
MGH36_P8_B12	NA	black	0	0	2.4439
MGH36_P8_C01	NA	black	0	0	0.87971
MGH36_P8_C02	NA	black	0	0	0.79992
MGH36_P8_C03	NA	black	0	5.1006	0
MGH36_P8_C05	0.0115682414133	green3	2	0.41468	1.3098
MGH36_P8_C06	NA	black	0	0	1.0587
MGH36_P8_C09	NA	black	0	0	1.0573
MGH36_P8_C10	NA	black	0	0	0.21039
MGH36_P8_C12	0.404636442009	green3	2	4.5562	1.5811
MGH36_P8_D01	NA	black	0	0	1.0115
MGH36_P8_D03	NA	black	0	0	0.66084
MGH36_P8_D04	NA	black	0	0	1.272
MGH36_P8_D05	NA	black	0	0	0.74588
MGH36_P8_D07	NA	black	0	0	0.63413
MGH36_P8_D08	0.258995051687	green3	2	0.22033	0.72247
MGH36_P8_D09	3.28431320839	black	0	3.7875	2.5739
MGH36_P8_D10	NA	black	0	0	0.91839
MGH36_P8_D11	-0.116061243608	green3	2	1.3601	1.2066
MGH36_P8_D12	0.270600415905	green3	2	0.18777	0.74071
MGH36_P8_E01	NA	black	0	0	0.33457
MGH36_P8_E02	NA	black	0	2.9148	0
MGH36_P8_E03	0.199117503734	green3	2	0.34142	0.67717
MGH36_P8_E04	-0.261656831456	green3	2	1.3219	0.96864
MGH36_P8_E05	-1.56144578182	black	0	3.5125	0.87184
MGH36_P8_E06	-1.6059790832	black	0	2.0905	0.25701
MGH36_P8_E08	NA	black	0	0	0.22404
MGH36_P8_E10	0.0777300466379	green3	2	0.2558	1.1557
MGH36_P8_F02	NA	black	0	0.2302	0
MGH36_P8_F04	0.277289488571	green3	2	0.19661	0.71194
MGH36_P8_F05	1.48918059453	black	0	4.0818	1.9191
MGH36_P8_F07	0.00794761424574	green3	2	0.6397	0.8512
MGH36_P8_F09	NA	black	0	0	0.40817
MGH36_P8_G01	NA	black	0	0	0
MGH36_P8_G02	-0.450949798407	green3	2	3.203	1.2479
MGH36_P8_G03	NA	black	0	0	1.2228
MGH36_P8_G04	NA	black	0	0	0.39726
MGH36_P8_G05	NA	black	0	0	0.89375
MGH36_P8_G06	-0.323181801932	green3	2	2.8612	1.2702
MGH36_P8_G07	NA	black	0	0	0
MGH36_P8_G08	-2.79834330629	black	0	5.0576	0.82049
MGH36_P8_G09	0.164038004842	green3	2	0.40708	0.64155
MGH36_P8_G10	4.1103070683	black	0	3.8138	2.8514
MGH36_P8_G12	NA	black	0	0	0.41792
MGH36_P8_H01	0.459347900479	green3	2	0.11237	0.4351
MGH36_P8_H03	-1.18217195064	black	0	3.4756	1.0029
MGH36_P8_H04	NA	black	0	0	0.33113
MGH36_P8_H06	NA	black	0	0	0.87892
MGH36_P8_H07	NA	black	0	0	0.90612
MGH36_P8_H09	NA	black	0	0	1.0391
MGH36_P8_H10	NA	black	0	0	3.4677
MGH36_P8_H11	NA	black	0	0	0.47405
MGH36_P9_A01	0.108695882861	green3	2	0.37407	0.95977
MGH36_P9_A02	NA	black	0	0	1.2425
MGH36_P9_A03	NA	black	0	0	1.1686
MGH36_P9_A05	NA	black	0	0	0
MGH36_P9_A06	-1.30057022222	black	0	3.1099	0.87814
MGH36_P9_A07	0.167364152794	green3	2	0.22651	0.9486
MGH36_P9_A09	NA	black	0	0	1.4022
MGH36_P9_A10	-0.0747969126768	green3	2	0.19912	1.5099
MGH36_P9_A11	NA	black	0	0	1.0043
MGH36_P9_A12	NA	black	0	0	0.65352
MGH36_P9_B01	NA	black	0	0	0
MGH36_P9_B04	NA	black	0	0	0.76977
MGH36_P9_B06	NA	black	0	0	1.5922
MGH36_P9_B07	NA	black	0	0	0.49978
MGH36_P9_B08	NA	black	0	0	0.6107
MGH36_P9_B09	NA	black	0	0	3.1541
MGH36_P9_B10	-0.646869684699	red	1	2.9321	1.1283
MGH36_P9_B11	NA	black	0	0	0.7476
MGH36_P9_B12	NA	black	0	0	1.4972
MGH36_P9_C01	-0.0311605919625	green3	2	0.55483	1.6003
MGH36_P9_C02	-0.253631483854	green3	2	1.4657	1.0552
MGH36_P9_C03	NA	black	0	0	0.8213
MGH36_P9_C05	0.427593239843	green3	2	0.18396	0.3584
MGH36_P9_C07	NA	black	0	0	0.7277
MGH36_P9_C08	NA	black	0	0	0.9782
MGH36_P9_C09	-0.126039384433	green3	2	1.6178	1.2504
MGH36_P9_C11	0.38274796734	green3	2	0.11902	0.58785
MGH36_P9_C12	NA	black	0	0.49978	0
MGH36_P9_D05	NA	black	0	0	3.7093
MGH36_P9_D07	NA	black	0	0	0.43189
MGH36_P9_D08	NA	black	0	0	2.8096
MGH36_P9_D09	0.529219263759	green3	2	2.9231	1.6736
MGH36_P9_D10	NA	black	0	0	0
MGH36_P9_D11	NA	black	0	0	0.67717
MGH36_P9_E01	NA	black	0	0	1.0827
MGH36_P9_E02	NA	black	0	0	0.80405
MGH36_P9_E03	1.06017236424	black	0	1.595	2.6794
MGH36_P9_E04	NA	black	0	0	0.54992
MGH36_P9_E05	NA	black	0	0	0.63691
MGH36_P9_E06	NA	black	0	0	0.87499
MGH36_P9_E07	0.0825120369376	green3	2	0.16479	1.1789
MGH36_P9_E08	0.0575837900602	green3	2	0.19787	1.2234
MGH36_P9_E10	NA	black	0	0	1.2016
MGH36_P9_E11	-0.571970919757	red	1	1.6554	0.79577
MGH36_P9_E12	NA	black	0	0	1.0738
MGH36_P9_F02	NA	black	0	0	2.4785
MGH36_P9_F03	NA	black	0	0	0.7433
MGH36_P9_F04	NA	black	0	0	1.2345
MGH36_P9_F08	NA	black	0	0	0.33457
MGH36_P9_F09	-1.44186699305	black	0	3.7147	0.95531
MGH36_P9_F10	NA	black	0	0	0.4957
MGH36_P9_F11	NA	black	0	0	0.44996
MGH36_P9_F12	NA	black	0	0	0.852
MGH36_P9_G03	-1.64349439651	black	0	2.5502	0.51803
MGH36_P9_G04	NA	black	0	0	0.54399
MGH36_P9_G05	-2.0300817022	black	0	3.3508	0.65444
MGH36_P9_G06	NA	black	0	0	0.8472
MGH36_P9_G07	1.36614762616	black	0	3.8504	1.9054
MGH36_P9_G08	NA	black	0	0	0.52507
MGH36_P9_G09	NA	black	0	0	1.0813
MGH36_P9_G10	1.54154284627	black	0	2.7805	2.2013
MGH36_P9_G11	0.28899768174	green3	2	0.075875	0.82619
MGH36_P9_H01	NA	black	0	3.9541	0
MGH36_P9_H02	NA	black	0	0	0.38957
MGH36_P9_H03	NA	black	0	0	2.6799
MGH36_P9_H04	NA	black	0	0	0
MGH36_P9_H06	NA	black	0	0.32193	0
MGH36_P9_H07	NA	black	0	0	0.5888
MGH36_P9_H08	0.242395314427	green3	2	0.21412	0.774
MGH36_P9_H10	0.424207599558	green3	2	0.1003	0.53007
MGH36_P9_H11	NA	black	0	0	0.69777
MGH36_P9_H12	0.199964924756	green3	2	0.13881	0.9486
MGH36_P2_A01	NA	black	0	0	0.50894
MGH36_P2_A03	NA	black	0	0	1.105
MGH36_P2_A04	0.268948194631	green3	2	0.05797	0.87814
MGH36_P2_A05	0.201061710363	green3	2	0.084064	0.98404
MGH36_P2_A06	-0.089388107093	green3	2	0.12433	1.5135
MGH36_P2_A07	0.138920446914	green3	2	0.084064	1.0983
MGH36_P2_A08	NA	black	0	0	1.1421
MGH36_P2_A11	-0.432278110879	green3	2	2.4082	1.1525
MGH36_P2_B03	0.134628986259	green3	2	0.037031	1.123
MGH36_P2_B04	0.168114198026	green3	2	0.042644	1.0642
MGH36_P2_B05	0.167528535018	green3	2	2.2591	1.5185
MGH36_P2_B06	0.169030604332	green3	2	0.1177	1.025
MGH36_P2_B07	0.320510917548	green3	2	0.096262	0.74502
MGH36_P2_B08	-1.13609877227	black	0	2.5801	0.80157
MGH36_P2_B09	0.326850783935	green3	2	0.088142	0.74157
MGH36_P2_B10	-0.245292891446	green3	2	0.096262	1.7719
MGH36_P2_B11	0.191739096091	green3	2	0.13356	0.96938
MGH36_P2_B12	0.00698519944215	green3	2	0.15316	1.3346
MGH36_P2_C02	0.246673197811	green3	2	0.22897	0.74157
MGH36_P2_C03	NA	black	0	0	0.68167
MGH36_P2_C04	-0.443998150529	green3	2	1.2425	0.60502
MGH36_P2_C07	0.268165122496	green3	2	0.12697	0.81803
MGH36_P2_C08	-0.930537341143	black	0	4.1607	1.1821
MGH36_P2_C09	NA	black	0	0	1.0328
MGH36_P2_C10	-1.37148223367	black	0	3.0077	0.82049
MGH36_P2_C11	-1.66713257443	black	0	0.066261	3.7603
MGH36_P2_C12	NA	black	0	0	0.67627
MGH36_P2_D01	-0.587734425517	red	1	2.8233	1.1388
MGH36_P2_D02	NA	black	0	0	0.92067
MGH36_P2_D04	NA	black	0	0	0.98914
MGH36_P2_D05	0.15676992098	green3	2	0.041243	1.0841
MGH36_P2_D06	0.0680965031305	green3	2	0.29983	1.1609
MGH36_P2_D07	0.0172542442453	green3	2	0.10836	1.3156
MGH36_P2_D08	0.167000743129	green3	2	0.27501	0.89763
MGH36_P2_D09	0.22598957622	green3	2	0.28924	0.69777
MGH36_P2_D10	0.155267219115	green3	2	0.042644	1.0861
MGH36_P2_D11	4.24354914813	black	0	3.7056	2.9488
MGH36_P2_E01	0.267070417083	green3	2	0.098958	0.8472
MGH36_P2_E02	0.0313119678104	green3	2	0.098958	1.2904
MGH36_P2_E03	-0.0124696491604	green3	2	0.069015	1.3674
MGH36_P2_E04	0.148555805275	green3	2	0.037031	1.0996
MGH36_P2_E06	-0.780769641411	black	0	3.2769	1.1237
