Cell_name	Zvalue	Color	Cluster	CREB1	STMN1
MGH36_P6_A12	NA	black	0	0	0
MGH36_P6_H09	NA	black	0	0	0.84077
MGH53_P4_G04	NA	black	0	0.24123	0
MGH36_P10_G12	NA	black	0	0	1.044
MGH53_P2_H12	1.64595767281	green3	2	0.042644	0.21039
MGH53_P4_D10	NA	black	0	0.10434	0
MGH53_P4_D01	1.04116728275	red	1	0.29631	0.96051
MGH36_P6_B07	1.46564243975	green3	2	0.13619	0.31383
MGH36_P10_B12	1.16924764789	green3	2	0.18903	0.98696
MGH53_P2_G11	1.43657195888	green3	2	0.15834	0.29983
MGH53_P1_E04	0.0382167322899	red	1	0.97306	3.8147
MGH54_P2_C12	NA	black	0	0	0.93206
MGH53_P4_B07	1.36054819684	green3	2	0.08134	0.83512
MGH53_P4_F09	1.24977133348	green3	2	0.13225	0.96125
MGH36_P2_H11	NA	black	0	0.36065	0
MGH36_P5_A11	NA	black	0	0	0
MGH53_P1_A09	NA	black	0	0.21537	0
MGH53_P2_B02	1.54476005344	green3	2	0.082703	0.31962
MGH53_P4_E04	NA	black	0	0.59646	0
MGH53_P4_D08	1.26825627749	green3	2	0.067639	1.1309
MGH36_P1_F07	NA	black	0	0	0.092207
MGH53_P2_E11	-0.480908377567	red	1	1.4265	0.6173
MGH36_P1_G06	1.57141705409	green3	2	0.048236	0.38847
MGH36_P6_F03	1.4923315056	green3	2	0.071763	0.50995
MGH54_P2_H06	0.82389620608	red	1	0.22404	1.9279
MGH36_P8_H12	NA	black	0	0.12565	0
MGH53_P1_B06	-3.42534596889	black	0	3.26	0.37629
MGH53_P4_F12	NA	black	0	0.23756	0
MGH53_P4_G12	0.138616706698	red	1	1.5787	5.3009
MGH53_P2_E08	-0.746894877387	red	1	0.22157	6.2771
MGH53_P1_F06	1.48381091069	green3	2	0.066261	0.55483
MGH53_P1_D02	NA	black	0	0	0
MGH36_P9_D01	0.423751274273	red	1	2.9379	5.0817
MGH36_P6_F02	-0.658063149895	red	1	0.1903	5.9974
MGH53_P2_E07	NA	black	0	0	0
MGH53_P4_H08	0.202025131214	red	1	1.7381	5.3437
MGH36_P6_F11	1.53365232296	green3	2	0.096262	0.29278
MGH36_P8_C08	-1.14634283179	red	1	1.8695	0.56657
MGH53_P2_D10	-2.10610998366	black	0	2.5175	0.59455
MGH53_P4_D03	-0.333266737031	red	1	0.83269	6.6146
MGH53_P2_C04	NA	black	0	0	0
MGH53_P1_E08	NA	black	0	0	0
MGH54_P2_A08	-0.521460273599	red	1	0.1137	5.5586
MGH36_P4_H07	NA	black	0	0	1.0676
MGH36_P9_D06	0.218562740612	red	1	0.31383	3.6418
MGH53_P4_C04	NA	black	0	0	0.33342
MGH53_P1_E10	NA	black	0	0.29983	0
MGH53_P2_E09	NA	black	0	0	0.32654
MGH36_P3_C10	NA	black	0	0	0.24853
MGH53_P2_F01	0.28861223155	red	1	2.16	5.1814
MGH53_P4_H05	NA	black	0	0	0.38073
MGH53_P4_G10	0.318240967853	red	1	0.88518	0.27023
MGH54_P2_D07	NA	black	0	0.063503	0
MGH53_P2_D09	NA	black	0	0	0
MGH53_P1_D09	NA	black	0	0.6173	0
MGH54_P2_B08	-0.328496793279	red	1	0.16479	5.1434
MGH54_P2_G05	-1.99240882669	black	0	2.5452	0.85997
MGH53_P2_F06	NA	black	0	0	0
MGH36_P3_E01	NA	black	0	0.13356	0
MGH36_P5_E12	NA	black	0	0.05797	0
MGH53_P4_A12	NA	black	0	0.070389	0
MGH36_P9_F01	0.936848771421	red	1	0.36065	1.0454
MGH36_P3_H10	NA	black	0	0	1.1661
MGH36_P3_H02	NA	black	0	0	0.73552
MGH36_P5_C10	-0.333240985923	red	1	0.33342	5.3281
MGH54_P2_B05	1.56508135079	green3	2	0.086784	0.24489
MGH36_P2_F09	NA	black	0	0	0.44042
MGH53_P4_A05	1.38433791175	green3	2	0.060739	0.84398
MGH54_P2_H10	NA	black	0	0	0.22527
MGH53_P4_E06	1.52613979143	green3	2	0.053806	0.48852
MGH53_P4_D12	1.47348363728	green3	2	0.060739	0.60407
MGH54_P2_H07	1.57360103897	green3	2	0.073135	0.27977
MGH53_P2_E03	NA	black	0	0	0
MGH53_P1_A05	-3.09920190903	black	0	2.9773	0.20414
MGH36_P7_D12	1.65136420724	green3	2	0.045443	0.18396
MGH53_P4_H03	NA	black	0	0	0
MGH53_P2_E05	NA	black	0	0	0
MGH36_P4_H11	NA	black	0	0.13488	0
MGH53_P1_B01	NA	black	0	0	0.52005
MGH54_P2_G03	1.5509583383	green3	2	0.07861	0.31962
MGH53_P2_F12	0.54230946092	red	1	2.5296	5.4841
MGH36_P4_C09	1.39626076508	green3	2	0.20289	0.21039
MGH36_P5_C08	NA	black	0	1.3488	0
MGH36_P4_H06	0.449119422197	red	1	0.79909	0.31846
MGH36_P10_E01	1.47260375726	green3	2	0.10165	0.44361
MGH36_P8_E12	NA	black	0	2.3868	0
MGH53_P2_C10	-2.79546113337	black	0	2.9098	0.46467
MGH36_P4_H08	NA	black	0	0.11902	0
MGH36_P7_F07	NA	black	0	0.76043	0
MGH54_P2_A09	-2.25184098447	black	0	2.4701	0.20789
MGH36_P6_H11	NA	black	0	0.08134	0
MGH53_P2_E12	0.987583881486	red	1	0.18903	1.5366
MGH53_P1_F08	0.134614625238	red	1	1.0022	0.2461
MGH36_P6_D12	-0.61296959046	red	1	0.16993	5.8538
MGH36_P2_H09	-0.436454164497	red	1	0.079975	5.3249
MGH53_P1_C01	NA	black	0	0	0
MGH53_P2_F11	NA	black	0	0.027154	0
MGH36_P6_H04	NA	black	0	0.16864	0
MGH36_P5_G05	1.72092901611	green3	2	0.015783	0.123
MGH53_P4_B04	NA	black	0	0	0
MGH53_P1_E05	-0.00765378485176	red	1	1.9256	4.3755
MGH36_P10_A08	NA	black	0	0.11103	0
MGH36_P9_G01	NA	black	0	2.3956	0
MGH53_P4_A06	NA	black	0	0.123	0
MGH36_P6_B09	-0.220025994797	red	1	0.25338	4.9283
MGH54_P2_D09	NA	black	0	0	0
MGH53_P1_E06	NA	black	0	0.63784	0
MGH36_P4_A10	NA	black	0	0.096262	0
MGH36_P6_B02	NA	black	0	0.098958	0
MGH53_P4_G06	1.52188820684	green3	2	0.11503	0.24367
MGH36_P8_F01	0.219570143698	red	1	0.16607	3.7331
MGH36_P9_F06	NA	black	0	0	0
MGH36_P5_H04	1.56066109073	green3	2	0.082703	0.27501
MGH53_P1_B03	NA	black	0	0.25096	0
MGH53_P2_D05	1.45288884518	green3	2	0.094912	0.52707
MGH36_P4_G12	NA	black	0	0.082703	0
MGH53_P2_D11	NA	black	0	0	0.43829
MGH53_P4_C02	NA	black	0	0.11902	0
MGH53_P4_F04	NA	black	0	0	0.31034
MGH36_P3_D10	1.27965932788	green3	2	0.25096	0.35276
MGH54_P2_F04	NA	black	0	0	0
MGH36_P6_A03	0.534621321956	red	1	0.084064	2.9929
MGH53_P1_F07	1.58243666211	green3	2	0.067639	0.27858
MGH36_P5_H08	NA	black	0	0	0.1137
MGH54_P2_A04	NA	black	0	2.8135	0
MGH53_P4_E11	-0.816207519547	red	1	0.053806	6.1422
MGH53_P2_G03	NA	black	0	0	0.36289
MGH36_P3_F04	NA	black	0	0.17505	0
MGH54_P2_B02	NA	black	0	0.28688	0
MGH36_P5_C07	1.53795559216	green3	2	0.074505	0.37295
MGH53_P2_E02	0.334050761357	red	1	0.045443	3.5189
MGH54_P2_F09	1.6941826859	green3	2	0.045443	0.067639
MGH36_P3_D05	1.52984353962	green3	2	0.12961	0.15316
MGH36_P5_F12	NA	black	0	0.029983	0
MGH53_P2_H09	1.45778791067	green3	2	0.13881	0.32539
MGH54_P2_F07	-0.169129238059	red	1	0.051024	4.6919
MGH36_P5_D10	1.61201242845	green3	2	0.0229	0.38073
MGH54_P2_F11	0.128665185096	red	1	0.038436	4.0042
MGH53_P2_H04	NA	black	0	0	0
MGH36_P6_F09	NA	black	0	1.6452	0
MGH36_P9_F05	NA	black	0	0.98477	0
MGH36_P8_G11	NA	black	0	0.7031	0
MGH54_P2_A07	-0.270519634552	red	1	0.051024	4.9232
MGH36_P7_H06	0.38901526418	red	1	3.0454	5.0025
MGH53_P1_A01	0.535213951395	red	1	0.051024	3.0303
MGH53_P1_A02	NA	black	0	0	0
MGH54_P2_E07	1.65293170778	green3	2	0.04684	0.17377
MGH53_P4_F07	NA	black	0	0	0
MGH53_P2_C05	NA	black	0	3.8717	0
MGH53_P4_H07	NA	black	0	0.15963	0
MGH53_P2_C06	NA	black	0	0	0.30801
MGH36_P3_F03	1.53114350818	green3	2	0.123	0.18015
MGH36_P2_A10	-0.844276375223	red	1	0.027154	6.1604
MGH53_P4_E03	NA	black	0	1.9605	0
MGH36_P9_D12	NA	black	0	0	4.6906
MGH54_P2_H03	1.04986439671	red	1	0.03984	1.7748
MGH36_P4_D06	1.59011053099	green3	2	0.045443	0.34937
MGH53_P2_B03	-0.352527855097	red	1	0.77146	6.427
MGH53_P4_F03	NA	black	0	0	4.9411
MGH36_P10_E09	NA	black	0	0	0
MGH53_P1_G02	NA	black	0	0.066261	0
MGH54_P2_A02	1.32947217216	green3	2	0.15316	0.64616
MGH36_P3_A07	1.17996894376	green3	2	0.049631	1.4168
MGH53_P4_E12	1.67252136001	green3	2	0.03984	0.15056
MGH54_P2_A03	NA	black	0	0	0
MGH53_P4_E10	-2.40967587478	black	0	2.5649	0.20664
MGH54_P2_D08	NA	black	0	0	0.4813
MGH36_P8_A02	NA	black	0	0	0
MGH54_P2_B07	NA	black	0	0	0.58207
MGH53_P1_B10	1.43210531607	green3	2	0.1177	0.49262
MGH53_P2_F08	NA	black	0	3.1117	0
MGH36_P10_A01	0.0788131392987	red	1	2.338	4.5991
MGH36_P10_F01	0.534156590793	red	1	0.74416	0.31615
MGH53_P4_G03	-1.23618003868	red	1	2.5957	2.2549
MGH53_P1_F12	NA	black	0	0.17377	0
MGH36_P4_B03	1.56654620028	green3	2	0.079975	0.27023
MGH54_P2_C07	NA	black	0	0	0.26063
MGH53_P1_B02	-2.36966966542	black	0	2.8793	0.99349
MGH54_P2_D05	-3.10375529503	black	0	3.011	0.27143
MGH53_P2_C08	NA	black	0	0	0.48852
MGH53_P4_H09	1.63009795561	green3	2	0.055196	0.20038
MGH36_P8_H02	NA	black	0	0	4.3448
MGH36_P10_H10	NA	black	0	0	0
MGH53_P1_A12	-2.15540625316	black	0	2.4636	0.36065
MGH36_P8_F08	NA	black	0	2.009	0
MGH53_P1_D10	NA	black	0	0	5.3255
MGH53_P4_A09	NA	black	0	0	0.46048
MGH53_P2_H08	NA	black	0	0.22157	0
MGH36_P4_A09	-0.140959054768	red	1	0.14274	4.6609
MGH53_P4_C08	1.64141288127	green3	2	0.048236	0.19912
MGH36_P5_E04	1.61544783356	green3	2	0.064883	0.19912
MGH53_P2_A07	-0.586419134693	red	1	0.13093	5.7339
MGH54_P2_G10	NA	black	0	0.852	0
MGH36_P7_E06	-1.27219198624	red	1	1.8639	0.15834
MGH36_P9_D04	NA	black	0	0	0
MGH53_P1_C12	1.53691179136	green3	2	0.10969	0.22404
MGH36_P8_F06	NA	black	0	0	0
MGH36_P1_G11	NA	black	0	0	0.15575
MGH53_P1_F02	NA	black	0	0	4.4904
MGH54_P2_D10	NA	black	0	0	0
MGH36_P9_A08	-2.62912238176	black	0	2.8858	0.64339
MGH53_P2_H03	1.67195878704	green3	2	0.035624	0.16993
MGH53_P4_B03	1.42436599999	green3	2	0.15963	0.33113
MGH53_P1_F10	NA	black	0	2.0656	0
MGH53_P4_B05	-0.358523344664	red	1	0.066261	5.1343
MGH53_P2_B08	NA	black	0	0.062122	0
MGH36_P3_B06	NA	black	0	0.12961	0
MGH36_P10_C02	NA	black	0	0	5.4274
MGH36_P2_E05	1.39389297888	green3	2	0.075875	0.76384
MGH54_P2_G09	NA	black	0	1.5869	0
MGH54_P2_D12	NA	black	0	0.037031	0
MGH53_P2_H02	NA	black	0	0.1177	0
MGH36_P8_F11	1.53613256337	green3	2	0.085425	0.33228
MGH53_P2_A10	-0.140855452238	red	1	0.13881	4.6591
MGH54_P2_E09	NA	black	0	0	0.17632
MGH36_P3_H06	NA	black	0	0	0.75531
MGH36_P5_D05	0.540730421854	red	1	0.71809	0.6107
MGH54_P2_A11	0.205659318222	red	1	2.0807	5.0027
MGH54_P2_G04	1.59784776509	green3	2	0.062122	0.25942
MGH36_P6_C01	1.28610941675	green3	2	0.27381	0.20789
MGH53_P2_E06	-3.01791158125	black	0	2.9828	0.32308
MGH53_P1_E01	0.742159430275	red	1	0.62012	0.20289
MGH36_P1_B01	NA	black	0	0.12961	0
MGH54_P2_H04	NA	black	0	0.58592	0
MGH36_P2_C05	1.52707599951	green3	2	0.096262	0.3115
MGH36_P6_H05	NA	black	0	0	0
MGH36_P10_E06	0.647829023501	red	1	0.045443	2.7628
MGH54_P2_F03	NA	black	0	0.090853	0
MGH36_P4_B10	1.54409762083	green3	2	0.051024	0.45101
MGH54_P2_F02	NA	black	0	0.13093	0
MGH36_P2_E11	1.3945218267	green3	2	0.10568	0.64893
MGH54_P2_D11	-0.107216702379	red	1	0.04684	4.5486
MGH54_P2_G01	NA	black	0	0	0
MGH36_P9_D02	NA	black	0	1.7866	0
MGH54_P2_E06	NA	black	0	0	4.8053
MGH54_P16_F12	NA	black	0	0	7.7326
MGH53_P5_C12	NA	black	0	0	7.7433
MGH54_P12_C10	-0.541885535286	red	1	0.3774	6.024
MGH54_P16_F02	1.36042572129	green3	2	2.4688	7.2699
MGH54_P11_C11	0.906062437948	red	1	2.0111	7.4101
MGH53_P1_E03	0.658204035667	red	1	1.7194	7.9479
MGH54_P15_D06	NA	black	0	0	7.6527
MGH54_P14_F05	NA	black	0	0	6.9587
MGH54_P16_A03	NA	black	0	0	7.0191
MGH53_P4_G11	-1.18465369037	red	1	0.042644	6.9128
MGH53_P7_B09	NA	black	0	0	8.2902
MGH54_P17_D11	-1.66077294753	red	1	0.079975	8.0146
MGH54_P10_G04	-1.19586190088	red	1	0.082703	7.0272
MGH54_P10_C06	NA	black	0	0	7.2346
MGH53_P2_A02	NA	black	0	0	6.4559
MGH53_P4_F06	-1.73989770277	red	1	0.15704	8.4405
MGH53_P7_F07	NA	black	0	0	6.4384
MGH53_P11_F06	-1.26795386602	red	1	0.16221	7.3917
MGH53_P5_G02	NA	black	0	0	5.2346
MGH53_P1_F09	-1.24477197469	red	1	0.11503	7.2136
MGH53_P11_H03	NA	black	0	0	7.6867
MGH53_P10_D11	NA	black	0	0	5.5557
MGH53_P1_A10	NA	black	0	0	7.2817
MGH53_P4_B12	NA	black	0	0	7.2834
MGH53_P5_H09	NA	black	0	0	7.7242
MGH53_P9_D07	0.366778551053	red	1	2.4257	5.1948
MGH53_P11_E03	3.35549639371	black	0	3.7462	7.9743
MGH53_P1_C02	-1.72188087498	red	1	0.17632	8.47
MGH53_P10_F11	1.18109885395	green3	2	3.0291	6.1386
MGH53_P1_E02	-1.35976816196	red	1	0.30451	8.0775
MGH53_P1_D07	0.947561686403	red	1	2.2497	6.7977
MGH53_P6_B01	1.54665335525	green3	2	3.1522	6.5343
MGH53_P2_G04	0.405641422995	red	1	0.11237	3.2891
MGH53_P1_C05	-1.02511863786	red	1	0.24367	7.031
MGH53_P2_G09	2.11949245452	black	0	2.9243	7.7096
MGH53_P5_A05	-0.506318337799	red	1	0.18523	5.6111
MGH53_P5_F04	NA	black	0	0	6.8657
MGH53_P10_H03	-0.577718124608	red	1	0.08134	5.6495
MGH53_P11_F08	NA	black	0	0	8.2044
MGH54_P7_F12	-1.03689583718	red	1	0.069015	6.6513
MGH53_P8_F03	0.327917543289	red	1	1.8516	5.6922
MGH53_P11_A07	-0.0100185900456	red	1	1.2339	8.0249
MGH53_P6_B11	NA	black	0	0	7.3618
MGH53_P4_C07	2.59588170032	black	0	3.8428	7.0747
MGH53_P6_H06	NA	black	0	0	6.9492
MGH36_P1_A01	0.497610773292	red	1	0.74846	0.60786
MGH36_P1_A02	-0.531166157512	red	1	0.049631	5.508
MGH36_P1_A03	0.457941064021	red	1	2.1683	5.6328
MGH36_P1_A04	0.349922322731	red	1	2.4284	5.1577
MGH36_P1_A05	-0.77221738121	red	1	0.074505	6.078
MGH36_P1_A06	NA	black	0	0	0
MGH36_P1_A08	NA	black	0	0	6.3543
MGH36_P1_A10	NA	black	0	0	0.32308
MGH36_P1_A12	0.163869373178	red	1	1.8131	5.0694
MGH36_P1_B02	NA	black	0	0	0.35276
MGH36_P1_B03	NA	black	0	0	5.2499
MGH36_P1_B04	-0.111883706231	red	1	0.12035	4.5811
MGH36_P1_B06	0.165702600861	red	1	1.8572	5.0341
MGH36_P1_B07	NA	black	0	0	6.202
MGH36_P1_B08	0.12421701025	red	1	0.015783	4.019
MGH36_P1_B09	-1.09900779453	red	1	1.9233	0.93584
MGH36_P1_B10	-0.717245390218	red	1	0.041243	5.9073
MGH36_P1_B11	NA	black	0	0	5.8745
MGH36_P1_B12	-0.937191028647	red	1	2.1985	2.1528
MGH36_P1_C01	NA	black	0	0	3.5851
MGH36_P1_C03	-0.203227023472	red	1	1.9986	3.7796
MGH36_P1_C05	NA	black	0	0	5.3705
MGH36_P1_C06	0.095153428295	red	1	1.9855	4.7094
MGH36_P1_C07	NA	black	0	0	5.1913
MGH36_P1_C08	1.01492331372	red	1	0.11103	1.6853
MGH36_P1_C09	-0.506865143471	red	1	1.4027	0.21412
MGH36_P1_C10	-0.747711293891	red	1	0.03984	5.9716
MGH36_P1_C11	0.262135834335	red	1	2.669	4.8975
MGH36_P1_D01	0.596489591712	red	1	2.2624	5.8732
MGH36_P1_D02	-0.214475332249	red	1	0.49467	5.1322
MGH36_P1_D03	NA	black	0	0	4.4222
MGH36_P1_D04	0.0107301568506	red	1	1.2327	4.8814
MGH36_P1_D06	-0.223154379509	red	1	0.05797	4.8189
MGH36_P1_D07	-0.288699236429	red	1	0.22897	5.0957
MGH36_P1_D08	-0.35474244274	red	1	0.052416	5.115
MGH36_P1_D09	NA	black	0	0.052416	0
MGH36_P1_D11	0.162671272538	red	1	1.9305	4.9642
MGH36_P1_F01	-2.88756114419	black	0	2.8482	0.19787
MGH36_P1_F02	-0.192209836059	red	1	1.8111	3.6371
MGH36_P1_F03	0.171023299265	red	1	2.4335	4.7816
MGH36_P1_F04	NA	black	0	0	4.1299
MGH36_P1_F05	0.330774723483	red	1	2.8468	4.9655
MGH36_P1_F06	0.477867796938	red	1	0.20038	2.9935
MGH36_P1_F08	0.545399661547	red	1	2.8912	5.2829
MGH36_P1_F11	NA	black	0	3.1718	0
MGH36_P1_F12	NA	black	0	0	4.2164
MGH36_P1_G02	NA	black	0	0	5.0155
MGH36_P1_G03	NA	black	0	0	2.8846
MGH36_P1_G04	0.0149139711772	red	1	1.224	5.6964
MGH36_P1_G07	NA	black	0	0	4.1402
MGH36_P1_G08	-0.0377234942239	red	1	0.15704	4.4041
MGH36_P1_G09	-0.8483947083	red	1	0.017209	6.1535
MGH36_P1_H02	-0.179906470094	red	1	0.38957	4.9103
MGH36_P1_H03	0.134828456012	red	1	0.05797	3.9854
MGH36_P1_H04	-0.0806742567205	red	1	1.4212	3.594
MGH36_P1_H05	-0.112504213483	red	1	0.0028825	4.5487
MGH36_P1_H06	-0.0197110308255	red	1	0.069015	4.3493
MGH36_P1_H07	1.37139794211	green3	2	0.23143	0.14405
MGH36_P1_H09	NA	black	0	0	0.24489
MGH36_P1_H10	0.0255515402437	red	1	2.8225	4.4896
MGH36_P3_A01	NA	black	0	0	5.1801
MGH36_P3_A02	NA	black	0	2.3389	0
MGH36_P3_A03	0.212943060689	red	1	2.0233	5.0634
MGH36_P3_A04	-0.331770869755	red	1	0.069015	5.0751
MGH36_P3_A05	-0.182218422913	red	1	0.063503	4.7272
MGH36_P3_A08	NA	black	0	0	0
MGH36_P3_A09	NA	black	0	0	4.4528
MGH36_P3_A10	-0.0938412804656	red	1	0.18015	4.5539
MGH36_P3_A12	NA	black	0	0	4.9604
MGH36_P3_B02	NA	black	0	0	0
MGH36_P3_B03	NA	black	0	0.1003	0
MGH36_P3_B04	1.31479037843	green3	2	0.082703	0.95531
MGH36_P3_B09	-1.94825750725	red	1	2.33	0.34937
MGH36_P3_B10	NA	black	0	0	0.50894
MGH36_P3_B11	1.18584454305	green3	2	0.049631	1.4016
MGH36_P3_B12	1.44558277396	green3	2	0.08134	0.60122
MGH36_P3_C01	NA	black	0	0	5.9771
MGH36_P3_C03	-0.206968029576	red	1	0.059355	4.7824
MGH36_P3_C04	NA	black	0	0.12697	0
MGH36_P3_C05	0.969048641599	red	1	2.5797	6.2661
MGH36_P3_C06	-0.268040451174	red	1	0.11503	4.9575
MGH36_P3_C08	1.43827750576	green3	2	0.079975	0.62667
MGH36_P3_C11	-0.929841917373	red	1	0.18777	6.6585
MGH36_P3_C12	NA	black	0	0	2.1616
MGH36_P3_D01	-2.90371501591	black	0	2.9023	0.29983
MGH36_P3_D02	NA	black	0	0	5.3818
MGH36_P3_D03	1.26750257371	green3	2	0.21537	0.56657
MGH36_P3_D04	1.50100363874	green3	2	0.12961	0.23879
MGH36_P3_D07	1.52958696058	green3	2	0.059355	0.45733
MGH36_P3_D08	NA	black	0	3.737	0
MGH36_P3_D09	NA	black	0	0	7.1133
MGH36_P3_D11	NA	black	0	0	0.50589
MGH36_P3_E02	-0.32488176849	red	1	1.3505	0.98331
MGH36_P3_E04	-0.240536362896	red	1	0.045443	4.852
MGH36_P3_E05	-0.297015026863	red	1	0.27381	5.1593
MGH36_P3_E06	-0.291200620056	red	1	0.074505	4.9854
MGH36_P3_E07	1.10346094018	green3	2	0.32308	0.60502
MGH36_P3_E08	NA	black	0	0	0.60122
MGH36_P3_E09	0.298062198303	red	1	1.8856	5.5125
MGH36_P3_E10	-2.8040366926	black	0	2.8143	0.23634
MGH36_P3_E11	NA	black	0	0	0
MGH36_P3_E12	-0.669431077028	red	1	0.18142	6.0107
MGH36_P3_F01	NA	black	0	0	5.5597
MGH36_P3_F02	-1.19461306942	red	1	0.12433	7.1249
MGH36_P3_F05	NA	black	0	0	5.3281
MGH36_P3_F06	-0.864778284506	red	1	0.097611	6.3247
MGH36_P3_F07	NA	black	0	0	0.39726
MGH36_P3_F08	NA	black	0	0	5.6045
MGH36_P3_F09	1.38458980433	green3	2	0.18903	0.31615
MGH36_P3_F10	0.904852537546	red	1	0.48336	0.46571
MGH36_P3_F11	NA	black	0	0.22404	0
MGH36_P3_F12	-0.59774387572	red	1	0.33342	6.0991
MGH36_P3_G01	NA	black	0	0	0.39616
MGH36_P3_G02	NA	black	0	0	0.32077
MGH36_P3_G03	1.36381407635	green3	2	0.1003	0.75617
MGH36_P3_G04	1.66438919639	green3	2	0.03984	0.17249
MGH36_P3_G05	1.2911077952	green3	2	0.045443	1.1408
MGH36_P3_G06	-0.333945661631	red	1	0.6248	5.843
MGH36_P3_G08	-1.17448622347	red	1	0.067639	6.9464
MGH36_P3_G09	NA	black	0	0.084064	0
MGH36_P3_G10	NA	black	0	0	0.95531
MGH36_P3_G11	NA	black	0	0	0.15963
MGH36_P3_G12	NA	black	0	0	4.9939
MGH36_P3_H03	-0.253415492563	red	1	0.70929	5.6898
MGH36_P3_H04	-0.25858507024	red	1	0.041243	4.8905
MGH36_P3_H05	NA	black	0	0	4.74
MGH36_P3_H07	0.253827224738	red	1	0.91609	0.68796
MGH36_P3_H08	1.55426876116	green3	2	0.074505	0.32769
MGH36_P3_H11	-3.99748801855	black	0	3.6527	0.44255
MGH36_P3_H12	-4.19534345164	black	0	3.7324	0.37629
MGH36_P4_A01	NA	black	0	0	4.131
MGH36_P4_A02	NA	black	0	0	0.42008
MGH36_P4_A03	0.0439372262057	red	1	0.074505	4.1987
MGH36_P4_A04	0.205457151431	red	1	2.2621	4.9116
MGH36_P4_A06	NA	black	0	0	3.9726
MGH36_P4_A07	0.582167772164	red	1	2.1057	6.0826
MGH36_P4_A08	NA	black	0	0	1.7837
MGH36_P4_A11	1.3065187817	green3	2	0.096262	0.93055
MGH36_P4_A12	NA	black	0	0.062122	0
MGH36_P4_B02	NA	black	0	0	5.1803
MGH36_P4_B04	-0.345367929693	red	1	0.14796	5.1707
MGH36_P4_B05	NA	black	0	0	5.3707
MGH36_P4_B06	NA	black	0	0.1635	0
MGH36_P4_B08	0.148205868434	red	1	2.9745	4.6711
MGH36_P4_B09	1.06646518	green3	2	2.7729	6.2109
MGH36_P4_B12	NA	black	0	0	0
MGH36_P4_C02	-0.81703092568	red	1	0.053806	6.144
MGH36_P4_C03	NA	black	0	2.4552	0
MGH36_P4_C04	NA	black	0	0	0
MGH36_P4_C05	-0.596522168968	red	1	1.4641	0.26664
MGH36_P4_C06	-0.554998184512	red	1	0.10568	5.6273
MGH36_P4_C07	-0.157108287447	red	1	0.14535	4.7023
MGH36_P4_C08	1.13598215055	green3	2	0.053806	1.519
MGH36_P4_C10	NA	black	0	0	0.28214
MGH36_P4_C11	NA	black	0	0	6.2419
MGH36_P4_C12	NA	black	0	2.9657	0
MGH36_P4_D01	-0.341815539649	red	1	0.21909	5.2275
MGH36_P4_D02	1.60580164952	green3	2	0.07861	0.16607
MGH36_P4_D05	1.29602959158	green3	2	0.13225	0.82782
MGH36_P4_D07	-0.47107860657	red	1	0.17632	5.5117
MGH36_P4_D08	NA	black	0	0.053806	0
MGH36_P4_D09	-0.466677799592	red	1	0.062122	5.3764
MGH36_P4_D10	0.438714971158	red	1	0.23511	3.0587
MGH36_P4_D11	-0.543169287352	red	1	0.05797	5.544
MGH36_P4_D12	0.524075080498	red	1	0.74674	0.37629
MGH36_P4_E01	0.0433765245925	red	1	0.96938	3.7499
MGH36_P4_E02	1.44025288954	green3	2	0.052416	0.72421
MGH36_P4_E04	NA	black	0	0	0
MGH36_P4_E06	NA	black	0	2.8963	0
MGH36_P4_E07	NA	black	0	0.15445	0
MGH36_P4_E08	NA	black	0	0	5.766
MGH36_P4_E09	-0.857736227794	red	1	0.12168	6.3529
MGH36_P4_E10	NA	black	0	0	1.7053
MGH36_P4_E11	0.249589129563	red	1	0.23511	3.6073
MGH36_P4_E12	1.30549667856	green3	2	0.20914	0.47301
MGH36_P4_F01	NA	black	0	0	4.3055
MGH36_P4_F02	-0.352253983382	red	1	0.15963	5.1981
MGH36_P4_F03	-0.520677445435	red	1	0.11103	5.5536
MGH36_P4_F04	1.59441403885	green3	2	0.063503	0.26303
MGH36_P4_F05	NA	black	0	0.05797	0
MGH36_P4_F06	1.19650398605	green3	2	0.15834	1.0208
MGH36_P4_F07	NA	black	0	0.073135	0
MGH36_P4_F09	NA	black	0	0	0
MGH36_P4_F10	NA	black	0	0	4.9275
MGH36_P4_F11	NA	black	0	0.064883	0
MGH36_P4_F12	-0.451222160044	red	1	0.05797	5.3375
MGH36_P4_G01	-0.605302682565	red	1	0.60692	6.8968
MGH36_P4_G02	NA	black	0	0.24853	0
MGH36_P4_G03	NA	black	0	0	6.1975
MGH36_P4_G04	0.0230171081162	red	1	2.6859	4.4816
MGH36_P4_G05	-1.13558843722	red	1	0.18015	7.1316
MGH36_P4_G06	0.119370770629	red	1	3.3515	4.6198
MGH36_P4_G08	-0.263972315295	red	1	0.19535	5.0036
MGH36_P4_G09	NA	black	0	0	0.035624
MGH36_P4_G10	-0.313238780109	red	1	0.056584	5.0239
MGH36_P4_G11	NA	black	0	0	2.9153
MGH36_P4_H01	NA	black	0	0	5.0425
MGH36_P4_H02	1.48523809619	green3	2	0.12433	0.30918
MGH36_P4_H03	-0.725193269805	red	1	0.22527	6.2292
MGH36_P4_H04	NA	black	0	0.064883	0
MGH36_P4_H05	NA	black	0	0	0.28096
MGH36_P4_H09	NA	black	0	0	2.0293
