Cell_name	Zvalue	Color	Cluster	PARP1	SH3BP2
MGH36_P3_F04	NA	black	0	0.10702	0
MGH54_P2_B02	0.299081218029	red	1	1.0172	0.29042
MGH36_P5_C07	NA	black	0	0	0.71194
MGH53_P2_E02	NA	black	0	0	0
MGH54_P2_F09	NA	black	0	0	1.0328
MGH36_P3_D05	NA	black	0	0	1.0704
MGH36_P5_F12	NA	black	0	0	0.059355
MGH53_P2_H09	NA	black	0	0	3.679
MGH54_P2_F07	0.0875295024808	red	1	3.7987	0.64893
MGH36_P5_D10	NA	black	0	0	1.5079
MGH54_P2_F11	0.357454836734	red	1	4.1462	0.94486
MGH53_P2_H04	-0.0781022861322	red	1	3.7442	0.19787
MGH36_P6_F09	NA	black	0	2.4965	0
MGH36_P9_F05	NA	black	0	0	0
MGH36_P8_G11	NA	black	0	0	0
MGH54_P2_A07	-0.170280346629	red	1	3.9004	0.056584
MGH36_P7_H06	NA	black	0	0	0
MGH53_P1_A01	NA	black	0	4.2415	0
MGH53_P1_A02	NA	black	0	0	0.12829
MGH54_P2_E07	-0.883188363419	red	1	0.098958	0.80074
MGH53_P4_F07	-0.0585582191138	red	1	3.61	0.17377
MGH53_P2_C05	NA	black	0	0	0.077243
MGH53_P4_H07	NA	black	0	0	0.22527
MGH53_P2_C06	-0.0207740434359	red	1	2.7551	0.48336
MGH36_P3_F03	0.582943937352	green3	2	3.804	1.7485
MGH36_P2_A10	NA	black	0	0	2.99
MGH53_P4_E03	NA	black	0	0	2.0289
MGH36_P9_D12	NA	black	0	0	0
MGH54_P2_H03	-0.701076526042	red	1	2.4052	1.4447
MGH36_P4_D06	-0.00404281595352	red	1	2.8129	0.44679
MGH53_P2_B03	0.243635438223	red	1	5.785	0.53506
MGH53_P4_F03	NA	black	0	0	0.12035
MGH36_P10_E09	NA	black	0	0	0
MGH53_P1_G02	NA	black	0	0	0
MGH54_P2_A02	NA	black	0	0	1.1342
MGH36_P3_A07	-1.00221005344	red	1	0.33685	0.87657
MGH53_P4_E12	0.0754995066066	red	1	3.5141	0.86076
MGH54_P2_A03	0.227299011212	red	1	3.2747	3.4362
MGH53_P4_E10	NA	black	0	0.22774	0
MGH54_P2_D08	-0.293409138591	red	1	4.409	0.086784
MGH36_P8_A02	0.0813058169709	red	1	0.81639	0.41251
MGH54_P2_B07	NA	black	0	0	1.9982
MGH53_P1_B10	NA	black	0	0	3.0009
MGH53_P2_F08	NA	black	0	0	0.10434
MGH36_P10_A01	-1.81636648494	black	0	2.183	2.6243
MGH36_P10_F01	0.0112923785819	red	1	2.2265	0.42868
MGH53_P4_G03	NA	black	0	0	0.16864
MGH53_P1_F12	-0.254026839783	red	1	4.663	0.1865
MGH36_P4_B03	NA	black	0	0	1.3802
MGH54_P2_C07	1.57993117276	black	0	3.845	3.3967
MGH53_P1_B02	NA	black	0	0	1.85
MGH54_P2_D05	NA	black	0	0	0
MGH53_P2_C08	4.03905491889	black	0	4.6056	3.9074
MGH53_P4_H09	0.175634007305	red	1	2.6837	0.10165
MGH36_P8_H02	NA	black	0	3.0167	0
MGH36_P10_H10	0.196291365546	red	1	1.6466	0.301
MGH53_P1_A12	-0.135328106158	red	1	3.7716	0.04684
MGH36_P8_F08	0.572085392923	green3	2	5.1791	0.79494
MGH53_P1_D10	-0.0599405270042	red	1	2.5023	0.53107
MGH53_P4_A09	NA	black	0	0	1.7172
MGH53_P2_H08	NA	black	0	0	0
MGH36_P4_A09	NA	black	0	0	1.7557
MGH53_P4_C08	-0.573285924846	red	1	0.21909	0.68796
MGH36_P5_E04	NA	black	0	0	0
MGH53_P2_A07	NA	black	0	0	1.7549
MGH54_P2_G10	3.51170500622	black	0	4.8726	3.0298
MGH36_P7_E06	NA	black	0	0	0.063503
MGH36_P9_D04	-0.298962549612	red	1	4.4622	0.096262
MGH53_P1_C12	NA	black	0	0	0.35952
MGH36_P8_F06	-0.352017509117	red	1	4.7866	0.12168
MGH36_P1_G11	NA	black	0	0	2.2642
MGH53_P1_F02	-0.0537287299577	red	1	3.1736	1.0065
MGH54_P2_D10	NA	black	0	0	0.055196
MGH36_P9_A08	-0.322334140894	red	1	2.8506	1.3824
MGH53_P2_H03	0.198311579702	red	1	2.6271	0.089498
MGH53_P4_B03	NA	black	0	0	0
MGH53_P1_F10	-0.385910230464	red	1	4.6403	0.056584
MGH53_P4_B05	2.68518068691	black	0	4.3838	3.2234
MGH53_P2_B08	NA	black	0	0	1.1789
MGH36_P3_B06	NA	black	0	0	3.491
MGH36_P10_C02	NA	black	0	0	2.6581
MGH36_P2_E05	NA	black	0	0	0.085425
MGH54_P2_G09	-0.201913183421	red	1	4.1549	0.123
MGH54_P2_D12	-4.21036686914	black	0	0.1776	2.167
MGH53_P2_H02	NA	black	0	0	2.5286
MGH36_P8_F11	-1.24014656575	black	0	1.7702	1.4709
MGH53_P2_A10	-5.19181610792	black	0	0.38515	2.7407
MGH54_P2_E09	NA	black	0	0	0.27858
MGH36_P3_H06	NA	black	0	0	0.18523
MGH36_P5_D05	NA	black	0	0	0.042644
MGH54_P2_A11	NA	black	0	0	0.26544
MGH54_P2_G04	NA	black	0	0	0.066261
MGH36_P6_C01	-0.613737033647	red	1	5.6055	0.079975
MGH53_P2_E06	-4.76017526476	black	0	1.1674	3.393
MGH53_P1_E01	NA	black	0	0	1.2618
MGH36_P1_B01	2.26976951074	black	0	4.3404	2.908
MGH54_P2_H04	3.70452631893	black	0	4.2824	4.4624
MGH36_P2_C05	0.74684683892	green3	2	0.1177	0.16993
MGH36_P6_H05	NA	black	0	0.15575	0
MGH36_P10_E06	1.15059596052	green3	2	3.9359	2.438
MGH54_P2_F03	-0.421202196093	red	1	2.9971	3.0398
MGH36_P4_B10	NA	black	0	0	0.21909
MGH54_P2_F02	NA	black	0	2.9292	0
MGH36_P2_E11	NA	black	0	0	0.33113
MGH54_P2_D11	0.0935576251679	red	1	3.2481	2.9559
MGH54_P2_G01	NA	black	0	1.4163	0
MGH36_P9_D02	NA	black	0	0.38184	0
MGH54_P2_E06	0.37156235104	red	1	2.1519	0.052416
MGH54_P16_F12	0.641402959258	green3	2	1.0963	0.094912
MGH53_P5_C12	NA	black	0	0.62387	0
MGH54_P12_C10	NA	black	0	5.2048	0
MGH54_P16_F02	NA	black	0	2.2488	0
MGH54_P11_C11	-0.19643662755	red	1	4.0382	0.082703
MGH53_P1_E03	-0.260752275314	red	1	4.2673	0.079975
MGH54_P15_D06	NA	black	0	0	0.092207
MGH54_P14_F05	-0.361277846943	red	1	4.8197	0.12035
MGH54_P16_A03	NA	black	0	3.5935	0
MGH53_P4_G11	-0.386302003485	red	1	5.0124	0.13488
MGH53_P7_B09	NA	black	0	3.0419	0
MGH54_P17_D11	NA	black	0	0	0.042644
MGH54_P10_G04	NA	black	0	5.7844	0
MGH54_P10_C06	-0.4214470179	red	1	5.4407	0.16864
MGH53_P2_A02	NA	black	0	4.2347	0
MGH53_P4_F06	-0.560070439232	red	1	5.3365	0.070389
MGH53_P7_F07	-0.235489795162	red	1	4.5821	0.1903
MGH53_P11_F06	1.02881938702	green3	2	0.13488	0.059355
MGH53_P5_G02	NA	black	0	0	0
MGH53_P1_F09	0.731453369769	green3	2	0.5955	0.123
MGH53_P11_H03	-0.524821355737	red	1	5.4174	0.10434
MGH53_P10_D11	NA	black	0	0	0.18523
MGH53_P1_A10	0.881547913393	green3	2	0.36401	0.088142
MGH53_P4_B12	NA	black	0	0	0.12168
MGH53_P5_H09	-0.431586885761	red	1	5.037	0.10568
MGH53_P9_D07	0.586208553864	green3	2	6.1143	0.66903
MGH53_P11_E03	NA	black	0	3.4534	0
MGH53_P1_C02	-0.241615916285	red	1	4.6854	0.20163
MGH53_P10_F11	NA	black	0	4.7871	0
MGH53_P1_E02	NA	black	0	2.1609	0
MGH53_P1_D07	NA	black	0	3.7086	0
MGH53_P6_B01	NA	black	0	3.8206	0
MGH53_P2_G04	-0.764747612073	red	1	6.2331	0.082703
MGH53_P1_C05	0.121290731706	red	1	2.7891	0.15834
MGH53_P2_G09	-0.303350772778	red	1	4.743	0.15575
MGH53_P5_A05	NA	black	0	0	0
MGH53_P5_F04	0.108521450916	red	1	3.8245	0.68706
MGH53_P10_H03	0.612802870265	green3	2	1.1757	0.097611
MGH53_P11_F08	NA	black	0	0	0
MGH54_P7_F12	NA	black	0	0.16221	0
MGH53_P8_F03	NA	black	0	0	0
MGH53_P11_A07	-0.45569081118	red	1	4.9352	0.067639
MGH53_P6_B11	-0.443709024979	red	1	5.2126	0.12565
MGH53_P4_C07	-0.535454858889	red	1	5.2762	0.075875
MGH53_P6_H06	NA	black	0	0	0.1776
MGH36_P1_A01	NA	black	0	5.6959	0
MGH36_P1_A02	0.269601743237	red	1	2.4704	0.052416
MGH36_P1_A03	1.50071782469	black	0	3.7738	3.5527
MGH36_P1_A04	0.689362871609	green3	2	0.56755	0.14535
MGH36_P1_A05	NA	black	0	0	0.47301
MGH36_P1_A06	NA	black	0	0	0
MGH36_P1_A08	NA	black	0	3.7072	0
MGH36_P1_A10	NA	black	0	3.108	0
MGH36_P1_A12	-0.0805164981302	red	1	3.5804	0.025738
MGH36_P1_B02	-0.234405121632	red	1	4.0841	0.03984
MGH36_P1_B03	1.53277474754	black	0	4.5534	1.8817
MGH36_P1_B04	0.16569578558	red	1	2.8347	0.025738
MGH36_P1_B06	-0.297912170931	red	1	4.3547	0.063503
MGH36_P1_B07	NA	black	0	0.12433	0
MGH36_P1_B08	1.00386961972	green3	2	0.4678	0.02148
MGH36_P1_B09	NA	black	0	0	0.027154
MGH36_P1_B10	0.0457552722004	red	1	3.1936	0.029983
MGH36_P1_B11	0.602762801901	green3	2	1.263	0.088142
MGH36_P1_B12	0.569183348537	green3	2	1.5018	0.062122
MGH36_P1_C01	NA	black	0	0	0.085425
MGH36_P1_C03	-0.176686629405	red	1	3.9539	0.075875
MGH36_P1_C05	NA	black	0	0	0.15834
MGH36_P1_C06	NA	black	0	0	0.041243
MGH36_P1_C07	NA	black	0	0	0.042644
MGH36_P1_C08	NA	black	0	0	0.02432
MGH36_P1_C09	-0.41905412851	red	1	4.8018	0.067639
MGH36_P1_C10	-0.16779931011	red	1	3.9844	0.10969
MGH36_P1_C11	-0.0980019062862	red	1	3.6648	0.064883
MGH36_P1_D01	NA	black	0	0	0.47405
MGH36_P1_D02	0.819713219633	green3	2	0.64616	0.075875
MGH36_P1_D03	0.103843793669	red	1	2.8131	0.1865
MGH36_P1_D04	NA	black	0	0	0.027154
MGH36_P1_D06	NA	black	0	0	0
MGH36_P1_D07	NA	black	0	0	0
MGH36_P1_D08	NA	black	0	0	0.053806
MGH36_P1_D09	NA	black	0	0	0.12697
MGH36_P1_D11	NA	black	0	2.0979	0
MGH36_P1_F01	0.0264091029749	red	1	0.051024	0.4489
MGH36_P1_F02	-0.199597385552	red	1	2.031	0.63691
MGH36_P1_F03	-0.170551070026	red	1	3.8551	0.0229
MGH36_P1_F04	-0.168990083955	red	1	4.1972	0.18523
MGH36_P1_F05	-0.28769183192	red	1	1.7027	0.66812
MGH36_P1_F06	NA	black	0	0	0
MGH36_P1_F08	0.489759749943	green3	2	1.8193	0.044044
MGH36_P1_F11	-0.192000445542	red	1	3.1082	2.698
MGH36_P1_F12	0.0251681487113	red	1	3.2553	0.035624
MGH36_P1_G02	NA	black	0	0	0.18523
MGH36_P1_G03	NA	black	0	2.43	0
MGH36_P1_G04	NA	black	0	4.6237	0
MGH36_P1_G07	NA	black	0	4.2959	0
MGH36_P1_G08	NA	black	0	0	0
MGH36_P1_G09	-0.19713396047	red	1	3.9311	0.018634
MGH36_P1_H02	NA	black	0	0	2.7725
MGH36_P1_H03	NA	black	0	0	0.056584
MGH36_P1_H04	NA	black	0	0	0.032806
MGH36_P1_H05	-2.0623181082	black	0	0.028569	1.2461
MGH36_P1_H06	1.1375552189	green3	2	0.035624	0.031395
MGH36_P1_H07	1.11619766809	green3	2	0.042644	0.038436
MGH36_P1_H09	NA	black	0	0	0
MGH36_P1_H10	NA	black	0	3.6861	0
MGH36_P3_A01	-0.132667155193	red	1	4.288	0.25459
MGH36_P3_A02	NA	black	0	0	0.36849
MGH36_P3_A03	NA	black	0	0	0.59072
MGH36_P3_A04	NA	black	0	0.16479	0
MGH36_P3_A05	0.774306315698	green3	2	0.83107	0.069015
MGH36_P3_A08	-0.157870662661	red	1	4.2924	0.2228
MGH36_P3_A09	-0.103052263969	red	1	3.6808	0.063503
MGH36_P3_A10	0.11395923499	red	1	2.5818	0.24853
MGH36_P3_A12	-0.215263031555	red	1	4.6135	0.21537
MGH36_P3_B02	NA	black	0	0.2857	0
MGH36_P3_B03	-0.203329278841	red	1	4.4948	0.20789
MGH36_P3_B04	0.625293229304	green3	2	0.52206	0.17887
MGH36_P3_B09	-0.012556363874	red	1	3.4686	0.32654
MGH36_P3_B10	NA	black	0	0	0.17505
MGH36_P3_B11	0.655790319544	green3	2	0.52807	0.16479
MGH36_P3_B12	NA	black	0	0	0
MGH36_P3_C01	NA	black	0	3.4871	0
MGH36_P3_C03	NA	black	0	0	0
MGH36_P3_C04	NA	black	0	0	0.13619
MGH36_P3_C05	0.396826250165	red	1	0.79826	0.25822
MGH36_P3_C06	0.169675200062	red	1	2.7368	0.084064
MGH36_P3_C08	NA	black	0	0	0.069015
MGH36_P3_C11	-0.136431169126	red	1	3.8649	0.11237
MGH36_P3_C12	-0.0328197731463	red	1	2.105	0.47612
MGH36_P3_D01	NA	black	0	0	0.19912
MGH36_P3_D02	0.337823925749	red	1	0.61353	0.29983
MGH36_P3_D03	-0.0602067626612	red	1	3.5449	0.08134
MGH36_P3_D04	NA	black	0	0	0
MGH36_P3_D07	NA	black	0	0	0.1865
MGH36_P3_D08	NA	black	0	0	0.1177
MGH36_P3_D09	NA	black	0	0	0.074505
MGH36_P3_D11	NA	black	0	0	0.12697
MGH36_P3_E02	-0.116140549242	red	1	3.8684	0.16221
MGH36_P3_E04	NA	black	0	0.39726	0
MGH36_P3_E05	0.878027797122	green3	2	0.13356	0.1177
MGH36_P3_E06	0.235245967273	red	1	2.5205	0.079975
MGH36_P3_E07	0.0256606111007	red	1	3.2127	0.15834
MGH36_P3_E08	-0.528110101856	red	1	5.5203	0.11636
MGH36_P3_E09	NA	black	0	0	0.10702
MGH36_P3_E10	NA	black	0	0	0.05797
MGH36_P3_E11	NA	black	0	4.7858	0
MGH36_P3_E12	1.02769501437	green3	2	0.27023	0.041243
MGH36_P3_F01	0.726565694651	green3	2	0.10568	0.17887
MGH36_P3_F02	NA	black	0	5.3828	0
MGH36_P3_F05	-0.100341411924	red	1	3.8297	0.18142
MGH36_P3_F06	0.678385656213	green3	2	0.52005	0.15575
MGH36_P3_F07	-0.0501699975051	red	1	3.5092	0.08134
MGH36_P3_F08	NA	black	0	2.5286	0
MGH36_P3_F09	-0.249024808976	red	1	4.2173	0.077243
MGH36_P3_F10	0.244479974151	red	1	3.6928	1.168
MGH36_P3_F11	0.405286035835	red	1	1.8432	0.10702
MGH36_P3_F12	NA	black	0	0	0
MGH36_P3_G01	NA	black	0	1.1616	0
MGH36_P3_G02	0.762782207505	green3	2	0.76129	0.085425
MGH36_P3_G03	0.163255964916	red	1	2.6982	0.1177
MGH36_P3_G04	0.64328545569	green3	2	0.75104	0.14405
MGH36_P3_G05	NA	black	0	0	1.6243
MGH36_P3_G06	-0.0792497417229	red	1	3.6259	0.097611
MGH36_P3_G08	-1.77511747565	black	0	0.62012	1.2827
MGH36_P3_G09	NA	black	0	0	0.086784
MGH36_P3_G10	-0.0887984282443	red	1	3.64	0.073135
MGH36_P3_G11	NA	black	0	0	0.27381
MGH36_P3_G12	NA	black	0	0	0.10299
MGH36_P3_H03	NA	black	0	0	0
MGH36_P3_H04	NA	black	0	0	0
MGH36_P3_H05	NA	black	0	1.1043	0
MGH36_P3_H07	NA	black	0	1.4901	0
MGH36_P3_H08	NA	black	0	0	0
MGH36_P3_H11	-0.00587050450534	red	1	3.3521	0.059355
MGH36_P3_H12	NA	black	0	0.54893	0
MGH36_P4_A01	NA	black	0	5.431	0
MGH36_P4_A02	-0.680052663337	red	1	6.3684	0.13093
MGH36_P4_A03	NA	black	0	0	2.3016
MGH36_P4_A04	NA	black	0	0	0.1865
MGH36_P4_A06	-0.406118702663	red	1	4.9904	0.11636
MGH36_P4_A07	0.359249579736	red	1	2.1398	0.069015
MGH36_P4_A08	NA	black	0	0	0.15963
MGH36_P4_A11	NA	black	0	0	0
MGH36_P4_A12	-0.296568572328	red	1	4.6962	0.15316
MGH36_P4_B02	0.612777569652	green3	2	0.20664	0.21412
MGH36_P4_B04	NA	black	0	0	1.0108
MGH36_P4_B05	-0.2338549288	red	1	4.3522	0.14143
MGH36_P4_B06	0.844129447677	green3	2	0.57046	0.075875
MGH36_P4_B08	0.0700133758746	red	1	3.0554	0.11902
MGH36_P4_B09	0.0933209634407	red	1	2.9859	0.1003
MGH36_P4_B12	NA	black	0	0	0.21661
MGH36_P4_C02	NA	black	0	0	0.24732
MGH36_P4_C03	NA	black	0	0	0.12433
MGH36_P4_C04	NA	black	0	0.86552	0
MGH36_P4_C05	0.457027320515	green3	2	1.7286	0.092207
MGH36_P4_C06	NA	black	0	0	0.051024
MGH36_P4_C07	-4.7901375695	black	0	0.10836	2.3663
MGH36_P4_C08	NA	black	0	0	0.12433
MGH36_P4_C10	NA	black	0	0	0.074505
MGH36_P4_C11	NA	black	0	1.763	0
MGH36_P4_C12	-0.578448001121	red	1	5.514	0.086784
MGH36_P4_D01	-0.480770729593	red	1	5.3408	0.12035
MGH36_P4_D02	-0.490155453004	red	1	5.3824	0.12035
MGH36_P4_D05	NA	black	0	0	0.56657
MGH36_P4_D07	NA	black	0	0.36961	0
MGH36_P4_D08	-0.281364157205	red	1	4.4644	0.11636
MGH36_P4_D09	-0.337236905299	red	1	4.5209	0.071763
MGH36_P4_D10	NA	black	0	0	0.2461
MGH36_P4_D11	NA	black	0	0	0.12168
MGH36_P4_D12	-0.398278885187	red	1	4.8725	0.1003
MGH36_P4_E01	0.00519224934138	red	1	3.2988	0.19912
MGH36_P4_E02	0.032569595375	red	1	3.1949	0.13356
MGH36_P4_E04	NA	black	0	0	0.66903
MGH36_P4_E06	NA	black	0	0.1177	0
MGH36_P4_E07	1.96206248195	black	0	5.4099	1.5504
MGH36_P4_E08	NA	black	0	0	0
MGH36_P4_E09	NA	black	0	0	0.15963
MGH36_P4_E10	NA	black	0	0	0.12168
MGH36_P4_E11	0.521844930052	green3	2	1.6549	0.060739
MGH36_P4_E12	NA	black	0	0	0.50995
MGH36_P4_F01	NA	black	0	0	0.052416
MGH36_P4_F02	NA	black	0	0	0.1776
MGH36_P4_F03	NA	black	0	0	0.053806
MGH36_P4_F04	-0.46647151843	red	1	6.1125	0.20289
MGH36_P4_F05	-0.0648886597031	red	1	3.5685	0.092207
MGH36_P4_F06	NA	black	0	0	0.073135
MGH36_P4_F07	0.101335758572	red	1	2.8871	0.15186
MGH36_P4_F09	1.0674294413	green3	2	0.10702	0.048236
MGH36_P4_F10	0.0496547140903	red	1	2.9594	0.26664
MGH36_P4_F11	NA	black	0	0	0.19156
MGH36_P4_F12	NA	black	0	0	0
MGH36_P4_G01	NA	black	0	0	0.15186
MGH36_P4_G02	0.74751437246	green3	2	0.43082	0.13619
MGH36_P4_G03	NA	black	0	0	0
MGH36_P4_G04	NA	black	0	4.4489	0
MGH36_P4_G05	NA	black	0	0	0
MGH36_P4_G06	-0.484401484355	red	1	5.2482	0.10434
MGH36_P4_G08	-0.166565072189	red	1	3.985	0.11237
MGH36_P4_G09	0.876173972863	green3	2	0.37072	0.089498
MGH36_P4_G10	NA	black	0	0	0.16864
MGH36_P4_G11	NA	black	0	2.7922	0
MGH36_P4_H01	-0.0122102722993	red	1	3.4344	0.29748
MGH36_P4_H02	NA	black	0	2.5905	0
MGH36_P4_H03	NA	black	0	0	0.19912
MGH36_P4_H04	-0.281369723587	red	1	4.6562	0.15963
MGH36_P4_H05	NA	black	0	0	0.14405
MGH36_P4_H09	0.731370449856	green3	2	0.97966	0.066261
MGH36_P4_H12	NA	black	0	0	0.056584
MGH36_P6_A02	NA	black	0	2.3846	0
MGH36_P6_A04	0.792642403504	green3	2	0.34823	0.12697
MGH36_P6_A05	NA	black	0	0	0.36401
MGH36_P6_A07	NA	black	0	0	1.6544
MGH36_P6_A08	NA	black	0	4.1972	0
MGH36_P6_A09	NA	black	0	0	0
MGH36_P6_A10	NA	black	0	0	0.045443
MGH36_P6_A11	-0.210950207168	red	1	4.1927	0.123
MGH36_P6_B03	NA	black	0	0	0.10165
MGH36_P6_B04	NA	black	0	0.85439	0
MGH36_P6_B05	-0.326296064758	red	1	4.4046	0.04684
MGH36_P6_B06	NA	black	0	5.3361	0
MGH36_P6_B10	NA	black	0	0	0
MGH36_P6_B11	NA	black	0	4.0748	0
MGH36_P6_B12	-0.306575906594	red	1	4.8429	0.16993
MGH36_P6_C02	NA	black	0	4.2243	0
MGH36_P6_C03	NA	black	0	0	1.6126
MGH36_P6_C04	NA	black	0	0	0
MGH36_P6_C05	-0.0556255389392	red	1	3.5858	0.1635
MGH36_P6_C06	NA	black	0	0	0.071763
MGH36_P6_C07	0.44650000451	green3	2	0.78576	0.23511
MGH36_P6_C08	-0.334600583051	red	1	4.57	0.088142
MGH36_P6_C09	-0.143213075834	red	1	4.1833	0.21909
MGH36_P6_C11	0.844636739683	green3	2	0.21288	0.12168
MGH36_P6_C12	-0.149799055824	red	1	3.8425	0.064883
MGH36_P6_D01	NA	black	0	4.5916	0
MGH36_P6_D02	NA	black	0	3.7456	0
MGH36_P6_D03	NA	black	0	0	0
MGH36_P6_D04	0.100689408576	red	1	3.5786	0.87184
MGH36_P6_D05	-0.197669848191	red	1	4.008	0.064883
MGH36_P6_D06	NA	black	0	0	0.89918
MGH36_P6_D07	NA	black	0	0.13881	0
MGH36_P6_D08	NA	black	0	3.5326	0
MGH36_P6_D10	-0.489200507361	red	1	4.9715	0.049631
MGH36_P6_D11	NA	black	0	0	0.055196
MGH36_P6_E02	0.542307275453	green3	2	0.97379	0.16607
MGH36_P6_E03	NA	black	0	0.95977	0
MGH36_P6_E04	-0.0221707972545	red	1	3.4035	0.03984
MGH36_P6_E05	-0.0571069449994	red	1	3.5154	0.042644
MGH36_P6_E06	-0.539877655815	red	1	5.1483	0.049631
MGH36_P6_E07	-0.272122439663	red	1	4.2332	0.051024
MGH36_P6_E08	NA	black	0	0	2.0025
MGH36_P6_E09	NA	black	0	0	0
MGH36_P6_E10	NA	black	0	0	0.089498
MGH36_P6_E11	NA	black	0	0.123	0
MGH36_P6_E12	-0.66598575618	red	1	6.2842	0.12961
MGH36_P6_F01	0.00713505723541	red	1	3.297	0.15186
MGH36_P6_F04	-0.59585481625	red	1	5.5261	0.07861
MGH36_P6_F06	NA	black	0	0	0.060739
MGH36_P6_F07	-0.325693191216	red	1	4.4791	0.071763
MGH36_P6_F08	0.0753664976323	red	1	3.0988	0.037031
MGH36_P6_F10	NA	black	0	4.7999	0
MGH36_P6_F12	-0.311678426724	red	1	4.4328	0.073135
MGH36_P6_G01	NA	black	0	4.7774	0
MGH36_P6_G02	NA	black	0	0	0
MGH36_P6_G03	NA	black	0	1.3414	0
MGH36_P6_G04	NA	black	0	0	0.096262
MGH36_P6_G05	-0.314843085265	red	1	4.6155	0.11902
MGH36_P6_G06	NA	black	0	0	2.7229
MGH36_P6_G07	NA	black	0	0	0.0057593
MGH36_P6_G08	NA	black	0	0	0.073135
MGH36_P6_G09	NA	black	0	0	0.073135
MGH36_P6_G10	0.871129408665	green3	2	0.70664	0.042644
MGH36_P6_G11	-0.325196827881	red	1	4.4049	0.048236
MGH36_P6_G12	NA	black	0	0	0
MGH36_P6_H06	-0.36880100962	red	1	4.673	0.08134
MGH36_P6_H07	NA	black	0	0	0
MGH36_P6_H10	1.09732737067	green3	2	0.074505	0.041243
MGH36_P6_H12	NA	black	0	0	0.077243
MGH36_P7_A01	NA	black	0	0	0.084064
MGH36_P7_A02	0.0591166299968	red	1	2.9928	0.21537
MGH36_P7_A03	NA	black	0	0	0
MGH36_P7_A04	NA	black	0	5.0343	0
MGH36_P7_A06	-1.34825989292	black	0	0.11902	0.9855
MGH36_P7_A07	NA	black	0	0	0.10299
MGH36_P7_A08	NA	black	0	0	0.123
MGH36_P7_A09	NA	black	0	0	2.496
MGH36_P7_A10	-0.617484835014	red	1	6.0504	0.12961
MGH36_P7_A11	-0.11583392879	red	1	3.8518	0.15445
MGH36_P7_A12	NA	black	0	0	0
MGH36_P7_B01	NA	black	0	0	2.176
MGH36_P7_B02	0.00820042538483	red	1	3.2678	0.25217
MGH36_P7_B03	0.0641120999545	red	1	2.9523	0.2228
MGH36_P7_B04	NA	black	0	0	0.19156
MGH36_P7_B06	NA	black	0	4.4778	0
MGH36_P7_B07	NA	black	0	0	0
MGH36_P7_B08	NA	black	0	0	0
MGH36_P7_B09	NA	black	0	0	0.14274
MGH36_P7_B10	-0.273497658999	red	1	4.4565	0.123
MGH36_P7_B11	-0.287055296696	red	1	4.3937	0.089498
MGH36_P7_B12	NA	black	0	0	0.1003
MGH36_P7_C11	-0.248314850915	red	1	4.107	0.028569
MGH36_P7_D01	NA	black	0	1.0718	0
MGH36_P7_D02	-0.0429695176673	red	1	3.5149	0.14535
MGH36_P7_D03	0.283707929111	red	1	1.0172	0.29866
MGH36_P7_D05	-0.16938194001	red	1	3.9166	0.069015
MGH36_P7_D06	NA	black	0	4.4394	0
MGH36_P7_D07	-0.566692852322	red	1	5.0219	0.0028825
MGH36_P7_D08	NA	black	0	5.3843	0
MGH36_P7_D09	0.331546963479	red	1	2.2839	0.049631
MGH36_P7_D10	NA	black	0	4.332	0
MGH36_P7_D11	NA	black	0	0	0
MGH36_P7_E01	NA	black	0	0	0.12035
MGH36_P7_E03	NA	black	0	0	0
MGH36_P7_E04	NA	black	0	4.9023	0
MGH36_P7_E05	-0.275561688772	red	1	4.8693	0.19912
MGH36_P7_E07	NA	black	0	4.7687	0
MGH36_P7_E08	NA	black	0	0	0.089498
MGH36_P7_E10	NA	black	0	2.8131	0
MGH36_P7_E12	0.164110973849	red	1	2.7231	0.10299
MGH36_P7_F01	NA	black	0	0	0.38294
MGH36_P7_F02	-0.468832355591	red	1	5.4361	0.14012
MGH36_P7_F03	NA	black	0	0	0
MGH36_P7_F04	-0.235151943438	red	1	4.6317	0.19912
MGH36_P7_F06	NA	black	0	4.1896	0
MGH36_P7_F08	0.589693945141	green3	2	1.4579	0.05797
MGH36_P7_F09	NA	black	0	3.1142	0
MGH36_P7_F10	0.221567845112	red	1	2.561	0.082703
MGH36_P7_F11	-0.462811134392	red	1	5.3866	0.1375
MGH36_P7_F12	-0.591473769779	red	1	2.8699	2.5266
MGH36_P7_G01	0.0144728933722	red	1	3.2856	0.053806
MGH36_P7_G02	NA	black	0	0	0
MGH36_P7_G03	-0.247601192004	red	1	4.8481	0.21909
MGH36_P7_G04	NA	black	0	0.21537	0
MGH36_P7_G05	NA	black	0	5.6471	0
MGH36_P7_G06	-0.201189076138	red	1	4.1172	0.10969
MGH36_P7_G08	NA	black	0	0	0
MGH36_P7_G09	NA	black	0	0	0.056584
MGH36_P7_G10	NA	black	0	0	0.15056
MGH36_P7_G11	0.440693967851	red	1	4.0917	1.1037
MGH36_P7_H01	NA	black	0	5.8373	0
MGH36_P7_H02	NA	black	0	0	0.045443
MGH36_P7_H03	-0.312578180526	red	1	4.3701	0.051024
MGH36_P7_H04	0.326357429818	red	1	2.2222	0.077243
MGH36_P7_H07	NA	black	0	0.45838	0
MGH36_P7_H08	NA	black	0	0	0.20163
MGH36_P7_H10	NA	black	0	0.99204	0
MGH36_P7_H11	NA	black	0	0	0.19156
