Cell_name	Zvalue	Color	Cluster	ASCL1	HES6
97_P3_H04	-0.276014683004	red	1	4.2521	3.6586
97_P3_D08	-1.13810221354	red	1	4.4407	1.8801
97_P3_E06	0.143842919087	red	1	4.4275	5.0893
97_P3_E12	2.04980304734	black	0	1.511	2.4046
97_P3_A02	0.27327639128	red	1	3.2494	3.0493
97_P3_B06	NA	black	0	2.606	0
97_P3_H10	0.77967959441	red	1	2.8111	2.4576
97_P5_B09	0.405490844272	red	1	4.4457	5.9274
97_P5_C06	NA	black	0	0	0
97_P5_B10	NA	black	0	4.026	0
97_P6_G02	0.20106737198	red	1	4.2629	5.4713
97_P6_E06	1.03086353427	green3	2	5.1712	6.2747
97_P6_A03	-1.37243395194	black	0	0.70576	5.4143
97_P5_F07	1.67455678831	black	0	5.341	7.0501
97_P5_B05	0.813405466077	red	1	2.824	2.3086
97_P6_B11	-0.672796909021	red	1	4.1517	2.1329
97_P6_E08	0.137680079446	red	1	4.1829	5.297
97_P6_A09	0.857090634904	red	1	4.6248	6.9235
97_P6_B04	-0.254937810958	red	1	2.7729	5.1302
97_P5_A02	-0.00772262535013	red	1	3.4431	4.6623
97_P5_C02	0.340254592824	red	1	4.6318	5.4807
97_P6_F09	0.419637023119	red	1	4.7308	5.5798
97_P5_A04	NA	black	0	0	0
97_P5_C04	NA	black	0	0	5.895
97_P6_D07	NA	black	0	4.3427	0
97_P6_A12	0.0156131585493	red	1	2.9334	4.5295
97_P6_C06	0.168564230279	red	1	4.0031	6.2902
97_P6_H04	-2.45156530283	black	0	1.0929	6.405
97_P5_D09	-0.223532307235	red	1	3.4431	6.0327
97_P6_F03	NA	black	0	0	0
97_P6_F11	1.24216019446	green3	2	5.017	6.8843
97_P6_H09	-0.113360449822	red	1	4.055	4.0013
97_P6_B08	NA	black	0	3.7471	0
97_P5_A10	0.970935424333	green3	2	0.75873	3.7452
97_P6_H07	-0.0194382535962	red	1	1.105	4.491
97_P6_C09	-2.89602149139	black	0	0.94561	6.6214
97_P5_G04	-0.182577489726	red	1	2.4465	4.8523
97_P6_H01	0.147979361611	red	1	3.1566	3.9752
97_P5_B06	NA	black	0	0	0
97_P5_E04	-0.170411983632	red	1	3.2356	5.3086
97_P6_B10	NA	black	0	0	2.9557
97_P6_F04	-3.300797557	black	0	5.3992	0.96199
97_P5_E07	NA	black	0	0	0
97_P5_G02	0.0689415117014	red	1	1.7929	4.4348
97_P5_C11	0.452036809009	red	1	4.2725	6.7145
97_P5_A03	0.352585854263	red	1	1.1362	4.1824
97_P6_B02	0.0446355887086	red	1	4.0599	4.911
97_P6_H12	-4.62187733187	black	0	0.20789	7.1431
97_P6_F12	-1.18351442302	red	1	2.3519	6.2936
97_P6_A02	NA	black	0	0	4.9292
97_P5_C12	1.18003009228	green3	2	5.2235	6.4514
97_P5_C01	1.18650906941	green3	2	2.1157	2.8486
97_P5_B07	0.736636900129	red	1	3.1162	0.49262
97_P5_A08	0.595082530794	red	1	2.8647	2.8916
97_P6_H08	-1.9142944752	black	0	2.2702	7.1466
97_P5_E11	0.747764406166	red	1	4.4554	7.2078
97_P6_A01	0.0594818897836	red	1	4.0418	5.0306
97_P6_G01	-0.267807845428	red	1	4.8512	4.1883
97_P5_D10	-0.0185203665723	red	1	4.3188	4.583
97_P5_C10	-0.572595316872	red	1	4.6776	3.4845
97_P6_C11	-0.226118344843	red	1	3.1854	5.4441
97_P6_E07	-0.156835536373	red	1	3.6268	6.5377
97_P6_E05	0.155302671814	red	1	4.5309	5.0684
97_P5_G07	0.7224704228	red	1	4.7605	6.2444
97_P5_D04	NA	black	0	0	0
97_P6_B03	-2.11215936773	black	0	4.5596	0.43189
97_P5_H01	NA	black	0	0	3.4928
97_P6_A11	NA	black	0	0	4.6628
97_P6_E09	NA	black	0	0	5.235
97_P6_A10	0.269785166144	red	1	4.2687	5.7748
97_P5_E02	0.035514485264	red	1	3.233	4.4254
97_P6_D03	0.183169122811	red	1	4.0144	6.3788
97_P5_A09	-0.529666284193	red	1	2.91	5.8843
97_P6_B12	-0.590597744098	red	1	2.4883	5.5433
97_P5_H10	0.185477932429	red	1	2.9034	4.0616
97_P6_A04	-1.2762217356	red	1	5.9187	3.5364
97_P5_B12	-0.417913977775	red	1	1.9822	5.0315
97_P5_A12	NA	black	0	0	1.168
97_P5_F08	-0.150106022769	red	1	3.6252	6.4725
97_P6_E04	NA	black	0	0	0
97_P6_D04	-0.182993924289	red	1	2.9575	5.0791
97_P5_D02	-1.61532213285	black	0	5.5466	2.93
97_P6_G10	0.6894895183	red	1	4.6937	6.2828
97_P5_B04	-0.0496320375701	red	1	3.753	6.645
97_P6_E03	-0.160386877911	red	1	2.5948	4.8585
97_P5_E05	1.14767664051	green3	2	5.3075	6.3051
97_P5_G05	0.812591276657	red	1	4.9084	6.2135
97_P5_D03	-0.0546108621221	red	1	3.7317	3.3396
97_P5_C07	0.0373293075867	red	1	3.9422	4.9879
97_P6_C12	-1.89249558219	black	0	5.2393	2.2609
97_P6_B09	1.31618009078	green3	2	5.4293	6.4166
97_P5_D07	0.937205247049	red	1	5.0072	6.3183
97_P6_A05	NA	black	0	0	6.191
97_P5_C08	0.0045656375076	red	1	3.784	4.7509
97_P5_B03	NA	black	0	0	0
97_P6_G08	0.477659186611	red	1	3.0585	2.7427
97_P6_D12	-0.275475262551	red	1	1.278	4.7251
97_P6_D01	-0.421271820559	red	1	2.3707	5.1996
97_P5_H08	0.349189583421	red	1	2.5948	3.8626
97_P6_C07	NA	black	0	0	5.4361
97_P6_C02	0.0645986258751	red	1	3.9055	5.4954
97_P5_F02	NA	black	0	0	6.0717
97_P5_F04	-0.388947381054	red	1	3.2805	6.2312
97_P5_H02	-0.0672250097011	red	1	2.0047	4.6072
97_P6_C08	-1.51985181639	black	0	1.5266	5.9377
97_P5_E03	0.366114742935	red	1	4.4671	5.7561
97_P6_D05	0.394717030941	red	1	4.4591	5.8647
97_P5_D01	-0.10328968644	red	1	5.8248	4.6238
97_P6_F05	0.170643318159	red	1	3.3202	3.488
97_P5_H06	NA	black	0	0	3.4634
97_P5_H11	1.21400423166	green3	2	2.3827	2.4144
97_P5_E06	-0.307592945758	red	1	3.3743	6.1965
97_P6_H02	NA	black	0	0	4.5994
97_P6_A08	NA	black	0	0	5.5931
97_P5_B02	-0.507335804593	red	1	2.3732	5.3316
97_P5_E10	-1.58027160677	black	0	2.8203	7.7927
97_P5_B11	-0.477697194527	red	1	1.0447	4.852
97_P6_G07	0.934862151613	red	1	1.9207	3.3644
97_P5_A05	NA	black	0	0	5.1557
97_P5_A11	-0.340490258927	red	1	1.2357	4.7743
97_P6_A06	NA	black	0	0	0
97_P6_F07	-0.00772997591161	red	1	3.6229	4.792
97_P6_G04	0.23398373328	red	1	1.8074	4.2479
97_P6_B05	0.809613100175	red	1	4.689	6.6091
97_P5_D06	0.0597029322204	red	1	3.8724	5.7638
97_P6_F08	NA	black	0	0	4.9228
97_P5_F06	0.0185529279474	red	1	3.0929	4.5163
97_P5_D08	-0.702959358592	red	1	2.8754	6.2143
97_P5_G11	0.149557936272	red	1	4.7024	4.9917
97_P6_F10	-0.0888056472412	red	1	2.9712	4.8285
97_P5_H07	NA	black	0	0	4.8642
97_P5_A07	1.42930870357	black	0	0.28451	3.5279
97_P6_G11	NA	black	0	0	4.7609
97_P5_C03	-0.713667864611	red	1	2.1174	5.4602
97_P5_F01	-1.2923535142	red	1	1.8679	5.9591
97_P6_E01	1.26220210057	green3	2	5.3004	6.4838
97_P5_F03	0.026280943062	red	1	3.586	3.9526
97_P5_B01	NA	black	0	0	4.6381
97_P6_H03	1.62138445537	black	0	5.8891	6.3741
97_P6_E12	NA	black	0	0	0
97_P5_G10	NA	black	0	0	3.654
97_P5_C05	-1.25558739295	red	1	2.4306	6.4978
97_P6_D11	-0.121823337457	red	1	3.0372	4.9567
97_P5_H09	1.97943693975	black	0	5.5573	7.1499
97_P6_B06	NA	black	0	0	6.7201
97_P5_F09	0.482591810434	red	1	4.3047	6.7123
97_P6_F02	0.88216043549	red	1	5.3454	5.8898
97_P5_D11	NA	black	0	0	5.5454
97_P5_H03	-2.0844265578	black	0	1.0405	6.0909
97_P5_D05	-0.179822159626	red	1	3.6169	6.6423
97_P6_H05	NA	black	0	2.568	0
97_P6_D09	0.0185276498228	red	1	3.8086	5.1134
97_P6_G09	0.514544536439	red	1	4.4722	6.2465
97_P6_D08	NA	black	0	0	0
97_P5_G06	0.42926969132	red	1	4.9176	5.4573
97_P5_A01	NA	black	0	3.5414	0
97_P6_H10	0.851011603104	red	1	4.5084	7.3672
97_P5_G01	-0.296334692406	red	1	3.3996	6.2333
97_P6_E02	-1.95696240847	black	0	1.1408	6.056
97_P6_B01	0.291387788639	red	1	5.0009	5.1711
97_P5_F10	-0.65681126556	red	1	2.9321	6.2119
97_P6_C10	1.35441893582	green3	2	5.2492	6.6934
97_P5_C09	0.559513634685	red	1	4.7097	5.9323
97_P5_E12	0.0953820245279	red	1	3.5023	2.7281
97_P5_E01	0.719994850159	red	1	4.431	7.2131
97_P6_D02	0.445707092543	red	1	5.1594	5.3595
97_P6_A07	0.57564818754	red	1	4.9828	5.6802
97_P5_G03	0.353091664589	red	1	4.5492	5.6015
97_P6_G12	NA	black	0	0	3.7203
97_P6_C03	0.851014401492	red	1	5.2315	5.9327
97_P6_H06	0.181858431214	red	1	4.5719	5.1188
97_P5_E09	0.231884020006	red	1	5.2931	5.0129
97_P6_C01	-0.0686951698179	red	1	3.6611	2.4125
97_P6_G03	0.00166466627108	red	1	0.43296	4.4381
97_P5_G12	1.65877963416	black	0	0.8488	3.1947
97_P5_G09	-2.43839355432	black	0	2.2594	7.7745
97_P5_H04	0.0472657745282	red	1	3.1493	4.3998
MGH97_P7_B05	0.0259517299583	red	1	4.1979	4.7536
MGH97_P7_E10	0.049374247347	red	1	3.5227	3.8807
MGH97_P7_A02	0.723344236832	red	1	2.6241	3.0204
MGH97_P7_C01	0.161986531662	red	1	3.2444	3.7652
MGH97_P7_D06	-0.972388306462	red	1	4.368	2.0391
MGH97_P7_H08	-1.15701168307	red	1	4.1016	0.53306
MGH97_P7_G11	NA	black	0	0	0
MGH97_P7_A08	-0.429443818053	red	1	4.3501	3.3604
MGH97_P7_F07	-0.0555754143577	red	1	3.2222	4.8279
MGH97_P7_C04	0.331021801237	red	1	4.8534	5.3062
MGH97_P7_C02	0.0496431165718	red	1	5.2827	4.7655
MGH97_P7_F10	0.43212624346	red	1	2.05	3.9593
MGH97_P7_H05	-1.47138968506	black	0	4.9069	2.3045
MGH97_P7_B04	NA	black	0	0	0
MGH97_P7_F09	0.140045807408	red	1	2.7347	4.2494
MGH97_P7_H02	NA	black	0	0	4.3311
MGH97_P7_C11	NA	black	0	0	0
MGH97_P7_G07	-0.68718435961	red	1	1.117	5.0358
MGH97_P7_F06	-0.0245536385635	red	1	2.4236	4.5863
MGH97_P7_A06	-0.110707020584	red	1	4.8076	4.4613
MGH97_P7_D12	0.194871564229	red	1	4.4048	5.2711
MGH97_P7_B02	0.164850162165	red	1	4.1643	5.4778
MGH97_P7_E03	-0.0739112596804	red	1	2.6996	4.7158
MGH97_P7_D02	NA	black	0	0	4.4101
MGH97_P7_B11	-0.104273337901	red	1	4.3639	4.3208
MGH97_P7_E09	0.626068404742	red	1	1.9195	3.7548
MGH97_P7_B01	-0.116743507252	red	1	3.4816	5.5278
MGH97_P7_G06	0.288076857283	red	1	3.047	3.5674
MGH97_P7_B07	NA	black	0	0	3.7277
MGH97_P7_C05	-0.2265888242	red	1	2.7446	5.0532
MGH97_P7_E07	0.974553588908	green3	2	2.7649	2.0047
MGH97_P7_B12	-0.0247732169424	red	1	4.5664	4.5991
MGH97_P7_H07	-1.41115999857	black	0	4.6354	1.8556
MGH97_P7_D04	-0.234410544237	red	1	3.7549	1.9188
MGH97_P7_C06	0.0155382160777	red	1	3.4174	4.4808
MGH97_P7_G09	0.13944279135	red	1	3.2095	3.9455
MGH97_P7_E06	NA	black	0	3.2913	0
MGH97_P7_F04	NA	black	0	0	0
MGH97_P7_C09	0.197983041476	red	1	4.5639	5.1652
MGH97_P7_G03	-0.342907660772	red	1	4.0188	2.8254
MGH97_P7_H01	-1.96097950378	black	0	5.1408	2.0272
MGH97_P7_B06	-0.0999248016403	red	1	4.0421	4.052
MGH97_P7_C08	-0.107326496691	red	1	3.9427	3.8085
MGH97_P7_E08	-0.0157464116412	red	1	3.7877	4.284
MGH97_P7_F01	0.13462425061	red	1	4.2386	5.2089
MGH97_P7_H03	0.571815481166	red	1	2.3214	3.6291
MGH97_P7_B10	0.0475132006471	red	1	3.416	4.2229
MGH97_P7_E11	0.24822872693	red	1	4.5927	5.2778
MGH97_P7_C03	NA	black	0	4.7178	0
MGH97_P7_H12	0.11031628185	red	1	4.2875	5.0628
MGH97_P7_D07	0.159972421124	red	1	1.0888	4.3435
MGH97_P7_A11	NA	black	0	0.96495	0
MGH97_P7_A01	NA	black	0	0	4.6572
MGH97_P7_F12	1.4733191141	black	0	1.5734	2.9716
MGH97_P7_F08	-0.00915714002842	red	1	3.7085	5.2857
MGH97_P7_D11	0.101338565672	red	1	4.3177	5.0092
MGH97_P7_H09	0.075192516804	red	1	3.4953	3.5918
MGH97_P7_D09	0.093567225718	red	1	3.2793	4.093
MGH97_P7_C12	0.340597865576	red	1	2.4478	3.9554
MGH97_P7_H11	-0.593829501877	red	1	4.6023	3.3492
MGH97_P7_A04	-0.281601519531	red	1	4.3339	3.7579
MGH97_P7_H06	-1.64945737546	black	0	4.7133	1.6369
MGH97_P7_F03	0.0595348367065	red	1	4.1684	4.9204
MGH97_P7_A07	0.704980700284	red	1	5.4714	5.5798
MGH97_P7_F11	-0.0663820464751	red	1	3.5972	5.5327
MGH97_P7_G08	-0.408246529501	red	1	1.2172	4.8285
MGH97_P7_E02	0.812684040953	red	1	5.3912	5.7637
MGH97_P7_C07	0.147939492337	red	1	4.1865	5.3442
MGH97_P7_A09	0.0412296619615	red	1	3.3061	4.3656
MGH97_P7_B09	NA	black	0	0	4.5231
MGH97_P7_G10	-1.20578788312	red	1	2.5226	6.556
MGH97_P7_G02	0.31837612651	red	1	2.3019	4.0467
MGH97_P7_H04	-0.0105655074315	red	1	3.5413	4.7381
MGH97_P7_G01	-0.249169353771	red	1	4.7649	4.1816
MGH97_P7_E05	-0.674170095542	red	1	2.2151	5.4697
MGH97_P7_E04	-0.761833574029	red	1	4.4899	2.8071
MGH97_P7_E01	-0.67348886472	red	1	2.9216	6.2307
MGH97_P7_F05	NA	black	0	3.4307	0
MGH97_P7_D05	-0.0130005414551	red	1	3.727	4.065
MGH97_P7_A03	-0.0353278120347	red	1	3.5741	5.0947
MGH97_P7_B03	-0.065585243805	red	1	3.6599	2.4354
MGH97_P7_A05	0.578933173075	red	1	2.1414	3.7202
MGH97_P7_D03	0.690015810668	red	1	1.2857	3.8688
MGH97_P7_F02	-0.202214580165	red	1	2.3237	4.8488
MGH97_P7_G05	0.844849725183	red	1	5.9615	5.5468
MGH97_P7_D08	NA	black	0	0	0
MGH97_P7_G04	NA	black	0	2.5895	0
MGH97_P8_A11	-0.00875910369944	red	1	4.2054	4.6037
MGH97_P10_A12	1.01811560634	green3	2	1.8082	3.3316
MGH97_P10_E09	0.413265561225	red	1	4.7264	5.5693
MGH97_P9_B12	1.35506296795	green3	2	1.5845	3.0914
MGH97_P10_D07	NA	black	0	0	4.3683
MGH97_P8_D11	-0.229868838577	red	1	3.2678	5.5972
MGH97_P8_G05	0.0665173234823	red	1	3.9625	5.2509
MGH97_P9_C05	1.53168378056	black	0	1.9564	2.5408
MGH97_P8_D03	NA	black	0	1.2552	0
MGH97_P8_H05	0.0357719011225	red	1	3.8767	5.1424
MGH97_P10_A09	4.20416260777	black	0	0.63877	1.3685
MGH97_P10_E03	NA	black	0	0	3.0018
MGH97_P10_D04	0.179534916119	red	1	3.0887	3.9248
MGH97_P9_D12	-0.155560993859	red	1	2.8034	4.9265
MGH97_P8_H06	0.395625098452	red	1	2.7264	3.6581
MGH97_P8_H11	NA	black	0	0	1.6332
MGH97_P9_F12	0.172968343174	red	1	4.0415	6.0006
MGH97_P8_D07	-0.23484166729	red	1	4.1261	3.5824
MGH97_P8_H02	-0.485679251067	red	1	2.9559	5.8486
MGH97_P8_D01	NA	black	0	4.0132	0
MGH97_P10_C04	0.197961671042	red	1	2.5213	4.1887
MGH97_P9_E06	NA	black	0	0	5.9517
MGH97_P8_F12	-2.51132212256	black	0	0.83754	6.2718
MGH97_P8_H01	-0.678113213975	red	1	3.9431	1.1276
MGH97_P8_A05	0.0728632487195	red	1	3.9718	5.2893
MGH97_P9_F10	0.937191955323	red	1	2.9846	0.82212
MGH97_P10_F10	-0.31566252452	red	1	5.2336	4.2622
MGH97_P9_G12	-0.0983606205912	red	1	3.8545	3.5852
MGH97_P8_B04	0.00630544224545	red	1	3.7645	4.9104
MGH97_P8_E11	NA	black	0	0	4.5254
MGH97_P9_G10	NA	black	0	0	0
MGH97_P10_D11	0.30174727719	red	1	4.4596	5.5591
MGH97_P10_D01	-0.0313119891491	red	1	3.3532	4.7804
MGH97_P10_H04	0.461559324826	red	1	2.037	3.9242
MGH97_P10_D12	0.00236851887307	red	1	1.9668	4.5182
MGH97_P8_D04	0.249768543551	red	1	3.2217	3.3188
MGH97_P8_F08	NA	black	0	3.2396	0
MGH97_P9_E10	0.00586652610244	red	1	4.4958	4.6721
MGH97_P9_D11	-0.328872409262	red	1	4.7345	4.0102
MGH97_P8_A02	0.517472704273	red	1	4.934	5.6112
MGH97_P9_F01	-0.0552664540103	red	1	3.7592	3.5364
MGH97_P8_B08	-0.211971058521	red	1	2.5092	4.9222
MGH97_P8_A09	0.0769042544373	red	1	3.4651	3.7727
MGH97_P9_A03	NA	black	0	2.7273	0
MGH97_P9_G09	-0.711442881375	red	1	1.4859	5.1687
MGH97_P10_E02	-1.08751026226	red	1	1.1408	5.3659
MGH97_P10_H08	0.318074313675	red	1	4.3613	5.7764
MGH97_P9_G04	-1.08248727043	red	1	4.4947	2.1378
MGH97_P8_G11	-0.207848820967	red	1	3.2648	5.5037
MGH97_P10_A06	-0.955796285738	red	1	1.8464	5.5805
MGH97_P10_F08	NA	black	0	0	2.8659
MGH97_P8_E08	0.017026365172	red	1	3.6129	3.363
MGH97_P8_G08	NA	black	0	3.3013	0
MGH97_P10_B07	0.00263006534913	red	1	3.7664	4.7148
MGH97_P9_G11	NA	black	0	0	0
MGH97_P8_F11	0.437243532314	red	1	0.62012	4.1454
MGH97_P8_F05	-0.62867006121	red	1	5.1265	3.7776
MGH97_P9_A01	NA	black	0	0	4.369
MGH97_P10_F01	-0.719295536613	red	1	4.1443	1.9638
MGH97_P8_C10	-0.410810821346	red	1	2.1027	5.0659
MGH97_P8_E02	-2.36413817314	black	0	1.0552	6.3116
MGH97_P10_B05	-0.00115666915377	red	1	4.3266	4.6433
MGH97_P8_G04	-0.375792438605	red	1	2.9712	5.5961
MGH97_P9_B02	-1.62822526886	black	0	4.3361	0.50386
MGH97_P8_H08	-0.406812371723	red	1	2.3973	5.1913
MGH97_P8_F01	0.120559771273	red	1	3.9362	6.4352
MGH97_P10_H09	NA	black	0	0.76808	0
MGH97_P10_E06	-0.138442809752	red	1	4.1805	4.0561
MGH97_P10_D10	0.199002979783	red	1	4.175	5.6467
MGH97_P10_A03	NA	black	0	0	0
MGH97_P10_A05	0.16328489935	red	1	2.4364	4.2688
MGH97_P10_A01	0.259174478664	red	1	3.1768	3.4076
MGH97_P9_D09	-0.0727334551989	red	1	4.6364	4.4991
MGH97_P9_D06	0.161695128969	red	1	2.8783	4.1417
MGH97_P9_G05	NA	black	0	3.2585	0
MGH97_P10_E05	NA	black	0	0	4.0194
MGH97_P8_F10	0.00621968642771	red	1	3.7948	6.2795
MGH97_P10_A04	-0.42458374999	red	1	4.3932	3.4437
MGH97_P9_A07	1.39383512529	green3	2	1.2981	3.2172
MGH97_P9_A08	0.0568032236222	red	1	5.032	4.7764
MGH97_P9_H12	-0.154542556511	red	1	3.8549	3.1525
MGH97_P10_G03	3.5816429857	black	0	0.57143	1.9042
MGH97_P8_B03	4.62927268435	black	0	0.926	0.64616
MGH97_P10_H07	0.30406261888	red	1	4.2554	5.9797
MGH97_P10_E01	NA	black	0	2.2913	0
MGH97_P9_F11	-1.04622340804	red	1	4.4764	2.1674
MGH97_P8_B12	0.382778345522	red	1	4.4668	5.8112
MGH97_P9_H02	0.115169447342	red	1	3.3461	3.8277
MGH97_P9_C11	0.00912444384022	red	1	4.1594	4.6812
MGH97_P8_A01	-0.459573696178	red	1	4.1805	2.9005
MGH97_P10_F07	NA	black	0	0	3.6802
MGH97_P10_G01	0.880969213384	red	1	2.1515	3.271
MGH97_P10_H05	-0.140137009486	red	1	2.9492	4.9592
MGH97_P9_F07	-0.288771154382	red	1	3.1283	5.5676
MGH97_P9_D08	-0.769063797658	red	1	4.6542	3.0731
MGH97_P9_E05	-0.183684009448	red	1	3.6167	0.79244
MGH97_P8_B09	-0.0310195984411	red	1	4.173	4.5002
MGH97_P10_E12	0.0332641920709	red	1	4.7009	4.7386
MGH97_P10_B10	-0.0970770965487	red	1	2.5447	4.729
MGH97_P9_E03	4.40338977906	black	0	0.70664	1.1349
MGH97_P9_G07	-0.238697421007	red	1	4.3476	3.9015
MGH97_P9_C09	-0.0159509378252	red	1	3.7193	3.9277
MGH97_P10_B11	-0.15299644837	red	1	3.3326	5.387
MGH97_P9_B05	0.230820414678	red	1	4.234	5.6693
MGH97_P9_A12	NA	black	0	0	3.7628
MGH97_P8_D10	NA	black	0	0	0
MGH97_P8_C05	-0.931209062024	red	1	2.4733	6.0668
MGH97_P9_D02	-0.745607921535	red	1	1.9601	5.4091
MGH97_P9_D07	0.479715175213	red	1	4.5223	6.0197
MGH97_P8_F03	-1.46473647463	black	0	1.1395	5.6668
MGH97_P8_C12	0.504153576098	red	1	4.627	5.9111
MGH97_P10_E10	NA	black	0	0	0
MGH97_P10_H10	0.0226749085123	red	1	3.9999	4.7978
MGH97_P10_C07	-0.0486325653472	red	1	2.2606	4.6084
MGH97_P9_E04	0.419533266601	red	1	3.2808	0.64893
MGH97_P8_H10	NA	black	0	2.6164	0
MGH97_P9_F03	0.095039839288	red	1	3.964	5.5808
MGH97_P10_C08	-1.0278812115	red	1	5.7043	3.6542
MGH97_P8_B11	-0.496730806592	red	1	2.7664	5.6317
MGH97_P10_C01	0.274300448844	red	1	4.3502	5.6266
MGH97_P9_D04	NA	black	0	0	2.796
MGH97_P10_B06	-1.52248721505	black	0	0.78409	5.5492
MGH97_P8_H09	-0.0523735917633	red	1	3.4447	4.9995
MGH97_P9_F05	0.0333521348929	red	1	3.8476	5.2566
MGH97_P9_B04	-1.66357188863	black	0	1.6206	6.1402
MGH97_P9_C12	NA	black	0	5.2187	0
MGH97_P8_B02	-0.953052526692	red	1	4.7786	2.9233
MGH97_P9_F04	-0.537925780201	red	1	2.9193	5.9173
MGH97_P10_G02	-0.143162163504	red	1	4.7758	4.3904
MGH97_P9_B07	NA	black	0	0	6.0213
MGH97_P10_D08	0.00269307488999	red	1	3.6502	3.6492
MGH97_P10_G12	0.133704165727	red	1	2.847	4.2292
MGH97_P9_A02	0.0507287008972	red	1	4.2431	4.8471
MGH97_P8_G03	-0.0299040123986	red	1	3.8393	4.2119
MGH97_P8_D09	0.0236793404366	red	1	4.1857	4.7456
MGH97_P10_C06	0.15270114742	red	1	5.0009	4.9366
MGH97_P8_H03	-0.0247147250769	red	1	4.1863	4.5318
MGH97_P8_A10	-0.0952070092746	red	1	2.0694	4.6502
MGH97_P8_B06	NA	black	0	3.4391	0
MGH97_P9_G08	0.102101224149	red	1	3.0846	4.2193
MGH97_P8_B01	-0.0118520442855	red	1	3.7637	4.2856
MGH97_P10_B08	0.341338534084	red	1	3.247	2.541
MGH97_P10_C12	0.578315834781	red	1	5.0003	5.6713
MGH97_P9_A10	NA	black	0	4.4929	0
MGH97_P9_C10	-0.0195033581914	red	1	3.3949	4.729
MGH97_P9_G03	0.0219692703747	red	1	3.5929	4.0453
MGH97_P10_B02	0.208840118245	red	1	2.1532	4.2415
MGH97_P10_A08	NA	black	0	4.162	0
MGH97_P8_C09	-0.0723321373648	red	1	3.7472	3.2379
MGH97_P10_D05	0.0665858798209	red	1	3.9599	5.2599
MGH97_P10_F02	-0.0201828125528	red	1	4.47	4.599
MGH97_P9_D10	0.0324530063193	red	1	3.5734	3.8723
MGH97_P8_D08	1.00465249677	green3	2	2.232	3.0014
MGH97_P9_H11	0.0666398918118	red	1	3.8909	5.6828
MGH97_P8_C06	0.00879514611512	red	1	4.373	4.6778
MGH97_P8_A03	0.177634200433	red	1	1.4228	4.3255
MGH97_P9_C04	NA	black	0	0	0
MGH97_P8_E01	0.0537193024663	red	1	3.5525	2.9523
MGH97_P10_D02	0.0762867913034	red	1	4.016	5.2041
MGH97_P9_E12	NA	black	0	0	0
MGH97_P9_A05	-0.0937118362459	red	1	5.8158	4.6325
MGH97_P10_F06	-0.0764674248665	red	1	3.1187	4.8546
MGH97_P9_E01	-0.269778319309	red	1	0.50284	4.6221
MGH97_P8_G06	-2.40354711956	black	0	5.5877	2.1661
MGH97_P10_B03	NA	black	0	0.41359	0
MGH97_P9_H08	-0.00813451697675	red	1	3.6787	5.0002
MGH97_P9_E08	0.266930430578	red	1	3.3071	2.7201
MGH97_P8_C07	NA	black	0	0	0
MGH97_P9_A06	NA	black	0	0	0
MGH97_P8_E04	-0.0985589360968	red	1	4.153	4.1924
MGH97_P8_C11	-0.577855771726	red	1	2.2029	5.3326
MGH97_P9_C03	NA	black	0	4.1841	0
MGH97_P8_E03	NA	black	0	2.2041	0
MGH97_P10_B01	NA	black	0	0	0
MGH97_P9_B11	NA	black	0	0	0
MGH97_P9_G02	0.0216350331945	red	1	5.1474	4.7231
MGH97_P8_G02	0.169982166569	red	1	4.5886	5.0805
MGH97_P10_G10	-0.0938283633599	red	1	3.4131	5.2192
MGH97_P9_G06	NA	black	0	0	2.8001
MGH97_P9_E02	-0.99208254533	red	1	5.0214	3.1669
MGH97_P9_C06	-0.116223143147	red	1	3.9935	3.8727
MGH97_P10_H06	0.139900048292	red	1	4.1178	5.4328
MGH97_P8_B05	NA	black	0	0	0
MGH97_P9_F08	NA	black	0	0	0
MGH97_P10_F05	NA	black	0	0	3.8052
MGH97_P8_D06	0.0147373221303	red	1	3.624	3.9323
MGH97_P8_D12	-0.730999070298	red	1	4.8645	3.4035
MGH97_P9_H06	-0.121797113958	red	1	3.1134	5.0064
MGH97_P9_C08	NA	black	0	0	2.8057
MGH97_P10_D06	0.123813020875	red	1	3.4739	2.4967
MGH97_P8_G12	NA	black	0	4.3358	0
MGH97_P10_C10	-0.111569828096	red	1	3.4464	5.399
MGH97_P8_H07	-0.0034755834101	red	1	3.7272	4.3973
MGH97_P10_E08	0.339800951944	red	1	2.1734	4.0517
MGH97_P10_G11	0.356617464368	red	1	3.218	2.6332
MGH97_P10_E07	0.0660304926318	red	1	3.1551	4.3222
MGH97_P10_F03	0.146792221309	red	1	3.1688	3.9655
MGH97_P8_F09	-0.116697845596	red	1	3.5302	5.6941
MGH97_P10_F04	0.41034118937	red	1	2.8484	3.4774
MGH97_P9_H03	-0.12933107778	red	1	3.842	3.2768
MGH97_P10_D09	-0.859213776467	red	1	5.5094	3.7233
MGH97_P8_C01	NA	black	0	0	0
MGH97_P9_C02	NA	black	0	0	3.8831
MGH97_P8_F07	NA	black	0	0	4.184
MGH97_P10_G06	0.156387086715	red	1	2.9546	4.1155
MGH97_P9_B01	NA	black	0	0	0
MGH97_P10_E04	-0.190898829363	red	1	3.983	3.4284
MGH97_P8_B07	-0.00681053020356	red	1	2.3354	4.5514
