Cell_name	Zvalue	Color	Cluster	CTNNB1	NELFCD
MGH36_P6_B05	0.144753891326	green3	2	4.2937	4.8038
MGH36_P6_B06	-0.180471765391	green3	2	2.5281	4.2537
MGH36_P6_B10	NA	black	0	1.9575	0
MGH36_P6_B11	-0.129683878614	green3	2	4.0461	2.5768
MGH36_P6_B12	4.33242565612	black	0	0.52707	0.30918
MGH36_P6_C02	NA	black	0	3.7083	0
MGH36_P6_C03	1.15696662877	green3	2	5.9628	5.4336
MGH36_P6_C04	0.703535580367	green3	2	4.9831	5.6211
MGH36_P6_C05	NA	black	0	2.4187	0
MGH36_P6_C06	NA	black	0	3.2402	0
MGH36_P6_C07	0.697495307236	green3	2	3.0711	1.2786
MGH36_P6_C08	-0.331258095009	green3	2	5.0568	3.2678
MGH36_P6_C09	NA	black	0	3.6547	0
MGH36_P6_C11	NA	black	0	3.5957	0
MGH36_P6_C12	-0.695034894706	green3	2	1.8588	4.7859
MGH36_P6_D01	NA	black	0	3.5447	0
MGH36_P6_D02	NA	black	0	4.5351	0
MGH36_P6_D03	-0.606401790217	green3	2	2.8371	5.4345
MGH36_P6_D04	0.179836351319	green3	2	4.8621	4.4202
MGH36_P6_D05	0.0433294638507	green3	2	2.4362	3.811
MGH36_P6_D06	NA	black	0	0.13881	0
MGH36_P6_D07	NA	black	0	5.5461	0
MGH36_P6_D08	0.493711745484	green3	2	2.4131	2.967
MGH36_P6_D10	-0.0550519687856	green3	2	3.7447	5.1392
MGH36_P6_D11	-2.26656641591	black	0	0.91609	5.848
MGH36_P6_E02	NA	black	0	4.8054	0
MGH36_P6_E03	NA	black	0	4.0312	0
MGH36_P6_E04	-0.902124883938	green3	2	4.4091	0.41576
MGH36_P6_E05	0.147956743044	green3	2	4.5795	4.4777
MGH36_P6_E06	NA	black	0	4.2821	0
MGH36_P6_E07	-0.265703269577	green3	2	3.333	5.2195
MGH36_P6_E08	NA	black	0	3.9435	0
MGH36_P6_E09	-0.506618283204	green3	2	5.2402	3.0449
MGH36_P6_E10	0.530578543856	green3	2	3.1023	1.862
MGH36_P6_E11	0.784811138692	green3	2	4.8581	6.0701
MGH36_P6_E12	0.493377627646	green3	2	4.4825	6.1179
MGH36_P6_F01	0.352017051805	green3	2	4.797	4.9357
MGH36_P6_F04	0.429232918915	green3	2	4.5448	5.6255
MGH36_P6_F06	-0.410384240718	green3	2	5.0792	3.1199
MGH36_P6_F07	-0.150675508511	green3	2	3.0931	4.4332
MGH36_P6_F08	NA	black	0	3.972	0
MGH36_P6_F10	NA	black	0	2.5003	0
MGH36_P6_F12	-0.3602810036	green3	2	2.4166	4.5487
MGH36_P6_G01	-0.508049468853	green3	2	2.7183	5.0603
MGH36_P6_G02	NA	black	0	0	3.9002
MGH36_P6_G03	NA	black	0	2.2216	0
MGH36_P6_G04	NA	black	0	4.9054	0
MGH36_P6_G05	-0.204058115798	green3	2	4.1026	2.2421
MGH36_P6_G06	-0.623273403406	green3	2	5.7981	3.1649
MGH36_P6_G07	-0.0559309013684	green3	2	3.3458	4.2129
MGH36_P6_G08	-1.18915328575	green3	2	2.4795	6.0982
MGH36_P6_G09	NA	black	0	6.1298	0
MGH36_P6_G10	NA	black	0	4.6468	0
MGH36_P6_G11	0.124760338988	green3	2	2.9405	3.5366
MGH36_P6_G12	-3.39964705702	black	0	6.306	0.52807
MGH36_P6_H06	NA	black	0	5.4896	0
MGH36_P6_H07	NA	black	0	1.8242	0
MGH36_P6_H10	-0.260786359236	green3	2	1.5993	4.1734
MGH36_P6_H12	NA	black	0	4.5698	0
MGH36_P7_A01	NA	black	0	3.5441	0
MGH36_P7_A02	NA	black	0	3.1	0
MGH36_P7_A03	NA	black	0	2.3793	0
MGH36_P7_A04	NA	black	0	5.2638	0
MGH36_P7_A06	NA	black	0	5.2637	0
MGH36_P7_A07	1.15083510065	green3	2	0.2762	2.9811
MGH36_P7_A08	-1.29561464184	red	1	1.9957	5.6785
MGH36_P7_A09	NA	black	0	4.7501	0
MGH36_P7_A10	2.06363637529	black	0	1.9115	0.95233
MGH36_P7_A11	NA	black	0	4.2873	0
MGH36_P7_A12	NA	black	0	0	0
MGH36_P7_B01	NA	black	0	0	4.7681
MGH36_P7_B02	-1.59441934703	red	1	5.3626	1.364
MGH36_P7_B03	-0.219369396758	green3	2	3.5878	5.8692
MGH36_P7_B04	NA	black	0	3.4908	0
MGH36_P7_B06	NA	black	0	4.9221	0
MGH36_P7_B07	0.268668131467	green3	2	4.9632	4.5911
MGH36_P7_B08	NA	black	0	2.8903	0
MGH36_P7_B09	-0.993553854071	green3	2	0.52607	4.621
MGH36_P7_B10	-0.787218536367	green3	2	4.5389	1.2963
MGH36_P7_B11	NA	black	0	5.0196	0
MGH36_P7_B12	1.15510275303	green3	2	5.4267	5.9296
MGH36_P7_C11	1.64634062107	green3	2	1.3161	2.1194
MGH36_P7_D01	0.0978489254089	green3	2	3.6694	0.71458
MGH36_P7_D02	NA	black	0	5.5119	0
MGH36_P7_D03	NA	black	0	5.5035	0
MGH36_P7_D05	NA	black	0	3.3377	0
MGH36_P7_D06	NA	black	0	1.6253	0
MGH36_P7_D07	NA	black	0	6.2116	0
MGH36_P7_D08	NA	black	0	2.8125	0
MGH36_P7_D09	-0.0216774125731	green3	2	3.2242	4.0066
MGH36_P7_D10	0.207140373492	green3	2	4.5016	4.784
MGH36_P7_D11	NA	black	0	1.2975	0
MGH36_P7_E01	-0.554505074418	green3	2	4.4931	1.918
MGH36_P7_E03	NA	black	0	0	0
MGH36_P7_E04	NA	black	0	5.666	0
MGH36_P7_E05	NA	black	0	3.9318	0
MGH36_P7_E07	0.143041473007	green3	2	4.8962	4.3139
MGH36_P7_E08	NA	black	0	3.0673	0
MGH36_P7_E10	-0.539916353182	green3	2	3.2216	6.0342
MGH36_P7_E12	2.90143652368	black	0	1.4823	0.51096
MGH36_P7_F01	0.349557215648	green3	2	2.5996	3.1439
MGH36_P7_F02	NA	black	0	0	0
MGH36_P7_F03	NA	black	0	2.0254	0
MGH36_P7_F04	NA	black	0	3.4788	0
MGH36_P7_F06	NA	black	0	4.8929	0
MGH36_P7_F08	NA	black	0	5.4914	0
MGH36_P7_F09	0.000157232014909	green3	2	3.8892	3.9393
MGH36_P7_F10	-0.143560621809	green3	2	5.8083	3.7954
MGH36_P7_F11	NA	black	0	3.5293	0
MGH36_P7_F12	-0.00990622432597	green3	2	3.8233	4.7745
MGH36_P7_G01	-0.200264114195	green3	2	3.3632	4.9719
MGH36_P7_G02	-1.55695604155	red	1	4.8057	0.15704
MGH36_P7_G03	-0.940005090252	green3	2	2.8186	6.1928
MGH36_P7_G04	2.86906392462	black	0	0.25942	1.6978
MGH36_P7_G05	NA	black	0	3.6305	0
MGH36_P7_G06	NA	black	0	4.878	0
MGH36_P7_G08	NA	black	0	1.8375	0
MGH36_P7_G09	0.481093065132	green3	2	4.9239	5.1449
MGH36_P7_G10	NA	black	0	3.5117	0
MGH36_P7_G11	NA	black	0	5.7294	0
MGH36_P7_H01	NA	black	0	1.9373	0
MGH36_P7_H02	NA	black	0	5.8417	0
MGH36_P7_H03	NA	black	0	1.3045	0
MGH36_P7_H04	0.781846087614	green3	2	3.1354	0.55974
MGH36_P7_H07	NA	black	0	5.8812	0
MGH36_P7_H08	NA	black	0	4.6872	0
MGH36_P7_H10	NA	black	0	2.1174	0
MGH36_P7_H11	NA	black	0	3.8173	0
MGH36_P7_H12	2.88837002448	black	0	0.76977	1.3248
MGH36_P5_A02	NA	black	0	5.5762	0
MGH36_P5_A03	0.828612267914	green3	2	4.9648	5.965
MGH36_P5_A05	NA	black	0	1.8213	0
MGH36_P5_A06	NA	black	0	5.9413	0
MGH36_P5_A07	NA	black	0	6.3363	0
MGH36_P5_A08	-0.550031388589	green3	2	2.5226	4.9691
MGH36_P5_A09	NA	black	0	3.9477	0
MGH36_P5_B02	1.34458906361	green3	2	6.0273	5.6233
MGH36_P5_B03	-0.143833363514	green3	2	3.8654	0.70752
MGH36_P5_B04	NA	black	0	6.4464	0
MGH36_P5_B05	NA	black	0	4.249	0
MGH36_P5_B06	NA	black	0	4.1274	0
MGH36_P5_B07	NA	black	0	4.3242	0
MGH36_P5_B08	NA	black	0	2.4675	0
MGH36_P5_B09	0.0351351465886	green3	2	4.394	4.1105
MGH36_P5_B10	NA	black	0	6.3931	0
MGH36_P5_B11	NA	black	0	5.9889	0
MGH36_P5_C01	NA	black	0	3.7558	0
MGH36_P5_C02	NA	black	0	5.8911	0
MGH36_P5_C03	NA	black	0	4.7857	0
MGH36_P5_C04	NA	black	0	3.7669	0
MGH36_P5_C05	NA	black	0	3.8462	0
MGH36_P5_C06	-1.04661574003	green3	2	2.713	6.2197
MGH36_P5_C09	0.0323405544591	green3	2	4.7041	4.0516
MGH36_P5_C11	-0.66097195233	green3	2	4.6377	1.9389
MGH36_P5_C12	0.746670185737	green3	2	2.8333	1.8392
MGH36_P5_D01	NA	black	0	0	3.6152
MGH36_P5_D02	-1.68106254732	red	1	4.9427	0.3115
MGH36_P5_D03	-0.391962396285	green3	2	5.0743	3.154
MGH36_P5_D04	NA	black	0	5.0158	0
MGH36_P5_D06	NA	black	0	6.2428	0
MGH36_P5_D07	-0.127743029057	green3	2	2.7512	4.2073
MGH36_P5_D08	-0.112700142126	green3	2	4.8763	3.6792
MGH36_P5_D09	0.012778988266	green3	2	3.7117	3.6312
MGH36_P5_D11	4.38496350573	black	0	0.1375	0.64985
MGH36_P5_D12	0.423816365429	green3	2	2.7301	2.8707
MGH36_P5_E01	NA	black	0	4.0364	0
MGH36_P5_E02	-0.582451133468	green3	2	5.5918	3.1247
MGH36_P5_E03	-0.00248470352831	green3	2	3.829	4.3748
MGH36_P5_E05	0.58148721199	green3	2	6.3877	4.599
MGH36_P5_E07	-0.0303838034607	green3	2	3.9902	3.4685
MGH36_P5_E08	NA	black	0	2.7051	0
MGH36_P5_E09	NA	black	0	4.6109	0
MGH36_P5_E10	-0.633737032824	green3	2	5.0559	2.6478
MGH36_P5_E11	NA	black	0	2.4526	0
MGH36_P5_F02	-0.913067408037	green3	2	5.3249	2.4152
MGH36_P5_F04	NA	black	0	2.0158	0
MGH36_P5_F05	-0.0428014133508	green3	2	3.7273	4.8045
MGH36_P5_F06	NA	black	0	3.1731	0
MGH36_P5_F07	0.6686735042	green3	2	5.1586	5.3197
MGH36_P5_F08	-0.864297410064	green3	2	2.0282	5.1113
MGH36_P5_F09	NA	black	0	4.2314	0
MGH36_P5_F10	NA	black	0	5.6451	0
MGH36_P5_F11	NA	black	0	5.783	0
MGH36_P5_G01	NA	black	0	3.7673	0
MGH36_P5_G02	-0.122046549397	green3	2	4.3293	3.3231
MGH36_P5_G04	0.695902912487	green3	2	3.1851	0.68347
MGH36_P5_G06	NA	black	0	2.3741	0
MGH36_P5_G07	NA	black	0	4.1156	0
MGH36_P5_G08	-1.61626775822	red	1	1.8699	5.972
MGH36_P5_G09	0.255510191877	green3	2	5.0277	4.5285
MGH36_P5_G10	NA	black	0	6.0196	0
MGH36_P5_G11	NA	black	0	3.8472	0
MGH36_P5_H02	0.156988234264	green3	2	4.7922	4.389
MGH36_P5_H03	NA	black	0	5.4168	0
MGH36_P5_H05	-0.910606134052	green3	2	2.1855	5.299
MGH36_P5_H06	NA	black	0	6.7096	0
MGH36_P5_H07	-0.9231982417	green3	2	2.7545	6.0309
MGH36_P5_H09	1.49314925186	green3	2	2.1625	1.4552
MGH36_P10_A02	NA	black	0	3.945	0
MGH36_P10_A04	-0.0217618305695	green3	2	4.582	3.8755
MGH36_P10_A05	NA	black	0	5.1659	0
MGH36_P10_A06	NA	black	0	5.0553	0
MGH36_P10_A07	-0.0701680037131	green3	2	3.8284	1.1947
MGH36_P10_A09	-0.348168870049	green3	2	2.6622	4.6629
MGH36_P10_A11	NA	black	0	0	0
MGH36_P10_A12	0.0165733941737	green3	2	3.6847	3.6159
MGH36_P10_B01	-0.893561953838	green3	2	1.0335	4.6821
MGH36_P10_B03	0.483796925796	green3	2	2.8442	2.578
MGH36_P10_B05	-0.0284724181515	green3	2	4.0031	3.5257
MGH36_P10_B07	-2.04131136337	black	0	5.1542	0.20414
MGH36_P10_B08	-0.122192611678	green3	2	4.0891	2.8211
MGH36_P10_B10	NA	black	0	4.4887	0
MGH36_P10_B11	-0.0420952074026	green3	2	4.7773	3.8405
MGH36_P10_C01	NA	black	0	2.2579	0
MGH36_P10_C03	NA	black	0	0	3.8541
MGH36_P10_C04	-0.784612046074	green3	2	4.5954	1.473
MGH36_P10_C06	NA	black	0	1.8152	0
MGH36_P10_C07	NA	black	0	2.9077	0
MGH36_P10_C08	0.806615917648	green3	2	2.7214	1.91
MGH36_P10_C09	NA	black	0	4.4276	0
MGH36_P10_C10	NA	black	0	1.6332	0
MGH36_P10_C12	0.0684436075598	green3	2	5.0262	4.1135
MGH36_P10_D01	NA	black	0	0.51904	0
MGH36_P10_D02	NA	black	0	0	0
MGH36_P10_D03	0.0693978077847	green3	2	3.6359	2.8484
MGH36_P10_D04	NA	black	0	5.2436	0
MGH36_P10_D05	NA	black	0	3.6289	0
MGH36_P10_D07	0.128762259229	green3	2	3.4455	2.9924
MGH36_P10_D09	NA	black	0	0	3.1596
MGH36_P10_D10	0.00903935037367	green3	2	3.9728	4.1077
MGH36_P10_D11	-1.14337353712	green3	2	4.9457	1.4265
MGH36_P10_D12	1.44741121793	green3	2	2.688	0.29631
MGH36_P10_E02	0.0590136533173	green3	2	4.881	4.1068
MGH36_P10_E03	-0.0602477539377	green3	2	3.689	4.8665
MGH36_P10_E04	NA	black	0	6.2936	0
MGH36_P10_E05	0.0441596254047	green3	2	4.1237	4.349
MGH36_P10_E07	0.0493372685471	green3	2	3.6636	3.0409
MGH36_P10_E10	NA	black	0	5.2393	0
MGH36_P10_E11	0.41185103925	green3	2	5.5476	4.6109
MGH36_P10_E12	-0.549436173778	green3	2	5.6487	3.1988
MGH36_P10_F02	NA	black	0	3.0027	0
MGH36_P10_F03	NA	black	0	4.894	0
MGH36_P10_F05	NA	black	0	4.6605	0
MGH36_P10_F06	NA	black	0	0	0
MGH36_P10_F08	NA	black	0	4.1769	0
MGH36_P10_F09	NA	black	0	0	0
MGH36_P10_F10	-1.16458586403	green3	2	5.9862	2.5998
MGH36_P10_F11	-0.108254811074	green3	2	2.702	4.1483
MGH36_P10_F12	-0.581734538668	green3	2	4.5373	1.9422
MGH36_P10_G01	-0.0348728806598	green3	2	5.5403	3.9241
MGH36_P10_G02	0.109881998629	green3	2	4.6939	4.2906
MGH36_P10_G03	0.140340992547	green3	2	5.8459	4.1683
MGH36_P10_G05	NA	black	0	3.3177	0
MGH36_P10_G06	-0.18326446474	green3	2	4.765	3.4501
MGH36_P10_G07	0.365800585298	green3	2	4.8066	4.9648
MGH36_P10_G08	NA	black	0	0.69243	0
MGH36_P10_G09	-0.282906195406	green3	2	5.5454	3.5489
MGH36_P10_G10	0.615715807213	green3	2	6.1267	4.7004
MGH36_P10_G11	NA	black	0	5.0478	0
MGH36_P10_H01	0.644177668063	green3	2	1.8544	3.0154
MGH36_P10_H03	0.134610680013	green3	2	3.0369	3.46
MGH36_P10_H04	-0.00551827681061	green3	2	3.9343	3.797
MGH36_P10_H05	NA	black	0	4.1159	0
MGH36_P10_H06	NA	black	0	0	0
MGH36_P10_H09	2.30905698736	black	0	1.9742	0.46571
MGH36_P10_H11	0.152972884692	green3	2	4.768	4.3883
MGH36_P10_H12	-1.56448760102	red	1	5.1348	1.0007
MGH36_P8_A01	-0.659114368893	green3	2	1.2762	4.5299
MGH36_P8_A03	1.32066215759	green3	2	1.7761	2.158
MGH36_P8_A04	-0.0620080249359	green3	2	3.2683	4.1986
MGH36_P8_A06	0.178951382579	green3	2	4.4856	4.6852
MGH36_P8_A07	0.868749812958	green3	2	2.9332	1.1629
MGH36_P8_A08	-0.890136895511	green3	2	2.3303	5.3988
MGH36_P8_A09	-0.206238471206	green3	2	2.8229	4.4295
MGH36_P8_A11	0.00590301238328	green3	2	3.3324	3.8859
MGH36_P8_A12	0.0310679550327	green3	2	2.498	3.833
MGH36_P8_B01	NA	black	0	1.6853	0
MGH36_P8_B02	NA	black	0	0	4.8805
MGH36_P8_B03	-0.331384482171	green3	2	4.2321	2.0165
MGH36_P8_B04	NA	black	0	3.9406	0
MGH36_P8_B05	1.90055469118	black	0	1.1276	1.9851
MGH36_P8_B08	-0.11894535674	green3	2	4.557	3.5282
MGH36_P8_B09	0.0959610492188	green3	2	4.086	5.0511
MGH36_P8_B10	0.0891876032853	green3	2	5.5214	4.1151
MGH36_P8_B11	NA	black	0	0	5.5325
MGH36_P8_B12	NA	black	0	0	3.6058
MGH36_P8_C01	0.0891258190593	green3	2	3.3303	3.4412
MGH36_P8_C02	-0.287565886211	green3	2	5.0308	3.345
MGH36_P8_C03	0.0207770825767	green3	2	2.4322	3.8533
MGH36_P8_C05	-0.0379660111895	green3	2	4.009	3.4145
MGH36_P8_C06	NA	black	0	5.1176	0
MGH36_P8_C09	-0.0298657319483	green3	2	3.9432	3.3193
MGH36_P8_C10	NA	black	0	4.2897	0
MGH36_P8_C12	NA	black	0	1.6586	0
MGH36_P8_D01	0.278403098482	green3	2	3.4902	1.2552
MGH36_P8_D03	-0.484867882591	green3	2	4.9788	2.8836
MGH36_P8_D04	NA	black	0	3.0475	0
MGH36_P8_D05	-1.6604061375	red	1	5.0413	0.61259
MGH36_P8_D07	-0.373052667737	green3	2	5.3832	3.3512
MGH36_P8_D08	-0.10874038643	green3	2	4.2522	3.292
MGH36_P8_D09	NA	black	0	3.8245	0
MGH36_P8_D10	NA	black	0	3.0542	0
MGH36_P8_D11	-0.167170252876	green3	2	4.6582	3.4331
MGH36_P8_D12	0.109681952612	green3	2	3.3284	3.3303
MGH36_P8_E01	0.00896838913604	green3	2	3.7702	3.4577
MGH36_P8_E02	0.19577632339	green3	2	4.2931	5.1318
MGH36_P8_E03	-0.1847074011	green3	2	4.7186	3.419
MGH36_P8_E04	0.624435841728	green3	2	2.497	2.6415
MGH36_P8_E05	-0.67942220798	green3	2	5.407	2.8667
MGH36_P8_E06	-0.414035966429	green3	2	5.1465	3.1566
MGH36_P8_E08	-0.544932370616	green3	2	5.3105	3.0238
MGH36_P8_E10	-0.565330388967	green3	2	2.7396	5.2117
MGH36_P8_F02	0.669372765347	green3	2	2.8978	1.9241
MGH36_P8_F04	NA	black	0	1.0656	0
MGH36_P8_F05	NA	black	0	4.1583	0
MGH36_P8_F07	NA	black	0	0	0
MGH36_P8_F09	0.420203222235	green3	2	1.2222	3.4363
MGH36_P8_G01	0.131453785296	green3	2	3.3172	3.2256
MGH36_P8_G02	NA	black	0	3.7922	0
MGH36_P8_G03	NA	black	0	5.0788	0
MGH36_P8_G04	-0.164380303608	green3	2	5.075	3.6216
MGH36_P8_G05	NA	black	0	2.0885	0
MGH36_P8_G06	NA	black	0	4.7038	0
MGH36_P8_G07	0.0651054945913	green3	2	5.4892	4.0788
MGH36_P8_G08	-0.31378340455	green3	2	3.0425	4.9138
MGH36_P8_G09	-0.550124980585	green3	2	5.1933	2.9324
MGH36_P8_G10	-0.37703755002	green3	2	4.4606	2.4704
MGH36_P8_G12	NA	black	0	4.9252	0
MGH36_P8_H01	-0.24901571417	green3	2	4.1743	2.2537
MGH36_P8_H03	1.29430711353	green3	2	2.4308	1.359
MGH36_P8_H04	0.186592635647	green3	2	0.29396	3.6954
MGH36_P8_H06	-0.10059439779	green3	2	3.4757	4.6222
MGH36_P8_H07	-0.0658878697988	green3	2	3.9389	2.694
MGH36_P8_H09	-0.00510180575999	green3	2	3.8772	3.6743
MGH36_P8_H10	-0.0362009483729	green3	2	2.9603	4.0147
MGH36_P8_H11	0.0460779902154	green3	2	4.1634	4.3138
MGH36_P9_A01	0.0383213610411	green3	2	4.2529	4.1835
MGH36_P9_A02	NA	black	0	0	0
MGH36_P9_A03	NA	black	0	3.7948	0
MGH36_P9_A05	-0.394736606678	green3	2	5.3492	3.3001
MGH36_P9_A06	NA	black	0	0	1.0895
MGH36_P9_A07	-2.17320657321	black	0	5.269	0.26063
MGH36_P9_A09	NA	black	0	4.9727	0
MGH36_P9_A10	NA	black	0	5.3521	0
MGH36_P9_A11	NA	black	0	5.2721	0
MGH36_P9_A12	NA	black	0	4.7892	0
MGH36_P9_B01	-0.0834392130003	green3	2	3.5753	4.7098
MGH36_P9_B04	0.217485802709	green3	2	2.2795	3.5197
MGH36_P9_B06	0.564857707834	green3	2	3.1418	1.5671
MGH36_P9_B07	-0.123513211038	green3	2	4.2971	3.2744
MGH36_P9_B08	0.164853899072	green3	2	4.8254	4.3963
MGH36_P9_B09	NA	black	0	4.1537	0
MGH36_P9_B10	8.85040822692e-05	green3	2	4.9205	3.9606
MGH36_P9_B11	-0.509104240458	green3	2	4.4731	2.0225
MGH36_P9_B12	0.208123317755	green3	2	3.2575	2.9245
MGH36_P9_C01	NA	black	0	3.5435	0
MGH36_P9_C02	-0.228773806386	green3	2	4.6095	3.2019
MGH36_P9_C03	0.499924085243	green3	2	2.6652	2.75
MGH36_P9_C05	0.0964894004564	green3	2	4.237	4.591
MGH36_P9_C07	NA	black	0	5.1181	0
MGH36_P9_C08	NA	black	0	5.5248	0
MGH36_P9_C09	NA	black	0	1.6466	0
MGH36_P9_C11	-0.968900179387	green3	2	5.2075	2.1871
MGH36_P9_C12	NA	black	0	1.5974	0
MGH36_P9_D05	0.423266642644	green3	2	4.6033	5.4621
MGH36_P9_D07	NA	black	0	0	5.1853
MGH36_P9_D08	NA	black	0	5.3194	0
MGH36_P9_D09	-0.951923801962	green3	2	5.151	2.1457
MGH36_P9_D10	NA	black	0	3.0528	0
MGH36_P9_D11	-0.339629186657	green3	2	4.7141	2.9769
MGH36_P9_E01	-0.0163710273396	green3	2	4.4664	3.8807
MGH36_P9_E02	-0.204080567611	green3	2	5.2332	3.5911
MGH36_P9_E03	-0.983661621994	green3	2	1.3962	4.9076
MGH36_P9_E04	-0.846809445063	green3	2	4.4002	0.56755
MGH36_P9_E05	-0.0719918503748	green3	2	4.0933	3.2629
MGH36_P9_E06	-0.521485929407	green3	2	4.4232	1.8363
MGH36_P9_E07	-0.063496862261	green3	2	5.0584	3.8293
MGH36_P9_E08	-0.00277866375825	green3	2	3.9092	3.8413
MGH36_P9_E10	1.01659856149	green3	2	5.8654	5.3155
MGH36_P9_E11	-0.543999903658	green3	2	1.7719	4.5581
MGH36_P9_E12	-0.278100569204	green3	2	2.7163	4.5414
MGH36_P9_F02	-0.215000367085	green3	2	4.2593	2.7183
MGH36_P9_F03	-1.1114832076	green3	2	5.3657	2.1355
MGH36_P9_F04	2.94411657216	black	0	0.8984	1.1603
MGH36_P9_F08	NA	black	0	5.5067	0
MGH36_P9_F09	0.0588337898484	green3	2	4.5385	4.1692
MGH36_P9_F10	-0.218473718374	green3	2	4.2678	2.7212
MGH36_P9_F11	0.0177912526769	green3	2	4.3392	4.0365
MGH36_P9_F12	-0.209445619931	green3	2	2.747	4.399
MGH36_P9_G03	0.544352941668	green3	2	2.6102	2.7029
MGH36_P9_G04	1.31512221145	green3	2	1.7398	2.1953
MGH36_P9_G05	NA	black	0	4.6175	0
MGH36_P9_G06	-0.25552734291	green3	2	5.186	3.4792
MGH36_P9_G07	NA	black	0	0	4.7538
MGH36_P9_G08	-0.591721634565	green3	2	2.0618	4.7444
MGH36_P9_G09	-0.52745329661	green3	2	4.5571	2.1635
MGH36_P9_G10	-0.166126102779	green3	2	4.5106	3.3245
MGH36_P9_G11	-0.212743081864	green3	2	4.2102	2.595
MGH36_P9_H01	-0.190020744869	green3	2	2.516	4.2688
MGH36_P9_H02	NA	black	0	3.6175	0
MGH36_P9_H03	0.316180443628	green3	2	2.7058	3.1535
MGH36_P9_H04	NA	black	0	1.7084	0
MGH36_P9_H06	NA	black	0	0.85758	0
MGH36_P9_H07	0.441996706471	green3	2	4.5874	5.5699
MGH36_P9_H08	-0.394766411698	green3	2	2.1306	4.4845
MGH36_P9_H10	-0.103102582924	green3	2	5.7525	3.8432
MGH36_P9_H11	0.093727828987	green3	2	3.1873	3.5272
MGH36_P9_H12	NA	black	0	3.7413	0
MGH36_P2_A01	NA	black	0	5.1848	0
MGH36_P2_A03	NA	black	0	1.3824	0
MGH36_P2_A04	0.690682563811	green3	2	0.26183	3.3247
MGH36_P2_A05	0.0218952406603	green3	2	4.98	4.0119
MGH36_P2_A06	NA	black	0	0.89918	0
MGH36_P2_A07	0.876436851535	green3	2	4.8537	6.3451
MGH36_P2_A08	0.396808779837	green3	2	5.0259	4.8486
MGH36_P2_A11	0.680299435478	green3	2	5.3981	5.1307
MGH36_P2_B03	-0.0517890812432	green3	2	3.8903	2.5084
MGH36_P2_B04	0.109086819968	green3	2	4.1086	5.0936
MGH36_P2_B05	NA	black	0	0	5.4434
MGH36_P2_B06	0.0668011296607	green3	2	5.3273	4.0885
MGH36_P2_B07	0.00328915679115	green3	2	4.1218	3.9682
MGH36_P2_B08	-0.0917117738207	green3	2	4.0806	3.0545
MGH36_P2_B09	0.431480984856	green3	2	5.2522	4.7751
MGH36_P2_B10	NA	black	0	1.5675	0
MGH36_P2_B11	-1.0757338675	green3	2	4.9224	1.5226
MGH36_P2_B12	NA	black	0	0.78409	0
MGH36_P2_C02	-0.222793857707	green3	2	4.3935	2.9546
MGH36_P2_C03	0.233501690014	green3	2	4.5495	4.8282
MGH36_P2_C04	0.0150236744139	green3	2	3.8991	4.8276
MGH36_P2_C07	-0.464386292235	green3	2	2.7759	5.0195
MGH36_P2_C08	NA	black	0	2.4883	0
MGH36_P2_C09	0.00065148159979	green3	2	3.8459	4.2702
MGH36_P2_C10	NA	black	0	1.4431	0
MGH36_P2_C11	1.03180310216	green3	2	5.7029	5.4532
MGH36_P2_C12	0.0147305606638	green3	2	3.8957	5.3139
MGH36_P2_D01	NA	black	0	2.7958	0
MGH36_P2_D02	NA	black	0	3.739	0
MGH36_P2_D04	NA	black	0	4.5733	0
MGH36_P2_D05	NA	black	0	5.9147	0
MGH36_P2_D06	0.159215340313	green3	2	3.3852	2.9313
MGH36_P2_D07	0.612074872451	green3	2	4.7064	5.8953
MGH36_P2_D08	0.20613556988	green3	2	4.7806	4.5333
MGH36_P2_D09	NA	black	0	3.9185	0
MGH36_P2_D10	-0.108912443503	green3	2	3.7252	5.7689
MGH36_P2_D11	NA	black	0	2.2446	0
MGH36_P2_E01	0.594188860099	green3	2	5.0712	5.252
MGH36_P2_E02	NA	black	0	4.8555	0
MGH36_P2_E03	-0.200562932576	green3	2	3.9429	1.0895
MGH36_P2_E04	NA	black	0	2.1362	0
MGH36_P2_E06	NA	black	0	5.109	0
MGH36_P2_E07	NA	black	0	4.1903	0
MGH36_P2_E08	-0.234210513197	green3	2	2.5799	4.3799
MGH36_P2_E09	NA	black	0	3.0602	0
MGH36_P2_E10	0.114504175398	green3	2	5.5754	4.1504
MGH36_P2_F02	NA	black	0	4.6833	0
MGH36_P2_F03	NA	black	0	4.9558	0
MGH36_P2_F04	0.253138351508	green3	2	6.133	4.2821
MGH36_P2_F06	NA	black	0	5.2755	0
MGH36_P2_F07	1.0969025463	green3	2	5.5807	5.6598
MGH36_P2_F08	-1.39297292641	red	1	4.6633	0.044044
MGH36_P2_F10	-0.262368082924	green3	2	5.0175	3.392
MGH36_P2_F11	0.216390759424	green3	2	3.5247	1.6471
MGH36_P2_F12	-0.0312754809939	green3	2	3.8086	5.3098
MGH36_P2_G01	-1.00845211296	green3	2	1.8148	5.1604
MGH36_P2_G02	NA	black	0	3.6958	0
MGH36_P2_G03	NA	black	0	1.7557	0
MGH36_P2_G04	0.883655739467	green3	2	2.3199	2.3199
MGH36_P2_G05	0.179211367329	green3	2	4.9006	4.4027
