Cell_name	Zvalue	Color	Cluster	BRCA1	STAT3
MGH53_P2_E03	NA	black	0	0.21909	0
MGH53_P1_A05	-0.360137265477	red	1	0.12565	3.347
MGH36_P7_D12	0.571302421035	green3	2	0.1137	0.36401
MGH53_P4_H03	NA	black	0	0	4.4372
MGH53_P2_E05	NA	black	0	0	0.19535
MGH36_P4_H11	NA	black	0	0	2.4166
MGH53_P1_B01	-0.640660886463	red	1	0.31267	5.0552
MGH54_P2_G03	NA	black	0	0	0
MGH53_P2_F12	NA	black	0	0	4.0004
MGH36_P4_C09	0.251496688181	red	1	0.24489	1.1808
MGH36_P5_C08	-0.715367962107	red	1	0.21288	4.7887
MGH36_P4_H06	0.526758775425	green3	2	0.21039	0.15834
MGH36_P10_E01	NA	black	0	0	0.65992
MGH36_P8_E12	NA	black	0	0.18015	0
MGH53_P2_C10	-0.0439292731558	red	1	0.15445	2.362
MGH36_P4_H08	NA	black	0	0	0
MGH36_P7_F07	0.4383101821	green3	2	0.1137	0.80488
MGH54_P2_A09	3.8179030172	black	0	3.7669	4.6616
MGH36_P6_H11	0.503764054194	green3	2	0.21288	0.24123
MGH53_P2_E12	0.229632185703	red	1	0.46048	0.35389
MGH53_P1_F08	NA	black	0	0	4.906
MGH36_P6_D12	-0.48868730988	red	1	0.18903	3.9205
MGH36_P2_H09	0.308403712532	red	1	0.20664	1.0412
MGH53_P1_C01	NA	black	0	0	5.0108
MGH53_P2_F11	NA	black	0	0	3.6218
MGH36_P6_H04	NA	black	0	0.2857	0
MGH36_P5_G05	-1.30214974304	red	1	0.077243	5.8706
MGH53_P4_B04	NA	black	0	0	2.1548
MGH53_P1_E05	NA	black	0	0	4.0583
MGH36_P10_A08	NA	black	0	0	1.748
MGH36_P9_G01	NA	black	0	0	4.1782
MGH53_P4_A06	-2.45490101849	black	0	4.2956	1.0475
MGH36_P6_B09	0.0907885731554	red	1	1.0222	2.7835
MGH54_P2_D09	NA	black	0	0	0.42868
MGH53_P1_E06	NA	black	0	0	0.21661
MGH36_P4_A10	NA	black	0	0	0.27262
MGH36_P6_B02	-0.474465979779	red	1	0.24853	4.0744
MGH53_P4_G06	0.5611911856	green3	2	0.15186	0.26544
MGH36_P8_F01	-0.0105562600587	red	1	0.40926	2.2869
MGH36_P9_F06	1.660472543	blue	3	2.7566	3.8066
MGH36_P5_H04	0.678810924087	red	1	0.056584	0.20789
MGH53_P1_B03	-0.0756528922737	red	1	0.13619	2.4597
MGH53_P2_D05	-0.0921380442528	red	1	0.54794	3.2415
MGH36_P4_G12	NA	black	0	0	0
MGH53_P2_D11	-0.26259882423	red	1	0.23756	3.2377
MGH53_P4_C02	0.117631595252	red	1	0.1865	1.7908
MGH53_P4_F04	NA	black	0	0	4.8984
MGH36_P3_D10	0.302802015391	red	1	0.41359	0.16221
MGH54_P2_F04	NA	black	0	0	0.22404
MGH36_P6_A03	-0.45699724689	red	1	0.20914	3.8742
MGH53_P1_F07	0.448250566751	green3	2	0.17377	0.60217
MGH36_P5_H08	NA	black	0	0	1.2576
MGH54_P2_A04	NA	black	0	0	4.2833
MGH53_P4_E11	1.89083770161	black	0	3.1489	3.7484
MGH53_P2_G03	NA	black	0	0	2.754
MGH36_P3_F04	0.534287874146	green3	2	0.15575	0.34823
MGH54_P2_B02	NA	black	0	0	0.51197
MGH36_P5_C07	0.512273599361	green3	2	0.21909	0.17887
MGH53_P2_E02	0.143724915452	red	1	0.11902	1.7545
MGH54_P2_F09	0.646667633191	green3	2	0.11902	0.090853
MGH36_P3_D05	NA	black	0	0	0
MGH36_P5_F12	-0.817978677827	red	1	0.14143	4.7992
MGH53_P2_H09	0.613736688092	green3	2	0.14012	0.123
MGH54_P2_F07	NA	black	0	0	0.10702
MGH36_P5_D10	-1.00090240959	red	1	0.14405	5.3642
MGH54_P2_F11	NA	black	0	0.22033	0
MGH53_P2_H04	-0.306745718575	red	1	0.27023	3.4908
MGH36_P6_F09	-0.470790687971	red	1	0.27023	4.1458
MGH36_P9_F05	NA	black	0	0	3.2547
MGH36_P8_G11	-0.105826457758	red	1	0.30334	2.7011
MGH54_P2_A07	0.48326080467	green3	2	0.24367	0.18903
MGH36_P7_H06	NA	black	0	0	0.067639
MGH53_P1_A01	-0.618975870096	red	1	0.17505	4.3062
MGH53_P1_A02	NA	black	0	0	4.2212
MGH54_P2_E07	NA	black	0	0	0.88206
MGH53_P4_F07	NA	black	0	0	0
MGH53_P2_C05	NA	black	0	0.47612	0
MGH53_P4_H07	NA	black	0	0	4.5999
MGH53_P2_C06	NA	black	0	0	5.2247
MGH36_P3_F03	NA	black	0	0	3.2575
MGH36_P2_A10	-0.468006050865	red	1	0.13356	3.6984
MGH53_P4_E03	NA	black	0	0	3.4805
MGH36_P9_D12	NA	black	0	0	1.7655
MGH54_P2_H03	0.666007507329	red	1	0.10299	0.086784
MGH36_P4_D06	NA	black	0	0.11503	0
MGH53_P2_B03	NA	black	0	0	1.2197
MGH53_P4_F03	NA	black	0	0	3.1048
MGH36_P10_E09	NA	black	0	0	3.5434
MGH53_P1_G02	NA	black	0	0.17377	0
MGH54_P2_A02	NA	black	0	0	0.54201
MGH36_P3_A07	NA	black	0	0	0.10434
MGH53_P4_E12	0.534044495226	green3	2	0.18015	0.25701
MGH54_P2_A03	NA	black	0	0	2.764
MGH53_P4_E10	NA	black	0	0	3.4378
MGH54_P2_D08	NA	black	0	0	0.26424
MGH36_P8_A02	NA	black	0	0	2.8746
MGH54_P2_B07	-0.329535594034	red	1	0.25701	3.5445
MGH53_P1_B10	NA	black	0	0	0.11503
MGH53_P2_F08	2.97134554737	black	0	5.0594	3.6284
MGH36_P10_A01	-0.139213483218	red	1	0.26664	2.7989
MGH36_P10_F01	NA	black	0	0	3.0023
MGH53_P4_G03	NA	black	0	0	4.3364
MGH53_P1_F12	NA	black	0	0	0.60597
MGH36_P4_B03	-0.482713677785	red	1	0.19156	3.9081
MGH54_P2_C07	NA	black	0	0	3.2753
MGH53_P1_B02	NA	black	0	0	0.77231
MGH54_P2_D05	NA	black	0	0	0.24853
MGH53_P2_C08	-0.429274288735	red	1	0.31034	4.1467
MGH53_P4_H09	NA	black	0	0	0.69599
MGH36_P8_H02	NA	black	0	0	2.3981
MGH36_P10_H10	0.58400478807	green3	2	0.19409	0.0028825
MGH53_P1_A12	-0.445938611026	red	1	0.20163	3.8123
MGH36_P8_F08	0.497232055288	green3	2	0.14012	0.53207
MGH53_P1_D10	NA	black	0	0.24001	0
MGH53_P4_A09	NA	black	0	0	0.28924
MGH53_P2_H08	NA	black	0	0	1.7515
MGH36_P4_A09	0.316877203065	red	1	0.40381	0.13881
MGH53_P4_C08	0.477082784838	green3	2	0.25096	0.18142
MGH36_P5_E04	NA	black	0	0	3.382
MGH53_P2_A07	NA	black	0	0	5.0291
MGH54_P2_G10	0.462619056944	green3	2	0.097611	0.76553
MGH36_P7_E06	NA	black	0	0	5.403
MGH36_P9_D04	NA	black	0	0	0
MGH53_P1_C12	-3.60982535653	black	0	3.884	0.20038
MGH36_P8_F06	NA	black	0	0	2.648
MGH36_P1_G11	NA	black	0	0	0.041243
MGH53_P1_F02	NA	black	0	0	2.1512
MGH54_P2_D10	0.136344429639	red	1	0.10299	1.7895
MGH36_P9_A08	NA	black	0	0	0
MGH53_P2_H03	-0.402911204264	red	1	0.09356	3.4144
MGH53_P4_B03	NA	black	0	0	4.3332
MGH53_P1_F10	NA	black	0	0	3.2611
MGH53_P4_B05	NA	black	0	0	0.36849
MGH53_P2_B08	NA	black	0	0	3.4542
MGH36_P3_B06	NA	black	0	0.32423	0
MGH36_P10_C02	-0.354141310698	red	1	0.28924	3.7447
MGH36_P2_E05	-0.491820175753	red	1	0.18269	3.9114
MGH54_P2_G09	NA	black	0	0	0.16864
MGH54_P2_D12	NA	black	0	0	0.22527
MGH53_P2_H02	0.434327710319	green3	2	0.079975	0.8953
MGH36_P8_F11	0.694946063764	red	1	0.052416	0.17249
MGH53_P2_A10	NA	black	0	0	1.4704
MGH54_P2_E09	0.574447729025	green3	2	0.10568	0.37962
MGH36_P3_H06	0.430068716409	green3	2	0.22033	0.51299
MGH36_P5_D05	0.52502710183	green3	2	0.20414	0.19283
MGH54_P2_A11	NA	black	0	0	0.10434
MGH54_P2_G04	NA	black	0	0	0.11503
MGH36_P6_C01	NA	black	0	0.24732	0
MGH53_P2_E06	NA	black	0	0	4.5432
MGH53_P1_E01	NA	black	0	0	0
MGH36_P1_B01	0.492377831122	green3	2	0.051024	0.78325
MGH54_P2_H04	NA	black	0	0	0
MGH36_P2_C05	-0.510273935746	red	1	0.18269	3.9732
MGH36_P6_H05	-0.646149240999	red	1	0.090853	4.1121
MGH36_P10_E06	NA	black	0	0.12168	0
MGH54_P2_F03	NA	black	0	0	0
MGH36_P4_B10	0.293753574117	red	1	0.41792	0.19409
MGH54_P2_F02	-0.171926539388	red	1	0.30918	3.0086
MGH36_P2_E11	0.559392338266	green3	2	0.18523	0.13881
MGH54_P2_D11	-0.289082993018	red	1	0.12168	3.1204
MGH54_P2_G01	NA	black	0	0	1.177
MGH36_P9_D02	NA	black	0	0	2.8174
MGH54_P2_E06	-0.0914802108571	red	1	0.12433	2.5046
MGH54_P16_F12	-0.115937175736	red	1	0.16736	2.6121
MGH53_P5_C12	NA	black	0	0	0.53207
MGH54_P12_C10	NA	black	0	0.8496	0
MGH54_P16_F02	NA	black	0	0	1.7307
MGH54_P11_C11	NA	black	0	0	0.098958
MGH53_P1_E03	-0.475545614199	red	1	0.1903	3.8798
MGH54_P15_D06	NA	black	0	0	3.2502
MGH54_P14_F05	NA	black	0	0	4.0637
MGH54_P16_A03	NA	black	0	0	3.48
MGH53_P4_G11	NA	black	0	0	0.14535
MGH53_P7_B09	NA	black	0	0	0
MGH54_P17_D11	NA	black	0	0	0
MGH54_P10_G04	NA	black	0	0	1.0909
MGH54_P10_C06	NA	black	0	0	0
MGH53_P2_A02	NA	black	0	0	0
MGH53_P4_F06	0.475706580146	green3	2	0.26183	0.13356
MGH53_P7_F07	NA	black	0	2.4655	0
MGH53_P11_F06	0.611262191482	green3	2	0.14535	0.11103
MGH53_P5_G02	NA	black	0	0	4.8963
MGH53_P1_F09	NA	black	0	0	3.1104
MGH53_P11_H03	-0.501137546636	red	1	0.26424	4.2395
MGH53_P10_D11	NA	black	0	0	5.0138
MGH53_P1_A10	NA	black	0	0	2.8532
MGH53_P4_B12	0.7050385767	red	1	0.079975	0.045443
MGH53_P5_H09	NA	black	0	0	4.8863
MGH53_P9_D07	NA	black	0	0	0
MGH53_P11_E03	NA	black	0	0	3.2469
MGH53_P1_C02	NA	black	0	0	0.17887
MGH53_P10_F11	NA	black	0	3.2934	0
MGH53_P1_E02	NA	black	0	0	0.56462
MGH53_P1_D07	NA	black	0	0	0.2916
MGH53_P6_B01	NA	black	0	0	5.3557
MGH53_P2_G04	-0.989864897458	red	1	0.10836	5.1602
MGH53_P1_C05	NA	black	0	0	4.2389
MGH53_P2_G09	0.17970031424	red	1	0.514	0.3115
MGH53_P5_A05	NA	black	0	2.3234	0
MGH53_P5_F04	-0.046290358989	red	1	0.69599	4.7156
MGH53_P10_H03	NA	black	0	0.20914	0
MGH53_P11_F08	NA	black	0	3.6764	0
MGH54_P7_F12	-0.503791940813	red	1	0.17505	3.9278
MGH53_P8_F03	NA	black	0	0	2.9241
MGH53_P11_A07	NA	black	0	0	0.30685
MGH53_P6_B11	NA	black	0	3.9473	0
MGH53_P4_C07	NA	black	0	0	1.2054
MGH53_P6_H06	NA	black	0	0	6.2253
MGH36_P1_A01	-0.98998720896	red	1	0.096262	5.1066
MGH36_P1_A02	NA	black	0	0	0
MGH36_P1_A03	-0.942284800318	red	1	0.062122	4.8359
MGH36_P1_A04	NA	black	0	0	1.4699
MGH36_P1_A05	NA	black	0	0	4.5011
MGH36_P1_A06	NA	black	0	0	4.7378
MGH36_P1_A08	NA	black	0	0	3.3377
MGH36_P1_A10	NA	black	0	3.5955	0
MGH36_P1_A12	NA	black	0	0	0.067639
MGH36_P1_B02	0.671109842419	red	1	2.7257	2.9048
MGH36_P1_B03	NA	black	0	0	3.6714
MGH36_P1_B04	NA	black	0	0	2.7575
MGH36_P1_B06	-0.637315927782	red	1	0.03984	3.9491
MGH36_P1_B07	NA	black	0	0	4.5258
MGH36_P1_B08	-0.589860130812	red	1	0.053806	3.8557
MGH36_P1_B09	NA	black	0	0	3.7219
MGH36_P1_B10	NA	black	0	0	0.48543
MGH36_P1_B11	-1.00505663553	red	1	0.15834	5.4514
MGH36_P1_B12	0.136725051623	red	1	0.071763	1.8086
MGH36_P1_C01	0.634926783137	green3	2	0.070389	0.29866
MGH36_P1_C03	0.558677534235	green3	2	0.19409	0.10299
MGH36_P1_C05	NA	black	0	0	0.15186
MGH36_P1_C06	-0.714254884613	red	1	0.10165	4.3418
MGH36_P1_C07	NA	black	0	0	3.9287
MGH36_P1_C08	0.696884433513	red	1	0.060739	0.13881
MGH36_P1_C09	NA	black	0	0	2.5649
MGH36_P1_C10	-1.22997213171	red	1	0.052416	5.5562
MGH36_P1_C11	0.704914027298	red	1	0.041243	0.17887
MGH36_P1_D01	-0.140047875849	red	1	0.26063	2.7945
MGH36_P1_D02	NA	black	0	0	0.38957
MGH36_P1_D03	-0.337451313638	red	1	0.11902	3.265
MGH36_P1_D04	0.217907820634	red	1	0.22774	1.3545
MGH36_P1_D06	0.136862309118	red	1	0.15575	1.748
MGH36_P1_D07	0.984740650974	red	1	3.0411	3.0812
MGH36_P1_D08	-0.168805998731	red	1	0.60312	4.6968
MGH36_P1_D09	NA	black	0	0	3.8144
MGH36_P1_D11	NA	black	0	0	0.1177
MGH36_P1_F01	NA	black	0	0	4.978
MGH36_P1_F02	0.654252413862	green3	2	1.3488	4.2041
MGH36_P1_F03	0.763127522223	red	1	0.029983	0.044044
MGH36_P1_F04	-0.0184374944994	red	1	0.086784	2.2678
MGH36_P1_F05	0.0345694110928	red	1	0.46153	1.9575
MGH36_P1_F06	NA	black	0	0	4.8329
MGH36_P1_F08	NA	black	0	0	2.7985
MGH36_P1_F11	NA	black	0	0	4.4908
MGH36_P1_F12	-2.76389582294	black	0	2.9616	0.020058
MGH36_P1_G02	NA	black	0	0	5.025
MGH36_P1_G03	NA	black	0	0	3.2621
MGH36_P1_G04	NA	black	0	0	4.9308
MGH36_P1_G07	NA	black	0	0	4.9465
MGH36_P1_G08	NA	black	0	0	1.2314
MGH36_P1_G09	NA	black	0	0	3.2438
MGH36_P1_H02	NA	black	0	0	0.034216
MGH36_P1_H03	0.352511936206	red	1	0.034216	1.2209
MGH36_P1_H04	-0.25453501135	red	1	0.13093	3.0261
MGH36_P1_H05	NA	black	0	0	0.053806
MGH36_P1_H06	NA	black	0	0	0.14666
MGH36_P1_H07	NA	black	0	0	4.791
MGH36_P1_H09	NA	black	0	0	3.371
MGH36_P1_H10	0.74276584709	red	1	0.028569	0.10836
MGH36_P3_A01	NA	black	0	0	0.56657
MGH36_P3_A02	NA	black	0	0	0
MGH36_P3_A03	0.0981074121799	red	1	0.88049	3.358
MGH36_P3_A04	0.476428355271	green3	2	0.20664	0.3774
MGH36_P3_A05	NA	black	0	0	4.1604
MGH36_P3_A08	0.571659084474	green3	2	0.15186	0.22774
MGH36_P3_A09	NA	black	0	0	0.40272
MGH36_P3_A10	3.07676096108	black	0	3.5814	4.3201
MGH36_P3_A12	NA	black	0	0	4.0636
MGH36_P3_B02	NA	black	0	0	4.2873
MGH36_P3_B03	NA	black	0	0	0.21909
MGH36_P3_B04	-0.261234905455	red	1	0.21164	3.1806
MGH36_P3_B09	NA	black	0	0	0.21039
MGH36_P3_B10	-0.519457706997	red	1	0.32654	4.6207
MGH36_P3_B11	-0.487685152885	red	1	0.32654	4.481
MGH36_P3_B12	-0.523794062841	red	1	0.38626	5.0323
MGH36_P3_C01	NA	black	0	0	0.36401
MGH36_P3_C03	NA	black	0	0	0.15575
MGH36_P3_C04	0.208139209734	red	1	0.40708	0.87106
MGH36_P3_C05	-1.73925454775	black	0	2.839	0.77231
MGH36_P3_C06	NA	black	0	0	3.5349
MGH36_P3_C08	2.6042503644	black	0	2.2247	5.5409
MGH36_P3_C11	NA	black	0	0	4.9999
MGH36_P3_C12	NA	black	0	0	3.5068
MGH36_P3_D01	-0.250902376861	red	1	0.38626	3.62
MGH36_P3_D02	NA	black	0	0	2.3887
MGH36_P3_D03	NA	black	0	0	0
MGH36_P3_D04	NA	black	0	0	4.9654
MGH36_P3_D07	NA	black	0	0.66357	0
MGH36_P3_D08	NA	black	0	0	2.7805
MGH36_P3_D09	-0.546838371567	red	1	0.15704	4.0121
MGH36_P3_D11	-0.594783240257	red	1	0.15704	4.1649
MGH36_P3_E02	NA	black	0	0	0.52306
MGH36_P3_E04	0.368652189011	green3	2	0.11902	1.0222
MGH36_P3_E05	0.556290441171	green3	2	0.14405	0.3115
MGH36_P3_E06	NA	black	0	0	0.22157
MGH36_P3_E07	NA	black	0	0	0.24489
MGH36_P3_E08	NA	black	0	0	4.6439
MGH36_P3_E09	NA	black	0	0	1.9287
MGH36_P3_E10	NA	black	0	0	0.48027
MGH36_P3_E11	NA	black	0	0	0
MGH36_P3_E12	-0.188317077606	red	1	0.14535	2.8323
MGH36_P3_F01	NA	black	0	0	0.16993
MGH36_P3_F02	NA	black	0	0	0.42223
MGH36_P3_F05	NA	black	0	0	4.2357
MGH36_P3_F06	0.319624724114	red	1	0.12961	1.1641
MGH36_P3_F07	0.481977716241	green3	2	0.14274	0.57725
MGH36_P3_F08	NA	black	0	0	0.21537
MGH36_P3_F09	NA	black	0	0	0
MGH36_P3_F10	NA	black	0	0	0.12565
MGH36_P3_F11	NA	black	0	0	0.3584
MGH36_P3_F12	NA	black	0	0	4.8329
MGH36_P3_G01	0.445987314947	green3	2	0.24245	0.35727
MGH36_P3_G02	NA	black	0	0	5.1266
MGH36_P3_G03	0.409303344456	green3	2	0.14143	0.8335
MGH36_P3_G04	0.498431429013	green3	2	0.19912	0.31962
MGH36_P3_G05	-0.54766805955	red	1	0.22651	4.2587
MGH36_P3_G06	-0.983602229269	red	1	1.7782	0.56949
MGH36_P3_G08	-4.30481524008	black	0	4.7219	0.33457
MGH36_P3_G09	-0.536603043694	red	1	0.23879	4.2678
MGH36_P3_G10	0.266488641644	red	1	0.14012	1.3248
MGH36_P3_G11	-0.409073184272	red	1	0.16993	3.6003
MGH36_P3_G12	NA	black	0	0	2.344
MGH36_P3_H03	NA	black	0	0	4.0136
MGH36_P3_H04	-0.403327635087	red	1	0.14535	3.5234
MGH36_P3_H05	-0.407365495858	red	1	0.10165	3.4433
MGH36_P3_H07	-0.125961375839	red	1	0.60407	4.1604
MGH36_P3_H08	NA	black	0	0	2.2546
MGH36_P3_H11	-0.495560221221	red	1	0.14666	3.8189
MGH36_P3_H12	NA	black	0	0	4.5478
MGH36_P4_A01	0.548195075512	green3	2	0.17249	0.23389
MGH36_P4_A02	-0.0710643248432	red	1	0.1865	2.4683
MGH36_P4_A03	0.506949282886	green3	2	1.2023	4.2267
MGH36_P4_A04	NA	black	0	0	0.12961
MGH36_P4_A06	NA	black	0	0.14274	0
MGH36_P4_A07	1.01325607782	red	1	2.904	3.1515
MGH36_P4_A08	NA	black	0	0	0.51904
MGH36_P4_A11	-3.67348577914	black	0	5.0404	0.75873
MGH36_P4_A12	NA	black	0	0	0
MGH36_P4_B02	0.296951109957	red	1	0.41576	0.18777
MGH36_P4_B04	0.567268988218	green3	2	0.14535	0.26784
MGH36_P4_B05	0.790995715705	red	1	2.109	3.3262
MGH36_P4_B06	NA	black	0	0	0.76384
MGH36_P4_B08	-0.733849357546	red	1	0.14796	4.5679
MGH36_P4_B09	NA	black	0	0	0.45838
MGH36_P4_B12	NA	black	0	0	0.086784
MGH36_P4_C02	NA	black	0	0	0.19409
MGH36_P4_C03	NA	black	0	0.41792	0
MGH36_P4_C04	NA	black	0	0	0
MGH36_P4_C05	NA	black	0	0	0.12168
MGH36_P4_C06	NA	black	0	0	4.2105
MGH36_P4_C07	NA	black	0	0	4.3734
MGH36_P4_C08	NA	black	0	0.31267	0
MGH36_P4_C10	NA	black	0	0	0.26424
MGH36_P4_C11	NA	black	0	0	5.9726
MGH36_P4_C12	NA	black	0	0	5.0826
MGH36_P4_D01	NA	black	0	0	0.15963
MGH36_P4_D02	-0.486335740592	red	1	0.28806	4.2851
MGH36_P4_D05	NA	black	0	0	0.25217
MGH36_P4_D07	NA	black	0	0	0.11103
MGH36_P4_D08	NA	black	0	0	5.7746
MGH36_P4_D09	NA	black	0	0	0.123
MGH36_P4_D10	0.0354616768104	red	1	0.75788	4.4757
MGH36_P4_D11	4.68520311123	black	0	3.8998	5.0833
MGH36_P4_D12	0.661543367577	green3	2	0.12829	0.0028825
MGH36_P4_E01	-0.333446582572	red	1	0.13093	3.2738
MGH36_P4_E02	-0.555153905518	red	1	0.15575	4.0346
MGH36_P4_E04	NA	black	0	0	0.51096
MGH36_P4_E06	-0.499664924509	red	1	0.13619	3.8034
MGH36_P4_E07	NA	black	0	0	0
MGH36_P4_E08	0.383477857801	green3	2	0.29396	0.41359
MGH36_P4_E09	NA	black	0	0	5.9541
MGH36_P4_E10	NA	black	0	0	0
MGH36_P4_E11	NA	black	0	0	0
MGH36_P4_E12	0.318851573141	red	1	0.27501	0.79826
MGH36_P4_F01	0.626259394665	green3	2	0.13093	0.11503
MGH36_P4_F02	NA	black	0	0	4.0491
MGH36_P4_F03	NA	black	0	0	2.6787
MGH36_P4_F04	NA	black	0	0	4.0369
MGH36_P4_F05	NA	black	0	0	4.5507
MGH36_P4_F06	NA	black	0	0	4.7944
MGH36_P4_F07	NA	black	0	0	2.727
MGH36_P4_F09	0.628138044974	green3	2	0.11503	0.16864
MGH36_P4_F10	NA	black	0	0	0.11636
MGH36_P4_F11	0.425825399871	green3	2	0.29278	0.21039
MGH36_P4_F12	0.112480342448	red	1	0.15056	1.8351
MGH36_P4_G01	-0.316558695771	red	1	0.25217	3.4805
MGH36_P4_G02	NA	black	0	0	6.3116
MGH36_P4_G03	0.503742903492	green3	2	0.17632	0.38626
MGH36_P4_G04	-0.0729821527414	red	1	0.52707	2.9514
MGH36_P4_G05	0.326889203209	red	1	0.24732	0.8536
MGH36_P4_G06	NA	black	0	0	0.1776
MGH36_P4_G08	NA	black	0	0	0
MGH36_P4_G09	NA	black	0	0	0
MGH36_P4_G10	0.476549476197	green3	2	0.26544	0.11103
MGH36_P4_G11	0.555895251278	green3	2	0.12035	0.39397
MGH36_P4_H01	NA	black	0	0	3.9372
MGH36_P4_H02	NA	black	0	0.16479	0
MGH36_P4_H03	NA	black	0	0	5.573
MGH36_P4_H04	NA	black	0	0	0.20914
MGH36_P4_H05	0.571690614356	green3	2	0.17505	0.13488
MGH36_P4_H09	-0.210299120726	red	1	0.15963	2.9216
MGH36_P4_H12	NA	black	0	0	0
MGH36_P6_A02	-0.128084505413	red	1	0.543	3.5737
MGH36_P6_A04	0.620698648391	green3	2	0.10299	0.23634
MGH36_P6_A05	NA	black	0	0	0.29042
MGH36_P6_A07	-3.88649056301	black	0	4.091	0.18142
MGH36_P6_A08	0.518911937561	green3	2	0.18903	0.27977
MGH36_P6_A09	NA	black	0	0	0.3774
MGH36_P6_A10	0.65923643867	green3	2	0.10969	0.084064
MGH36_P6_A11	NA	black	0	0	0
MGH36_P6_B03	NA	black	0	0	5.8989
MGH36_P6_B04	NA	black	0	0	1.7502
MGH36_P6_B05	NA	black	0	0	1.3511
MGH36_P6_B06	-0.391076523011	red	1	0.10969	3.4105
MGH36_P6_B10	NA	black	0	0	4.1595
MGH36_P6_B11	NA	black	0	0	0.29866
MGH36_P6_B12	NA	black	0	0.20038	0
MGH36_P6_C02	NA	black	0	0	4.2593
MGH36_P6_C03	-3.76732861649	black	0	3.9977	0.1865
MGH36_P6_C04	NA	black	0	0	0
MGH36_P6_C05	NA	black	0	0.19156	0
MGH36_P6_C06	-0.29316273879	red	1	0.42975	4.0746
MGH36_P6_C07	NA	black	0	0	4.1633
MGH36_P6_C08	-0.650882239499	red	1	0.10969	4.183
MGH36_P6_C09	NA	black	0	0	0.17249
MGH36_P6_C11	NA	black	0	0	5.0442
MGH36_P6_C12	NA	black	0	0	0.59072
MGH36_P6_D01	NA	black	0	0.097611	0
MGH36_P6_D02	NA	black	0	0	3.3403
MGH36_P6_D03	NA	black	0	0	4.5569
MGH36_P6_D04	0.586975138278	green3	2	0.16607	0.11503
MGH36_P6_D05	NA	black	0	0	3.9866
MGH36_P6_D06	NA	black	0	0.12829	0
MGH36_P6_D07	NA	black	0	0	2.959
MGH36_P6_D08	-0.319447036906	red	1	0.25096	3.4885
MGH36_P6_D10	NA	black	0	0	4.4369
MGH36_P6_D11	NA	black	0	0	4.5056
MGH36_P6_E02	NA	black	0	0	0
MGH36_P6_E03	-0.248338374206	red	1	0.29514	3.3138
MGH36_P6_E04	-0.310369598945	red	1	0.096262	3.1462
MGH36_P6_E05	NA	black	0	0	4.2419
MGH36_P6_E06	0.502029870674	green3	2	0.23266	0.15963
MGH36_P6_E07	NA	black	0	0.18523	0
MGH36_P6_E08	-1.05974154053	red	1	0.09356	5.2895
MGH36_P6_E09	-0.0609788558695	red	1	0.2302	2.4534
MGH36_P6_E10	NA	black	0	0.20289	0
MGH36_P6_E11	0.517238072851	green3	2	0.13225	0.48749
MGH36_P6_E12	NA	black	0	0.66084	0
MGH36_P6_F01	NA	black	0	0	0
MGH36_P6_F04	-0.840671994522	red	1	0.11503	4.758
MGH36_P6_F06	NA	black	0	0	4.9541
MGH36_P6_F07	0.340629700233	red	1	0.042644	1.2425
MGH36_P6_F08	NA	black	0	0	0.20914
MGH36_P6_F10	NA	black	0	0	5.7363
MGH36_P6_F12	NA	black	0	0	3.8476
MGH36_P6_G01	NA	black	0	0	0.067639
MGH36_P6_G02	NA	black	0	0	2.4797
MGH36_P6_G03	0.563062637876	green3	2	0.16221	0.21909
MGH36_P6_G04	NA	black	0	0	0.20789
MGH36_P6_G05	-0.402964531607	red	1	0.1003	3.4276
MGH36_P6_G06	NA	black	0	0	5.2492
MGH36_P6_G07	-4.52824816577	black	0	4.7955	0.27023
MGH36_P6_G08	NA	black	0	0	4.931
MGH36_P6_G09	NA	black	0	0	4.233
MGH36_P6_G10	0.599106557691	green3	2	0.14535	0.15445
MGH36_P6_G11	1.54393558786	blue	3	3.2216	3.4476
MGH36_P6_G12	-0.272548267439	red	1	0.35389	3.6061
MGH36_P6_H06	NA	black	0	0	5.0681
MGH36_P6_H07	0.669051712053	red	1	0.1003	0.086784
MGH36_P6_H10	-0.576814368844	red	1	0.08134	3.8883
MGH36_P6_H12	1.7073231758	blue	3	1.8504	5.114
MGH36_P7_A01	0.00738723584126	red	1	0.48852	2.16
MGH36_P7_A02	NA	black	0	0	1.3539
MGH36_P7_A03	NA	black	0	0	4.0128
MGH36_P7_A04	NA	black	0	0	0
MGH36_P7_A06	NA	black	0	0	0.6332
MGH36_P7_A07	-0.189539294249	red	1	0.31962	3.1107
MGH36_P7_A08	0.382972712329	green3	2	0.28688	0.4489
MGH36_P7_A09	NA	black	0	0	4.9085
MGH36_P7_A10	0.0271891062181	red	1	0.15963	2.1217
MGH36_P7_A11	NA	black	0	0	0
MGH36_P7_A12	0.612070586357	green3	2	1.2606	4.3846
MGH36_P7_B01	NA	black	0	0	0
MGH36_P7_B02	-0.94189883743	red	1	0.14926	5.2119
MGH36_P7_B03	0.620863091445	green3	2	0.13881	0.10299
MGH36_P7_B04	NA	black	0	0	1.2588
MGH36_P7_B06	NA	black	0	0.10702	0
MGH36_P7_B07	NA	black	0	0	0.15445
MGH36_P7_B08	-0.714063742524	red	1	0.073135	4.2503
