Cell_name	Zvalue	Color	Cluster	ATM	BRCA1
MGH54_P11_B05	NA	black	0	1.4947	0
MGH54_P11_B06	NA	black	0	0.28096	0
MGH54_P11_B08	NA	black	0	0.41468	0
MGH54_P11_B09	0.26863777981	green3	2	0.098958	0.29514
MGH54_P11_B10	NA	black	0	0	0
MGH54_P11_B11	NA	black	0	0	0.18523
MGH54_P11_B12	NA	black	0	0.15575	0
MGH54_P11_C01	NA	black	0	3.6271	0
MGH54_P11_C02	NA	black	0	0	0.44679
MGH54_P11_C03	NA	black	0	0.094912	0
MGH54_P11_C04	-0.658785415935	red	1	2.6649	0.33914
MGH54_P11_C05	NA	black	0	0.16993	0
MGH54_P11_C06	-0.153666935788	red	1	1.3173	0.29983
MGH54_P11_C07	NA	black	0	2.8777	0
MGH54_P11_C08	0.194288471252	green3	2	0.39177	0.25338
MGH54_P11_C09	NA	black	0	2.9962	0
MGH54_P11_C10	NA	black	0	0.26303	0
MGH54_P11_C12	0.243097314615	green3	2	0.22651	0.27143
MGH54_P11_D01	NA	black	0	0.12433	0
MGH54_P11_D02	NA	black	0	0	0
MGH54_P11_D03	NA	black	0	0.584	0
MGH54_P11_D04	NA	black	0	1.7137	0
MGH54_P11_D05	NA	black	0	0.6332	0
MGH54_P11_D06	NA	black	0	0.34823	0
MGH54_P11_D07	0.201064538643	green3	2	0.38405	0.24489
MGH54_P11_D08	0.0158647198957	green3	2	0.85679	0.28688
MGH54_P11_D09	NA	black	0	0.15445	0
MGH54_P11_D10	NA	black	0	0	0
MGH54_P11_D11	NA	black	0	0	0
MGH54_P11_D12	NA	black	0	0	0
MGH54_P11_E01	NA	black	0	0.29866	0
MGH54_P11_E02	0.1175846326	green3	2	0.16607	0.48749
MGH54_P11_E03	NA	black	0	0.23389	0
MGH54_P11_E04	0.180821090706	green3	2	0.30918	0.33457
MGH54_P11_E05	NA	black	0	0.088142	0
MGH54_P11_E06	0.317239195371	green3	2	0.075875	0.24001
MGH54_P11_E07	NA	black	0	0	0.34028
MGH54_P11_E08	NA	black	0	0.28924	0
MGH54_P11_E09	NA	black	0	0.3115	0
MGH54_P11_E10	0.197974520094	green3	2	0.45838	0.18142
MGH54_P11_E11	NA	black	0	0.075875	0
MGH54_P11_E12	0.227492911556	green3	2	0.23879	0.29042
MGH54_P11_F01	NA	black	0	0.52206	0
MGH54_P11_F02	NA	black	0	0	0
MGH54_P11_F03	NA	black	0	0.39944	0
MGH54_P11_F04	0.100375730032	green3	2	0.38184	0.45943
MGH54_P11_F05	NA	black	0	2.5746	0
MGH54_P11_F06	NA	black	0	3.6135	0
MGH54_P11_F07	NA	black	0	2.1855	0
MGH54_P11_F08	0.326850826718	green3	2	0.077243	0.22651
MGH54_P11_F09	-0.370321245814	red	1	2.9819	0.55974
MGH54_P11_F10	NA	black	0	0.1177	0
MGH54_P11_F11	0.368281482362	green3	2	0.12168	0.14405
MGH54_P11_F12	0.388923207449	green3	2	0.04684	0.16092
MGH54_P11_G01	NA	black	0	0	0
MGH54_P11_G02	NA	black	0	0.14405	0
MGH54_P11_G03	NA	black	0	0.09356	0
MGH54_P11_G04	-0.0123004337136	green3	2	0.93357	0.28806
MGH54_P11_G05	NA	black	0	0.39944	0
MGH54_P11_G06	0.276624856502	green3	2	0.2302	0.21412
MGH54_P11_G07	NA	black	0	0.20038	0
MGH54_P11_G08	NA	black	0	0.42761	0
MGH54_P11_G09	NA	black	0	0.62947	0
MGH54_P11_G10	NA	black	0	4.0016	0
MGH54_P11_G11	NA	black	0	0.3173	0
MGH54_P11_G12	0.30019029526	green3	2	0.17632	0.21039
MGH54_P11_H01	NA	black	0	0.27262	0
MGH54_P11_H02	-0.00174169553795	green3	2	0.21537	0.66266
MGH54_P11_H03	NA	black	0	0	0
MGH54_P11_H04	NA	black	0	2.8659	0
MGH54_P11_H05	NA	black	0	0.34823	0
MGH54_P11_H06	NA	black	0	0	0
MGH54_P11_H07	NA	black	0	0	0.15834
MGH54_P11_H08	NA	black	0	0.28451	0
MGH54_P11_H09	NA	black	0	0.72944	0
MGH54_P11_H10	NA	black	0	0.10969	0
MGH54_P11_H11	0.376387238543	green3	2	0.10165	0.14535
MGH54_P11_H12	0.358464814552	green3	2	0.16993	0.12565
MGH54_P12_A01	NA	black	0	0.26303	0
MGH54_P12_A02	NA	black	0	0	0
MGH54_P12_A03	NA	black	0	0.05797	0
MGH54_P12_A04	-0.894310657869	red	1	3.283	0.35727
MGH54_P12_A05	-0.989316144013	red	1	3.3664	0.33228
MGH54_P12_A06	7.94154920799	black	0	3.3148	4.565
MGH54_P12_A07	2.31450624749	black	0	2.6805	2.1994
MGH54_P12_A08	0.0456813899775	green3	2	0.67627	0.46153
MGH54_P12_A09	-0.651292823354	red	1	2.1408	0.16092
MGH54_P12_A10	NA	black	0	1.8938	0
MGH54_P12_A11	NA	black	0	2.2259	0
MGH54_P12_B01	NA	black	0	3.0402	0
MGH54_P12_B02	NA	black	0	0.24245	0
MGH54_P12_B03	NA	black	0	0	0.49467
MGH54_P12_B04	NA	black	0	0.18523	0
MGH54_P12_B05	-0.177173543596	red	1	1.4281	0.338
MGH54_P12_B06	0.283415193365	green3	2	0.12697	0.26183
MGH54_P12_B07	0.192666409871	green3	2	0.25822	0.33914
MGH54_P12_B08	NA	black	0	0.1635	0
MGH54_P12_B09	-0.763135697916	red	1	2.8388	0.32308
MGH54_P12_B10	NA	black	0	2.2732	0
MGH54_P12_B11	0.3123794195	green3	2	0.22897	0.15575
MGH54_P12_C01	4.17284663245	black	0	2.5683	3.648
MGH54_P12_C02	NA	black	0	0.59741	0
MGH54_P12_C03	NA	black	0	1.7765	0
MGH54_P12_C04	NA	black	0	1.2804	0
MGH54_P12_C05	NA	black	0	0.43296	0
MGH54_P12_C06	NA	black	0	0.25217	0
MGH54_P12_C07	NA	black	0	0.33571	0
MGH54_P12_C08	NA	black	0	0	0
MGH54_P12_C09	0.318099461399	green3	2	0.12168	0.21537
MGH54_P12_C11	NA	black	0	0.45733	0
MGH54_P12_C12	NA	black	0	0.49774	0
MGH54_P12_D01	NA	black	0	0.34142	0
MGH54_P12_D02	NA	black	0	0.11237	0
MGH54_P12_D04	0.277316583153	green3	2	0.22651	0.21537
MGH54_P12_D05	NA	black	0	0.18142	0
MGH54_P12_D06	-0.0887311376526	red	1	1.0594	0.11103
MGH54_P12_D07	-1.64023077479	black	0	0.37184	3.4347
MGH54_P12_D08	NA	black	0	0	0
MGH54_P12_D09	0.0454611131078	green3	2	0.43296	0.56462
MGH54_P12_D10	NA	black	0	0.44573	0
MGH54_P12_D11	-0.065632810534	red	1	1.0314	0.16607
MGH54_P12_D12	NA	black	0	0.78241	0
MGH54_P12_E01	NA	black	0	0.82944	0
MGH54_P12_E02	0.210409309889	green3	2	0.26424	0.30568
MGH54_P12_E03	NA	black	0	0	0
MGH54_P12_E04	NA	black	0	0.18523	0
MGH54_P12_E05	NA	black	0	0.32769	0
MGH54_P12_E06	NA	black	0	1.3918	0
MGH54_P12_E07	NA	black	0	0.24001	0
MGH54_P12_E08	-0.339987306583	red	1	1.9088	0.35276
MGH54_P12_E09	0.195962105823	green3	2	0.075875	0.40054
MGH54_P12_E10	-0.135382554981	red	1	1.1744	0.16864
MGH54_P12_E11	NA	black	0	0.041243	0
MGH54_P12_E12	-0.0285127575529	red	1	0.26903	0.70929
MGH54_P12_F01	NA	black	0	0	0.48852
MGH54_P12_F02	NA	black	0	0.19283	0
MGH54_P12_F03	NA	black	0	0	0
MGH54_P12_F04	NA	black	0	0.12829	0
MGH54_P12_F05	0.0492998237561	green3	2	0.46884	0.54794
MGH54_P12_F06	0.161877339151	green3	2	0.22774	0.40272
MGH54_P12_F07	NA	black	0	0	3.7179
MGH54_P12_F08	-0.166300163809	red	1	1.5782	0.43936
MGH54_P12_F09	0.248769006541	green3	2	0.26303	0.24001
MGH54_P12_F10	NA	black	0	0.19535	0
MGH54_P12_F11	0.315751728756	green3	2	0.13225	0.21288
MGH54_P12_F12	NA	black	0	0.17249	0
MGH54_P12_G01	NA	black	0	0	0
MGH54_P12_G02	1.03172245711	blue	3	2.9111	1.3132
MGH54_P12_G03	NA	black	0	0.21039	0
MGH54_P12_G04	NA	black	0	3.1961	0
MGH54_P12_G05	NA	black	0	0.94636	0
MGH54_P12_G06	NA	black	0	0.11902	0
MGH54_P12_G07	-0.786104568567	red	1	0.25217	1.8647
MGH54_P12_G08	NA	black	0	1.0086	0
MGH54_P12_G09	NA	black	0	1.9605	0
MGH54_P12_G10	0.101391377788	green3	2	0.51904	0.38626
MGH54_P12_G11	0.297096599884	green3	2	0.03984	0.28214
MGH54_P12_H01	NA	black	0	0	0
MGH54_P12_H02	NA	black	0	0	0
MGH54_P12_H03	0.250617340802	green3	2	0.096262	0.32077
MGH54_P12_H04	NA	black	0	2.8504	0
MGH54_P12_H05	NA	black	0	0.13356	0
MGH54_P12_H06	NA	black	0	0.19787	0
MGH54_P12_H07	-1.19065789082	red	1	3.4649	0.26784
MGH54_P12_H09	NA	black	0	0	1.7044
MGH54_P12_H10	NA	black	0	0	0
MGH54_P12_H11	NA	black	0	0.50284	0
MGH54_P9_A01	NA	black	0	0.20539	0
MGH54_P9_A02	NA	black	0	2.6374	0
MGH54_P9_A03	-0.644549411454	red	1	2.184	0.1865
MGH54_P9_A04	NA	black	0	0.29396	0
MGH54_P9_A05	0.315385183836	green3	2	0.20789	0.16607
MGH54_P9_A06	NA	black	0	0.063503	0
MGH54_P9_A07	NA	black	0	0.14405	0
MGH54_P9_A08	NA	black	0	0	0
MGH54_P9_A09	0.267225185944	green3	2	0.089498	0.301
MGH54_P9_A10	NA	black	0	0.72683	0
MGH54_P9_A11	-0.101675600869	red	1	1.5033	0.51904
MGH54_P9_A12	NA	black	0	0.11902	0
MGH54_P9_B01	0.223330227446	green3	2	0.24732	0.29278
MGH54_P9_B02	NA	black	0	0	0
MGH54_P9_B03	NA	black	0	0	0.26303
MGH54_P9_B04	NA	black	0	0	1.7879
MGH54_P9_B05	NA	black	0	0.1177	0
MGH54_P9_B06	NA	black	0	0.61918	0
MGH54_P9_B07	0.292087404143	green3	2	0.19283	0.21288
MGH54_P9_B10	NA	black	0	2.0507	0
MGH54_P9_B11	0.117265496748	green3	2	0.12433	0.4957
MGH54_P9_B12	NA	black	0	0	0
MGH54_P9_C01	NA	black	0	2.6225	0
MGH54_P9_C02	NA	black	0	0.50894	0
MGH54_P9_C03	NA	black	0	1.8667	0
MGH54_P9_C04	NA	black	0	0	0
MGH54_P9_C05	NA	black	0	0.066261	0
MGH54_P9_C06	NA	black	0	0.10434	0
MGH54_P9_C07	0.286323770234	green3	2	0.14274	0.24975
MGH54_P9_C08	-1.00034325911	red	1	3.1159	0.27023
MGH54_P9_C09	0.0646221407751	green3	2	1.2951	0.88206
MGH54_P9_C10	NA	black	0	0.12961	0
MGH54_P9_C11	0.177304852364	green3	2	0.38847	0.29278
MGH54_P9_C12	0.259336867806	green3	2	0.28096	0.20914
MGH54_P9_D01	NA	black	0	0.098958	0
MGH54_P9_D03	0.207443946031	green3	2	0.11237	0.37407
MGH54_P9_D04	NA	black	0	0.2228	0
MGH54_P9_D05	0.227278829993	green3	2	0.07861	0.3584
MGH54_P9_D07	NA	black	0	0.42653	0
MGH54_P9_D08	-0.871992644057	red	1	2.9136	0.28333
MGH54_P9_D09	NA	black	0	0.15834	0
MGH54_P9_D10	NA	black	0	0	0
MGH54_P9_D11	NA	black	0	1.1499	0
MGH54_P9_D12	NA	black	0	0	0.35389
MGH54_P9_E01	NA	black	0	0	0
MGH54_P9_E02	NA	black	0	3.6896	0
MGH54_P9_E03	-0.110105985235	red	1	0.3173	0.85997
MGH54_P9_E04	0.246327489418	green3	2	0.21039	0.27501
MGH54_P9_E05	NA	black	0	0.22897	0
MGH54_P9_E06	NA	black	0	0.090853	0
MGH54_P9_E07	0.310024172591	green3	2	0.070389	0.25217
MGH54_P9_E08	0.279449305913	green3	2	0.092207	0.28333
MGH54_P9_E09	0.295113135205	green3	2	0.15963	0.22774
MGH54_P9_E10	0.278532543385	green3	2	0.084064	0.28806
MGH54_P9_E11	NA	black	0	0	0
MGH54_P9_E12	NA	black	0	0	0
MGH54_P9_F01	NA	black	0	0.13356	0
MGH54_P9_F02	NA	black	0	0.44148	0
MGH54_P9_F03	NA	black	0	2.2461	0
MGH54_P9_F04	NA	black	0	0.27143	0
MGH54_P9_F05	NA	black	0	1.0902	0
MGH54_P9_F06	0.277680089711	green3	2	0.13881	0.26424
MGH54_P9_F07	NA	black	0	0.071763	0
MGH54_P9_F08	NA	black	0	0.10568	0
MGH54_P9_F09	NA	black	0	0	0
MGH54_P9_F10	NA	black	0	0.17377	0
MGH54_P9_F11	NA	black	0	2.2633	0
MGH54_P9_F12	NA	black	0	0	0
MGH54_P9_G01	NA	black	0	0.17632	0
MGH54_P9_G02	NA	black	0	0.21785	0
MGH54_P9_G03	NA	black	0	2.1887	0
MGH54_P9_G04	NA	black	0	0	0
MGH54_P9_G05	NA	black	0	0.098958	0
MGH54_P9_G06	NA	black	0	2.2863	0
MGH54_P9_G07	NA	black	0	0.22527	0
MGH54_P9_G08	0.333629018312	green3	2	0.10702	0.20163
MGH54_P9_G09	NA	black	0	4.1063	0
MGH54_P9_G10	NA	black	0	2.6528	0
MGH54_P9_G12	NA	black	0	0	0
MGH54_P9_H01	NA	black	0	0	0
MGH54_P9_H02	NA	black	0	0	0
MGH54_P9_H03	0.34453661324	green3	2	1.6866	1.201
MGH54_P9_H04	NA	black	0	0.13881	0
MGH54_P9_H05	0.28815613735	green3	2	0.14926	0.24367
MGH54_P9_H06	NA	black	0	1.8996	0
MGH54_P9_H07	0.372183810809	green3	2	0.067639	0.17121
MGH54_P9_H08	NA	black	0	0.12829	0
MGH54_P9_H09	NA	black	0	0.14012	0
MGH54_P9_H10	-0.401246706298	red	1	2.0437	0.34255
MGH54_P9_H11	NA	black	0	2.4847	0
MGH54_P9_H12	0.227411552445	green3	2	0.24123	0.28924
MGH54_P2_A05	0.193237990885	green3	2	0.4049	0.24489
MGH54_P2_A06	0.35534957668	green3	2	0.1137	0.16736
MGH54_P2_A10	NA	black	0	1.9218	0
MGH54_P2_B03	2.86004556198	black	0	1.7841	5.034
MGH54_P2_B04	NA	black	0	0.14143	0
MGH54_P2_B06	NA	black	0	2.8094	0
MGH54_P2_B09	NA	black	0	0.018634	0
MGH54_P2_B10	NA	black	0	0.74588	0
MGH54_P2_B11	NA	black	0	0.15963	0
MGH54_P2_C01	NA	black	0	0.23879	0
MGH54_P2_C02	0.238527067731	green3	2	0.1903	0.29748
MGH54_P2_C04	NA	black	0	0.83026	0
MGH54_P2_C05	NA	black	0	0	0.1903
MGH54_P2_C09	NA	black	0	0.075875	0
MGH54_P2_C10	NA	black	0	0.90227	0
MGH54_P2_C11	0.363337349681	green3	2	0.11636	0.15445
MGH54_P2_D01	0.341743917677	green3	2	0.1137	0.1865
MGH54_P2_D02	NA	black	0	0.26183	0
MGH54_P2_D03	NA	black	0	0	0
MGH54_P2_D04	-1.09445188572	red	1	0.14926	2.1047
MGH54_P2_E01	NA	black	0	0.22404	0
MGH54_P2_E02	0.0959335197077	green3	2	0.29631	0.49365
MGH54_P2_E03	NA	black	0	0.23879	0
MGH54_P2_E04	-0.0507590937621	red	1	1.0257	0.2558
MGH54_P2_E05	NA	black	0	0.49978	0
MGH54_P2_E08	NA	black	0	1.9705	0
MGH54_P2_E11	NA	black	0	0.10836	0
MGH54_P2_E12	-0.454959620078	red	1	1.7545	0.14143
MGH54_P2_F05	NA	black	0	2.7964	0
MGH54_P2_F06	NA	black	0	2.0659	0
MGH54_P2_F08	NA	black	0	1.568	0
MGH54_P2_F10	NA	black	0	0.11636	0
MGH54_P2_F12	NA	black	0	0.23266	0
MGH54_P2_G02	NA	black	0	2.4753	0
MGH54_P2_G06	NA	black	0	1.7013	0
MGH54_P2_G07	NA	black	0	0	0
MGH54_P2_G08	NA	black	0	0.09356	0
MGH54_P2_G11	NA	black	0	0.49262	0
MGH54_P2_G12	NA	black	0	0.0229	0
MGH54_P2_H02	NA	black	0	0.96938	0
MGH54_P2_H08	NA	black	0	1.0614	0
MGH54_P2_H09	NA	black	0	0	0.011496
MGH54_P2_H11	NA	black	0	0.0229	0
MGH54_P5_A02	0.166283756818	green3	2	0.071763	0.44042
MGH54_P5_A03	NA	black	0	0.15056	0
MGH54_P5_A04	0.218577777371	green3	2	0.35952	0.22774
MGH54_P5_A05	NA	black	0	0.1177	0
MGH54_P5_A06	0.307676284304	green3	2	0.25942	0.14012
MGH54_P5_A07	NA	black	0	0.066261	0
MGH54_P5_A08	0.318291691391	green3	2	0.070389	0.24123
MGH54_P5_A09	NA	black	0	2.6722	0
MGH54_P5_A10	NA	black	0	0.53506	0
MGH54_P5_A11	1.98968571801	black	0	1.6844	3.9987
MGH54_P5_A12	NA	black	0	0.41468	0
MGH54_P5_B02	NA	black	0	0.25338	0
MGH54_P5_B03	NA	black	0	0	0
MGH54_P5_B04	NA	black	0	0.075875	0
MGH54_P5_B05	NA	black	0	0.13488	0
MGH54_P5_B06	NA	black	0	2.8856	0
MGH54_P5_B07	NA	black	0	1.7031	0
MGH54_P5_B08	NA	black	0	1.0172	0
MGH54_P5_B09	0.303071493366	green3	2	0.13619	0.22897
MGH54_P5_B10	NA	black	0	1.7273	0
MGH54_P5_B11	NA	black	0	0.40272	0
MGH54_P5_B12	NA	black	0	2.5358	0
MGH54_P5_C01	NA	black	0	0.33914	0
MGH54_P5_C02	NA	black	0	0.74932	0
MGH54_P5_C03	NA	black	0	0.08134	0
MGH54_P5_C04	NA	black	0	0.16864	0
MGH54_P5_C05	NA	black	0	0.089498	0
MGH54_P5_C06	NA	black	0	0.12829	0
MGH54_P5_C07	0.353326104547	green3	2	0.062122	0.19912
MGH54_P5_C08	NA	black	0	0.15704	0
MGH54_P5_C09	-1.247495352	red	1	0.053806	2.1296
MGH54_P5_C10	NA	black	0	0.81639	0
MGH54_P5_C11	0.275930004262	green3	2	0.22033	0.22157
MGH54_P5_C12	NA	black	0	0.20289	0
MGH54_P5_D01	NA	black	0	0	0.36737
MGH54_P5_D02	NA	black	0	1.9211	0
MGH54_P5_D03	NA	black	0	0.34823	0
MGH54_P5_D04	NA	black	0	0.086784	0
MGH54_P5_D05	NA	black	0	0	0
MGH54_P5_D06	NA	black	0	0	0
MGH54_P5_D08	NA	black	0	0	0
MGH54_P5_D09	NA	black	0	0.14926	0
MGH54_P5_D10	0.129062229356	green3	2	0.54992	0.27381
MGH54_P5_D11	NA	black	0	0.18523	0
MGH54_P5_D12	NA	black	0	0.069015	0
MGH54_P5_E01	0.231473670513	green3	2	0.28214	0.25822
MGH54_P5_E02	NA	black	0	0.1177	0
MGH54_P5_E03	NA	black	0	0.15445	0
MGH54_P5_E04	0.348392601319	green3	2	0.042644	0.21537
MGH54_P5_E05	NA	black	0	0	0
MGH54_P5_E06	NA	black	0	2.6808	0
MGH54_P5_E07	0.256638003732	green3	2	0.30918	0.19283
MGH54_P5_E08	NA	black	0	0.070389	0
MGH54_P5_E09	0.402596099642	green3	2	0.075875	0.12565
MGH54_P5_E10	NA	black	0	0.19156	0
MGH54_P5_E11	NA	black	0	0.064883	0
MGH54_P5_E12	NA	black	0	2.1593	0
MGH54_P5_F01	NA	black	0	0.27023	0
MGH54_P5_F02	NA	black	0	0.073135	0
MGH54_P5_F03	NA	black	0	2.9245	0
MGH54_P5_F04	NA	black	0	0.18015	0
MGH54_P5_F05	NA	black	0	1.6369	0
MGH54_P5_F06	NA	black	0	0.08134	0
MGH54_P5_F07	NA	black	0	0	0.25822
MGH54_P5_F08	-0.0521037399748	red	1	1.0419	0.2916
MGH54_P5_F10	NA	black	0	0	0.21537
MGH54_P5_F11	NA	black	0	0.20414	0
MGH54_P5_F12	0.319076923493	green3	2	0.075875	0.23756
MGH54_P5_G01	NA	black	0	0	0.18777
MGH54_P5_G02	-0.113575299136	red	1	1.1808	0.25822
MGH54_P5_G03	NA	black	0	0.35389	0
MGH54_P5_G04	NA	black	0	0	0.32423
MGH54_P5_G05	NA	black	0	0.38184	0
MGH54_P5_G06	NA	black	0	0.7866	0
MGH54_P5_G07	NA	black	0	0.02432	0
MGH54_P5_G08	NA	black	0	0.10434	0
MGH54_P5_G09	NA	black	0	0.7137	0
MGH54_P5_G10	NA	black	0	0.23756	0
MGH54_P5_G11	NA	black	0	0	0
MGH54_P5_G12	NA	black	0	0.31383	0
MGH54_P5_H01	NA	black	0	0	0
MGH54_P5_H02	0.179790614057	green3	2	0.086784	0.419
MGH54_P5_H03	1.14558706823	blue	3	1.648	2.5568
MGH54_P5_H04	NA	black	0	2.0772	0
MGH54_P5_H05	0.190059393447	green3	2	0.47093	0.18777
MGH54_P5_H06	-0.979176832217	red	1	0.23756	2.112
MGH54_P5_H07	NA	black	0	1.4276	0
MGH54_P5_H08	0.321818780762	green3	2	0.12565	0.20789
MGH54_P5_H09	0.384536880251	green3	2	0.052416	0.1635
MGH54_P5_H10	-0.139561041443	red	1	0.23511	0.87971
MGH54_P5_H11	NA	black	0	0.25096	0
MGH54_P5_H12	NA	black	0	0.41251	0
MGH54_P13_A02	NA	black	0	0.86235	0
MGH54_P13_A03	NA	black	0	0	0
MGH54_P13_A04	-0.121330858961	red	1	0.30685	0.87578
MGH54_P13_A05	NA	black	0	0.28333	0
MGH54_P13_A06	NA	black	0	0	0.49262
MGH54_P13_A07	-0.0483659583782	red	1	0.2916	0.74588
MGH54_P13_A09	NA	black	0	0	0.41576
MGH54_P13_A10	NA	black	0	1.8197	0
MGH54_P13_A11	NA	black	0	0.81803	0
MGH54_P13_B01	NA	black	0	0.72857	0
MGH54_P13_B02	NA	black	0	0.22033	0
MGH54_P13_B03	NA	black	0	0	2.9826
MGH54_P13_B04	NA	black	0	0	0
MGH54_P13_B05	NA	black	0	0	0
MGH54_P13_B06	0.0330448035426	green3	2	0.21661	0.60881
MGH54_P13_B07	0.152673761297	green3	2	0.1003	0.45207
MGH54_P13_B08	0.00476598159201	green3	2	0.86156	0.57628
MGH54_P13_B10	NA	black	0	1.9169	0
MGH54_P13_B11	NA	black	0	1.2666	0
MGH54_P13_B12	NA	black	0	0	0.77231
MGH54_P13_C01	0.0533369257195	green3	2	0.33113	0.56462
MGH54_P13_C02	-1.17494998596	red	1	0.096262	2.114
MGH54_P13_C03	-0.0300391071219	red	1	0.079975	0.69421
MGH54_P13_C04	NA	black	0	0	0
MGH54_P13_C05	-1.05727181969	red	1	0.20789	2.1619
MGH54_P13_C06	-0.0666109999353	red	1	0.2558	0.76977
MGH54_P13_C07	0.101164150815	green3	2	0.28806	0.48646
MGH54_P13_C09	NA	black	0	0.084064	0
MGH54_P13_C10	NA	black	0	0.08134	0
MGH54_P13_C11	NA	black	0	0	0
MGH54_P13_C12	NA	black	0	1.9373	0
MGH54_P13_D01	NA	black	0	4.0639	0
MGH54_P13_D02	NA	black	0	0.543	0
MGH54_P13_D03	NA	black	0	0.17505	0
MGH54_P13_D04	0.0445605775305	green3	2	2.0097	0.76384
MGH54_P13_D05	-0.500411799432	red	1	2.5039	0.39944
MGH54_P13_D06	NA	black	0	0.094912	0
MGH54_P13_D07	NA	black	0	0.14535	0
MGH54_P13_D09	NA	black	0	0	0.38515
MGH54_P13_D10	NA	black	0	3.3904	0
MGH54_P13_D11	NA	black	0	0	0
MGH54_P13_D12	NA	black	0	2.3567	0
MGH54_P13_E01	NA	black	0	0.82538	0
MGH54_P13_E02	NA	black	0	0.15704	0
MGH54_P13_E03	NA	black	0	0.16479	0
MGH54_P13_E04	0.113850479361	green3	2	0.47612	0.38184
MGH54_P13_E05	-0.246566754325	red	1	0.88675	3.0692
MGH54_P13_E06	0.28585850249	green3	2	0.14405	0.24975
MGH54_P13_E07	NA	black	0	2.5051	0
MGH54_P13_E08	NA	black	0	0	0
MGH54_P13_E09	NA	black	0	0.17377	0
MGH54_P13_E10	0.262570993886	green3	2	0.24732	0.22651
MGH54_P13_E11	-0.459460967658	red	1	2.2317	0.35502
MGH54_P13_E12	NA	black	0	0.25459	0
MGH54_P13_F01	NA	black	0	0.16736	0
MGH54_P13_F02	-0.258391232406	red	1	1.5236	0.25822
MGH54_P13_F03	NA	black	0	0.23879	0
MGH54_P13_F04	-0.00798415053594	green3	2	0.86076	0.82863
MGH54_P13_F05	NA	black	0	0.42223	0
MGH54_P13_F06	NA	black	0	0.14012	0
MGH54_P13_F07	0.123015361187	green3	2	0.12565	0.48749
MGH54_P13_F08	NA	black	0	0.44573	0
MGH54_P13_F09	-0.748730598006	red	1	2.3434	0.17377
MGH54_P13_F10	NA	black	0	0.24732	0
MGH54_P13_F11	NA	black	0	1.9389	0
MGH54_P13_F12	NA	black	0	0	0
MGH54_P13_G01	NA	black	0	0.19535	0
MGH54_P13_G02	NA	black	0	0.22527	0
MGH54_P13_G03	NA	black	0	1.8961	0
MGH54_P13_G05	NA	black	0	2.3791	0
MGH54_P13_G06	NA	black	0	0.071763	0
MGH54_P13_G07	NA	black	0	0.30334	0
MGH54_P13_G08	0.212809429373	green3	2	0.071763	0.37962
MGH54_P13_G09	1.9563153441	black	0	3.4182	1.6211
MGH54_P13_G10	NA	black	0	0.11503	0
MGH54_P13_G11	NA	black	0	0	0
MGH54_P13_G12	NA	black	0	0.079975	0
MGH54_P13_H02	NA	black	0	0.35614	0
MGH54_P13_H03	NA	black	0	0.27023	0
MGH54_P13_H04	0.406232378669	green3	2	0.094912	0.10836
MGH54_P13_H05	NA	black	0	0	0
MGH54_P13_H06	NA	black	0	0	0.28333
MGH54_P13_H07	NA	black	0	0.14012	0
MGH54_P13_H08	NA	black	0	0.97746	0
MGH54_P13_H09	NA	black	0	0	4.2337
MGH54_P13_H10	NA	black	0	0.93584	0
MGH54_P13_H11	NA	black	0	1.8754	0
MGH60_P4_A01	NA	black	0	0.2461	0
MGH60_P4_A02	NA	black	0	1.5089	0
MGH60_P4_A03	0.0653122723104	green3	2	0.66175	0.38405
MGH60_P4_A04	NA	black	0	0.64893	0
MGH60_P4_A05	-1.94883826468	black	0	0.14143	3.1075
MGH60_P4_A06	-0.819580568852	red	1	2.7811	0.2762
MGH60_P4_A07	NA	black	0	2.9549	0
MGH60_P4_A08	NA	black	0	0	0
MGH60_P4_A09	NA	black	0	0.62667	0
MGH60_P4_A10	NA	black	0	0.98404	0
MGH60_P4_A11	NA	black	0	2.9495	0
MGH60_P4_A12	NA	black	0	1.9731	0
MGH60_P4_B01	NA	black	0	0	4.4403
MGH60_P4_B02	-1.63575136988	black	0	0.23266	2.9751
MGH60_P4_B03	NA	black	0	2.0772	0
MGH60_P4_B04	NA	black	0	1.3578	0
MGH60_P4_B05	0.136162913917	green3	2	0.43296	0.35502
MGH60_P4_B06	NA	black	0	5.1925	0
MGH60_P4_B07	NA	black	0	2.2913	0
MGH60_P4_B08	0.0761457136531	green3	2	0.17505	0.54696
MGH60_P4_B09	NA	black	0	0.13881	0
MGH60_P4_B10	NA	black	0	0.75446	0
MGH60_P4_B11	-0.68322107124	red	1	3.3001	0.45523
MGH60_P4_B12	NA	black	0	0	0
MGH60_P4_C01	NA	black	0	0	0.21909
MGH60_P4_C02	NA	black	0	2.7757	0
MGH60_P4_C03	NA	black	0	3.731	0
MGH60_P4_C04	NA	black	0	3.0796	0
MGH60_P4_C05	NA	black	0	0.7891	0
MGH60_P4_C06	-0.392602709398	red	1	0.44784	1.5205
MGH60_P4_C07	NA	black	0	3.4496	0
MGH60_P4_C09	NA	black	0	0.20914	0
MGH60_P4_C11	NA	black	0	1.6613	0
MGH60_P4_C12	NA	black	0	0.26784	0
MGH60_P4_D01	NA	black	0	2.473	0
MGH60_P4_D02	NA	black	0	0	0
