Cell_name	Zvalue	Color	Cluster	ANGPT2	VHL
MGH54_P16_F08	NA	black	0	0	3.7391
MGH54_P16_F09	NA	black	0	0	1.6857
MGH54_P16_F10	NA	black	0	0	0.62199
MGH54_P16_F11	NA	black	0	0	0.6332
MGH54_P16_G01	-0.239354639504	blue	3	0.39067	3.1373
MGH54_P16_G02	NA	black	0	0	1.8695
MGH54_P16_G03	0.231246769649	cyan	4	0.22651	0.44679
MGH54_P16_G04	NA	black	0	0	0
MGH54_P16_G05	NA	black	0	0	0.6332
MGH54_P16_G06	NA	black	0	0	3.6061
MGH54_P16_G07	-0.803998726945	red	1	0.11636	3.1506
MGH54_P16_G08	NA	black	0	0	0.48749
MGH54_P16_G09	NA	black	0	0	3.1345
MGH54_P16_G10	0.146310517842	cyan	4	0.17887	0.82212
MGH54_P16_G11	0.305734899972	cyan	4	0.12697	0.47612
MGH54_P16_G12	NA	black	0	0	0.14012
MGH54_P16_H01	-0.403055865699	blue	3	1.3929	0.852
MGH54_P16_H02	NA	black	0	0	1.1217
MGH54_P16_H03	-1.30846082318	black	0	3.5159	0.89453
MGH54_P16_H04	NA	black	0	0	0.14666
MGH54_P16_H05	0.346490997045	cyan	4	0.13225	0.3584
MGH54_P16_H06	NA	black	0	0	3.0663
MGH54_P16_H07	NA	black	0	0	0.33228
MGH54_P16_H08	NA	black	0	0	2.2376
MGH54_P16_H09	-0.954373120833	black	0	0.1177	3.5026
MGH54_P16_H10	-0.13382248209	cyan	4	0.25338	1.754
MGH54_P16_H11	NA	black	0	0	2.8313
MGH54_P16_H12	NA	black	0	0	1.6295
MGH54_P17_A01	0.180552699161	cyan	4	0.2916	0.42008
MGH54_P17_A02	NA	black	0	0.50386	0
MGH54_P17_A03	NA	black	0	0	4.1309
MGH54_P17_A04	NA	black	0	0	0.56657
MGH54_P17_A05	NA	black	0	0	0.92448
MGH54_P17_A06	-0.913147045382	red	1	1.9351	0.68796
MGH54_P17_A07	NA	black	0	0	0.47612
MGH54_P17_A08	NA	black	0	0	1.433
MGH54_P17_A09	NA	black	0	0	0
MGH54_P17_A10	NA	black	0	0	0
MGH54_P17_A11	NA	black	0	0	0.23634
MGH54_P17_A12	NA	black	0	0	3.0007
MGH54_P17_B01	NA	black	0	0	4.2662
MGH54_P17_B02	NA	black	0	0	0.7966
MGH54_P17_B03	NA	black	0	0	0.54597
MGH54_P17_B05	-2.12552826735	black	0	2.512	0.30685
MGH54_P17_B06	0.203174792438	cyan	4	0.28214	0.35614
MGH54_P17_B07	NA	black	0	0	0.77653
MGH54_P17_B08	NA	black	0	0	2.5033
MGH54_P17_B09	NA	black	0	0	3.691
MGH54_P17_B10	0.389876816279	cyan	4	0.15445	0.1776
MGH54_P17_B11	NA	black	0	0	0.63599
MGH54_P17_B12	0.282455421552	cyan	4	0.18396	0.40272
MGH54_P17_C02	NA	black	0	0	0.21412
MGH54_P17_C03	NA	black	0	0	2.9195
MGH54_P17_C04	NA	black	0	0	1.0531
MGH54_P17_C05	0.112232413052	cyan	4	0.17632	0.92524
MGH54_P17_C06	0.218557616659	cyan	4	0.31846	0.075875
MGH54_P17_C07	NA	black	0	0	2.7033
MGH54_P17_C08	NA	black	0	0	0.81803
MGH54_P17_C09	NA	black	0	0	0
MGH54_P17_C10	0.218841368658	cyan	4	0.14535	0.66903
MGH54_P17_C11	NA	black	0	0	0.8335
MGH54_P17_C12	-0.499513987203	blue	3	1.0079	0.36513
MGH54_P17_D01	-0.5342110771	blue	3	0.21909	2.9685
MGH54_P17_D02	-0.0585197797144	cyan	4	0.47716	3.0243
MGH54_P17_D03	NA	black	0	0	1.9946
MGH54_P17_D04	NA	black	0	0	4.0351
MGH54_P17_D05	-1.94061001953	black	0	2.26	0.26183
MGH54_P17_D06	NA	black	0	0	0.61353
MGH54_P17_D07	NA	black	0	0	2.6617
MGH54_P17_D09	-0.537210000633	blue	3	0.26183	3.2653
MGH54_P17_D10	0.129008948895	cyan	4	0.20789	0.83512
MGH54_P17_D12	NA	black	0	0	0.49467
MGH54_P17_E01	NA	black	0	0	0.51803
MGH54_P17_E02	NA	black	0	0	0.4957
MGH54_P17_E03	-0.534184041262	blue	3	0.94711	0.17632
MGH54_P17_E04	NA	black	0	0.48749	0
MGH54_P17_E05	NA	black	0	0	0.48646
MGH54_P17_E06	NA	black	0	0	0.39397
MGH54_P17_E07	NA	black	0	0.62199	0
MGH54_P17_E08	NA	black	0	0	4.7441
MGH54_P17_E09	NA	black	0	0	3.0149
MGH54_P17_E10	NA	black	0	0	1.6686
MGH54_P17_E11	1.37960733715	black	0	5.0706	1.6017
MGH54_P17_E12	NA	black	0	0	0.18396
MGH54_P17_F01	NA	black	0	0	0
MGH54_P17_F02	NA	black	0	0	0.63134
MGH54_P17_F03	-0.740053426164	red	1	0.1635	3.2363
MGH54_P17_F04	7.57783850972	black	0	3.0663	4.0553
MGH54_P17_F05	0.25834414029	cyan	4	0.20163	0.42868
MGH54_P17_F07	NA	black	0	0	0.23143
MGH54_P17_F08	NA	black	0	0	0.53007
MGH54_P17_F09	NA	black	0	0	0.29866
MGH54_P17_F10	-0.407273201843	blue	3	0.33342	3.392
MGH54_P17_F11	NA	black	0	0	0.42868
MGH54_P17_F12	NA	black	0	0	0.14535
MGH54_P17_G01	NA	black	0	0	0
MGH54_P17_G02	NA	black	0	0	2.8424
MGH54_P17_G03	NA	black	0	0	0
MGH54_P17_G04	0.186638376643	cyan	4	0.21288	0.63599
MGH54_P17_G05	NA	black	0	0	0.51803
MGH54_P17_G06	NA	black	0	0	0.29748
MGH54_P17_G07	-0.788367647345	red	1	2.3984	0.89763
MGH54_P17_G08	NA	black	0	0	3.9358
MGH54_P17_G09	NA	black	0	0	3.909
MGH54_P17_G10	0.277962277293	cyan	4	0.123	0.55483
MGH54_P17_G11	0.305218482426	cyan	4	0.13619	0.45733
MGH54_P17_G12	NA	black	0	0	3.4421
MGH54_P17_H01	NA	black	0	0	1.1693
MGH54_P17_H02	NA	black	0	0	0.075875
MGH54_P17_H05	NA	black	0	0	0
MGH54_P17_H06	NA	black	0	0	0.22157
MGH54_P17_H07	NA	black	0	0	0.86235
MGH54_P17_H08	-0.165419288641	blue	3	0.20914	1.7774
MGH54_P17_H09	0.264017559426	cyan	4	0.19787	0.42116
MGH54_P17_H10	NA	black	0	0	0.39397
MGH54_P17_H11	0.0512254901561	cyan	4	0.39726	0.76638
MGH54_P17_H12	0.133212284085	cyan	4	0.29631	0.62761
MGH54_P6_A01	NA	black	0	0	0
MGH54_P6_A02	NA	black	0	0	3.5462
MGH54_P6_A03	NA	black	0	0	1.3039
MGH54_P6_A04	0.525276062438	cyan	4	0.79244	2.9683
MGH54_P6_A05	NA	black	0	0	4.0256
MGH54_P6_A06	0.0177454629701	cyan	4	0.40163	1.0807
MGH54_P6_A07	-0.011944774976	cyan	4	0.50894	0.54893
MGH54_P6_A08	NA	black	0	0.29631	0
MGH54_P6_A09	-1.34146328585	black	0	2.7233	0.7277
MGH54_P6_A10	NA	black	0	0	3.7145
MGH54_P6_A11	NA	black	0	0	1.0976
MGH54_P6_A12	-0.0202256674106	cyan	4	0.45101	1.6397
MGH54_P6_B01	NA	black	0	0	0.46048
MGH54_P6_B02	NA	black	0	0	3.2962
MGH54_P6_B03	NA	black	0	0	0.44148
MGH54_P6_B04	NA	black	0	0	1.3584
MGH54_P6_B05	-3.43607696354	black	0	3.6728	0.29396
MGH54_P6_B06	-0.187264051724	blue	3	0.34255	2.3297
MGH54_P6_B07	0.0599906256775	cyan	4	0.53705	3.2485
MGH54_P6_B08	NA	black	0	0	0.66903
MGH54_P6_B09	NA	black	0	0	3.0316
MGH54_P6_B10	NA	black	0	0	0.47093
MGH54_P6_B11	0.216783578791	cyan	4	0.27739	0.31615
MGH54_P6_B12	NA	black	0	2.4808	0
MGH54_P6_C01	NA	black	0	0	3.3404
MGH54_P6_C02	0.127103543217	cyan	4	0.2916	0.67084
MGH54_P6_C03	NA	black	0	0	0.4916
MGH54_P6_C04	NA	black	0	0	0.4049
MGH54_P6_C06	0.0164112411105	cyan	4	0.52206	2.0083
MGH54_P6_C07	NA	black	0	0	0.61447
MGH54_P6_C08	NA	black	0	0	4.5582
MGH54_P6_C09	NA	black	0	0	0.56071
MGH54_P6_C10	NA	black	0	0	0.48027
MGH54_P6_C11	NA	black	0	0	0.60975
MGH54_P6_C12	-0.0420038561825	cyan	4	0.33457	1.4901
MGH54_P6_D01	NA	black	0	0	3.3539
MGH54_P6_D02	NA	black	0	0	0.54794
MGH54_P6_D03	NA	black	0	0	1.6599
MGH54_P6_D04	NA	black	0	0	1.8193
MGH54_P6_D05	-0.977343796651	black	0	2.4306	0.81394
MGH54_P6_D07	NA	black	0	0	1.5059
MGH54_P6_D08	NA	black	0	0	0.88675
MGH54_P6_D09	NA	black	0	0	2.6154
MGH54_P6_D10	NA	black	0	0	0.94486
MGH54_P6_D11	1.87316623507	black	0	1.2992	3.4695
MGH54_P6_D12	-0.10836099448	cyan	4	0.32423	1.8217
MGH54_P6_E02	NA	black	0	0	2.2995
MGH54_P6_E03	-0.0223461990209	cyan	4	0.49672	3.0738
MGH54_P6_E04	0.170880151403	cyan	4	0.26664	0.55385
MGH54_P6_E05	-1.20430832061	black	0	3.2458	0.88675
MGH54_P6_E07	NA	black	0	0	2.7489
MGH54_P6_E08	NA	black	0	0	2.0687
MGH54_P6_E09	NA	black	0	0	0.87657
MGH54_P6_E10	NA	black	0	0	0.76469
MGH54_P6_E11	NA	black	0	0	0
MGH54_P6_E12	NA	black	0	0	0.54201
MGH54_P6_F01	NA	black	0	0	0.54696
MGH54_P6_F02	NA	black	0	0	0.92903
MGH54_P6_F03	1.85038334117	black	0	1.2116	3.7189
MGH54_P6_F05	NA	black	0	0	4.0419
MGH54_P6_F06	NA	black	0	0	0.3471
MGH54_P6_F07	NA	black	0	0	0.96569
MGH54_P6_F08	NA	black	0	0	2.576
MGH54_P6_F09	NA	black	0	0	0.24123
MGH54_P6_F10	NA	black	0	0	4.6309
MGH54_P6_F11	NA	black	0	0	1.9184
MGH54_P6_F12	NA	black	0	0	0
MGH54_P6_G01	NA	black	0	0	1.3945
MGH54_P6_G02	NA	black	0	0	0
MGH54_P6_G03	NA	black	0	0	0.7137
MGH54_P6_G04	-0.596160945619	blue	3	1.9568	0.89763
MGH54_P6_G06	NA	black	0	0	1.9786
MGH54_P6_G07	NA	black	0	0	0.4844
MGH54_P6_G08	0.264432206563	cyan	4	0.22651	0.32884
MGH54_P6_G09	NA	black	0	0	0
MGH54_P6_G10	NA	black	0	0	0.96864
MGH54_P6_G11	NA	black	0	0	1.4813
MGH54_P6_G12	0.210727366832	cyan	4	0.2461	0.46048
MGH54_P6_H01	-0.00417111922606	cyan	4	0.38073	1.2869
MGH54_P6_H03	NA	black	0	0	0.93282
MGH54_P6_H05	0.134606194767	cyan	4	0.14274	0.89685
MGH54_P6_H06	NA	black	0	0	0.86076
MGH54_P6_H07	NA	black	0	0.97746	0
MGH54_P6_H08	NA	black	0	0	0.64985
MGH54_P6_H09	NA	black	0	0	4.1901
MGH54_P6_H10	NA	black	0	0	2.9784
MGH54_P6_H11	0.0643538525231	cyan	4	0.39177	0.67084
MGH54_P6_H12	0.176060972545	cyan	4	3.3428	1.3528
MGH54_P7_A02	0.349172704797	cyan	4	0.097611	0.43082
MGH54_P7_A03	0.17778348972	cyan	4	0.30801	0.3584
MGH54_P7_A04	7.4954996047	black	0	2.8918	4.224
MGH54_P7_A06	0.331497812646	cyan	4	0.12961	0.40381
MGH54_P7_A07	NA	black	0	0	3.9372
MGH54_P7_A08	NA	black	0	0	0.42653
MGH54_P7_A10	NA	black	0	0	0.89763
MGH54_P7_A11	NA	black	0	0	0
MGH54_P7_A12	0.120202226703	cyan	4	0.21412	0.85519
MGH54_P7_B01	0.203367934514	cyan	4	0.16092	0.68527
MGH54_P7_B03	NA	black	0	0	3.5465
MGH54_P7_B04	NA	black	0	0	0.3471
MGH54_P7_B05	0.194840221577	cyan	4	0.15704	0.71545
MGH54_P7_B06	4.24981197646	black	0	3.576	2.5871
MGH54_P7_B07	NA	black	0	0	0.25942
MGH54_P7_B08	0.022183440568	cyan	4	0.45101	0.78409
MGH54_P7_B09	0.148651275278	cyan	4	0.18903	0.80074
MGH54_P7_B10	0.114410692077	cyan	4	0.16221	0.93282
MGH54_P7_B12	NA	black	0	0	0.98039
MGH54_P7_C01	NA	black	0	0	0.37295
MGH54_P7_C03	0.310679699668	cyan	4	0.13356	0.4489
MGH54_P7_C04	-0.363833364587	blue	3	0.43189	5.0938
MGH54_P7_C05	0.0783660977881	cyan	4	0.31034	0.85997
MGH54_P7_C06	0.220860808782	cyan	4	0.19156	0.57337
MGH54_P7_C07	NA	black	0	0	1.2284
MGH54_P7_C08	NA	black	0	0	0.71458
MGH54_P7_C09	1.21546330899	black	0	0.8213	5.0007
MGH54_P7_C10	NA	black	0	0	4.0683
MGH54_P7_C11	0.442941147983	cyan	4	0.092207	0.22157
MGH54_P7_C12	-0.274843835914	blue	3	1.0165	0.77484
MGH54_P7_D01	NA	black	0	0	0.57337
MGH54_P7_D02	NA	black	0	0	0.87106
MGH54_P7_D03	0.0878885746409	cyan	4	0.36177	0.63691
MGH54_P7_D04	0.429357504299	cyan	4	0.12961	0.14926
MGH54_P7_D05	-0.014162540073	cyan	4	0.57628	1.0922
MGH54_P7_D06	NA	black	0	0	0.83592
MGH54_P7_D08	NA	black	0	0	0.90381
MGH54_P7_D11	NA	black	0	0	0.21785
MGH54_P7_D12	NA	black	0	0	2.3179
MGH54_P7_E01	NA	black	0	0	0
MGH54_P7_E02	NA	black	0	0	0.44467
MGH54_P7_E03	NA	black	0	0	4.3318
MGH54_P7_E04	NA	black	0	0	0.51501
MGH54_P7_E05	0.0324304779412	cyan	4	0.4351	0.74846
MGH54_P7_E06	NA	black	0	0	4.106
MGH54_P7_E08	NA	black	0	0	0.75018
MGH54_P7_E09	NA	black	0	0	0.74502
MGH54_P7_E10	-0.846993036655	red	1	0.24123	4.1301
MGH54_P7_E11	NA	black	0	0	0
MGH54_P7_E12	NA	black	0	0	4.5632
MGH54_P7_F01	NA	black	0	0	0.82212
MGH54_P7_F02	NA	black	0	0	0.56267
MGH54_P7_F03	NA	black	0	0	0.62947
MGH54_P7_F04	NA	black	0	0	1.5588
MGH54_P7_F05	0.199107177781	cyan	4	0.29278	0.32654
MGH54_P7_F06	0.0416254570322	cyan	4	0.44467	0.45207
MGH54_P7_F08	-0.423800205712	blue	3	0.38847	4.3485
MGH54_P7_F10	NA	black	0	0	0.65901
MGH54_P7_F11	NA	black	0	0	0.43829
MGH54_P7_G01	0.0899007453339	cyan	4	0.29396	0.83835
MGH54_P7_G02	0.294396716094	cyan	4	0.051024	0.6332
MGH54_P7_G03	NA	black	0	0	0.57918
MGH54_P7_G04	-1.85547935573	black	0	5.3784	0.96717
MGH54_P7_G06	NA	black	0	0	1.2963
MGH54_P7_G07	NA	black	0	0	1.1941
MGH54_P7_G08	0.0804379209663	cyan	4	0.15186	1.0342
MGH54_P7_G09	0.218772757607	cyan	4	0.15963	0.64432
MGH54_P7_G10	NA	black	0	0	0.60975
MGH54_P7_G11	NA	black	0	0	0.77653
MGH54_P7_H01	NA	black	0	0	0.68706
MGH54_P7_H02	NA	black	0	0	0.95977
MGH54_P7_H04	NA	black	0	0	4.4331
MGH54_P7_H05	0.298089048534	cyan	4	0.15704	0.42761
MGH54_P7_H09	-0.0330928639981	cyan	4	0.31383	1.419
MGH54_P7_H10	0.0758353115783	cyan	4	0.14666	1.0496
MGH54_P8_A01	NA	black	0	0	4.6543
MGH54_P8_A06	NA	black	0	0	1.4281
MGH54_P8_A07	-0.0116369444143	cyan	4	0.54102	1.0165
MGH54_P8_A09	0.305065164763	cyan	4	0.18777	0.32193
MGH54_P8_A10	NA	black	0	0	1.8045
MGH54_P8_A11	0.19866015296	cyan	4	0.21661	0.58688
MGH54_P8_A12	NA	black	0	0	0.31034
MGH54_P8_B01	NA	black	0	0	0.809
MGH54_P8_B02	NA	black	0	0	3.8095
MGH54_P8_B04	NA	black	0	0	1.0165
MGH54_P8_B08	0.200921212098	cyan	4	0.1177	0.75617
MGH54_P8_B09	NA	black	0	0	0.42653
MGH54_P8_B12	0.378724071175	cyan	4	0.085425	0.38736
MGH54_P8_C02	NA	black	0	0	1.148
MGH54_P8_C04	NA	black	0	0	0.30451
MGH54_P8_C06	NA	black	0	0	0.23143
MGH54_P8_C07	NA	black	0	0	0.12697
MGH54_P8_C09	0.176558011781	cyan	4	0.1776	0.73466
MGH54_P8_C12	0.112212016358	cyan	4	0.36513	0.43829
MGH54_P8_D01	NA	black	0	0	0
MGH54_P8_D03	-1.55895354819	black	0	3.5679	0.82619
MGH54_P8_D04	NA	black	0	0	0.61636
MGH54_P8_D05	0.241171607683	cyan	4	0.1177	0.65627
MGH54_P8_D06	NA	black	0	0	4.1386
MGH54_P8_D07	0.481461128423	cyan	4	0.097611	0.11503
MGH54_P8_D08	-1.31553037807	black	0	0.21164	5.2086
MGH54_P8_D10	0.135265060951	cyan	4	0.22033	0.79494
MGH54_P8_D11	0.0232066400076	cyan	4	0.46362	0.52707
MGH54_P8_D12	0.0687809807234	cyan	4	0.24732	0.99567
MGH54_P8_E01	0.0342839287469	cyan	4	0.41792	0.84238
MGH54_P8_E04	NA	black	0	0	0.1635
MGH54_P8_E05	-0.129890515141	cyan	4	0.29042	1.8246
MGH54_P8_E07	-0.395893693241	blue	3	0.37851	3.9766
MGH54_P8_E08	0.135324806645	cyan	4	0.28333	0.65718
MGH54_P8_E10	NA	black	0	0	0.5656
MGH54_P8_F01	0.204447094461	cyan	4	0.12829	0.73292
MGH54_P8_F02	NA	black	0	0	0
MGH54_P8_F04	NA	black	0	0	1.9096
MGH54_P8_F05	NA	black	0	0	0.69243
MGH54_P8_F06	NA	black	0	0	0.69866
MGH54_P8_F08	NA	black	0	0	0.85917
MGH54_P8_F09	0.0678775618308	cyan	4	1.4152	1.3369
MGH54_P8_F10	NA	black	0	0	1.0649
MGH54_P8_F11	-0.407523071145	blue	3	1.0813	0.62106
MGH54_P8_F12	-0.222498905968	blue	3	0.16479	1.8639
MGH54_P8_G01	0.0767708053976	cyan	4	0.28688	0.9115
MGH54_P8_G03	NA	black	0	0	0.94035
MGH54_P8_G04	NA	black	0	0	0.34142
MGH54_P8_G05	NA	black	0	0	0.6332
MGH54_P8_G06	0.0810537691387	cyan	4	0.37295	0.63227
MGH54_P8_G07	0.0310637974934	cyan	4	0.098958	1.1776
MGH54_P8_G08	0.274839793592	cyan	4	0.10165	0.60027
MGH54_P8_G09	0.102779786505	cyan	4	0.22404	0.90072
MGH54_P8_G10	-0.955318920544	black	0	0.082703	3.3247
MGH54_P8_G11	NA	black	0	0	1.0036
MGH54_P8_G12	-1.98498143736	black	0	4.3319	0.82619
MGH54_P8_H01	0.0613511403247	cyan	4	0.14796	1.0875
MGH54_P8_H03	-1.07032138437	black	0	3.1543	0.91839
MGH54_P8_H04	NA	black	0	0	0.81558
MGH54_P8_H06	0.0844922246246	cyan	4	0.38073	0.55876
MGH54_P8_H07	NA	black	0	0	0.61353
MGH54_P8_H08	0.419375089942	cyan	4	0.048236	0.37407
MGH54_P8_H10	NA	black	0	0	3.2233
MGH54_P8_H12	NA	black	0	0	3.0014
MGH54_P10_A01	0.00684890979508	cyan	4	0.52206	1.5316
MGH54_P10_A02	NA	black	0	0	3.5122
MGH54_P10_A03	0.0754484788147	cyan	4	0.15575	1.0454
MGH54_P10_A04	0.299492654948	cyan	4	0.18015	0.36177
MGH54_P10_A05	NA	black	0	0	0.9115
MGH54_P10_A06	NA	black	0	0	0.71282
MGH54_P10_A07	-0.583843471483	blue	3	0.2302	3.1944
MGH54_P10_A09	NA	black	0	0	0.18142
MGH54_P10_A10	0.269898018192	cyan	4	0.14274	0.53705
MGH54_P10_A11	NA	black	0	0	0.81639
MGH54_P10_A12	NA	black	0	0	1.0293
MGH54_P10_B01	-0.114836139727	cyan	4	1.4957	1.1629
MGH54_P10_B02	NA	black	0	0	2.859
MGH54_P10_B03	0.0402371489203	cyan	4	0.1776	1.1342
MGH54_P10_B05	0.0182180863212	cyan	4	0.33342	1.1499
MGH54_P10_B06	-0.0443644062991	cyan	4	0.24245	1.4125
MGH54_P10_B07	NA	black	0	0	0.61918
MGH54_P10_B08	NA	black	0	0	2.6736
MGH54_P10_B09	0.051908127114	cyan	4	0.39287	0.78157
MGH54_P10_B10	0.409573706824	cyan	4	0.6397	4.3156
MGH54_P10_B11	NA	black	0	0	4.6079
MGH54_P10_B12	0.407046399628	cyan	4	0.14405	0.1635
MGH54_P10_C01	-1.05796693025	black	0	1.6857	0.44996
MGH54_P10_C02	NA	black	0	0	0.97379
MGH54_P10_C03	NA	black	0	0	0.55189
MGH54_P10_C04	NA	black	0	0	0.61447
MGH54_P10_C05	0.162888487368	cyan	4	3.0477	1.3505
MGH54_P10_C07	NA	black	0	0	1.2702
MGH54_P10_C08	0.387610192812	cyan	4	0.15445	0.18396
MGH54_P10_C09	-0.140983279021	cyan	4	0.15056	1.6248
MGH54_P10_C10	NA	black	0	0	1.157
MGH54_P10_C11	-0.0806091166591	cyan	4	0.63413	0.72334
MGH54_P10_C12	-1.52770446419	black	0	0.15963	5.1854
MGH54_P10_D01	NA	black	0	0	0.75531
MGH54_P10_D02	NA	black	0	0	0.1776
MGH54_P10_D03	NA	black	0	0	0.87027
MGH54_P10_D04	5.03960687636	black	0	2.2729	3.9415
MGH54_P10_D05	-0.0886749531905	cyan	4	0.45312	2.7951
MGH54_P10_D06	0.0365368248462	cyan	4	3.3651	1.3074
MGH54_P10_D07	0.202599911739	cyan	4	0.18777	0.63784
MGH54_P10_D09	NA	black	0	0	0
MGH54_P10_D10	-0.812452565436	red	1	0.14143	3.2975
MGH54_P10_D11	0.239285274689	cyan	4	0.18015	0.543
MGH54_P10_D12	NA	black	0	0	0
MGH54_P10_E01	0.0756545850264	cyan	4	0.22897	0.98914
MGH54_P10_E02	-0.220765828627	blue	3	0.15963	1.85
MGH54_P10_E03	NA	black	0	0	1.0711
MGH54_P10_E04	NA	black	0	0	1.5543
MGH54_P10_E05	0.165436460832	cyan	4	0.34483	0.20664
MGH54_P10_E06	NA	black	0	0	1.3539
MGH54_P10_E07	-0.144322022725	cyan	4	0.079975	1.5685
MGH54_P10_E08	NA	black	0	0	4.1587
MGH54_P10_E09	0.143979274679	cyan	4	0.13619	0.87892
MGH54_P10_E10	NA	black	0	0	0
MGH54_P10_E11	NA	black	0	0	0.81065
MGH54_P10_E12	0.00630912771219	cyan	4	0.14666	1.2339
MGH54_P10_F01	NA	black	0	0	0.58688
MGH54_P10_F02	NA	black	0	0	0.89918
MGH54_P10_F03	NA	black	0	0	1.6374
MGH54_P10_F04	-0.88137031536	red	1	0.24975	4.3306
MGH54_P10_F05	NA	black	0	0	1.1629
MGH54_P10_F06	NA	black	0	0	1.6192
MGH54_P10_F08	NA	black	0	0	0.848
MGH54_P10_F09	-0.0104509579187	cyan	4	0.50386	0.40708
MGH54_P10_F10	NA	black	0	0	1.117
MGH54_P10_F11	0.278443899713	cyan	4	0.17887	0.42868
MGH54_P10_F12	-0.0178091217064	cyan	4	0.20038	1.3068
MGH54_P10_G01	NA	black	0	0	0.83512
MGH54_P10_G02	-0.21001018196	blue	3	0.25942	2.0538
MGH54_P10_G03	NA	black	0	0	1.0718
MGH54_P10_G05	NA	black	0	0	0.2558
MGH54_P10_G06	NA	black	0	0	0.69599
MGH54_P10_G07	NA	black	0	0	0.15186
MGH54_P10_G09	NA	black	0	0	0.22033
MGH54_P10_G10	NA	black	0	0	1.127
MGH54_P10_G11	0.296086900427	cyan	4	0.11636	0.52206
MGH54_P10_G12	NA	black	0	0	1.5724
MGH54_P10_H02	NA	black	0	0.42761	0
MGH54_P10_H03	0.381504633918	cyan	4	0.15704	0.19283
MGH54_P10_H04	-0.0489607415363	cyan	4	0.14666	1.3796
MGH54_P10_H05	NA	black	0	0	1.0108
MGH54_P10_H06	NA	black	0	0	0.50487
MGH54_P10_H07	NA	black	0	0	0.78325
MGH54_P10_H08	0.0885917196929	cyan	4	0.40926	0.25701
MGH54_P10_H09	NA	black	0	0	0.51096
MGH54_P10_H10	NA	black	0	0	0.25338
MGH54_P10_H11	NA	black	0	0	0.90381
MGH54_P10_H12	NA	black	0	0	2.3138
MGH54_P11_A01	NA	black	0	0	1.0335
MGH54_P11_A02	NA	black	0	0	1.1616
MGH54_P11_A03	NA	black	0	0	1.5286
MGH54_P11_A04	NA	black	0	0	0
MGH54_P11_A05	0.0042879211983	cyan	4	0.29866	1.2327
MGH54_P11_A06	0.0117988611878	cyan	4	0.21412	1.2129
MGH54_P11_A08	1.34615773111	black	0	0.96569	4.0256
MGH54_P11_A09	NA	black	0	0	0.37072
MGH54_P11_A10	0.311880082848	cyan	4	0.17632	0.33571
MGH54_P11_A11	NA	black	0	0.71896	0
MGH54_P11_A12	NA	black	0	0	0.60597
MGH54_P11_B01	0.131866700354	cyan	4	0.36625	0.27977
MGH54_P11_B02	-0.172907697344	blue	3	0.43723	3.4485
MGH54_P11_B03	NA	black	0	0	0.38847
MGH54_P11_B04	NA	black	0	0	1.1322
MGH54_P11_B05	NA	black	0	0	4.3169
MGH54_P11_B06	NA	black	0	0	3.0781
MGH54_P11_B08	NA	black	0	0	4.5334
MGH54_P11_B09	NA	black	0	0	0.78492
MGH54_P11_B10	NA	black	0	0	0
MGH54_P11_B11	0.41058337849	cyan	4	0.14143	0.16221
MGH54_P11_B12	NA	black	0	0	0.45733
MGH54_P11_C01	NA	black	0	0.56071	0
MGH54_P11_C02	NA	black	0	0	3.4899
MGH54_P11_C03	NA	black	0	0	0.27143
MGH54_P11_C04	NA	black	0	0	0.51702
MGH54_P11_C05	NA	black	0	0	2.5785
MGH54_P11_C06	NA	black	0	0	0
MGH54_P11_C07	NA	black	0	0	0.66539
MGH54_P11_C08	0.0255149219844	cyan	4	0.45943	0.55778
MGH54_P11_C09	-1.65141996777	black	0	2.2892	0.42761
MGH54_P11_C10	NA	black	0	0	0.84398
MGH54_P11_C12	NA	black	0	0	0.92676
MGH54_P11_D01	NA	black	0	0.29983	0
MGH54_P11_D02	NA	black	0	0	1.1916
MGH54_P11_D03	NA	black	0	0	3.2138
MGH54_P11_D04	NA	black	0	0	0.21412
MGH54_P11_D05	NA	black	0	0	0.91456
MGH54_P11_D06	NA	black	0	0	1.7974
MGH54_P11_D07	NA	black	0	0	2.1808
MGH54_P11_D08	0.066503450579	cyan	4	0.21537	1.0321
MGH54_P11_D09	0.160979759157	cyan	4	0.19787	0.74846
MGH54_P11_D10	NA	black	0	0	0
MGH54_P11_D11	NA	black	0	0	3.4424
MGH54_P11_D12	NA	black	0	0	1.0566
MGH54_P11_E01	NA	black	0	0	0.75446
MGH54_P11_E02	NA	black	0	0	1.0363
MGH54_P11_E03	0.0254608715987	cyan	4	0.34369	1.099
MGH54_P11_E04	0.00813923493544	cyan	4	0.45838	1.0559
MGH54_P11_E05	NA	black	0	0	0.74932
MGH54_P11_E06	0.248497159955	cyan	4	0.17249	0.53306
MGH54_P11_E07	NA	black	0	0	0.88908
MGH54_P11_E08	0.137131320591	cyan	4	0.15056	0.88206
MGH54_P11_E09	NA	black	0	0	0.3173
MGH54_P11_E10	NA	black	0	0	0.29042
MGH54_P11_E11	NA	black	0	0	1.4714
MGH54_P11_E12	NA	black	0	0	2.4292
MGH54_P11_F01	NA	black	0	0	3.4018
MGH54_P11_F02	NA	black	0	0	0
MGH54_P11_F03	NA	black	0	0	0.29396
MGH54_P11_F04	-0.047058647956	cyan	4	0.20914	1.4022
MGH54_P11_F05	NA	black	0	0	4.2277
