Cell_name	Zvalue	Color	Cluster	BEX2	JUN
MGH36_P7_A09	NA	black	0	0	0
MGH36_P7_A10	NA	black	0	0	1.6736
MGH36_P7_A11	NA	black	0	0	3.7626
MGH36_P7_A12	NA	black	0	0	8.5408
MGH36_P7_B01	NA	black	0	0	0
MGH36_P7_B02	NA	black	0	0	4.7514
MGH36_P7_B03	NA	black	0	0	8.0593
MGH36_P7_B04	NA	black	0	0	6.8244
MGH36_P7_B06	NA	black	0	0	0
MGH36_P7_B07	NA	black	0	0	7.4996
MGH36_P7_B08	NA	black	0	0	7.4114
MGH36_P7_B09	NA	black	0	0	6.8705
MGH36_P7_B10	NA	black	0	0	0
MGH36_P7_B11	NA	black	0	0	0
MGH36_P7_B12	NA	black	0	0	5.9498
MGH36_P7_C11	NA	black	0	0	0.38626
MGH36_P7_D01	NA	black	0	0	0
MGH36_P7_D02	NA	black	0	0	6.9532
MGH36_P7_D03	NA	black	0	0	5.173
MGH36_P7_D05	NA	black	0	0	7.6557
MGH36_P7_D06	NA	black	0	0	5.2041
MGH36_P7_D07	-0.210530293397	red	1	5.554	4.09
MGH36_P7_D08	NA	black	0	0	0
MGH36_P7_D09	NA	black	0	0.6107	0
MGH36_P7_D10	NA	black	0	0	4.6587
MGH36_P7_D11	-4.00749371807	black	0	0.34028	7.8449
MGH36_P7_E01	NA	black	0	0	0
MGH36_P7_E03	NA	black	0	0	8.5136
MGH36_P7_E04	NA	black	0	0	0
MGH36_P7_E05	NA	black	0	0	5.9776
MGH36_P7_E07	NA	black	0	0	4.3686
MGH36_P7_E08	NA	black	0	0	0
MGH36_P7_E10	NA	black	0	0	0
MGH36_P7_E12	NA	black	0	0	0
MGH36_P7_F01	NA	black	0	0	6.8201
MGH36_P7_F02	NA	black	0	0	6.8096
MGH36_P7_F03	NA	black	0	0	0
MGH36_P7_F04	NA	black	0	0	0
MGH36_P7_F06	NA	black	0	0	2.7027
MGH36_P7_F08	NA	black	0	0	0
MGH36_P7_F09	NA	black	0	0	5.4775
MGH36_P7_F10	NA	black	0	0	4.1602
MGH36_P7_F11	NA	black	0	0	0
MGH36_P7_F12	NA	black	0	0	3.8197
MGH36_P7_G01	NA	black	0	0	4.2651
MGH36_P7_G02	NA	black	0	0	6.3479
MGH36_P7_G03	NA	black	0	0	0
MGH36_P7_G04	NA	black	0	0	7.1731
MGH36_P7_G05	NA	black	0	0	0.15575
MGH36_P7_G06	NA	black	0	0	0
MGH36_P7_G08	NA	black	0	0	0
MGH36_P7_G09	NA	black	0	0	0
MGH36_P7_G10	NA	black	0	0	7.0657
MGH36_P7_G11	0.821778121898	red	1	1.8556	3.2253
MGH36_P7_H01	NA	black	0	0	0
MGH36_P7_H02	NA	black	0	0	0
MGH36_P7_H03	NA	black	0	0	0
MGH36_P7_H04	NA	black	0	0	7.2899
MGH36_P7_H07	NA	black	0	0	7.1998
MGH36_P7_H08	NA	black	0	0	5.4956
MGH36_P7_H10	NA	black	0	4.4691	0
MGH36_P7_H11	NA	black	0	0	5.1411
MGH36_P7_H12	NA	black	0	0	0.42868
MGH36_P5_A02	NA	black	0	0	0
MGH36_P5_A03	NA	black	0	0	1.9727
MGH36_P5_A05	NA	black	0	0	0
MGH36_P5_A06	NA	black	0	0	4.5093
MGH36_P5_A07	NA	black	0	0	7.0195
MGH36_P5_A08	NA	black	0	0	3.8694
MGH36_P5_A09	NA	black	0	0	2.7845
MGH36_P5_B02	NA	black	0	0	3.6022
MGH36_P5_B03	NA	black	0	0	0.66084
MGH36_P5_B04	-2.32293061359	black	0	0.7137	6.6236
MGH36_P5_B05	-3.87462630415	black	0	0.24245	7.6508
MGH36_P5_B06	NA	black	0	0	7.7817
MGH36_P5_B07	NA	black	0	0	5.4504
MGH36_P5_B08	NA	black	0	0	0.18142
MGH36_P5_B09	NA	black	0	0	0
MGH36_P5_B10	NA	black	0	0.088142	0
MGH36_P5_B11	NA	black	0	0	7.7711
MGH36_P5_C01	NA	black	0	0	5.4807
MGH36_P5_C02	NA	black	0	0	4.996
MGH36_P5_C03	NA	black	0	0	4.3748
MGH36_P5_C04	NA	black	0	0	6.2627
MGH36_P5_C05	NA	black	0	0	5.789
MGH36_P5_C06	NA	black	0	0	0
MGH36_P5_C09	NA	black	0	0	0
MGH36_P5_C11	NA	black	0	0	6.0218
MGH36_P5_C12	NA	black	0	0	5.4268
MGH36_P5_D01	NA	black	0	0	0
MGH36_P5_D02	NA	black	0	0	7.4204
MGH36_P5_D03	NA	black	0	0	5.1708
MGH36_P5_D04	NA	black	0	0	0.58785
MGH36_P5_D06	NA	black	0	0	0
MGH36_P5_D07	NA	black	0	0	8.8117
MGH36_P5_D08	NA	black	0	4.7198	0
MGH36_P5_D09	NA	black	0	0	0
MGH36_P5_D11	NA	black	0	0	6.2733
MGH36_P5_D12	NA	black	0	0	3.2314
MGH36_P5_E01	NA	black	0	0	9.2255
MGH36_P5_E02	-0.296205094338	red	1	3.7564	5.9879
MGH36_P5_E03	NA	black	0	0	0
MGH36_P5_E05	NA	black	0	0	7.4626
MGH36_P5_E07	NA	black	0	0	6.9599
MGH36_P5_E08	NA	black	0	0	6.4876
MGH36_P5_E09	NA	black	0	0	0
MGH36_P5_E10	-0.57260973835	red	1	4.8961	0.96347
MGH36_P5_E11	NA	black	0	0	6.0565
MGH36_P5_F02	NA	black	0	0	3.1543
MGH36_P5_F04	NA	black	0	0	7.1128
MGH36_P5_F05	NA	black	0	0	0
MGH36_P5_F06	NA	black	0	0	0.038436
MGH36_P5_F07	NA	black	0	0	1.5499
MGH36_P5_F08	NA	black	0	0	7.5
MGH36_P5_F09	NA	black	0	0	0
MGH36_P5_F10	NA	black	0	0	5.341
MGH36_P5_F11	1.53417682506	green3	2	2.9107	0.12829
MGH36_P5_G01	NA	black	0	0	0
MGH36_P5_G02	1.3261930048	green3	2	0.17632	3.0514
MGH36_P5_G04	NA	black	0	0	0
MGH36_P5_G06	NA	black	0	0	6.478
MGH36_P5_G07	NA	black	0	0	7.4655
MGH36_P5_G08	NA	black	0	0	6.7311
MGH36_P5_G09	NA	black	0	0	6.012
MGH36_P5_G10	NA	black	0	0	0
MGH36_P5_G11	NA	black	0	0	0
MGH36_P5_H02	NA	black	0	0	0
MGH36_P5_H03	NA	black	0	0	0
MGH36_P5_H05	NA	black	0	0	2.9422
MGH36_P5_H06	NA	black	0	0	0.79494
MGH36_P5_H07	NA	black	0	0	0
MGH36_P5_H09	NA	black	0	0	0
MGH36_P10_A02	NA	black	0	0	0
MGH36_P10_A04	NA	black	0	0	0
MGH36_P10_A05	NA	black	0	0	7.133
MGH36_P10_A06	NA	black	0	0	4.8971
MGH36_P10_A07	NA	black	0	0	6.8813
MGH36_P10_A09	NA	black	0	0	2.861
MGH36_P10_A11	NA	black	0	0	7.2372
MGH36_P10_A12	NA	black	0	0	3.1283
MGH36_P10_B01	NA	black	0	0	7.5103
MGH36_P10_B03	NA	black	0	0	6.056
MGH36_P10_B05	1.84274843456	black	0	1.1144	2.1731
MGH36_P10_B07	NA	black	0	0	5.8834
MGH36_P10_B08	NA	black	0	0	1.9328
MGH36_P10_B10	NA	black	0	0	5.2706
MGH36_P10_B11	NA	black	0	0	3.2444
MGH36_P10_C01	NA	black	0	3.1182	0
MGH36_P10_C03	NA	black	0	0	6.6407
MGH36_P10_C04	NA	black	0	0	5.2015
MGH36_P10_C06	NA	black	0	0	6.1831
MGH36_P10_C07	NA	black	0	0	3.5797
MGH36_P10_C08	NA	black	0	0	0
MGH36_P10_C09	NA	black	0	0	4.1494
MGH36_P10_C10	NA	black	0	0	7.6672
MGH36_P10_C12	NA	black	0	0	2.7493
MGH36_P10_D01	NA	black	0	0	0
MGH36_P10_D02	NA	black	0	0	0
MGH36_P10_D03	NA	black	0	0	7.2082
MGH36_P10_D04	-2.31887701846	black	0	0.81721	6.6898
MGH36_P10_D05	NA	black	0	0	7.2792
MGH36_P10_D07	NA	black	0	0	7.1774
MGH36_P10_D09	NA	black	0	0	6.9789
MGH36_P10_D10	NA	black	0	0	0
MGH36_P10_D11	NA	black	0	4.3045	0
MGH36_P10_D12	NA	black	0	0	0
MGH36_P10_E02	NA	black	0	0	5.9927
MGH36_P10_E03	NA	black	0	3.7876	0
MGH36_P10_E04	NA	black	0	0	7.6072
MGH36_P10_E05	0.55237836927	red	1	5.7874	6.8806
MGH36_P10_E07	NA	black	0	0	0
MGH36_P10_E10	NA	black	0	0	0
MGH36_P10_E11	NA	black	0	0	4.7488
MGH36_P10_E12	-0.270785540434	red	1	3.5563	5.6504
MGH36_P10_F02	NA	black	0	0	5.1875
MGH36_P10_F03	NA	black	0	0	0
MGH36_P10_F05	NA	black	0	0	0
MGH36_P10_F06	NA	black	0	0	0.77989
MGH36_P10_F08	0.154244895218	red	1	5.0806	6.2338
MGH36_P10_F09	NA	black	0	0	0
MGH36_P10_F10	NA	black	0	0	5.7762
MGH36_P10_F11	NA	black	0	0	4.8146
MGH36_P10_F12	NA	black	0	0	3.7804
MGH36_P10_G01	NA	black	0	0	6.1841
MGH36_P10_G02	NA	black	0	0	0.30685
MGH36_P10_G03	NA	black	0	0	0.35276
MGH36_P10_G05	NA	black	0	0	5.3843
MGH36_P10_G06	NA	black	0	0	0
MGH36_P10_G07	NA	black	0	0	3.3151
MGH36_P10_G08	NA	black	0	0	7.0175
MGH36_P10_G09	NA	black	0	0	1.2363
MGH36_P10_G10	-0.138041433988	red	1	4.7254	2.9073
MGH36_P10_G11	NA	black	0	0	6.1329
MGH36_P10_H01	NA	black	0	0	0
MGH36_P10_H03	NA	black	0	0	4.3985
MGH36_P10_H04	NA	black	0	0	4.7509
MGH36_P10_H05	NA	black	0	0	3.1701
MGH36_P10_H06	-0.0349615276115	red	1	4.5672	3.3787
MGH36_P10_H09	NA	black	0	0	3.6287
MGH36_P10_H11	NA	black	0	0	2.1207
MGH36_P10_H12	NA	black	0	0	4.7218
MGH36_P8_A01	NA	black	0	0	0
MGH36_P8_A03	NA	black	0	0	4.6877
MGH36_P8_A04	NA	black	0	0	7.4315
MGH36_P8_A06	NA	black	0	0	5.6121
MGH36_P8_A07	NA	black	0	0	0
MGH36_P8_A08	NA	black	0	0	0
MGH36_P8_A09	NA	black	0	0	0
MGH36_P8_A11	NA	black	0	0	3.5519
MGH36_P8_A12	NA	black	0	0	7.379
MGH36_P8_B01	NA	black	0	0	0
MGH36_P8_B02	NA	black	0	0	5.7111
MGH36_P8_B03	NA	black	0	0.60027	0
MGH36_P8_B04	NA	black	0	0	7.0692
MGH36_P8_B05	0.0868947455606	red	1	1.1725	4.2801
MGH36_P8_B08	NA	black	0	0	4.162
MGH36_P8_B09	NA	black	0	0	5.4381
MGH36_P8_B10	NA	black	0	0	6.7747
MGH36_P8_B11	NA	black	0	0	6.532
MGH36_P8_B12	NA	black	0	0	7.7027
MGH36_P8_C01	1.15141241129	red	1	2.3553	2.3156
MGH36_P8_C02	NA	black	0	0	0
MGH36_P8_C03	NA	black	0	0	0
MGH36_P8_C05	NA	black	0	0	6.2228
MGH36_P8_C06	NA	black	0	0	0
MGH36_P8_C09	NA	black	0	0	6.6265
MGH36_P8_C10	NA	black	0	0	0
MGH36_P8_C12	NA	black	0	0	5.1643
MGH36_P8_D01	NA	black	0	0	5.9466
MGH36_P8_D03	NA	black	0	0	1.3488
MGH36_P8_D04	NA	black	0	0	5.294
MGH36_P8_D05	NA	black	0	0	2.3199
MGH36_P8_D07	NA	black	0	0	2.6102
MGH36_P8_D08	0.229545928912	red	1	2.9585	4.0069
MGH36_P8_D09	NA	black	0	0	0
MGH36_P8_D10	NA	black	0	0	5.9815
MGH36_P8_D11	NA	black	0	0	5.4911
MGH36_P8_D12	NA	black	0	0	0.56462
MGH36_P8_E01	NA	black	0	0	5.839
MGH36_P8_E02	NA	black	0	0	0
MGH36_P8_E03	NA	black	0	0	6.7494
MGH36_P8_E04	NA	black	0	0	2.4722
MGH36_P8_E05	NA	black	0	0	4.2943
MGH36_P8_E06	0.667523922362	red	1	5.751	7.4614
MGH36_P8_E08	0.0181474595186	red	1	3.3303	4.5687
MGH36_P8_E10	NA	black	0	0	0
MGH36_P8_F02	NA	black	0	0	4.6699
MGH36_P8_F04	NA	black	0	4.6762	0
MGH36_P8_F05	NA	black	0	0	4.3703
MGH36_P8_F07	NA	black	0	0	0
MGH36_P8_F09	NA	black	0	0	5.188
MGH36_P8_G01	NA	black	0	0	4.434
MGH36_P8_G02	NA	black	0	0	0
MGH36_P8_G03	NA	black	0	0	4.1607
MGH36_P8_G04	NA	black	0	0	2.7958
MGH36_P8_G05	NA	black	0	0	5.3075
MGH36_P8_G06	NA	black	0	0	5.8383
MGH36_P8_G07	NA	black	0	0	6.4401
MGH36_P8_G08	NA	black	0	0	6.8433
MGH36_P8_G09	0.223220783491	red	1	5.1333	6.7932
MGH36_P8_G10	NA	black	0	0	7.0964
MGH36_P8_G12	NA	black	0	0	0.42761
MGH36_P8_H01	NA	black	0	0	6.1479
MGH36_P8_H03	NA	black	0	0	6.7186
MGH36_P8_H04	NA	black	0	0	6.8154
MGH36_P8_H06	NA	black	0	0	4.3079
MGH36_P8_H07	NA	black	0	0	4.9224
MGH36_P8_H09	NA	black	0	0	3.4501
MGH36_P8_H10	NA	black	0	4.2763	0
MGH36_P8_H11	NA	black	0	0	0
MGH36_P9_A01	NA	black	0	0	4.4736
MGH36_P9_A02	NA	black	0	0	7.9372
MGH36_P9_A03	NA	black	0	0	5.823
MGH36_P9_A05	NA	black	0	0	0
MGH36_P9_A06	NA	black	0	0	0
MGH36_P9_A07	NA	black	0	0	3.9312
MGH36_P9_A09	NA	black	0	0	0
MGH36_P9_A10	NA	black	0	0	5.9493
MGH36_P9_A11	NA	black	0	0	4.8649
MGH36_P9_A12	NA	black	0	0	0
MGH36_P9_B01	NA	black	0	0	2.3542
MGH36_P9_B04	NA	black	0	0	4.8165
MGH36_P9_B06	0.197970274476	red	1	5.2837	6.052
MGH36_P9_B07	NA	black	0	0	6.4513
MGH36_P9_B08	2.19993099611	black	0	1.8655	0.9396
MGH36_P9_B09	NA	black	0	0	6.259
MGH36_P9_B10	NA	black	0	0	7.057
MGH36_P9_B11	NA	black	0	0	2.9793
MGH36_P9_B12	NA	black	0	0	5.9456
MGH36_P9_C01	NA	black	0	0	0
MGH36_P9_C02	NA	black	0	0	6.8775
MGH36_P9_C03	-2.24425470221	black	0	2.6378	8.5982
MGH36_P9_C05	NA	black	0	0	6.1135
MGH36_P9_C07	NA	black	0	0	6.6506
MGH36_P9_C08	NA	black	0	0	7.2899
MGH36_P9_C09	NA	black	0	0	5.1037
MGH36_P9_C11	NA	black	0	0	2.0419
MGH36_P9_C12	NA	black	0	0	6.1245
MGH36_P9_D05	NA	black	0	0	5.886
MGH36_P9_D07	NA	black	0	0	6.4668
MGH36_P9_D08	NA	black	0	0	7.0569
MGH36_P9_D09	NA	black	0	0	0
MGH36_P9_D10	NA	black	0	0	5.7302
MGH36_P9_D11	NA	black	0	0	5.2119
MGH36_P9_E01	NA	black	0	0	5.3558
MGH36_P9_E02	NA	black	0	0	3.9961
MGH36_P9_E03	NA	black	0	0	6.4036
MGH36_P9_E04	0.548461198009	red	1	3.6798	1.4425
MGH36_P9_E05	NA	black	0	0	3.2113
MGH36_P9_E06	NA	black	0	0	0
MGH36_P9_E07	NA	black	0	0	2.8791
MGH36_P9_E08	NA	black	0	0	7.2681
MGH36_P9_E10	NA	black	0	4.6447	0
MGH36_P9_E11	NA	black	0	0	5.723
MGH36_P9_E12	-1.19978235089	red	1	6.9439	3.1557
MGH36_P9_F02	NA	black	0	0	0
MGH36_P9_F03	NA	black	0	0	2.825
MGH36_P9_F04	NA	black	0	0	0
MGH36_P9_F08	0.928021845751	red	1	2.3403	2.7793
MGH36_P9_F09	NA	black	0	0	7.1533
MGH36_P9_F10	NA	black	0	0	5.7367
MGH36_P9_F11	-0.254469699805	red	1	4.359	7.4251
MGH36_P9_F12	NA	black	0	0	1.8408
MGH36_P9_G03	0.0460475859174	red	1	1.8468	4.3911
MGH36_P9_G04	NA	black	0	3.0261	0
MGH36_P9_G05	NA	black	0	0	5.1093
MGH36_P9_G06	NA	black	0	0	3.8824
MGH36_P9_G07	NA	black	0	0	0
MGH36_P9_G08	NA	black	0	0	0
MGH36_P9_G09	NA	black	0	0	4.3867
MGH36_P9_G10	NA	black	0	0	4.9897
MGH36_P9_G11	NA	black	0	0	4.8472
MGH36_P9_H01	NA	black	0	0	4.235
MGH36_P9_H02	NA	black	0	4.4452	0
MGH36_P9_H03	NA	black	0	0	5.9963
MGH36_P9_H04	NA	black	0	0	6.0071
MGH36_P9_H06	NA	black	0	0	0
MGH36_P9_H07	NA	black	0	0	0.29042
MGH36_P9_H08	1.20075221041	red	1	1.069	2.9769
MGH36_P9_H10	NA	black	0	0	3.0397
MGH36_P9_H11	NA	black	0	0	4.7094
MGH36_P9_H12	NA	black	0	0	0
MGH36_P2_A01	0.0634358318208	red	1	5.2187	5.235
MGH36_P2_A03	NA	black	0	5.6826	0
MGH36_P2_A04	NA	black	0	0	6.3234
MGH36_P2_A05	2.58196388751	black	0	1.9355	0.1137
MGH36_P2_A06	NA	black	0	0	3.7692
MGH36_P2_A07	NA	black	0	0	7.2389
MGH36_P2_A08	NA	black	0	0	4.9009
MGH36_P2_A11	NA	black	0	0	8.9363
MGH36_P2_B03	NA	black	0	0	2.3403
MGH36_P2_B04	NA	black	0	0	5.1438
MGH36_P2_B05	NA	black	0	0	0
MGH36_P2_B06	NA	black	0	0	2.7448
MGH36_P2_B07	NA	black	0	0	0
MGH36_P2_B08	-0.239342490995	red	1	3.8934	5.9509
MGH36_P2_B09	NA	black	0	0	5.351
MGH36_P2_B10	NA	black	0	0	0
MGH36_P2_B11	NA	black	0	0	2.8246
MGH36_P2_B12	NA	black	0	0	0.61447
MGH36_P2_C02	NA	black	0	0	7.5671
MGH36_P2_C03	NA	black	0	0	5.4434
MGH36_P2_C04	NA	black	0	0	6.8626
MGH36_P2_C07	-0.0464315157511	red	1	4.9282	4.3523
MGH36_P2_C08	NA	black	0	0	5.714
MGH36_P2_C09	NA	black	0	0	5.6596
MGH36_P2_C10	NA	black	0	0	0.09356
MGH36_P2_C11	NA	black	0	0	5.0821
MGH36_P2_C12	NA	black	0	0	3.5892
MGH36_P2_D01	NA	black	0	0	4.1585
MGH36_P2_D02	NA	black	0	0	6.9762
MGH36_P2_D04	NA	black	0	0	6.57
MGH36_P2_D05	NA	black	0	0	7.1071
MGH36_P2_D06	NA	black	0	0	7.4946
MGH36_P2_D07	NA	black	0	0	8.2513
MGH36_P2_D08	NA	black	0	0	0.037031
MGH36_P2_D09	0.421493540497	red	1	2.8022	3.5874
MGH36_P2_D10	NA	black	0	0	0
MGH36_P2_D11	NA	black	0	0	6.9657
MGH36_P2_E01	NA	black	0	0	4.9345
MGH36_P2_E02	NA	black	0	0	7.8205
MGH36_P2_E03	NA	black	0	0	5.4369
MGH36_P2_E04	NA	black	0	0	6.3377
MGH36_P2_E06	NA	black	0	0	5.5621
MGH36_P2_E07	NA	black	0	0	7.3928
MGH36_P2_E08	NA	black	0	0	0
MGH36_P2_E09	NA	black	0	0	7.4492
MGH36_P2_E10	NA	black	0	0	6.3423
MGH36_P2_F02	NA	black	0	0	5.3843
MGH36_P2_F03	NA	black	0	0	8.0564
MGH36_P2_F04	NA	black	0	0	0
MGH36_P2_F06	NA	black	0	0	3.422
MGH36_P2_F07	NA	black	0	0	2.5303
MGH36_P2_F08	NA	black	0	0	6.8465
MGH36_P2_F10	NA	black	0	0	7.5939
MGH36_P2_F11	NA	black	0	0	6.8881
MGH36_P2_F12	NA	black	0	0	4.1722
MGH36_P2_G01	NA	black	0	0	8.361
MGH36_P2_G02	NA	black	0	0	4.932
MGH36_P2_G03	NA	black	0	0	4.4173
MGH36_P2_G04	NA	black	0	0	7.5592
MGH36_P2_G05	NA	black	0	0	0
MGH36_P2_G07	NA	black	0	0	4.4822
MGH36_P2_G08	NA	black	0	0	8.8942
MGH36_P2_G09	NA	black	0	0	0
MGH36_P2_G11	NA	black	0	0	0
MGH36_P2_G12	NA	black	0	0	4.3898
MGH36_P2_H01	NA	black	0	0	8.989
MGH36_P2_H02	NA	black	0	0	0.029983
MGH36_P2_H03	-1.14648096219	red	1	1.6586	5.9427
MGH36_P2_H04	-0.725487640998	red	1	5.0956	1.1473
MGH36_P2_H05	NA	black	0	0	8.1447
MGH36_P2_H06	NA	black	0	0	7.3115
MGH36_P2_H07	-4.13086698218	black	0	0.17887	7.8096
MGH36_P2_H10	NA	black	0	0	0
MGH53_P5_A02	NA	black	0	0	0
MGH53_P5_A03	NA	black	0	0	0.74244
MGH53_P5_A04	NA	black	0	0	6.0654
MGH53_P5_A06	NA	black	0	0	0
MGH53_P5_A07	NA	black	0	0	0
MGH53_P5_A08	NA	black	0	0	0
MGH53_P5_A09	NA	black	0	0	3.9996
MGH53_P5_A11	NA	black	0	0	0
MGH53_P5_B01	NA	black	0	6.2775	0
MGH53_P5_B03	NA	black	0	6.1878	0
MGH53_P5_B04	NA	black	0	0	6.9762
MGH53_P5_B05	NA	black	0	0	6.3852
MGH53_P5_B06	NA	black	0	0	7.7884
MGH53_P5_B07	NA	black	0	0	0
MGH53_P5_B08	NA	black	0	0	0
MGH53_P5_B09	NA	black	0	0	6.0105
MGH53_P5_B10	NA	black	0	0	0
MGH53_P5_B11	NA	black	0	0	0
MGH53_P5_B12	NA	black	0	0	0
MGH53_P5_C01	2.00762526581	black	0	6.7659	9.0931
MGH53_P5_C02	NA	black	0	0	7.2103
MGH53_P5_C03	0.502146388305	red	1	5.5498	7.2356
MGH53_P5_C04	NA	black	0	0	0
MGH53_P5_C05	-1.91732516421	black	0	2.9484	8.6187
MGH53_P5_C06	NA	black	0	0	7.7618
MGH53_P5_C07	NA	black	0	0	0
MGH53_P5_C08	NA	black	0	4.2672	0
MGH53_P5_C09	0.000920062551047	red	1	4.5202	4.6443
MGH53_P5_C10	NA	black	0	0	6.8256
MGH53_P5_C11	NA	black	0	0	0.35502
MGH53_P5_D01	NA	black	0	0	5.8403
MGH53_P5_D02	NA	black	0	0	3.9652
MGH53_P5_D04	NA	black	0	0	6.6481
MGH53_P5_D05	NA	black	0	5.5872	0
MGH53_P5_D07	NA	black	0	2.0573	0
MGH53_P5_D08	NA	black	0	0	3.4601
MGH53_P5_D09	-0.0441961800939	red	1	4.578	3.2768
MGH53_P5_D11	NA	black	0	5.7827	0
MGH53_P5_E01	NA	black	0	0	0
MGH53_P5_E02	NA	black	0	0	6.8561
MGH53_P5_E03	NA	black	0	0	0
MGH53_P5_E04	NA	black	0	0	0
MGH53_P5_E06	NA	black	0	0	8.5707
MGH53_P5_E08	-0.65981256955	red	1	3.9392	7.8483
MGH53_P5_E09	NA	black	0	0	7.4393
MGH53_P5_E11	NA	black	0	0	0
MGH53_P5_F01	NA	black	0	1.6613	0
MGH53_P5_F03	-0.150216883962	red	1	4.4397	6.9914
MGH53_P5_F05	NA	black	0	0	0
MGH53_P5_F06	NA	black	0	6.4507	0
MGH53_P5_F07	NA	black	0	0	3.6688
MGH53_P5_F08	-0.81414990098	red	1	3.7857	7.935
MGH53_P5_F10	NA	black	0	3.2653	0
MGH53_P5_F11	-1.0086382511	red	1	3.9402	9.095
MGH53_P5_G01	0.779760456395	red	1	6.0001	7.3154
MGH53_P5_G04	NA	black	0	4.4613	0
MGH53_P5_G05	NA	black	0	6.2148	0
MGH53_P5_G07	NA	black	0	0	2.0731
MGH53_P5_G08	NA	black	0	0	0
MGH53_P5_G09	NA	black	0	1.0158	0
MGH53_P5_G10	NA	black	0	1.3185	0
MGH53_P5_G11	NA	black	0	0	0
MGH53_P5_H02	NA	black	0	0	0
MGH53_P5_H03	NA	black	0	0	5.6976
MGH53_P5_H04	NA	black	0	0	0
MGH53_P5_H05	NA	black	0	0	0
MGH53_P5_H07	NA	black	0	0	0
MGH53_P5_H08	NA	black	0	1.9873	0
MGH53_P5_H10	NA	black	0	6.9116	0
MGH53_P5_H11	NA	black	0	0	5.7283
MGH53_P6_A01	NA	black	0	0	7.9802
MGH53_P6_A02	-2.02641477322	black	0	1.825	7.1973
MGH53_P6_A03	NA	black	0	5.2032	0
MGH53_P6_A04	0.203388096942	red	1	5.3305	6.0009
MGH53_P6_A05	NA	black	0	0	6.2344
MGH53_P6_A06	-0.399145519901	red	1	2.0983	5.1147
MGH53_P6_A07	NA	black	0	0	0
MGH53_P6_A08	NA	black	0	0	6.7733
MGH53_P6_A09	NA	black	0	0	0
MGH53_P6_A10	NA	black	0	0	0
MGH53_P6_A11	NA	black	0	0	0
MGH53_P6_A12	NA	black	0	0	0
MGH53_P6_B02	NA	black	0	0	5.9843
MGH53_P6_B03	NA	black	0	0	8.283
MGH53_P6_B04	2.76956642242	black	0	1.6196	0.34255
MGH53_P6_B05	-1.44077425532	red	1	2.7845	7.4558
MGH53_P6_B06	NA	black	0	0	0
MGH53_P6_B07	NA	black	0	0	0
MGH53_P6_B09	NA	black	0	5.3732	0
MGH53_P6_B10	NA	black	0	0	0
MGH53_P6_C01	0.900497441117	red	1	7.2024	6.4566
MGH53_P6_C03	NA	black	0	0	4.2492
MGH53_P6_C04	NA	black	0	0	7.0466
MGH53_P6_C05	-0.365889949042	red	1	6.1967	4.1041
MGH53_P6_C06	NA	black	0	0	6.5449
MGH53_P6_C07	NA	black	0	0	0
MGH53_P6_C08	NA	black	0	0	0
MGH53_P6_C09	NA	black	0	5.2772	0
MGH53_P6_C10	NA	black	0	0	6.863
MGH53_P6_C11	NA	black	0	0	0
MGH53_P6_C12	NA	black	0	0	4.3206
MGH53_P6_D01	-0.949779408385	red	1	3.8915	8.7204
MGH53_P6_D02	1.39959548998	green3	2	6.7387	7.7696
MGH53_P6_D03	NA	black	0	0	0
MGH53_P6_D05	NA	black	0	0	0
MGH53_P6_D07	-0.0526217266847	red	1	4.7842	9.0302
MGH53_P6_D08	NA	black	0	0	0
MGH53_P6_D09	NA	black	0	0	7.0456
MGH53_P6_D10	NA	black	0	6.304	0
MGH53_P6_D11	-1.0300377496	red	1	3.3007	7.4374
MGH53_P6_D12	NA	black	0	0	4.0768
MGH53_P6_E01	0.699734747718	red	1	5.7759	7.536
MGH53_P6_E02	NA	black	0	0	0
MGH53_P6_E03	NA	black	0	0	0
MGH53_P6_E04	-0.71871122153	red	1	3.5686	7.1135
MGH53_P6_E05	NA	black	0	0	6.0195
MGH53_P6_E06	NA	black	0	5.6262	0
MGH53_P6_E07	NA	black	0	0	0
MGH53_P6_E08	NA	black	0	0	7.904
MGH53_P6_E09	NA	black	0	0	0
MGH53_P6_E10	NA	black	0	0	7.8608
MGH53_P6_F01	NA	black	0	0	8.7562
MGH53_P6_F02	NA	black	0	5.8845	0
MGH53_P6_F03	NA	black	0	0	0
MGH53_P6_F04	-0.0194137107946	red	1	1.2141	4.409
MGH53_P6_F05	NA	black	0	0	0
MGH53_P6_F06	NA	black	0	0	0
MGH53_P6_F07	NA	black	0	2.0381	0
MGH53_P6_F08	NA	black	0	0	5.4412
MGH53_P6_F09	NA	black	0	5.55	0
MGH53_P6_F10	NA	black	0	0	0
MGH53_P6_G01	NA	black	0	0	0
MGH53_P6_G02	NA	black	0	1.1329	0
MGH53_P6_G03	NA	black	0	2.969	0
MGH53_P6_G04	0.944473262951	red	1	5.8487	8.4115
MGH53_P6_G05	NA	black	0	0	5.1017
MGH53_P6_G06	NA	black	0	0	0
MGH53_P6_G07	NA	black	0	0	0
MGH53_P6_G08	NA	black	0	0	0
MGH53_P6_G09	-2.01462861764	black	0	1.4761	6.8649
MGH53_P6_G10	NA	black	0	0	0.5008
MGH53_P6_G11	NA	black	0	0	0
MGH53_P6_H01	NA	black	0	0	8.0233
