Cell_name	Zvalue	Color	Cluster	BRCA1	IGF1
MGH36_P6_B03	NA	black	0	0	0.34483
MGH36_P6_B04	NA	black	0	0	0
MGH36_P6_B05	NA	black	0	0	0.088142
MGH36_P6_B06	0.199482684462	green3	2	0.10969	0.037031
MGH36_P6_B10	NA	black	0	0	0.13619
MGH36_P6_B11	NA	black	0	0	0
MGH36_P6_B12	0.083557461268	green3	2	0.20038	0.20289
MGH36_P6_C02	NA	black	0	0	0
MGH36_P6_C03	NA	black	0	3.9977	0
MGH36_P6_C04	NA	black	0	0	0.048236
MGH36_P6_C05	0.0980964525978	green3	2	0.19156	0.1776
MGH36_P6_C06	0.0692486525146	green3	2	0.42975	0.08134
MGH36_P6_C07	NA	black	0	0	0
MGH36_P6_C08	0.194467670804	green3	2	0.10969	0.045443
MGH36_P6_C09	NA	black	0	0	0.1177
MGH36_P6_C11	NA	black	0	0	0
MGH36_P6_C12	NA	black	0	0	0.049631
MGH36_P6_D01	NA	black	0	0.097611	0
MGH36_P6_D02	NA	black	0	0	0
MGH36_P6_D03	NA	black	0	0	0.15445
MGH36_P6_D04	NA	black	0	0.16607	0
MGH36_P6_D05	NA	black	0	0	0.20664
MGH36_P6_D06	0.175824402975	green3	2	0.12829	0.066261
MGH36_P6_D07	NA	black	0	0	0
MGH36_P6_D08	0.0749874176541	green3	2	0.25096	0.20163
MGH36_P6_D10	NA	black	0	0	0.15575
MGH36_P6_D11	NA	black	0	0	0
MGH36_P6_E02	NA	black	0	0	0.17887
MGH36_P6_E03	NA	black	0	0.29514	0
MGH36_P6_E04	0.200119817236	green3	2	0.096262	0.044044
MGH36_P6_E05	NA	black	0	0	0.064883
MGH36_P6_E06	0.162880297245	green3	2	0.23266	0.017209
MGH36_P6_E07	NA	black	0	0.18523	0
MGH36_P6_E08	0.158876896371	green3	2	0.09356	0.11237
MGH36_P6_E09	0.0659459924963	green3	2	0.2302	0.22897
MGH36_P6_E10	NA	black	0	0.20289	0
MGH36_P6_E11	0.172924978262	green3	2	0.13225	0.069015
MGH36_P6_E12	-0.00433053245039	green3	2	0.66084	0.20789
MGH36_P6_F01	NA	black	0	0	0
MGH36_P6_F04	0.185976584891	green3	2	0.11503	0.056584
MGH36_P6_F06	NA	black	0	0	0.051024
MGH36_P6_F07	0.201469781961	green3	2	0.042644	0.070389
MGH36_P6_F08	NA	black	0	0	0.049631
MGH36_P6_F10	NA	black	0	0	0.26544
MGH36_P6_F12	NA	black	0	0	0.48749
MGH36_P6_G01	NA	black	0	0	0.096262
MGH36_P6_G02	NA	black	0	0	0.22897
MGH36_P6_G03	0.138172259351	green3	2	0.16221	0.11503
MGH36_P6_G04	NA	black	0	0	0.17632
MGH36_P6_G05	NA	black	0	0.1003	0
MGH36_P6_G06	NA	black	0	0	0.052416
MGH36_P6_G07	-1.36851711844	black	0	4.7955	0.18396
MGH36_P6_G08	NA	black	0	0	0.38957
MGH36_P6_G09	NA	black	0	0	0
MGH36_P6_G10	NA	black	0	0.14535	0
MGH36_P6_G11	-1.12074350005	black	0	3.2216	0.060739
MGH36_P6_G12	NA	black	0	0.35389	0
MGH36_P6_H06	NA	black	0	0	0.1635
MGH36_P6_H07	0.195277812323	green3	2	0.1003	0.049631
MGH36_P6_H10	NA	black	0	0.08134	0
MGH36_P6_H12	-0.284718002824	black	0	1.8504	0.20163
MGH36_P7_A01	0.0425059026518	green3	2	0.48852	0.12565
MGH36_P7_A02	NA	black	0	0	0
MGH36_P7_A03	NA	black	0	0	0.092207
MGH36_P7_A04	NA	black	0	0	0
MGH36_P7_A06	NA	black	0	0	0.15704
MGH36_P7_A07	0.0446547344285	green3	2	0.31962	0.24975
MGH36_P7_A08	0.0857215167657	green3	2	0.28688	0.15834
MGH36_P7_A09	NA	black	0	0	0.085425
MGH36_P7_A10	0.123794122605	green3	2	0.15963	0.14274
MGH36_P7_A11	NA	black	0	0	0.085425
MGH36_P7_A12	-0.0594175680309	green3	2	1.2606	0.30801
MGH36_P7_B01	NA	black	0	0	0
MGH36_P7_B02	0.0675741109254	green3	2	0.14926	0.24732
MGH36_P7_B03	0.167650507389	green3	2	0.13881	0.074505
MGH36_P7_B04	NA	black	0	0	0
MGH36_P7_B06	NA	black	0	0.10702	0
MGH36_P7_B07	NA	black	0	0	0
MGH36_P7_B08	0.174060356943	green3	2	0.073135	0.097611
MGH36_P7_B09	NA	black	0	0.17249	0
MGH36_P7_B10	NA	black	0	0.15186	0
MGH36_P7_B11	0.159708210054	green3	2	0.09356	0.11103
MGH36_P7_B12	NA	black	0	0	0.12565
MGH36_P7_C11	NA	black	0	0	0.21537
MGH36_P7_D01	NA	black	0	0.10836	0
MGH36_P7_D02	NA	black	0	0	0.2228
MGH36_P7_D03	NA	black	0	0	0.070389
MGH36_P7_D05	0.130040215745	green3	2	0.10165	0.15575
MGH36_P7_D06	0.115150653678	green3	2	0.15704	0.15963
MGH36_P7_D07	0.181350963686	green3	2	0.11902	0.062122
MGH36_P7_D08	NA	black	0	0	0.53107
MGH36_P7_D09	-0.493409621279	black	0	1.8383	0.051024
MGH36_P7_D10	NA	black	0	0	0.10836
MGH36_P7_D11	NA	black	0	0	0.16607
MGH36_P7_E01	NA	black	0	0	0
MGH36_P7_E03	0.0271403571735	green3	2	0.21412	0.31267
MGH36_P7_E04	0.158405018076	green3	2	0.15575	0.08134
MGH36_P7_E05	-0.33125290298	black	0	1.8679	0.17249
MGH36_P7_E07	0.139742486599	green3	2	0.21412	0.08134
MGH36_P7_E08	0.101261968149	green3	2	0.29631	0.11237
MGH36_P7_E10	NA	black	0	0	0.18396
MGH36_P7_E12	-0.823615580802	black	0	2.6971	0.07861
MGH36_P7_F01	NA	black	0	0	0
MGH36_P7_F02	NA	black	0	0.12565	0
MGH36_P7_F03	0.159933051372	green3	2	0.10434	0.10568
MGH36_P7_F04	NA	black	0	0	0.1635
MGH36_P7_F06	0.119883440655	green3	2	0.2461	0.10299
MGH36_P7_F08	NA	black	0	0	0
MGH36_P7_F09	NA	black	0	0	0
MGH36_P7_F10	NA	black	0	0.19912	0
MGH36_P7_F11	NA	black	0	0	0.063503
MGH36_P7_F12	NA	black	0	0	0.044044
MGH36_P7_G01	NA	black	0	0	0.064883
MGH36_P7_G02	NA	black	0	0	0
MGH36_P7_G03	NA	black	0	0	0
MGH36_P7_G04	0.0525773913407	green3	2	0.23143	0.25701
MGH36_P7_G05	NA	black	0	0.018634	0
MGH36_P7_G06	0.115985131922	green3	2	0.2302	0.12168
MGH36_P7_G08	NA	black	0	0.19156	0
MGH36_P7_G09	NA	black	0	0.27023	0
MGH36_P7_G10	NA	black	0	0	0.17505
MGH36_P7_G11	NA	black	0	0	0.12961
MGH36_P7_H01	NA	black	0	0	0.29278
MGH36_P7_H02	NA	black	0	0	0.09356
MGH36_P7_H03	NA	black	0	0.11237	0
MGH36_P7_H04	NA	black	0	0	0.38294
MGH36_P7_H07	NA	black	0	0	0
MGH36_P7_H08	0.151982340985	green3	2	0.21288	0.056584
MGH36_P7_H10	NA	black	0	3.2421	0
MGH36_P7_H11	NA	black	0	0	0.097611
MGH36_P7_H12	0.0456941253376	green3	2	0.39067	0.21288
MGH36_P5_A02	NA	black	0	0	0.62761
MGH36_P5_A03	NA	black	0	0	0
MGH36_P5_A05	0.0534358549494	green3	2	0.24732	0.25096
MGH36_P5_A06	NA	black	0	0	0
MGH36_P5_A07	NA	black	0	0	0.3505
MGH36_P5_A08	0.0361247826902	green3	2	0.20163	0.29631
MGH36_P5_A09	-1.44637809991	black	0	4.3916	0.12697
MGH36_P5_B02	NA	black	0	0	0.13619
MGH36_P5_B03	0.0277970103594	green3	2	0.41576	0.26544
MGH36_P5_B04	-0.0407401513767	green3	2	0.24123	0.45418
MGH36_P5_B05	0.175472709544	green3	2	0.079975	0.092207
MGH36_P5_B06	NA	black	0	0	0.13356
MGH36_P5_B07	0.067479569883	green3	2	0.32769	0.18269
MGH36_P5_B08	0.111155004767	green3	2	0.29278	0.089498
MGH36_P5_B09	0.169653042112	green3	2	0.070389	0.10568
MGH36_P5_B10	NA	black	0	0	0
MGH36_P5_B11	NA	black	0	0	0.14666
MGH36_P5_C01	NA	black	0	0	0.47508
MGH36_P5_C02	0.0516869823478	green3	2	0.47301	0.098958
MGH36_P5_C03	NA	black	0	0.097611	0
MGH36_P5_C04	0.0980272184765	green3	2	0.30918	0.11103
MGH36_P5_C05	0.0758078735514	green3	2	0.055196	0.25217
MGH36_P5_C06	0.114836259072	green3	2	0.051024	0.19535
MGH36_P5_C09	0.204135967614	green3	2	0.028569	0.073135
MGH36_P5_C11	0.141185250833	green3	2	0.067639	0.15056
MGH36_P5_C12	NA	black	0	0	0.27858
MGH36_P5_D01	0.0126789659672	green3	2	1.5553	0.40926
MGH36_P5_D02	0.120817266306	green3	2	0.1003	0.17121
MGH36_P5_D03	0.119565163959	green3	2	0.19535	0.13356
MGH36_P5_D04	-1.08791399973	black	0	3.4975	0.11237
MGH36_P5_D06	NA	black	0	0	0.13881
MGH36_P5_D07	0.0995915115002	green3	2	0.2302	0.15704
MGH36_P5_D08	0.0664866800661	green3	2	0.38184	0.14666
MGH36_P5_D09	NA	black	0	0	0.17377
MGH36_P5_D11	0.153780090677	green3	2	0.123	0.10702
MGH36_P5_D12	NA	black	0	0.42761	0
MGH36_P5_E01	NA	black	0	0.848	0
MGH36_P5_E02	-1.05634006966	black	0	3.2693	0.089498
MGH36_P5_E03	0.174679057636	green3	2	0.085425	0.090853
MGH36_P5_E05	0.092121558673	green3	2	0.26664	0.15445
MGH36_P5_E07	0.192382673447	green3	2	0.053806	0.07861
MGH36_P5_E08	-0.0339956821521	green3	2	0.038436	0.41143
MGH36_P5_E09	-0.0260297229363	green3	2	0.10299	0.40599
MGH36_P5_E10	NA	black	0	0	0.23634
MGH36_P5_E11	-0.96559988334	black	0	3.168	0.10434
MGH36_P5_F02	0.150020076817	green3	2	0.098958	0.12433
MGH36_P5_F04	0.131022516328	green3	2	0.11103	0.15056
MGH36_P5_F05	0.17805200726	green3	2	0.079975	0.088142
MGH36_P5_F06	0.147824933582	green3	2	0.07861	0.13619
MGH36_P5_F07	0.130074398338	green3	2	0.10836	0.15316
MGH36_P5_F08	0.11519043816	green3	2	0.16607	0.15575
MGH36_P5_F09	-0.0770079433785	green3	2	0.26183	0.53903
MGH36_P5_F10	3.74144788485	black	0	1.8548	3.3137
MGH36_P5_F11	NA	black	0	0	0
MGH36_P5_G01	NA	black	0	0	0
MGH36_P5_G02	NA	black	0	0	0.020058
MGH36_P5_G04	NA	black	0	0.17121	0
MGH36_P5_G06	0.173436820815	green3	2	0.17632	0.03984
MGH36_P5_G07	0.107104893057	green3	2	0.056584	0.20539
MGH36_P5_G08	NA	black	0	0	0.13881
MGH36_P5_G09	0.0874580187827	green3	2	0.10969	0.2228
MGH36_P5_G10	0.101160044698	green3	2	0.2857	0.12035
MGH36_P5_G11	0.144371128475	green3	2	0.1776	0.094912
MGH36_P5_H02	NA	black	0	0	0
MGH36_P5_H03	0.134798631002	green3	2	0.15056	0.12697
MGH36_P5_H05	0.129586143168	green3	2	0.22404	0.096262
MGH36_P5_H06	0.14679977461	green3	2	0.082703	0.13619
MGH36_P5_H07	0.0958832060018	green3	2	0.19283	0.18142
MGH36_P5_H09	NA	black	0	0	0.15575
MGH36_P10_A02	NA	black	0	3.8624	0
MGH36_P10_A04	NA	black	0	0	0.34823
MGH36_P10_A05	NA	black	0	0	0
MGH36_P10_A06	NA	black	0	0	0
MGH36_P10_A07	0.115994023692	green3	2	0.28924	0.079975
MGH36_P10_A09	NA	black	0	0	0.29866
MGH36_P10_A11	NA	black	0	0	0
MGH36_P10_A12	NA	black	0	0	0
MGH36_P10_B01	-0.735005668226	black	0	2.9879	0.15963
MGH36_P10_B03	NA	black	0	0	0.15445
MGH36_P10_B05	NA	black	0	0	0.12433
MGH36_P10_B07	NA	black	0	0.22774	0
MGH36_P10_B08	NA	black	0	0.26903	0
MGH36_P10_B10	NA	black	0	0	0
MGH36_P10_B11	NA	black	0	0	0
MGH36_P10_C01	NA	black	0	0.20414	0
MGH36_P10_C03	NA	black	0	0.27858	0
MGH36_P10_C04	NA	black	0	2.3674	0
MGH36_P10_C06	NA	black	0	0	0
MGH36_P10_C07	NA	black	0	0	0.15704
MGH36_P10_C08	NA	black	0	0	0.22774
MGH36_P10_C09	NA	black	0	4.4551	0
MGH36_P10_C10	NA	black	0	0	0.12433
MGH36_P10_C12	0.161561741563	green3	2	0.15056	0.07861
MGH36_P10_D01	NA	black	0	0	0.17505
MGH36_P10_D02	NA	black	0	0	0
MGH36_P10_D03	NA	black	0	0	0
MGH36_P10_D04	NA	black	0	0.21164	0
MGH36_P10_D05	0.0649980086707	green3	2	0.41576	0.1177
MGH36_P10_D07	0.160808810466	green3	2	0.15056	0.079975
MGH36_P10_D09	NA	black	0	0	0
MGH36_P10_D10	NA	black	0	0	0
MGH36_P10_D11	NA	black	0	0	0
MGH36_P10_D12	0.135732087596	green3	2	0.1903	0.10434
MGH36_P10_E02	NA	black	0	0	0.18015
MGH36_P10_E03	NA	black	0	0	0
MGH36_P10_E04	NA	black	0	0	0.12433
MGH36_P10_E05	NA	black	0	0	0.11636
MGH36_P10_E07	NA	black	0	0	0.088142
MGH36_P10_E10	NA	black	0	0.25701	0
MGH36_P10_E11	NA	black	0	0	0.123
MGH36_P10_E12	NA	black	0	0	0.067639
MGH36_P10_F02	NA	black	0	0	0
MGH36_P10_F03	NA	black	0	0	0
MGH36_P10_F05	NA	black	0	0	0.075875
MGH36_P10_F06	0.0367471517137	green3	2	0.28096	0.28096
MGH36_P10_F08	NA	black	0	0	0.1003
MGH36_P10_F09	NA	black	0	0	0.10702
MGH36_P10_F10	-1.59587698925	black	0	4.5406	0.10969
MGH36_P10_F11	0.127239547507	green3	2	0.21039	0.10969
MGH36_P10_F12	NA	black	0	0	0
MGH36_P10_G01	NA	black	0	0	0.10969
MGH36_P10_G02	NA	black	0	0	0
MGH36_P10_G03	NA	black	0	0	0
MGH36_P10_G05	NA	black	0	0	0
MGH36_P10_G06	-1.00630759635	black	0	2.9888	0.060739
MGH36_P10_G07	NA	black	0	0	0
MGH36_P10_G08	NA	black	0	0.18396	0
MGH36_P10_G09	0.148107265771	green3	2	0.14012	0.10836
MGH36_P10_G10	NA	black	0	0	0
MGH36_P10_G11	0.154919910315	green3	2	0.17121	0.07861
MGH36_P10_H01	NA	black	0	0	0
MGH36_P10_H03	NA	black	0	0	0
MGH36_P10_H04	NA	black	0	0	0
MGH36_P10_H05	NA	black	0	0	0
MGH36_P10_H06	NA	black	0	0	0
MGH36_P10_H09	NA	black	0	0	0.089498
MGH36_P10_H11	NA	black	0	0	0
MGH36_P10_H12	NA	black	0	0	0
MGH36_P8_A01	NA	black	0	0	0
MGH36_P8_A03	-0.641730519692	black	0	3.0979	0.20664
MGH36_P8_A04	NA	black	0	0.22404	0
MGH36_P8_A06	NA	black	0	0	0
MGH36_P8_A07	NA	black	0	0.6581	0
MGH36_P8_A08	NA	black	0	0	0
MGH36_P8_A09	NA	black	0	0	0
MGH36_P8_A11	NA	black	0	0.24975	0
MGH36_P8_A12	NA	black	0	0.22774	0
MGH36_P8_B01	NA	black	0	1.119	0
MGH36_P8_B02	NA	black	0	0.52707	0
MGH36_P8_B03	NA	black	0	0	0
MGH36_P8_B04	NA	black	0	0	0
MGH36_P8_B05	NA	black	0	0	0
MGH36_P8_B08	NA	black	0	0.39067	0
MGH36_P8_B09	NA	black	0	0	0
MGH36_P8_B10	NA	black	0	0	0
MGH36_P8_B11	NA	black	0	0.26544	0
MGH36_P8_B12	NA	black	0	0	0
MGH36_P8_C01	NA	black	0	0.12433	0
MGH36_P8_C02	NA	black	0	0	0
MGH36_P8_C03	NA	black	0	0	0
MGH36_P8_C05	NA	black	0	0	0.15834
MGH36_P8_C06	NA	black	0	0	0
MGH36_P8_C09	NA	black	0	0	0
MGH36_P8_C10	NA	black	0	0	0
MGH36_P8_C12	NA	black	0	0	0
MGH36_P8_D01	NA	black	0	0	0
MGH36_P8_D03	0.075340712522	green3	2	0.32884	0.15963
MGH36_P8_D04	NA	black	0	2.9588	0
MGH36_P8_D05	NA	black	0	0	0
MGH36_P8_D07	NA	black	0	0	0.16607
MGH36_P8_D08	NA	black	0	0.56267	0
MGH36_P8_D09	NA	black	0	0	0
MGH36_P8_D10	0.11320587361	green3	2	0.24245	0.12035
MGH36_P8_D11	-0.228660533829	black	0	1.2869	0.089498
MGH36_P8_D12	NA	black	0	0	0
MGH36_P8_E01	NA	black	0	0.64062	0
MGH36_P8_E02	NA	black	0	0	0
MGH36_P8_E03	-0.848349689907	black	0	3.2766	0.15834
MGH36_P8_E04	-0.264685372253	black	0	1.5553	0.14926
MGH36_P8_E05	-0.23860271586	black	0	0.16864	0.78576
MGH36_P8_E06	NA	black	0	0	0
MGH36_P8_E08	NA	black	0	0.10568	0
MGH36_P8_E10	NA	black	0	0	0.14666
MGH36_P8_F02	NA	black	0	0	0
MGH36_P8_F04	NA	black	0	0.16736	0
MGH36_P8_F05	NA	black	0	3.0409	0
MGH36_P8_F07	NA	black	0	3.2194	0
MGH36_P8_F09	NA	black	0	1.7442	0
MGH36_P8_G01	NA	black	0	0	0
MGH36_P8_G02	NA	black	0	3.5326	0
MGH36_P8_G03	-0.292332787007	black	0	1.7954	0.18523
MGH36_P8_G04	0.134250437338	green3	2	0.19535	0.10434
MGH36_P8_G05	NA	black	0	0	0.085425
MGH36_P8_G06	NA	black	0	2.1741	0
MGH36_P8_G07	NA	black	0	0	0
MGH36_P8_G08	NA	black	0	0	0
MGH36_P8_G09	NA	black	0	0	0.23879
MGH36_P8_G10	NA	black	0	0	0.1903
MGH36_P8_G12	NA	black	0	0	0.39397
MGH36_P8_H01	NA	black	0	0	0
MGH36_P8_H03	NA	black	0	0	0
MGH36_P8_H04	NA	black	0	0	0.13881
MGH36_P8_H06	NA	black	0	1.7381	0
MGH36_P8_H07	NA	black	0	0	0
MGH36_P8_H09	-0.460912771627	black	0	2.059	0.12961
MGH36_P8_H10	NA	black	0	0	0
MGH36_P8_H11	0.185613613869	green3	2	0.1137	0.05797
MGH36_P9_A01	NA	black	0	0	0
MGH36_P9_A02	NA	black	0	3.7542	0
MGH36_P9_A03	NA	black	0	0	0.1177
MGH36_P9_A05	NA	black	0	0	0
MGH36_P9_A06	0.0176851888302	green3	2	2.9499	0.4351
MGH36_P9_A07	0.0389293550804	green3	2	0.37407	0.24489
MGH36_P9_A09	0.0258412222094	green3	2	0.45943	0.24975
MGH36_P9_A10	-0.666833115389	black	0	2.5261	0.11503
MGH36_P9_A11	NA	black	0	2.2007	0
MGH36_P9_A12	NA	black	0	0.8528	0
MGH36_P9_B01	NA	black	0	0	0
MGH36_P9_B04	NA	black	0	0	0
MGH36_P9_B06	NA	black	0	0	0.31962
MGH36_P9_B07	NA	black	0	0.4813	0
MGH36_P9_B08	NA	black	0	2.228	0
MGH36_P9_B09	NA	black	0	0	0
MGH36_P9_B10	NA	black	0	0	0.25096
MGH36_P9_B11	NA	black	0	0	0
MGH36_P9_B12	NA	black	0	0	0
MGH36_P9_C01	NA	black	0	0	0.42331
MGH36_P9_C02	NA	black	0	0.26664	0
MGH36_P9_C03	NA	black	0	0.66812	0
MGH36_P9_C05	NA	black	0	0.1375	0
MGH36_P9_C07	NA	black	0	0	0.062122
MGH36_P9_C08	NA	black	0	0	0
MGH36_P9_C09	NA	black	0	0	0.15056
MGH36_P9_C11	NA	black	0	1.1991	0
MGH36_P9_C12	NA	black	0	0	0
MGH36_P9_D05	-0.48459220968	black	0	2.6404	0.21288
MGH36_P9_D07	NA	black	0	0	0.42223
MGH36_P9_D08	NA	black	0	0	0.28333
MGH36_P9_D09	NA	black	0	0	0
MGH36_P9_D10	NA	black	0	0	0
MGH36_P9_D11	0.0492961134763	green3	2	0.25459	0.25822
MGH36_P9_E01	NA	black	0	0	0
MGH36_P9_E02	NA	black	0	0	0.13093
MGH36_P9_E03	NA	black	0	0	0.035624
MGH36_P9_E04	NA	black	0	1.9957	0
MGH36_P9_E05	NA	black	0	0	0
MGH36_P9_E06	0.00762535566292	green3	2	0.60407	0.18269
MGH36_P9_E07	NA	black	0	0.2302	0
MGH36_P9_E08	0.0638659178331	green3	2	0.33228	0.1903
MGH36_P9_E10	NA	black	0	0	0.19661
MGH36_P9_E11	NA	black	0	0	0
MGH36_P9_E12	NA	black	0	0	0
MGH36_P9_F02	NA	black	0	0	0.21288
MGH36_P9_F03	NA	black	0	0	0.22527
MGH36_P9_F04	NA	black	0	0	0
MGH36_P9_F08	NA	black	0	0	0.066261
MGH36_P9_F09	-0.0579855164455	green3	2	0.81147	0.097611
MGH36_P9_F10	NA	black	0	0.26664	0
MGH36_P9_F11	NA	black	0	0	0.1137
MGH36_P9_F12	NA	black	0	0	0
MGH36_P9_G03	NA	black	0	0	0
MGH36_P9_G04	NA	black	0	0	0.10299
MGH36_P9_G05	NA	black	0	0	0
MGH36_P9_G06	NA	black	0	0	0.13881
MGH36_P9_G07	NA	black	0	0	0
MGH36_P9_G08	NA	black	0	0	0.11503
MGH36_P9_G09	0.0808342008483	green3	2	0.37184	0.10702
MGH36_P9_G10	0.188133506399	green3	2	0.098958	0.062122
MGH36_P9_G11	NA	black	0	0	0
MGH36_P9_H01	NA	black	0	0	0
MGH36_P9_H02	NA	black	0	0	0
MGH36_P9_H03	NA	black	0	0	0
MGH36_P9_H04	NA	black	0	0	0
MGH36_P9_H06	NA	black	0	0	0.23389
MGH36_P9_H07	NA	black	0	0	0
MGH36_P9_H08	NA	black	0	0	0
MGH36_P9_H10	-0.461284871135	black	0	1.736	0.041243
MGH36_P9_H11	NA	black	0	0	0
MGH36_P9_H12	NA	black	0	0	0.089498
MGH36_P2_A01	-0.00349923401728	green3	2	0.26544	0.37629
MGH36_P2_A03	NA	black	0	0	0
MGH36_P2_A04	0.0260930535547	green3	2	0.08134	0.32423
MGH36_P2_A05	0.179700479603	green3	2	0.10165	0.074505
MGH36_P2_A06	0.0825899731613	green3	2	0.24367	0.18777
MGH36_P2_A07	0.0981266862477	green3	2	0.16479	0.18777
MGH36_P2_A08	NA	black	0	0	0.11636
MGH36_P2_A11	-0.948129757805	black	0	2.9218	0.070389
MGH36_P2_B03	NA	black	0	0	0.077243
MGH36_P2_B04	0.091594093682	green3	2	0.19156	0.1903
MGH36_P2_B05	NA	black	0	0	0.10702
MGH36_P2_B06	0.181048504023	green3	2	0.0028825	0.11636
MGH36_P2_B07	-0.494016439923	black	0	2.4268	0.17887
MGH36_P2_B08	-0.541086889377	black	0	0.30685	1.6022
MGH36_P2_B09	0.133439715977	green3	2	0.052416	0.16736
MGH36_P2_B10	NA	black	0	0	0.40599
MGH36_P2_B11	NA	black	0	0	0.20539
MGH36_P2_B12	NA	black	0	0	0.056584
MGH36_P2_C02	-0.691733709818	black	0	2.7058	0.13488
MGH36_P2_C03	0.206927220441	green3	2	0.077243	0.044044
MGH36_P2_C04	-0.369338490656	black	0	1.7172	0.10702
MGH36_P2_C07	0.179543237274	green3	2	0.035624	0.10568
MGH36_P2_C08	0.115736569839	green3	2	0.25217	0.10836
MGH36_P2_C09	NA	black	0	0	0.10434
MGH36_P2_C10	0.134454268985	green3	2	0.15186	0.12697
MGH36_P2_C11	0.177771694661	green3	2	0.048236	0.10299
MGH36_P2_C12	0.18452834899	green3	2	0.07861	0.07861
MGH36_P2_D01	-1.37440401857	black	0	4.2987	0.13356
MGH36_P2_D02	0.139321638567	green3	2	0.082703	0.14796
MGH36_P2_D04	-1.19064623675	black	0	3.8947	0.13356
MGH36_P2_D05	NA	black	0	0	0.25217
MGH36_P2_D06	NA	black	0	0	0.16221
MGH36_P2_D07	0.131928704333	green3	2	0.063503	0.16607
MGH36_P2_D08	0.190905731203	green3	2	0.028569	0.092207
MGH36_P2_D09	0.208211918091	green3	2	0.097611	0.029983
MGH36_P2_D10	0.12770149114	green3	2	0.059355	0.17377
MGH36_P2_D11	-0.505589631229	black	0	0.16736	1.2277
MGH36_P2_E01	0.114268648332	green3	2	0.16092	0.15963
MGH36_P2_E02	NA	black	0	0	0.16736
MGH36_P2_E03	-0.583826946292	black	0	2.5051	0.14926
MGH36_P2_E04	-0.779390494944	black	0	2.9294	0.13488
MGH36_P2_E06	0.0872341997688	green3	2	0.049631	0.23634
MGH36_P2_E07	0.0913251658305	green3	2	0.18269	0.19409
MGH36_P2_E08	0.164146552844	green3	2	0.16092	0.067639
MGH36_P2_E09	0.239102359631	green3	2	0.020058	0.027154
MGH36_P2_E10	0.102575295427	green3	2	0.25822	0.13488
MGH36_P2_F02	0.139065758347	green3	2	0.12565	0.13093
MGH36_P2_F03	NA	black	0	0	0
MGH36_P2_F04	NA	black	0	0	0.044044
MGH36_P2_F06	0.119181308474	green3	2	0.10434	0.17249
MGH36_P2_F07	0.142499935551	green3	2	0.11237	0.13093
MGH36_P2_F08	0.0995299170028	green3	2	0.21164	0.16607
MGH36_P2_F10	0.0836027403376	green3	2	0.23266	0.1903
MGH36_P2_F11	0.104036399618	green3	2	0.20289	0.16092
MGH36_P2_F12	0.147972118689	green3	2	0.10969	0.123
MGH36_P2_G01	0.179500600653	green3	2	0.11237	0.069015
MGH36_P2_G02	0.173506594836	green3	2	0.14666	0.059355
MGH36_P2_G03	0.150740076842	green3	2	0.063503	0.1375
MGH36_P2_G04	0.15429925048	green3	2	0.1903	0.067639
MGH36_P2_G05	0.219882587343	green3	2	0.032806	0.048236
MGH36_P2_G07	0.223107050128	green3	2	0.03984	0.03984
MGH36_P2_G08	0.109027330356	green3	2	0.11636	0.18523
MGH36_P2_G09	0.194497954165	green3	2	0.0229	0.089498
MGH36_P2_G11	0.133539226114	green3	2	0.17121	0.11902
MGH36_P2_G12	NA	black	0	0	0.12168
MGH36_P2_H01	NA	black	0	0	0.33685
MGH36_P2_H02	-0.236522730858	black	0	1.2363	0.052416
MGH36_P2_H03	0.161357833357	green3	2	0.19787	0.048236
MGH36_P2_H04	-0.991831539456	black	0	3.3387	0.12035
MGH36_P2_H05	0.182989958933	green3	2	0.05797	0.090853
MGH36_P2_H06	-0.681334151206	black	0	2.8331	0.15834
MGH36_P2_H07	0.0619765249745	green3	2	0.39397	0.15186
MGH36_P2_H10	NA	black	0	0	0.10299
MGH53_P5_A02	NA	black	0	0	0
MGH53_P5_A03	NA	black	0	0	0
MGH53_P5_A04	NA	black	0	0.68975	0
MGH53_P5_A06	NA	black	0	0	0
MGH53_P5_A07	NA	black	0	0.71984	0
MGH53_P5_A08	NA	black	0	0.52507	0
MGH53_P5_A09	-0.493548023676	black	0	4.0306	0.32654
MGH53_P5_A11	NA	black	0	0	0.38073
MGH53_P5_B01	NA	black	0	0	0
MGH53_P5_B03	NA	black	0	0	0
MGH53_P5_B04	-0.988979734942	black	0	4.0049	0.19787
MGH53_P5_B05	NA	black	0	0.48336	0
MGH53_P5_B06	NA	black	0	0	0
MGH53_P5_B07	0.0514934123581	green3	2	0.19283	0.26784
MGH53_P5_B08	NA	black	0	0	0
MGH53_P5_B09	NA	black	0	0	0
MGH53_P5_B10	NA	black	0	0	0
MGH53_P5_B11	NA	black	0	0	0
MGH53_P5_B12	NA	black	0	0	0
MGH53_P5_C01	NA	black	0	0	0
MGH53_P5_C02	NA	black	0	0	0.80488
MGH53_P5_C03	NA	black	0	1.7723	0
MGH53_P5_C04	NA	black	0	0	0
MGH53_P5_C05	NA	black	0	0	0
MGH53_P5_C06	NA	black	0	0	0
MGH53_P5_C07	NA	black	0	0	0.49978
MGH53_P5_C08	NA	black	0	0.81885	0
MGH53_P5_C09	NA	black	0	0	0
MGH53_P5_C10	NA	black	0	0	0
MGH53_P5_C11	NA	black	0	0.32308	0
