Cell_name	Zvalue	Color	Cluster	ERCC4	FOS
MGH36_P4_F02	-0.507563616432	red	1	0.048236	9.2613
MGH36_P4_F03	-0.552917736049	red	1	0.20914	9.9739
MGH36_P4_F04	1.21222947387	green3	2	2.7962	9.1998
MGH36_P4_F05	3.34502854259	black	0	4.6434	9.9984
MGH36_P4_F06	-0.289301243281	red	1	0.27381	8.8737
MGH36_P4_F07	0.735016876321	red	1	0.301	3.1551
MGH36_P4_F09	NA	black	0	0.063503	0
MGH36_P4_F10	-0.161697089065	red	1	0.069015	7.96
MGH36_P4_F11	-0.0201215345812	red	1	0.089498	7.407
MGH36_P4_F12	0.315060679364	red	1	1.2528	9.6045
MGH36_P4_G01	NA	black	0	0	0
MGH36_P4_G02	0.0199929262071	red	1	0.35614	7.2017
MGH36_P4_G03	-0.572844316979	red	1	0.1003	9.6641
MGH36_P4_G04	0.149118190876	red	1	0.30217	6.484
MGH36_P4_G05	-0.269309739789	red	1	0.59455	10.663
MGH36_P4_G06	NA	black	0	2.7502	0
MGH36_P4_G08	0.272439198435	red	1	0.28333	5.8378
MGH36_P4_G09	1.85661232275	black	0	5.266	8.6181
MGH36_P4_G10	-0.382683337063	red	1	0.088142	8.8638
MGH36_P4_G11	0.260050078419	red	1	0.067639	6.3055
MGH36_P4_H01	NA	black	0	3.4109	0
MGH36_P4_H02	NA	black	0	0.090853	0
MGH36_P4_H03	0.0863815900253	red	1	0.70841	5.2355
MGH36_P4_H04	NA	black	0	0.15056	0
MGH36_P4_H05	NA	black	0	0	10.057
MGH36_P4_H09	0.0842843310271	red	1	0.16479	6.9479
MGH36_P4_H12	-0.399860835484	red	1	0.34369	9.7652
MGH36_P6_A02	NA	black	0	0.22897	0
MGH36_P6_A04	0.264508717771	red	1	0.20539	6.0607
MGH36_P6_A05	-0.22202394856	red	1	0.27023	8.5071
MGH36_P6_A07	-0.571174969649	red	1	0.16993	9.9005
MGH36_P6_A08	NA	black	0	0.41359	0
MGH36_P6_A09	0.0747863308145	red	1	0.93282	9.6584
MGH36_P6_A10	NA	black	0	0.18015	0
MGH36_P6_A11	NA	black	0	0	0
MGH36_P6_B03	0.00987526493868	red	1	0.72857	7.048
MGH36_P6_B04	-2.5047399354	black	0	1.8797	0.17121
MGH36_P6_B05	1.81593072411	black	0	0.062122	0.1903
MGH36_P6_B06	NA	black	0	0	6.4274
MGH36_P6_B10	-0.574575753469	red	1	0.074505	9.5918
MGH36_P6_B11	0.152983787318	red	1	0.13356	6.6697
MGH36_P6_B12	NA	black	0	0	2.024
MGH36_P6_C02	2.68023443092	black	0	3.7433	10.121
MGH36_P6_C03	-0.569104254104	red	1	0.13619	9.7678
MGH36_P6_C04	-0.768169987946	red	1	0.067639	10.326
MGH36_P6_C05	NA	black	0	0	10.193
MGH36_P6_C06	-0.522103577968	red	1	0.18396	9.7305
MGH36_P6_C07	NA	black	0	0	8.6307
MGH36_P6_C08	0.430078015525	red	1	0.22651	5.1939
MGH36_P6_C09	-0.486945662328	red	1	0.30568	10.082
MGH36_P6_C11	-0.489568175562	red	1	0.12035	9.3809
MGH36_P6_C12	-0.319239939884	red	1	0.18396	8.7981
MGH36_P6_D01	NA	black	0	0.10568	0
MGH36_P6_D02	NA	black	0	0.36849	0
MGH36_P6_D03	0.63825121898	red	1	0.31034	3.6429
MGH36_P6_D04	-0.255167372136	red	1	0.16092	8.4629
MGH36_P6_D05	NA	black	0	0	0
MGH36_P6_D06	0.0165143129267	red	1	0.93508	7.8245
MGH36_P6_D07	1.63926249081	black	0	0.13093	0.24975
MGH36_P6_D08	2.59568029248	black	0	4.1794	9.6861
MGH36_P6_D10	-0.532993760837	red	1	0.24975	10.055
MGH36_P6_D11	-0.260396169907	red	1	0.21288	8.5831
MGH36_P6_E02	-0.320990636217	red	1	0.1903	8.8207
MGH36_P6_E03	NA	black	0	0.15704	0
MGH36_P6_E04	-0.0822963060177	red	1	0.67265	8.8462
MGH36_P6_E05	-0.276333583679	red	1	0.20914	8.6519
MGH36_P6_E06	-0.399959341695	red	1	0.10165	8.9627
MGH36_P6_E07	NA	black	0	0	7.1319
MGH36_P6_E08	-0.412712431292	red	1	0.18142	9.2206
MGH36_P6_E09	-0.491307048822	red	1	0.12829	9.4113
MGH36_P6_E10	0.30867071333	red	1	0.26424	5.6959
MGH36_P6_E11	-0.214438522552	red	1	0.38184	8.7473
MGH36_P6_E12	-1.65870673111	black	0	4.1701	5.8524
MGH36_P6_F01	0.530338997521	red	1	1.4547	9.9109
MGH36_P6_F04	1.31350554077	green3	2	0.10969	1.8379
MGH36_P6_F06	NA	black	0	0	7.1563
MGH36_P6_F07	-0.610287302676	red	1	2.8137	6.4147
MGH36_P6_F08	NA	black	0	0	0
MGH36_P6_F10	NA	black	0	0	0
MGH36_P6_F12	0.376914363063	red	1	0.053806	5.8724
MGH36_P6_G01	0.208825387853	red	1	0.062122	6.5125
MGH36_P6_G02	-0.567538240232	red	1	0.13356	9.752
MGH36_P6_G03	-0.477274730053	red	1	0.15316	9.4256
MGH36_P6_G04	0.320217727688	red	1	0.12829	5.9611
MGH36_P6_G05	-0.406158347393	red	1	0.10568	8.9972
MGH36_P6_G06	NA	black	0	3.2768	0
MGH36_P6_G07	-4.4335300907	black	0	3.2641	1.8631
MGH36_P6_G08	-0.737457436209	red	1	0.063503	10.191
MGH36_P6_G09	-0.831535887004	red	1	0.097611	10.704
MGH36_P6_G10	-0.387439508063	red	1	0.20038	9.1579
MGH36_P6_G11	1.11117674358	red	1	2.2397	9.7173
MGH36_P6_G12	-0.806273724718	red	1	0.19912	11.121
MGH36_P6_H06	-0.701714392604	red	1	0.10299	10.199
MGH36_P6_H07	1.71682530523	black	0	0.062122	0.584
MGH36_P6_H10	-0.372729381989	red	1	0.044044	8.7403
MGH36_P6_H12	1.04722282439	red	1	0.048236	3.3029
MGH36_P7_A01	NA	black	0	0.059355	0
MGH36_P7_A02	-0.816446543069	red	1	2.5336	5.8967
MGH36_P7_A03	0.521532668375	red	1	0.077243	5.2509
MGH36_P7_A04	NA	black	0	0	7.7839
MGH36_P7_A06	-0.920714287019	red	1	2.4748	5.6541
MGH36_P7_A07	NA	black	0	3.9742	0
MGH36_P7_A08	NA	black	0	0.35614	0
MGH36_P7_A09	NA	black	0	0.17632	0
MGH36_P7_A10	NA	black	0	0	8.8466
MGH36_P7_A11	-0.0974642066605	red	1	0.20789	7.7936
MGH36_P7_A12	-0.803304172602	red	1	0.13356	10.756
MGH36_P7_B01	-0.785090466257	red	1	1.1782	0.58592
MGH36_P7_B02	0.495688648994	red	1	0.16092	5.108
MGH36_P7_B03	NA	black	0	0	9.3034
MGH36_P7_B04	NA	black	0	0	9.6138
MGH36_P7_B06	NA	black	0	0.22527	0
MGH36_P7_B07	1.34240969862	green3	2	3.6295	8.7909
MGH36_P7_B08	0.082622009774	red	1	0.20414	6.9324
MGH36_P7_B09	1.0158136033	red	1	3.5532	8.4693
MGH36_P7_B10	NA	black	0	0	0
MGH36_P7_B11	0.755405044777	red	1	0.19912	3.7341
MGH36_P7_B12	NA	black	0	0.2558	0
MGH36_P7_C11	0.629221939155	red	1	0.24975	4.0758
MGH36_P7_D01	NA	black	0	0	0
MGH36_P7_D02	1.09243179301	red	1	2.176	9.7881
MGH36_P7_D03	-0.322665254673	red	1	0.23879	8.9505
MGH36_P7_D05	-0.389847769349	red	1	0.086784	8.8897
MGH36_P7_D06	NA	black	0	0	5.7101
MGH36_P7_D07	NA	black	0	0.24001	0
MGH36_P7_D08	NA	black	0	5.2488	0
MGH36_P7_D09	0.822861666888	red	1	0.056584	4.1344
MGH36_P7_D10	0.995576588818	red	1	0.062122	3.433
MGH36_P7_D11	0.142096807423	red	1	0.43189	6.2644
MGH36_P7_E01	NA	black	0	0.30334	0
MGH36_P7_E03	-0.00739040817519	red	1	0.83026	10.563
MGH36_P7_E04	NA	black	0	3.4709	0
MGH36_P7_E05	0.16199975924	red	1	0.2461	6.4983
MGH36_P7_E07	1.64177978542	black	0	0.13488	0.19787
MGH36_P7_E08	NA	black	0	0.42868	0
MGH36_P7_E10	NA	black	0	3.1273	0
MGH36_P7_E12	NA	black	0	0.14274	0
MGH36_P7_F01	0.792524015619	red	1	0.48233	0.43189
MGH36_P7_F02	-0.614188491634	red	1	0.14012	9.9755
MGH36_P7_F03	NA	black	0	0	4.4524
MGH36_P7_F04	0.356924949777	red	1	0.28688	5.3617
MGH36_P7_F06	0.734918633969	red	1	2.4821	8.6804
MGH36_P7_F08	NA	black	0	3.0585	0
MGH36_P7_F09	-0.133972300595	red	1	3.2567	7.1772
MGH36_P7_F10	-0.156693509706	red	1	0.2228	8.0955
MGH36_P7_F11	NA	black	0	0.12565	0
MGH36_P7_F12	-2.55014371337	black	0	1.8949	0.14535
MGH36_P7_G01	0.206102535498	red	1	0.14274	6.4298
MGH36_P7_G02	0.587397639491	red	1	0.074505	4.9965
MGH36_P7_G03	NA	black	0	0.07861	0
MGH36_P7_G04	2.70754443726	black	0	3.727	10.165
MGH36_P7_G05	-7.82399435566	black	0	4.1437	0.23511
MGH36_P7_G06	NA	black	0	0	4.9443
MGH36_P7_G08	1.70997716611	black	0	0.066261	0.57434
MGH36_P7_G09	NA	black	0	0	0
MGH36_P7_G10	NA	black	0	0.10434	0
MGH36_P7_G11	-1.64104155051	black	0	2.8566	4.9044
MGH36_P7_H01	NA	black	0	4.381	0
MGH36_P7_H02	NA	black	0	0.053806	0
MGH36_P7_H03	NA	black	0	0	0
MGH36_P7_H04	-0.361029756512	red	1	0.11902	8.8395
MGH36_P7_H07	NA	black	0	0	10.369
MGH36_P7_H08	-0.547548598849	red	1	0.069015	9.47
MGH36_P7_H10	0.526833109655	red	1	0.10299	5.1557
MGH36_P7_H11	NA	black	0	2.9435	0
MGH36_P7_H12	NA	black	0	0	1.384
MGH36_P5_A02	0.0247681665073	red	1	0.36737	7.168
MGH36_P5_A03	NA	black	0	0.43616	0
MGH36_P5_A05	NA	black	0	0	0.7137
MGH36_P5_A06	NA	black	0	0	10.215
MGH36_P5_A07	-0.588927336101	red	1	0.20539	10.129
MGH36_P5_A08	-0.262409820655	red	1	0.21785	8.603
MGH36_P5_A09	NA	black	0	0	7.5112
MGH36_P5_B02	-0.128971721981	red	1	0.26303	8.0043
MGH36_P5_B03	-0.0117087222572	red	1	0.19661	7.3816
MGH36_P5_B04	-0.321154634942	red	1	0.13619	8.7057
MGH36_P5_B05	0.552356379564	red	1	2.3394	8.4418
MGH36_P5_B06	-0.692118794205	red	1	0.11902	10.223
MGH36_P5_B07	-0.515754542579	red	1	3.3876	6.7369
MGH36_P5_B08	0.138009810584	red	1	0.060739	6.7894
MGH36_P5_B09	NA	black	0	0.082703	0
MGH36_P5_B10	NA	black	0	0.069015	0
MGH36_P5_B11	-0.377085882569	red	1	0.1635	9.0113
MGH36_P5_C01	NA	black	0	0	9.2259
MGH36_P5_C02	NA	black	0	0	8.9285
MGH36_P5_C03	0.000962628748	red	1	0.20414	7.3219
MGH36_P5_C04	-0.141591616297	red	1	0.1865	7.9824
MGH36_P5_C05	-0.0197934599337	red	1	0.14796	7.4128
MGH36_P5_C06	-0.719756333914	red	1	0.14274	10.441
MGH36_P5_C09	NA	black	0	0.092207	0
MGH36_P5_C11	0.903281303724	red	1	3.0282	8.5806
MGH36_P5_C12	0.0867093967614	red	1	0.088142	6.9766
MGH36_P5_D01	NA	black	0	1.0243	0
MGH36_P5_D02	NA	black	0	0	9.8411
MGH36_P5_D03	-0.111147130185	red	1	0.26063	7.9083
MGH36_P5_D04	0.181982028246	red	1	0.26063	6.3724
MGH36_P5_D06	NA	black	0	4.5977	0
MGH36_P5_D07	2.54523145306	black	0	3.403	10.328
MGH36_P5_D08	NA	black	0	1.3386	0
MGH36_P5_D09	NA	black	0	0.11902	0
MGH36_P5_D11	0.192511225696	red	1	0.27023	6.2999
MGH36_P5_D12	-0.478354851335	red	1	0.29042	9.9582
MGH36_P5_E01	-0.346812665417	red	1	0.52005	10.614
MGH36_P5_E02	-0.0911758203557	red	1	2.1174	7.1237
MGH36_P5_E03	NA	black	0	2.381	0
MGH36_P5_E05	-1.11043862341	red	1	3.5541	6.1176
MGH36_P5_E07	-0.699752379475	red	1	0.045443	9.9829
MGH36_P5_E08	-0.311672763434	red	1	0.2558	8.9413
MGH36_P5_E09	NA	black	0	0	0
MGH36_P5_E10	0.553929315177	red	1	0.17121	4.8077
MGH36_P5_E11	-0.363424899165	red	1	0.21288	9.0791
MGH36_P5_F02	0.563947046553	red	1	0.11237	4.972
MGH36_P5_F04	-0.457941215308	red	1	0.092207	9.1757
MGH36_P5_F05	NA	black	0	0.14666	0
MGH36_P5_F06	1.29765178686	green3	2	3.5193	8.7993
MGH36_P5_F07	0.551629027314	red	1	0.16607	4.8376
MGH36_P5_F08	-0.64084763539	red	1	0.1137	9.9893
MGH36_P5_F09	NA	black	0	0.95903	0
MGH36_P5_F10	0.230970341344	red	1	1.9968	7.9336
MGH36_P5_F11	0.108245103451	red	1	0.11237	6.8753
MGH36_P5_G01	NA	black	0	1.7557	0
MGH36_P5_G02	1.89372537585	black	0	0.042644	0.067639
MGH36_P5_G04	2.23584914972	black	0	3.4538	9.9143
MGH36_P5_G06	NA	black	0	2.4536	0
MGH36_P5_G07	-0.582533413348	red	1	0.38626	11.205
MGH36_P5_G08	-0.728469931505	red	1	0.1865	10.69
MGH36_P5_G09	-0.832615295118	red	1	2.0656	5.3082
MGH36_P5_G10	NA	black	0	0.27381	0
MGH36_P5_G11	NA	black	0	0.26183	0
MGH36_P5_H02	NA	black	0	1.9968	0
MGH36_P5_H03	NA	black	0	0.18015	0
MGH36_P5_H05	-0.662763907972	red	1	0.20539	10.479
MGH36_P5_H06	-0.479573704493	red	1	0.21661	9.6514
MGH36_P5_H07	1.33455739899	green3	2	2.9307	9.257
MGH36_P5_H09	0.140824219622	red	1	0.75104	1.9241
MGH36_P10_A02	NA	black	0	0	0
MGH36_P10_A04	NA	black	0	0.22404	0
MGH36_P10_A05	-0.972958461163	red	1	0.19283	11.857
MGH36_P10_A06	NA	black	0	0	10.143
MGH36_P10_A07	0.573810376571	red	1	2.3685	8.4631
MGH36_P10_A09	-0.153575601917	red	1	0.59168	9.2174
MGH36_P10_A11	NA	black	0	0	7.0581
MGH36_P10_A12	-4.02024400504	black	0	4.1545	3.7061
MGH36_P10_B01	-0.419609120496	red	1	0.23389	9.4198
MGH36_P10_B03	NA	black	0	0	9.6643
MGH36_P10_B05	NA	black	0	1.5089	0
MGH36_P10_B07	0.638229305272	red	1	1.9557	9.0484
MGH36_P10_B08	-1.04192879408	red	1	1.6572	3.5456
MGH36_P10_B10	-0.357332345037	red	1	0.25217	9.1657
MGH36_P10_B11	NA	black	0	0.99277	0
MGH36_P10_C01	NA	black	0	0.31499	0
MGH36_P10_C03	NA	black	0	0	9.4477
MGH36_P10_C04	0.328758644393	red	1	1.7515	8.4129
MGH36_P10_C06	-0.498885467615	red	1	0.17121	9.5799
MGH36_P10_C07	NA	black	0	0.50894	0
MGH36_P10_C08	-0.697615188324	red	1	1.929	5.4246
MGH36_P10_C09	1.55862075666	black	0	2.6713	9.8938
MGH36_P10_C10	-0.432507171461	red	1	0.47093	10.874
MGH36_P10_C12	-0.0365811985342	red	1	0.67084	7.9991
MGH36_P10_D01	0.668734507213	red	1	0.13881	4.426
MGH36_P10_D02	NA	black	0	1.984	0
MGH36_P10_D03	-0.47887750883	red	1	0.28333	9.9274
MGH36_P10_D04	0.209995000928	red	1	1.1871	9.1277
MGH36_P10_D05	NA	black	0	0	10.638
MGH36_P10_D07	0.927812137796	red	1	2.147	9.4641
MGH36_P10_D09	2.34941989431	black	0	2.9254	10.725
MGH36_P10_D10	0.491104208308	red	1	0.10165	5.307
MGH36_P10_D11	NA	black	0	0.21412	0
MGH36_P10_D12	1.62157664148	black	0	0.10568	0.57434
MGH36_P10_E02	-0.906415499788	red	1	1.9935	4.9914
MGH36_P10_E03	NA	black	0	0.09356	0
MGH36_P10_E04	-0.433607399061	red	1	0.35502	10.032
MGH36_P10_E05	-0.0218694804421	red	1	0.21661	7.4329
MGH36_P10_E07	NA	black	0	0	3.4166
MGH36_P10_E10	NA	black	0	3.3343	0
MGH36_P10_E11	NA	black	0	0	7.3312
MGH36_P10_E12	NA	black	0	0	6.3627
MGH36_P10_F02	NA	black	0	0.23389	0
MGH36_P10_F03	NA	black	0	0.12433	0
MGH36_P10_F05	NA	black	0	0.15704	0
MGH36_P10_F06	3.78518802133	black	0	3.748	11.261
MGH36_P10_F08	NA	black	0	0	8.8707
MGH36_P10_F09	NA	black	0	0	0
MGH36_P10_F10	NA	black	0	2.4276	0
MGH36_P10_F11	-0.525872734924	red	1	3.0762	6.6375
MGH36_P10_F12	-0.125804980066	red	1	0.67536	9.6768
MGH36_P10_G01	-0.27715407503	red	1	0.32539	8.9586
MGH36_P10_G02	0.677394956999	red	1	0.15186	4.3317
MGH36_P10_G03	0.417838418401	red	1	0.52105	3.2716
MGH36_P10_G05	NA	black	0	0	9.0278
MGH36_P10_G06	NA	black	0	1.5003	0
MGH36_P10_G07	-0.475099975628	red	1	1.7429	5.7668
MGH36_P10_G08	0.0500937734756	red	1	0.10299	7.1201
MGH36_P10_G09	0.542711360655	red	1	0.077243	5.1664
MGH36_P10_G10	NA	black	0	0	0
MGH36_P10_G11	-0.766173994347	red	1	0.094912	10.428
MGH36_P10_H01	NA	black	0	0	0
MGH36_P10_H03	NA	black	0	0	4.9348
MGH36_P10_H04	-0.795110414786	red	1	0.14012	10.753
MGH36_P10_H05	-0.071686215938	red	1	0.4049	7.8286
MGH36_P10_H06	0.155001313613	red	1	0.72596	2.8606
MGH36_P10_H09	NA	black	0	1.965	0
MGH36_P10_H11	-4.83640539221	black	0	2.8943	0.29514
MGH36_P10_H12	NA	black	0	0	10.358
MGH36_P8_A01	NA	black	0	1.736	0
MGH36_P8_A03	-0.365007663692	red	1	0.24001	9.1668
MGH36_P8_A04	2.06702405388	black	0	3.3381	9.8291
MGH36_P8_A06	NA	black	0	0	7.7227
MGH36_P8_A07	1.50521412189	black	0	0.14143	0.73466
MGH36_P8_A08	NA	black	0	0	0
MGH36_P8_A09	NA	black	0	1.4174	0
MGH36_P8_A11	-0.41246579236	red	1	1.9107	6.186
MGH36_P8_A12	-0.72268135832	red	1	0.0043216	9.9343
MGH36_P8_B01	-2.17457426133	black	0	1.9011	1.237
MGH36_P8_B02	0.0573802944552	red	1	0.9855	8.4779
MGH36_P8_B03	NA	black	0	2.0183	0
MGH36_P8_B04	0.0944436235973	red	1	1.7128	7.6579
MGH36_P8_B05	NA	black	0	0	7.0977
MGH36_P8_B08	NA	black	0	0	5.7231
MGH36_P8_B09	0.0473972075558	red	1	1.7303	7.4939
MGH36_P8_B10	NA	black	0	0	9.4501
MGH36_P8_B11	-0.115227422122	red	1	0.40708	8.1365
MGH36_P8_B12	1.85159258596	black	0	2.9488	9.9775
MGH36_P8_C01	-0.0751757889176	red	1	0.99928	5.973
MGH36_P8_C02	NA	black	0	2.1476	0
MGH36_P8_C03	0.539563587563	red	1	0.3774	3.7533
MGH36_P8_C05	0.0362929411176	red	1	0.17632	7.1606
MGH36_P8_C06	0.031979414339	red	1	0.54399	6.9971
MGH36_P8_C09	3.35376045498	black	0	3.6212	10.971
MGH36_P8_C10	NA	black	0	0.11103	0
MGH36_P8_C12	NA	black	0	0	7.955
MGH36_P8_D01	NA	black	0	0	9.5401
MGH36_P8_D03	0.0163713055086	red	1	0.90843	7.9984
MGH36_P8_D04	NA	black	0	0	8.0503
MGH36_P8_D05	-0.157448456929	red	1	0.23389	8.1135
MGH36_P8_D07	-0.193292538261	red	1	0.40708	8.683
MGH36_P8_D08	0.0584417341662	red	1	0.59359	6.5972
MGH36_P8_D09	NA	black	0	0	0
MGH36_P8_D10	-0.0946416399818	red	1	0.12697	7.7278
MGH36_P8_D11	-0.350262329483	red	1	0.09356	8.744
MGH36_P8_D12	NA	black	0	0	3.4683
MGH36_P8_E01	-0.200579640519	red	1	0.20163	8.2776
MGH36_P8_E02	NA	black	0	0	6.8882
MGH36_P8_E03	-0.582575773563	red	1	0.18903	10.029
MGH36_P8_E04	NA	black	0	0	5.8264
MGH36_P8_E05	0.564111542371	red	1	1.6346	9.4569
MGH36_P8_E06	1.47948603356	green3	2	2.2231	10.546
MGH36_P8_E08	NA	black	0	0	0
MGH36_P8_E10	NA	black	0	2.6765	0
MGH36_P8_F02	0.0217707593234	red	1	0.18396	7.2258
MGH36_P8_F04	NA	black	0	0	2.2501
MGH36_P8_F05	0.255133083573	red	1	0.10702	6.2707
MGH36_P8_F07	-0.586602565405	red	1	0.19409	10.069
MGH36_P8_F09	NA	black	0	0	8.5866
MGH36_P8_G01	0.701583798583	red	1	1.8448	9.4253
MGH36_P8_G02	-0.331140074573	red	1	0.44148	9.8462
MGH36_P8_G03	NA	black	0	0	0.30451
MGH36_P8_G04	-1.23576493525	red	1	1.5869	2.4276
MGH36_P8_G05	-0.408742925084	red	1	0.14796	9.1112
MGH36_P8_G06	0.548173721147	red	1	1.7115	9.2157
MGH36_P8_G07	-0.283655980623	red	1	0.54597	10.258
MGH36_P8_G08	NA	black	0	0	10.648
MGH36_P8_G09	-0.253448417335	red	1	0.25338	8.6348
MGH36_P8_G10	-0.715855495796	red	1	0.11636	10.311
MGH36_P8_G12	NA	black	0	0	3.7989
MGH36_P8_H01	-0.619400756576	red	1	0.088142	9.8126
MGH36_P8_H03	NA	black	0	0	7.2776
MGH36_P8_H04	-0.897431813395	red	1	0.14796	11.236
MGH36_P8_H06	NA	black	0	0	8.2956
MGH36_P8_H07	NA	black	0	0	9.3251
MGH36_P8_H09	0.124320206171	red	1	1.5883	7.8297
MGH36_P8_H10	NA	black	0	0	0
MGH36_P8_H11	NA	black	0	0.062122	0
MGH36_P9_A01	1.07492458029	red	1	2.5941	9.1773
MGH36_P9_A02	2.75578317991	black	0	3.5736	10.375
MGH36_P9_A03	NA	black	0	0	5.1895
MGH36_P9_A05	0.977145502428	red	1	0.11103	3.2446
MGH36_P9_A06	NA	black	0	0	7.4205
MGH36_P9_A07	-0.409199469677	red	1	0.17632	9.19
MGH36_P9_A09	NA	black	0	0.24732	0
MGH36_P9_A10	0.0254369957635	red	1	0.90612	8.4075
MGH36_P9_A11	0.436599737179	red	1	0.17887	5.3195
MGH36_P9_A12	NA	black	0	0	0
MGH36_P9_B01	NA	black	0	0	0
MGH36_P9_B04	1.41241659268	green3	2	2.3807	10.088
MGH36_P9_B06	NA	black	0	0	8.8029
MGH36_P9_B07	NA	black	0	0	9.5465
MGH36_P9_B08	1.0047055677	red	1	0.070389	3.3542
MGH36_P9_B09	NA	black	0	0	10.141
MGH36_P9_B10	-0.274575073972	red	1	0.48852	9.6994
MGH36_P9_B11	NA	black	0	0	0
MGH36_P9_B12	-0.295479722566	red	1	0.39177	9.3255
MGH36_P9_C01	NA	black	0	0	0
MGH36_P9_C02	NA	black	0	0	9.8267
MGH36_P9_C03	NA	black	0	0	12.372
MGH36_P9_C05	NA	black	0	0	9.8546
MGH36_P9_C07	0.398250897097	red	1	1.7924	8.5854
MGH36_P9_C08	NA	black	0	0	10.48
MGH36_P9_C09	NA	black	0	0	0
MGH36_P9_C11	0.932873350632	red	1	0.086784	3.5581
MGH36_P9_C12	NA	black	0	0	8.9878
MGH36_P9_D05	-0.574244413576	red	1	0.22527	10.148
MGH36_P9_D07	-0.168639432081	red	1	0.60881	9.5563
MGH36_P9_D08	NA	black	0	0	10.434
MGH36_P9_D09	-4.12993935046	black	0	4.6165	4.0638
MGH36_P9_D10	-0.237741527463	red	1	1.9964	6.7222
MGH36_P9_D11	-0.318785343423	red	1	0.14274	8.7085
MGH36_P9_E01	NA	black	0	0	10.465
MGH36_P9_E02	NA	black	0	0	8.1537
MGH36_P9_E03	-0.946105385805	red	1	0.11503	11.26
MGH36_P9_E04	0.686854832623	red	1	0.041243	4.7155
MGH36_P9_E05	-0.0471057602039	red	1	0.13225	7.5276
MGH36_P9_E06	NA	black	0	0.082703	0
MGH36_P9_E07	NA	black	0	0	6.2012
MGH36_P9_E08	-0.565137285794	red	1	0.15575	9.8204
MGH36_P9_E10	NA	black	0	0.39067	0
MGH36_P9_E11	NA	black	0	0	8.4296
MGH36_P9_E12	NA	black	0	0.23266	0
MGH36_P9_F02	NA	black	0	0	0
MGH36_P9_F03	NA	black	0	0	6.4399
MGH36_P9_F04	NA	black	0	0	7.9481
MGH36_P9_F08	NA	black	0	0.22774	0
MGH36_P9_F09	1.16175108865	green3	2	2.6924	9.2213
MGH36_P9_F10	-0.110934452328	red	1	0.2857	7.9338
MGH36_P9_F11	-0.682388212141	red	1	0.12168	10.193
MGH36_P9_F12	NA	black	0	0	7.8436
MGH36_P9_G03	-0.0463832666362	red	1	0.1003	7.5157
MGH36_P9_G04	NA	black	0	2.7651	0
MGH36_P9_G05	-0.832165386431	red	1	0.10702	10.75
MGH36_P9_G06	0.0751853192448	red	1	0.20163	6.9693
MGH36_P9_G07	NA	black	0	0.1177	0
MGH36_P9_G08	NA	black	0	0	0
MGH36_P9_G09	0.638228918971	red	1	1.6526	9.6836
MGH36_P9_G10	NA	black	0	0	8.5124
MGH36_P9_G11	-0.225763165561	red	1	0.24123	8.4683
MGH36_P9_H01	NA	black	0	0	0
MGH36_P9_H02	NA	black	0	2.2827	0
MGH36_P9_H03	NA	black	0	0	9.4934
MGH36_P9_H04	NA	black	0	0	10.347
MGH36_P9_H06	NA	black	0	0	5.7768
MGH36_P9_H07	NA	black	0	0	5.1345
MGH36_P9_H08	NA	black	0	0	0
MGH36_P9_H10	NA	black	0	0	0
MGH36_P9_H11	-0.419578361457	red	1	0.26183	9.5213
MGH36_P9_H12	-0.463806771329	red	1	1.5261	5.3253
MGH36_P2_A01	1.51600854876	black	0	0.18523	0.22897
MGH36_P2_A03	NA	black	0	0.16479	0
MGH36_P2_A04	NA	black	0	0.22157	0
MGH36_P2_A05	0.154176766945	red	1	0.584	5.4653
MGH36_P2_A06	-0.463748060646	red	1	0.34142	10.14
MGH36_P2_A07	NA	black	0	0	9.3393
MGH36_P2_A08	-0.124520185991	red	1	0.12168	7.8506
MGH36_P2_A11	-0.499370870065	red	1	0.34142	10.355
MGH36_P2_B03	0.195741227412	red	1	0.15056	6.4652
MGH36_P2_B04	-0.336525681638	red	1	2.6081	6.7699
MGH36_P2_B05	NA	black	0	0.1776	0
MGH36_P2_B06	0.260647142309	red	1	0.12433	6.2216
MGH36_P2_B07	NA	black	0	1.7467	0
MGH36_P2_B08	-0.0654889458795	red	1	0.74846	9.5707
MGH36_P2_B09	-0.0789565113532	red	1	0.075875	7.6384
MGH36_P2_B10	NA	black	0	0.12697	0
MGH36_P2_B11	NA	black	0	0.16736	0
MGH36_P2_B12	0.562531463823	red	1	3.7753	7.9219
MGH36_P2_C02	-0.20481862955	red	1	0.098958	8.1618
MGH36_P2_C03	-0.0674506057787	red	1	0.123	7.6108
MGH36_P2_C04	-0.505485752101	red	1	0.11103	9.4203
MGH36_P2_C07	0.309735337328	red	1	0.1137	6.0326
MGH36_P2_C08	-0.0399390076463	red	1	0.47093	7.6579
MGH36_P2_C09	-0.0752478054123	red	1	0.27858	7.7334
MGH36_P2_C10	-0.80389040272	red	1	0.048236	10.388
MGH36_P2_C11	-0.452344882935	red	1	0.15834	9.3314
MGH36_P2_C12	NA	black	0	0.12168	0
MGH36_P2_D01	-0.496434084481	red	1	0.301	10.111
MGH36_P2_D02	-0.699379238131	red	1	0.31383	11.338
MGH36_P2_D04	-0.272134582488	red	1	2.0687	6.6749
MGH36_P2_D05	-0.79762687352	red	1	0.077243	10.48
MGH36_P2_D06	-0.715682360424	red	1	0.18269	10.612
