TP53	2	0.04674299500166
ATM	5	0.0481846124835579
STAT3	10	0.129019335471314
A2M	1	0.13909435826386
EZH2	1	0.181201958926068
BRCA1	9	0.189514531538276
AATF	1	0.200350598711432
BCL2L11	1	0.210430531787922
SSTR2	1	0.220849462967849
CHEK1	1	0.254141771109641
NOX4	1	0.254141771109641
ICAM1	3	0.264251353131932
ETV5	1	0.278020373278961
L1TD1	1	0.278020373278961
PARP1	1	0.329694424097633
SH3BP2	1	0.329694424097633
HLA-E	1	0.329694424097633
SNAPC1	1	0.329694424097633
APAF1	1	0.329694424097633
STAR	1	0.343395076479427
HDAC2	3	0.355795708666926
ANGPT2	1	0.371678506801933
VHL	1	0.371678506801933
SLC39A1	1	0.371678506801933
ACOX1	1	0.431467467228089
MDM2	1	0.431467467228089
MTF1	2	0.464974497724116
PPARA	4	0.47173396612709
CPT1A	1	0.478699662620427
MTA1	1	0.478699662620427
REL	2	0.522544592305474
CREB1	5	0.528202479858773
TERF1	1	0.543988046295961
F2R	1	0.543988046295961
EGFR	1	0.543988046295961
TNFRSF10B	3	0.556744387265884
MYC	4	0.572141994523227
ATF4	1	0.593968813983352
HSPA5	1	0.593968813983352
KHSRP	1	0.593968813983352
POU2F1	3	0.595825035758911
HTT	1	0.610699238959289
HMGA1	1	0.644114847339874
INSR	1	0.644114847339874
IGF1	3	0.702737159035061
RBL1	2	0.711525921133318
HIF1A	1	0.726137984661045
LEP	1	0.726137984661045
IFNAR1	1	0.726137984661045
CIITA	1	0.726137984661045
USF1	1	0.726137984661045
EGR1	1	0.817672197283619
LDLR	1	0.817672197283619
ADRA1A	1	0.817672197283619
ASCL1	1	0.817672197283619
HES6	1	0.817672197283619
CCL5	1	0.817672197283619
NCOR1	1	0.817672197283619
CDKN1B	1	0.817672197283619
ING4	1	0.817672197283619
POU2AF1	1	0.845515972884888
STMN1	2	0.877721096127393
POU5F1	2	0.877721096127393
JUN	2	0.877721096127393
TSG101	1	0.88400932192782
TTF2	1	0.88400932192782
CTNNB1	1	0.88400932192782
NELFCD	1	0.88400932192782
BEX2	1	0.88400932192782
NANOG	3	0.902773935651831
F3	2	0.91843342651598
CFLAR	1	0.937716646585881
THY1	1	0.937716646585881
ODC1	1	0.937716646585881
IRF1	2	0.951807715722708
FOS	2	0.951807715722708
ERCC4	1	0.975941024371599
PRNP	1	0.975941024371599
ERAP2	1	0.975941024371599
ELK4	1	0.975941024371599
CLU	1	0.99393021596081
JUND	1	0.99393021596081
PPARD	1	0.99393021596081
SOD1	1	0.99393021596081
CD36	1	0.99393021596081
SP1	5	1
RUNX1T1	1	1
SMAD4	1	1
FLT1	1	1
