Cell_name	Zvalue	Color	Cluster	CLU	JUND
MGH36_P6_B12	NA	black	0	6.7371	0
MGH36_P6_C02	-0.938151918942	green3	2	7.481	0.58207
MGH36_P6_C03	1.88578067363	black	0	9.3527	3.1867
MGH36_P6_C04	0.769624060504	green3	2	8.6091	2.3986
MGH36_P6_C05	0.918259311822	green3	2	8.8824	2.4748
MGH36_P6_C06	0.847954203172	green3	2	8.5834	2.4862
MGH36_P6_C07	-1.32250032681	red	1	8.8815	0.83673
MGH36_P6_C08	0.236153571286	green3	2	4.9398	0.55876
MGH36_P6_C09	0.544337655025	green3	2	9.2027	2.1257
MGH36_P6_C11	1.22647472662	green3	2	9.0877	2.6964
MGH36_P6_C12	0.114503987748	green3	2	6.484	2.346
MGH36_P6_D01	0.160960383582	green3	2	4.2	1.1827
MGH36_P6_D02	NA	black	0	5.6295	0
MGH36_P6_D03	-0.178698007705	green3	2	6.8271	1.2216
MGH36_P6_D04	NA	black	0	5.2016	0
MGH36_P6_D05	-0.318925501051	green3	2	6.3351	0.66357
MGH36_P6_D06	-0.0103962317443	green3	2	7.436	1.6116
MGH36_P6_D07	-0.538806796618	green3	2	8.2583	1.211
MGH36_P6_D08	-0.0227938972841	green3	2	8.9218	1.7084
MGH36_P6_D10	1.3571892084	green3	2	9.2508	2.7589
MGH36_P6_D11	-0.0779602618941	green3	2	8.7653	1.6549
MGH36_P6_E02	1.05301863113	green3	2	8.5051	2.7476
MGH36_P6_E03	NA	black	0	3.5907	0
MGH36_P6_E04	-1.13317306104	green3	2	7.9593	0.63599
MGH36_P6_E05	0.661333051801	green3	2	7.3559	3.4828
MGH36_P6_E06	0.533582994575	green3	2	8.5511	2.1773
MGH36_P6_E07	0.0202156090408	green3	2	5.5373	1.3271
MGH36_P6_E08	-0.762243468524	green3	2	9.3867	1.2934
MGH36_P6_E09	-0.253233884594	green3	2	7.2926	1.254
MGH36_P6_E10	0.214124087705	green3	2	4.8779	0.81229
MGH36_P6_E11	0.452904288292	green3	2	7.2444	2.6269
MGH36_P6_E12	0.0378014553007	green3	2	5.5043	0.9486
MGH36_P6_F01	-0.405988596404	green3	2	7.5927	1.1596
MGH36_P6_F04	-2.09505251288	black	0	8.4524	0.20038
MGH36_P6_F06	-0.124014697676	green3	2	8.9162	1.6346
MGH36_P6_F07	-0.241694142295	green3	2	6.5453	0.96864
MGH36_P6_F08	-0.00128554378767	green3	2	6.2367	1.539
MGH36_P6_F10	NA	black	0	9.7966	0
MGH36_P6_F12	-0.16020877629	green3	2	5.9091	0.60312
MGH36_P6_G01	0.584125978571	green3	2	4.1195	0.46571
MGH36_P6_G02	0.534232830675	green3	2	8.4027	2.2007
MGH36_P6_G03	0.41198644276	green3	2	8.6893	2.0521
MGH36_P6_G04	-0.0220164090926	green3	2	5.7617	1.7668
MGH36_P6_G05	0.228381510703	green3	2	9.5173	1.9069
MGH36_P6_G06	NA	black	0	0.64616	0
MGH36_P6_G07	-1.56945288763	black	0	9.1714	0.78157
MGH36_P6_G08	2.49665507823	black	0	9.2645	3.9104
MGH36_P6_G09	0.0612501281689	green3	2	8.23	1.7377
MGH36_P6_G10	0.677251062634	green3	2	7.4954	2.9753
MGH36_P6_G11	0.138770890277	green3	2	7.6867	1.8201
MGH36_P6_G12	-0.247110170865	green3	2	6.7499	1.067
MGH36_P6_H06	0.977241280842	green3	2	9.2736	2.4444
MGH36_P6_H07	NA	black	0	7.9456	0
MGH36_P6_H10	-0.348002257336	green3	2	9.6101	1.5666
MGH36_P6_H12	-0.00285770336934	green3	2	5.8746	1.4054
MGH36_P7_A01	NA	black	0	5.4626	0
MGH36_P7_A02	-0.0403237096862	green3	2	5.5649	0.4678
MGH36_P7_A03	-0.654720423518	green3	2	10.422	1.5105
MGH36_P7_A04	NA	black	0	9.3969	0
MGH36_P7_A06	0.428566266898	green3	2	4.5153	0.45523
MGH36_P7_A07	NA	black	0	8.9615	0
MGH36_P7_A08	NA	black	0	6.6739	0
MGH36_P7_A09	NA	black	0	9.9562	0
MGH36_P7_A10	-0.0815741993749	green3	2	8.4615	1.6248
MGH36_P7_A11	-0.325224357906	green3	2	6.8833	1.0014
MGH36_P7_A12	NA	black	0	10.697	0
MGH36_P7_B01	NA	black	0	8.3267	0
MGH36_P7_B02	0.438625894725	green3	2	8.5526	2.0871
MGH36_P7_B03	-0.000831478024931	green3	2	5.8307	1.5588
MGH36_P7_B04	1.04567781817	green3	2	9.5834	2.4457
MGH36_P7_B06	NA	black	0	8.365	0
MGH36_P7_B07	0.433906865697	green3	2	8.0191	2.1587
MGH36_P7_B08	0.899400111185	green3	2	9.1416	2.4057
MGH36_P7_B09	-0.110083917651	green3	2	6.1502	1.0257
MGH36_P7_B10	NA	black	0	5.3526	0
MGH36_P7_B11	-0.0626984962261	green3	2	5.7537	0.73639
MGH36_P7_B12	-1.46080090196	green3	2	2.0864	2.0745
MGH36_P7_C11	NA	black	0	7.0083	0
MGH36_P7_D01	-0.154584718604	green3	2	5.721	0.33914
MGH36_P7_D02	0.060684785523	green3	2	7.4155	1.7146
MGH36_P7_D03	1.33936526307	green3	2	9.213	2.7557
MGH36_P7_D05	1.34080135547	green3	2	8.6459	3.0193
MGH36_P7_D06	NA	black	0	10.587	0
MGH36_P7_D07	NA	black	0	6.5628	0
MGH36_P7_D08	NA	black	0	7.6596	0
MGH36_P7_D09	0.21125211974	green3	2	4.7769	0.91609
MGH36_P7_D10	-0.371252811398	green3	2	5.9829	0.18777
MGH36_P7_D11	NA	black	0	7.9492	0
MGH36_P7_E01	NA	black	0	0	0
MGH36_P7_E03	-2.27212170914	black	0	9.1589	0.39835
MGH36_P7_E04	NA	black	0	7.3037	0
MGH36_P7_E05	-0.827721780265	green3	2	7.7662	0.81065
MGH36_P7_E07	-1.02242539759	green3	2	7.0219	0.22651
MGH36_P7_E08	NA	black	0	6.1627	0
MGH36_P7_E10	NA	black	0	5.1592	0
MGH36_P7_E12	NA	black	0	8.833	0
MGH36_P7_F01	NA	black	0	9.9889	0
MGH36_P7_F02	0.572699402771	green3	2	8.692	2.195
MGH36_P7_F03	-0.450693291496	green3	2	6.4668	0.53705
MGH36_P7_F04	1.84947798165	black	0	0.44042	0.3505
MGH36_P7_F06	NA	black	0	6.4307	0
MGH36_P7_F08	NA	black	0	9.5441	0
MGH36_P7_F09	0.463027688687	green3	2	7.3693	2.5049
MGH36_P7_F10	-0.200175403933	green3	2	5.8278	0.37407
MGH36_P7_F11	NA	black	0	8.5469	0
MGH36_P7_F12	0.110339545737	green3	2	4.5656	1.2333
MGH36_P7_G01	-0.05818945573	green3	2	5.7823	0.80653
MGH36_P7_G02	NA	black	0	4.1519	0
MGH36_P7_G03	-1.40170433621	green3	2	8.5928	0.69153
MGH36_P7_G04	NA	black	0	0	2.7885
MGH36_P7_G05	-0.974647020105	green3	2	7.7845	0.69064
MGH36_P7_G06	NA	black	0	9.2914	0
MGH36_P7_G08	0.282947599428	green3	2	9.2183	1.9381
MGH36_P7_G09	-0.465953587606	green3	2	6.3998	0.45523
MGH36_P7_G10	-2.50819031131	black	0	10.218	0.63691
MGH36_P7_G11	0.00901968210416	green3	2	5.2352	1.4473
MGH36_P7_H01	NA	black	0	10.369	0
MGH36_P7_H02	NA	black	0	6.2416	0
MGH36_P7_H03	NA	black	0	9.3943	0
MGH36_P7_H04	1.21032189625	green3	2	8.3263	3.0854
MGH36_P7_H07	1.70435442033	black	0	9.5695	2.9383
MGH36_P7_H08	-0.776423261433	green3	2	7.4216	0.70929
MGH36_P7_H10	0.344372075241	green3	2	4.7	0.48646
MGH36_P7_H11	0.282319222718	green3	2	1.987	1.0983
MGH36_P7_H12	NA	black	0	5.4877	0
MGH36_P5_A02	-0.17578074942	green3	2	6.4395	1.0468
MGH36_P5_A03	0.00489239997442	green3	2	5.7144	1.2091
MGH36_P5_A05	NA	black	0	6.4215	0
MGH36_P5_A06	1.9928674275	black	0	8.4503	5.1151
MGH36_P5_A07	1.02152374917	green3	2	8.4927	2.7157
MGH36_P5_A08	1.61964836056	green3	2	8.4926	3.5874
MGH36_P5_A09	0.462050096877	green3	2	9.3574	2.0607
MGH36_P5_B02	-0.071560207005	green3	2	6.4082	1.3068
MGH36_P5_B03	-0.625916855326	green3	2	6.9186	0.60597
MGH36_P5_B04	1.4471681944	green3	2	8.3415	3.4847
MGH36_P5_B05	1.16430159935	green3	2	7.8418	4.1777
MGH36_P5_B06	2.11506534867	black	0	8.6821	4.251
MGH36_P5_B07	-1.47594272889	green3	2	7.5944	0.18142
MGH36_P5_B08	1.15040714365	green3	2	8.1842	3.1273
MGH36_P5_B09	-0.5775695247	green3	2	6.6427	0.48233
MGH36_P5_B10	NA	black	0	5.3959	0
MGH36_P5_B11	1.63956221803	green3	2	8.825	3.2614
MGH36_P5_C01	0.755632047523	green3	2	7.8745	2.7015
MGH36_P5_C02	-0.0221094042012	green3	2	8.7178	1.6942
MGH36_P5_C03	NA	black	0	0	2.6993
MGH36_P5_C04	-0.0819024446552	green3	2	9.0282	1.6745
MGH36_P5_C05	-1.44288796339	green3	2	4.2041	2.8777
MGH36_P5_C06	-1.30445988299	red	1	7.1791	0.063503
MGH36_P5_C09	0.0426408746534	green3	2	5.4857	0.97673
MGH36_P5_C11	-0.0968435304534	green3	2	5.939	2.3967
MGH36_P5_C12	1.55954323784	green3	2	8.6078	3.347
MGH36_P5_D01	NA	black	0	8.2411	0
MGH36_P5_D02	1.72410658699	black	0	8.2693	4.9517
MGH36_P5_D03	0.233006024522	green3	2	7.7693	1.9392
MGH36_P5_D04	0.0117257572443	green3	2	6.1501	1.6475
MGH36_P5_D06	NA	black	0	8.4686	0
MGH36_P5_D07	2.77528950554	black	0	9.1233	4.5721
MGH36_P5_D08	-0.330426507114	green3	2	4.7471	2.0065
MGH36_P5_D09	NA	black	0	3.3189	0
MGH36_P5_D11	-3.34413239364	black	0	10.067	0.23389
MGH36_P5_D12	1.05858057718	green3	2	9.4305	2.479
MGH36_P5_E01	2.12933024418	black	0	8.5636	4.812
MGH36_P5_E02	-1.50287874163	green3	2	4.4004	3.0522
MGH36_P5_E03	0.235907380658	green3	2	6.7534	2.8207
MGH36_P5_E05	2.27272072278	black	0	9.2407	3.6644
MGH36_P5_E07	0.222749664875	green3	2	6.7872	2.3821
MGH36_P5_E08	0.40259862222	green3	2	8.122	2.1023
MGH36_P5_E09	NA	black	0	7.7049	0
MGH36_P5_E10	-0.277573202455	green3	2	5.4481	2.3434
MGH36_P5_E11	NA	black	0	7.1189	0
MGH36_P5_F02	-0.0201345229022	green3	2	5.393	1.5801
MGH36_P5_F04	2.48414998026	black	0	9.6668	3.5515
MGH36_P5_F05	2.32108424834	black	0	0.84639	0.053806
MGH36_P5_F06	0.502851056913	green3	2	8.5664	2.146
MGH36_P5_F07	0.472986927007	green3	2	7.1648	2.9098
MGH36_P5_F08	2.048399255	black	0	8.7217	4.014
MGH36_P5_F09	-0.106103534426	green3	2	9.1101	1.6649
MGH36_P5_F10	-0.0996801432204	green3	2	5.8449	2.2693
MGH36_P5_F11	0.236573532421	green3	2	6.7677	2.5814
MGH36_P5_G01	NA	black	0	0.90612	0
MGH36_P5_G02	-0.0551870959836	green3	2	5.6602	1.8726
MGH36_P5_G04	-0.161417090858	green3	2	7.7362	1.46
MGH36_P5_G06	NA	black	0	9.2802	0
MGH36_P5_G07	0.232389349723	green3	2	9.04	1.9003
MGH36_P5_G08	2.40248468857	black	0	9.1559	3.917
MGH36_P5_G09	-0.0174058494298	green3	2	6.4399	1.4952
MGH36_P5_G10	-0.0395374637242	green3	2	4.8173	1.5346
MGH36_P5_G11	NA	black	0	7.4737	0
MGH36_P5_H02	NA	black	0	7.5149	0
MGH36_P5_H03	-0.648540125164	green3	2	10.419	1.513
MGH36_P5_H05	0.19410474505	green3	2	7.4703	1.9191
MGH36_P5_H06	-0.321837431179	green3	2	9.1637	1.5276
MGH36_P5_H07	0.055629237685	green3	2	7.2971	1.7062
MGH36_P5_H09	NA	black	0	3.2704	0
MGH36_P10_A02	-1.21839583389	green3	2	8.527	0.7891
MGH36_P10_A04	NA	black	0	5.5585	0
MGH36_P10_A05	1.74197666743	black	0	9.2937	3.0832
MGH36_P10_A06	1.2308317344	green3	2	8.8665	2.7805
MGH36_P10_A07	1.32580747606	green3	2	9.1964	2.7493
MGH36_P10_A09	-0.0186001601182	green3	2	6.7159	1.5306
MGH36_P10_A11	-0.00157210857818	green3	2	8.6102	1.7031
MGH36_P10_A12	NA	black	0	5.3821	0
MGH36_P10_B01	0.494803379019	green3	2	8.3646	2.1658
MGH36_P10_B03	1.45073256701	green3	2	8.7275	3.1001
MGH36_P10_B05	-0.0602950280055	green3	2	5.7675	0.77146
MGH36_P10_B07	0.631921529684	green3	2	7.529	2.7776
MGH36_P10_B08	0.0441596335226	green3	2	5.3837	1.232
MGH36_P10_B10	-1.34517356866	red	1	5.4808	3.8737
MGH36_P10_B11	0.706485242138	green3	2	7.9852	2.5474
MGH36_P10_C01	-0.581309933217	green3	2	6.9635	0.68885
MGH36_P10_C03	2.72015667183	black	0	9.3085	4.1479
MGH36_P10_C04	-0.592607819897	green3	2	8.6176	1.2504
MGH36_P10_C06	0.942821272061	green3	2	7.9712	2.9675
MGH36_P10_C07	NA	black	0	0	1.7268
MGH36_P10_C08	-0.888012087416	green3	2	8.5447	1.0215
MGH36_P10_C09	-1.92994365221	black	0	8.7815	0.44042
MGH36_P10_C10	1.61205065567	green3	2	8.2664	4.0887
MGH36_P10_C12	0.438211216017	green3	2	3.5426	0.91073
MGH36_P10_D01	NA	black	0	6.344	0
MGH36_P10_D02	-0.356728730751	green3	2	7.1395	1.0656
MGH36_P10_D03	2.33340200504	black	0	9.5654	3.4785
MGH36_P10_D04	-0.0861778293514	green3	2	6.7219	1.3724
MGH36_P10_D05	1.25536370385	green3	2	8.841	2.8166
MGH36_P10_D07	1.2504762871	green3	2	8.8948	2.7887
MGH36_P10_D09	1.46679572202	green3	2	9.2234	2.8639
MGH36_P10_D10	NA	black	0	6.7576	0
MGH36_P10_D11	NA	black	0	0.65901	0
MGH36_P10_D12	-0.252723897903	green3	2	5.753	2.6069
MGH36_P10_E02	-0.123328593514	green3	2	5.769	0.51904
MGH36_P10_E03	-0.0488747325901	green3	2	5.1861	1.6262
MGH36_P10_E04	1.87383880893	black	0	8.6223	3.8576
MGH36_P10_E05	0.462990784523	green3	2	7.2134	2.722
MGH36_P10_E07	-0.609869965115	green3	2	6.8514	0.584
MGH36_P10_E10	-2.1495044915	black	0	9.2013	0.4782
MGH36_P10_E11	-1.3804020757	green3	2	9.7945	1.0468
MGH36_P10_E12	-0.0022196720052	green3	2	5.6155	0.8213
MGH36_P10_F02	NA	black	0	5.9172	0
MGH36_P10_F03	0.0786753120143	green3	2	5.27	0.28806
MGH36_P10_F05	NA	black	0	8.6983	0
MGH36_P10_F06	NA	black	0	0	4.469
MGH36_P10_F08	0.0144933689747	green3	2	5.6325	1.291
MGH36_P10_F09	-0.481391283963	green3	2	5.5713	2.8556
MGH36_P10_F10	-0.0248543050481	green3	2	6.8253	1.5291
MGH36_P10_F11	0.421261946543	green3	2	8.793	2.0535
MGH36_P10_F12	-0.075994406678	green3	2	8.0834	1.5936
MGH36_P10_G01	-10.0157097385	black	0	0.68616	4.658
MGH36_P10_G02	0.176731120902	green3	2	4.9573	0.88986
MGH36_P10_G03	-0.168320943427	green3	2	6.1105	0.81065
MGH36_P10_G05	0.347815093669	green3	2	9.148	1.9844
MGH36_P10_G06	NA	black	0	0	0.39616
MGH36_P10_G07	-0.483961400919	green3	2	4.0124	1.9283
MGH36_P10_G08	-0.866995083827	green3	2	8.659	1.067
MGH36_P10_G09	-0.335995369459	green3	2	4.0619	1.7891
MGH36_P10_G10	-0.150944049513	green3	2	5.9515	0.68616
MGH36_P10_G11	1.06725395713	green3	2	8.5409	2.747
MGH36_P10_H01	NA	black	0	1.3202	0
MGH36_P10_H03	NA	black	0	6.0347	0
MGH36_P10_H04	0.379862390981	green3	2	8.7862	2.0193
MGH36_P10_H05	-0.0955786963454	green3	2	5.2307	1.7689
MGH36_P10_H06	-0.437581444556	green3	2	3.5822	1.7736
MGH36_P10_H09	1.07800981182	green3	2	8.8495	2.6348
MGH36_P10_H11	NA	black	0	8.4654	0
MGH36_P10_H12	1.75676023599	black	0	9.3221	3.0832
MGH36_P8_A01	NA	black	0	8.1855	0
MGH36_P8_A03	0.655383527335	green3	2	8.9879	2.2299
MGH36_P8_A04	0.732396539531	green3	2	8.8436	2.3156
MGH36_P8_A06	-0.0026583339168	green3	2	5.6577	0.92903
MGH36_P8_A07	NA	black	0	7.3146	0
MGH36_P8_A08	NA	black	0	0	0
MGH36_P8_A09	NA	black	0	7.0591	0
MGH36_P8_A11	-0.0520167411089	green3	2	5.588	0.46467
MGH36_P8_A12	0.242890165536	green3	2	7.346	2.03
MGH36_P8_B01	NA	black	0	9.3156	0
MGH36_P8_B02	1.04829700059	green3	2	8.3268	2.8436
MGH36_P8_B03	NA	black	0	3.6188	0
MGH36_P8_B04	-0.8727965225	green3	2	8.4734	1.0122
MGH36_P8_B05	-0.613046871885	green3	2	6.897	0.60881
MGH36_P8_B08	0.923762271657	green3	2	8.7895	2.5036
MGH36_P8_B09	-0.0672498106188	green3	2	5.7944	0.78241
MGH36_P8_B10	-0.171325589321	green3	2	9.0982	1.6196
MGH36_P8_B11	1.22232175466	green3	2	8.9586	2.7364
MGH36_P8_B12	1.51029004392	green3	2	9.8818	2.7115
MGH36_P8_C01	NA	black	0	5.9459	0
MGH36_P8_C02	NA	black	0	5.2038	0
MGH36_P8_C03	NA	black	0	9.3366	0
MGH36_P8_C05	-0.333896552993	green3	2	5.1569	2.2314
MGH36_P8_C06	-0.162012737516	green3	2	7.6119	1.4388
MGH36_P8_C09	1.48012619231	green3	2	8.955	2.9962
MGH36_P8_C10	-0.191524996152	green3	2	5.8146	0.37851
MGH36_P8_C12	NA	black	0	8.8804	0
MGH36_P8_D01	-0.232613919997	green3	2	5.332	2.1541
MGH36_P8_D03	0.589351284384	green3	2	8.4925	2.2415
MGH36_P8_D04	0.126773966443	green3	2	7.1859	1.8396
MGH36_P8_D05	-0.352350421556	green3	2	7.5698	1.2116
MGH36_P8_D07	-0.0827814059672	green3	2	5.9961	0.98112
MGH36_P8_D08	0.113839128445	green3	2	5.2428	0.56169
MGH36_P8_D09	-0.488295310333	green3	2	8.7765	1.3561
MGH36_P8_D10	-0.00980647668292	green3	2	5.8465	1.254
MGH36_P8_D11	-0.517614446943	green3	2	8.6739	1.3161
MGH36_P8_D12	-0.310028917258	green3	2	6.1605	0.51803
MGH36_P8_E01	-0.00365975414705	green3	2	5.995	1.9362
MGH36_P8_E02	NA	black	0	9.725	0
MGH36_P8_E03	0.820806149328	green3	2	7.9874	2.7301
MGH36_P8_E04	-0.35934088559	green3	2	8.8103	1.4531
MGH36_P8_E05	NA	black	0	9.3058	0
MGH36_P8_E06	1.43596125876	green3	2	8.3208	3.4942
MGH36_P8_E08	-0.0317901027824	green3	2	3.8379	1.4222
MGH36_P8_E10	NA	black	0	7.4788	0
MGH36_P8_F02	0.337646743055	green3	2	8.6489	1.9895
MGH36_P8_F04	-0.125773890367	green3	2	8.1665	1.5548
MGH36_P8_F05	-0.606065447287	green3	2	8.0587	1.103
MGH36_P8_F07	0.216364161123	green3	2	8.5796	1.8856
MGH36_P8_F09	0.501770261273	green3	2	8.298	2.1843
MGH36_P8_G01	0.101109640908	green3	2	4.5269	1.2546
MGH36_P8_G02	-0.581440894626	green3	2	8.4542	1.2228
MGH36_P8_G03	-1.39675911392	green3	2	9.1118	0.86156
MGH36_P8_G04	NA	black	0	5.6908	0
MGH36_P8_G05	0.60198599382	green3	2	8.1393	2.3391
MGH36_P8_G06	0.986683658873	green3	2	8.9185	2.5283
MGH36_P8_G07	-0.355831539736	green3	2	6.1209	3.3857
MGH36_P8_G08	1.10456116158	green3	2	8.679	2.7264
MGH36_P8_G09	0.345729938608	green3	2	7.8443	2.079
MGH36_P8_G10	1.76293496689	black	0	8.7988	3.4452
MGH36_P8_G12	NA	black	0	7.191	0
MGH36_P8_H01	-0.0380558316697	green3	2	6.3608	1.4011
MGH36_P8_H03	0.297320839595	green3	2	7.0919	2.2892
MGH36_P8_H04	1.38574969941	green3	2	8.8181	2.9681
MGH36_P8_H06	-0.0457193971952	green3	2	6.7249	1.4657
MGH36_P8_H07	-1.19631586792	green3	2	8.1067	0.64893
MGH36_P8_H09	-0.282453747416	green3	2	6.0514	0.45943
MGH36_P8_H10	NA	black	0	8.5813	0
MGH36_P8_H11	NA	black	0	6.741	0
MGH36_P9_A01	NA	black	0	5.0885	0
MGH36_P9_A02	0.349933319114	green3	2	7.0922	2.4709
MGH36_P9_A03	-0.872017198774	green3	2	9.508	1.254
MGH36_P9_A05	-0.040797331177	green3	2	6.5929	1.4521
MGH36_P9_A06	-0.219082113243	green3	2	8.5388	1.5205
MGH36_P9_A07	0.480875286051	green3	2	4.2633	0.57821
MGH36_P9_A09	0.572710516556	green3	2	8.3266	2.2564
MGH36_P9_A10	-0.335194937312	green3	2	4.2645	1.8428
MGH36_P9_A11	0.342984918212	green3	2	4.6517	0.57628
MGH36_P9_A12	NA	black	0	5.3239	0
MGH36_P9_B01	NA	black	0	0	0
MGH36_P9_B04	0.50321884243	green3	2	8.5635	2.1467
MGH36_P9_B06	0.044683338489	green3	2	5.4438	1.1506
MGH36_P9_B07	0.849717836037	green3	2	7.7894	2.9857
MGH36_P9_B08	0.147844415948	green3	2	5.0351	0.94336
MGH36_P9_B09	0.472767366723	green3	2	7.3333	2.5709
MGH36_P9_B10	-0.336769877413	green3	2	7.9945	1.3288
MGH36_P9_B11	NA	black	0	5.3782	0
MGH36_P9_B12	NA	black	0	5.5979	0
MGH36_P9_C01	NA	black	0	8.3037	0
MGH36_P9_C02	-0.305602061026	green3	2	9.398	1.5666
MGH36_P9_C03	0.225174372035	green3	2	6.9321	2.19
MGH36_P9_C05	0.445292242317	green3	2	9.2874	2.051
MGH36_P9_C07	-0.363412604134	green3	2	4.9769	2.1706
MGH36_P9_C08	1.02147459716	green3	2	8.6455	2.6498
MGH36_P9_C09	NA	black	0	9.778	0
MGH36_P9_C11	0.109777191533	green3	2	5.2178	0.31615
MGH36_P9_C12	0.0648560083239	green3	2	8.7993	1.7668
MGH36_P9_D05	1.08861497721	green3	2	9.0191	2.5934
MGH36_P9_D07	0.508083366749	green3	2	8.7434	2.1316
MGH36_P9_D08	-0.464919048713	green3	2	5.7061	2.9846
MGH36_P9_D09	NA	black	0	8.4952	0
MGH36_P9_D10	NA	black	0	5.602	0
MGH36_P9_D11	-0.469702263816	green3	2	7.662	1.1137
MGH36_P9_E01	0.107607575729	green3	2	8.1434	1.7811
MGH36_P9_E02	-0.0150526693396	green3	2	5.8683	1.2277
MGH36_P9_E03	0.867939648768	green3	2	8.5805	2.5082
MGH36_P9_E04	-0.0393096494015	green3	2	5.4947	0.31034
MGH36_P9_E05	NA	black	0	4.2519	0
MGH36_P9_E06	0.604843632451	green3	2	3.8154	0.61542
MGH36_P9_E07	-0.275119990517	green3	2	6.0146	0.43296
MGH36_P9_E08	-0.143260578368	green3	2	9.1433	1.6429
MGH36_P9_E10	NA	black	0	8.8044	0
MGH36_P9_E11	-0.79488665013	green3	2	8.6579	1.1164
MGH36_P9_E12	NA	black	0	5.4897	0
MGH36_P9_F02	NA	black	0	8.1967	0
MGH36_P9_F03	0.166418776925	green3	2	3.6899	1.2004
MGH36_P9_F04	-0.157629390909	green3	2	6.091	0.82212
MGH36_P9_F08	0.355755017503	green3	2	2.9707	1.0433
MGH36_P9_F09	1.09388750709	green3	2	9.5751	2.4808
MGH36_P9_F10	0.109265918793	green3	2	8.4249	1.7891
MGH36_P9_F11	0.338842026552	green3	2	3.8472	0.98039
MGH36_P9_F12	-0.0218447567346	green3	2	6.0724	1.3578
MGH36_P9_G03	-0.123513209011	green3	2	6.5485	1.2265
MGH36_P9_G04	NA	black	0	0	1.4756
MGH36_P9_G05	0.539305527415	green3	2	7.6682	2.4457
MGH36_P9_G06	-9.37390837756e-05	green3	2	5.2943	1.4844
MGH36_P9_G07	-2.35771042054	black	0	9.2705	0.39616
MGH36_P9_G08	NA	black	0	6.2026	0
MGH36_P9_G09	0.394257039854	green3	2	7.5571	2.2363
MGH36_P9_G10	-0.00461048540264	green3	2	5.7561	1.5907
MGH36_P9_G11	0.0425363851406	green3	2	4.4675	1.3595
MGH36_P9_H01	-0.525119659842	green3	2	7.9147	1.1342
MGH36_P9_H02	NA	black	0	4.3506	0
MGH36_P9_H03	-0.614168719926	green3	2	7.2771	0.81229
MGH36_P9_H04	NA	black	0	6.489	0
MGH36_P9_H06	NA	black	0	5.2508	0
MGH36_P9_H07	NA	black	0	6.6333	0
MGH36_P9_H08	0.286143337165	green3	2	4.346	0.94186
MGH36_P9_H10	0.0406131276941	green3	2	5.3184	1.2934
MGH36_P9_H11	-0.575012812743	green3	2	4.7458	2.3366
MGH36_P9_H12	NA	black	0	9.0946	0
MGH36_P2_A01	-1.34505807778	red	1	7.9833	0.4844
MGH36_P2_A03	NA	black	0	0	0
MGH36_P2_A04	NA	black	0	8.9325	0
MGH36_P2_A05	-0.282208090509	green3	2	6.1098	0.52507
MGH36_P2_A06	0.649282208863	green3	2	8.3553	2.3346
MGH36_P2_A07	-0.762208037091	green3	2	9.3737	1.291
MGH36_P2_A08	0.0195742707988	green3	2	6.2212	1.6902
MGH36_P2_A11	-1.69562621832	black	0	10.079	0.96199
MGH36_P2_B03	-0.658239979891	green3	2	6.8044	0.49057
MGH36_P2_B04	0.0613475824775	green3	2	5.4059	0.96495
MGH36_P2_B05	NA	black	0	9.8065	0
MGH36_P2_B06	0.330180103869	green3	2	4.5589	0.72247
MGH36_P2_B07	-0.0610884395588	green3	2	5.7328	0.70752
MGH36_P2_B08	-0.0179679424565	green3	2	8.0393	1.648
MGH36_P2_B09	0.377404789691	green3	2	4.2675	0.79577
MGH36_P2_B10	NA	black	0	9.5695	0
MGH36_P2_B11	0.235630224586	green3	2	6.7666	3.0061
MGH36_P2_B12	0.119706167096	green3	2	9.1865	1.8242
MGH36_P2_C02	1.72796174403	black	0	8.6858	3.5155
MGH36_P2_C03	0.392903464173	green3	2	4.1378	0.82293
MGH36_P2_C04	-0.232616783293	green3	2	8.7984	1.543
MGH36_P2_C07	-0.160167232665	green3	2	5.7964	0.44255
MGH36_P2_C08	-1.46407903021	green3	2	4.6777	3.2191
MGH36_P2_C09	-0.166179803651	green3	2	5.5519	2.1661
MGH36_P2_C10	1.21812479209	green3	2	8.3866	3.0446
MGH36_P2_C11	0.229231927999	green3	2	7.1833	2.0552
MGH36_P2_C12	-0.492263382323	green3	2	6.2602	0.27977
MGH36_P2_D01	-1.03019480158	green3	2	10.311	1.3185
MGH36_P2_D02	0.609692458436	green3	2	9.2404	2.1712
MGH36_P2_D04	-0.00788114256054	green3	2	5.839	1.7071
MGH36_P2_D05	1.59634902178	green3	2	8.4422	3.6214
MGH36_P2_D06	2.10323690352	black	0	9.4537	3.3329
MGH36_P2_D07	-0.304752146444	green3	2	5.6353	2.5876
MGH36_P2_D08	-3.17899742263	black	0	9.4436	0.066261
MGH36_P2_D09	-0.120817992922	green3	2	5.5333	0.097611
MGH36_P2_D10	NA	black	0	9.3948	0
MGH36_P2_D11	0.962608435166	green3	2	8.7509	2.5526
MGH36_P2_E01	-0.220669366918	green3	2	5.1817	2.0325
MGH36_P2_E02	-0.461624291841	green3	2	8.5723	1.338
MGH36_P2_E03	-0.168731083186	green3	2	6.8888	1.2606
MGH36_P2_E04	1.04121496034	green3	2	9.4411	2.4644
MGH36_P2_E06	1.78881418102	black	0	9.2303	3.1601
