Cell_name	Zvalue	Color	Cluster	ELK4	FOS
MGH97_P10_H08	NA	black	0	0	0
MGH97_P9_G04	NA	black	0	1.6429	0
MGH97_P8_G11	NA	black	0	0	0
MGH97_P10_A06	NA	black	0	2.2452	0
MGH97_P10_F08	-0.1997563233	red	1	0.45733	9.0461
MGH97_P8_E08	NA	black	0	0.045443	0
MGH97_P8_G08	NA	black	0	0.62199	0
MGH97_P10_B07	-1.36562150264	red	1	1.6452	3.4632
MGH97_P9_G11	0.65445114221	red	1	0.20038	4.1506
MGH97_P8_F11	NA	black	0	0	0
MGH97_P8_F05	NA	black	0	0.25701	0
MGH97_P9_A01	NA	black	0	0	0
MGH97_P10_F01	NA	black	0	0.011496	0
MGH97_P8_C10	-0.00215447042195	red	1	0.36961	7.3838
MGH97_P8_E02	NA	black	0	0	5.1653
MGH97_P10_B05	NA	black	0	0	0
MGH97_P8_G04	0.261747094904	red	1	0.20789	6.0912
MGH97_P9_B02	-0.266396481305	red	1	0.12697	8.4542
MGH97_P8_H08	1.31861142526	green3	2	3.22	8.9389
MGH97_P8_F01	NA	black	0	0	5.2423
MGH97_P10_H09	0.808996448112	red	1	0.070389	4.1568
MGH97_P10_E06	-1.236952868	red	1	1.5261	3.2959
MGH97_P10_D10	-1.17593369009	red	1	1.8041	4.5115
MGH97_P10_A03	-0.159022165193	red	1	0.097611	7.9849
MGH97_P10_A05	0.0134082459102	red	1	0.47197	7.2517
MGH97_P10_A01	-1.04219849249	red	1	1.5816	4.1549
MGH97_P9_D09	NA	black	0	0	0
MGH97_P9_D06	NA	black	0	1.3629	0
MGH97_P9_G05	0.00479943259698	red	1	0.69243	7.1992
MGH97_P10_E05	NA	black	0	0	0
MGH97_P8_F10	0.0437688406738	red	1	0.27501	7.1259
MGH97_P10_A04	NA	black	0	0	0
MGH97_P9_A07	NA	black	0	0	9.3036
MGH97_P9_A08	NA	black	0	1.3962	0
MGH97_P9_H12	1.76549730645	black	0	0.052416	0.2762
MGH97_P10_G03	NA	black	0	0	6.3119
MGH97_P8_B03	NA	black	0	1.6466	0
MGH97_P10_H07	NA	black	0	0	0
MGH97_P10_E01	NA	black	0	0	0
MGH97_P9_F11	0.535351473355	red	1	0.28924	4.2249
MGH97_P8_B12	-0.0583323101141	red	1	0.584	8.2204
MGH97_P9_H02	NA	black	0	0	0
MGH97_P9_C11	NA	black	0	0	9.6565
MGH97_P8_A01	-0.0842632733475	red	1	0.12697	7.7069
MGH97_P10_F07	NA	black	0	0.2916	0
MGH97_P10_G01	-0.193157855841	red	1	0.45312	8.9719
MGH97_P10_H05	0.174175002985	red	1	0.064883	6.6885
MGH97_P9_F07	NA	black	0	1.7373	0
MGH97_P9_D08	NA	black	0	0	3.3845
MGH97_P9_E05	-1.8137333099	black	0	1.4568	0.926
MGH97_P8_B09	0.0140756583492	red	1	0.18523	7.2954
MGH97_P10_E12	NA	black	0	0	5.2799
MGH97_P10_B10	NA	black	0	0.059355	0
MGH97_P9_E03	NA	black	0	1.538	0
MGH97_P9_G07	NA	black	0	0	7.7243
MGH97_P9_C09	-0.000183038976092	red	1	1.278	7.4139
MGH97_P10_B11	NA	black	0	0.07861	0
MGH97_P9_B05	NA	black	0	1.6554	0
MGH97_P9_A12	-0.330686571178	red	1	0.15186	8.7702
MGH97_P8_D10	-0.665818135721	red	1	0.12035	10.027
MGH97_P8_C05	-0.198106940076	red	1	1.1635	6.132
MGH97_P9_D02	NA	black	0	0	6.8706
MGH97_P9_D07	1.59699047453	black	0	0.096262	0.51803
MGH97_P8_F03	0.168498261325	red	1	1.2863	8.2749
MGH97_P8_C12	NA	black	0	0.53007	0
MGH97_P10_E10	NA	black	0	2.0604	0
MGH97_P10_H10	NA	black	0	0.5724	0
MGH97_P10_C07	NA	black	0	0.07861	0
MGH97_P9_E04	NA	black	0	0	6.2982
MGH97_P8_H10	-5.00483410084	black	0	2.6267	0.54399
MGH97_P9_F03	-0.0178696282517	red	1	0.70221	8.117
MGH97_P10_C08	NA	black	0	0	5.4827
MGH97_P8_B11	0.0198780819676	red	1	0.6581	6.8588
MGH97_P10_C01	NA	black	0	0	4.2345
MGH97_P9_D04	-1.18843459047	red	1	2.3802	5.5419
MGH97_P10_B06	NA	black	0	2.3824	0
MGH97_P8_H09	0.753447492089	red	1	0.15186	3.9599
MGH97_P9_F05	NA	black	0	0	0
MGH97_P9_B04	0.226326235761	red	1	0.18142	6.3154
MGH97_P9_C12	NA	black	0	0	4.2168
MGH97_P8_B02	NA	black	0	0.97085	0
MGH97_P9_F04	1.10902245229	red	1	0.090853	2.7649
MGH97_P10_G02	0.1406858664	red	1	0.27977	6.5841
MGH97_P9_B07	NA	black	0	0	5.6344
MGH97_P10_D08	NA	black	0	0.50995	0
MGH97_P10_G12	NA	black	0	0	8.5059
MGH97_P9_A02	NA	black	0	0.2302	0
MGH97_P8_G03	0.137691330485	red	1	0.31383	6.5431
MGH97_P8_D09	NA	black	0	0	0
MGH97_P10_C06	0.319189606157	red	1	3.3499	7.8457
MGH97_P8_H03	NA	black	0	0.24853	0
MGH97_P8_A10	NA	black	0	0	2.3623
MGH97_P8_B06	NA	black	0	0	0
MGH97_P9_G08	NA	black	0	0	4.1266
MGH97_P8_B01	NA	black	0	0.82538	0
MGH97_P10_B08	-0.261053736212	red	1	0.24489	8.6761
MGH97_P10_C12	0.0703547690353	red	1	0.086784	7.0786
MGH97_P9_A10	0.0289803441182	red	1	1.1699	7.5979
MGH97_P9_C10	0.524254681863	red	1	0.25338	4.5269
MGH97_P9_G03	-0.07807446446	red	1	1.0949	6.7932
MGH97_P10_B02	NA	black	0	0	0
MGH97_P10_A08	0.207405327226	red	1	0.1003	6.5191
MGH97_P8_C09	0.242396071225	red	1	0.23266	6.131
MGH97_P10_D05	NA	black	0	0.38515	0
MGH97_P10_F02	NA	black	0	0	2.5941
MGH97_P9_D10	-0.436193882918	red	1	1.1454	4.5452
MGH97_P8_D08	NA	black	0	2.5276	0
MGH97_P9_H11	0.0635904053265	red	1	0.58304	6.4027
MGH97_P8_C06	0.297447535639	red	1	0.14012	6.0739
MGH97_P8_A03	NA	black	0	1.8428	0
MGH97_P9_C04	NA	black	0	2.2491	0
MGH97_P8_E01	NA	black	0	0	0
MGH97_P10_D02	NA	black	0	0.93055	0
MGH97_P9_E12	0.218592633404	red	1	0.30801	6.0665
MGH97_P9_A05	0.366344671391	red	1	0.11237	5.8398
MGH97_P10_F06	-0.0496123126155	red	1	0.79577	4.8366
MGH97_P9_E01	NA	black	0	0	0
MGH97_P8_G06	NA	black	0	0	0
MGH97_P10_B03	NA	black	0	0	8.0404
MGH97_P9_H08	0.0811721060677	red	1	0.27739	6.9186
MGH97_P9_E08	0.698945314905	red	1	0.11503	4.4048
MGH97_P8_C07	0.103438411911	red	1	0.64155	4.6978
MGH97_P9_A06	NA	black	0	0	0
MGH97_P8_E04	0.13912514373	red	1	0.092207	6.8026
MGH97_P8_C11	0.121364787444	red	1	1.0007	8.8015
MGH97_P9_C03	-2.39959054743	black	0	2.9475	4.6165
MGH97_P8_E03	NA	black	0	0.17121	0
MGH97_P10_B01	-0.352074974795	red	1	0.46884	10.347
MGH97_P9_B11	NA	black	0	0	0
MGH97_P9_G02	NA	black	0	0.21537	0
MGH97_P8_G02	NA	black	0	0	0
MGH97_P10_G10	-0.0523375169721	red	1	1.9456	7.3314
MGH97_P9_G06	NA	black	0	2.461	0
MGH97_P9_E02	NA	black	0	2.5748	0
MGH97_P9_C06	0.738609415361	red	1	0.18777	3.8044
MGH97_P10_H06	0.375413383127	red	1	0.39616	4.5
MGH97_P8_B05	NA	black	0	0	6.5854
MGH97_P9_F08	NA	black	0	0	0
MGH97_P10_F05	NA	black	0	0.35614	0
MGH97_P8_D06	NA	black	0	0	5.1701
MGH97_P8_D12	NA	black	0	0	0
MGH97_P9_H06	NA	black	0	0.12697	0
MGH97_P9_C08	NA	black	0	0	8.0941
MGH97_P10_D06	NA	black	0	0	0.70752
MGH97_P8_G12	NA	black	0	0	9.0274
MGH97_P10_C10	NA	black	0	0.53007	0
MGH97_P8_H07	NA	black	0	0.25459	0
MGH97_P10_E08	0.24627155725	red	1	0.38957	5.5599
MGH97_P10_G11	NA	black	0	1.9767	0
MGH97_P10_E07	NA	black	0	0	4.695
MGH97_P10_F03	NA	black	0	0	7.3986
MGH97_P8_F09	NA	black	0	0	0
MGH97_P10_F04	-0.658479809206	red	1	1.6429	5.485
MGH97_P9_H03	0.143900741409	red	1	0.32539	6.4826
MGH97_P10_D09	NA	black	0	0	7.5063
MGH97_P8_C01	-0.195761727461	red	1	0.338	8.5663
MGH97_P9_C02	-2.65840260361	black	0	1.8412	1.168
MGH97_P8_F07	NA	black	0	0	4.3718
MGH97_P10_G06	NA	black	0	1.729	0
MGH97_P9_B01	NA	black	0	0	0
MGH97_P10_E04	-1.74152694785	black	0	2.2872	4.4828
MGH97_P8_B07	-1.2540035595	red	1	2.2585	5.2682
MGH97_P8_G07	NA	black	0	0	0
MGH97_P9_B08	-1.4031249443	red	1	2.6487	5.5285
MGH97_P9_C01	NA	black	0	1.125	0
MGH97_P8_G01	NA	black	0	0	0
MGH97_P9_H04	-0.257572755513	red	1	0.34369	8.9562
MGH97_P10_F11	NA	black	0	0.80323	0
MGH97_P10_D03	NA	black	0	0.53207	0
MGH97_P10_C09	NA	black	0	0	8.0761
MGH97_P8_E06	0.637079602519	red	1	0.20163	4.2319
MGH97_P8_E09	NA	black	0	0	0
MGH97_P8_E05	-0.0199743309783	red	1	1.8367	7.3937
MGH97_P8_A08	NA	black	0	0	2.4722
MGH97_P10_F12	0.266062757743	red	1	1.3763	8.5804
MGH97_P9_D01	0.453226746115	red	1	0.12697	5.4282
MGH97_P9_E09	NA	black	0	0	7.9135
MGH97_P8_A06	NA	black	0	0	4.8511
MGH97_P10_C02	-0.593780882063	red	1	1.2247	4.1725
MGH97_P10_C11	-0.0566196679973	red	1	0.80157	4.7872
MGH97_P8_B10	0.119384924648	red	1	0.4678	6.2719
MGH97_P9_E11	-2.37107982085	black	0	1.9302	2.2324
MGH97_P9_F06	NA	black	0	0	4.4882
MGH97_P10_H11	NA	black	0	0.90149	0
MGH97_P9_B06	NA	black	0	0	7.7997
MGH97_P10_E11	-0.39478325727	red	1	1.1408	4.7765
MGH97_P9_B09	NA	black	0	0.1375	0
MGH97_P9_B03	0.480515256941	red	1	0.085425	5.4383
MGH97_P9_B10	NA	black	0	0.15186	0
MGH97_P8_H12	NA	black	0	0	0
MGH97_P10_A02	0.040243172606	red	1	0.84318	8.8914
MGH97_P8_A04	NA	black	0	0.78241	0
MGH97_P10_G05	0.788402845645	red	1	0.04684	4.3487
MGH97_P9_H10	NA	black	0	0	0
MGH97_P9_A11	-0.00961639587877	red	1	0.86631	7.1544
MGH97_P8_A12	0.321434836535	red	1	0.39726	4.9258
MGH97_P8_C08	NA	black	0	0	1.2981
MGH97_P8_A07	NA	black	0	0.14405	0
MGH97_P10_H03	1.3700243402	green3	2	0.14143	1.0731
MGH97_P8_H04	0.486587499843	red	1	0.38957	3.6578
MGH97_P9_C07	NA	black	0	1.5099	0
MGH97_P9_H07	NA	black	0	0	5.9364
MGH97_P8_C02	-0.263591849747	red	1	2.3854	7.0414
MGH97_P10_B09	NA	black	0	0	5.6902
MGH97_P9_E07	NA	black	0	0	4.0889
MGH97_P10_C03	0.783634136943	red	1	0.056584	4.3241
93_P3_D02	NA	black	0	0	5.4727
93_P3_B08	NA	black	0	2.109	0
93_P3_D10	NA	black	0	0	0
93_P3_H02	NA	black	0	0	0
93_P3_E06	NA	black	0	0	0
93_P3_F08	-0.41424888633	red	1	1.8742	6.4652
93_P3_F07	NA	black	0	0	0
93_P3_B02	NA	black	0	1.8703	0
93_P3_G02	NA	black	0	1.751	0
93_P3_G06	NA	black	0	0	0
93_P3_F05	NA	black	0	0.73466	0
93_P3_H01	-0.072631887858	red	1	0.096262	7.6434
93_P3_F06	NA	black	0	0	0
93_P3_D08	NA	black	0	0	0
93_P3_E03	NA	black	0	0.082703	0
93_P3_A04	NA	black	0	0	0
93_P3_H03	NA	black	0	0	0
93_P3_H10	NA	black	0	2.5415	0
93_P3_A09	NA	black	0	0	0.43403
93_P3_D11	NA	black	0	0	0
93_P3_E12	NA	black	0	0.19283	0
93_P3_G05	NA	black	0	0	0
93_P3_D12	-0.0729635799237	red	1	0.10969	7.6513
93_P3_E11	NA	black	0	0	0
93_P3_B10	NA	black	0	0	0
93_P3_B05	NA	black	0	2.5926	0
93_P3_H08	NA	black	0	0.12035	0
93_P3_H04	NA	black	0	0.2857	0
93_P3_F12	NA	black	0	0	0
93_P3_A07	NA	black	0	0	0
93_P3_E04	1.75783297639	black	0	0.055196	0.27739
93_P3_C07	-0.750938624213	red	1	1.4005	4.4068
93_P3_G09	NA	black	0	0.094912	0
93_P3_A03	NA	black	0	1.3039	0
93_P3_D05	NA	black	0	0.14012	0
93_P3_A10	NA	black	0	0.94561	0
93_P3_E02	1.19609821606	green3	2	0.22527	0.92979
93_P3_C04	NA	black	0	0	0
93_P3_F02	NA	black	0	0	0
93_P3_E07	NA	black	0	0.082703	0
93_P3_D09	NA	black	0	3.3595	0
93_P3_D07	NA	black	0	0	1.7999
93_P3_G12	NA	black	0	0	0
93_P3_A05	NA	black	0	0.94035	0
93_P3_C05	NA	black	0	0.4489	0
93_P3_F09	NA	black	0	0	0
93_P3_G07	0.0352863086364	red	1	0.83673	8.8281
93_P3_C01	NA	black	0	0	0
93_P3_C11	-4.68453946707	black	0	2.7879	1.4839
93_P3_E05	NA	black	0	0	0
93_P3_A12	NA	black	0	0	0
93_P3_E09	NA	black	0	0.084064	0
93_P3_D03	NA	black	0	0	0
93_P3_D01	NA	black	0	0.082703	0
93_P3_G04	NA	black	0	0.060739	0
93_P3_E01	NA	black	0	3.332	0
93_P3_G11	NA	black	0	0	0
93_P3_A06	NA	black	0	0.079975	0
93_P3_G10	NA	black	0	0	0
93_P3_A11	NA	black	0	0.47093	0
93_P3_C03	NA	black	0	1.1303	0
93_P3_B11	NA	black	0	0	0
93_P3_G08	NA	black	0	0	0
93_P3_B06	-0.510469038027	red	1	1.959	6.3278
93_P3_A02	NA	black	0	0.77653	0
93_P3_D06	NA	black	0	0	0
93_P3_B12	0.018190670498	red	1	0.084064	7.2839
93_P3_B09	NA	black	0	0	0
93_P6_A04	NA	black	0	0.4782	0
93_P6_B02	0.432609696686	red	1	1.1776	10.301
93_P6_E05	NA	black	0	0.084064	0
93_P6_B09	NA	black	0	0.22527	0
93_P6_H11	NA	black	0	0.35163	0
93_P5_E06	NA	black	0	1.1922	0
93_P5_C05	NA	black	0	0	0
93_P5_H06	NA	black	0	0.15445	0
93_P5_G05	NA	black	0	0	0
93_P5_C09	NA	black	0	0.1903	0
93_P6_D09	NA	black	0	0.32308	0
93_P5_H04	0.168299714234	red	1	0.25701	6.4709
93_P6_A06	NA	black	0	0.39067	0
93_P6_F03	NA	black	0	0.33685	0
93_P6_B05	NA	black	0	0.18269	0
93_P6_C11	NA	black	0	0	0
93_P5_H09	NA	black	0	0.15704	0
93_P5_G03	NA	black	0	0	0
93_P5_F04	NA	black	0	0.46989	0
93_P6_H12	NA	black	0	0	0
93_P5_G07	NA	black	0	0	6.1878
93_P6_C05	NA	black	0	0.38073	0
93_P6_D05	NA	black	0	1.3668	0
93_P5_C12	NA	black	0	0.33685	0
93_P6_A03	NA	black	0	0.31267	0
93_P5_E08	NA	black	0	0.23389	0
93_P6_A08	NA	black	0	0.27143	0
93_P6_A10	0.190269997175	red	1	0.32769	6.1858
93_P6_A02	NA	black	0	0.20664	0
93_P5_G12	NA	black	0	0.15963	0
93_P5_E01	NA	black	0	1.2516	0
93_P6_A09	NA	black	0	0.23879	0
93_P6_H05	NA	black	0	0.096262	0
93_P6_H10	NA	black	0	0.35727	0
93_P5_C08	NA	black	0	0.12697	0
93_P5_A09	NA	black	0	0.27501	0
93_P5_B09	NA	black	0	0.26903	0
93_P5_A05	NA	black	0	0.40817	0
93_P6_E04	NA	black	0	0.24001	0
93_P5_A04	NA	black	0	1.3702	0
93_P6_A11	NA	black	0	2.0398	0
93_P5_B12	NA	black	0	0.66812	0
93_P5_F12	NA	black	0	0.27381	0
93_P5_H08	NA	black	0	1.1104	0
93_P6_C08	NA	black	0	0.30685	0
93_P5_F10	NA	black	0	0	0
93_P5_E11	0.123668665835	red	1	0.40272	6.4436
93_P6_B03	1.16620611627	green3	2	0.14535	2.0346
93_P6_C02	NA	black	0	0.46258	0
93_P6_B04	0.180556315298	red	1	1.0759	8.9799
93_P5_D10	NA	black	0	0.51501	0
93_P6_F04	-0.237511347978	red	1	0.17887	8.4242
93_P6_H04	NA	black	0	0.58496	0
93_P6_C01	NA	black	0	0.65992	0
93_P5_G06	NA	black	0	0.11503	0
93_P6_A07	-0.0151888856076	red	1	0.26544	7.4449
93_P5_H10	NA	black	0	2.0489	0
93_P6_F08	NA	black	0	0	0
93_P5_H01	-0.245649450048	red	1	0.45312	9.3884
93_P5_B02	NA	black	0	0.66721	0
93_P5_G01	NA	black	0	0	7.5029
93_P6_A12	NA	black	0	0.55778	0
93_P5_G11	NA	black	0	0.46676	0
93_P6_E11	NA	black	0	0.26544	0
93_P5_D07	0.595864291869	red	1	0.12168	4.8254
93_P6_E02	NA	black	0	0.059355	0
93_P6_E09	NA	black	0	0.3774	0
93_P5_F09	NA	black	0	0.22651	0
93_P6_E06	NA	black	0	0.18142	0
93_P5_A06	NA	black	0	3.18	0
93_P5_D04	NA	black	0	0.16736	0
93_P5_H07	NA	black	0	1.8298	0
93_P6_D06	-0.359199470193	red	1	0.22404	9.0909
93_P6_C07	0.50017971387	red	1	0.13225	5.205
93_P5_F07	-0.487620902952	red	1	1.6397	5.9797
93_P5_C04	-0.487388386269	red	1	0.2857	9.9754
93_P5_A02	NA	black	0	0.15575	0
93_P5_A07	0.0669592373433	red	1	0.43723	6.8206
93_P5_A08	NA	black	0	0.78827	0
93_P6_B12	NA	black	0	1.2129	0
93_P5_G04	NA	black	0	0.48954	0
93_P5_H11	NA	black	0	2.3904	0
93_P6_E03	-0.177981174697	red	1	0.60312	10.042
93_P6_B07	NA	black	0	0.082703	0
93_P5_D02	NA	black	0	0.23511	0
93_P6_D08	NA	black	0	0.14405	0
93_P6_A01	NA	black	0	0.23879	0
93_P5_E12	NA	black	0	0	0
93_P5_A03	0.0952060069594	red	1	0.85519	11.103
93_P5_F02	NA	black	0	0.24367	0
93_P6_F06	NA	black	0	0.16993	0
93_P5_F08	NA	black	0	0	0
93_P6_C10	NA	black	0	0.33571	0
93_P5_G08	NA	black	0	0.25701	0
93_P6_D07	NA	black	0	0.33228	0
93_P6_F05	NA	black	0	0.21039	0
93_P5_C07	NA	black	0	0	5.4323
93_P5_B03	NA	black	0	1.3482	0
93_P6_E10	NA	black	0	0.2302	0
93_P5_A11	NA	black	0	0.082703	0
93_P5_F01	NA	black	0	0	0
93_P5_C03	NA	black	0	0	0
93_P6_B10	NA	black	0	0.12168	0
93_P5_E03	NA	black	0	0.64062	0
93_P5_G09	NA	black	0	0	1.4699
93_P5_C10	NA	black	0	0.62667	0
93_P5_E10	NA	black	0	0.39835	0
93_P5_D08	NA	black	0	0.6581	0
MGH93_P7_D06	NA	black	0	1.9464	0
MGH93_P7_G08	NA	black	0	0.46571	0
MGH93_P7_D02	NA	black	0	0.78409	0
MGH93_P7_A03	NA	black	0	0.15186	0
MGH93_P7_B06	NA	black	0	3.3488	0
MGH93_P7_C09	NA	black	0	0	4.6347
MGH93_P7_F07	NA	black	0	0.4351	0
MGH93_P7_B02	NA	black	0	0.42116	0
MGH93_P7_H05	NA	black	0	0.39944	0
MGH93_P7_H09	0.005851580731	red	1	0.10299	7.3324
MGH93_P7_D10	NA	black	0	0	0
MGH93_P7_B11	-0.344626797432	red	1	0.14926	8.8226
MGH93_P7_F11	NA	black	0	0	8.8586
MGH93_P7_C04	NA	black	0	0	7.5942
MGH93_P7_F02	NA	black	0	0	0
MGH93_P7_D12	NA	black	0	0	0
MGH93_P7_G04	-0.945379648715	red	1	1.9211	5.3157
MGH93_P7_A10	NA	black	0	0.19661	0
MGH93_P7_G09	NA	black	0	0.36961	0
MGH93_P7_F06	NA	black	0	0.419	0
MGH93_P7_H08	NA	black	0	0.20414	0
MGH93_P7_A11	NA	black	0	2.216	0
MGH93_P7_G10	-0.237095561258	red	1	1.6154	6.7011
MGH93_P7_G03	NA	black	0	0	8.607
MGH93_P7_G07	1.61592208568	black	0	0.097611	0.41359
MGH93_P7_A12	NA	black	0	0.23879	0
MGH93_P7_A06	NA	black	0	0.10165	0
MGH93_P7_A08	NA	black	0	0.059355	0
MGH93_P7_H10	NA	black	0	3.0467	0
MGH93_P7_C05	NA	black	0	0.26903	0
MGH93_P7_C12	NA	black	0	2.4065	0
MGH93_P7_C07	0.855249671536	red	1	2.4136	8.8503
MGH93_P7_B03	NA	black	0	0.72683	0
MGH93_P7_A07	NA	black	0	0.18523	0
MGH93_P7_E10	NA	black	0	0	0
MGH93_P7_F04	NA	black	0	1.0772	0
MGH93_P7_A09	NA	black	0	0.060739	0
MGH93_P7_E06	NA	black	0	0.1137	0
MGH93_P7_C02	NA	black	0	1.0454	0
MGH93_P7_F10	NA	black	0	0.08134	0
MGH93_P7_C10	NA	black	0	1.1609	0
MGH93_P7_H07	NA	black	0	0.338	0
MGH93_P7_H01	NA	black	0	0	0
MGH93_P7_B10	NA	black	0	0	0
MGH93_P7_F12	NA	black	0	4.3041	0
MGH93_P7_F08	NA	black	0	0.19409	0
MGH93_P7_A01	NA	black	0	0.21785	0
MGH93_P7_E11	NA	black	0	0	0
MGH93_P7_E09	0.142938524888	red	1	0.31383	6.5113
MGH93_P7_E05	-0.00903474372354	red	1	1.0043	7.3028
MGH93_P7_D08	0.299171694901	red	1	0.59455	0.95606
MGH93_P7_D01	NA	black	0	3.1909	0
MGH93_P7_H11	NA	black	0	0	0
MGH93_P7_H12	NA	black	0	0.12433	0
MGH93_P7_D05	NA	black	0	0	0
MGH93_P7_E04	NA	black	0	0.19283	0
MGH93_P7_D04	NA	black	0	0	0
MGH93_P7_C06	NA	black	0	0.51702	0
MGH93_P7_E12	NA	black	0	2.5435	0
MGH93_P7_G06	NA	black	0	0	1.5685
MGH93_P7_B04	NA	black	0	0.34028	0
MGH93_P7_F03	NA	black	0	0	0
MGH93_P7_B12	NA	black	0	0.045443	0
MGH93_P7_H04	0.0820832642898	red	1	0.57143	6.1881
MGH93_P7_A05	NA	black	0	0.10702	0
MGH93_P7_D07	NA	black	0	0	0
MGH93_P7_F01	NA	black	0	0.27858	0
MGH93_P7_F05	NA	black	0	0.22897	0
93_P10_H10	NA	black	0	0.059355	0
93_P10_E02	NA	black	0	0.045443	0
93_P9_C04	NA	black	0	2.6711	0
93_P9_A08	NA	black	0	0.74157	0
93_P9_G06	NA	black	0	2.6796	0
93_P8_F09	NA	black	0	0.27858	0
93_P8_G06	-0.257695316524	red	1	0.28214	8.7583
93_P9_E04	NA	black	0	0.098958	0
93_P10_D06	NA	black	0	0.1903	0
93_P9_B07	1.15162834708	green3	2	0.094912	2.5467
93_P9_G08	-1.55358345343	black	0	1.319	0.60027
93_P9_D04	-0.115208980416	red	1	0.24123	7.9438
93_P8_E07	NA	black	0	0.77231	0
93_P9_H01	NA	black	0	0	0
93_P9_B08	NA	black	0	0.074505	0
93_P10_E03	1.62038591703	black	0	0.05797	0.84318
93_P8_H09	NA	black	0	0.089498	0
93_P10_B02	0.0205142656998	red	1	0.33113	7.2411
93_P8_B06	NA	black	0	3.5203	0
93_P10_E05	NA	black	0	0	0
93_P8_E06	NA	black	0	0	0
93_P10_A02	NA	black	0	0.26784	0
93_P8_B04	NA	black	0	3.8434	0
93_P8_C05	0.342648283548	red	1	0.44996	4.2525
93_P9_F12	NA	black	0	0.18015	0
93_P10_A01	NA	black	0	0.67265	0
93_P8_A10	-0.115235140089	red	1	0.80735	3.2578
93_P9_B06	NA	black	0	0	0
93_P10_D12	0.346474516572	red	1	0.57434	1.0007
93_P8_D04	NA	black	0	0.15056	0
93_P9_B10	NA	black	0	0.75275	0
93_P9_E12	1.31335111947	green3	2	0.17632	0.93584
93_P9_B02	NA	black	0	0.15316	0
93_P8_G11	NA	black	0	0.15445	0
93_P10_H08	NA	black	0	0.4844	0
93_P10_B04	NA	black	0	0	0
93_P9_C12	-7.13717856447	black	0	3.3096	0.22651
93_P8_D11	NA	black	0	0.52907	0
93_P8_A03	NA	black	0	0.18396	0
93_P9_F02	NA	black	0	0.038436	0
93_P10_F03	NA	black	0	0.1003	0
93_P9_G11	NA	black	0	0.11636	0
93_P8_B09	NA	black	0	0.13356	0
93_P9_E05	NA	black	0	1.4652	0
93_P8_E09	NA	black	0	0	0.48336
93_P8_G03	NA	black	0	0	0
93_P9_C10	NA	black	0	2.8143	0
93_P8_D06	0.684099655996	red	1	0.23266	3.7747
93_P8_C06	NA	black	0	0	0
93_P10_C01	NA	black	0	0	6.907
93_P8_A05	0.0528126320677	red	1	0.2302	7.0986
93_P8_C11	0.382110654425	red	1	0.28214	5.1899
93_P8_E08	NA	black	0	0.36513	0
93_P8_G12	NA	black	0	1.2624	0
93_P9_D09	NA	black	0	0.26303	0
93_P8_D05	-0.0995208614917	red	1	1.545	7.093
93_P9_F04	NA	black	0	0.16736	0
93_P10_H12	NA	black	0	0.044044	0
93_P9_H09	-1.17201921715	red	1	1.6794	4.1355
93_P10_E06	NA	black	0	3.3277	0
93_P10_D07	NA	black	0	2.825	0
93_P8_G05	NA	black	0	0	0.5955
93_P9_A03	0.0837266051102	red	1	0.45523	6.6392
93_P10_E10	NA	black	0	0.045443	0
93_P10_G11	NA	black	0	0.16864	0
93_P10_F08	NA	black	0	0.33914	0
93_P8_F07	NA	black	0	0	0
93_P10_E01	NA	black	0	0	0.23266
93_P9_E07	NA	black	0	3.7722	0
93_P9_E03	NA	black	0	0.22651	0
93_P9_D12	NA	black	0	0.17505	0
93_P8_E03	NA	black	0	0	8.1061
93_P10_E12	NA	black	0	0	0
93_P8_F11	NA	black	0	0	7.029
93_P9_B03	-0.929753881565	red	1	3.566	6.6527
93_P9_H10	NA	black	0	0.086784	0
93_P10_E04	NA	black	0	0	0
93_P8_A07	NA	black	0	0	0
93_P8_F08	NA	black	0	0.1903	0
93_P10_C11	NA	black	0	0.53506	0
93_P10_H07	NA	black	0	0.10165	0
93_P9_E02	NA	black	0	0	4.5826
93_P10_H05	-0.115905325888	red	1	0.18777	7.8909
93_P9_B11	NA	black	0	0	0
93_P9_G10	-0.3249720472	red	1	3.2756	7.1728
93_P10_F05	NA	black	0	0.097611	0
93_P9_F10	1.77586609683	black	0	0.051024	0.24732
93_P9_A02	NA	black	0	2.0718	0
93_P8_D10	-0.111996115584	red	1	0.39944	8.176
93_P10_G04	NA	black	0	2.1382	0
93_P10_C05	0.0988484862356	red	1	0.58207	5.8345
93_P8_C07	NA	black	0	1.9034	0
93_P9_E06	NA	black	0	0.09356	0
93_P8_B11	NA	black	0	0.94261	0
93_P10_H01	NA	black	0	2.6	0
93_P8_H05	NA	black	0	0	0
93_P9_B09	NA	black	0	0.10299	0
93_P8_H07	0.20067365582	red	1	0.44467	5.634
93_P10_C10	NA	black	0	0.12035	0
93_P8_D12	1.54186766895	black	0	0.13225	0.33228
93_P8_C03	NA	black	0	2.6311	0
93_P10_C03	-0.420217381919	red	1	1.3757	5.6437
93_P8_D08	-0.41315998933	red	1	2.0779	6.6277
93_P8_E10	0.262901739456	red	1	0.1776	6.1521
93_P10_A12	NA	black	0	0.027154	0
93_P10_F10	NA	black	0	0	0
93_P9_F07	NA	black	0	0.44042	0
93_P8_B03	NA	black	0	0.22774	0
