Cell_name	Zvalue	Color	Cluster	BRCA1	MDM2
MGH53_P7_H10	0.487969083581	green3	2	0.24975	0.25338
MGH53_P7_H11	NA	black	0	0	3.7303
MGH53_P7_H12	NA	black	0	0	3.9338
MGH53_P8_A01	NA	black	0	0	0.34255
MGH53_P8_A02	-0.254921212665	red	1	0.16607	2.8813
MGH53_P8_A03	0.463510079134	green3	2	0.11902	0.74588
MGH53_P8_A04	NA	black	0	0	0.35389
MGH53_P8_A05	NA	black	0	0	0.15316
MGH53_P8_A06	NA	black	0	0	0.89608
MGH53_P8_A07	0.272343766406	red	1	0.41792	0.45523
MGH53_P8_A08	NA	black	0	0	4.3899
MGH53_P8_A09	NA	black	0	0	2.1023
MGH53_P8_A10	-0.689207482041	red	1	0.22033	4.4247
MGH53_P8_A11	0.513058986053	green3	2	0.1865	0.40054
MGH53_P8_A12	NA	black	0	0	0.55974
MGH53_P8_B03	NA	black	0	0	2.5785
MGH53_P8_B04	NA	black	0	0	2.8274
MGH53_P8_B08	NA	black	0	0	2.1593
MGH53_P8_B09	NA	black	0	0	1.4683
MGH53_P8_B10	NA	black	0	0	2.4322
MGH53_P8_B11	0.450398374147	green3	2	2.6717	2.5099
MGH53_P8_B12	NA	black	0	0	0.65901
MGH53_P8_C01	NA	black	0	0	0.42223
MGH53_P8_C02	NA	black	0	0	0.3774
MGH53_P8_C03	NA	black	0	0	3.3196
MGH53_P8_C04	NA	black	0	0	0.21537
MGH53_P8_C08	0.154656702768	red	1	0.21412	1.5607
MGH53_P8_C09	NA	black	0	0	4.3942
MGH53_P8_C10	-0.210118796924	red	1	0.22033	2.8158
MGH53_P8_C11	NA	black	0	0	0.14012
MGH53_P8_C12	NA	black	0	0.61824	0
MGH53_P8_D01	-0.87085214264	red	1	1.7506	0.71633
MGH53_P8_D02	-0.257720757007	red	1	0.19283	2.9311
MGH53_P8_D03	NA	black	0	0	0
MGH53_P8_D04	NA	black	0	0	0.98696
MGH53_P8_D05	NA	black	0	0	0.24245
MGH53_P8_D06	-0.700050572605	red	1	0.22774	4.4955
MGH53_P8_D07	NA	black	0	0	0.33571
MGH53_P8_D08	NA	black	0	0	2.9758
MGH53_P8_D09	NA	black	0	0	0.29042
MGH53_P8_D10	NA	black	0	0	0.20414
MGH53_P8_D11	NA	black	0	0	2.0065
MGH53_P8_E01	NA	black	0	0	1.0587
MGH53_P8_E03	NA	black	0	0	0
MGH53_P8_E04	0.282660578085	red	1	0.34369	0.75531
MGH53_P8_E05	NA	black	0	0	3.5854
MGH53_P8_E06	NA	black	0	0	3.7608
MGH53_P8_E07	NA	black	0	0	0.38184
MGH53_P8_E08	NA	black	0	0	0.28688
MGH53_P8_E09	NA	black	0	0	0.23266
MGH53_P8_E10	NA	black	0	0	0
MGH53_P8_E11	NA	black	0	0	2.3907
MGH53_P8_F01	NA	black	0	0	0.32654
MGH53_P8_F02	NA	black	0	0	2.7163
MGH53_P8_F04	NA	black	0	0	0.38184
MGH53_P8_F05	NA	black	0	0	0.33342
MGH53_P8_F06	0.530412974139	green3	2	0.20539	0.27381
MGH53_P8_F07	NA	black	0	0	2.5137
MGH53_P8_F08	-0.310735890935	red	1	0.39726	3.7432
MGH53_P8_F09	0.725980789381	red	1	0.085425	0.086784
MGH53_P8_F11	-0.106640822807	red	1	0.16736	2.4247
MGH53_P8_G01	NA	black	0	0	4.1428
MGH53_P8_G02	NA	black	0	0	0.19156
MGH53_P8_G03	0.0548116704835	red	1	0.63877	0.54201
MGH53_P8_G04	NA	black	0	0	0
MGH53_P8_G05	NA	black	0	0	3.1185
MGH53_P8_G06	NA	black	0	0	2.6053
MGH53_P8_G07	NA	black	0	0	0.32077
MGH53_P8_G08	NA	black	0	0	0.53406
MGH53_P8_G09	NA	black	0	0.17887	0
MGH53_P8_G10	NA	black	0	0	0.22774
MGH53_P8_G11	-0.978722448932	red	1	2.0925	0.9313
MGH53_P8_G12	NA	black	0	0	0.39944
MGH53_P8_H01	NA	black	0	0	0
MGH53_P8_H02	NA	black	0	0	0.63691
MGH53_P8_H03	NA	black	0	0	3.4907
MGH53_P8_H04	0.156112568944	red	1	0.51702	0.64893
MGH53_P8_H05	NA	black	0	0	0
MGH53_P8_H06	NA	black	0	0	4.3231
MGH53_P8_H07	NA	black	0	0	0.34369
MGH53_P8_H08	-0.0488717258316	red	1	0.4782	2.4542
MGH53_P8_H09	NA	black	0	0.1003	0
MGH53_P8_H10	0.395010428242	red	1	0.21412	0.72072
MGH53_P8_H11	NA	black	0	0	0.14796
MGH53_P8_H12	NA	black	0	0	0.68347
MGH53_P1_A03	NA	black	0	0	0.94111
MGH53_P1_A04	-0.0209798250372	red	1	0.16736	2.158
MGH53_P1_A06	0.0428532670795	red	1	0.12168	1.9683
MGH53_P1_A07	-0.137470903953	red	1	0.14666	2.5044
MGH53_P1_A08	0.603508979475	red	1	0.15316	0.22033
MGH53_P1_B04	-0.73044049463	red	1	0.42008	6.1069
MGH53_P1_B08	NA	black	0	0	2.6563
MGH53_P1_B09	0.375973322922	red	1	0.29631	0.51702
MGH53_P1_B11	-0.451574529538	red	1	0.18777	3.5388
MGH53_P1_C03	NA	black	0	0	3.9221
MGH53_P1_C06	0.574326288977	green3	2	0.15834	0.29514
MGH53_P1_C09	-0.0869066647504	red	1	0.40054	2.5702
MGH53_P1_C10	NA	black	0	0	0.34142
MGH53_P1_D01	NA	black	0	0	2.6586
MGH53_P1_D05	NA	black	0	0	4.6229
MGH53_P1_D12	NA	black	0	0	3.449
MGH53_P1_E09	0.0895600451222	red	1	0.61164	0.32998
MGH53_P1_E12	-0.596633284251	red	1	0.13093	3.8123
MGH53_P12_A01	0.619036210836	red	1	0.17632	0.084064
MGH53_P12_A02	NA	black	0	0	3.553
MGH53_P12_A03	NA	black	0	0	0.48336
MGH53_P12_A04	-0.497246424257	red	1	0.30801	4.1427
MGH53_P12_A05	NA	black	0	0	4.18
MGH53_P12_A06	NA	black	0	0	0.25459
MGH53_P12_A08	NA	black	0	0	1.4367
MGH53_P12_A09	-0.220132080439	red	1	0.12433	2.7255
MGH53_P12_A10	NA	black	0	0	0.48233
MGH53_P12_A11	-0.535028348727	red	1	0.17121	3.7503
MGH53_P12_A12	NA	black	0	0	0.4916
MGH53_P12_B01	NA	black	0	0	3.135
MGH53_P12_B02	NA	black	0	0	0.22897
MGH53_P12_B03	NA	black	0	0	4.1357
MGH53_P12_B04	0.565469558889	green3	2	0.16736	0.29278
MGH53_P12_B05	NA	black	0	0	3.2811
MGH53_P12_B06	0.687818833626	red	1	0.055196	0.28451
MGH53_P12_B07	NA	black	0	0	0.3173
MGH53_P12_B08	NA	black	0	0	1.3306
MGH53_P12_B09	-0.589982555367	red	1	0.13093	3.7934
MGH53_P12_B11	NA	black	0	0	0.11103
MGH53_P12_B12	0.586846344584	green3	2	0.15186	0.27739
MGH53_P12_C01	NA	black	0	0	3.2805
MGH53_P12_C02	NA	black	0	0	3.8225
MGH53_P12_C03	-0.0622327722191	red	1	0.24123	2.3182
MGH53_P12_C04	0.263013968343	red	1	0.44573	0.33228
MGH53_P12_C05	NA	black	0	0	4.5735
MGH53_P12_C06	-0.0105029097095	red	1	0.10299	2.121
MGH53_P12_C07	NA	black	0	0	1.8789
MGH53_P12_C08	NA	black	0	0	2.8016
MGH53_P12_C09	NA	black	0	0	3.7664
MGH53_P12_C10	NA	black	0	0	0.54003
MGH53_P12_C11	NA	black	0	0	1.669
MGH53_P12_C12	NA	black	0	0	0.17249
MGH53_P12_D01	NA	black	0	0	1.5241
MGH53_P12_D02	NA	black	0	0	0
MGH53_P12_D03	NA	black	0	0	0.45523
MGH53_P12_D04	NA	black	0	0	0.32654
MGH53_P12_D05	NA	black	0	0	4.4271
MGH53_P12_D06	NA	black	0	0	1.0676
MGH53_P12_D07	NA	black	0	0	0.15186
MGH53_P12_D08	0.522861836114	green3	2	0.19787	0.32769
MGH53_P12_D09	NA	black	0	0	0.4916
MGH53_P12_D10	-0.0167744612884	red	1	0.18015	2.1463
MGH53_P12_D11	-0.763787501107	red	1	0.16736	4.428
MGH53_P12_D12	NA	black	0	0	3.7532
MGH53_P12_E01	0.578089581907	green3	2	0.15445	0.29631
MGH53_P12_E02	NA	black	0	0	3.2488
MGH53_P12_E03	NA	black	0	0	4.2853
MGH53_P12_E04	NA	black	0	0	0
MGH53_P12_E05	NA	black	0	0	0.2762
MGH53_P12_E06	NA	black	0	0	0.97746
MGH53_P12_E07	1.87634421181	black	0	3.4733	3.2802
MGH53_P12_E08	0.478644797592	green3	2	0.14796	0.62761
MGH53_P12_E09	NA	black	0	0	4.7811
MGH53_P12_E10	NA	black	0	0	0.57725
MGH53_P12_E12	NA	black	0	0	3.6554
MGH53_P12_F01	NA	black	0	0	2.8612
MGH53_P12_F02	NA	black	0	0	3.7929
MGH53_P12_F03	-0.742007421392	red	1	0.17887	4.4103
MGH53_P12_F04	NA	black	0	0	0
MGH53_P12_F06	0.456416461634	green3	2	0.24367	0.39835
MGH53_P12_F07	NA	black	0	0	0.56852
MGH53_P12_F08	NA	black	0	0	3.9097
MGH53_P12_F09	NA	black	0	0	0.086784
MGH53_P12_F10	0.643240496969	red	1	0.14143	0.1375
MGH53_P12_F11	-0.995832506133	red	1	0.13488	4.9551
MGH53_P12_F12	-0.894340448483	red	1	0.073135	4.4269
MGH53_P12_G01	-3.04093015796	black	0	3.2217	0.097611
MGH53_P12_G03	0.0777800543678	red	1	0.16092	1.8516
MGH53_P12_G04	NA	black	0	0	2.2684
MGH53_P12_G07	NA	black	0	0	0.23511
MGH53_P12_G08	-0.0907237629439	red	1	0.1635	2.3732
MGH53_P12_G09	0.29555689283	red	1	0.37184	0.56949
MGH53_P12_G10	NA	black	0	0	3.7954
MGH53_P12_G11	NA	black	0	0	0.22404
MGH53_P12_G12	NA	black	0	0	4.166
MGH53_P12_H01	NA	black	0	0	0.28688
MGH53_P12_H02	-1.93283572866	black	0	2.4346	0.24489
MGH53_P12_H03	NA	black	0	0	1.3863
MGH53_P12_H04	NA	black	0	0	1.184
MGH53_P12_H05	NA	black	0	0	3.6533
MGH53_P12_H06	-0.0851442361496	red	1	0.41684	2.5866
MGH53_P12_H07	NA	black	0	0	3.5313
MGH53_P12_H08	NA	black	0	0	0.017209
MGH53_P12_H09	NA	black	0	0	2.8219
MGH53_P12_H10	NA	black	0	0	2.3573
MGH53_P12_H11	NA	black	0	0	2.4364
MGH53_P12_H12	0.79566806898	red	1	1.5792	3.6603
MGH53_P2_A09	-0.188005162498	red	1	0.44467	3.2783
MGH53_P2_A11	-0.19398513124	red	1	0.1865	2.7174
MGH53_P2_A12	NA	black	0	0	3.736
MGH53_P2_B05	NA	black	0	0.29631	0
MGH53_P2_B07	-0.208906234738	red	1	0.34255	3.0489
MGH53_P2_B09	-0.0927365296577	red	1	0.14405	2.3693
MGH53_P2_B10	NA	black	0	0	0.50792
MGH53_P2_C01	-0.942772432927	red	1	0.010064	4.3349
MGH53_P2_C02	NA	black	0	0	2.8363
MGH53_P2_C03	NA	black	0	0	2.2693
MGH53_P2_C07	-0.00920737721137	red	1	0.71017	4.2233
MGH53_P2_C09	-0.130280201885	red	1	0.34142	2.6909
MGH53_P2_D01	0.490993243972	green3	2	0.12433	0.65168
MGH53_P2_D02	NA	black	0	0	1.3109
MGH53_P2_D07	NA	black	0	0	0.60407
MGH53_P2_D08	NA	black	0	0	4.0233
MGH53_P2_D12	NA	black	0	0	4.3061
MGH53_P2_E04	-0.0228230691524	red	1	0.1635	2.1632
MGH53_P2_E10	NA	black	0	0	3.1187
MGH53_P2_F02	NA	black	0	0	4.6831
MGH53_P2_F03	-0.674919163492	red	1	0.2228	4.3886
MGH53_P2_F04	NA	black	0	0	0.21164
MGH53_P2_F05	NA	black	0	0	4.787
MGH53_P2_G02	NA	black	0	0	0.73031
MGH53_P2_G07	-3.48557974288	black	0	3.8347	0.26063
MGH53_P2_H01	0.568212193166	green3	2	0.11636	0.44467
MGH53_P10_A01	0.022836439305	red	1	0.40817	1.9661
MGH53_P10_A02	-0.0035411201659	red	1	0.71458	4.2104
MGH53_P10_A03	-4.91318732543	black	0	5.4231	0.39397
MGH53_P10_A04	NA	black	0	0	0.33113
MGH53_P10_A05	NA	black	0	0	3.8768
MGH53_P10_A06	-0.916753219495	red	1	0.052416	4.411
MGH53_P10_A07	-0.477085506456	red	1	0.0086303	3.2328
MGH53_P10_A08	NA	black	0	0	0
MGH53_P10_A09	NA	black	0	0	0.22404
MGH53_P10_A10	NA	black	0	0	4.3597
MGH53_P10_A11	0.226029906278	red	1	0.36401	0.96273
MGH53_P10_A12	NA	black	0	0	0.1903
MGH53_P10_B01	NA	black	0	0	0.11503
MGH53_P10_B02	0.524128172231	green3	2	0.15445	0.46676
MGH53_P10_B03	NA	black	0	0	0.77653
MGH53_P10_B04	NA	black	0	0	0.60502
MGH53_P10_B05	NA	black	0	0	1.5346
MGH53_P10_B06	4.65030800023	black	0	4.4201	4.2693
MGH53_P10_B07	NA	black	0	0	0.98331
MGH53_P10_B08	NA	black	0	0	0.16864
MGH53_P10_B09	NA	black	0	0	0.21909
MGH53_P10_B10	NA	black	0	0	0.57046
MGH53_P10_B11	0.507817225555	green3	2	0.20163	0.36625
MGH53_P10_B12	-0.367972267069	red	1	0.17505	3.2463
MGH53_P10_C01	NA	black	0	0	0.25096
MGH53_P10_C02	-0.112552175604	red	1	0.42116	2.7525
MGH53_P10_C03	NA	black	0	0	4.4505
MGH53_P10_C04	0.617142610668	red	1	0.17377	0.1003
MGH53_P10_C05	NA	black	0	0	0.49672
MGH53_P10_C06	-0.469064202919	red	1	0.18269	3.5798
MGH53_P10_C07	NA	black	0	0	0.56071
MGH53_P10_C08	-0.575780186092	red	1	0.21288	4.0199
MGH53_P10_C09	NA	black	0	0	0.15575
MGH53_P10_C10	-0.238758288395	red	1	0.33113	3.1509
MGH53_P10_C11	0.502970250738	green3	2	0.15834	0.52206
MGH53_P10_C12	0.166453012277	red	1	0.22033	1.5125
MGH53_P10_D01	NA	black	0	0	0.32539
MGH53_P10_D02	-0.673718141044	red	1	0.1903	4.246
MGH53_P10_D03	0.357058903673	red	1	0.97453	4.4545
MGH53_P10_D04	0.409739248366	red	1	0.19912	0.71194
MGH53_P10_D05	-0.123561270104	red	1	0.53605	3.2766
MGH53_P10_D06	NA	black	0	0	0.28688
MGH53_P10_D07	NA	black	0	0	0.44467
MGH53_P10_D08	NA	black	0	0	0.46571
MGH53_P10_D09	NA	black	0	0	4.562
MGH53_P10_D12	0.484863173148	green3	2	0.20664	0.42868
MGH53_P10_E01	0.597466163944	red	1	0.17249	0.16993
MGH53_P10_E03	NA	black	0	0	0.069015
MGH53_P10_E04	-0.637435718457	red	1	0.20664	4.1964
MGH53_P10_E05	NA	black	0	0	3.9736
MGH53_P10_E06	0.325140358397	red	1	0.39726	0.26544
MGH53_P10_E07	NA	black	0	0	4.4197
MGH53_P10_E08	-0.359557626137	red	1	0.37629	3.8801
MGH53_P10_E09	NA	black	0	0	3.6382
MGH53_P10_E10	NA	black	0	0	4.6226
MGH53_P10_E11	0.18798806261	red	1	0.097611	1.569
MGH53_P10_E12	-0.515365317488	red	1	0.16221	3.6645
MGH53_P10_F01	NA	black	0	0	0.33342
MGH53_P10_F02	NA	black	0	0	1.8294
MGH53_P10_F03	NA	black	0	0	0.32539
MGH53_P10_F04	NA	black	0	0	0
MGH53_P10_F05	NA	black	0	0	3.1184
MGH53_P10_F06	NA	black	0	0	0.088142
MGH53_P10_F07	NA	black	0	0	5.4559
MGH53_P10_F08	NA	black	0	0	3.2397
MGH53_P10_F09	NA	black	0	0	1.0969
MGH53_P10_F10	NA	black	0	0	3.7626
MGH53_P10_F12	2.21566812522	black	0	3.2717	3.5926
MGH53_P10_G01	NA	black	0	0.14666	0
MGH53_P10_G02	-0.483490592665	red	1	0.15056	3.5383
MGH53_P10_G03	NA	black	0	0	0.35727
MGH53_P10_G04	NA	black	0	0.34028	0
MGH53_P10_G05	0.44404744846	green3	2	0.18015	0.64985
MGH53_P10_G07	NA	black	0	0	3.4638
MGH53_P10_G08	-0.186447975579	red	1	0.28924	2.84
MGH53_P10_G09	0.479205325767	green3	2	0.22033	0.40054
MGH53_P10_G11	NA	black	0	0	0.067639
MGH53_P10_H01	NA	black	0	0	0.52507
MGH53_P10_H02	2.17257691045	black	0	3.9033	3.2884
MGH53_P10_H04	-0.196390988719	red	1	0.30334	2.9065
MGH53_P10_H05	NA	black	0	0	0.44361
MGH53_P10_H06	NA	black	0	0	0.76469
MGH53_P10_H07	-0.6109010332	red	1	0.17887	4.0079
MGH53_P10_H08	NA	black	0	0	0.45101
MGH53_P10_H09	NA	black	0	0	3.3864
MGH53_P10_H10	NA	black	0	0	1.2726
MGH53_P10_H11	NA	black	0	0	2.9802
MGH53_P11_A01	NA	black	0	0	3.4031
MGH53_P11_A02	NA	black	0	0	3.7954
MGH53_P11_A03	0.644937862692	red	1	0.12961	0.17377
MGH53_P11_A04	NA	black	0	0	0.49978
MGH53_P11_A06	NA	black	0	0	0
MGH53_P11_A08	NA	black	0	0	0.18903
MGH53_P11_A09	NA	black	0	0	1.7995
MGH53_P11_A10	0.0871675485276	red	1	0.14535	1.8298
MGH53_P11_A11	0.397814004987	red	1	0.20664	0.73205
MGH53_P11_A12	NA	black	0	0.15963	0
MGH53_P11_B01	-0.313077178635	red	1	0.16864	3.0642
MGH53_P11_B02	-0.223065143321	red	1	0.37851	3.2211
MGH53_P11_B04	0.640134246074	red	1	0.15963	0.079975
MGH53_P11_B05	NA	black	0	0	0.39835
MGH53_P11_B06	-0.952125158154	red	1	1.5926	0.31846
MGH53_P11_B07	NA	black	0	0	3.1336
MGH53_P11_B08	NA	black	0	0	2.9499
MGH53_P11_B09	NA	black	0	0	2.9294
MGH53_P11_B11	NA	black	0	0	4.0472
MGH53_P11_B12	NA	black	0	0	0.51904
MGH53_P11_C01	-0.501442123788	red	1	0.15445	3.6016
MGH53_P11_C02	NA	black	0	0	3.1686
MGH53_P11_C03	NA	black	0	0	0.36401
MGH53_P11_C04	NA	black	0	0	0.30217
MGH53_P11_C05	NA	black	0	0.16479	0
MGH53_P11_C06	NA	black	0	0	0.55778
MGH53_P11_C07	-0.0320872228514	red	1	0.22527	2.2054
MGH53_P11_C08	NA	black	0	0	2.7912
MGH53_P11_C09	NA	black	0	0	3.8656
MGH53_P11_C10	-1.56248334666	red	1	2.2966	0.47093
MGH53_P11_C11	NA	black	0	0	3.3508
MGH53_P11_C12	NA	black	0	0	0.4678
MGH53_P11_D01	-0.722596775636	red	1	0.27501	4.8273
MGH53_P11_D02	-0.448340217079	red	1	1.1725	0.51299
MGH53_P11_D03	NA	black	0	0	2.639
MGH53_P11_D04	0.0535385741075	red	1	0.31499	1.8631
MGH53_P11_D05	NA	black	0	0	2.291
MGH53_P11_D07	NA	black	0	0	0.3471
MGH53_P11_D08	-0.223909118862	red	1	0.25338	2.9184
MGH53_P11_D09	NA	black	0	0	4.8844
MGH53_P11_D10	NA	black	0	0	1.1629
MGH53_P11_D11	NA	black	0	0	3.3366
MGH53_P11_D12	NA	black	0	0	0.78576
MGH53_P11_E01	0.466604887189	green3	2	0.24975	0.33571
MGH53_P11_E02	NA	black	0	1.3051	0
MGH53_P11_E04	-0.140580985761	red	1	0.81885	0.16993
MGH53_P11_E06	NA	black	0	0	0.81476
MGH53_P11_E08	NA	black	0	0	4.7934
MGH53_P11_E09	0.0353862455035	red	1	0.22404	1.9694
MGH53_P11_E10	0.452075411925	green3	2	0.23879	0.43296
MGH53_P11_E11	-0.212011423779	red	1	0.11636	2.694
MGH53_P11_E12	NA	black	0	0	1.8762
MGH53_P11_F01	0.538169880867	green3	2	0.11636	0.53306
MGH53_P11_F02	0.513307964774	green3	2	0.23879	0.20289
MGH53_P11_F03	NA	black	0	0	0.47612
MGH53_P11_F04	-0.276375289448	red	1	0.11902	2.8791
MGH53_P11_F05	NA	black	0	0	0.46884
MGH53_P11_F07	-0.537826957974	red	1	0.32884	4.4206
MGH53_P11_F10	NA	black	0	0	3.2291
MGH53_P11_F11	NA	black	0	0	4.1237
MGH53_P11_F12	NA	black	0	0	0.82212
MGH53_P11_G01	NA	black	0	0	0.14535
MGH53_P11_G02	NA	black	0	0	0.2857
MGH53_P11_G03	NA	black	0	0	0.40926
MGH53_P11_G04	NA	black	0	0	1.6253
MGH53_P11_G05	-0.499760588166	red	1	0.33457	4.292
MGH53_P11_G06	NA	black	0	0	3.4788
MGH53_P11_G07	NA	black	0	0	1.7837
MGH53_P11_G08	-0.206537281427	red	1	0.15186	2.7161
MGH53_P11_G09	NA	black	0	0	0.071763
MGH53_P11_G10	NA	black	0	0	0
MGH53_P11_G11	NA	black	0	0	0.30217
MGH53_P11_G12	NA	black	0	0	0
MGH53_P11_H01	-2.89041346226	black	0	3.6715	0.49365
MGH53_P11_H02	-0.203805426694	red	1	0.26544	2.8653
MGH53_P11_H04	NA	black	0	0	0.79909
MGH53_P11_H05	NA	black	0	0	2.583
MGH53_P11_H06	-0.699169509016	red	1	0.18903	4.3204
MGH53_P11_H07	NA	black	0	0	3.1887
MGH53_P11_H08	NA	black	0	0	0.36625
MGH53_P11_H09	-1.37727450147	red	1	1.8663	0.12961
MGH53_P11_H10	NA	black	0	0	0.86156
MGH53_P11_H11	NA	black	0	0	2.2464
MGH53_P11_H12	NA	black	0	0	0.51904
MGH53_P9_A01	NA	black	0	0	0.47716
MGH53_P9_A02	NA	black	0	0	2.7879
MGH53_P9_A03	NA	black	0	0	3.7171
MGH53_P9_A04	NA	black	0	0	1.4673
MGH53_P9_A05	NA	black	0	0	1.6031
MGH53_P9_A06	0.0513768648736	red	1	0.24123	1.9069
MGH53_P9_A07	NA	black	0	0	2.5561
MGH53_P9_A08	NA	black	0	0	3.1685
MGH53_P9_A09	NA	black	0	0.20414	0
MGH53_P9_A10	NA	black	0	0	1.5636
MGH53_P9_A11	NA	black	0	0	0.34596
MGH53_P9_A12	NA	black	0	0	4.9443
MGH53_P9_B01	NA	black	0	0	3.9485
MGH53_P9_B02	NA	black	0	0	5.2161
MGH53_P9_B03	NA	black	0	0	3.1204
MGH53_P9_B04	NA	black	0	0	1.754
MGH53_P9_B05	0.23464850472	red	1	0.24123	1.2351
MGH53_P9_B06	NA	black	0	0	1.2228
MGH53_P9_B07	NA	black	0	0	0.39726
MGH53_P9_B08	NA	black	0	0	1.8412
MGH53_P9_B09	NA	black	0	0	0.39397
MGH53_P9_B11	NA	black	0	0	1.434
MGH53_P9_B12	0.535255992955	green3	2	0.23511	0.13619
MGH53_P9_C01	NA	black	0	0	0
MGH53_P9_C02	NA	black	0	0	4.9792
MGH53_P9_C03	NA	black	0	4.1946	0
MGH53_P9_C04	NA	black	0	0	0.51702
MGH53_P9_C05	NA	black	0	0	1.8903
MGH53_P9_C06	-0.31461578591	red	1	0.99783	0.34028
MGH53_P9_C07	1.89115613614	black	0	3.5524	3.2581
MGH53_P9_C08	NA	black	0	0	2.6154
MGH53_P9_C09	0.00740267812384	red	1	0.22404	2.0673
MGH53_P9_C10	NA	black	0	0	4.2506
MGH53_P9_C11	NA	black	0	0	0.27262
MGH53_P9_C12	NA	black	0	0	0.20289
MGH53_P9_D01	0.29265911056	red	1	0.21039	1.0881
MGH53_P9_D02	NA	black	0	0	1.513
MGH53_P9_D03	NA	black	0	0	2.648
MGH53_P9_D04	NA	black	0	0	2.1067
MGH53_P9_D05	NA	black	0	0	0
MGH53_P9_D08	NA	black	0	0	3.6748
MGH53_P9_D09	NA	black	0	0	2.0507
MGH53_P9_D10	NA	black	0	0	1.8734
MGH53_P9_D11	-0.125919999634	red	1	0.24975	2.5556
MGH53_P9_D12	-0.261674028859	red	1	0.19661	2.9501
MGH53_P9_F04	NA	black	0	0	0.62012
MGH53_P9_F05	NA	black	0	0	0.25217
MGH53_P9_F06	-0.112737599313	red	1	0.55189	3.2795
MGH53_P9_F07	NA	black	0	0	0.38626
MGH53_P9_F08	NA	black	0	0	3.8214
MGH53_P9_F09	NA	black	0	0	3.9953
MGH53_P9_F10	NA	black	0	0	2.3366
MGH53_P9_F11	0.513669588369	green3	2	0.20163	0.34596
MGH53_P9_F12	NA	black	0	0	4.0392
MGH53_P9_G01	NA	black	0	0	0.84318
MGH53_P9_G02	NA	black	0	0	0
MGH53_P9_G03	0.154325393035	red	1	0.26544	1.4998
MGH53_P9_G04	0.324173807007	red	1	0.30685	0.70133
MGH53_P9_G07	NA	black	0	0	1.7106
MGH53_P9_G08	-0.00647582186056	red	1	0.70221	3.2018
MGH53_P9_G09	NA	black	0	0	3.7484
MGH53_P9_G12	NA	black	0	0	1.6304
MGH53_P9_H01	0.472516133441	green3	2	0.23266	0.37962
MGH53_P9_H02	NA	black	0	0	1.2863
MGH53_P9_H03	NA	black	0	0	0.40817
MGH53_P9_H04	NA	black	0	0	2.6142
MGH53_P9_H05	NA	black	0	0	0.35276
MGH53_P9_H06	0.374845019678	red	1	0.3505	0.27023
MGH53_P9_H07	NA	black	0	0	3.2464
MGH53_P9_H08	NA	black	0	0	3.0621
MGH53_P9_H09	NA	black	0	0	2.0225
MGH53_P9_H10	0.00331360411847	red	1	0.21412	2.0817
MGH53_P9_H11	NA	black	0	0	1.5917
MGH53_P9_H12	0.525620337511	green3	2	0.16993	0.41359
MGH53_P4_A07	0.0948900163853	red	1	0.52206	1.2066
MGH53_P4_B01	-2.01454274619	black	0	2.7353	0.45628
MGH53_P4_B02	0.394214900141	red	1	0.30568	0.39835
MGH53_P4_B08	3.76916040751	black	0	3.9387	4.1157
MGH53_P4_B09	0.351861293527	red	1	0.34255	0.42438
MGH53_P4_B10	NA	black	0	0	1.0909
MGH53_P4_B11	NA	black	0	0	3.5726
MGH53_P4_C03	-0.287848148218	red	1	0.38626	3.5745
MGH53_P4_C11	0.525729303197	green3	2	0.13488	0.51904
MGH53_P4_C12	-0.59031430468	red	1	0.21288	4.0676
MGH53_P4_D04	-0.387127514225	red	1	0.15834	3.2693
MGH53_P4_D05	-0.137286281879	red	1	0.18142	2.5313
MGH53_P4_D09	-0.202100011778	red	1	0.14143	2.6915
MGH53_P4_E01	NA	black	0	0	0
MGH53_P4_E02	NA	black	0	0	1.6182
MGH53_P4_E07	0.330754104776	red	1	0.38405	0.31383
MGH53_P4_E08	-0.707544648812	red	1	0.17887	4.3048
MGH53_P4_E09	-0.734715807578	red	1	0.1776	4.3827
MGH53_P4_F01	-0.355603232005	red	1	1.7757	1.5534
MGH53_P4_F02	NA	black	0	0	0.56169
MGH53_P4_F08	-1.29639120955	red	1	2.8707	1.1177
MGH53_P4_F11	NA	black	0	0	0.36401
MGH53_P4_G02	NA	black	0	0	4.0981
MGH53_P4_G05	NA	black	0	0	0
MGH53_P4_G07	NA	black	0	0	0.25942
MGH53_P4_G08	NA	black	0	0	2.108
MGH53_P4_G09	0.645901073086	red	1	0.10299	0.25822
MGH53_P4_H10	NA	black	0	0	0.11902
MGH53_P4_H11	-0.32758493423	red	1	0.22033	3.2151
MGH53_P4_H12	0.260110199412	red	1	0.28451	1.0412
MGH54_P14_A01	NA	black	0	0	0.4813
MGH54_P14_A02	NA	black	0	0	0
MGH54_P14_A03	NA	black	0	0	0.11902
MGH54_P14_A04	NA	black	0	0	1.3896
MGH54_P14_A05	-0.375161422969	red	1	0.18903	3.2998
MGH54_P14_A06	NA	black	0	0	0
MGH54_P14_A07	0.453081869542	green3	2	0.30451	0.14405
MGH54_P14_A08	NA	black	0	0	2.7334
MGH54_P14_A09	NA	black	0	0	2.0115
MGH54_P14_A10	NA	black	0	0	3.8614
MGH54_P14_A11	NA	black	0	0	3.8218
MGH54_P14_A12	NA	black	0	0	1.1738
MGH54_P14_B01	NA	black	0	0	4.3992
