Cell_name	Zvalue	Color	Cluster	F2R	STAT3
MGH53_P10_G02	-1.57727280582	red	1	0.15316	5.3277
MGH53_P10_G03	NA	black	0	4.5812	0
MGH53_P10_G04	NA	black	0	0	0
MGH53_P10_G05	0.525694851544	red	1	0.33457	1.0531
MGH53_P10_G07	NA	black	0	0	0.30685
MGH53_P10_G08	0.7926320053	green3	2	0.56365	0.097611
MGH53_P10_G09	NA	black	0	3.0568	0
MGH53_P10_G11	NA	black	0	0	0.089498
MGH53_P10_H01	-0.980795404959	red	1	0.19535	4.2268
MGH53_P10_H02	NA	black	0	0.338	0
MGH53_P10_H04	0.943747007937	red	1	0.30451	0.12961
MGH53_P10_H05	NA	black	0	0	0.50284
MGH53_P10_H06	NA	black	0	0	0.29396
MGH53_P10_H07	NA	black	0	0.36513	0
MGH53_P10_H08	NA	black	0	0	0
MGH53_P10_H09	NA	black	0	5.3199	0
MGH53_P10_H10	-1.82958320661	red	1	4.6695	0.15834
MGH53_P10_H11	NA	black	0	0	0
MGH53_P11_A01	NA	black	0	0.23511	0
MGH53_P11_A02	0.187166184312	red	1	4.162	2.5566
MGH53_P11_A03	NA	black	0	0	0
MGH53_P11_A04	0.724335550374	green3	2	0.54597	0.31499
MGH53_P11_A06	0.194875767055	red	1	0.55189	1.7334
MGH53_P11_A08	-0.282552423238	red	1	0.40054	2.9061
MGH53_P11_A09	NA	black	0	0	0
MGH53_P11_A10	NA	black	0	0	3.0489
MGH53_P11_A11	0.879404986156	green3	2	0.38736	0.15963
MGH53_P11_A12	NA	black	0	0	3.3723
MGH53_P11_B01	NA	black	0	0	0
MGH53_P11_B02	NA	black	0	0	3.8058
MGH53_P11_B04	NA	black	0	0	3.9144
MGH53_P11_B05	-2.05772519854	red	1	4.9757	0.12697
MGH53_P11_B06	NA	black	0	0.31499	0
MGH53_P11_B07	-0.138895536484	red	1	2.1339	0.83996
MGH53_P11_B08	NA	black	0	0	0
MGH53_P11_B09	0.212778833253	red	1	1.4615	0.14405
MGH53_P11_B11	NA	black	0	0	0
MGH53_P11_B12	0.0103694924006	red	1	5.589	2.3127
MGH53_P11_C01	NA	black	0	0.15316	0
MGH53_P11_C02	-0.114933928043	red	1	1.1493	2.817
MGH53_P11_C03	-0.922897191262	red	1	0.3584	4.3136
MGH53_P11_C04	1.455596056	red	1	4.2491	4.324
MGH53_P11_C05	NA	black	0	3.5183	0
MGH53_P11_C06	NA	black	0	0	0.11237
MGH53_P11_C07	0.822361611386	green3	2	0.46989	0.17505
MGH53_P11_C08	NA	black	0	0	0
MGH53_P11_C09	0.337253168634	red	1	1.26	0.15963
MGH53_P11_C10	-1.06872209131	red	1	0.46362	4.811
MGH53_P11_C11	NA	black	0	5.0185	0
MGH53_P11_C12	NA	black	0	5.9304	0
MGH53_P11_D01	NA	black	0	0.1375	0
MGH53_P11_D02	-0.15691013381	red	1	1.664	4.9239
MGH53_P11_D03	-1.63286480156	red	1	4.5736	0.31962
MGH53_P11_D04	NA	black	0	0.30918	0
MGH53_P11_D05	NA	black	0	0.35727	0
MGH53_P11_D07	NA	black	0	0.15834	0
MGH53_P11_D08	-0.458254188888	red	1	1.2467	4.7616
MGH53_P11_D09	NA	black	0	0.4957	0
MGH53_P11_D10	NA	black	0	4.5423	0
MGH53_P11_D11	NA	black	0	0.21412	0
MGH53_P11_D12	-0.734515325373	red	1	0.34823	3.8863
MGH53_P11_E01	NA	black	0	0.543	0
MGH53_P11_E02	NA	black	0	0	4.1705
MGH53_P11_E04	-1.55197852059	red	1	4.3542	0.25459
MGH53_P11_E06	-0.0605776515323	red	1	5.3224	2.2425
MGH53_P11_E08	NA	black	0	0	1.4657
MGH53_P11_E09	0.864800074477	green3	2	0.40163	0.17377
MGH53_P11_E10	0.792248958664	green3	2	0.51501	0.18142
MGH53_P11_E11	NA	black	0	0	3.7828
MGH53_P11_E12	0.77059017042	green3	2	0.33113	0.49262
MGH53_P11_F01	NA	black	0	0	0.089498
MGH53_P11_F02	NA	black	0	0	0.079975
MGH53_P11_F03	0.999257045392	red	1	0.20414	0.14535
MGH53_P11_F04	NA	black	0	0	0.090853
MGH53_P11_F05	NA	black	0	0	0.13356
MGH53_P11_F07	0.798993824549	green3	2	0.45628	0.2558
MGH53_P11_F10	-0.920548615964	red	1	0.16607	4.0745
MGH53_P11_F11	-1.25784912373	red	1	0.19156	4.7705
MGH53_P11_F12	-0.639707025102	red	1	3.2978	0.84077
MGH53_P11_G01	NA	black	0	0	0.069015
MGH53_P11_G02	NA	black	0	0.47301	0
MGH53_P11_G03	NA	black	0	0	0.17377
MGH53_P11_G04	-0.0258478131555	red	1	3.7736	2.2391
MGH53_P11_G05	NA	black	0	5.2853	0
MGH53_P11_G06	0.103446317959	red	1	0.44042	1.9964
MGH53_P11_G07	NA	black	0	0.28924	0
MGH53_P11_G08	NA	black	0	0	0
MGH53_P11_G09	-0.833495570139	red	1	0.50386	4.3161
MGH53_P11_G10	-1.33054610985	red	1	3.8512	0.1137
MGH53_P11_G11	-1.12740095673	red	1	0.12829	4.4305
MGH53_P11_G12	0.786765017349	green3	2	0.36513	0.41251
MGH53_P11_H01	-0.250604097808	red	1	1.2029	3.5652
MGH53_P11_H02	-0.704897445702	red	1	0.9115	4.7439
MGH53_P11_H04	NA	black	0	0	0.22774
MGH53_P11_H05	-0.150542345919	red	1	4.6136	2.112
MGH53_P11_H06	-0.373681652166	red	1	0.74416	3.3908
MGH53_P11_H07	NA	black	0	4.2095	0
MGH53_P11_H08	0.69829296472	green3	2	0.45101	0.51803
MGH53_P11_H09	-1.33962301433	red	1	4.039	0.28214
MGH53_P11_H10	NA	black	0	0	2.9501
MGH53_P11_H11	NA	black	0	0	4.7527
MGH53_P11_H12	NA	black	0	0	0.95531
MGH53_P9_A01	NA	black	0	3.1983	0
MGH53_P9_A02	NA	black	0	5.7645	0
MGH53_P9_A03	NA	black	0	5.0803	0
MGH53_P9_A04	1.5161104933	red	1	4.6495	4.1077
MGH53_P9_A05	-0.942783162048	red	1	0.24489	4.2095
MGH53_P9_A06	NA	black	0	0	0.19409
MGH53_P9_A07	NA	black	0	0	0
MGH53_P9_A08	0.613627217561	red	1	0.7941	0.20664
MGH53_P9_A09	NA	black	0	0.48336	0
MGH53_P9_A10	-1.71104990366	red	1	0.27023	5.822
MGH53_P9_A11	NA	black	0	4.694	0
MGH53_P9_A12	-0.16331638629	red	1	3.3849	1.9294
MGH53_P9_B01	-2.38011667885	red	1	5.6546	0.23511
MGH53_P9_B02	NA	black	0	0	4.995
MGH53_P9_B03	-1.10725980402	red	1	4.4946	0.91073
MGH53_P9_B04	-1.25339561458	red	1	4.3477	0.63877
MGH53_P9_B05	NA	black	0	0	2.8351
MGH53_P9_B06	NA	black	0	0.43723	0
MGH53_P9_B07	NA	black	0	4.0132	0
MGH53_P9_B08	NA	black	0	4.6116	0
MGH53_P9_B09	NA	black	0	0.36625	0
MGH53_P9_B11	NA	black	0	0	0
MGH53_P9_B12	NA	black	0	0	4.4069
MGH53_P9_C01	-1.78303678672	red	1	4.6432	0.19283
MGH53_P9_C02	0.0723473590754	red	1	0.64893	2.043
MGH53_P9_C03	NA	black	0	3.3247	0
MGH53_P9_C04	NA	black	0	0.54102	0
MGH53_P9_C05	-0.108717619996	red	1	2.845	1.9176
MGH53_P9_C06	0.0576494762492	red	1	2.9754	2.4431
MGH53_P9_C07	-0.556525165549	red	1	2.742	0.29278
MGH53_P9_C08	0.293924078886	red	1	0.4782	1.512
MGH53_P9_C09	0.0286703594485	red	1	1.2981	2.0738
MGH53_P9_C10	0.772116218385	green3	2	0.43616	0.35276
MGH53_P9_C11	NA	black	0	0.42653	0
MGH53_P9_C12	0.921469526156	red	1	0.32654	0.14926
MGH53_P9_D01	NA	black	0	0	0
MGH53_P9_D02	NA	black	0	0	2.8938
MGH53_P9_D03	NA	black	0	0.50894	0
MGH53_P9_D04	1.85593400291	red	1	4.8786	4.3513
MGH53_P9_D05	NA	black	0	0	0
MGH53_P9_D08	0.718051384024	green3	2	3.4866	3.7459
MGH53_P9_D09	NA	black	0	0	1.0766
MGH53_P9_D10	0.927382272781	red	1	3.2793	4.4591
MGH53_P9_D11	NA	black	0	0.24367	0
MGH53_P9_D12	NA	black	0	0.20414	0
MGH53_P9_F04	NA	black	0	0	2.5358
MGH53_P9_F05	NA	black	0	0	0
MGH53_P9_F06	NA	black	0	0	0.02148
MGH53_P9_F07	-0.216372374664	red	1	0.52306	2.8007
MGH53_P9_F08	NA	black	0	0	2.8562
MGH53_P9_F09	NA	black	0	3.717	0
MGH53_P9_F10	-0.988288920613	red	1	0.21661	4.2675
MGH53_P9_F11	-0.352109923038	red	1	0.52005	3.1424
MGH53_P9_F12	NA	black	0	0	4.4453
MGH53_P9_G01	0.320419371754	red	1	0.40272	1.4875
MGH53_P9_G02	0.103926137589	red	1	1.101	1.7702
MGH53_P9_G03	NA	black	0	0	0
MGH53_P9_G04	NA	black	0	0	4.6041
MGH53_P9_G07	NA	black	0	0	4.8329
MGH53_P9_G08	0.743434332754	green3	2	0.4678	0.38073
MGH53_P9_G09	NA	black	0	0	5.6867
MGH53_P9_G12	0.869214348975	green3	2	0.32308	0.27501
MGH53_P9_H01	-0.513135528447	red	1	0.71458	3.7684
MGH53_P9_H02	NA	black	0	0.96199	0
MGH53_P9_H03	NA	black	0	1.9782	0
MGH53_P9_H04	NA	black	0	0	0
MGH53_P9_H05	0.56715006107	red	1	0.80653	0.34142
MGH53_P9_H06	-0.344585266416	red	1	0.91762	3.4995
MGH53_P9_H07	NA	black	0	2.9553	0
MGH53_P9_H08	0.733257976598	green3	2	0.48543	0.38184
MGH53_P9_H09	-1.80554886518	red	1	4.6323	0.15834
MGH53_P9_H10	NA	black	0	4.2867	0
MGH53_P9_H11	NA	black	0	3.7446	0
MGH53_P9_H12	NA	black	0	0.66721	0
MGH53_P4_A07	-0.608545320809	red	1	0.44255	3.6997
MGH53_P4_B01	NA	black	0	0	0
MGH53_P4_B02	NA	black	0	3.1595	0
MGH53_P4_B08	0.995262352354	red	1	0.16221	0.20789
MGH53_P4_B09	-0.0338058519814	red	1	1.7769	3.8666
MGH53_P4_B10	0.913020106236	red	1	0.29042	0.21909
MGH53_P4_B11	-0.621113185237	red	1	0.71017	4.0744
MGH53_P4_C03	-0.636403078498	red	1	0.60407	3.961
MGH53_P4_C11	0.724783675911	green3	2	0.66993	0.097611
MGH53_P4_C12	0.541879499611	red	1	3.2428	3.5745
MGH53_P4_D04	0.888394582326	green3	2	0.32077	0.23389
MGH53_P4_D05	NA	black	0	0	0.26784
MGH53_P4_D09	0.689226080578	green3	2	0.66812	0.20914
MGH53_P4_E01	-0.0546207213911	red	1	0.96717	2.4649
MGH53_P4_E02	1.6788280392	red	1	4.4938	4.4225
MGH53_P4_E07	0.378156248204	red	1	1.0915	0.47405
MGH53_P4_E08	0.767335839485	green3	2	0.58111	0.1375
MGH53_P4_E09	1.05236221203	red	1	0.15056	0.10434
MGH53_P4_F01	NA	black	0	0.69243	0
MGH53_P4_F02	NA	black	0	1.2376	0
MGH53_P4_F08	-0.547886498737	red	1	0.53605	3.65
MGH53_P4_F11	-1.0217838574	red	1	0.33571	4.4972
MGH53_P4_G02	-0.934987689779	red	1	0.21412	4.1571
MGH53_P4_G05	0.117324398082	red	1	0.4916	1.9523
MGH53_P4_G07	0.834650118227	green3	2	0.37295	0.28806
MGH53_P4_G08	-0.782577177412	red	1	0.63134	4.392
MGH53_P4_G09	0.76790542959	green3	2	0.43403	0.36625
MGH53_P4_H10	0.790829973489	green3	2	0.2762	0.51096
MGH53_P4_H11	-0.70556067891	red	1	0.6107	4.1535
MGH53_P4_H12	-0.438249232661	red	1	0.5888	3.4199
MGH54_P14_A01	NA	black	0	0	3.5322
MGH54_P14_A02	NA	black	0	0	0.70399
MGH54_P14_A03	NA	black	0	0.20914	0
MGH54_P14_A04	NA	black	0	0.2302	0
MGH54_P14_A05	NA	black	0	0.90304	0
MGH54_P14_A06	0.768038995506	green3	2	0.48852	0.28688
MGH54_P14_A07	1.07300946525	red	1	4.1498	3.8484
MGH54_P14_A08	-0.51336960475	red	1	0.72944	3.7891
MGH54_P14_A09	1.42161915214	red	1	4.7465	3.9374
MGH54_P14_A10	NA	black	0	4.4141	0
MGH54_P14_A11	0.920697576775	red	1	4.6914	3.3755
MGH54_P14_A12	-0.0952200808022	red	1	2.114	1.2079
MGH54_P14_B01	NA	black	0	0	0.72944
MGH54_P14_B02	NA	black	0	0	0
MGH54_P14_B03	NA	black	0	3.6991	0
MGH54_P14_B04	0.765706525565	green3	2	0.56657	0.16736
MGH54_P14_B05	-0.135037724191	red	1	0.27858	2.5366
MGH54_P14_B06	-0.442569213039	red	1	0.28333	3.198
MGH54_P14_B07	0.930473870828	red	1	0.28451	0.18777
MGH54_P14_B08	-0.399764175405	red	1	1.0314	3.8931
MGH54_P14_B09	0.254220581307	red	1	0.45207	1.6239
MGH54_P14_B10	NA	black	0	0	0.26424
MGH54_P14_B11	-1.64945474431	red	1	4.4582	0.21288
MGH54_P14_B12	NA	black	0	0.84559	0
MGH54_P14_C01	NA	black	0	0	3.6994
MGH54_P14_C02	NA	black	0	0	5.0308
MGH54_P14_C03	NA	black	0	0	0
MGH54_P14_C04	NA	black	0	0	0
MGH54_P14_C05	0.0318132566668	red	1	2.1427	2.6072
MGH54_P14_C06	NA	black	0	0.65168	0
MGH54_P14_C07	NA	black	0	0	0
MGH54_P14_C08	0.0166247617894	red	1	2.2135	2.4109
MGH54_P14_C09	-0.718094945785	red	1	3.3996	0.76977
MGH54_P14_C10	0.0726395869571	red	1	2.0976	3.2046
MGH54_P14_C11	-1.06689115414	red	1	0.23266	4.4471
MGH54_P14_C12	-1.27726953109	red	1	3.9959	0.33685
MGH54_P14_D01	-0.118088751769	red	1	0.57434	2.5632
MGH54_P14_D02	0.200444739042	red	1	3.7922	2.626
MGH54_P14_D03	NA	black	0	0.35389	0
MGH54_P14_D04	NA	black	0	0	2.8752
MGH54_P14_D05	NA	black	0	0	0
MGH54_P14_D06	NA	black	0	3.5384	0
MGH54_P14_D07	NA	black	0	0	0.16092
MGH54_P14_D08	NA	black	0	0	0
MGH54_P14_D09	NA	black	0	0	0.15963
MGH54_P14_D10	NA	black	0	0	0.19661
MGH54_P14_D11	-0.0359798152923	red	1	3.3896	2.2023
MGH54_P14_D12	0.886996253745	green3	2	0.3115	0.24975
MGH54_P14_E01	NA	black	0	0	0.35389
MGH54_P14_E02	1.54039618748	red	1	4.8753	4.0009
MGH54_P14_E03	NA	black	0	0	0.34369
MGH54_P14_E04	NA	black	0	0.30568	0
MGH54_P14_E05	-0.297673975594	red	1	0.90997	3.3234
MGH54_P14_E06	-0.002714599509	red	1	4.2325	2.2848
MGH54_P14_E07	NA	black	0	4.7305	0
MGH54_P14_E08	NA	black	0	0	0
MGH54_P14_E09	0.839542340866	green3	2	0.18396	0.50792
MGH54_P14_E10	-1.34463399254	red	1	0.43936	5.401
MGH54_P14_E11	-0.17865728366	red	1	0.45733	2.6823
MGH54_P14_E12	NA	black	0	3.8523	0
MGH54_P14_F01	NA	black	0	0	2.6519
MGH54_P14_F02	-0.0600347513309	red	1	1.4436	2.774
MGH54_P14_F03	NA	black	0	0.36177	0
MGH54_P14_F04	NA	black	0	0.52005	0
MGH54_P14_F06	NA	black	0	3.5329	0
MGH54_P14_F07	0.0897295671125	red	1	1.6392	0.41576
MGH54_P14_F08	NA	black	0	0	0.18396
MGH54_P14_F09	NA	black	0	0.30334	0
MGH54_P14_F10	NA	black	0	0	0
MGH54_P14_F11	NA	black	0	0.33113	0
MGH54_P14_G01	NA	black	0	0	3.7793
MGH54_P14_G02	-0.0965355368726	red	1	0.543	2.4993
MGH54_P14_G03	NA	black	0	0	0
MGH54_P14_G04	NA	black	0	5.3441	0
MGH54_P14_G05	NA	black	0	0	0
MGH54_P14_G06	NA	black	0	0	0.15575
MGH54_P14_G07	NA	black	0	0.86315	0
MGH54_P14_G08	-0.426560838479	red	1	4.3008	1.7137
MGH54_P14_G09	0.948774828948	red	1	0.24975	0.19409
MGH54_P14_G10	2.11181590577	red	1	5.9889	4.0176
MGH54_P14_G11	NA	black	0	0	0.24245
MGH54_P14_G12	NA	black	0	0	0
MGH54_P14_H01	0.283252078939	red	1	1.1003	0.91533
MGH54_P14_H02	NA	black	0	0	0
MGH54_P14_H03	0.24170924894	red	1	1.0649	1.1706
MGH54_P14_H04	NA	black	0	4.2109	0
MGH54_P14_H05	-0.696241477163	red	1	4.106	1.2702
MGH54_P14_H06	-0.778942160554	red	1	0.27262	3.901
MGH54_P14_H07	NA	black	0	0	0.13881
MGH54_P14_H08	NA	black	0	0.36177	0
MGH54_P14_H09	NA	black	0	0	0.22404
MGH54_P14_H10	NA	black	0	0.40381	0
MGH54_P14_H11	-0.537216217259	red	1	0.20664	3.3453
MGH54_P14_H12	NA	black	0	0	0.774
MGH54_P15_A02	2.29352045738	red	1	6.9163	3.8349
MGH54_P15_A03	0.81780408417	green3	2	0.44573	0.22404
MGH54_P15_A04	-1.20594187792	red	1	0.28806	4.8151
MGH54_P15_A05	1.70364004526	red	1	4.908	4.1632
MGH54_P15_A06	0.222500921435	red	1	0.27023	1.7643
MGH54_P15_A07	-2.11981474797	red	1	5.4894	0.37629
MGH54_P15_A08	-0.022258521982	red	1	0.30217	2.2943
MGH54_P15_A09	NA	black	0	0	0.1635
MGH54_P15_A10	NA	black	0	0.44467	0
MGH54_P15_A11	0.656383454012	red	1	0.71458	0.22404
MGH54_P15_A12	NA	black	0	5.4195	0
MGH54_P15_B01	NA	black	0	0	1.0101
MGH54_P15_B02	-0.504161390323	red	1	0.55974	3.5633
MGH54_P15_B03	NA	black	0	0.062122	0
MGH54_P15_B04	NA	black	0	0	3.5906
MGH54_P15_B05	0.874332188737	green3	2	3.6221	3.9326
MGH54_P15_B06	NA	black	0	2.2154	0
MGH54_P15_B07	-2.01394351801	red	1	5.5206	0.48749
MGH54_P15_B09	-1.59118197612	red	1	4.3578	0.20664
MGH54_P15_B10	0.786858168795	green3	2	0.25459	0.54399
MGH54_P15_B11	0.922865065543	red	1	0.21785	0.2916
MGH54_P15_C01	NA	black	0	0.94261	0
MGH54_P15_C02	NA	black	0	3.908	0
MGH54_P15_C03	NA	black	0	1.0257	0
MGH54_P15_C04	0.442746987933	red	1	2.6672	4.0863
MGH54_P15_C05	-0.384223900526	red	1	0.41576	3.1512
MGH54_P15_C06	NA	black	0	0	2.9117
MGH54_P15_C07	NA	black	0	0	0
MGH54_P15_C08	0.630945963749	red	1	3.2948	3.7363
MGH54_P15_C09	NA	black	0	0.21909	0
MGH54_P15_C10	-0.634059726745	red	1	0.54597	3.8793
MGH54_P15_C11	1.04370235385	red	1	5.3903	3.2861
MGH54_P15_C12	-2.57963451254	red	1	5.8289	0.16092
MGH54_P15_D01	1.10571521434	red	1	4.4764	3.6988
MGH54_P15_D02	NA	black	0	0	1.0101
MGH54_P15_D03	NA	black	0	3.7725	0
MGH54_P15_D04	NA	black	0	0.32998	0
MGH54_P15_D05	NA	black	0	0	4.1734
MGH54_P15_D07	-0.84062172043	red	1	0.92296	5.2399
MGH54_P15_D08	0.101656912218	red	1	1.614	0.45523
MGH54_P15_D09	NA	black	0	0	3.9674
MGH54_P15_D10	NA	black	0	2.3553	0
MGH54_P15_D11	-0.0096655278019	red	1	0.65168	2.2768
MGH54_P15_D12	NA	black	0	4.8297	0
MGH54_P15_E01	NA	black	0	0	1.5064
MGH54_P15_E02	NA	black	0	0	3.7061
MGH54_P15_E03	0.0292772346241	red	1	0.18777	2.1843
MGH54_P15_E04	1.29245979292	red	1	3.9108	4.3901
MGH54_P15_E05	NA	black	0	0	0.34596
MGH54_P15_E06	-2.03399703263	red	1	5.3753	0.39397
MGH54_P15_E07	-0.952881412428	red	1	4.4391	1.0766
MGH54_P15_E08	0.733367319168	green3	2	0.42546	0.46362
MGH54_P15_E09	NA	black	0	0	0
MGH54_P15_E10	0.462612311134	red	1	0.46362	1.0976
MGH54_P15_E11	2.07794322269	red	1	5.2492	4.3503
MGH54_P15_E12	0.94433628011	red	1	0.21537	0.24853
MGH54_P15_F01	NA	black	0	0	0
MGH54_P15_F02	0.784371225251	green3	2	4.5246	3.2702
MGH54_P15_F03	-0.152121888906	red	1	0.58111	2.6558
MGH54_P15_F04	NA	black	0	0	1.1596
MGH54_P15_F05	NA	black	0	3.8246	0
MGH54_P15_F06	NA	black	0	0	0
MGH54_P15_F07	-2.81873809891	black	0	6.5256	0.31383
MGH54_P15_F08	0.848605486466	green3	2	0.45207	0.13619
MGH54_P15_F09	0.520929632112	red	1	4.9778	2.8518
MGH54_P15_F10	-0.611949708562	red	1	0.21537	3.5037
MGH54_P15_F11	-1.58339193357	red	1	4.2368	0.1137
MGH54_P15_F12	NA	black	0	0	0
MGH54_P15_G03	NA	black	0	0	0.17632
MGH54_P15_G04	NA	black	0	3.8448	0
MGH54_P15_G05	-0.147953176504	red	1	0.48233	2.6147
MGH54_P15_G06	0.824915669499	green3	2	4.4593	3.3461
MGH54_P15_G07	NA	black	0	0	0
MGH54_P15_G08	-1.72105185115	red	1	4.4656	0.12961
MGH54_P15_G09	-0.592188075833	red	1	2.7002	0.074505
MGH54_P15_G10	NA	black	0	0	0
MGH54_P15_G11	-1.44081162229	red	1	4.0772	0.16864
MGH54_P15_G12	NA	black	0	0	0
