Cell_name	Zvalue	Color	Cluster	IFNAR1	STAT3
MGH53_P5_F11	NA	black	0	0	1.4125
MGH53_P5_G01	NA	black	0	0.40708	0
MGH53_P5_G04	NA	black	0	0	3.1447
MGH53_P5_G05	NA	black	0	0	4.9814
MGH53_P5_G07	0.100573699882	red	1	0.86473	1.9749
MGH53_P5_G08	1.97719360372	red	1	3.9134	4.8224
MGH53_P5_G09	0.379226790663	red	1	0.17505	1.6313
MGH53_P5_G10	1.24773334876	red	1	0.25217	0.08134
MGH53_P5_G11	-2.27223132774	red	1	5.2412	0.51904
MGH53_P5_H02	NA	black	0	0	0
MGH53_P5_H03	NA	black	0	0	0
MGH53_P5_H04	-1.27554574482	red	1	0.42546	4.7236
MGH53_P5_H05	3.55216171543	black	0	4.6981	5.6139
MGH53_P5_H07	NA	black	0	0.68616	0
MGH53_P5_H08	3.14092348308	black	0	6.2001	4.2284
MGH53_P5_H10	NA	black	0	3.0728	0
MGH53_P5_H11	NA	black	0	2.9117	0
MGH53_P6_A01	NA	black	0	0	0.4489
MGH53_P6_A02	NA	black	0	4.2587	0
MGH53_P6_A03	0.816972310895	red	1	0.78409	0.085425
MGH53_P6_A04	NA	black	0	2.4338	0
MGH53_P6_A05	1.19850558048	red	1	0.18269	0.25822
MGH53_P6_A06	0.0385430185511	red	1	1.9107	3.3009
MGH53_P6_A07	1.15055482814	green3	2	0.338	0.13356
MGH53_P6_A08	0.974317651186	red	1	0.30801	0.49774
MGH53_P6_A09	-2.12992142195	red	1	4.4577	0.1375
MGH53_P6_A10	-0.692871312071	red	1	0.17249	3.3953
MGH53_P6_A11	0.260639067722	red	1	1.0215	1.364
MGH53_P6_A12	NA	black	0	0	0.61164
MGH53_P6_B02	NA	black	0	0.23266	0
MGH53_P6_B03	-0.554148698478	red	1	0.38736	3.3067
MGH53_P6_B04	NA	black	0	0	2.2513
MGH53_P6_B05	3.3097212795	black	0	4.8195	5.2603
MGH53_P6_B06	NA	black	0	0	4.2586
MGH53_P6_B07	NA	black	0	3.4183	0
MGH53_P6_B09	-0.856818094119	red	1	2.9439	0.27381
MGH53_P6_B10	1.29776601957	red	1	0.12829	0.16221
MGH53_P6_C01	-3.24088233178	black	0	6.1294	0.28688
MGH53_P6_C03	NA	black	0	0.11503	0
MGH53_P6_C04	NA	black	0	0	0.18777
MGH53_P6_C05	1.58568865929	red	1	5.2389	3.538
MGH53_P6_C06	-1.23328534439	red	1	0.419	4.6317
MGH53_P6_C07	-0.481795584343	red	1	2.3743	0.045443
MGH53_P6_C08	NA	black	0	0.12697	0
MGH53_P6_C09	-1.86771081143	red	1	0.30918	5.5795
MGH53_P6_C10	NA	black	0	0.1177	0
MGH53_P6_C11	NA	black	0	0	5.1798
MGH53_P6_C12	NA	black	0	0	0.91991
MGH53_P6_D01	NA	black	0	3.3161	0
MGH53_P6_D02	NA	black	0	0	0.26424
MGH53_P6_D03	NA	black	0	3.5824	0
MGH53_P6_D05	NA	black	0	1.6425	0
MGH53_P6_D07	NA	black	0	0	0.90458
MGH53_P6_D08	0.96764004206	red	1	0.30451	0.514
MGH53_P6_D09	NA	black	0	0	0
MGH53_P6_D10	0.912273688221	red	1	2.6826	5.1191
MGH53_P6_D11	2.22322038184	red	1	4.417	4.5878
MGH53_P6_D12	NA	black	0	0	2.2488
MGH53_P6_E01	0.923287050969	red	1	0.44573	0.42008
MGH53_P6_E02	-2.00948431739	red	1	0.15575	5.5024
MGH53_P6_E03	NA	black	0	0.2228	0
MGH53_P6_E04	NA	black	0	0.20414	0
MGH53_P6_E05	NA	black	0	0.54597	0
MGH53_P6_E06	NA	black	0	2.416	0
MGH53_P6_E07	NA	black	0	0	0
MGH53_P6_E08	NA	black	0	0	0.73466
MGH53_P6_E09	1.40214715592	red	1	3.7196	4.2628
MGH53_P6_E10	NA	black	0	0	0
MGH53_P6_F01	-1.00127773642	red	1	1.0058	5.5627
MGH53_P6_F02	-0.258158330004	red	1	0.16221	2.6801
MGH53_P6_F03	1.19512522013	red	1	2.875	5.3263
MGH53_P6_F04	NA	black	0	0	3.9204
MGH53_P6_F05	2.92042078895	red	1	4.5195	5.1994
MGH53_P6_F06	NA	black	0	0	4.8726
MGH53_P6_F07	NA	black	0	0	0.29278
MGH53_P6_F08	NA	black	0	5.5901	0
MGH53_P6_F09	NA	black	0	0	0.24245
MGH53_P6_F10	NA	black	0	3.3962	0
MGH53_P6_G01	NA	black	0	0	2.3604
MGH53_P6_G02	0.875471990017	red	1	0.5955	0.29748
MGH53_P6_G03	NA	black	0	2.9482	0
MGH53_P6_G04	0.92197239265	red	1	0.53903	0.2857
MGH53_P6_G05	-0.325185202488	red	1	0.20664	2.8045
MGH53_P6_G06	-1.16799472228	red	1	0.31846	4.3567
MGH53_P6_G07	NA	black	0	0.12829	0
MGH53_P6_G08	NA	black	0	0.62012	0
MGH53_P6_G09	0.496535340252	red	1	1.0881	0.37518
MGH53_P6_G10	NA	black	0	0.29278	0
MGH53_P6_G11	-0.373594681438	red	1	2.3185	0.35614
MGH53_P6_H01	NA	black	0	0.45418	0
MGH53_P6_H02	-1.77164455965	red	1	4.0395	0.1635
MGH53_P6_H03	NA	black	0	2.0083	0
MGH53_P6_H04	NA	black	0	0.51904	0
MGH53_P6_H05	-0.74092761708	red	1	2.764	0.2228
MGH53_P6_H07	NA	black	0	0	0
MGH53_P6_H09	1.3544748168	red	1	0.12168	0.07861
MGH53_P6_H10	NA	black	0	0	5.5694
MGH53_P6_H11	0.40132755893	red	1	0.14535	1.6064
MGH53_P7_A01	0.861264342872	red	1	0.59741	0.32654
MGH53_P7_A02	-0.65673830982	red	1	0.27023	3.405
MGH53_P7_A03	NA	black	0	3.607	0
MGH53_P7_A04	-0.71787264838	red	1	2.9258	0.56949
MGH53_P7_A05	0.0719404968831	red	1	2.1395	2.8548
MGH53_P7_A06	-1.83879876386	red	1	0.42975	5.8091
MGH53_P7_A07	0.0531132315655	red	1	1.7194	0.37072
MGH53_P7_A09	0.919985359754	red	1	0.43082	0.44679
MGH53_P7_A11	-2.0882532328	red	1	4.8838	0.47197
MGH53_P7_A12	NA	black	0	0.86948	0
MGH53_P7_B01	0.989495560517	red	1	0.40926	0.33914
MGH53_P7_B02	NA	black	0	0.30685	0
MGH53_P7_B03	NA	black	0	2.8659	0
MGH53_P7_B04	-1.63394740828	red	1	0.26544	5.0863
MGH53_P7_B05	1.20560662258	red	1	0.24245	0.16864
MGH53_P7_B06	1.35725902011	red	1	0.090853	0.1137
MGH53_P7_B07	0.683875283641	red	1	2.672	4.4239
MGH53_P7_B08	NA	black	0	0.28806	0
MGH53_P7_B10	-0.0562180743671	red	1	1.6586	3.2666
MGH53_P7_B11	-1.88754058154	red	1	4.3881	0.32998
MGH53_P7_B12	1.04768866307	red	1	0.49467	0.090853
MGH53_P7_C01	-1.71979418554	red	1	4.0502	0.23511
MGH53_P7_C02	NA	black	0	4.6643	0
MGH53_P7_C03	NA	black	0	0	0
MGH53_P7_C04	-1.15372119574	red	1	3.4236	0.37629
MGH53_P7_C05	NA	black	0	0	3.1434
MGH53_P7_C06	0.198306266582	red	1	0.16993	1.9317
MGH53_P7_C07	1.22514073996	red	1	0.14666	0.25822
MGH53_P7_C09	NA	black	0	0	0.45523
MGH53_P7_C11	-1.20209147309	red	1	3.3554	0.21039
MGH53_P7_C12	NA	black	0	4.7494	0
MGH53_P7_D01	1.0840758917	green3	2	3.1079	4.5362
MGH53_P7_D02	0.726582007426	red	1	0.56071	0.67987
MGH53_P7_D03	0.736206444468	red	1	0.48749	0.74846
MGH53_P7_D04	NA	black	0	0	0.67265
MGH53_P7_D05	NA	black	0	0.44042	0
MGH53_P7_D06	1.07646301908	green3	2	0.33457	0.2762
MGH53_P7_D07	NA	black	0	0	0
MGH53_P7_D10	NA	black	0	0	4.2219
MGH53_P7_D11	-1.76272157425	red	1	0.38957	5.5693
MGH53_P7_D12	NA	black	0	0	3.4137
MGH53_P7_E01	-2.15058994421	red	1	0.18142	5.7819
MGH53_P7_E02	NA	black	0	0	0
MGH53_P7_E03	0.0289992736142	red	1	0.51501	2.2001
MGH53_P7_E04	0.957911102243	red	1	0.18015	0.66448
MGH53_P7_E05	NA	black	0	0	1.8821
MGH53_P7_E06	4.26405047347	black	0	5.6095	5.3259
MGH53_P7_E07	-1.57854187517	red	1	0.46676	5.3947
MGH53_P7_E08	1.15660145171	green3	2	0.24123	0.2558
MGH53_P7_E09	0.845562982459	red	1	4.5267	3.1252
MGH53_P7_E10	-1.09852128636	red	1	0.40599	4.355
MGH53_P7_E11	NA	black	0	0	4.8918
MGH53_P7_E12	1.01195560069	red	1	0.12697	0.62761
MGH53_P7_F01	-2.03572939983	red	1	4.3874	0.17632
MGH53_P7_F02	-0.400951029974	red	1	1.2594	4.2059
MGH53_P7_F04	1.13122064397	green3	2	0.32077	0.19409
MGH53_P7_F05	NA	black	0	0	0.17249
MGH53_P7_F06	-2.59008317991	red	1	0.29631	6.8079
MGH53_P7_F08	-1.30770543047	red	1	0.20914	4.4465
MGH53_P7_F09	-0.540940883788	red	1	3.7752	1.5465
MGH53_P7_F10	NA	black	0	2.3457	0
MGH53_P7_F11	1.31771188586	red	1	0.16221	0.085425
MGH53_P7_F12	0.977780120866	red	1	0.48954	0.24489
MGH53_P7_G01	NA	black	0	0	0
MGH53_P7_G03	NA	black	0	0	0.48027
MGH53_P7_G04	1.25392466894	red	1	0.22897	0.10299
MGH53_P7_G05	NA	black	0	3.7039	0
MGH53_P7_G06	NA	black	0	0	0.13619
MGH53_P7_G07	-0.142437039095	red	1	2.101	1.0079
MGH53_P7_G08	-0.756102591541	red	1	0.40272	3.7019
MGH53_P7_G09	-2.15696479717	red	1	0.55385	6.8139
MGH53_P7_G10	NA	black	0	3.3172	0
MGH53_P7_G11	NA	black	0	4.2161	0
MGH53_P7_G12	-0.343515398733	red	1	2.6993	1.2497
MGH53_P7_H01	NA	black	0	0.16864	0
MGH53_P7_H02	NA	black	0	0	0.78409
MGH53_P7_H03	NA	black	0	3.9137	0
MGH53_P7_H04	-0.497336388578	red	1	0.27143	3.1283
MGH53_P7_H05	-0.457976123785	red	1	2.3677	0.12961
MGH53_P7_H06	0.872939881494	red	1	2.8184	4.6209
MGH53_P7_H07	0.927728280797	red	1	0.46048	0.39067
MGH53_P7_H08	NA	black	0	0	0
MGH53_P7_H10	NA	black	0	0	4.292
MGH53_P7_H11	0.90443062936	red	1	3.7929	3.5105
MGH53_P7_H12	-1.28090551775	red	1	0.51501	4.9028
MGH53_P8_A01	0.0438460643936	red	1	1.7251	0.60312
MGH53_P8_A02	-0.298880674569	red	1	0.20539	2.76
MGH53_P8_A03	-1.03212657878	red	1	3.1129	0.17505
MGH53_P8_A04	-1.25605916688	red	1	3.8322	0.6248
MGH53_P8_A05	-1.71630367329	red	1	4.2737	0.42438
MGH53_P8_A06	-2.55361998415	red	1	0.19156	6.4603
MGH53_P8_A07	1.16284143928	green3	2	0.33685	0.11237
MGH53_P8_A08	NA	black	0	5.2997	0
MGH53_P8_A09	1.05038588716	red	1	0.40817	0.22157
MGH53_P8_A10	0.184434596188	red	1	0.37518	1.9123
MGH53_P8_A11	0.0759431317037	red	1	1.6794	0.50792
MGH53_P8_A12	NA	black	0	0	0
MGH53_P8_B03	NA	black	0	0.29866	0
MGH53_P8_B04	1.49867492436	red	1	3.7786	4.3364
MGH53_P8_B08	1.15056937676	green3	2	0.2762	0.22033
MGH53_P8_B09	NA	black	0	0	0.17505
MGH53_P8_B10	0.23036709043	red	1	3.601	2.6271
MGH53_P8_B11	1.26318145735	red	1	0.25822	0.045443
MGH53_P8_B12	NA	black	0	0.15316	0
MGH53_P8_C01	NA	black	0	0	0.12961
MGH53_P8_C02	-0.949207466189	red	1	2.9837	0.13356
MGH53_P8_C03	0.210492109952	red	1	2.9969	2.7534
MGH53_P8_C04	NA	black	0	0.44148	0
MGH53_P8_C08	-1.48955535407	red	1	3.9079	0.38847
MGH53_P8_C09	NA	black	0	0	0.12433
MGH53_P8_C10	-0.903004756737	red	1	0.65444	4.3522
MGH53_P8_C11	NA	black	0	0	4.3727
MGH53_P8_C12	0.617349506722	red	1	0.8844	0.44042
MGH53_P8_D01	-0.367829894818	red	1	0.8335	3.2753
MGH53_P8_D02	0.380375590647	red	1	0.13488	1.6443
MGH53_P8_D03	1.89418809182	red	1	3.2526	5.8457
MGH53_P8_D04	0.259542119751	red	1	2.4144	3.4297
MGH53_P8_D05	0.994909169857	red	1	0.48646	0.21412
MGH53_P8_D06	-0.124672599589	red	1	2.2948	1.5941
MGH53_P8_D07	NA	black	0	0	2.9694
MGH53_P8_D08	NA	black	0	0	0
MGH53_P8_D09	-2.84856756985	red	1	5.1507	0.010064
MGH53_P8_D10	NA	black	0	0	3.9836
MGH53_P8_D11	NA	black	0	0	0.26063
MGH53_P8_E01	NA	black	0	0	2.1293
MGH53_P8_E03	NA	black	0	0.41359	0
MGH53_P8_E04	0.602715185792	red	1	0.35614	1.1362
MGH53_P8_E05	NA	black	0	4.0383	0
MGH53_P8_E06	0.596178313364	red	1	0.83996	0.58592
MGH53_P8_E07	NA	black	0	3.3653	0
MGH53_P8_E08	NA	black	0	0	0.31383
MGH53_P8_E09	NA	black	0	4.832	0
MGH53_P8_E10	NA	black	0	5.1554	0
MGH53_P8_E11	-1.13988079714	red	1	0.42761	4.467
MGH53_P8_F01	NA	black	0	0.46258	0
MGH53_P8_F02	NA	black	0	1.4011	0
MGH53_P8_F04	0.964144710704	red	1	0.514	0.23511
MGH53_P8_F05	NA	black	0	0	3.5509
MGH53_P8_F06	1.23072582486	red	1	0.22157	0.15316
MGH53_P8_F07	NA	black	0	0	3.5413
MGH53_P8_F08	1.14223291025	green3	2	4.3957	3.476
MGH53_P8_F09	1.40587495013	red	1	0.067639	0.066261
MGH53_P8_F11	-1.01472969301	red	1	0.12168	3.8708
MGH53_P8_G01	1.18876984197	red	1	0.20163	0.25096
MGH53_P8_G02	0.744643212233	red	1	0.19787	1.0072
MGH53_P8_G03	NA	black	0	0	0
MGH53_P8_G04	NA	black	0	0	0
MGH53_P8_G05	-1.14835873719	red	1	0.27501	4.2636
MGH53_P8_G06	NA	black	0	0	0.78241
MGH53_P8_G07	0.831292133935	red	1	0.54498	0.47301
MGH53_P8_G08	1.06672446027	green3	2	0.20163	0.45838
MGH53_P8_G09	-1.6023733347	red	1	3.7759	0.10969
MGH53_P8_G10	NA	black	0	0	4.4484
MGH53_P8_G11	-0.752874634673	red	1	0.27739	3.5782
MGH53_P8_G12	NA	black	0	0	1.3167
MGH53_P8_H01	NA	black	0	0.58015	0
MGH53_P8_H02	NA	black	0	0	0
MGH53_P8_H03	1.26396734605	red	1	0.17887	0.15316
MGH53_P8_H04	0.931279522786	red	1	0.42761	0.42868
MGH53_P8_H05	-2.24331533812	red	1	5.0084	0.41359
MGH53_P8_H06	NA	black	0	0	5.2506
MGH53_P8_H07	NA	black	0	0	0.57143
MGH53_P8_H08	1.69555839223	red	1	3.8656	4.5093
MGH53_P8_H09	1.07414795288	green3	2	0.29631	0.33113
MGH53_P8_H10	1.10809847422	green3	2	0.26424	0.3115
MGH53_P8_H11	-0.356404526054	red	1	0.059355	2.8055
MGH53_P8_H12	0.9779864472	red	1	0.1375	0.67265
MGH53_P1_A03	0.933942038573	red	1	0.16221	0.72159
MGH53_P1_A04	NA	black	0	0	3.354
MGH53_P1_A06	NA	black	0	2.2041	0
MGH53_P1_A07	-0.925700780573	red	1	3.0576	0.30801
MGH53_P1_A08	0.101218098816	red	1	2.98	2.5094
MGH53_P1_B04	NA	black	0	3.6061	0
MGH53_P1_B08	0.280807938899	red	1	1.4131	0.2857
MGH53_P1_B09	-0.971101624129	red	1	0.34823	4.0406
MGH53_P1_B11	1.24281658284	red	1	0.1177	0.26424
MGH53_P1_C03	1.10896057817	green3	2	0.21785	0.36737
MGH53_P1_C06	NA	black	0	0.26303	0
MGH53_P1_C09	NA	black	0	0.55778	0
MGH53_P1_C10	NA	black	0	0	2.9813
MGH53_P1_D01	NA	black	0	0.22527	0
MGH53_P1_D05	-1.09794243794	red	1	0.48233	4.4733
MGH53_P1_D12	-1.05046596839	red	1	0.089498	3.8961
MGH53_P1_E09	-1.54499413839	red	1	3.8515	0.26424
MGH53_P1_E12	-0.72580066904	red	1	0.61164	3.8851
MGH53_P12_A01	NA	black	0	0.7476	0
MGH53_P12_A02	NA	black	0	5.3589	0
MGH53_P12_A03	-1.55722784831	red	1	3.7501	0.14274
MGH53_P12_A04	NA	black	0	0	0
MGH53_P12_A05	0.935167997336	red	1	0.29983	0.57821
MGH53_P12_A06	NA	black	0	0.43082	0
MGH53_P12_A08	0.932619105713	red	1	0.26664	0.61918
MGH53_P12_A09	NA	black	0	3.3647	0
MGH53_P12_A10	0.920555638399	red	1	0.11636	0.78492
MGH53_P12_A11	NA	black	0	2.1859	0
MGH53_P12_A12	1.00790437418	red	1	0.32308	0.41792
MGH53_P12_B01	NA	black	0	4.6999	0
MGH53_P12_B02	NA	black	0	0.48852	0
MGH53_P12_B03	0.2986941539	red	1	0.088142	1.7891
MGH53_P12_B04	1.89237309097	red	1	4.973	3.9027
MGH53_P12_B05	1.06792064227	green3	2	3.7484	3.7664
MGH53_P12_B06	-1.25782791131	red	1	0.12035	4.2534
MGH53_P12_B07	NA	black	0	0.088142	0
MGH53_P12_B08	NA	black	0	0	0.39397
MGH53_P12_B09	0.356345241822	red	1	2.605	3.4817
MGH53_P12_B11	NA	black	0	0	3.8995
MGH53_P12_B12	-0.962821255021	red	1	0.18015	3.8436
MGH53_P12_C01	-0.330739069298	red	1	1.4265	4.5453
MGH53_P12_C02	0.798063180506	red	1	3.9532	3.2857
MGH53_P12_C03	NA	black	0	0.64247	0
MGH53_P12_C04	NA	black	0	0	3.2107
MGH53_P12_C05	NA	black	0	2.6133	0
MGH53_P12_C06	1.23938956114	red	1	0.22404	0.13488
MGH53_P12_C07	1.20875824161	red	1	3.8578	3.8735
MGH53_P12_C08	0.951194865675	red	1	0.37851	0.45418
MGH53_P12_C09	-2.13617495425	red	1	4.4801	0.14926
MGH53_P12_C10	NA	black	0	4.5431	0
MGH53_P12_C11	NA	black	0	3.3061	0
MGH53_P12_C12	0.718968659102	red	1	0.81639	0.2857
MGH53_P12_D01	NA	black	0	4.3958	0
MGH53_P12_D02	0.76474115587	red	1	4.3865	3.0853
MGH53_P12_D03	-0.841316945711	red	1	0.42761	3.8923
MGH53_P12_D04	1.0563162001	green3	2	0.38847	0.23879
MGH53_P12_D05	NA	black	0	0	0
MGH53_P12_D06	-0.177153708606	red	1	2.0384	0.31962
MGH53_P12_D07	NA	black	0	2.4122	0
MGH53_P12_D08	NA	black	0	0.14926	0
MGH53_P12_D09	0.0335030879075	red	1	0.16479	2.2032
MGH53_P12_D10	NA	black	0	0	0
MGH53_P12_D11	-1.59157149521	red	1	0.18523	4.8789
MGH53_P12_D12	1.05821996854	green3	2	0.29042	0.36737
MGH53_P12_E01	1.21928767417	red	1	0.097611	0.32539
MGH53_P12_E02	NA	black	0	3.862	0
MGH53_P12_E03	0.905218644817	red	1	0.60122	0.22033
MGH53_P12_E04	-1.73334658341	red	1	4.1156	0.27739
MGH53_P12_E05	-0.976866717654	red	1	0.25459	3.9435
MGH53_P12_E06	NA	black	0	0.29514	0
MGH53_P12_E07	-1.2765825159	red	1	3.5327	0.30685
MGH53_P12_E08	0.488519822433	red	1	1.0861	0.41143
MGH53_P12_E09	NA	black	0	0	0
MGH53_P12_E10	NA	black	0	0	3.8468
MGH53_P12_E12	1.37507468528	red	1	0.032806	0.15704
MGH53_P12_F01	NA	black	0	0.1776	0
MGH53_P12_F02	NA	black	0	0	0.20539
MGH53_P12_F03	0.610061654001	red	1	0.96495	0.2857
MGH53_P12_F04	NA	black	0	0	0.25338
MGH53_P12_F06	1.17427909799	green3	2	0.14796	0.34028
MGH53_P12_F07	0.507741125016	red	1	1.1003	0.29748
MGH53_P12_F08	-1.75802133198	red	1	4.1373	0.26784
MGH53_P12_F09	NA	black	0	0.14274	0
MGH53_P12_F10	NA	black	0	0	0
MGH53_P12_F11	NA	black	0	3.9676	0
MGH53_P12_F12	-0.57711976821	red	1	0.67987	3.6322
MGH53_P12_G01	1.00284739876	red	1	0.43082	0.28214
MGH53_P12_G03	0.171146185903	red	1	0.098958	1.9877
MGH53_P12_G04	1.27896484557	red	1	0.16864	0.14143
MGH53_P12_G07	-0.767589354264	red	1	3.8289	1.2666
MGH53_P12_G08	NA	black	0	1.742	0
MGH53_P12_G09	1.29505721271	red	1	0.12565	0.16993
MGH53_P12_G10	-0.22499745681	red	1	2.6088	1.5266
MGH53_P12_G11	NA	black	0	0	0.27143
MGH53_P12_G12	-1.99517145802	red	1	4.2676	0.1177
MGH53_P12_H01	NA	black	0	1.5646	0
MGH53_P12_H02	0.619049485788	red	1	2.7691	4.0187
MGH53_P12_H03	0.748820644808	red	1	3.72	3.3371
MGH53_P12_H04	1.20869177943	red	1	0.26784	0.12829
MGH53_P12_H05	-0.0466711432701	red	1	1.763	4.5916
MGH53_P12_H06	NA	black	0	0.774	0
MGH53_P12_H07	-0.934109848042	red	1	2.9699	0.14274
MGH53_P12_H08	-0.165449187465	red	1	2.2567	1.2998
MGH53_P12_H09	-0.302767381821	red	1	0.57337	2.9201
MGH53_P12_H10	0.219766156442	red	1	1.3115	1.0524
MGH53_P12_H11	0.124071454317	red	1	2.5286	2.7368
MGH53_P12_H12	0.0820964359828	red	1	2.9657	2.4678
MGH53_P2_A09	NA	black	0	0.96421	0
MGH53_P2_A11	1.22781379824	red	1	0.11503	0.2916
MGH53_P2_A12	1.33071293927	red	1	3.8742	4.0208
MGH53_P2_B05	-1.60099216886	red	1	3.7864	0.123
MGH53_P2_B07	-2.15601201703	red	1	4.4672	0.11902
MGH53_P2_B09	1.37847577656	red	1	0.075875	0.098958
MGH53_P2_B10	0.64101118258	red	1	0.76129	0.59646
MGH53_P2_C01	0.760551017242	red	1	2.7157	4.5508
MGH53_P2_C02	0.0156498894806	red	1	2.7748	2.3196
MGH53_P2_C03	NA	black	0	0	0
MGH53_P2_C07	NA	black	0	0	3.2713
MGH53_P2_C09	-0.349204923129	red	1	0.94411	3.3471
MGH53_P2_D01	-0.392182230183	red	1	1.196	3.972
MGH53_P2_D02	-0.946593818087	red	1	2.9819	0.13619
MGH53_P2_D07	0.908065311104	red	1	0.54992	0.29866
MGH53_P2_D08	-0.245798712333	red	1	1.1493	3.265
MGH53_P2_D12	-1.15293625391	red	1	0.64801	4.9098
MGH53_P2_E04	-0.155559553822	red	1	1.4141	3.3222
MGH53_P2_E10	NA	black	0	0	3.3683
MGH53_P2_F02	-0.530286855914	red	1	0.26544	3.1821
MGH53_P2_F03	-1.95414512854	red	1	4.2737	0.16736
MGH53_P2_F04	-0.824383272487	red	1	0.052416	3.5175
MGH53_P2_F05	NA	black	0	0.61164	0
MGH53_P2_G02	-0.857847122242	red	1	0.22897	3.7152
MGH53_P2_G07	0.843808579115	red	1	0.43829	0.5888
MGH53_P2_H01	-0.37100320414	red	1	2.2789	0.21661
MGH53_P10_A01	-0.900602736484	red	1	0.50589	4.1109
MGH53_P10_A02	NA	black	0	0.1375	0
MGH53_P10_A03	0.894680231171	red	1	0.41359	0.51904
MGH53_P10_A04	NA	black	0	0	4.767
MGH53_P10_A05	-1.25073790163	red	1	0.39616	4.6265
MGH53_P10_A06	NA	black	0	0	1.9705
MGH53_P10_A07	NA	black	0	1.4792	0
MGH53_P10_A08	1.20303004576	red	1	0.21909	0.20414
MGH53_P10_A09	0.810331385326	red	1	0.088142	0.98331
MGH53_P10_A10	1.3324628182	red	1	4.6261	3.5624
MGH53_P10_A11	-1.80786772628	red	1	0.42975	5.7501
MGH53_P10_A12	0.275570114075	red	1	0.071763	1.8294
MGH53_P10_B01	NA	black	0	0	0.46884
MGH53_P10_B02	0.334084326211	red	1	1.3818	0.082703
MGH53_P10_B03	NA	black	0	0	0.25459
MGH53_P10_B04	0.902777340312	red	1	0.51096	0.36961
MGH53_P10_B05	1.34549779122	red	1	4.0618	3.8944
MGH53_P10_B06	-2.31966845318	red	1	4.7302	0.16479
MGH53_P10_B07	NA	black	0	0	0
MGH53_P10_B08	NA	black	0	0	1.8655
MGH53_P10_B09	-1.13078256444	red	1	3.5654	0.56365
MGH53_P10_B10	NA	black	0	0.22651	0
MGH53_P10_B11	-0.982749117931	red	1	0.15056	3.8474
MGH53_P10_B12	NA	black	0	0	0.14012
MGH53_P10_C01	NA	black	0	0	0
MGH53_P10_C02	-1.76019260288	red	1	4.118	0.24853
MGH53_P10_C03	1.59539401146	red	1	4.0514	4.2036
MGH53_P10_C04	-0.00986240685287	red	1	2.4872	2.2354
MGH53_P10_C05	NA	black	0	0	0.49876
MGH53_P10_C06	-0.210292304028	red	1	1.6145	5.0286
MGH53_P10_C07	-1.89410535535	red	1	0.21039	5.4209
MGH53_P10_C08	NA	black	0	0.17377	0
MGH53_P10_C09	0.47851980443	red	1	3.7422	2.9482
MGH53_P10_C10	NA	black	0	0	0
MGH53_P10_C11	0.983507476019	red	1	0.44361	0.30217
MGH53_P10_C12	-1.01421049201	red	1	0.68975	4.68
MGH53_P10_D01	NA	black	0	0.15056	0
MGH53_P10_D02	NA	black	0	2.9075	0
MGH53_P10_D03	1.69414561319	red	1	3.7937	4.5883
MGH53_P10_D04	0.777646648964	red	1	3.2603	3.7236
MGH53_P10_D05	NA	black	0	0.81229	0
MGH53_P10_D06	NA	black	0	0	4.6795
MGH53_P10_D07	-0.860580838613	red	1	0.85519	4.6677
MGH53_P10_D08	NA	black	0	3.9937	0
MGH53_P10_D09	NA	black	0	0.34255	0
MGH53_P10_D12	-1.65338840368	red	1	0.12697	4.8865
MGH53_P10_E01	NA	black	0	0.29514	0
MGH53_P10_E03	1.23692978247	red	1	0.15963	0.2228
MGH53_P10_E04	NA	black	0	0.66903	0
MGH53_P10_E05	-1.42576811847	red	1	3.6177	0.18015
MGH53_P10_E06	NA	black	0	0.35502	0
MGH53_P10_E07	0.257538740009	red	1	2.2807	3.7517
MGH53_P10_E08	NA	black	0	0.52306	0
MGH53_P10_E09	1.4478228123	red	1	4.6076	3.682
MGH53_P10_E10	-1.34700550302	red	1	0.57918	5.1802
MGH53_P10_E11	NA	black	0	0.23389	0
MGH53_P10_E12	-0.742479748198	red	1	0.37295	3.6467
MGH53_P10_F01	-1.30959659011	red	1	0.37407	4.6992
MGH53_P10_F02	0.857845919304	red	1	3.355	3.7757
MGH53_P10_F03	1.35870419266	red	1	0.092207	0.10969
MGH53_P10_F04	-0.849089128465	red	1	0.44573	3.9291
MGH53_P10_F05	-1.12720414404	red	1	0.46676	4.5057
MGH53_P10_F06	1.80743906167	red	1	4.376	4.1855
MGH53_P10_F07	NA	black	0	0	4.7924
MGH53_P10_F08	-1.19511172698	red	1	3.3445	0.20789
MGH53_P10_F09	NA	black	0	3.0554	0
MGH53_P10_F10	NA	black	0	3.9611	0
MGH53_P10_F12	-0.27173986141	red	1	1.1693	3.4039
MGH53_P10_G01	1.30300708539	red	1	0.089498	0.20163
MGH53_P10_G02	-1.78027157032	red	1	0.26063	5.3277
MGH53_P10_G03	NA	black	0	0.64155	0
MGH53_P10_G04	NA	black	0	4.5775	0
MGH53_P10_G05	0.755975284829	red	1	0.11103	1.0531
MGH53_P10_G07	0.0710675530519	red	1	1.6969	0.30685
MGH53_P10_G08	1.27687376538	red	1	0.20414	0.097611
MGH53_P10_G09	NA	black	0	0.20038	0
MGH53_P10_G11	0.113164810571	red	1	1.6535	0.089498
MGH53_P10_H01	-0.0841180582402	red	1	1.6996	4.2268
MGH53_P10_H02	NA	black	0	2.0807	0
MGH53_P10_H04	1.15537789824	green3	2	0.33457	0.12961
