Cell_name	Zvalue	Color	Cluster	L1TD1	NANOG
MGH36_P2_H01	-0.100204947413	green3	2	1.0936	0.76299
MGH36_P2_H02	0.416144848726	blue	3	0.64155	0.063503
MGH36_P2_H03	0.110589869316	green3	2	0.77484	0.38515
MGH36_P2_H04	0.211341961458	green3	2	0.69955	0.36065
MGH36_P2_H05	0.0370727732337	green3	2	0.83188	0.42223
MGH36_P2_H06	-0.418917282546	green3	2	1.0552	0.14274
MGH36_P2_H07	0.289626833037	green3	2	1.4362	1.2172
MGH36_P2_H10	-0.651221895344	red	1	1.4314	0.54597
MGH53_P5_A02	NA	black	0	0	0
MGH53_P5_A03	NA	black	0	1.4468	0
MGH53_P5_A04	NA	black	0	0.72857	0
MGH53_P5_A06	NA	black	0	0.62106	0
MGH53_P5_A07	NA	black	0	0	0
MGH53_P5_A08	-1.39948202473	black	0	0.27977	1.6713
MGH53_P5_A09	NA	black	0	1.7446	0
MGH53_P5_A11	-0.00747962642926	green3	2	1.7049	1.0433
MGH53_P5_B01	0.0625912956758	green3	2	0.76808	0.66175
MGH53_P5_B03	NA	black	0	0	0
MGH53_P5_B04	0.139870763565	green3	2	0.70929	0.53705
MGH53_P5_B05	NA	black	0	0.59932	0
MGH53_P5_B06	-0.104130051238	green3	2	1.0724	0.73292
MGH53_P5_B07	-0.479659138653	green3	2	0.28096	1.1223
MGH53_P5_B08	NA	black	0	0	0
MGH53_P5_B09	0.0648855132173	green3	2	1.2981	1.044
MGH53_P5_B10	NA	black	0	0	0
MGH53_P5_B11	NA	black	0	0	0
MGH53_P5_B12	NA	black	0	0	0
MGH53_P5_C01	NA	black	0	1.6658	0
MGH53_P5_C02	NA	black	0	0	0
MGH53_P5_C03	NA	black	0	1.9742	0
MGH53_P5_C04	NA	black	0	0	1.4351
MGH53_P5_C05	NA	black	0	1.211	0
MGH53_P5_C06	NA	black	0	0	0
MGH53_P5_C07	0.0976261741377	green3	2	0.51904	0.74674
MGH53_P5_C08	NA	black	0	0.99132	0
MGH53_P5_C09	NA	black	0	0	0
MGH53_P5_C10	-0.0170944257286	green3	2	0.89995	1.4346
MGH53_P5_C11	NA	black	0	0	0.64524
MGH53_P5_D01	NA	black	0	1.9362	0
MGH53_P5_D02	NA	black	0	0	0
MGH53_P5_D04	NA	black	0	0	0
MGH53_P5_D05	NA	black	0	0.43082	0
MGH53_P5_D07	1.32437674779	black	0	2.0377	1.569
MGH53_P5_D08	NA	black	0	0	1.8899
MGH53_P5_D09	0.0517570784166	green3	2	0.95606	1.3618
MGH53_P5_D11	NA	black	0	0.73031	0
MGH53_P5_E01	-0.0206485233315	green3	2	0.74157	0.94561
MGH53_P5_E02	NA	black	0	1.461	0
MGH53_P5_E03	NA	black	0	1.121	0
MGH53_P5_E04	-0.0461597203225	green3	2	0.8679	1.3545
MGH53_P5_E06	-0.233230142531	green3	2	0.94411	2.9592
MGH53_P5_E08	NA	black	0	0	0
MGH53_P5_E09	0.108735965372	green3	2	0.98987	1.5221
MGH53_P5_E11	NA	black	0	0	0
MGH53_P5_F01	NA	black	0	0	0
MGH53_P5_F03	NA	black	0	0.92067	0
MGH53_P5_F05	NA	black	0	1.5763	0
MGH53_P5_F06	NA	black	0	0	1.873
MGH53_P5_F07	NA	black	0	1.2618	0
MGH53_P5_F08	0.128666701627	green3	2	0.67717	0.61918
MGH53_P5_F10	NA	black	0	1.0779	0
MGH53_P5_F11	NA	black	0	0	1.5874
MGH53_P5_G01	NA	black	0	0.7476	0
MGH53_P5_G04	NA	black	0	0	0
MGH53_P5_G05	NA	black	0	0	0
MGH53_P5_G07	-0.185560224546	green3	2	0.77484	1.4271
MGH53_P5_G08	-0.0868147464208	green3	2	0.47508	0.92979
MGH53_P5_G09	1.71120427049	black	0	1.3635	2.7482
MGH53_P5_G10	0.195347631467	green3	2	0.67265	0.4782
MGH53_P5_G11	NA	black	0	0	1.0115
MGH53_P5_H02	NA	black	0	1.8988	0
MGH53_P5_H03	NA	black	0	0	0
MGH53_P5_H04	-0.77080090873	red	1	0.66084	1.9679
MGH53_P5_H05	1.87448740339	black	0	1.9497	1.8143
MGH53_P5_H07	NA	black	0	0	1.237
MGH53_P5_H08	NA	black	0	0	1.7035
MGH53_P5_H10	NA	black	0	0	2.8641
MGH53_P5_H11	0.00417727608468	green3	2	0.85679	0.37629
MGH53_P6_A01	NA	black	0	0.31846	0
MGH53_P6_A02	NA	black	0	0.65901	0
MGH53_P6_A03	0.0630026179214	green3	2	0.8024	0.514
MGH53_P6_A04	0.0401351895271	green3	2	0.74157	0.77568
MGH53_P6_A05	-0.219126130138	green3	2	1.0587	0.49365
MGH53_P6_A06	0.0601844892872	green3	2	0.81147	0.44255
MGH53_P6_A07	NA	black	0	1.1525	0
MGH53_P6_A08	-0.493911318848	red	1	1.4854	0.69153
MGH53_P6_A09	0.0960072622289	green3	2	0.72944	0.62293
MGH53_P6_A10	0.32186561253	green3	2	0.69332	0.031395
MGH53_P6_A11	NA	black	0	0	0
MGH53_P6_A12	NA	black	0	1.6973	0
MGH53_P6_B02	0.74680233789	blue	3	0.35502	0.23511
MGH53_P6_B03	NA	black	0	1.2418	0
MGH53_P6_B04	NA	black	0	1.1017	0
MGH53_P6_B05	-0.570026123895	red	1	0.47508	1.3646
MGH53_P6_B06	-0.000723476679357	green3	2	0.86076	0.38294
MGH53_P6_B07	NA	black	0	0	0.58111
MGH53_P6_B09	NA	black	0	1.0193	0
MGH53_P6_B10	NA	black	0	1.1629	0
MGH53_P6_C01	NA	black	0	0.87106	0
MGH53_P6_C03	0.467880505552	blue	3	0.52607	0.29514
MGH53_P6_C04	0.405857575389	blue	3	0.6107	0.20289
MGH53_P6_C05	0.062483442483	green3	2	0.7966	0.55876
MGH53_P6_C06	-0.32297501779	green3	2	1.3161	0.69421
MGH53_P6_C07	0.790774356763	blue	3	0.18903	0.33342
MGH53_P6_C08	NA	black	0	0.82619	0
MGH53_P6_C09	-1.30058940893	black	0	0.30217	1.6448
MGH53_P6_C10	-1.08913018406	black	0	0.46467	1.7693
MGH53_P6_C11	0.184181879677	green3	2	0.038436	0.68885
MGH53_P6_C12	NA	black	0	1.4346	0
MGH53_P6_D01	0.0156099220865	green3	2	0.99639	0.98987
MGH53_P6_D02	-0.113240161626	green3	2	0.95606	0.44361
MGH53_P6_D03	-0.274856007938	green3	2	1.4372	0.80818
MGH53_P6_D05	NA	black	0	0.88362	0
MGH53_P6_D07	NA	black	0	1.4735	0
MGH53_P6_D08	0.0117937778237	green3	2	0.92144	1.1057
MGH53_P6_D09	NA	black	0	0.31034	0
MGH53_P6_D10	NA	black	0	0.74071	0
MGH53_P6_D11	0.0255973672402	green3	2	0.83754	0.22774
MGH53_P6_D12	NA	black	0	0	0
MGH53_P6_E01	NA	black	0	1.2696	0
MGH53_P6_E02	NA	black	0	0.36961	0
MGH53_P6_E03	0.24176171195	green3	2	0.67446	0.36289
MGH53_P6_E04	NA	black	0	0.3471	0
MGH53_P6_E05	NA	black	0	1.7933	0
MGH53_P6_E06	NA	black	0	0	0.45943
MGH53_P6_E07	NA	black	0	0.67175	0
MGH53_P6_E08	NA	black	0	1.6088	0
MGH53_P6_E09	-0.0436558645026	green3	2	0.70752	0.97893
MGH53_P6_E10	-1.04510783671	black	0	1.7	0.54992
MGH53_P6_F01	-0.236158140913	green3	2	1.1164	0.57337
MGH53_P6_F02	0.0580872647929	green3	2	0.79494	0.59741
MGH53_P6_F03	NA	black	0	0.67627	0
MGH53_P6_F04	0.38726900634	blue	3	1.6586	1.2418
MGH53_P6_F05	NA	black	0	1.0279	0
MGH53_P6_F06	-0.402348300898	green3	2	1.211	0.50589
MGH53_P6_F07	-0.0750704888035	green3	2	0.69866	1.0356
MGH53_P6_F08	-0.333875703262	green3	2	1.1388	0.47405
MGH53_P6_F09	NA	black	0	0.74157	0
MGH53_P6_F10	0.42795352019	blue	3	1.3477	1.3746
MGH53_P6_G01	0.379191886039	blue	3	1.2684	1.3945
MGH53_P6_G02	0.347042969433	green3	2	0.4678	0.50182
MGH53_P6_G03	-0.00342296760923	green3	2	0.88986	0.77737
MGH53_P6_G04	0.323442069724	green3	2	0.5568	0.44361
MGH53_P6_G05	NA	black	0	1.0552	0
MGH53_P6_G06	1.73261658145	black	0	1.472	2.3411
MGH53_P6_G07	-0.716553853933	red	1	1.5705	0.62012
MGH53_P6_G08	-0.216881467149	green3	2	1.4694	0.86235
MGH53_P6_G09	NA	black	0	0.7433	0
MGH53_P6_G10	NA	black	0	1.2821	0
MGH53_P6_G11	0.557475157266	blue	3	0.40599	0.34937
MGH53_P6_H01	NA	black	0	0	0
MGH53_P6_H02	0.0760431149661	green3	2	0.80818	0.20539
MGH53_P6_H03	-1.11356848733	black	0	0.82049	3.2814
MGH53_P6_H04	NA	black	0	0.32884	0
MGH53_P6_H05	-0.0467153552042	green3	2	0.81476	1.125
MGH53_P6_H07	-0.061063761189	green3	2	0.99422	0.72509
MGH53_P6_H09	0.264266175421	green3	2	0.55385	0.52707
MGH53_P6_H10	NA	black	0	1.0517	0
MGH53_P6_H11	NA	black	0	0.64708	0
MGH53_P7_A01	NA	black	0	1.3144	0
MGH53_P7_A02	-0.300704634641	green3	2	0.49262	1.1421
MGH53_P7_A03	NA	black	0	0.83431	0
MGH53_P7_A04	0.21343822601	green3	2	1.2738	1.2029
MGH53_P7_A05	-0.270710738587	green3	2	0.30217	1
MGH53_P7_A06	NA	black	0	1.159	0
MGH53_P7_A07	0.043471829143	green3	2	1.1197	1.0272
MGH53_P7_A09	0.618747286242	blue	3	1.1972	1.9003
MGH53_P7_A11	NA	black	0	1.4033	0
MGH53_P7_A12	NA	black	0	0	1.5811
MGH53_P7_B01	0.418429185509	blue	3	0.4916	0.40272
MGH53_P7_B02	-0.258060399773	green3	2	0.64062	1.26
MGH53_P7_B03	-0.137040818425	green3	2	0.73898	1.2209
MGH53_P7_B04	0.0292653848239	green3	2	0.82538	0.66903
MGH53_P7_B05	-0.509516304922	red	1	1.3242	0.54399
MGH53_P7_B06	0.557587806188	blue	3	0.24123	0.45523
MGH53_P7_B07	0.0403793434572	green3	2	0.75446	0.76469
MGH53_P7_B08	0.139038229203	green3	2	0.72944	0.4844
MGH53_P7_B10	-0.374341343448	green3	2	1.2425	0.57531
MGH53_P7_B11	NA	black	0	1.3033	0
MGH53_P7_B12	0.291048108874	green3	2	0.68975	0.16092
MGH53_P7_C01	3.29227216989e-05	green3	2	0.88908	0.95159
MGH53_P7_C02	NA	black	0	0.50487	0
MGH53_P7_C03	NA	black	0	0	0
MGH53_P7_C04	-0.0500815593121	green3	2	0.976	0.7277
MGH53_P7_C05	0.0125713458293	green3	2	0.93055	1.0566
MGH53_P7_C06	-0.0667376784173	green3	2	1.0531	0.78827
MGH53_P7_C07	0.278499933675	green3	2	0.47612	0.56755
MGH53_P7_C09	-0.306219421326	green3	2	1.0983	0.4351
MGH53_P7_C11	0.335564846207	green3	2	0.54102	0.44679
MGH53_P7_C12	-0.23601954767	green3	2	1.2345	0.71017
MGH53_P7_D01	-0.228567121705	green3	2	1.2048	0.69153
MGH53_P7_D02	-0.0930885435299	green3	2	0.80735	1.2768
MGH53_P7_D03	NA	black	0	1.3144	0
MGH53_P7_D04	-0.812742440408	red	1	1.4563	0.46467
MGH53_P7_D05	-0.258381317904	green3	2	0.60312	1.2091
MGH53_P7_D06	NA	black	0	0.99567	0
MGH53_P7_D07	-0.982859732538	black	0	2.1728	0.82212
MGH53_P7_D10	-0.487935300645	red	1	1.2265	0.43936
MGH53_P7_D11	0.319508987538	green3	2	0.42438	0.55483
MGH53_P7_D12	NA	black	0	2.3239	0
MGH53_P7_E01	NA	black	0	0.76977	0
MGH53_P7_E02	-0.963955562387	black	0	0.51803	1.7769
MGH53_P7_E03	0.477960610049	blue	3	0.35727	0.45523
MGH53_P7_E04	0.00971750880785	green3	2	0.85838	0.57531
MGH53_P7_E05	0.588675041335	blue	3	0.17887	0.45943
MGH53_P7_E06	0.00580416825917	green3	2	0.85758	0.81476
MGH53_P7_E07	-1.4503393141	black	0	1.6299	0.29514
MGH53_P7_E08	NA	black	0	0.5955	0
MGH53_P7_E09	-0.282132846083	green3	2	1.1257	0.52206
MGH53_P7_E10	-0.0179759416446	green3	2	1.0186	0.88206
MGH53_P7_E11	NA	black	0	0	0
MGH53_P7_E12	NA	black	0	0.47405	0
MGH53_P7_F01	0.603736835054	blue	3	0.31615	0.38294
MGH53_P7_F02	NA	black	0	0.54794	0
MGH53_P7_F04	NA	black	0	0.91915	0
MGH53_P7_F05	0.513253977038	blue	3	0.39726	0.39726
MGH53_P7_F06	NA	black	0	0	0.53705
MGH53_P7_F08	0.636869756314	blue	3	0.33914	0.34028
MGH53_P7_F09	NA	black	0	0.52707	0
MGH53_P7_F10	NA	black	0	0	0.47301
MGH53_P7_F11	-0.4854429579	green3	2	0.75873	1.9553
MGH53_P7_F12	NA	black	0	0.71458	0
MGH53_P7_G01	NA	black	0	1.8049	0
MGH53_P7_G03	NA	black	0	0.57628	0
MGH53_P7_G04	-5.28299922302	black	0	0.64985	5.4114
MGH53_P7_G05	0.00105915614489	green3	2	0.85679	0.89453
MGH53_P7_G06	NA	black	0	0.18523	0
MGH53_P7_G07	0.650894075075	blue	3	0.19283	0.41684
MGH53_P7_G08	-0.794742547261	red	1	1.3505	0.35163
MGH53_P7_G09	NA	black	0	0.84398	0
MGH53_P7_G10	NA	black	0	0	0.33342
MGH53_P7_G11	-2.54598867687	black	0	0.21288	2.1683
MGH53_P7_G12	0.352041546818	green3	2	0.49876	0.47093
MGH53_P7_H01	NA	black	0	1.696	0
MGH53_P7_H02	0.919710399538	black	0	2.0559	1.4217
MGH53_P7_H03	NA	black	0	1.2726	0
MGH53_P7_H04	-0.0421309578489	green3	2	0.88206	0.28806
MGH53_P7_H05	0.545335668796	blue	3	0.57628	0.059355
MGH53_P7_H06	NA	black	0	0.68885	0
MGH53_P7_H07	NA	black	0	0.79743	0
MGH53_P7_H08	NA	black	0	0.21661	0
MGH53_P7_H10	-0.130049108068	green3	2	1.0257	0.60407
MGH53_P7_H11	-0.87786304085	black	0	0.18396	1.2798
MGH53_P7_H12	NA	black	0	0.7536	0
MGH53_P8_A01	NA	black	0	1.4547	0
MGH53_P8_A02	-0.140678330861	green3	2	1.0779	0.67175
MGH53_P8_A03	0.263139965765	green3	2	0.63413	0.41684
MGH53_P8_A04	0.467247338787	blue	3	0.42975	0.41251
MGH53_P8_A05	NA	black	0	0	0.90689
MGH53_P8_A06	NA	black	0	1.1296	0
MGH53_P8_A07	-0.863682220892	black	0	1.4782	0.45523
MGH53_P8_A08	NA	black	0	0.56657	0
MGH53_P8_A09	-0.00589677096861	green3	2	0.87892	0.60502
MGH53_P8_A10	NA	black	0	1.03	0
MGH53_P8_A11	-0.370486121404	green3	2	1.2588	0.59741
MGH53_P8_A12	NA	black	0	0.91991	0
MGH53_P8_B03	-0.421548774068	green3	2	0.55974	1.338
MGH53_P8_B04	0.0404948337432	green3	2	0.81394	0.62947
MGH53_P8_B08	0.548783496867	blue	3	0.52707	0.18523
MGH53_P8_B09	NA	black	0	0.83512	0
MGH53_P8_B10	NA	black	0	0	0.40599
MGH53_P8_B11	0.147383999598	green3	2	0.71282	0.50691
MGH53_P8_B12	-0.0293086576633	green3	2	0.43296	0.86552
MGH53_P8_C01	-0.0249608748933	green3	2	0.88908	0.49262
MGH53_P8_C02	0.0965807881571	green3	2	0.26063	0.75018
MGH53_P8_C03	0.208374207659	green3	2	0.64247	0.50691
MGH53_P8_C04	-0.719832884123	red	1	1.5588	0.60975
MGH53_P8_C08	-0.075714532328	green3	2	0.73118	1.0711
MGH53_P8_C09	-0.200771290866	green3	2	0.98477	0.3115
MGH53_P8_C10	-0.568158039921	red	1	0.52507	1.433
MGH53_P8_C11	NA	black	0	0.76808	0
MGH53_P8_C12	NA	black	0	0.76129	0
MGH53_P8_D01	NA	black	0	0	0.97746
MGH53_P8_D02	-0.14530321407	green3	2	0.61353	1.0731
MGH53_P8_D03	0.184141646962	green3	2	1.7954	1.1427
MGH53_P8_D04	-0.452276905245	green3	2	0.49876	1.2892
MGH53_P8_D05	-0.0122368419176	green3	2	0.62574	0.88986
MGH53_P8_D06	0.630815356463	blue	3	0.28688	0.38184
MGH53_P8_D07	NA	black	0	0.37851	0
MGH53_P8_D08	NA	black	0	0.31615	0
MGH53_P8_D09	-0.347890263738	green3	2	0.6332	1.369
MGH53_P8_D10	0.0870006343491	green3	2	0.98258	1.4158
MGH53_P8_D11	0.142010221984	green3	2	0.72857	0.47716
MGH53_P8_E01	NA	black	0	0	0
MGH53_P8_E03	NA	black	0	1.0144	0
MGH53_P8_E04	0.186243141863	green3	2	0.6173	0.57918
MGH53_P8_E05	NA	black	0	0	0
MGH53_P8_E06	NA	black	0	1.984	0
MGH53_P8_E07	NA	black	0	0	0
MGH53_P8_E08	NA	black	0	0.38184	0
MGH53_P8_E09	-0.279737689273	green3	2	0.51299	1.1395
MGH53_P8_E10	-0.014459281961	green3	2	0.95531	0.84559
MGH53_P8_E11	0.464164209852	blue	3	0.33113	0.48027
MGH53_P8_F01	0.357411652578	green3	2	1.0922	1.8327
MGH53_P8_F02	0.34231532077	green3	2	0.62106	0.29514
MGH53_P8_F04	-0.250916515231	green3	2	1.0956	0.51501
MGH53_P8_F05	NA	black	0	0.8528	0
MGH53_P8_F06	-0.538303851286	red	1	1.1603	0.26424
MGH53_P8_F07	NA	black	0	0	0
MGH53_P8_F08	-0.0192240305328	green3	2	0.99639	0.86394
MGH53_P8_F09	0.0232108887008	green3	2	0.53605	0.83026
MGH53_P8_F11	0.327963102068	green3	2	0.4813	0.51197
MGH53_P8_G01	NA	black	0	0	0
MGH53_P8_G02	-0.579978372171	red	1	1.3934	0.55974
MGH53_P8_G03	-0.605566963533	red	1	1.4463	0.58976
MGH53_P8_G04	NA	black	0	0	1.7071
MGH53_P8_G05	NA	black	0	0.38626	0
MGH53_P8_G06	NA	black	0	0.71458	0
MGH53_P8_G07	0.191285459729	green3	2	0.72159	0.33228
MGH53_P8_G08	1.22977708781	black	0	1.2992	2.423
MGH53_P8_G09	NA	black	0	0.80157	0
MGH53_P8_G10	NA	black	0	0	0
MGH53_P8_G11	0.511878964362	blue	3	0.46362	0.33228
MGH53_P8_G12	-0.144322925401	green3	2	0.69243	1.1577
MGH53_P8_H01	NA	black	0	0	0
MGH53_P8_H02	-0.112068412832	green3	2	1.2546	0.85439
MGH53_P8_H03	-0.388644961032	green3	2	1.2696	0.59168
MGH53_P8_H04	-0.670726259728	red	1	1.266	0.32769
MGH53_P8_H05	NA	black	0	0.49978	0
MGH53_P8_H06	-0.0675200275351	green3	2	1.0391	0.77146
MGH53_P8_H07	NA	black	0	2.1355	0
MGH53_P8_H08	0.240346684303	green3	2	1.5965	1.1654
MGH53_P8_H09	0.0181730847873	green3	2	0.84157	0.21909
MGH53_P8_H10	-0.0158200512189	green3	2	0.89685	0.64801
MGH53_P8_H11	NA	black	0	0.52005	0
MGH53_P8_H12	-0.722480002549	red	1	1.6182	0.64985
MGH53_P1_A03	0.104214991429	green3	2	0.34255	0.74846
MGH53_P1_A04	0.381803688508	blue	3	0.53506	0.39397
MGH53_P1_A06	-0.0339427053443	green3	2	0.94336	0.72072
MGH53_P1_A07	-0.115487190183	green3	2	0.91609	0.21164
MGH53_P1_A08	0.661265080347	blue	3	0.39616	0.26424
MGH53_P1_B04	-0.783661023371	red	1	0.36625	1.3967
MGH53_P1_B08	NA	black	0	0.62012	0
MGH53_P1_B09	NA	black	0	0	1.2922
MGH53_P1_B11	-0.0679932232384	green3	2	1.0902	0.81803
MGH53_P1_C03	0.111199769909	green3	2	0.77737	0.3584
MGH53_P1_C06	-0.0116577011334	green3	2	0.92448	0.81229
MGH53_P1_C09	0.141006191287	green3	2	0.75104	0.38184
MGH53_P1_C10	-1.54224376873	black	0	1.6681	0.2916
MGH53_P1_D01	0.31535075814	green3	2	0.51501	0.49876
MGH53_P1_D05	0.221133967592	green3	2	1.7194	1.1557
MGH53_P1_D12	0.623108879312	blue	3	0.42438	0.26664
MGH53_P1_E09	0.260399808732	green3	2	0.52406	0.5568
MGH53_P1_E12	-0.212495777799	green3	2	1.0759	0.54102
MGH53_P12_A01	0.000751764657341	green3	2	0.52707	0.85439
MGH53_P12_A02	NA	black	0	0	0
MGH53_P12_A03	NA	black	0	0.48543	0
MGH53_P12_A04	-0.388363766251	green3	2	1.2437	0.56267
MGH53_P12_A05	0.230823268455	green3	2	1.2277	1.2504
MGH53_P12_A06	0.00583362318924	green3	2	0.54399	0.8512
MGH53_P12_A08	NA	black	0	1.0086	0
MGH53_P12_A09	1.05173309323	black	0	0.12433	0.21909
MGH53_P12_A10	-0.011412176412	green3	2	0.86394	0.30801
MGH53_P12_A11	-0.287018405696	green3	2	1.0314	0.29278
MGH53_P12_A12	-0.407433251698	green3	2	0.93584	3.2635
MGH53_P12_B01	0.25783664129	green3	2	0.70929	0.15575
MGH53_P12_B02	NA	black	0	0	0
MGH53_P12_B03	NA	black	0	0.91609	0
MGH53_P12_B04	0.346506905586	green3	2	0.51096	0.46571
MGH53_P12_B05	1.03698121636	black	0	0.12961	0.22404
MGH53_P12_B06	-0.544013318717	red	1	1.1519	0.23879
MGH53_P12_B07	NA	black	0	0.46362	0
MGH53_P12_B08	1.78148581803	black	0	1.5685	2.1609
MGH53_P12_B09	-0.309025270461	green3	2	1.3696	0.74416
MGH53_P12_B11	NA	black	0	0	0
MGH53_P12_B12	0.000878226011953	green3	2	0.8953	0.98914
MGH53_P12_C01	NA	black	0	0.73205	0
MGH53_P12_C02	NA	black	0	0	0.77989
MGH53_P12_C03	-7.43860806111	black	0	0.23756	4.3858
MGH53_P12_C04	-0.237315863431	green3	2	0.39397	1.0215
MGH53_P12_C05	-2.32567550885	black	0	0.69064	3.6432
MGH53_P12_C06	-0.0555503563891	green3	2	0.47197	0.89918
MGH53_P12_C07	NA	black	0	0	0.7277
MGH53_P12_C08	NA	black	0	0.72857	0
MGH53_P12_C09	NA	black	0	0.94411	0
MGH53_P12_C10	0.151596010683	green3	2	0.72334	0.46258
MGH53_P12_C11	NA	black	0	0	0
MGH53_P12_C12	-0.119375810979	green3	2	0.98841	0.53903
MGH53_P12_D01	-0.839994515875	red	1	0.61918	1.9134
MGH53_P12_D02	NA	black	0	1.1144	0
MGH53_P12_D03	-0.0186504688065	green3	2	0.87578	1.201
MGH53_P12_D04	-0.0258837540631	green3	2	0.8335	1.0718
MGH53_P12_D05	0.749133613685	blue	3	0.419	0.14926
MGH53_P12_D06	6.6657708743	black	0	1.8094	4.6575
MGH53_P12_D07	NA	black	0	0.34823	0
MGH53_P12_D08	0.571325103957	blue	3	0.42223	0.31962
MGH53_P12_D09	0.181932656971	green3	2	0.52707	0.64801
MGH53_P12_D10	0.0925898628344	green3	2	0.50792	0.7536
MGH53_P12_D11	NA	black	0	0.9782	0
MGH53_P12_D12	0.252181748956	green3	2	0.33113	0.6397
MGH53_P12_E01	-1.40428800575	black	0	0.61353	2.4515
MGH53_P12_E02	NA	black	0	0.60975	0
MGH53_P12_E03	-0.00319543557962	green3	2	0.89995	0.84077
MGH53_P12_E04	0.607719978951	blue	3	0.18269	0.44679
MGH53_P12_E05	0.59066093771	blue	3	0.30918	0.39726
MGH53_P12_E06	0.359058853347	green3	2	1.103	4.4114
MGH53_P12_E07	NA	black	0	0	0
MGH53_P12_E08	NA	black	0	0.83026	0
MGH53_P12_E09	NA	black	0	0	0
MGH53_P12_E10	0.0260958634466	green3	2	0.83673	0.6107
MGH53_P12_E12	0.796175589131	blue	3	0.37072	0.17377
MGH53_P12_F01	0.360567766379	green3	2	0.65352	0.14535
MGH53_P12_F02	0.0162658135623	green3	2	0.8496	0.45207
MGH53_P12_F03	0.668526008458	blue	3	0.51197	0.05797
MGH53_P12_F04	-0.214270627861	green3	2	0.54992	1.103
MGH53_P12_F06	-0.0957449654017	green3	2	1.1063	0.78241
MGH53_P12_F07	NA	black	0	0.73292	0
MGH53_P12_F08	-1.06724128371	black	0	1.4704	0.32193
MGH53_P12_F09	NA	black	0	0.43616	0
MGH53_P12_F10	0.271081389076	green3	2	0.4489	0.5888
MGH53_P12_F11	0.0941059165702	green3	2	0.7866	0.39835
MGH53_P12_F12	0.191865906664	green3	2	0.67446	0.48233
MGH53_P12_G01	NA	black	0	1.0272	0
MGH53_P12_G03	-0.263911698616	green3	2	1.1037	0.50995
MGH53_P12_G04	NA	black	0	0.61636	0
MGH53_P12_G07	-0.0707733383669	green3	2	0.94636	0.56169
MGH53_P12_G08	-0.401770839581	green3	2	1.4016	0.69599
MGH53_P12_G09	0.444720790989	blue	3	0.53804	0.30568
MGH53_P12_G10	NA	black	0	0.30685	0
MGH53_P12_G11	NA	black	0	0.20414	0
MGH53_P12_G12	NA	black	0	0.044044	0
MGH53_P12_H01	0.0975165202077	green3	2	0.79826	0.017209
MGH53_P12_H02	0.333136825812	green3	2	0.22774	0.60217
MGH53_P12_H03	-0.215457267887	green3	2	0.99783	0.32654
MGH53_P12_H04	0.559368502017	blue	3	0.42008	0.33342
MGH53_P12_H05	-0.0470023713701	green3	2	0.54696	0.91303
MGH53_P12_H06	-1.8533412606	black	0	0.54102	2.5649
MGH53_P12_H07	0.015865556689	green3	2	0.95233	1.0293
MGH53_P12_H08	NA	black	0	0.98404	0
MGH53_P12_H09	0.112532727582	green3	2	0.73031	0.56949
MGH53_P12_H10	-0.0279300931719	green3	2	0.99132	0.82944
MGH53_P12_H11	0.282870430181	green3	2	0.52005	0.53306
MGH53_P12_H12	0.742371561931	blue	3	0.36065	0.23266
MGH53_P2_A09	0.288497898186	green3	2	0.44996	0.57143
MGH53_P2_A11	-0.0110913585403	green3	2	0.89685	1.326
MGH53_P2_A12	-0.8305619253	red	1	1.5291	0.52306
MGH53_P2_B05	-0.122623173748	green3	2	0.9501	0.38515
MGH53_P2_B07	-0.217764516121	green3	2	0.4957	1.0656
MGH53_P2_B09	0.220398020745	green3	2	0.65535	0.45943
MGH53_P2_B10	1.24024855529	black	0	1.2091	3.5317
MGH53_P2_C01	0.0823243691121	green3	2	0.72596	0.66903
MGH53_P2_C02	-1.38322310157	black	0	0.75018	3.1074
MGH53_P2_C03	0.0697882848289	green3	2	0.79826	0.49057
MGH53_P2_C07	2.21409095487	black	0	1.3132	5.7632
MGH53_P2_C09	-0.16168391334	green3	2	0.82863	1.595
MGH53_P2_D01	NA	black	0	0.85679	0
MGH53_P2_D02	-0.224670197429	green3	2	0.68077	1.2756
MGH53_P2_D07	-0.139347037964	green3	2	0.73552	1.2191
MGH53_P2_D08	NA	black	0	0	0.543
MGH53_P2_D12	1.11859556863	black	0	0.18903	0.12961
MGH53_P2_E04	0.104822018	green3	2	0.64247	0.69688
MGH53_P2_E10	0.0285373805694	green3	2	0.79494	0.76553
MGH53_P2_F02	-0.242200122464	green3	2	1.0314	0.37962
MGH53_P2_F03	-0.245338046176	green3	2	1.278	0.73552
MGH53_P2_F04	-0.261220469213	green3	2	1.1577	0.59837
MGH53_P2_F05	NA	black	0	1.3994	0
MGH53_P2_G02	3.75093666253	black	0	1.5125	4.2552
MGH53_P2_G07	-1.88599254269	black	0	2.0054	0.44361
MGH53_P2_H01	0.232576171437	green3	2	0.67536	0.38294
MGH53_P10_A01	NA	black	0	1.2222	0
MGH53_P10_A02	NA	black	0	0.71633	0
MGH53_P10_A03	NA	black	0	1.1336	0
MGH53_P10_A04	0.0286224863765	green3	2	0.5955	0.82701
MGH53_P10_A05	-0.00363290415566	green3	2	1.0072	0.92144
MGH53_P10_A06	NA	black	0	1.3907	0
MGH53_P10_A07	0.0142759119163	green3	2	0.95233	1.0179
