Cell_name	Zvalue	Color	Cluster	HIF1A	LEP
MGH36_P2_E05	NA	black	0	5.3327	0
MGH54_P2_G09	NA	black	0	4.8064	0
MGH54_P2_D12	NA	black	0	4.0656	0
MGH53_P2_H02	NA	black	0	4.5508	0
MGH36_P8_F11	-0.22064043227	green3	2	5.2353	0.15963
MGH53_P2_A10	NA	black	0	5.8724	0
MGH54_P2_E09	0.0990185338427	green3	2	3.6434	0.22033
MGH36_P3_H06	NA	black	0	4.6006	0
MGH36_P5_D05	NA	black	0	2.473	0
MGH54_P2_A11	-0.0950752471244	green3	2	4.998	0.2228
MGH54_P2_G04	NA	black	0	4.9696	0
MGH36_P6_C01	NA	black	0	4.8884	0
MGH53_P2_E06	NA	black	0	5.4183	0
MGH53_P1_E01	-0.227314705932	green3	2	5.1307	0.13356
MGH36_P1_B01	NA	black	0	6.0054	0
MGH54_P2_H04	-0.308480081182	green3	2	5.3494	0.123
MGH36_P2_C05	NA	black	0	4.5154	0
MGH36_P6_H05	NA	black	0	5.6631	0
MGH36_P10_E06	NA	black	0	5.0678	0
MGH54_P2_F03	NA	black	0	5.481	0
MGH36_P4_B10	-0.133566991457	green3	2	4.8144	0.13619
MGH54_P2_F02	NA	black	0	4.8924	0
MGH36_P2_E11	0.0232876435834	green3	2	4.2518	0.14405
MGH54_P2_D11	NA	black	0	6.0854	0
MGH54_P2_G01	NA	black	0	6.4578	0
MGH36_P9_D02	NA	black	0	5.9086	0
MGH54_P2_E06	NA	black	0	3.7734	0
MGH54_P16_F12	NA	black	0	0	0
MGH53_P5_C12	NA	black	0	6.8374	0
MGH54_P12_C10	NA	black	0	0	0.51803
MGH54_P16_F02	NA	black	0	0	0
MGH54_P11_C11	NA	black	0	0	0
MGH53_P1_E03	NA	black	0	0	0
MGH54_P15_D06	NA	black	0	0	0
MGH54_P14_F05	NA	black	0	0	0
MGH54_P16_A03	NA	black	0	1.2648	0
MGH53_P4_G11	0.798897802703	black	0	1.5558	0.11902
MGH53_P7_B09	NA	black	0	0	0
MGH54_P17_D11	NA	black	0	5.113	0
MGH54_P10_G04	NA	black	0	0	0.22774
MGH54_P10_C06	NA	black	0	0	0
MGH53_P2_A02	NA	black	0	3.3536	0
MGH53_P4_F06	NA	black	0	0	0.27858
MGH53_P7_F07	NA	black	0	0	0.17121
MGH53_P11_F06	NA	black	0	0	0
MGH53_P5_G02	NA	black	0	0	0
MGH53_P1_F09	NA	black	0	0.27023	0
MGH53_P11_H03	NA	black	0	0	0
MGH53_P10_D11	NA	black	0	0	0
MGH53_P1_A10	NA	black	0	0	0.29042
MGH53_P4_B12	NA	black	0	0	0
MGH53_P5_H09	NA	black	0	0	0
MGH53_P9_D07	NA	black	0	0	0
MGH53_P11_E03	NA	black	0	0	0
MGH53_P1_C02	NA	black	0	0	0
MGH53_P10_F11	NA	black	0	2.9205	0
MGH53_P1_E02	NA	black	0	0	0
MGH53_P1_D07	NA	black	0	0	0
MGH53_P6_B01	NA	black	0	0	0
MGH53_P2_G04	NA	black	0	2.771	0
MGH53_P1_C05	NA	black	0	0	0
MGH53_P2_G09	NA	black	0	0	0.20539
MGH53_P5_A05	NA	black	0	0.49365	0
MGH53_P5_F04	NA	black	0	5.4384	0
MGH53_P10_H03	NA	black	0	0	0
MGH53_P11_F08	NA	black	0	0	0
MGH54_P7_F12	NA	black	0	0.45943	0
MGH53_P8_F03	NA	black	0	0	0
MGH53_P11_A07	NA	black	0	0	0
MGH53_P6_B11	NA	black	0	2.6109	0
MGH53_P4_C07	NA	black	0	0	0
MGH53_P6_H06	NA	black	0	0	0
MGH36_P1_A01	-0.57373614092	red	1	6.0112	0.10165
MGH36_P1_A02	-0.106399814542	green3	2	4.7214	0.1375
MGH36_P1_A03	NA	black	0	4.4003	0
MGH36_P1_A04	NA	black	0	4.7163	0
MGH36_P1_A05	-0.591877699224	red	1	6.1053	0.10702
MGH36_P1_A06	NA	black	0	5.2175	0
MGH36_P1_A08	-0.708864525655	red	1	6.7289	0.13356
MGH36_P1_A10	NA	black	0	5.6231	0
MGH36_P1_A12	NA	black	0	3.4326	0
MGH36_P1_B02	0.231363037912	green3	2	3.5395	0.12565
MGH36_P1_B03	NA	black	0	6.531	0
MGH36_P1_B04	NA	black	0	5.9271	0
MGH36_P1_B06	NA	black	0	4.5247	0
MGH36_P1_B07	NA	black	0	6.2734	0
MGH36_P1_B08	NA	black	0	3.3846	0
MGH36_P1_B09	NA	black	0	6.4916	0
MGH36_P1_B10	NA	black	0	5.09	0
MGH36_P1_B11	NA	black	0	0	0.05797
MGH36_P1_B12	0.017664275161	green3	2	4.2897	0.055196
MGH36_P1_C01	NA	black	0	4.9369	0
MGH36_P1_C03	NA	black	0	4.682	0
MGH36_P1_C05	NA	black	0	5.8173	0
MGH36_P1_C06	NA	black	0	4.6902	0
MGH36_P1_C07	NA	black	0	4.9869	0
MGH36_P1_C08	-0.839039063795	black	0	6.4503	0.069015
MGH36_P1_C09	-0.515395085834	red	1	5.8092	0.096262
MGH36_P1_C10	-0.0759479401123	green3	2	4.5211	0.056584
MGH36_P1_C11	-0.961698631002	black	0	6.5368	0.044044
MGH36_P1_D01	NA	black	0	4.5915	0
MGH36_P1_D02	NA	black	0	0	0
MGH36_P1_D03	NA	black	0	4.3659	0
MGH36_P1_D04	NA	black	0	5.0858	0
MGH36_P1_D06	NA	black	0	0	0
MGH36_P1_D07	NA	black	0	6.1961	0
MGH36_P1_D08	-0.664188102462	red	1	6.0477	0.073135
MGH36_P1_D09	0.382199286611	green3	2	2.8229	0.14666
MGH36_P1_D11	NA	black	0	6.8736	0
MGH36_P1_F01	-0.508925708443	red	1	5.3886	0.011496
MGH36_P1_F02	NA	black	0	4.905	0
MGH36_P1_F03	NA	black	0	0	0.062122
MGH36_P1_F04	NA	black	0	6.8735	0
MGH36_P1_F05	NA	black	0	4.2325	0
MGH36_P1_F06	NA	black	0	4.9941	0
MGH36_P1_F08	NA	black	0	0	0.11636
MGH36_P1_F11	NA	black	0	0	0
MGH36_P1_F12	NA	black	0	3.6497	0
MGH36_P1_G02	NA	black	0	5.8547	0
MGH36_P1_G03	NA	black	0	0.32077	0
MGH36_P1_G04	NA	black	0	3.334	0
MGH36_P1_G07	NA	black	0	5.0057	0
MGH36_P1_G08	NA	black	0	3.4788	0
MGH36_P1_G09	NA	black	0	5.314	0
MGH36_P1_H02	NA	black	0	4.598	0
MGH36_P1_H03	NA	black	0	0.42438	0
MGH36_P1_H04	NA	black	0	6.5261	0
MGH36_P1_H05	-1.07361995444	black	0	6.6922	0.032806
MGH36_P1_H06	NA	black	0	4.0715	0
MGH36_P1_H07	NA	black	0	5.6412	0
MGH36_P1_H09	NA	black	0	5.9404	0
MGH36_P1_H10	NA	black	0	3.3519	0
MGH36_P3_A01	NA	black	0	6.5963	0
MGH36_P3_A02	NA	black	0	5.2681	0
MGH36_P3_A03	NA	black	0	4.785	0
MGH36_P3_A04	NA	black	0	5.1732	0
MGH36_P3_A05	NA	black	0	0	0
MGH36_P3_A08	NA	black	0	5.9899	0
MGH36_P3_A09	NA	black	0	5.0539	0
MGH36_P3_A10	NA	black	0	5.1225	0
MGH36_P3_A12	NA	black	0	6.9959	0
MGH36_P3_B02	0.0182574848856	green3	2	5.4284	0.32769
MGH36_P3_B03	NA	black	0	1.1782	0
MGH36_P3_B04	-0.329616469415	green3	2	5.0498	0.02432
MGH36_P3_B09	NA	black	0	0	0.15834
MGH36_P3_B10	NA	black	0	6.9753	0
MGH36_P3_B11	NA	black	0	0.41792	0
MGH36_P3_B12	-0.29487760925	green3	2	6.2229	0.22033
MGH36_P3_C01	NA	black	0	6.1701	0
MGH36_P3_C03	NA	black	0	4.6131	0
MGH36_P3_C04	-0.0778499383657	green3	2	4.5899	0.1177
MGH36_P3_C05	NA	black	0	5.9267	0
MGH36_P3_C06	NA	black	0	4.2473	0
MGH36_P3_C08	NA	black	0	7.1477	0
MGH36_P3_C11	NA	black	0	4.6439	0
MGH36_P3_C12	0.30216310267	green3	2	2.9013	0.17377
MGH36_P3_D01	0.350509485607	green3	2	2.3545	0.19283
MGH36_P3_D02	NA	black	0	4.7824	0
MGH36_P3_D03	NA	black	0	5.1854	0
MGH36_P3_D04	NA	black	0	3.666	0
MGH36_P3_D07	NA	black	0	4.5674	0
MGH36_P3_D08	0.523404972161	blue	3	6.0051	0.52206
MGH36_P3_D09	NA	black	0	5.4772	0
MGH36_P3_D11	-0.490624453267	red	1	6.0642	0.13881
MGH36_P3_E02	NA	black	0	4.3741	0
MGH36_P3_E04	NA	black	0	5.0246	0
MGH36_P3_E05	NA	black	0	5.7994	0
MGH36_P3_E06	0.109649618461	green3	2	3.679	0.20539
MGH36_P3_E07	NA	black	0	3.9267	0
MGH36_P3_E08	-0.568105107065	red	1	6.4893	0.15316
MGH36_P3_E09	NA	black	0	6.5161	0
MGH36_P3_E10	NA	black	0	5.3224	0
MGH36_P3_E11	NA	black	0	5.1895	0
MGH36_P3_E12	NA	black	0	4.7761	0
MGH36_P3_F01	0.536880519339	blue	3	2.4668	0.123
MGH36_P3_F02	NA	black	0	5.8995	0
MGH36_P3_F05	NA	black	0	5.0439	0
MGH36_P3_F06	NA	black	0	4.8634	0
MGH36_P3_F07	NA	black	0	6.0484	0
MGH36_P3_F08	-0.571325542176	red	1	6.4538	0.14926
MGH36_P3_F09	NA	black	0	6.063	0
MGH36_P3_F10	NA	black	0	0	0.19787
MGH36_P3_F11	0.0576723031314	green3	2	4.0981	0.16092
MGH36_P3_F12	NA	black	0	6.1153	0
MGH36_P3_G01	NA	black	0	0.30451	0
MGH36_P3_G02	-0.21382590269	green3	2	5.6844	0.21661
MGH36_P3_G03	NA	black	0	6.6482	0
MGH36_P3_G04	NA	black	0	4.1935	0
MGH36_P3_G05	0.0272668272843	green3	2	4.2456	0.12565
MGH36_P3_G06	-0.108317351267	green3	2	5.5348	0.25942
MGH36_P3_G08	-0.325057592607	green3	2	5.5304	0.14405
MGH36_P3_G09	NA	black	0	5.5379	0
MGH36_P3_G10	NA	black	0	5.8127	0
MGH36_P3_G11	NA	black	0	0.25942	0
MGH36_P3_G12	0.0545130673782	green3	2	4.1794	0.090853
MGH36_P3_H03	NA	black	0	5.3207	0
MGH36_P3_H04	NA	black	0	4.3589	0
MGH36_P3_H05	-0.24489753068	green3	2	5.092	0.10969
MGH36_P3_H07	0.0481776289575	green3	2	5.9671	0.338
MGH36_P3_H08	NA	black	0	0	0.20414
MGH36_P3_H11	NA	black	0	0	0
MGH36_P3_H12	NA	black	0	6.1023	0
MGH36_P4_A01	NA	black	0	0	0.17121
MGH36_P4_A02	NA	black	0	6.8527	0
MGH36_P4_A03	NA	black	0	5.9171	0
MGH36_P4_A04	NA	black	0	4.1713	0
MGH36_P4_A06	NA	black	0	1.3454	0
MGH36_P4_A07	NA	black	0	3.1147	0
MGH36_P4_A08	NA	black	0	3.3221	0
MGH36_P4_A11	-0.0770905355358	green3	2	5.2115	0.25942
MGH36_P4_A12	NA	black	0	0	0.17377
MGH36_P4_B02	0.0279312562258	green3	2	4.0603	0.24975
MGH36_P4_B04	-0.413757689446	green3	2	5.9879	0.15963
MGH36_P4_B05	NA	black	0	4.9273	0
MGH36_P4_B06	NA	black	0	5.5112	0
MGH36_P4_B08	NA	black	0	0	0
MGH36_P4_B09	NA	black	0	5.5234	0
MGH36_P4_B12	NA	black	0	0	0
MGH36_P4_C02	-0.0791110639024	green3	2	4.6996	0.17377
MGH36_P4_C03	NA	black	0	0	0
MGH36_P4_C04	NA	black	0	0	0
MGH36_P4_C05	NA	black	0	4.9503	0
MGH36_P4_C06	NA	black	0	6.4232	0
MGH36_P4_C07	NA	black	0	4.5958	0
MGH36_P4_C08	NA	black	0	7.6201	0
MGH36_P4_C10	NA	black	0	5.9091	0
MGH36_P4_C11	-0.0458743788743	green3	2	6.0458	0.30217
MGH36_P4_C12	NA	black	0	0	0.12433
MGH36_P4_D01	NA	black	0	4.897	0
MGH36_P4_D02	NA	black	0	0	0.082703
MGH36_P4_D05	NA	black	0	0.56071	0
MGH36_P4_D07	-0.618050107073	red	1	6.7036	0.15575
MGH36_P4_D08	NA	black	0	5.4099	0
MGH36_P4_D09	NA	black	0	7.443	0
MGH36_P4_D10	-0.000164129536948	green3	2	4.9819	0.31499
MGH36_P4_D11	-0.176933374607	green3	2	5.0672	0.16092
MGH36_P4_D12	NA	black	0	0	0
MGH36_P4_E01	NA	black	0	4.4686	0
MGH36_P4_E02	-0.368730292977	green3	2	5.6957	0.14535
MGH36_P4_E04	NA	black	0	4.9995	0
MGH36_P4_E06	0.0473578403199	green3	2	4.1681	0.13619
MGH36_P4_E07	NA	black	0	6.0352	0
MGH36_P4_E08	NA	black	0	0	0
MGH36_P4_E09	-0.411188722245	green3	2	5.9403	0.15575
MGH36_P4_E10	NA	black	0	7.1351	0
MGH36_P4_E11	NA	black	0	0	0
MGH36_P4_E12	NA	black	0	0	0.29396
MGH36_P4_F01	-0.03065911263	green3	2	4.4509	0.13881
MGH36_P4_F02	-0.268116432581	green3	2	6.1924	0.22774
MGH36_P4_F03	NA	black	0	5.1519	0
MGH36_P4_F04	NA	black	0	6.8367	0
MGH36_P4_F05	-0.61858365202	red	1	7.0866	0.18015
MGH36_P4_F06	NA	black	0	7.4923	0
MGH36_P4_F07	NA	black	0	0	0
MGH36_P4_F09	NA	black	0	3.5627	0
MGH36_P4_F10	NA	black	0	0	0
MGH36_P4_F11	-0.31524211366	green3	2	5.649	0.16479
MGH36_P4_F12	-0.724259012901	red	1	7.19	0.16221
MGH36_P4_G01	NA	black	0	3.8979	0
MGH36_P4_G02	NA	black	0	6.3622	0
MGH36_P4_G03	NA	black	0	6.544	0
MGH36_P4_G04	NA	black	0	0.3584	0
MGH36_P4_G05	-0.112372663976	green3	2	5.6774	0.26424
MGH36_P4_G06	1.02681249556	black	0	0.18015	0.13881
MGH36_P4_G08	NA	black	0	5.4398	0
MGH36_P4_G09	-0.298525527811	green3	2	6.3364	0.22527
MGH36_P4_G10	-0.747980895492	black	0	7.0518	0.14796
MGH36_P4_G11	NA	black	0	5.7413	0
MGH36_P4_H01	NA	black	0	4.8165	0
MGH36_P4_H02	NA	black	0	6.8057	0
MGH36_P4_H03	NA	black	0	1.539	0
MGH36_P4_H04	NA	black	0	4.9668	0
MGH36_P4_H05	0.105048570299	green3	2	4.0821	0.045443
MGH36_P4_H09	NA	black	0	5.0628	0
MGH36_P4_H12	NA	black	0	6.3231	0
MGH36_P6_A02	NA	black	0	5.5481	0
MGH36_P6_A04	NA	black	0	5.0639	0
MGH36_P6_A05	NA	black	0	7.4265	0
MGH36_P6_A07	-0.383083673706	green3	2	5.8231	0.15445
MGH36_P6_A08	NA	black	0	0	0
MGH36_P6_A09	NA	black	0	0.29278	0
MGH36_P6_A10	NA	black	0	4.3767	0
MGH36_P6_A11	NA	black	0	4.0896	0
MGH36_P6_B03	NA	black	0	0	0
MGH36_P6_B04	-0.144605908301	green3	2	5.2127	0.21039
MGH36_P6_B05	-0.0169203495327	green3	2	4.3942	0.12168
MGH36_P6_B06	NA	black	0	4.9527	0
MGH36_P6_B10	NA	black	0	5.9112	0
MGH36_P6_B11	0.664766974528	blue	3	1.7782	0.1375
MGH36_P6_B12	NA	black	0	5.4347	0
MGH36_P6_C02	NA	black	0	3.9461	0
MGH36_P6_C03	NA	black	0	6.0729	0
MGH36_P6_C04	-0.582010804791	red	1	6.3039	0.13225
MGH36_P6_C05	NA	black	0	5.9887	0
MGH36_P6_C06	NA	black	0	3.5101	0
MGH36_P6_C07	NA	black	0	4.7842	0
MGH36_P6_C08	NA	black	0	3.5363	0
MGH36_P6_C09	NA	black	0	5.6949	0
MGH36_P6_C11	-0.317510330062	green3	2	5.1695	0.074505
MGH36_P6_C12	NA	black	0	4.8097	0
MGH36_P6_D01	NA	black	0	0	0
MGH36_P6_D02	NA	black	0	0	0
MGH36_P6_D03	NA	black	0	7.0645	0
MGH36_P6_D04	-0.339964652294	green3	2	5.7034	0.15963
MGH36_P6_D05	NA	black	0	0	0
MGH36_P6_D06	NA	black	0	6.1544	0
MGH36_P6_D07	NA	black	0	1.0976	0
MGH36_P6_D08	NA	black	0	6.4129	0
MGH36_P6_D10	NA	black	0	5.7841	0
MGH36_P6_D11	-0.214247326865	green3	2	5.1315	0.14405
MGH36_P6_E02	NA	black	0	5.6533	0
MGH36_P6_E03	NA	black	0	0	0
MGH36_P6_E04	NA	black	0	4.4575	0
MGH36_P6_E05	NA	black	0	0	0
MGH36_P6_E06	NA	black	0	5.42	0
MGH36_P6_E07	NA	black	0	5.948	0
MGH36_P6_E08	-0.365156797969	green3	2	5.7134	0.14926
MGH36_P6_E09	NA	black	0	5.442	0
MGH36_P6_E10	NA	black	0	0	0
MGH36_P6_E11	-0.0476276233182	green3	2	4.5167	0.14274
MGH36_P6_E12	NA	black	0	1.1316	0
MGH36_P6_F01	NA	black	0	5.6693	0
MGH36_P6_F04	0.00471382688875	green3	2	4.3224	0.1177
MGH36_P6_F06	NA	black	0	4.7168	0
MGH36_P6_F07	-0.377038834685	green3	2	5.3888	0.089498
MGH36_P6_F08	NA	black	0	5.0439	0
MGH36_P6_F10	NA	black	0	6.6589	0
MGH36_P6_F12	-0.501080384087	red	1	5.7779	0.097611
MGH36_P6_G01	-0.652471760258	red	1	4.421	3.3457
MGH36_P6_G02	NA	black	0	5.329	0
MGH36_P6_G03	NA	black	0	5.6288	0
MGH36_P6_G04	NA	black	0	5.0261	0
MGH36_P6_G05	NA	black	0	3.7881	0
MGH36_P6_G06	NA	black	0	4.3144	0
MGH36_P6_G07	0.191484038122	green3	2	6.1566	0.38736
MGH36_P6_G08	NA	black	0	4.3815	0
MGH36_P6_G09	NA	black	0	5.9903	0
MGH36_P6_G10	NA	black	0	0	0
MGH36_P6_G11	NA	black	0	6.0641	0
MGH36_P6_G12	NA	black	0	5.5603	0
MGH36_P6_H06	NA	black	0	6.2346	0
MGH36_P6_H07	NA	black	0	4.8797	0
MGH36_P6_H10	-0.282607804314	green3	2	5.5473	0.16864
MGH36_P6_H12	-0.399785773051	green3	2	5.4782	0.094912
MGH36_P7_A01	0.0253169785267	green3	2	4.2071	0.19409
MGH36_P7_A02	NA	black	0	4.9137	0
MGH36_P7_A03	0.181676129248	green3	2	5.544	0.41468
MGH36_P7_A04	0.686339618803	black	0	5.0133	1.0307
MGH36_P7_A06	NA	black	0	0	0.1375
MGH36_P7_A07	-0.106225790256	green3	2	4.8078	0.16993
MGH36_P7_A08	NA	black	0	3.9059	0
MGH36_P7_A09	NA	black	0	6.1426	0
MGH36_P7_A10	NA	black	0	6.3261	0
MGH36_P7_A11	NA	black	0	2.8693	0
MGH36_P7_A12	NA	black	0	4.5058	0
MGH36_P7_B01	NA	black	0	5.2556	0
MGH36_P7_B02	0.278145780905	green3	2	3.1502	0.15963
MGH36_P7_B03	NA	black	0	0	0
MGH36_P7_B04	NA	black	0	0	0
MGH36_P7_B06	NA	black	0	4.8117	0
MGH36_P7_B07	NA	black	0	0.14666	0
MGH36_P7_B08	NA	black	0	5.734	0
MGH36_P7_B09	NA	black	0	0.44467	0
MGH36_P7_B10	NA	black	0	0	0.10299
MGH36_P7_B11	NA	black	0	3.6132	0
MGH36_P7_B12	NA	black	0	3.8655	0
MGH36_P7_C11	NA	black	0	4.0902	0
MGH36_P7_D01	NA	black	0	0	0
MGH36_P7_D02	NA	black	0	0	0
MGH36_P7_D03	NA	black	0	0	0
MGH36_P7_D05	NA	black	0	4.8551	0
MGH36_P7_D06	-0.537820283412	red	1	7.0677	0.19787
MGH36_P7_D07	NA	black	0	3.392	0
MGH36_P7_D08	NA	black	0	6.544	0
MGH36_P7_D09	0.296562192119	green3	2	3.3922	0.10969
MGH36_P7_D10	NA	black	0	2.3901	0
MGH36_P7_D11	0.437145525288	green3	2	0.30685	0.22774
MGH36_P7_E01	NA	black	0	5.7946	0
MGH36_P7_E03	-0.21335649786	green3	2	5.8567	0.22897
MGH36_P7_E04	NA	black	0	0	0
MGH36_P7_E05	NA	black	0	0	0
MGH36_P7_E07	0.0914174456481	green3	2	4.026	0.12565
MGH36_P7_E08	NA	black	0	0	0.22774
MGH36_P7_E10	0.0354095801054	green3	2	4.2147	0.13093
MGH36_P7_E12	NA	black	0	5.1687	0
MGH36_P7_F01	NA	black	0	0	0
MGH36_P7_F02	-0.513152252126	red	1	6.0792	0.13225
MGH36_P7_F03	0.914600409659	black	0	1.2425	0.11237
MGH36_P7_F04	NA	black	0	6.1549	0
MGH36_P7_F06	NA	black	0	0	0.12565
MGH36_P7_F08	NA	black	0	5.2931	0
MGH36_P7_F09	NA	black	0	7.4529	0
MGH36_P7_F10	NA	black	0	0	0
MGH36_P7_F11	NA	black	0	5.5128	0
MGH36_P7_F12	NA	black	0	3.5297	0
MGH36_P7_G01	NA	black	0	1.5023	0
MGH36_P7_G02	NA	black	0	3.6061	0
MGH36_P7_G03	NA	black	0	5.957	0
MGH36_P7_G04	NA	black	0	0.21785	0
MGH36_P7_G05	NA	black	0	6.0448	0
MGH36_P7_G06	NA	black	0	5.0827	0
MGH36_P7_G08	-0.218418937807	green3	2	5.5169	0.19912
MGH36_P7_G09	NA	black	0	0	0
MGH36_P7_G10	NA	black	0	3.8572	0
MGH36_P7_G11	NA	black	0	2.1583	0
MGH36_P7_H01	NA	black	0	0	0
MGH36_P7_H02	0.0716322722072	green3	2	4.1253	0.096262
MGH36_P7_H03	1.04399691975	black	0	0.59072	0.12035
MGH36_P7_H04	-0.0592745412525	green3	2	4.7071	0.21039
MGH36_P7_H07	NA	black	0	7.0219	0
MGH36_P7_H08	-0.0588374396859	green3	2	5.1467	0.26903
MGH36_P7_H10	NA	black	0	0	0
MGH36_P7_H11	NA	black	0	0	0
MGH36_P7_H12	NA	black	0	3.1481	0
MGH36_P5_A02	NA	black	0	4.2428	0
MGH36_P5_A03	NA	black	0	3.3159	0
MGH36_P5_A05	NA	black	0	4.5043	0
MGH36_P5_A06	NA	black	0	5.9031	0
MGH36_P5_A07	NA	black	0	5.8962	0
MGH36_P5_A08	NA	black	0	7.1943	0
MGH36_P5_A09	-0.0993572718825	green3	2	5.31	0.25096
MGH36_P5_B02	-0.0944766009523	green3	2	4.9318	0.21288
MGH36_P5_B03	1.1043136581	black	0	0.84157	0.097611
MGH36_P5_B04	-0.0371722445684	green3	2	5.1071	0.28451
MGH36_P5_B05	NA	black	0	4.7745	0
MGH36_P5_B06	-0.932287331198	black	0	6.8355	0.085425
MGH36_P5_B07	NA	black	0	1.8392	0
MGH36_P5_B08	NA	black	0	5.8692	0
MGH36_P5_B09	0.289821997576	green3	2	3.6106	0.055196
MGH36_P5_B10	NA	black	0	0	0.098958
MGH36_P5_B11	NA	black	0	5.6404	0
MGH36_P5_C01	NA	black	0	6.4519	0
MGH36_P5_C02	NA	black	0	6.3608	0
MGH36_P5_C03	NA	black	0	4.0102	0
MGH36_P5_C04	NA	black	0	6.6362	0
MGH36_P5_C05	NA	black	0	0	0.12433
MGH36_P5_C06	-0.917262267646	black	0	7.4125	0.13488
MGH36_P5_C09	NA	black	0	0	0
MGH36_P5_C11	NA	black	0	0	0.010064
MGH36_P5_C12	NA	black	0	2.9542	0
MGH36_P5_D01	NA	black	0	5.415	0
MGH36_P5_D02	NA	black	0	6.5189	0
MGH36_P5_D03	-0.487357198644	red	1	5.5077	0.053806
MGH36_P5_D04	0.0447079205248	green3	2	4.2203	0.062122
MGH36_P5_D06	-0.870591794067	black	0	6.8132	0.098958
MGH36_P5_D07	NA	black	0	7.3703	0
MGH36_P5_D08	-0.549481569854	red	1	5.6616	0.055196
MGH36_P5_D09	0.280207330173	green3	2	3.4078	0.1177
MGH36_P5_D11	-0.615237412415	red	1	5.9601	0.07861
MGH36_P5_D12	NA	black	0	5.7869	0
MGH36_P5_E01	NA	black	0	6.1579	0
MGH36_P5_E02	NA	black	0	4.3354	0
MGH36_P5_E03	-0.371447899372	green3	2	5.2131	0.048236
MGH36_P5_E05	NA	black	0	5.5375	0
MGH36_P5_E07	-0.122523076209	green3	2	4.6821	0.089498
MGH36_P5_E08	0.0701606159765	green3	2	3.8592	0.21909
MGH36_P5_E09	NA	black	0	7.0437	0
MGH36_P5_E10	NA	black	0	5.7244	0
MGH36_P5_E11	NA	black	0	5.2932	0
MGH36_P5_F02	0.0913338026161	green3	2	4.067	0.096262
MGH36_P5_F04	-0.614272144412	red	1	6.3146	0.123
MGH36_P5_F05	NA	black	0	0	0.09356
MGH36_P5_F06	-0.325877530176	green3	2	5.1402	0.059355
MGH36_P5_F07	0.609463937572	blue	3	2.5998	0.082703
MGH36_P5_F08	NA	black	0	7.137	0
MGH36_P5_F09	-0.397949271427	green3	2	5.7181	0.13488
MGH36_P5_F10	NA	black	0	0	1.3702
MGH36_P5_F11	NA	black	0	0	0.12565
MGH36_P5_G01	NA	black	0	1.9422	0
MGH36_P5_G02	NA	black	0	0	0
MGH36_P5_G04	0.549747355939	blue	3	3.0068	0.044044
MGH36_P5_G06	-1.30962374485	black	0	7.1275	0.025738
MGH36_P5_G07	-0.89353488873	black	0	6.7487	0.086784
MGH36_P5_G08	-0.660936418854	red	1	5.9334	0.056584
MGH36_P5_G09	NA	black	0	0.4049	0
MGH36_P5_G10	-0.638128283515	red	1	5.8875	0.05797
MGH36_P5_G11	-0.255158526609	green3	2	5.3012	0.14796
MGH36_P5_H02	NA	black	0	2.9176	0
MGH36_P5_H03	-0.173502620889	green3	2	5.7146	0.23756
MGH36_P5_H05	-0.274494596251	green3	2	5.3417	0.14274
MGH36_P5_H06	NA	black	0	0.28688	0
MGH36_P5_H07	NA	black	0	0	0.075875
MGH36_P5_H09	NA	black	0	1.3063	0
MGH36_P10_A02	NA	black	0	5.7527	0
MGH36_P10_A04	NA	black	0	1.2449	0
MGH36_P10_A05	NA	black	0	4.4969	0
MGH36_P10_A06	NA	black	0	0.8335	0
MGH36_P10_A07	NA	black	0	4.1292	0
MGH36_P10_A09	NA	black	0	0	0
MGH36_P10_A11	NA	black	0	3.5262	0
MGH36_P10_A12	NA	black	0	0	0
MGH36_P10_B01	NA	black	0	3.6896	0
MGH36_P10_B03	-0.138548900628	green3	2	5.1146	0.20163
MGH36_P10_B05	NA	black	0	2.8714	0
MGH36_P10_B07	NA	black	0	4.4342	0
MGH36_P10_B08	NA	black	0	5.2465	0
MGH36_P10_B10	NA	black	0	5.8532	0
MGH36_P10_B11	NA	black	0	5.0601	0
MGH36_P10_C01	NA	black	0	0	0
MGH36_P10_C03	NA	black	0	6.1982	0
MGH36_P10_C04	NA	black	0	4.9785	0
MGH36_P10_C06	-0.22520478434	green3	2	5.3252	0.17121
MGH36_P10_C07	NA	black	0	0	0
MGH36_P10_C08	NA	black	0	5.567	0
MGH36_P10_C09	NA	black	0	6.631	0
MGH36_P10_C10	2.50616874717	black	0	5.2557	2.4867
MGH36_P10_C12	NA	black	0	2.7316	0
MGH36_P10_D01	NA	black	0	0	0
MGH36_P10_D02	NA	black	0	3.481	0
MGH36_P10_D03	NA	black	0	5.4554	0
MGH36_P10_D04	NA	black	0	3.4644	0
MGH36_P10_D05	-0.320156743456	green3	2	6.7837	0.23879
MGH36_P10_D07	NA	black	0	7.6387	0
MGH36_P10_D09	NA	black	0	4.8044	0
MGH36_P10_D10	NA	black	0	4.9051	0
MGH36_P10_D11	NA	black	0	4.7439	0
MGH36_P10_D12	NA	black	0	1.5105	0
MGH36_P10_E02	NA	black	0	3.7706	0
MGH36_P10_E03	NA	black	0	4.8158	0
MGH36_P10_E04	NA	black	0	5.4704	0
MGH36_P10_E05	NA	black	0	0	0.20163
MGH36_P10_E07	NA	black	0	3.7816	0
MGH36_P10_E10	NA	black	0	6.4188	0
