Cell_name	Zvalue	Color	Cluster	MTF1	PRNP
97_P6_C10	-1.10328949354	black	0	1.3346	3.2711
97_P5_C09	0.296477653606	red	1	0.1177	4.0144
97_P5_E12	NA	black	0	0	3.8006
97_P5_E01	NA	black	0	0	4.0262
97_P6_D02	NA	black	0	0	7.3436
97_P6_A07	0.281872900728	red	1	0.20038	3.8239
97_P5_G03	-1.99023038152	black	0	3.0663	4.0329
97_P6_G12	NA	black	0	0	3.9187
97_P6_C03	-0.371639148644	red	1	0.12168	6.1169
97_P6_H06	NA	black	0	0	4.7547
97_P5_E09	NA	black	0	0	5.1156
97_P6_C01	NA	black	0	0.14012	0
97_P6_G03	0.105920826887	red	1	0.96864	5.2917
97_P5_G12	0.000229728092022	red	1	0.31499	4.9658
97_P5_G09	-1.83517045567	black	0	2.0004	3.4257
97_P5_H04	-1.66529242199	black	0	2.5241	3.9573
MGH97_P7_B05	0.102509288988	red	1	0.18269	4.5776
MGH97_P7_E10	NA	black	0	0	3.8933
MGH97_P7_A02	NA	black	0	0	4.4304
MGH97_P7_C01	0.0875485182308	red	1	0.15834	4.6559
MGH97_P7_D06	NA	black	0	0	5.6819
MGH97_P7_H08	NA	black	0	0	4.0744
MGH97_P7_G11	NA	black	0	0	6.3278
MGH97_P7_A08	0.0350840167868	red	1	0.40272	4.5953
MGH97_P7_F07	NA	black	0	0	4.6127
MGH97_P7_C04	NA	black	0	0	5.3374
MGH97_P7_C02	NA	black	0	0	5.7052
MGH97_P7_F10	NA	black	0	0	4.7515
MGH97_P7_H05	NA	black	0	0	7.2247
MGH97_P7_B04	NA	black	0	0	5.9493
MGH97_P7_F09	NA	black	0	0.39835	0
MGH97_P7_H02	NA	black	0	0	6.6148
MGH97_P7_C11	NA	black	0	0	4.4067
MGH97_P7_G07	-0.163065606416	red	1	0.097611	5.4459
MGH97_P7_F06	-0.405746972975	red	1	0.02148	5.9761
MGH97_P7_A06	0.155473250491	red	1	0.085425	4.5053
MGH97_P7_D12	NA	black	0	0	0
MGH97_P7_B02	NA	black	0	0	5.4049
MGH97_P7_E03	NA	black	0	0	5.1203
MGH97_P7_D02	NA	black	0	0	4.7619
MGH97_P7_B11	NA	black	0	0	5.1551
MGH97_P7_E09	1.07276351326	black	0	2.4177	5.7496
MGH97_P7_B01	NA	black	0	0	5.5028
MGH97_P7_G06	0.0186730107055	red	1	0.5955	5.3307
MGH97_P7_B07	0.0528829354162	red	1	0.25701	4.7117
MGH97_P7_C05	NA	black	0	0	4.0735
MGH97_P7_E07	NA	black	0	0	4.837
MGH97_P7_B12	0.284918521369	red	1	0.063503	4.1604
MGH97_P7_H07	NA	black	0	0	0.5008
MGH97_P7_D04	-3.77296551598	black	0	3.3535	3.3361
MGH97_P7_C06	-0.0116382519293	red	1	0.092207	4.996
MGH97_P7_G09	-0.0436663885004	red	1	0.090853	5.09
MGH97_P7_E06	-0.370124079897	red	1	0.088142	6.0265
MGH97_P7_F04	NA	black	0	0	0
MGH97_P7_C09	NA	black	0	0	5.2486
MGH97_P7_G03	NA	black	0	0	5.3609
MGH97_P7_H01	-0.0831682130367	red	1	0.58015	3.3682
MGH97_P7_B06	1.00858367089	black	0	2.2464	5.7701
MGH97_P7_C08	-0.69817202234	red	1	0.12961	7.1341
MGH97_P7_E08	NA	black	0	0	0
MGH97_P7_F01	NA	black	0	0	4.2596
MGH97_P7_H03	-0.0378220808284	red	1	0.038436	5.0596
MGH97_P7_B10	NA	black	0	0	3.6778
MGH97_P7_E11	0.194013387413	red	1	0.07861	4.3998
MGH97_P7_C03	NA	black	0	0	6.353
MGH97_P7_H12	NA	black	0	0	5.0498
MGH97_P7_D07	NA	black	0	0	6.0326
MGH97_P7_A11	NA	black	0	0	0
MGH97_P7_A01	NA	black	0	0	1.0759
MGH97_P7_F12	NA	black	0	0	3.8871
MGH97_P7_F08	NA	black	0	0	5.4031
MGH97_P7_D11	0.576165347312	red	1	0.11503	3.1005
MGH97_P7_H09	NA	black	0	0	1.2618
MGH97_P7_D09	-3.03048761779	black	0	2.7727	3.3068
MGH97_P7_C12	NA	black	0	0	4.3442
MGH97_P7_H11	NA	black	0	0	5.7176
MGH97_P7_A04	NA	black	0	0	5.7043
MGH97_P7_H06	0.312779061043	red	1	0.15963	3.8425
MGH97_P7_F03	NA	black	0	0	2.5479
MGH97_P7_A07	0.426772443676	red	1	1.1998	5.8084
MGH97_P7_F11	-0.154972822115	red	1	0.13356	5.4644
MGH97_P7_G08	-0.407398143452	red	1	2.3237	4.7272
MGH97_P7_E02	NA	black	0	0	5.3223
MGH97_P7_C07	0.186307362952	red	1	0.10969	4.382
MGH97_P7_A09	-0.200736098423	red	1	0.15316	5.6445
MGH97_P7_B09	NA	black	0	0	5.4483
MGH97_P7_G10	-0.185838456998	red	1	0.14535	5.5817
MGH97_P7_G02	0.796778335445	blue	3	2.4455	5.5543
MGH97_P7_H04	NA	black	0	0	2.1535
MGH97_P7_G01	0.179640891381	red	1	0.33571	3.6919
MGH97_P7_E05	NA	black	0	0	3.555
MGH97_P7_E04	0.268236113999	red	1	0.848	6.0751
MGH97_P7_E01	NA	black	0	0	0
MGH97_P7_F05	0.131912700896	red	1	0.67084	6.2207
MGH97_P7_D05	NA	black	0	0	4.8354
MGH97_P7_A03	-0.153641563254	red	1	0.33914	5.9823
MGH97_P7_B03	NA	black	0	0	5.521
MGH97_P7_A05	NA	black	0	0	4.7216
MGH97_P7_D03	-2.32868459269	black	0	1.1998	0.75189
MGH97_P7_F02	NA	black	0	0	5.2664
MGH97_P7_G05	-0.11896513207	red	1	0.42761	6.3748
MGH97_P7_D08	-0.162292594664	red	1	0.45101	7.2422
MGH97_P7_G04	-0.186326737048	red	1	0.301	5.9947
MGH97_P8_A11	-0.451260169915	red	1	0.0028825	6.0489
MGH97_P10_A12	0.513538839012	red	1	0.063503	3.5022
MGH97_P10_E09	0.0242039189925	red	1	0.07861	4.8918
MGH97_P9_B12	NA	black	0	0	1.6964
MGH97_P10_D07	NA	black	0	0	4.1158
MGH97_P8_D11	NA	black	0	0	5.0391
MGH97_P8_G05	NA	black	0	0	5.5389
MGH97_P9_C05	NA	black	0	0	4.4417
MGH97_P8_D03	NA	black	0	0	5.7497
MGH97_P8_H05	NA	black	0	0	5.0013
MGH97_P10_A09	-0.120283872372	red	1	0.11636	5.3363
MGH97_P10_E03	-0.386958833645	red	1	0.72247	2.659
MGH97_P10_D04	NA	black	0	0	6.5855
MGH97_P9_D12	NA	black	0	0	4.884
MGH97_P8_H06	-0.0784040359449	red	1	0.13225	5.2168
MGH97_P8_H11	NA	black	0	0	6.2591
MGH97_P9_F12	0.4631832963	red	1	0.062122	3.6525
MGH97_P8_D07	NA	black	0	0	5.8878
MGH97_P8_H02	NA	black	0	0	0
MGH97_P8_D01	-0.225371128951	red	1	0.22404	5.9009
MGH97_P10_C04	NA	black	0	0	4.4515
MGH97_P9_E06	NA	black	0	0	4.4169
MGH97_P8_F12	NA	black	0	0	4.1287
MGH97_P8_H01	NA	black	0	0	4.1427
MGH97_P8_A05	NA	black	0	0	3.9705
MGH97_P9_F10	NA	black	0	0	3.1601
MGH97_P10_F10	0.00368074307704	red	1	0.1903	4.95
MGH97_P9_G12	NA	black	0	0	4.5755
MGH97_P8_B04	NA	black	0	0	4.8563
MGH97_P8_E11	NA	black	0	0	5.7795
MGH97_P9_G10	-1.11862280497	black	0	1.4895	3.5251
MGH97_P10_D11	NA	black	0	0	5.1316
MGH97_P10_D01	0.00339031070923	red	1	0.11237	4.9516
MGH97_P10_H04	NA	black	0	0	1.1808
MGH97_P10_D12	NA	black	0	0	3.7299
MGH97_P8_D04	NA	black	0	0	4.8314
MGH97_P8_F08	NA	black	0	0	5.0708
MGH97_P9_E10	NA	black	0	0	1.9771
MGH97_P9_D11	NA	black	0	0	4.9253
MGH97_P8_A02	NA	black	0	0	5.2504
MGH97_P9_F01	0.0221167144995	red	1	0.16092	4.8855
MGH97_P8_B08	NA	black	0	0	6.0516
MGH97_P8_A09	NA	black	0	0	3.8522
MGH97_P9_A03	0.323924522072	red	1	0.1776	3.7388
MGH97_P9_G09	-0.169345854037	red	1	0.085425	5.4504
MGH97_P10_E02	0.203029484569	red	1	1.3144	5.3233
MGH97_P10_H08	0.0762190982217	red	1	0.11902	4.721
MGH97_P9_G04	NA	black	0	0	6.7409
MGH97_P8_G11	NA	black	0	0	4.8791
MGH97_P10_A06	NA	black	0	0	4.6996
MGH97_P10_F08	-0.705705925702	red	1	0.13881	7.205
MGH97_P8_E08	NA	black	0	0	6.0313
MGH97_P8_G08	NA	black	0	0	4.3001
MGH97_P10_B07	-0.391189540356	red	1	0.10702	6.1352
MGH97_P9_G11	0.201304413383	red	1	0.15834	4.2506
MGH97_P8_F11	NA	black	0	0	3.9125
MGH97_P8_F05	1.06856983629	black	0	2.3144	5.7863
MGH97_P9_A01	NA	black	0	0	0
MGH97_P10_F01	NA	black	0	0	5.99
MGH97_P8_C10	-0.00288287424386	red	1	0.86315	4.97
MGH97_P8_E02	-2.21269658553	black	0	1.2116	1.0193
MGH97_P10_B05	NA	black	0	0	2.8883
MGH97_P8_G04	0.495997964912	red	1	0.123	3.3343
MGH97_P9_B02	0.166172708945	red	1	0.08134	4.4781
MGH97_P8_H08	NA	black	0	0	1.3923
MGH97_P8_F01	NA	black	0	0	5.3031
MGH97_P10_H09	NA	black	0	0	4.6472
MGH97_P10_E06	0.00888906235505	red	1	0.36289	4.8982
MGH97_P10_D10	0.306328221676	red	1	0.23511	3.5635
MGH97_P10_A03	-0.393409469308	red	1	0.13488	6.2228
MGH97_P10_A05	-0.50870496552	red	1	0.096262	6.4423
MGH97_P10_A01	NA	black	0	0	3.5184
MGH97_P9_D09	NA	black	0	1.3357	0
MGH97_P9_D06	-0.426265797756	red	1	2.9305	4.8053
MGH97_P9_G05	-0.212850030762	red	1	0.33342	6.3162
MGH97_P10_E05	NA	black	0	0	3.3284
MGH97_P8_F10	NA	black	0	0	6.6502
MGH97_P10_A04	NA	black	0	0	4.8129
MGH97_P9_A07	0.150259222631	red	1	0.36961	3.6519
MGH97_P9_A08	-0.14951824411	red	1	0.14926	5.4671
MGH97_P9_H12	NA	black	0	0	1.9804
MGH97_P10_G03	NA	black	0	0	3.6239
MGH97_P8_B03	-0.0485791898826	red	1	0.12433	5.1171
MGH97_P10_H07	0.141010266217	red	1	0.088142	4.5455
MGH97_P10_E01	NA	black	0	0	0
MGH97_P9_F11	-0.0331744888951	red	1	0.99928	4.8947
MGH97_P8_B12	NA	black	0	0	4.5214
MGH97_P9_H02	NA	black	0	0	4.0358
MGH97_P9_C11	0.0284057406667	red	1	0.32884	4.7813
MGH97_P8_A01	NA	black	0	0	5.5741
MGH97_P10_F07	NA	black	0	0	4.6919
MGH97_P10_G01	1.78651702773	black	0	1.7799	6.8514
MGH97_P10_H05	0.447662933526	red	1	0.07861	3.649
MGH97_P9_F07	NA	black	0	0	4.6508
MGH97_P9_D08	-0.178302190835	red	1	0.18523	5.6256
MGH97_P9_E05	NA	black	0	0	5.2912
MGH97_P8_B09	-0.0516365799485	red	1	0.19156	5.1613
MGH97_P10_E12	NA	black	0	0	5.4952
MGH97_P10_B10	NA	black	0	0	3.5969
MGH97_P9_E03	0.0414266657623	red	1	0.12433	4.8298
MGH97_P9_G07	NA	black	0	0	4.4824
MGH97_P9_C09	NA	black	0	0	3.5625
MGH97_P10_B11	NA	black	0	0	5.5308
MGH97_P9_B05	NA	black	0	0	4.6016
MGH97_P9_A12	0.325855614845	red	1	0.39177	0.94711
MGH97_P8_D10	2.88448282447	black	0	3.125	6.4692
MGH97_P8_C05	NA	black	0	0	0
MGH97_P9_D02	NA	black	0	0	5.5169
MGH97_P9_D07	NA	black	0	0	4.0327
MGH97_P8_F03	NA	black	0	0	5.8363
MGH97_P8_C12	NA	black	0	0	4.6715
MGH97_P10_E10	-0.207017534364	red	1	0.20414	5.7744
MGH97_P10_H10	-0.360665100098	red	1	0.22774	6.4608
MGH97_P10_C07	0.171613140102	red	1	0.1137	4.423
MGH97_P9_E04	-0.418084850147	red	1	0.12565	6.2703
MGH97_P8_H10	-0.0819332376771	red	1	0.30801	5.4417
MGH97_P9_F03	NA	black	0	0	5.3847
MGH97_P10_C08	NA	black	0	0	5.5756
MGH97_P8_B11	-0.0151482466315	red	1	0.419	5.1495
MGH97_P10_C01	0.216654685396	red	1	0.13881	4.2348
MGH97_P9_D04	NA	black	0	0	6.3202
MGH97_P10_B06	-0.364885815477	red	1	0.9486	3.8978
MGH97_P8_H09	NA	black	0	0	4.3092
MGH97_P9_F05	NA	black	0	0	4.7336
MGH97_P9_B04	0.12952773311	red	1	0.088142	4.5796
MGH97_P9_C12	-0.0421374439945	red	1	0.10434	5.0898
MGH97_P8_B02	NA	black	0	0	6.1437
MGH97_P9_F04	NA	black	0	0	6.217
MGH97_P10_G02	NA	black	0	0	5.852
MGH97_P9_B07	0.893226485224	blue	3	0.2302	0.60502
MGH97_P10_D08	NA	black	0	0	4.9167
MGH97_P10_G12	NA	black	0	0	4.0648
MGH97_P9_A02	NA	black	0	0	5.6182
MGH97_P8_G03	1.0927959763	black	0	0.12035	1.2491
MGH97_P8_D09	NA	black	0	0	4.6022
MGH97_P10_C06	NA	black	0	0	4.8112
MGH97_P8_H03	NA	black	0	0	2.8148
MGH97_P8_A10	NA	black	0	0	4.8028
MGH97_P8_B06	NA	black	0	0	5.5113
MGH97_P9_G08	NA	black	0	0	5.6626
MGH97_P8_B01	NA	black	0	0	3.5018
MGH97_P10_B08	NA	black	0	0.17377	0
MGH97_P10_C12	-0.501316253742	red	1	0.059355	6.3098
MGH97_P9_A10	NA	black	0	0	3.9702
MGH97_P9_C10	NA	black	0	0	5.5201
MGH97_P9_G03	NA	black	0	0	4.6061
MGH97_P10_B02	NA	black	0	0	3.8189
MGH97_P10_A08	0.0226841776177	red	1	0.57434	5.6394
MGH97_P8_C09	NA	black	0	0	0
MGH97_P10_D05	NA	black	0	0	5.4556
MGH97_P10_F02	NA	black	0	0	4.827
MGH97_P9_D10	NA	black	0	0	4.5294
MGH97_P8_D08	NA	black	0	0	4.4151
MGH97_P9_H11	-0.00050278502692	red	1	0.067639	4.9624
MGH97_P8_C06	NA	black	0	0	5.8636
MGH97_P8_A03	0.0959534657657	red	1	0.12035	4.6572
MGH97_P9_C04	NA	black	0	0	6.2479
MGH97_P8_E01	NA	black	0	0	4.9845
MGH97_P10_D02	NA	black	0	0	5.0918
MGH97_P9_E12	NA	black	0	0	0
MGH97_P9_A05	-0.212888371511	red	1	0.15186	5.6827
MGH97_P10_F06	1.12597148752	black	0	0.13488	0.95903
MGH97_P9_E01	NA	black	0	0	5.4285
MGH97_P8_G06	NA	black	0	0	2.4316
MGH97_P10_B03	NA	black	0	0	5.6723
MGH97_P9_H08	-0.0699158269625	red	1	0.02148	5.1371
MGH97_P9_E08	NA	black	0	0	4.9212
MGH97_P8_C07	-0.164323379612	red	1	0.25942	5.74
MGH97_P9_A06	NA	black	0	0.81721	0
MGH97_P8_E04	0.0144309644659	red	1	0.23634	4.9012
MGH97_P8_C11	NA	black	0	0	2.6749
MGH97_P9_C03	NA	black	0	0	1.9902
MGH97_P8_E03	NA	black	0	0	4.4046
MGH97_P10_B01	NA	black	0	0	0
MGH97_P9_B11	NA	black	0	0	0.87421
MGH97_P9_G02	-0.147468483823	red	1	0.15445	5.4672
MGH97_P8_G02	NA	black	0	0	3.8256
MGH97_P10_G10	-0.266228727697	red	1	1.1629	4.4562
MGH97_P9_G06	NA	black	0	0	4.1347
MGH97_P9_E02	0.637489587946	red	1	0.13488	2.7803
MGH97_P9_C06	NA	black	0	0	5.0165
MGH97_P10_H06	NA	black	0	0	5.3978
MGH97_P8_B05	NA	black	0	0	4.3417
MGH97_P9_F08	NA	black	0	0	4.8087
MGH97_P10_F05	-0.233937345768	red	1	3.3511	4.9369
MGH97_P8_D06	NA	black	0	0	5.7794
MGH97_P8_D12	0.256331836504	red	1	0.097611	4.1837
MGH97_P9_H06	NA	black	0	0	5.057
MGH97_P9_C08	NA	black	0	0	4.9996
MGH97_P10_D06	-0.0381524506419	red	1	0.11503	5.081
MGH97_P8_G12	NA	black	0	0	5.8285
MGH97_P10_C10	NA	black	0	0	2.2095
MGH97_P8_H07	0.237708386525	red	1	0.77821	6.2319
MGH97_P10_E08	NA	black	0	0	4.5364
MGH97_P10_G11	0.107299398809	red	1	0.2558	4.4488
MGH97_P10_E07	NA	black	0	0	6.3036
MGH97_P10_F03	0.23776108949	red	1	0.097611	4.2408
MGH97_P8_F09	0.307335314679	red	1	0.15316	3.8823
MGH97_P10_F04	NA	black	0	0	4.9766
MGH97_P9_H03	NA	black	0	0	5.5703
MGH97_P10_D09	NA	black	0	0	5.8736
MGH97_P8_C01	NA	black	0	0.45523	0
MGH97_P9_C02	NA	black	0	0	3.9387
MGH97_P8_F07	NA	black	0	0	5.3728
MGH97_P10_G06	NA	black	0	0	5.432
MGH97_P9_B01	NA	black	0	0	4.6345
MGH97_P10_E04	0.880297413682	blue	3	0.21164	0.99277
MGH97_P8_B07	NA	black	0	0	5.457
MGH97_P8_G07	-1.09690597613	black	0	1.7044	3.8175
MGH97_P9_B08	0.292818502354	red	1	0.22033	3.6964
MGH97_P9_C01	NA	black	0	0	1
MGH97_P8_G01	NA	black	0	0	6.339
MGH97_P9_H04	NA	black	0	0	0.48954
MGH97_P10_F11	-0.116271107681	red	1	0.26784	5.5346
MGH97_P10_D03	-0.0398556718287	red	1	0.20914	5.1253
MGH97_P10_C09	0.63579852207	red	1	2.3496	5.4663
MGH97_P8_E06	0.131461456392	red	1	0.073135	4.5865
MGH97_P8_E09	-0.230754013143	red	1	0.094912	5.6403
MGH97_P8_E05	NA	black	0	0	5.5706
MGH97_P8_A08	-0.239596271367	red	1	0.20914	5.9135
MGH97_P10_F12	1.00020809574	black	0	0.070389	1.9996
MGH97_P9_D01	NA	black	0	0	1.394
MGH97_P9_E09	NA	black	0	0	4.0374
MGH97_P8_A06	-0.175085253275	red	1	0.22774	5.7045
MGH97_P10_C02	-0.355017191364	red	1	1.5175	4.54
MGH97_P10_C11	NA	black	0	0	4.7622
MGH97_P8_B10	-0.0451572728277	red	1	0.40272	5.4273
MGH97_P9_E11	NA	black	0	0	3.9547
MGH97_P9_F06	NA	black	0	0	2.6938
MGH97_P10_H11	NA	black	0	0	6.6672
MGH97_P9_B06	NA	black	0	0	5.942
MGH97_P10_E11	-0.101504737436	red	1	2.1184	4.9307
MGH97_P9_B09	0.0420407813948	red	1	0.062122	4.8444
MGH97_P9_B03	NA	black	0	0	5.0673
MGH97_P9_B10	NA	black	0	0	4.6128
MGH97_P8_H12	NA	black	0	0	4.5511
MGH97_P10_A02	NA	black	0	0	0
MGH97_P8_A04	0.102968903157	red	1	0.089498	4.6574
MGH97_P10_G05	NA	black	0	0	4.5506
MGH97_P9_H10	NA	black	0	0	5.3424
MGH97_P9_A11	NA	black	0	0	5.5121
MGH97_P8_A12	-0.207340385722	red	1	0.15186	5.6642
MGH97_P8_C08	NA	black	0	0	2.2004
MGH97_P8_A07	0.217311634078	red	1	0.10299	4.2951
MGH97_P10_H03	NA	black	0	0	0
MGH97_P8_H04	NA	black	0	0	0
MGH97_P9_C07	NA	black	0	0	5.5274
MGH97_P9_H07	-0.0461208212228	red	1	0.13488	5.1135
MGH97_P8_C02	NA	black	0	0	6.3293
MGH97_P10_B09	-0.430630231965	red	1	0.12829	6.3172
MGH97_P9_E07	NA	black	0	0	1.5054
MGH97_P10_C03	NA	black	0	0	0
93_P3_D02	-0.0275884537759	red	1	0.44361	5.3855
93_P3_B08	NA	black	0	0	6.2333
93_P3_D10	NA	black	0	0	5.9828
93_P3_H02	0.0231017934525	red	1	0.48336	4.1549
93_P3_E06	NA	black	0	0	3.4872
93_P3_F08	-0.441043209842	red	1	0.95382	3.6916
93_P3_F07	NA	black	0	0	5.8963
93_P3_B02	NA	black	0	0	7.186
93_P3_G02	NA	black	0	0	5.1376
93_P3_G06	-0.0221197061285	red	1	0.17505	5.0444
93_P3_F05	NA	black	0	0	5.2468
93_P3_H01	NA	black	0	0	0
93_P3_F06	NA	black	0	0.24732	0
93_P3_D08	-0.151857721568	red	1	0.14274	5.4662
93_P3_E03	NA	black	0	0	0
93_P3_A04	-0.15777225669	red	1	0.14405	5.4874
93_P3_H03	NA	black	0	0	4.0182
93_P3_H10	NA	black	0	0	3.4421
93_P3_A09	NA	black	0	0	5.0665
93_P3_D11	NA	black	0	0	5.4508
93_P3_E12	NA	black	0	0	0
93_P3_G05	NA	black	0	0	5.8177
93_P3_D12	NA	black	0	0	4.7935
93_P3_E11	NA	black	0	0	6.7786
93_P3_B10	NA	black	0	0	0
93_P3_B05	NA	black	0	0	4.8274
93_P3_H08	0.010673146133	red	1	0.1635	4.9256
93_P3_H04	NA	black	0	0	4.9279
93_P3_F12	NA	black	0	0	5.2561
93_P3_A07	NA	black	0	0.11636	0
93_P3_E04	0.213685622621	red	1	0.03984	4.3916
93_P3_C07	NA	black	0	0	6.4301
93_P3_G09	NA	black	0	0	2.499
93_P3_A03	NA	black	0	0	3.0412
93_P3_D05	NA	black	0	0	0
93_P3_A10	NA	black	0	0	6.0417
93_P3_E02	NA	black	0	0	4.4063
93_P3_C04	NA	black	0	0	5.3759
93_P3_F02	NA	black	0	0	0.46676
93_P3_E07	NA	black	0	0	4.3832
93_P3_D09	NA	black	0	0.31383	0
93_P3_D07	NA	black	0	0.17377	0
93_P3_G12	NA	black	0	0	4.1047
93_P3_A05	NA	black	0	0	4.4274
93_P3_C05	NA	black	0	0	4.8521
93_P3_F09	NA	black	0	0	0.32077
93_P3_G07	-0.0532051946662	red	1	2.479	4.9865
93_P3_C01	0.407758616929	red	1	2.742	5.2644
93_P3_C11	-0.0932932054215	red	1	0.15963	5.2878
93_P3_E05	0.102426656108	red	1	0.12829	4.6301
93_P3_A12	1.28575583578	black	0	1.877	6.2351
93_P3_E09	NA	black	0	0	5.2171
93_P3_D03	NA	black	0	0	5.2397
93_P3_D01	1.28195373703	black	0	0.11503	0.6107
93_P3_G04	NA	black	0	0	4.5714
93_P3_E01	NA	black	0	0	4.9349
93_P3_G11	-0.162730909584	red	1	0.19409	5.5845
93_P3_A06	NA	black	0	0	3.4054
93_P3_G10	NA	black	0	0	4.0398
93_P3_A11	-0.306692167761	red	1	0.19283	6.1155
93_P3_C03	NA	black	0	0	5.3226
93_P3_B11	NA	black	0	0	5.3668
93_P3_G08	0.143831472407	red	1	0.12565	4.4976
93_P3_B06	NA	black	0	0	5.5151
93_P3_A02	NA	black	0	0	0
93_P3_D06	0.632517286764	red	1	1.1538	6.2997
93_P3_B12	0.0471253764472	red	1	0.59359	5.9736
93_P3_B09	-0.14782063963	red	1	0.11103	5.4153
93_P6_A04	-0.0269424176818	red	1	0.50589	6.1728
93_P6_B02	-0.071098013934	red	1	0.25942	5.3048
93_P6_E05	-0.347221590297	red	1	0.12433	6.0494
93_P6_B09	-0.500829427992	red	1	0.10702	6.4558
93_P6_H11	0.0257907591303	red	1	0.34823	4.7803
93_P5_E06	NA	black	0	0	4.6424
93_P5_C05	-2.35510416504	black	0	1.4536	1.8197
93_P5_H06	NA	black	0	0.35614	0
93_P5_G05	-0.30164104928	red	1	0.35502	7.0458
93_P5_C09	NA	black	0	0	2.4022
93_P6_D09	0.649886256353	red	1	1.8624	5.6317
93_P5_H04	-0.0323216951878	red	1	0.36737	5.227
93_P6_A06	NA	black	0	0	5.6282
93_P6_F03	NA	black	0	0	5.7715
93_P6_B05	NA	black	0	0	4.971
93_P6_C11	-0.177632741697	red	1	0.21164	5.6775
93_P5_H09	NA	black	0	0	5.6846
93_P5_G03	-0.0163860245189	red	1	0.4489	5.2371
93_P5_F04	0.0364516989293	red	1	0.14405	4.8402
93_P6_H12	0.49450092418	red	1	1.7277	5.5319
93_P5_G07	NA	black	0	1.7916	0
93_P6_C05	0.00162567970032	red	1	0.53506	5.2622
93_P6_D05	-0.319900202675	red	1	0.12961	5.9784
93_P5_C12	0.237167131359	red	1	0.6581	7.6867
93_P6_A03	-0.248069606584	red	1	0.17887	5.8632
93_P5_E08	NA	black	0	0	6.5725
93_P6_A08	NA	black	0	0	4.2553
93_P6_A10	-0.0147093168136	red	1	0.30568	5.0524
93_P6_A02	-0.640307625137	red	1	0.067639	6.7038
93_P5_G12	-0.0700404926066	red	1	0.43296	5.8727
93_P5_E01	0.0959047982329	red	1	0.82863	5.39
93_P6_A09	0.0629356314685	red	1	0.37629	4.4135
93_P6_H05	NA	black	0	0	4.6942
93_P6_H10	-0.146237512246	red	1	0.13093	5.4332
93_P5_C08	0.594092953795	red	1	0.31034	0.83592
93_P5_A09	NA	black	0	0	4.3896
93_P5_B09	NA	black	0	0.15186	0
93_P5_A05	NA	black	0	0.26903	0
93_P6_E04	0.00915363919143	red	1	0.34028	4.9044
93_P5_A04	NA	black	0	0	6.6738
93_P6_A11	NA	black	0	0	4.9998
93_P5_B12	NA	black	0	0.7536	0
93_P5_F12	NA	black	0	0	5.2073
93_P5_H08	NA	black	0	0	4.1398
93_P6_C08	NA	black	0	0	5.0967
93_P5_F10	NA	black	0	0	4.6907
93_P5_E11	0.554559675953	red	1	1.519	5.7171
93_P6_B03	NA	black	0	0	6.4922
93_P6_C02	0.0258391327001	red	1	0.17887	4.8681
93_P6_B04	0.107335533703	red	1	0.34937	4.1603
93_P5_D10	-0.20230119683	red	1	0.028569	5.4776
93_P6_F04	0.245250329239	red	1	0.25942	3.7434
93_P6_H04	NA	black	0	0	6.4987
93_P6_C01	-0.105003873944	red	1	0.40599	6.0245
93_P5_G06	-0.294775584458	red	1	0.14796	5.9443
93_P6_A07	NA	black	0	0	0
93_P5_H10	1.14615998433	black	0	1.91	6.0753
93_P6_F08	0.0531572119717	red	1	0.46467	3.6376
93_P5_H01	NA	black	0	0.63227	0
93_P5_B02	-0.140135719838	red	1	0.3173	5.8041
93_P5_G01	NA	black	0	0	6.2017
93_P6_A12	0.96126705034	black	0	0.19156	0.90381
93_P5_G11	-0.243431989569	red	1	1.596	4.7083
93_P6_E11	0.338694653341	red	1	0.88675	6.2155
93_P5_D07	NA	black	0	0	6.4584
93_P6_E02	0.421941771694	red	1	0.25942	2.8032
93_P6_E09	0.0661642553141	red	1	0.34142	4.4988
93_P5_F09	0.111226994169	red	1	0.24367	4.453
93_P6_E06	-0.243929182671	red	1	0.1137	5.7109
93_P5_A06	NA	black	0	0	5.2979
93_P5_D04	0.449955914887	red	1	0.36625	0.34823
93_P5_H07	NA	black	0	0	0.47508
93_P6_D06	-0.14532122589	red	1	0.28451	5.7211
93_P6_C07	-0.24746580864	red	1	0.32654	6.4753
93_P5_F07	-0.219622976435	red	1	0.32077	6.2786
93_P5_C04	NA	black	0	0	0
93_P5_A02	0.235345510496	red	1	0.24001	3.8786
93_P5_A07	-0.132551512709	red	1	0.41143	6.335
93_P5_A08	NA	black	0	0	4.9845
93_P6_B12	-0.103200744589	red	1	0.41684	6.0978
93_P5_G04	NA	black	0	0	0
93_P5_H11	0.489016969902	red	1	1.1003	6.0938
93_P6_E03	-0.020021613392	red	1	0.27858	5.0698
93_P6_B07	NA	black	0	0	0
93_P5_D02	-0.253595605257	red	1	0.11237	5.7377
93_P6_D08	-0.0308924724121	red	1	0.3584	5.2025
93_P6_A01	NA	black	0	0	6.4982
93_P5_E12	0.119427115995	red	1	0.35163	4.0529
93_P5_A03	NA	black	0	0.18015	0
93_P5_F02	2.18995916458	black	0	2.8791	6.231
93_P6_F06	0.167478598904	red	1	0.26544	4.1207
93_P5_F08	NA	black	0	0	4.9128
93_P6_C10	0.0594865134187	red	1	0.18523	4.7389
93_P5_G08	NA	black	0	0	4.3963
