Cell_name	Zvalue	Color	Cluster	ACOX1	PPARA
MGH53_P5_F03	0.0674557400553	red	1	0.26664	0.40054
MGH53_P5_F05	NA	black	0	0.58111	0
MGH53_P5_F06	-0.556360798521	red	1	4.6492	0.30451
MGH53_P5_F07	0.20305375535	red	1	2.6677	0.67987
MGH53_P5_F08	-0.2672640966	red	1	4.9088	0.41143
MGH53_P5_F10	NA	black	0	0	0
MGH53_P5_F11	0.206901322255	red	1	2.0864	1.0079
MGH53_P5_G01	-3.00577718615	black	0	0.31962	2.5251
MGH53_P5_G04	NA	black	0	0	0.11103
MGH53_P5_G05	-0.0226376172507	red	1	3.432	0.46676
MGH53_P5_G07	NA	black	0	0.29278	0
MGH53_P5_G08	1.05419552424	red	1	3.1063	1.2345
MGH53_P5_G09	NA	black	0	0.23634	0
MGH53_P5_G10	-0.342939837262	red	1	2.5821	0.097611
MGH53_P5_G11	NA	black	0	0	0.27381
MGH53_P5_H02	0.011472503702	red	1	1.7549	0.6332
MGH53_P5_H03	NA	black	0	0	0
MGH53_P5_H04	-0.398098867002	red	1	3.984	0.31267
MGH53_P5_H05	NA	black	0	0	0
MGH53_P5_H07	NA	black	0	0	0
MGH53_P5_H08	NA	black	0	0	4.2809
MGH53_P5_H10	NA	black	0	0	0
MGH53_P5_H11	NA	black	0	0	0
MGH53_P6_A01	NA	black	0	0	0
MGH53_P6_A02	0.123789752707	red	1	0.98987	0.27381
MGH53_P6_A03	NA	black	0	0	0.04684
MGH53_P6_A04	NA	black	0	4.2618	0
MGH53_P6_A05	0.34494719602	red	1	0.12961	0.2228
MGH53_P6_A06	0.56880595011	red	1	0.16864	0.066261
MGH53_P6_A07	NA	black	0	3.0332	0
MGH53_P6_A08	0.319002403804	red	1	0.27739	0.21909
MGH53_P6_A09	NA	black	0	0.48749	0
MGH53_P6_A10	0.266251023108	red	1	0.59168	0.20414
MGH53_P6_A11	0.444286858852	green3	2	0.08134	0.16607
MGH53_P6_A12	0.397494453671	red	1	0.2228	0.17249
MGH53_P6_B02	NA	black	0	0.28924	0
MGH53_P6_B03	-0.789087806582	red	1	3.9165	0.13356
MGH53_P6_B04	NA	black	0	0.15963	0
MGH53_P6_B05	NA	black	0	3.5546	0
MGH53_P6_B06	0.445086196932	green3	2	0.10836	0.16092
MGH53_P6_B07	-0.0373083185076	red	1	0.75702	0.49365
MGH53_P6_B09	-0.520422580958	red	1	2.9718	0.077243
MGH53_P6_B10	NA	black	0	0	0.15834
MGH53_P6_C01	NA	black	0	0	0.42653
MGH53_P6_C03	-0.828581485008	red	1	3.8207	0.098958
MGH53_P6_C04	0.635009204948	red	1	0.059355	0.049631
MGH53_P6_C05	0.0594033236011	red	1	0.41684	0.40272
MGH53_P6_C06	NA	black	0	0	0.31034
MGH53_P6_C07	0.25170993184	red	1	0.90843	0.12168
MGH53_P6_C08	0.361649739352	red	1	0.39616	0.16479
MGH53_P6_C09	0.42211251981	green3	2	0.089498	0.17887
MGH53_P6_C10	0.467748165523	red	1	0.098958	0.14796
MGH53_P6_C11	NA	black	0	4.7932	0
MGH53_P6_C12	NA	black	0	0.24975	0
MGH53_P6_D01	NA	black	0	0	0
MGH53_P6_D02	0.147171355163	red	1	1.2461	0.10568
MGH53_P6_D03	-2.94498999656	black	0	0.86394	3.5597
MGH53_P6_D05	-0.975189249748	red	1	4.1307	0.090853
MGH53_P6_D07	0.271862925112	red	1	0.6332	0.18903
MGH53_P6_D08	0.272492870101	red	1	0.14012	0.26903
MGH53_P6_D09	-0.554205955896	red	1	3.1119	0.09356
MGH53_P6_D10	1.17867302567	red	1	3.3727	1.1897
MGH53_P6_D11	0.527947580146	red	1	0.096262	0.10969
MGH53_P6_D12	NA	black	0	0.29042	0
MGH53_P6_E01	-0.802328727659	red	1	4.1514	0.1635
MGH53_P6_E02	NA	black	0	0.15186	0
MGH53_P6_E03	0.586132493032	red	1	0.079975	0.075875
MGH53_P6_E04	NA	black	0	0	0.46571
MGH53_P6_E05	0.0854498243381	red	1	0.79826	0.35614
MGH53_P6_E06	NA	black	0	0.14012	0
MGH53_P6_E07	NA	black	0	0.20539	0
MGH53_P6_E08	NA	black	0	2.1538	0
MGH53_P6_E09	-0.497158806774	red	1	4.0838	0.27977
MGH53_P6_E10	-0.591321866792	red	1	4.7603	0.301
MGH53_P6_F01	-0.212459256662	red	1	2.4354	0.19283
MGH53_P6_F02	-0.446909107012	red	1	3.3356	0.21039
MGH53_P6_F03	NA	black	0	0	0
MGH53_P6_F04	0.425541371209	green3	2	0.075875	0.17887
MGH53_P6_F05	0.0151923770273	red	1	1.605	0.22527
MGH53_P6_F06	NA	black	0	0	0.067639
MGH53_P6_F07	NA	black	0	0	0.15056
MGH53_P6_F08	0.189296501318	red	1	1.1164	0.11103
MGH53_P6_F09	-0.387605065264	red	1	2.6095	0.062122
MGH53_P6_F10	0.289538123176	red	1	0.55189	0.19156
MGH53_P6_G01	-0.575171730361	red	1	4.1045	0.24975
MGH53_P6_G02	NA	black	0	0	0
MGH53_P6_G03	0.394700001693	red	1	0.22651	0.17377
MGH53_P6_G04	NA	black	0	0	0.097611
MGH53_P6_G05	NA	black	0	4.6023	0
MGH53_P6_G06	NA	black	0	0	0.20289
MGH53_P6_G07	NA	black	0	0.28451	0
MGH53_P6_G08	NA	black	0	0.28214	0
MGH53_P6_G09	0.522768231702	red	1	0.1375	0.10434
MGH53_P6_G10	-1.02155333078	red	1	4.2494	0.092207
MGH53_P6_G11	0.503623973553	red	1	0.23634	0.094912
MGH53_P6_H01	NA	black	0	0	0
MGH53_P6_H02	0.219237526946	red	1	1.0983	0.067639
MGH53_P6_H03	NA	black	0	0	0.13356
MGH53_P6_H04	-0.0284203207701	red	1	1.7557	0.14666
MGH53_P6_H05	NA	black	0	0	1.8938
MGH53_P6_H07	NA	black	0	3.8557	0
MGH53_P6_H09	NA	black	0	0.052416	0
MGH53_P6_H10	NA	black	0	0	0
MGH53_P6_H11	NA	black	0	0.1177	0
MGH53_P7_A01	NA	black	0	0.18777	0
MGH53_P7_A02	NA	black	0	3.9563	0
MGH53_P7_A03	-3.47398132931	black	0	0.18903	2.6425
MGH53_P7_A04	0.291624412047	red	1	0.28688	0.23756
MGH53_P7_A05	-1.23548560539	red	1	4.4799	0.051024
MGH53_P7_A06	NA	black	0	0.12035	0
MGH53_P7_A07	NA	black	0	0	0.13619
MGH53_P7_A09	0.348586883994	red	1	0.2461	0.20289
MGH53_P7_A11	-0.768874064627	red	1	4.0458	0.16221
MGH53_P7_A12	NA	black	0	1.0482	0
MGH53_P7_B01	-0.180054851355	red	1	2.146	0.09356
MGH53_P7_B02	NA	black	0	1.4372	0
MGH53_P7_B03	NA	black	0	0	1.5479
MGH53_P7_B04	0.397494453671	red	1	0.2228	0.17249
MGH53_P7_B05	-0.391610948995	red	1	3.6469	0.28333
MGH53_P7_B06	1.79050282269	black	0	3.3992	1.5524
MGH53_P7_B07	-0.382600276983	red	1	3.5137	0.27262
MGH53_P7_B08	-0.295400207681	red	1	2.5056	0.11902
MGH53_P7_B10	-0.327989329864	red	1	2.4098	0.031395
MGH53_P7_B11	NA	black	0	0.21164	0
MGH53_P7_B12	NA	black	0	0	0.12961
MGH53_P7_C01	NA	black	0	3.1805	0
MGH53_P7_C02	-0.0332692063043	red	1	2.308	0.41576
MGH53_P7_C03	NA	black	0	0	0
MGH53_P7_C04	0.346266003327	red	1	0.24853	0.20414
MGH53_P7_C05	0.102005985679	red	1	1.3657	0.1177
MGH53_P7_C06	3.26937271426	black	0	3.7327	2.1388
MGH53_P7_C07	-0.690831629117	red	1	3.3386	0.066261
MGH53_P7_C09	NA	black	0	0.059355	0
MGH53_P7_C11	-0.676814931643	red	1	3.9308	0.18523
MGH53_P7_C12	NA	black	0	3.8801	0
MGH53_P7_D01	NA	black	0	0	0
MGH53_P7_D02	0.076233078099	red	1	0.79077	0.36737
MGH53_P7_D03	-0.826141446871	red	1	0.39944	1.082
MGH53_P7_D04	0.145318343521	red	1	1.2786	0.079975
MGH53_P7_D05	NA	black	0	0.22897	0
MGH53_P7_D06	NA	black	0	0	0
MGH53_P7_D07	0.232251289441	red	1	0.46884	0.25701
MGH53_P7_D10	-2.85341669829	black	0	0.067639	2.1418
MGH53_P7_D11	NA	black	0	4.136	0
MGH53_P7_D12	NA	black	0	1.6041	0
MGH53_P7_E01	NA	black	0	0	0
MGH53_P7_E02	NA	black	0	0	0.99928
MGH53_P7_E03	NA	black	0	3.1097	0
MGH53_P7_E04	NA	black	0	0.9092	0
MGH53_P7_E05	NA	black	0	0	0.20539
MGH53_P7_E06	NA	black	0	0	0.43189
MGH53_P7_E07	-0.834702240477	red	1	3.6719	0.066261
MGH53_P7_E08	0.362159155799	red	1	0.24123	0.19409
MGH53_P7_E09	0.330043353904	red	1	0.079975	0.23879
MGH53_P7_E10	0.455871756784	red	1	0.18142	0.14012
MGH53_P7_E11	0.477695652839	red	1	0.35389	0.084064
MGH53_P7_E12	NA	black	0	3.6636	0
MGH53_P7_F01	0.438399647812	green3	2	0.11103	0.16479
MGH53_P7_F02	NA	black	0	0.24123	0
MGH53_P7_F04	NA	black	0	4.1893	0
MGH53_P7_F05	NA	black	0	0.11103	0
MGH53_P7_F06	NA	black	0	0	0.34142
MGH53_P7_F08	0.383706518558	red	1	0.36401	0.15445
MGH53_P7_F09	NA	black	0	0	0.14535
MGH53_P7_F10	0.616678898589	red	1	0.073135	0.05797
MGH53_P7_F11	NA	black	0	0	0.12035
MGH53_P7_F12	0.121695335321	red	1	1.3623	0.052416
MGH53_P7_G01	NA	black	0	0	0.20914
MGH53_P7_G03	0.189137519028	red	1	0.60027	0.27501
MGH53_P7_G04	NA	black	0	0	0.21039
MGH53_P7_G05	NA	black	0	0	0.1375
MGH53_P7_G06	NA	black	0	2.3205	0
MGH53_P7_G07	NA	black	0	0.012926	0
MGH53_P7_G08	-1.00375281864	red	1	4.7118	0.16221
MGH53_P7_G09	0.465352410666	red	1	0.1003	0.14926
MGH53_P7_G10	NA	black	0	2.3477	0
MGH53_P7_G11	-0.46733195634	red	1	2.7482	0.042644
MGH53_P7_G12	NA	black	0	2.3488	0
MGH53_P7_H01	NA	black	0	0	0
MGH53_P7_H02	0.299793669734	red	1	0.29631	0.2302
MGH53_P7_H03	0.0364531663682	red	1	1.5519	0.14012
MGH53_P7_H04	NA	black	0	0.21661	0
MGH53_P7_H05	NA	black	0	0	0
MGH53_P7_H06	NA	black	0	0	0
MGH53_P7_H07	0.344873295768	red	1	0.25459	0.20414
MGH53_P7_H08	0.57633260799	red	1	0.10165	0.077243
MGH53_P7_H10	-0.699727168735	red	1	3.3484	0.063503
MGH53_P7_H11	NA	black	0	3.2494	0
MGH53_P7_H12	0.239035635319	red	1	1.0356	0.074505
MGH53_P8_A01	NA	black	0	0	0
MGH53_P8_A02	0.38181878212	red	1	0.084064	0.20539
MGH53_P8_A03	0.51282766388	red	1	0.20914	0.094912
MGH53_P8_A04	NA	black	0	0.74502	0
MGH53_P8_A05	0.422560653898	green3	2	0.40599	0.1137
MGH53_P8_A06	0.0321093810986	red	1	0.29396	0.42546
MGH53_P8_A07	0.197676673204	red	1	0.19535	0.31383
MGH53_P8_A08	-0.225544877335	red	1	2.266	0.09356
MGH53_P8_A09	0.505897956902	red	1	0.16479	0.10969
MGH53_P8_A10	NA	black	0	1.1037	0
MGH53_P8_A11	0.483522420285	red	1	0.09356	0.13881
MGH53_P8_A12	NA	black	0	0	0
MGH53_P8_B03	0.366626902013	red	1	0.24489	0.1903
MGH53_P8_B04	-1.5327645842	red	1	0.24853	1.4875
MGH53_P8_B08	NA	black	0	0	0
MGH53_P8_B09	0.390913063247	red	1	0.6107	0.079975
MGH53_P8_B10	0.470473164368	red	1	0.33914	0.09356
MGH53_P8_B11	0.605328737981	red	1	0.18523	0.037031
MGH53_P8_B12	0.539653276368	red	1	0.12961	0.094912
MGH53_P8_C01	NA	black	0	0.52907	0
MGH53_P8_C02	NA	black	0	0.086784	0
MGH53_P8_C03	0.0348712438455	red	1	1.57	0.086784
MGH53_P8_C04	NA	black	0	0.19283	0
MGH53_P8_C08	0.307378165367	red	1	0.20664	0.23756
MGH53_P8_C09	0.548776100016	red	1	0.23389	0.063503
MGH53_P8_C10	NA	black	0	0.338	0
MGH53_P8_C11	NA	black	0	0	0
MGH53_P8_C12	NA	black	0	0.29396	0
MGH53_P8_D01	NA	black	0	4.3959	0
MGH53_P8_D02	-0.0832837188083	red	1	1.9138	0.12961
MGH53_P8_D03	NA	black	0	0	0
MGH53_P8_D04	NA	black	0	4.3323	0
MGH53_P8_D05	0.259766478682	red	1	0.12829	0.27858
MGH53_P8_D06	NA	black	0	0	0
MGH53_P8_D07	NA	black	0	3.8645	0
MGH53_P8_D08	NA	black	0	0.31846	0
MGH53_P8_D09	-0.993299659193	red	1	3.9897	0.05797
MGH53_P8_D10	0.324495164217	red	1	0.53207	0.16479
MGH53_P8_D11	NA	black	0	0	0
MGH53_P8_E01	NA	black	0	0	0
MGH53_P8_E03	0.446001644871	green3	2	0.18903	0.14535
MGH53_P8_E04	0.279064139694	red	1	0.17632	0.26063
MGH53_P8_E05	-0.543182999296	red	1	4.014	0.25338
MGH53_P8_E06	NA	black	0	0	0.3115
MGH53_P8_E07	-0.22063525492	red	1	2.9756	0.30568
MGH53_P8_E08	NA	black	0	0.20539	0
MGH53_P8_E09	NA	black	0	4.4486	0
MGH53_P8_E10	NA	black	0	0	0.22774
MGH53_P8_E11	NA	black	0	0	0.097611
MGH53_P8_F01	NA	black	0	0.16736	0
MGH53_P8_F02	NA	black	0	0	0.12565
MGH53_P8_F04	-0.920029819775	red	1	4.0852	0.10568
MGH53_P8_F05	NA	black	0	0	0
MGH53_P8_F06	0.288150612305	red	1	0.07861	0.26544
MGH53_P8_F07	-0.708385654609	red	1	4.315	0.22033
MGH53_P8_F08	-0.00952918393322	red	1	1.7111	0.23266
MGH53_P8_F09	0.361843088889	red	1	0.52907	0.13225
MGH53_P8_F11	0.366141178118	red	1	0.29631	0.18142
MGH53_P8_G01	0.482614576783	red	1	0.1635	0.12565
MGH53_P8_G02	0.0667402255585	red	1	0.90072	0.36849
MGH53_P8_G03	-1.28887368498	red	1	5.3116	0.14405
MGH53_P8_G04	NA	black	0	2.9931	0
MGH53_P8_G05	NA	black	0	1.76	0
MGH53_P8_G06	NA	black	0	0	0.8536
MGH53_P8_G07	-0.219336952089	red	1	2.31	0.12829
MGH53_P8_G08	NA	black	0	0	0
MGH53_P8_G09	-1.01403663503	red	1	4.0139	0.053806
MGH53_P8_G10	NA	black	0	0	0
MGH53_P8_G11	0.315947764298	red	1	0.25942	0.22404
MGH53_P8_G12	NA	black	0	0	0.30918
MGH53_P8_H01	-0.583328050357	red	1	0.48233	0.92979
MGH53_P8_H02	NA	black	0	0.59264	0
MGH53_P8_H03	-0.886654778246	red	1	4.0912	0.12035
MGH53_P8_H04	0.158895491807	red	1	0.2461	0.33685
MGH53_P8_H05	-0.194759261858	red	1	2.4311	0.21412
MGH53_P8_H06	0.330456709192	red	1	2.0097	1.6613
MGH53_P8_H07	NA	black	0	0	0.2762
MGH53_P8_H08	0.214006068588	red	1	0.64893	0.24245
MGH53_P8_H09	-1.2379463372	red	1	4.4185	0.03984
MGH53_P8_H10	NA	black	0	0	0.30217
MGH53_P8_H11	0.374151089473	red	1	0.67897	0.071763
MGH53_P8_H12	-0.0123462622755	red	1	0.21164	0.45628
MGH53_P1_A03	-0.673550421435	red	1	3.3252	0.073135
MGH53_P1_A04	NA	black	0	4.7391	0
MGH53_P1_A06	0.709080409365	red	1	2.803	1.1223
MGH53_P1_A07	-0.440342681161	red	1	0.82538	0.9568
MGH53_P1_A08	0.071497446015	red	1	1.4158	0.17505
MGH53_P1_B04	NA	black	0	0	0.52907
MGH53_P1_B08	0.481598607371	red	1	0.39616	0.069015
MGH53_P1_B09	-0.62015385446	red	1	3.9912	0.21785
MGH53_P1_B11	0.0823842445725	red	1	1.2431	0.26544
MGH53_P1_C03	-0.897460351082	red	1	3.649	0.029983
MGH53_P1_C06	-0.373330817476	red	1	2.7956	0.14274
MGH53_P1_C09	-0.506499496925	red	1	3.2651	0.16092
MGH53_P1_C10	-0.660597045434	red	1	3.2627	0.064883
MGH53_P1_D01	0.57633260799	red	1	0.10165	0.077243
MGH53_P1_D05	-0.177555992649	red	1	2.2627	0.16993
MGH53_P1_D12	NA	black	0	0.21164	0
MGH53_P1_E09	0.470110648349	red	1	0.17249	0.13225
MGH53_P1_E12	0.468298039488	red	1	0.44573	0.064883
MGH53_P12_A01	0.553311331221	red	1	0.16092	0.07861
MGH53_P12_A02	NA	black	0	0	0.24367
MGH53_P12_A03	-0.614489283967	red	1	3.2798	0.097611
MGH53_P12_A04	0.144949748709	red	1	0.23879	0.3471
MGH53_P12_A05	0.0931583481934	red	1	1.319	0.19156
MGH53_P12_A06	-0.776029529101	red	1	4.4848	0.21412
MGH53_P12_A08	0.272997001219	red	1	0.68706	0.17377
MGH53_P12_A09	NA	black	0	0.020058	0
MGH53_P12_A10	0.508605176825	red	1	0.16864	0.10702
MGH53_P12_A11	NA	black	0	0	0.18903
MGH53_P12_A12	NA	black	0	0.070389	0
MGH53_P12_B01	0.421364006598	green3	2	0.1003	0.1776
MGH53_P12_B02	-0.0879449573858	red	1	0.21537	0.50792
MGH53_P12_B03	0.0712695769345	red	1	1.46	0.11103
MGH53_P12_B04	0.167420422098	red	1	1.1616	0.12433
MGH53_P12_B05	-0.411638569053	red	1	2.7532	0.094912
MGH53_P12_B06	0.43082875058	green3	2	0.26063	0.14143
MGH53_P12_B07	0.181228072603	red	1	1.1421	0.10969
MGH53_P12_B08	NA	black	0	0.25942	0
MGH53_P12_B09	NA	black	0	3.9333	0
MGH53_P12_B11	-0.303364380861	red	1	1.0697	0.93734
MGH53_P12_B12	0.410837760099	green3	2	0.21412	0.16479
MGH53_P12_C01	-0.355170076452	red	1	3.2781	0.25701
MGH53_P12_C02	NA	black	0	0	0
MGH53_P12_C03	-0.378558765762	red	1	2.9471	0.17887
MGH53_P12_C04	NA	black	0	0.17249	0
MGH53_P12_C05	NA	black	0	0.32308	0
MGH53_P12_C06	-0.577002997072	red	1	0.10434	0.80983
MGH53_P12_C07	NA	black	0	2.2573	0
MGH53_P12_C08	NA	black	0	3.5008	0
MGH53_P12_C09	NA	black	0	0.17632	0
MGH53_P12_C10	-0.970934942684	red	1	4.2978	0.11902
MGH53_P12_C11	NA	black	0	0	1.3386
MGH53_P12_C12	NA	black	0	1.3511	0
MGH53_P12_D01	0.312302006902	red	1	1.9822	1.7373
MGH53_P12_D02	NA	black	0	0	0
MGH53_P12_D03	-0.45989134	red	1	2.9913	0.12829
MGH53_P12_D04	2.46845570682	black	0	4.1986	1.487
MGH53_P12_D05	NA	black	0	0	0.26063
MGH53_P12_D06	-1.18647567574	red	1	5.1893	0.15963
MGH53_P12_D07	-0.482442678215	red	1	0.6397	0.90766
MGH53_P12_D08	-0.55915188299	red	1	3.0566	0.074505
MGH53_P12_D09	-0.362300094309	red	1	3.7478	0.30801
MGH53_P12_D10	NA	black	0	0	0.27143
MGH53_P12_D11	NA	black	0	1.9003	0
MGH53_P12_D12	NA	black	0	3.6037	0
MGH53_P12_E01	-0.747453397687	red	1	3.4359	0.05797
MGH53_P12_E02	NA	black	0	0	0
MGH53_P12_E03	-0.384010197228	red	1	2.7268	0.11103
MGH53_P12_E04	NA	black	0	0	0.27262
MGH53_P12_E05	-1.01192028187	red	1	4.1141	0.073135
MGH53_P12_E06	0.543936596073	red	1	0.123	0.09356
MGH53_P12_E07	NA	black	0	2.2001	0
MGH53_P12_E08	-2.16929370653	black	0	0.46258	2.1336
MGH53_P12_E09	NA	black	0	0	0
MGH53_P12_E10	NA	black	0	0	0.032806
MGH53_P12_E12	0.651808573947	red	1	0.084064	0.032806
MGH53_P12_F01	0.598007310121	red	1	0.17249	0.045443
MGH53_P12_F02	-0.678918750096	red	1	4.0694	0.20289
MGH53_P12_F03	NA	black	0	0.2302	0
MGH53_P12_F04	0.486949953992	red	1	0.16221	0.123
MGH53_P12_F06	0.64339097922	red	1	0.066261	0.042644
MGH53_P12_F07	0.492751342163	red	1	0.22897	0.10434
MGH53_P12_F08	-0.0931061369109	red	1	1.9015	0.074505
MGH53_P12_F09	NA	black	0	4.0647	0
MGH53_P12_F10	NA	black	0	0.074505	0
MGH53_P12_F11	0.554481695638	red	1	0.24975	0.055196
MGH53_P12_F12	0.367722839693	red	1	0.12961	0.20789
MGH53_P12_G01	NA	black	0	0.18396	0
MGH53_P12_G03	NA	black	0	0	0.11503
MGH53_P12_G04	NA	black	0	0	0.13488
MGH53_P12_G07	0.333645194331	red	1	0.15704	0.22651
MGH53_P12_G08	0.457511299859	red	1	0.092207	0.15575
MGH53_P12_G09	-0.20196275544	red	1	0.089498	0.57337
MGH53_P12_G10	0.173886288145	red	1	2.2431	0.78492
MGH53_P12_G11	NA	black	0	0	0
MGH53_P12_G12	NA	black	0	0	0.09356
MGH53_P12_H01	NA	black	0	2.4957	0
MGH53_P12_H02	NA	black	0	3.1117	0
MGH53_P12_H03	-0.0972150620683	red	1	1.9003	0.056584
MGH53_P12_H04	1.77566640052	black	0	2.7811	2.2113
MGH53_P12_H05	-0.391647849349	red	1	2.9732	0.17505
MGH53_P12_H06	-1.76533511136	black	0	0.57046	1.9557
MGH53_P12_H07	-0.0728607993113	red	1	1.6211	1.2431
MGH53_P12_H08	-0.34872022524	red	1	0.95903	0.926
MGH53_P12_H09	1.73616546038	black	0	3.4293	1.5003
MGH53_P12_H10	-0.389049313991	red	1	2.6003	0.056584
MGH53_P12_H11	0.468175374746	red	1	0.17249	0.13356
MGH53_P12_H12	0.0587004512836	red	1	1.5195	0.04684
MGH53_P2_A09	-0.561038013552	red	1	0.35389	0.86711
MGH53_P2_A11	NA	black	0	0.63877	0
MGH53_P2_A12	-0.624803458484	red	1	3.2351	0.079975
MGH53_P2_B05	-0.649660372244	red	1	3.5049	0.12697
MGH53_P2_B07	-2.72562548328	black	0	0.514	2.6178
MGH53_P2_B09	0.313866450949	red	1	0.38184	0.20539
MGH53_P2_B10	0.226462688136	red	1	1.0093	0.10969
MGH53_P2_C01	-0.617993886632	red	1	3.4257	0.12829
MGH53_P2_C02	0.556365393563	red	1	0.060739	0.098958
MGH53_P2_C03	0.276217878169	red	1	0.15056	0.26544
MGH53_P2_C07	-1.00369038326	red	1	4.8596	0.17887
MGH53_P2_C09	-0.265554307725	red	1	3.9594	0.36849
MGH53_P2_D01	NA	black	0	0	0.19156
MGH53_P2_D02	0.635633612168	red	1	0.063503	0.048236
MGH53_P2_D07	NA	black	0	3.4093	0
MGH53_P2_D08	NA	black	0	0	0.12035
MGH53_P2_D12	-0.104485033697	red	1	1.9924	0.14535
MGH53_P2_E04	-0.479894819399	red	1	2.8446	0.067639
MGH53_P2_E10	0.25270310196	red	1	0.53705	0.22774
MGH53_P2_F02	-0.190452181254	red	1	2.1606	0.084064
MGH53_P2_F03	-0.147432458025	red	1	3.1294	0.37518
MGH53_P2_F04	0.876968349986	red	1	3.7327	0.91456
MGH53_P2_F05	NA	black	0	0	0.35952
MGH53_P2_G02	NA	black	0	0	0.097611
MGH53_P2_G07	-0.870643638914	red	1	0.24975	1.0468
MGH53_P2_H01	NA	black	0	3.7942	0
MGH53_P10_A01	0.245771667092	red	1	0.419	0.25338
MGH53_P10_A02	-1.0033506891	red	1	4.5328	0.14012
MGH53_P10_A03	-0.0646178722779	red	1	2.3141	0.36737
MGH53_P10_A04	0.46366730592	red	1	0.27262	0.11503
MGH53_P10_A05	-0.407000498542	red	1	3.1744	0.20664
MGH53_P10_A06	NA	black	0	0	0.09356
MGH53_P10_A07	0.381326673937	red	1	0.12035	0.20038
MGH53_P10_A08	-0.452401965272	red	1	3.3549	0.21039
MGH53_P10_A09	0.171310981433	red	1	1.2333	0.05797
MGH53_P10_A10	-0.331627448869	red	1	3.0349	0.23266
MGH53_P10_A11	0.401089321828	red	1	0.59837	0.074505
MGH53_P10_A12	NA	black	0	0.051024	0
MGH53_P10_B01	-0.149367050506	red	1	2.031	0.060739
MGH53_P10_B02	-0.129651800357	red	1	2.0752	0.14926
MGH53_P10_B03	NA	black	0	0	0.12697
MGH53_P10_B04	0.344826032933	red	1	0.69153	0.097611
MGH53_P10_B05	0.11759550197	red	1	0.13488	0.37072
MGH53_P10_B06	-0.139442022842	red	1	2.4962	0.301
MGH53_P10_B07	NA	black	0	0	0
MGH53_P10_B08	NA	black	0	2.9764	0
MGH53_P10_B09	0.504270966024	red	1	0.29396	0.079975
MGH53_P10_B10	NA	black	0	4.2356	0
MGH53_P10_B11	0.576809941658	red	1	0.1003	0.077243
MGH53_P10_B12	NA	black	0	0	0.066261
MGH53_P10_C01	-0.317875145846	red	1	2.5922	0.12829
MGH53_P10_C02	-0.100265495486	red	1	2.3306	0.31615
MGH53_P10_C03	NA	black	0	0	0.060739
MGH53_P10_C04	0.506601772233	red	1	0.28214	0.08134
MGH53_P10_C05	-0.631861822837	red	1	4.4213	0.25942
MGH53_P10_C06	-0.580199238667	red	1	3.8432	0.21661
MGH53_P10_C07	0.189236351147	red	1	0.32998	0.30801
MGH53_P10_C08	0.471296208545	red	1	0.38184	0.08134
MGH53_P10_C09	-0.837338475544	red	1	3.964	0.12035
MGH53_P10_C10	0.374857286083	red	1	0.079975	0.21039
MGH53_P10_C11	-1.0406328152	red	1	0.52907	1.3271
MGH53_P10_C12	0.357803445274	red	1	0.14012	0.21288
MGH53_P10_D01	0.558723984913	red	1	0.085425	0.092207
MGH53_P10_D02	NA	black	0	0	0.16092
MGH53_P10_D03	-0.0214199374066	red	1	1.7181	0.075875
MGH53_P10_D04	NA	black	0	0.086784	0
MGH53_P10_D05	0.505307279244	red	1	0.14796	0.1137
MGH53_P10_D06	NA	black	0	0	0
MGH53_P10_D07	NA	black	0	3.9112	0
MGH53_P10_D08	NA	black	0	0	0.13093
MGH53_P10_D09	NA	black	0	0	0
MGH53_P10_D12	NA	black	0	0	0.14405
MGH53_P10_E01	0.488294893914	red	1	0.38736	0.066261
MGH53_P10_E03	NA	black	0	0	0.1635
MGH53_P10_E04	0.501033693506	red	1	0.19787	0.10568
MGH53_P10_E05	NA	black	0	0	1.7719
MGH53_P10_E06	2.92370577461	black	0	3.479	2.1808
MGH53_P10_E07	NA	black	0	2.2507	0
MGH53_P10_E08	NA	black	0	0	0.24245
MGH53_P10_E09	0.150789407634	red	1	1.1144	0.18396
MGH53_P10_E10	NA	black	0	0	0.10434
MGH53_P10_E11	-0.881435387247	red	1	4.1894	0.1375
MGH53_P10_E12	NA	black	0	0	0.059355
MGH53_P10_F01	NA	black	0	2.6213	0
MGH53_P10_F02	2.66293882854	black	0	3.1587	2.3929
MGH53_P10_F03	-1.01085504729	red	1	4.0361	0.059355
MGH53_P10_F04	-0.694750988558	red	1	0.19535	0.90997
MGH53_P10_F05	0.204960690775	red	1	0.1635	0.3115
MGH53_P10_F06	NA	black	0	0.18523	0
MGH53_P10_F07	NA	black	0	1.1865	0
MGH53_P10_F08	NA	black	0	0.11237	0
MGH53_P10_F09	0.581229077462	red	1	0.10568	0.073135
MGH53_P10_F10	0.465643603337	red	1	0.14796	0.14012
MGH53_P10_F12	NA	black	0	2.2507	0
MGH53_P10_G01	0.515851605016	red	1	0.14012	0.10836
MGH53_P10_G02	0.489247409056	red	1	0.21039	0.11103
MGH53_P10_G03	-0.391332402535	red	1	2.6152	0.060739
MGH53_P10_G04	NA	black	0	0	0
MGH53_P10_G05	0.488700389912	red	1	0.32769	0.082703
MGH53_P10_G07	0.526237737531	red	1	0.20414	0.086784
MGH53_P10_G08	0.290667156752	red	1	0.23879	0.24489
