Cell_name	Zvalue	Color	Cluster	HMGA1	INSR
MGH36_P6_F12	1.74085952341	green3	2	0.48027	0.14405
MGH36_P6_G01	0.301664129871	red	1	0.30685	1.3363
MGH36_P6_G02	NA	black	0	3.577	0
MGH36_P6_G03	NA	black	0	0	0.9222
MGH36_P6_G04	NA	black	0	0	3.2985
MGH36_P6_G05	NA	black	0	0	3.0199
MGH36_P6_G06	NA	black	0	0	0
MGH36_P6_G07	NA	black	0	0	0
MGH36_P6_G08	NA	black	0	0	2.1782
MGH36_P6_G09	NA	black	0	0	0.9568
MGH36_P6_G10	NA	black	0	0	0
MGH36_P6_G11	NA	black	0	0	2.639
MGH36_P6_G12	NA	black	0	0	0.15186
MGH36_P6_H06	NA	black	0	0	0
MGH36_P6_H07	NA	black	0	0	1.8375
MGH36_P6_H10	NA	black	0	0	1.148
MGH36_P6_H12	2.16678249183	black	0	0.17505	0.037031
MGH36_P7_A01	1.30153026979	red	1	1.0186	0.045443
MGH36_P7_A02	NA	black	0	0	0.79327
MGH36_P7_A03	NA	black	0	0	0
MGH36_P7_A04	NA	black	0	0	4.5861
MGH36_P7_A06	0.83686793665	red	1	3.7754	2.6119
MGH36_P7_A07	NA	black	0	0	3.3179
MGH36_P7_A08	NA	black	0	0	0
MGH36_P7_A09	NA	black	0	0	1.9119
MGH36_P7_A10	NA	black	0	0	0
MGH36_P7_A11	NA	black	0	0	1.7937
MGH36_P7_A12	NA	black	0	0	0
MGH36_P7_B01	NA	black	0	0	0
MGH36_P7_B02	NA	black	0	0.2857	0
MGH36_P7_B03	0.093912956977	red	1	2.6095	2.2088
MGH36_P7_B04	NA	black	0	0	0
MGH36_P7_B06	NA	black	0	0	1.4238
MGH36_P7_B07	NA	black	0	0	0
MGH36_P7_B08	NA	black	0	0	0
MGH36_P7_B09	NA	black	0	0	1.8961
MGH36_P7_B10	NA	black	0	0	0.58785
MGH36_P7_B11	NA	black	0	0	0.69688
MGH36_P7_B12	NA	black	0	0	1.4926
MGH36_P7_C11	NA	black	0	0	1.6201
MGH36_P7_D01	0.0633916351341	red	1	3.1334	1.8396
MGH36_P7_D02	NA	black	0	0	2.2723
MGH36_P7_D03	NA	black	0	0	0
MGH36_P7_D05	NA	black	0	0	0
MGH36_P7_D06	NA	black	0	0	1.7736
MGH36_P7_D07	NA	black	0	0	2.0925
MGH36_P7_D08	NA	black	0	0	0
MGH36_P7_D09	NA	black	0	0	0
MGH36_P7_D10	NA	black	0	0	0.38626
MGH36_P7_D11	NA	black	0	4.5486	0
MGH36_P7_E01	NA	black	0	0	4.9052
MGH36_P7_E03	NA	black	0	0	1.816
MGH36_P7_E04	NA	black	0	0	1.2827
MGH36_P7_E05	NA	black	0	0	4.723
MGH36_P7_E07	1.59601116858	green3	2	3.6384	3.6579
MGH36_P7_E08	NA	black	0	0	1.9877
MGH36_P7_E10	NA	black	0	2.648	0
MGH36_P7_E12	-1.11306262476	red	1	3.1541	0.098958
MGH36_P7_F01	NA	black	0	0	2.3556
MGH36_P7_F02	NA	black	0	0	1.7609
MGH36_P7_F03	NA	black	0	0	1.8683
MGH36_P7_F04	NA	black	0	0	0
MGH36_P7_F06	NA	black	0	0	2.69
MGH36_P7_F08	NA	black	0	0	0
MGH36_P7_F09	NA	black	0	0	0
MGH36_P7_F10	NA	black	0	0	1.5084
MGH36_P7_F11	NA	black	0	0	4.3841
MGH36_P7_F12	NA	black	0	0	2.0058
MGH36_P7_G01	NA	black	0	0	3.5317
MGH36_P7_G02	-1.98926416189	black	0	3.8045	0.041243
MGH36_P7_G03	-0.754487625178	red	1	2.1359	4.4472
MGH36_P7_G04	-1.67842739969	red	1	3.6979	0.1903
MGH36_P7_G05	NA	black	0	0	0
MGH36_P7_G06	NA	black	0	0	1.8294
MGH36_P7_G08	NA	black	0	0	2.6537
MGH36_P7_G09	NA	black	0	0	0.64339
MGH36_P7_G10	NA	black	0	0	2.4908
MGH36_P7_G11	NA	black	0	0	1.3482
MGH36_P7_H01	-5.33055772992	black	0	0.37518	4.9879
MGH36_P7_H02	NA	black	0	0	1.6485
MGH36_P7_H03	NA	black	0	0	3.2324
MGH36_P7_H04	NA	black	0	0	0
MGH36_P7_H07	NA	black	0	0	0
MGH36_P7_H08	NA	black	0	0	4.0832
MGH36_P7_H10	-0.249063052436	red	1	3.7769	1.5341
MGH36_P7_H11	NA	black	0	0	0.24489
MGH36_P7_H12	NA	black	0	0	1.8659
MGH36_P5_A02	0.128214373072	red	1	1.0573	1.4526
MGH36_P5_A03	NA	black	0	0	0.18142
MGH36_P5_A05	NA	black	0	0	1.4563
MGH36_P5_A06	NA	black	0	0	0
MGH36_P5_A07	-0.427190167224	red	1	1.9434	2.9441
MGH36_P5_A08	NA	black	0	0.38073	0
MGH36_P5_A09	NA	black	0	0	0
MGH36_P5_B02	-0.370733516081	red	1	1.7626	2.4911
MGH36_P5_B03	0.495958788738	red	1	2.9288	3.0706
MGH36_P5_B04	-0.886179520327	red	1	2.9672	0.10299
MGH36_P5_B05	NA	black	0	0	3.6348
MGH36_P5_B06	NA	black	0	0	0
MGH36_P5_B07	NA	black	0	0	0
MGH36_P5_B08	NA	black	0	0	0
MGH36_P5_B09	-0.200212347533	red	1	2.7976	1.1699
MGH36_P5_B10	0.100061575809	red	1	4.6466	1.8867
MGH36_P5_B11	-2.65655676422	black	0	4.4661	0.16864
MGH36_P5_C01	NA	black	0	0	2.8377
MGH36_P5_C02	NA	black	0	0	2.8982
MGH36_P5_C03	NA	black	0	0	3.0917
MGH36_P5_C04	-4.26060461067	black	0	0.37629	4.3561
MGH36_P5_C05	-2.20129007113	black	0	0.22527	2.9574
MGH36_P5_C06	NA	black	0	0	5.0629
MGH36_P5_C09	0.878450186124	red	1	0.08134	0.97085
MGH36_P5_C11	NA	black	0	0	0
MGH36_P5_C12	NA	black	0	0	1.8148
MGH36_P5_D01	NA	black	0	0	0.33113
MGH36_P5_D02	-0.0425241957599	red	1	0.38073	1.585
MGH36_P5_D03	-1.13796907515	red	1	0.44255	2.3865
MGH36_P5_D04	-0.181277396832	red	1	1.4281	1.9019
MGH36_P5_D06	NA	black	0	0	2.4621
MGH36_P5_D07	0.169448214252	red	1	4.8691	1.934
MGH36_P5_D08	-0.203728349808	red	1	2.5023	0.61542
MGH36_P5_D09	NA	black	0	0	0
MGH36_P5_D11	NA	black	0	0	0
MGH36_P5_D12	NA	black	0	0	0.055196
MGH36_P5_E01	NA	black	0	0	0
MGH36_P5_E02	NA	black	0	0	0
MGH36_P5_E03	-0.249932185092	red	1	1.3522	1.9716
MGH36_P5_E05	NA	black	0	0	3.0502
MGH36_P5_E07	NA	black	0	0	2.8867
MGH36_P5_E08	NA	black	0	0	0
MGH36_P5_E09	NA	black	0	0	0.27143
MGH36_P5_E10	NA	black	0	0	0.66812
MGH36_P5_E11	NA	black	0	1.0208	0
MGH36_P5_F02	-0.425463712482	red	1	2.6204	0.2461
MGH36_P5_F04	NA	black	0	0	3.7659
MGH36_P5_F05	0.419859825529	red	1	3.3567	2.3349
MGH36_P5_F06	NA	black	0	0.57434	0
MGH36_P5_F07	NA	black	0	0.65535	0
MGH36_P5_F08	NA	black	0	0	0
MGH36_P5_F09	NA	black	0	5.6478	0
MGH36_P5_F10	1.04200748249	red	1	3.337	3.3651
MGH36_P5_F11	-0.0158884232377	red	1	1.4244	1.6457
MGH36_P5_G01	NA	black	0	0	0
MGH36_P5_G02	-0.298614284221	red	1	3.4924	1.4038
MGH36_P5_G04	NA	black	0	0	1.5251
MGH36_P5_G06	NA	black	0	0	3.3753
MGH36_P5_G07	NA	black	0	0	0
MGH36_P5_G08	NA	black	0	0	3.5816
MGH36_P5_G09	NA	black	0	0	0
MGH36_P5_G10	-0.118872803309	red	1	2.8454	1.4093
MGH36_P5_G11	1.94178541197	black	0	4.3552	3.2189
MGH36_P5_H02	NA	black	0	0	0
MGH36_P5_H03	NA	black	0	0	0.063503
MGH36_P5_H05	NA	black	0	0	0.028569
MGH36_P5_H06	NA	black	0	0	0
MGH36_P5_H07	NA	black	0	0.1137	0
MGH36_P5_H09	0.312257238977	red	1	1.2969	1.1667
MGH36_P10_A02	NA	black	0	0	2.3092
MGH36_P10_A04	-0.229191104324	red	1	1.6149	2.0731
MGH36_P10_A05	NA	black	0	1.8065	0
MGH36_P10_A06	NA	black	0	0	0
MGH36_P10_A07	-0.631024175171	red	1	0.71633	2.1174
MGH36_P10_A09	NA	black	0	0.96938	0
MGH36_P10_A11	NA	black	0	0	0
MGH36_P10_A12	NA	black	0	0	0
MGH36_P10_B01	NA	black	0	0	2.852
MGH36_P10_B03	NA	black	0	0	2.2219
MGH36_P10_B05	-1.73776715737	red	1	4.0763	0.47405
MGH36_P10_B07	0.198987939304	red	1	2.8815	2.2431
MGH36_P10_B08	NA	black	0	0	1.3225
MGH36_P10_B10	0.421900667303	red	1	2.9661	2.7485
MGH36_P10_B11	NA	black	0	0.86315	0
MGH36_P10_C01	-0.488917836016	red	1	1.8379	2.8626
MGH36_P10_C03	NA	black	0	0	1.082
MGH36_P10_C04	-0.0650758832877	red	1	2.359	0.82701
MGH36_P10_C06	NA	black	0	0	1.4049
MGH36_P10_C07	NA	black	0	0	0
MGH36_P10_C08	NA	black	0	0	0
MGH36_P10_C09	NA	black	0	0	3.7014
MGH36_P10_C10	0.258042884143	red	1	3.8088	2.0186
MGH36_P10_C12	0.743473017284	red	1	3.39	2.7929
MGH36_P10_D01	NA	black	0	0	1.4818
MGH36_P10_D02	-0.320659849893	red	1	4.3052	1.5797
MGH36_P10_D03	NA	black	0	0	1.4351
MGH36_P10_D04	NA	black	0	0	2.496
MGH36_P10_D05	NA	black	0	0	1.3127
MGH36_P10_D07	NA	black	0	0	3.1341
MGH36_P10_D09	NA	black	0	0	0
MGH36_P10_D10	0.519002356134	red	1	1.0759	0.98696
MGH36_P10_D11	-0.293890211681	red	1	3.3482	1.3545
MGH36_P10_D12	-0.937554124975	red	1	2.9977	0.079975
MGH36_P10_E02	-1.38030790948	red	1	3.5283	0.2857
MGH36_P10_E03	NA	black	0	3.5358	0
MGH36_P10_E04	NA	black	0	0	1.751
MGH36_P10_E05	NA	black	0	0	1.7485
MGH36_P10_E07	NA	black	0	0	0
MGH36_P10_E10	NA	black	0	0	0
MGH36_P10_E11	NA	black	0	0	0
MGH36_P10_E12	NA	black	0	0	1.5878
MGH36_P10_F02	NA	black	0	0	2.7786
MGH36_P10_F03	-0.0754555212288	red	1	3.6941	1.6889
MGH36_P10_F05	-1.08993742745	red	1	3.2599	0.28096
MGH36_P10_F06	NA	black	0	0	0.52005
MGH36_P10_F08	NA	black	0	0	0
MGH36_P10_F09	NA	black	0	0	3.0054
MGH36_P10_F10	NA	black	0	3.0878	0
MGH36_P10_F11	NA	black	0	0	1.1368
MGH36_P10_F12	0.516817017851	red	1	1.0847	0.9855
MGH36_P10_G01	NA	black	0	0	2.0072
MGH36_P10_G02	0.0283943392608	red	1	2.2001	1.1414
MGH36_P10_G03	-0.0961676540643	red	1	2.6243	1.2987
MGH36_P10_G05	NA	black	0	0	2.4052
MGH36_P10_G06	NA	black	0	0	1.6749
MGH36_P10_G07	1.3425833655	red	1	0.21164	0.61447
MGH36_P10_G08	-0.472276600456	red	1	0.63691	1.9598
MGH36_P10_G09	NA	black	0	0.82049	0
MGH36_P10_G10	NA	black	0	2.4523	0
MGH36_P10_G11	NA	black	0	0	0
MGH36_P10_H01	-0.327237083818	red	1	1.5251	2.1814
MGH36_P10_H03	0.410934127514	red	1	1.1667	1.0834
MGH36_P10_H04	NA	black	0	0	0
MGH36_P10_H05	NA	black	0	0	0.88675
MGH36_P10_H06	NA	black	0	0	1.3033
MGH36_P10_H09	NA	black	0	0	0
MGH36_P10_H11	NA	black	0	0	0
MGH36_P10_H12	NA	black	0	0	0
MGH36_P8_A01	NA	black	0	0	0
MGH36_P8_A03	0.860843543013	red	1	0.69866	0.79743
MGH36_P8_A04	NA	black	0	1.1057	0
MGH36_P8_A06	NA	black	0	0	3.0108
MGH36_P8_A07	0.606028300747	red	1	3.0377	3.0917
MGH36_P8_A08	-0.192840505736	red	1	3.1263	1.4049
MGH36_P8_A09	NA	black	0	1.3752	0
MGH36_P8_A11	-0.21372678761	red	1	2.4929	0.54399
MGH36_P8_A12	NA	black	0	0	0
MGH36_P8_B01	NA	black	0	0	0.39397
MGH36_P8_B02	NA	black	0	0	0
MGH36_P8_B03	0.148226932277	red	1	1.2333	1.4131
MGH36_P8_B04	0.255799178698	red	1	0.96495	1.3208
MGH36_P8_B05	NA	black	0	1.5175	0
MGH36_P8_B08	NA	black	0	0	1.2123
MGH36_P8_B09	NA	black	0	0	2.5624
MGH36_P8_B10	NA	black	0	0	0.65901
MGH36_P8_B11	-0.930915534527	red	1	3.136	0.31499
MGH36_P8_B12	NA	black	0	0	0
MGH36_P8_C01	1.18782576345	red	1	0.70576	0.4813
MGH36_P8_C02	0.324173500758	red	1	3.1149	2.3311
MGH36_P8_C03	NA	black	0	2.4649	0
MGH36_P8_C05	NA	black	0	0	0.24489
MGH36_P8_C06	0.803161010468	red	1	0.90072	0.75189
MGH36_P8_C09	NA	black	0	0	1.6295
MGH36_P8_C10	0.363129544952	red	1	2.8988	2.7135
MGH36_P8_C12	NA	black	0	0	0
MGH36_P8_D01	NA	black	0	0	0.35163
MGH36_P8_D03	NA	black	0	0	0
MGH36_P8_D04	NA	black	0	0	1.1243
MGH36_P8_D05	-0.981467948285	red	1	3.7325	0.83915
MGH36_P8_D07	-0.265481591122	red	1	2.5321	0.47508
MGH36_P8_D08	NA	black	0	1.3545	0
MGH36_P8_D09	NA	black	0	0.6107	0
MGH36_P8_D10	1.53513664578	green3	2	0.43403	0.35163
MGH36_P8_D11	0.00577029579211	red	1	2.1776	1.6074
MGH36_P8_D12	-1.03106185359	red	1	0.52406	2.3482
MGH36_P8_E01	-1.25675984193	red	1	1.0405	2.8879
MGH36_P8_E02	-0.0361257452851	red	1	2.4319	1.3311
MGH36_P8_E03	1.29237812606	red	1	0.33342	0.59932
MGH36_P8_E04	0.716274379869	red	1	1.1506	0.68437
MGH36_P8_E05	NA	black	0	0	3.1892
MGH36_P8_E06	NA	black	0	0	0.11902
MGH36_P8_E08	-1.37553637025	red	1	3.6567	0.42008
MGH36_P8_E10	NA	black	0	0	0.64062
MGH36_P8_F02	NA	black	0	2.3912	0
MGH36_P8_F04	NA	black	0	0	1.3522
MGH36_P8_F05	NA	black	0	0	0.42868
MGH36_P8_F07	NA	black	0	0	1.3242
MGH36_P8_F09	NA	black	0	0	1.4931
MGH36_P8_G01	-0.173561828579	red	1	2.4691	0.63506
MGH36_P8_G02	0.0877074466312	red	1	2.8787	1.9385
MGH36_P8_G03	NA	black	0	2.9311	0
MGH36_P8_G04	-0.612409116555	red	1	1.1454	2.3083
MGH36_P8_G05	NA	black	0	0	2.3852
MGH36_P8_G06	-1.18733667063	red	1	3.4519	0.39944
MGH36_P8_G07	NA	black	0	0	0
MGH36_P8_G08	-0.0040224419605	red	1	2.2789	1.8016
MGH36_P8_G09	-0.360556795925	red	1	3.8353	1.4463
MGH36_P8_G10	1.10653511723	red	1	0.89453	0.42008
MGH36_P8_G12	NA	black	0	0	0
MGH36_P8_H01	NA	black	0	0	0
MGH36_P8_H03	NA	black	0	0	2.2948
MGH36_P8_H04	NA	black	0	0	2.7301
MGH36_P8_H06	NA	black	0	2.3693	0
MGH36_P8_H07	-0.0811263313814	red	1	2.3306	0.53705
MGH36_P8_H09	NA	black	0	2.145	0
MGH36_P8_H10	NA	black	0	0	3.4854
MGH36_P8_H11	-0.288397861839	red	1	0.41468	1.7681
MGH36_P9_A01	1.09914529981	red	1	0.89918	0.42438
MGH36_P9_A02	NA	black	0	0	0
MGH36_P9_A03	NA	black	0	0.76723	0
MGH36_P9_A05	NA	black	0	3.5454	0
MGH36_P9_A06	NA	black	0	0	0.45943
MGH36_P9_A07	-0.335020731851	red	1	0.80653	1.8891
MGH36_P9_A09	NA	black	0	0	3.0416
MGH36_P9_A10	0.310398701696	red	1	1.8568	0.47301
MGH36_P9_A11	-0.449889933467	red	1	3.0783	0.95531
MGH36_P9_A12	-0.0646491832264	red	1	2.3095	0.53007
MGH36_P9_B01	0.21112760101	red	1	1.9396	0.67356
MGH36_P9_B04	NA	black	0	0	2.6924
MGH36_P9_B06	NA	black	0	0	0
MGH36_P9_B07	NA	black	0	0	0.47301
MGH36_P9_B08	0.0612586144778	red	1	2.1554	0.60217
MGH36_P9_B09	NA	black	0	0	0.72857
MGH36_P9_B10	NA	black	0	2.1808	0
MGH36_P9_B11	0.349023017391	red	1	0.99132	1.2141
MGH36_P9_B12	-0.154356227938	red	1	1.7553	2.0119
MGH36_P9_C01	NA	black	0	0	0.62574
MGH36_P9_C02	NA	black	0	0	1.2216
MGH36_P9_C03	NA	black	0	0	0
MGH36_P9_C05	NA	black	0	0	0.21164
MGH36_P9_C07	0.0246908205667	red	1	2.1859	0.25096
MGH36_P9_C08	1.49479270838	green3	2	0.44255	0.37962
MGH36_P9_C09	NA	black	0	2.2107	0
MGH36_P9_C11	-0.252613527517	red	1	3.9648	1.5695
MGH36_P9_C12	NA	black	0	0	0
MGH36_P9_D05	NA	black	0	0	0.46258
MGH36_P9_D07	1.4048207402	green3	2	5.0525	2.5893
MGH36_P9_D08	NA	black	0	0	0
MGH36_P9_D09	NA	black	0	1.4378	0
MGH36_P9_D10	NA	black	0	0	0
MGH36_P9_D11	NA	black	0	0	0.89375
MGH36_P9_E01	-2.48945412047	black	0	4.3984	0.21785
MGH36_P9_E02	0.409920266535	red	1	1.6041	0.73812
MGH36_P9_E03	NA	black	0	0	2.7939
MGH36_P9_E04	NA	black	0	2.2247	0
MGH36_P9_E05	NA	black	0	0.44467	0
MGH36_P9_E06	NA	black	0	0	0
MGH36_P9_E07	0.799376262203	red	1	1.2744	0.43189
MGH36_P9_E08	NA	black	0	0	1.6475
MGH36_P9_E10	NA	black	0	0	0.5509
MGH36_P9_E11	NA	black	0	0	0
MGH36_P9_E12	NA	black	0	0	0.37407
MGH36_P9_F02	-0.348571851208	red	1	2.0721	3.0784
MGH36_P9_F03	NA	black	0	0.72944	0
MGH36_P9_F04	NA	black	0	0	0
MGH36_P9_F08	NA	black	0	0	1.3414
MGH36_P9_F09	NA	black	0	0	0
MGH36_P9_F10	NA	black	0	0	0.21785
MGH36_P9_F11	-0.0801869298296	red	1	1.3323	1.7286
MGH36_P9_F12	0.462464077904	red	1	1.7553	0.20914
MGH36_P9_G03	-0.0373087358231	red	1	1.8938	1.7727
MGH36_P9_G04	NA	black	0	3.7544	0
MGH36_P9_G05	NA	black	0	0	2.3437
MGH36_P9_G06	0.539364520632	red	1	0.976	1.0065
MGH36_P9_G07	NA	black	0	0	3.2099
MGH36_P9_G08	-0.249062977115	red	1	3.7004	1.5165
MGH36_P9_G09	NA	black	0	1.291	0
MGH36_P9_G10	1.56943162375	green3	2	0.19661	0.45838
MGH36_P9_G11	1.31157510533	red	1	0.56169	0.46153
MGH36_P9_H01	NA	black	0	0	0
MGH36_P9_H02	NA	black	0	0	0.63041
MGH36_P9_H03	NA	black	0	2.6704	0
MGH36_P9_H04	NA	black	0	0	0.58785
MGH36_P9_H06	-0.211458046841	red	1	2.7687	1.1097
MGH36_P9_H07	NA	black	0	1.8671	0
MGH36_P9_H08	NA	black	0	0	2.2029
MGH36_P9_H10	-1.42151921719	red	1	3.4194	0.11503
MGH36_P9_H11	-0.59250951698	red	1	1.4222	2.4919
MGH36_P9_H12	NA	black	0	0	0.6107
MGH36_P2_A01	NA	black	0	0	2.9661
MGH36_P2_A03	NA	black	0	0	2.6201
MGH36_P2_A04	NA	black	0	0	0.25096
MGH36_P2_A05	-0.113019286309	red	1	2.1414	2.3732
MGH36_P2_A06	NA	black	0	0	0
MGH36_P2_A07	NA	black	0	0	1.4688
MGH36_P2_A08	NA	black	0	0	2.4967
MGH36_P2_A11	NA	black	0	0	3.8882
MGH36_P2_B03	-0.576406527438	red	1	1.1124	2.2494
MGH36_P2_B04	NA	black	0	0	1.98
MGH36_P2_B05	NA	black	0	0	0
MGH36_P2_B06	NA	black	0	0	1.03
MGH36_P2_B07	NA	black	0	2.847	0
MGH36_P2_B08	-0.263390723171	red	1	2.8817	1.1084
MGH36_P2_B09	NA	black	0	0.60597	0
MGH36_P2_B10	NA	black	0	0	4.0105
MGH36_P2_B11	1.00038427287	red	1	3.8195	2.7555
MGH36_P2_B12	NA	black	0	0	0.090853
MGH36_P2_C02	NA	black	0	0	1.1084
MGH36_P2_C03	0.139524753749	red	1	2.6647	2.3474
MGH36_P2_C04	1.75979623341	green3	2	0.11636	0.36401
MGH36_P2_C07	0.0295573553435	red	1	2.2016	1.058
MGH36_P2_C08	NA	black	0	0	1.4168
MGH36_P2_C09	-0.447455346461	red	1	3.1237	1
MGH36_P2_C10	NA	black	0	0	1.419
MGH36_P2_C11	NA	black	0	0	0
MGH36_P2_C12	NA	black	0	0	2.5984
MGH36_P2_D01	NA	black	0	0	0
MGH36_P2_D02	NA	black	0	0	0
MGH36_P2_D04	NA	black	0	0.4678	0
MGH36_P2_D05	NA	black	0	0	0
MGH36_P2_D06	NA	black	0	3.6704	0
MGH36_P2_D07	NA	black	0	0	0
MGH36_P2_D08	0.810737623228	red	1	1.488	0.014355
MGH36_P2_D09	0.398649700261	red	1	1.1427	1.109
MGH36_P2_D10	NA	black	0	0	0
MGH36_P2_D11	NA	black	0	2.937	0
MGH36_P2_E01	NA	black	0	1.6772	0
MGH36_P2_E02	NA	black	0	0	2.0652
MGH36_P2_E03	NA	black	0	0	1.5023
MGH36_P2_E04	NA	black	0	0	0.02148
MGH36_P2_E06	NA	black	0	0	1.308
MGH36_P2_E07	NA	black	0	0	1.5296
MGH36_P2_E08	-0.260667419963	red	1	0.67807	1.7949
MGH36_P2_E09	NA	black	0	0	0
MGH36_P2_E10	NA	black	0	0	1.7987
MGH36_P2_F02	-0.577754098345	red	1	3.0626	0.73552
MGH36_P2_F03	NA	black	0	0	0
MGH36_P2_F04	NA	black	0	0	2.841
MGH36_P2_F06	NA	black	0	0	0.39067
MGH36_P2_F07	-1.30515604347	red	1	4.1526	0.83269
MGH36_P2_F08	-1.01513822153	red	1	0.21164	2.2073
MGH36_P2_F10	NA	black	0	0	1.1362
MGH36_P2_F11	NA	black	0	0	0
MGH36_P2_F12	NA	black	0	0	1.85
MGH36_P2_G01	NA	black	0	0	1.9126
MGH36_P2_G02	NA	black	0	0	3.1824
MGH36_P2_G03	NA	black	0	0	1.7066
MGH36_P2_G04	NA	black	0	0	0
MGH36_P2_G05	-0.06378255339	red	1	3.3112	1.6517
MGH36_P2_G07	NA	black	0	0	1.6196
MGH36_P2_G08	NA	black	0	0	0
MGH36_P2_G09	NA	black	0	0	1.9564
MGH36_P2_G11	NA	black	0	0	0
MGH36_P2_G12	NA	black	0	0	0.19409
MGH36_P2_H01	NA	black	0	0	0
MGH36_P2_H02	-0.108379568071	red	1	4.4106	1.7386
MGH36_P2_H03	NA	black	0	0	3.2392
MGH36_P2_H04	-2.48988565391	black	0	0.70576	3.5722
MGH36_P2_H05	NA	black	0	0	0
MGH36_P2_H06	NA	black	0	0	0
MGH36_P2_H07	NA	black	0	0	2.067
MGH36_P2_H10	0.712229727208	red	1	3.1562	3.0795
MGH53_P5_A02	NA	black	0	0	0
MGH53_P5_A03	NA	black	0	0	2.4983
MGH53_P5_A04	NA	black	0	0	1.792
MGH53_P5_A06	NA	black	0	0	0.28924
MGH53_P5_A07	NA	black	0	0	0
MGH53_P5_A08	0.899471133609	red	1	3.5521	2.8494
MGH53_P5_A09	0.18581998288	red	1	3.0649	2.0861
MGH53_P5_A11	NA	black	0	0	0.3115
MGH53_P5_B01	NA	black	0	0	1.4388
MGH53_P5_B03	NA	black	0	0	0
MGH53_P5_B04	0.549426883722	red	1	1.3403	0.76808
MGH53_P5_B05	NA	black	0	0	1.5494
MGH53_P5_B06	NA	black	0	0	0
MGH53_P5_B07	1.23873489237	red	1	3.5199	3.3564
MGH53_P5_B08	-0.325902697276	red	1	2.5595	0.35727
MGH53_P5_B09	NA	black	0	2.6971	0
MGH53_P5_B10	-0.500461830966	red	1	2.6817	0.22157
MGH53_P5_B11	NA	black	0	0	0.59837
MGH53_P5_B12	NA	black	0	0	3.1476
MGH53_P5_C01	NA	black	0	0	0
MGH53_P5_C02	NA	black	0	0	1.9924
MGH53_P5_C03	NA	black	0	0	2.7851
MGH53_P5_C04	NA	black	0	0	2.7455
MGH53_P5_C05	NA	black	0	0	0
MGH53_P5_C06	NA	black	0	0	0
MGH53_P5_C07	NA	black	0	0	0.22033
MGH53_P5_C08	NA	black	0	3.6427	0
MGH53_P5_C09	NA	black	0	1.0151	0
MGH53_P5_C10	NA	black	0	0	0
MGH53_P5_C11	NA	black	0	0.56462	0
MGH53_P5_D01	0.515891998866	red	1	1.5974	0.48543
MGH53_P5_D02	-0.00805468868396	red	1	2.4444	3.5434
MGH53_P5_D04	-1.08700975573	red	1	3.2962	0.33113
MGH53_P5_D05	NA	black	0	0	1.4473
MGH53_P5_D07	NA	black	0	0	0.62012
MGH53_P5_D08	NA	black	0	0	0
MGH53_P5_D09	NA	black	0	1.8024	0
MGH53_P5_D11	NA	black	0	0	0.88049
MGH53_P5_E01	NA	black	0	0	0.36289
MGH53_P5_E02	-0.231875330484	red	1	3.0842	1.319
MGH53_P5_E03	NA	black	0	5.6617	0
MGH53_P5_E04	NA	black	0	0	0
MGH53_P5_E06	NA	black	0	0	0
MGH53_P5_E08	NA	black	0	5.4081	0
MGH53_P5_E09	NA	black	0	0	1.3663
MGH53_P5_E11	NA	black	0	3.2079	0
MGH53_P5_F01	NA	black	0	0	0
MGH53_P5_F03	NA	black	0	0	0
MGH53_P5_F05	NA	black	0	0	1.0293
MGH53_P5_F06	2.2485044181	black	0	3.7766	4.244
MGH53_P5_F07	NA	black	0	0	0
MGH53_P5_F08	NA	black	0	0	2.518
MGH53_P5_F10	NA	black	0	0	0
MGH53_P5_F11	NA	black	0	4.1495	0
MGH53_P5_G01	NA	black	0	0	0
MGH53_P5_G04	NA	black	0	0	0
MGH53_P5_G05	NA	black	0	0	1.1795
MGH53_P5_G07	NA	black	0	0	1.3522
MGH53_P5_G08	NA	black	0	0	3.4935
MGH53_P5_G09	0.355901863343	red	1	1.8572	0.23143
MGH53_P5_G10	NA	black	0	1.9486	0
MGH53_P5_G11	-0.279103959595	red	1	2.2479	3.5786
MGH53_P5_H02	NA	black	0	0	0
MGH53_P5_H03	NA	black	0	0	0
MGH53_P5_H04	NA	black	0	2.4046	0
MGH53_P5_H05	NA	black	0	0	0
MGH53_P5_H07	NA	black	0	0	0
MGH53_P5_H08	NA	black	0	0	1.4652
MGH53_P5_H10	NA	black	0	0	0.77653
MGH53_P5_H11	NA	black	0	0	1.5979
MGH53_P6_A01	NA	black	0	0	2.5474
MGH53_P6_A02	NA	black	0	0	3.6122
MGH53_P6_A03	NA	black	0	1.1827	0
MGH53_P6_A04	NA	black	0	0	0
MGH53_P6_A05	NA	black	0	0	3.1238
MGH53_P6_A06	NA	black	0	0	0
MGH53_P6_A07	NA	black	0	0.50487	0
MGH53_P6_A08	NA	black	0	0	0.57531
MGH53_P6_A09	NA	black	0	0	0.79577
MGH53_P6_A10	NA	black	0	0	1.5563
MGH53_P6_A11	NA	black	0	0	0
MGH53_P6_A12	NA	black	0	0	0.18903
MGH53_P6_B02	NA	black	0	0	0
MGH53_P6_B03	NA	black	0	0	1.7609
MGH53_P6_B04	-1.3343628216	red	1	3.5664	0.37072
MGH53_P6_B05	0.301426388232	red	1	0.87263	1.2869
MGH53_P6_B06	NA	black	0	0	0.17632
MGH53_P6_B07	NA	black	0	0	0
