Cell_name	Zvalue	Color	Cluster	CREB1	FLT1
MGH36_P6_B10	0.188725086587	red	1	0.10568	0.30685
MGH36_P6_B11	0.231496869049	red	1	0.042644	0.29042
MGH36_P6_B12	NA	black	0	0.08134	0
MGH36_P6_C02	NA	black	0	0	0
MGH36_P6_C03	NA	black	0	0	0
MGH36_P6_C04	NA	black	0	0.049631	0
MGH36_P6_C05	0.328232974434	red	1	0.073135	0.23511
MGH36_P6_C06	NA	black	0	0	0
MGH36_P6_C07	NA	black	0	0.052416	0
MGH36_P6_C08	NA	black	0	0	0
MGH36_P6_C09	NA	black	0	0.088142	0
MGH36_P6_C11	NA	black	0	0.25459	0
MGH36_P6_C12	NA	black	0	0	0
MGH36_P6_D01	NA	black	0	0	0.14535
MGH36_P6_D02	NA	black	0	2.009	0
MGH36_P6_D03	-0.089921071709	red	1	1.6794	0.35163
MGH36_P6_D04	NA	black	0	0	0.34596
MGH36_P6_D05	0.376071518391	red	1	0.25338	0.16479
MGH36_P6_D06	0.43645874545	red	1	0.14405	0.15834
MGH36_P6_D07	0.429641835043	red	1	0.049631	0.18523
MGH36_P6_D08	0.250248339781	red	1	0.50691	0.17377
MGH36_P6_D10	NA	black	0	0	0.14926
MGH36_P6_D11	NA	black	0	0.062122	0
MGH36_P6_E02	NA	black	0	0.13488	0
MGH36_P6_E03	-0.25462792487	red	1	3.8608	0.40599
MGH36_P6_E04	0.0570597318277	red	1	0.94411	0.11902
MGH36_P6_E05	0.221282502685	red	1	0.048236	0.29514
MGH36_P6_E06	0.495775353825	red	1	0.04684	0.15056
MGH36_P6_E07	NA	black	0	0	0.1177
MGH36_P6_E08	NA	black	0	0	0
MGH36_P6_E09	NA	black	0	0	0
MGH36_P6_E10	NA	black	0	0	0
MGH36_P6_E11	NA	black	0	0	0.44148
MGH36_P6_E12	NA	black	0	0.12565	0
MGH36_P6_F01	NA	black	0	0.035624	0
MGH36_P6_F04	NA	black	0	0.53506	0
MGH36_P6_F06	0.162225761517	red	1	0.037031	0.32654
MGH36_P6_F07	NA	black	0	0	0.20163
MGH36_P6_F08	NA	black	0	0.041243	0
MGH36_P6_F10	0.50418255956	red	1	0.088142	0.13488
MGH36_P6_F12	NA	black	0	0.090853	0
MGH36_P6_G01	-0.356318589091	red	1	1.8949	0.21039
MGH36_P6_G02	NA	black	0	0	0.29278
MGH36_P6_G03	0.436223022889	red	1	0.14926	0.15704
MGH36_P6_G04	0.480185643086	red	1	0.089498	0.14796
MGH36_P6_G05	NA	black	0	0	0.12433
MGH36_P6_G06	0.5265367664	red	1	0.08134	0.12433
MGH36_P6_G07	NA	black	0	0.048236	0
MGH36_P6_G08	NA	black	0	0.99567	0
MGH36_P6_G09	NA	black	0	0	0
MGH36_P6_G10	NA	black	0	0	0.12035
MGH36_P6_G11	NA	black	0	0	0
MGH36_P6_G12	NA	black	0	0	0
MGH36_P6_H06	NA	black	0	0.17249	0
MGH36_P6_H07	NA	black	0	0.044044	0
MGH36_P6_H10	NA	black	0	2.965	0
MGH36_P6_H12	0.35806490132	red	1	0.123	0.20914
MGH36_P7_A01	0.527830925153	red	1	0.041243	0.13488
MGH36_P7_A02	0.126905628525	red	1	0.4049	0.31267
MGH36_P7_A03	NA	black	0	3.2504	0
MGH36_P7_A04	NA	black	0	2.8452	0
MGH36_P7_A06	-0.216176143081	red	1	0.27381	0.54992
MGH36_P7_A07	NA	black	0	0.097611	0
MGH36_P7_A08	NA	black	0	0	0
MGH36_P7_A09	NA	black	0	0	0.20914
MGH36_P7_A10	NA	black	0	0	0.42116
MGH36_P7_A11	NA	black	0	0	0.123
MGH36_P7_A12	0.245833435718	red	1	0.089498	0.27739
MGH36_P7_B01	-0.0777562963744	red	1	1.2762	0.24001
MGH36_P7_B02	0.116553884646	red	1	0.1137	0.34596
MGH36_P7_B03	-0.808047798558	red	1	2.5845	0.16479
MGH36_P7_B04	NA	black	0	0	0
MGH36_P7_B06	NA	black	0	0.13488	0
MGH36_P7_B07	NA	black	0	0	0.5724
MGH36_P7_B08	-0.2551921883	red	1	1.4704	0.11503
MGH36_P7_B09	-0.472982195612	red	1	2.1798	0.21537
MGH36_P7_B10	NA	black	0	0	0
MGH36_P7_B11	-0.129174899249	red	1	0.074505	0.47612
MGH36_P7_B12	0.185062281536	red	1	0.18142	0.301
MGH36_P7_C11	-1.19559365311	black	0	2.9879	0.123
MGH36_P7_D01	NA	black	0	3.4067	0
MGH36_P7_D02	NA	black	0	0.82375	0
MGH36_P7_D03	NA	black	0	0	0.1865
MGH36_P7_D05	0.14689108858	red	1	0.11902	0.32884
MGH36_P7_D06	NA	black	0	0	0.36289
MGH36_P7_D07	NA	black	0	0.045443	0
MGH36_P7_D08	NA	black	0	0.077243	0
MGH36_P7_D09	NA	black	0	0.17121	0
MGH36_P7_D10	NA	black	0	0.037031	0
MGH36_P7_D11	NA	black	0	0	0
MGH36_P7_E01	NA	black	0	0.11237	0
MGH36_P7_E03	NA	black	0	0	0
MGH36_P7_E04	-1.14068685704	red	1	3.3702	0.19156
MGH36_P7_E05	0.381475808062	red	1	0.064883	0.20789
MGH36_P7_E07	NA	black	0	2.1074	0
MGH36_P7_E08	0.275779528627	red	1	0.084064	0.26183
MGH36_P7_E10	NA	black	0	0	0
MGH36_P7_E12	NA	black	0	0.64155	0
MGH36_P7_F01	0.140965471881	red	1	0.20414	0.32539
MGH36_P7_F02	NA	black	0	0	0
MGH36_P7_F03	0.0932022917253	red	1	0.123	0.3584
MGH36_P7_F04	NA	black	0	0	0
MGH36_P7_F06	NA	black	0	0	0
MGH36_P7_F08	NA	black	0	0.123	0
MGH36_P7_F09	NA	black	0	1.5797	0
MGH36_P7_F10	NA	black	0	0.077243	0
MGH36_P7_F11	0.473612825795	red	1	0.09356	0.15056
MGH36_P7_F12	-0.92754577769	red	1	2.5028	0.10702
MGH36_P7_G01	0.47627489825	red	1	0.052416	0.15963
MGH36_P7_G02	0.664801468861	red	1	0.038436	0.062122
MGH36_P7_G03	0.155350410689	red	1	0.055196	0.32884
MGH36_P7_G04	NA	black	0	4.6627	0
MGH36_P7_G05	NA	black	0	0	0.17249
MGH36_P7_G06	NA	black	0	0.54003	0
MGH36_P7_G08	NA	black	0	0	0.23511
MGH36_P7_G09	NA	black	0	0	0
MGH36_P7_G10	-0.0439579794768	red	1	0.069015	0.43189
MGH36_P7_G11	NA	black	0	2.3135	0
MGH36_P7_H01	NA	black	0	0	0.44784
MGH36_P7_H02	0.555436625333	red	1	0.067639	0.11237
MGH36_P7_H03	0.0532158433527	red	1	0.044044	0.38184
MGH36_P7_H04	NA	black	0	0	0
MGH36_P7_H07	NA	black	0	0	0.19535
MGH36_P7_H08	0.291185771662	red	1	0.042644	0.25942
MGH36_P7_H10	0.496473598839	red	1	0.070389	0.14405
MGH36_P7_H11	NA	black	0	0.075875	0
MGH36_P7_H12	NA	black	0	0	0
MGH36_P5_A02	NA	black	0	0	0.73639
MGH36_P5_A03	NA	black	0	0	0.4957
MGH36_P5_A05	NA	black	0	2.1686	0
MGH36_P5_A06	NA	black	0	0.24975	0
MGH36_P5_A07	NA	black	0	0	0
MGH36_P5_A08	0.623904585518	red	1	2.7264	0.6397
MGH36_P5_A09	NA	black	0	0	0
MGH36_P5_B02	-1.56887780595	black	0	3.301	0.085425
MGH36_P5_B03	-1.06899637238	red	1	2.7463	0.1137
MGH36_P5_B04	NA	black	0	2.0759	0
MGH36_P5_B05	-0.0979983296711	red	1	1.1979	0.097611
MGH36_P5_B06	0.467903858229	red	1	0.075875	0.15834
MGH36_P5_B07	-0.899039930498	red	1	2.4885	0.1137
MGH36_P5_B08	0.545816349717	red	1	0.16092	0.086784
MGH36_P5_B09	-1.24708627371	black	0	3.3756	0.16864
MGH36_P5_B10	NA	black	0	0.028569	0
MGH36_P5_B11	0.201484393544	red	1	0.045443	0.30568
MGH36_P5_C01	NA	black	0	0.33228	0
MGH36_P5_C02	0.335042092365	red	1	0.073135	0.23143
MGH36_P5_C03	0.127315930233	red	1	0.10969	0.34028
MGH36_P5_C04	NA	black	0	0	0.13225
MGH36_P5_C05	-0.409538140073	red	1	2.3635	0.27262
MGH36_P5_C06	0.211308733948	red	1	0.10969	0.29396
MGH36_P5_C09	0.273792792048	red	1	0.074505	0.26424
MGH36_P5_C11	0.590300987914	red	1	0.074505	0.090853
MGH36_P5_C12	-0.312147005288	red	1	0.15575	0.584
MGH36_P5_D01	NA	black	0	0	0
MGH36_P5_D02	0.0885957262466	red	1	0.15704	0.35952
MGH36_P5_D03	0.575745495769	red	1	0.16607	0.066261
MGH36_P5_D04	-0.238042810274	red	1	1.3879	0.070389
MGH36_P5_D06	0.435058326032	red	1	0.053806	0.18142
MGH36_P5_D07	0.569262052153	red	1	0.028569	0.11636
MGH36_P5_D08	0.555857029887	red	1	0.05797	0.11503
MGH36_P5_D09	NA	black	0	1.4683	0
MGH36_P5_D11	NA	black	0	0	0
MGH36_P5_D12	NA	black	0	0.051024	0
MGH36_P5_E01	NA	black	0	0	1.0014
MGH36_P5_E02	-0.199355314289	red	1	1.346	0.085425
MGH36_P5_E03	0.660447874743	red	1	0.060739	0.056584
MGH36_P5_E05	0.242903611163	red	1	0.41359	0.21537
MGH36_P5_E07	-0.0667007866145	red	1	0.13488	0.44679
MGH36_P5_E08	-0.0599263513658	red	1	0.075875	0.44042
MGH36_P5_E09	NA	black	0	0.15445	0
MGH36_P5_E10	NA	black	0	0.096262	0
MGH36_P5_E11	0.386820342672	red	1	0.037031	0.21039
MGH36_P5_F02	-0.0487982395821	red	1	1.1629	0.19535
MGH36_P5_F04	0.126488175823	red	1	0.07861	0.34255
MGH36_P5_F05	-0.123821998462	red	1	1.3311	0.19409
MGH36_P5_F06	0.509799828055	red	1	0.032806	0.14666
MGH36_P5_F07	0.168927705953	red	1	0.42868	0.27381
MGH36_P5_F08	0.21769292918	red	1	0.10969	0.29042
MGH36_P5_F09	-0.0182410524131	red	1	0.18396	0.42116
MGH36_P5_F10	4.45499316715	black	0	2.2696	2.9377
MGH36_P5_F11	0.348660547631	red	1	0.059355	0.22651
MGH36_P5_G01	NA	black	0	0	0
MGH36_P5_G02	NA	black	0	3.0657	0
MGH36_P5_G04	NA	black	0	0	0.20914
MGH36_P5_G06	0.678891944497	red	1	0.028569	0.05797
MGH36_P5_G07	0.644737241081	red	1	0.05797	0.066261
MGH36_P5_G08	0.248861584266	red	1	0.10434	0.27381
MGH36_P5_G09	0.556415512133	red	1	0.052416	0.11636
MGH36_P5_G10	0.642673986628	red	1	0.041243	0.073135
MGH36_P5_G11	0.615399105338	red	1	0.1003	0.067639
MGH36_P5_H02	NA	black	0	3.694	0
MGH36_P5_H03	0.366326835968	red	1	0.020058	0.22404
MGH36_P5_H05	0.182802155912	red	1	0.077243	0.31267
MGH36_P5_H06	0.456460152542	red	1	0.025738	0.17632
MGH36_P5_H07	-1.20661388096	black	0	3.7383	0.21785
MGH36_P5_H09	0.0736816778386	red	1	1.4346	0.53506
MGH36_P10_A02	NA	black	0	1.237	0
MGH36_P10_A04	NA	black	0	1.9023	0
MGH36_P10_A05	NA	black	0	0	0
MGH36_P10_A06	NA	black	0	0	0
MGH36_P10_A07	0.00753168642867	red	1	1.2098	0.45207
MGH36_P10_A09	NA	black	0	1.5509	0
MGH36_P10_A11	NA	black	0	0	0
MGH36_P10_A12	NA	black	0	0	2.4182
MGH36_P10_B01	NA	black	0	0	0.52206
MGH36_P10_B03	-0.0457491132111	red	1	0.073135	0.43296
MGH36_P10_B05	NA	black	0	1.3254	0
MGH36_P10_B07	NA	black	0	2.0014	0
MGH36_P10_B08	NA	black	0	0.31962	0
MGH36_P10_B10	NA	black	0	2.3953	0
MGH36_P10_B11	NA	black	0	3.4256	0
MGH36_P10_C01	-0.0930383172955	red	1	0.15445	0.46258
MGH36_P10_C03	NA	black	0	0.77905	0
MGH36_P10_C04	-0.33466697778	red	1	1.9123	0.22774
MGH36_P10_C06	NA	black	0	0	0.16736
MGH36_P10_C07	NA	black	0	0.24732	0
MGH36_P10_C08	NA	black	0	0	0
MGH36_P10_C09	NA	black	0	0	0
MGH36_P10_C10	-0.375492331317	red	1	2.0521	0.23634
MGH36_P10_C12	0.413386925522	red	1	0.089498	0.18523
MGH36_P10_D01	NA	black	0	0	0
MGH36_P10_D02	NA	black	0	1.0136	0
MGH36_P10_D03	NA	black	0	2.557	0
MGH36_P10_D04	NA	black	0	0	0
MGH36_P10_D05	0.172017601544	red	1	0.14274	0.31267
MGH36_P10_D07	NA	black	0	0	0.19912
MGH36_P10_D09	-0.467092165258	red	1	3.5893	0.35389
MGH36_P10_D10	NA	black	0	0	0
MGH36_P10_D11	-0.0679380050109	red	1	0.48027	0.47301
MGH36_P10_D12	NA	black	0	2.4558	0
MGH36_P10_E02	NA	black	0	0	0.48749
MGH36_P10_E03	NA	black	0	1.9884	0
MGH36_P10_E04	NA	black	0	0	0.28096
MGH36_P10_E05	NA	black	0	0	0.23143
MGH36_P10_E07	NA	black	0	0.097611	0
MGH36_P10_E10	NA	black	0	0	0
MGH36_P10_E11	NA	black	0	0.092207	0
MGH36_P10_E12	NA	black	0	1.7321	0
MGH36_P10_F02	NA	black	0	2.99	0
MGH36_P10_F03	0.409519156985	red	1	0.098958	0.18523
MGH36_P10_F05	NA	black	0	2.6989	0
MGH36_P10_F06	NA	black	0	0	0
MGH36_P10_F08	NA	black	0	1.5474	0
MGH36_P10_F09	0.0134557240364	red	1	0.23511	0.40272
MGH36_P10_F10	-0.495553705426	red	1	1.9165	0.13488
MGH36_P10_F11	NA	black	0	0	0.25701
MGH36_P10_F12	NA	black	0	0	0
MGH36_P10_G01	NA	black	0	2.0268	0
MGH36_P10_G02	NA	black	0	0	0
MGH36_P10_G03	NA	black	0	1.6699	0
MGH36_P10_G05	NA	black	0	0	0
MGH36_P10_G06	NA	black	0	0	0.13488
MGH36_P10_G07	NA	black	0	0.23143	0
MGH36_P10_G08	NA	black	0	1.0621	0
MGH36_P10_G09	NA	black	0	0	0
MGH36_P10_G10	NA	black	0	0	0.17121
MGH36_P10_G11	NA	black	0	0.053806	0
MGH36_P10_H01	0.0813080854976	red	1	0.11902	0.36513
MGH36_P10_H03	NA	black	0	0	0
MGH36_P10_H04	NA	black	0	0	0
MGH36_P10_H05	NA	black	0	0.29278	0
MGH36_P10_H06	NA	black	0	0	0
MGH36_P10_H09	NA	black	0	0	0
MGH36_P10_H11	NA	black	0	0.069015	0
MGH36_P10_H12	NA	black	0	0	0
MGH36_P8_A01	0.936564387531	red	1	2.4735	0.79577
MGH36_P8_A03	NA	black	0	0	0.81721
MGH36_P8_A04	NA	black	0	1.2394	0
MGH36_P8_A06	NA	black	0	0	0
MGH36_P8_A07	NA	black	0	1.3179	0
MGH36_P8_A08	NA	black	0	2.7069	0
MGH36_P8_A09	NA	black	0	2.6911	0
MGH36_P8_A11	-0.370375770241	red	1	2.5208	0.30568
MGH36_P8_A12	-0.44120612317	red	1	2.5033	0.27858
MGH36_P8_B01	NA	black	0	2.4636	0
MGH36_P8_B02	NA	black	0	2.2612	0
MGH36_P8_B03	NA	black	0	0	0
MGH36_P8_B04	-0.222407170923	red	1	2.8186	0.37518
MGH36_P8_B05	-0.0119154485195	red	1	1.1184	0.31034
MGH36_P8_B08	NA	black	0	0	0
MGH36_P8_B09	NA	black	0	0	0
MGH36_P8_B10	NA	black	0	2.5612	0
MGH36_P8_B11	NA	black	0	0.37962	0
MGH36_P8_B12	NA	black	0	0	0
MGH36_P8_C01	NA	black	0	0.82212	0
MGH36_P8_C02	NA	black	0	0	0
MGH36_P8_C03	NA	black	0	2.5743	0
MGH36_P8_C05	NA	black	0	2.9568	0
MGH36_P8_C06	NA	black	0	0	0
MGH36_P8_C09	NA	black	0	0.17505	0
MGH36_P8_C10	0.201691746442	red	1	1.319	2.2588
MGH36_P8_C12	NA	black	0	0	0.6173
MGH36_P8_D01	NA	black	0	0	0.16092
MGH36_P8_D03	0.0791931537661	red	1	0.12035	0.36625
MGH36_P8_D04	NA	black	0	2.7515	0
MGH36_P8_D05	0.815662706475	red	1	2.584	0.72596
MGH36_P8_D07	NA	black	0	0	0
MGH36_P8_D08	NA	black	0	0.94411	0
MGH36_P8_D09	NA	black	0	2.7657	0
MGH36_P8_D10	NA	black	0	0	0
MGH36_P8_D11	0.318933967918	red	1	0.24001	0.20664
MGH36_P8_D12	0.0896888981155	red	1	0.40381	0.34255
MGH36_P8_E01	NA	black	0	2.0072	0
MGH36_P8_E02	NA	black	0	0	0
MGH36_P8_E03	NA	black	0	0	0
MGH36_P8_E04	NA	black	0	0	0
MGH36_P8_E05	NA	black	0	1.2382	0
MGH36_P8_E06	NA	black	0	1.8164	0
MGH36_P8_E08	NA	black	0	2.0154	0
MGH36_P8_E10	NA	black	0	0.13619	0
MGH36_P8_F02	NA	black	0	0	0
MGH36_P8_F04	NA	black	0	0	0
MGH36_P8_F05	NA	black	0	0.074505	0
MGH36_P8_F07	NA	black	0	0	0
MGH36_P8_F09	NA	black	0	0	0.31499
MGH36_P8_G01	NA	black	0	0.089498	0
MGH36_P8_G02	NA	black	0	0.39177	0
MGH36_P8_G03	0.346881931256	red	1	0.071763	0.22527
MGH36_P8_G04	0.350069091459	red	1	0.075875	0.2228
MGH36_P8_G05	NA	black	0	0.07861	0
MGH36_P8_G06	-0.0346683598659	red	1	1.9415	0.41034
MGH36_P8_G07	NA	black	0	0	0
MGH36_P8_G08	NA	black	0	0	0.18903
MGH36_P8_G09	NA	black	0	0	0
MGH36_P8_G10	0.078491659849	red	1	0.80653	0.25459
MGH36_P8_G12	NA	black	0	0	0
MGH36_P8_H01	NA	black	0	2.2415	0
MGH36_P8_H03	NA	black	0	2.9773	0
MGH36_P8_H04	NA	black	0	0	0
MGH36_P8_H06	NA	black	0	0	0
MGH36_P8_H07	NA	black	0	0	0.54003
MGH36_P8_H09	NA	black	0	0	0
MGH36_P8_H10	NA	black	0	3.259	0
MGH36_P8_H11	NA	black	0	2.1233	0
MGH36_P9_A01	0.0672868271552	red	1	1.2786	0.61259
MGH36_P9_A02	NA	black	0	0	0.64339
MGH36_P9_A03	-0.448868737174	red	1	2.5462	0.28096
MGH36_P9_A05	NA	black	0	2.0409	0
MGH36_P9_A06	NA	black	0	0	0.36513
MGH36_P9_A07	-0.473774070441	red	1	2.1339	0.20539
MGH36_P9_A09	NA	black	0	3.6693	0
MGH36_P9_A10	-0.672337604648	red	1	3.1334	0.2762
MGH36_P9_A11	-0.77602435613	red	1	2.7689	0.20539
MGH36_P9_A12	NA	black	0	1.4589	0
MGH36_P9_B01	NA	black	0	0	0.94411
MGH36_P9_B04	NA	black	0	0.46362	0
MGH36_P9_B06	NA	black	0	3.0822	0
MGH36_P9_B07	0.00261690999904	red	1	1.1037	0.4782
MGH36_P9_B08	NA	black	0	0.048236	0
MGH36_P9_B09	NA	black	0	0.38294	0
MGH36_P9_B10	NA	black	0	1.3397	0
MGH36_P9_B11	NA	black	0	1.9855	0
MGH36_P9_B12	NA	black	0	0.28214	0
MGH36_P9_C01	NA	black	0	0	0
MGH36_P9_C02	NA	black	0	0	0
MGH36_P9_C03	NA	black	0	0	0
MGH36_P9_C05	NA	black	0	0.72944	0
MGH36_P9_C07	NA	black	0	0	0
MGH36_P9_C08	NA	black	0	2.6218	0
MGH36_P9_C09	NA	black	0	0	0
MGH36_P9_C11	NA	black	0	0	0
MGH36_P9_C12	NA	black	0	0	0
MGH36_P9_D05	NA	black	0	2.4571	0
MGH36_P9_D07	NA	black	0	0	0.50589
MGH36_P9_D08	NA	black	0	0	0.61918
MGH36_P9_D09	NA	black	0	0	0
MGH36_P9_D10	NA	black	0	0.42761	0
MGH36_P9_D11	NA	black	0	0.098958	0
MGH36_P9_E01	NA	black	0	0	1.0022
MGH36_P9_E02	NA	black	0	1.037	0
MGH36_P9_E03	-0.608524419023	red	1	0.26664	0.7866
MGH36_P9_E04	NA	black	0	1.583	0
MGH36_P9_E05	NA	black	0	0	0
MGH36_P9_E06	-0.981776340114	red	1	0.16092	0.9396
MGH36_P9_E07	NA	black	0	0	0
MGH36_P9_E08	NA	black	0	0.096262	0
MGH36_P9_E10	-0.255161917783	red	1	3.3576	0.38957
MGH36_P9_E11	NA	black	0	0	0
MGH36_P9_E12	NA	black	0	0	0
MGH36_P9_F02	NA	black	0	0	0
MGH36_P9_F03	NA	black	0	1.2522	0
MGH36_P9_F04	NA	black	0	2.3898	0
MGH36_P9_F08	NA	black	0	0	0
MGH36_P9_F09	-0.339279351852	red	1	0.052416	0.57918
MGH36_P9_F10	NA	black	0	0	0
MGH36_P9_F11	NA	black	0	0	0
MGH36_P9_F12	NA	black	0	0.89918	0
MGH36_P9_G03	NA	black	0	0.28806	0
MGH36_P9_G04	NA	black	0	0	0
MGH36_P9_G05	NA	black	0	0	0
MGH36_P9_G06	NA	black	0	0	0.32077
MGH36_P9_G07	NA	black	0	0	0
MGH36_P9_G08	NA	black	0	0	0
MGH36_P9_G09	0.236252961443	red	1	0.29748	0.24975
MGH36_P9_G10	0.551522163199	red	1	0.038436	0.123
MGH36_P9_G11	0.249242065231	red	1	0.23389	0.25338
MGH36_P9_H01	NA	black	0	0	0
MGH36_P9_H02	NA	black	0	2.4338	0
MGH36_P9_H03	NA	black	0	0	0
MGH36_P9_H04	NA	black	0	0	0
MGH36_P9_H06	NA	black	0	0	0
MGH36_P9_H07	NA	black	0	0	0
MGH36_P9_H08	0.395601490221	red	1	0.22774	0.15963
MGH36_P9_H10	NA	black	0	2.369	0
MGH36_P9_H11	NA	black	0	0	0
MGH36_P9_H12	NA	black	0	0	0
MGH36_P2_A01	0.416260391216	red	1	0.059355	0.1903
MGH36_P2_A03	-0.0399225426722	red	1	0.41576	0.44467
MGH36_P2_A04	NA	black	0	0.031395	0
MGH36_P2_A05	0.393718973464	red	1	0.098958	0.19409
MGH36_P2_A06	NA	black	0	0	0.21288
MGH36_P2_A07	0.257531418456	red	1	0.028569	0.27858
MGH36_P2_A08	0.33371230386	red	1	0.41468	0.1375
MGH36_P2_A11	0.470320216146	red	1	0.049631	0.1635
MGH36_P2_B03	-0.0208697702322	red	1	1.0936	0.1776
MGH36_P2_B04	0.103368978593	red	1	0.04684	0.35614
MGH36_P2_B05	0.243769607084	red	1	0.14274	0.27143
MGH36_P2_B06	-0.0158025532046	red	1	0.044044	0.41684
MGH36_P2_B07	NA	black	0	0	0.062122
MGH36_P2_B08	NA	black	0	0.65992	0
MGH36_P2_B09	-0.11759988435	red	1	1.4011	0.24732
MGH36_P2_B10	NA	black	0	0	0.27023
MGH36_P2_B11	-0.262483082896	red	1	1.6911	0.21412
MGH36_P2_B12	NA	black	0	0	0
MGH36_P2_C02	0.535626994454	red	1	0.025738	0.13488
MGH36_P2_C03	0.575885539414	red	1	0.086784	0.094912
MGH36_P2_C04	0.427684169391	red	1	0.20664	0.14535
MGH36_P2_C07	0.500564689647	red	1	0.071763	0.14143
MGH36_P2_C08	-0.109315621666	red	1	0.32539	0.48749
MGH36_P2_C09	0.140741138598	red	1	0.048236	0.33685
MGH36_P2_C10	0.402711018193	red	1	0.032806	0.20289
MGH36_P2_C11	NA	black	0	1.8456	0
MGH36_P2_C12	0.698683874055	red	1	0.029983	0.04684
MGH36_P2_D01	NA	black	0	0.027154	0
MGH36_P2_D02	NA	black	0	0.60217	0
MGH36_P2_D04	-0.539128519867	red	1	3.1	0.30685
MGH36_P2_D05	-0.476126488675	red	1	1.9385	0.15316
MGH36_P2_D06	NA	black	0	0.037031	0
MGH36_P2_D07	0.0532736418625	red	1	0.10969	0.38073
MGH36_P2_D08	NA	black	0	0.027154	0
MGH36_P2_D09	-0.378248891338	red	1	1.7004	0.12829
MGH36_P2_D10	-0.496121870062	red	1	2.3274	0.23266
MGH36_P2_D11	-1.20591930851	black	0	0.36401	1.2079
MGH36_P2_E01	0.278483328964	red	1	0.24245	0.23266
MGH36_P2_E02	NA	black	0	0	0.19535
MGH36_P2_E03	NA	black	0	0	0
MGH36_P2_E04	-0.383855440803	red	1	1.8572	0.18269
MGH36_P2_E06	0.312779052049	red	1	0.071763	0.24367
MGH36_P2_E07	-0.854603895392	red	1	2.6674	0.16479
MGH36_P2_E08	NA	black	0	0.044044	0
MGH36_P2_E09	NA	black	0	0.073135	0
MGH36_P2_E10	0.473012301872	red	1	0.027154	0.16736
MGH36_P2_F02	0.00523464891952	red	1	0.45523	0.40926
MGH36_P2_F03	0.0875730228186	red	1	0.053806	0.36401
MGH36_P2_F04	0.749319201852	red	1	0.010064	0.027154
MGH36_P2_F06	0.242141541405	red	1	0.56267	0.15445
MGH36_P2_F07	0.68782933581	red	1	0.082703	0.032806
MGH36_P2_F08	0.196027814823	red	1	0.051024	0.30801
MGH36_P2_F10	-0.11035568094	red	1	2.7734	0.40708
MGH36_P2_F11	0.28515099408	red	1	0.029983	0.26424
MGH36_P2_F12	0.456300305441	red	1	0.070389	0.16607
MGH36_P2_G01	NA	black	0	0.071763	0
MGH36_P2_G02	0.546033504892	red	1	0.020058	0.13093
MGH36_P2_G03	0.262199900611	red	1	0.038436	0.27501
MGH36_P2_G04	NA	black	0	0	0.1635
MGH36_P2_G05	-1.60114721769	black	0	3.1383	0.048236
MGH36_P2_G07	-0.624414810019	red	1	2.3346	0.18269
MGH36_P2_G08	0.334763133592	red	1	0.037031	0.23756
MGH36_P2_G09	0.458786199123	red	1	0.014355	0.1776
MGH36_P2_G11	NA	black	0	3.7233	0
MGH36_P2_G12	-0.000484747249389	red	1	0.05797	0.40926
MGH36_P2_H01	0.338967160981	red	1	0.12168	0.22033
MGH36_P2_H02	0.243250563894	red	1	0.69866	0.03984
MGH36_P2_H03	NA	black	0	1.696	0
MGH36_P2_H04	-0.483153548137	red	1	1.903	0.1375
MGH36_P2_H05	-0.945412392753	red	1	2.9428	0.18269
MGH36_P2_H06	0.145387446597	red	1	0.63877	0.23389
MGH36_P2_H07	0.222481931012	red	1	0.064883	0.29278
MGH36_P2_H10	0.496369953687	red	1	0.060739	0.14666
MGH53_P5_A02	NA	black	0	0	0
MGH53_P5_A03	NA	black	0	0	0
MGH53_P5_A04	NA	black	0	0	0.81803
MGH53_P5_A06	NA	black	0	0	0.75531
MGH53_P5_A07	NA	black	0	0	0.8536
MGH53_P5_A08	NA	black	0	1.9226	0
MGH53_P5_A09	-0.110215159646	red	1	0.31034	0.48646
MGH53_P5_A11	NA	black	0	1.3561	0
MGH53_P5_B01	NA	black	0	0	0.43829
MGH53_P5_B03	NA	black	0	2.5205	0
MGH53_P5_B04	NA	black	0	0	0.44573
MGH53_P5_B05	-0.331533960253	red	1	0.085425	0.58111
MGH53_P5_B06	NA	black	0	0.71282	0
MGH53_P5_B07	0.128662374232	red	1	0.05797	0.34255
MGH53_P5_B08	0.168144078875	red	1	2.0878	0.52005
MGH53_P5_B09	NA	black	0	3.0637	0
MGH53_P5_B10	NA	black	0	2.2311	0
MGH53_P5_B11	NA	black	0	0.9222	0
MGH53_P5_B12	NA	black	0	0	0
MGH53_P5_C01	NA	black	0	0	0
MGH53_P5_C02	NA	black	0	0	0
MGH53_P5_C03	-1.45681748004	black	0	0.93357	2.5583
MGH53_P5_C04	NA	black	0	0	0
MGH53_P5_C05	NA	black	0	0	0
MGH53_P5_C06	NA	black	0	0	0
MGH53_P5_C07	NA	black	0	0	0
MGH53_P5_C08	NA	black	0	0.90612	0
MGH53_P5_C09	NA	black	0	4.1804	0
MGH53_P5_C10	NA	black	0	0	0
MGH53_P5_C11	-0.546358396816	red	1	0.12961	0.70221
MGH53_P5_D01	NA	black	0	0	0
MGH53_P5_D02	NA	black	0	0	0
MGH53_P5_D04	NA	black	0	0	0
MGH53_P5_D05	NA	black	0	0	0
MGH53_P5_D07	NA	black	0	0	0
