Cell_name	Zvalue	Color	Cluster	PPARD	SOD1
MGH36_P4_H09	NA	black	0	0	6.9478
MGH36_P4_H12	0.432463883514	red	1	0.32077	5.0545
MGH36_P6_A02	NA	black	0	0	6.8505
MGH36_P6_A04	0.656819811345	red	1	0.1903	4.7938
MGH36_P6_A05	NA	black	0	0	6.3302
MGH36_P6_A07	-0.328925618657	red	1	0.26903	6.3187
MGH36_P6_A08	NA	black	0	0	7.1583
MGH36_P6_A09	NA	black	0	0	6.371
MGH36_P6_A10	NA	black	0	0	7.0729
MGH36_P6_A11	0.198064423267	red	1	1.7106	7.0395
MGH36_P6_B03	NA	black	0	0	0
MGH36_P6_B04	NA	black	0	0	6.3323
MGH36_P6_B05	0.157579375179	red	1	0.3471	5.5121
MGH36_P6_B06	-0.0751025178876	red	1	1.736	5.3327
MGH36_P6_B10	-0.360824091418	red	1	0.60502	6.6114
MGH36_P6_B11	NA	black	0	0	1.5165
MGH36_P6_B12	-0.112686274469	red	1	0.4782	6.0078
MGH36_P6_C02	NA	black	0	0	7.8489
MGH36_P6_C03	NA	black	0	0	7.8264
MGH36_P6_C04	NA	black	0	0	7.9299
MGH36_P6_C05	NA	black	0	0	2.3248
MGH36_P6_C06	-1.08616706844	red	1	0.33914	7.6689
MGH36_P6_C07	-1.31067590134	red	1	2.6713	3.8093
MGH36_P6_C08	NA	black	0	0	6.3991
MGH36_P6_C09	-0.614510922442	red	1	0.37407	6.8834
MGH36_P6_C11	-0.232469546812	red	1	1.1776	7.6075
MGH36_P6_C12	0.0293042412766	red	1	1.6374	6.033
MGH36_P6_D01	NA	black	0	0.17505	0
MGH36_P6_D02	NA	black	0	0	6.024
MGH36_P6_D03	2.25551311343	black	0	5.2507	6.8673
MGH36_P6_D04	-1.16866167792	red	1	2.7941	4.1816
MGH36_P6_D05	-0.299246457091	red	1	0.51197	6.3997
MGH36_P6_D06	NA	black	0	4.2249	0
MGH36_P6_D07	-1.36688833307	red	1	0.26903	8.0137
MGH36_P6_D08	NA	black	0	0.25459	0
MGH36_P6_D10	0.905100357747	red	1	0.21785	4.389
MGH36_P6_D11	NA	black	0	0	7.0585
MGH36_P6_E02	NA	black	0	0	7.1389
MGH36_P6_E03	NA	black	0	0	5.9352
MGH36_P6_E04	-0.0531891425962	red	1	0.18269	5.866
MGH36_P6_E05	NA	black	0	0	8.2195
MGH36_P6_E06	NA	black	0	0	0
MGH36_P6_E07	-0.352550383742	red	1	0.38184	6.4189
MGH36_P6_E08	-0.039450212861	red	1	0.5724	5.8712
MGH36_P6_E09	NA	black	0	0	7.0654
MGH36_P6_E10	0.109482399715	red	1	0.35727	5.5936
MGH36_P6_E11	-0.154537793577	red	1	0.23756	6.0293
MGH36_P6_E12	1.49620880841	black	0	0.74674	1.7281
MGH36_P6_F01	NA	black	0	0	6.8851
MGH36_P6_F04	-0.321853337147	red	1	0.35614	6.3497
MGH36_P6_F06	NA	black	0	0	6.6635
MGH36_P6_F07	-0.146031052391	red	1	0.26424	6.0211
MGH36_P6_F08	1.4907720636	black	0	0.67807	2.104
MGH36_P6_F10	0.0415064361127	red	1	1.596	6.2209
MGH36_P6_F12	1.08616330322	green3	2	4.3812	6.4556
MGH36_P6_G01	-0.641546005505	red	1	0.29631	6.8524
MGH36_P6_G02	NA	black	0	0	6.8348
MGH36_P6_G03	-0.48562373402	red	1	3.6966	5.375
MGH36_P6_G04	0.37300570914	red	1	2.4281	6.4675
MGH36_P6_G05	0.763823503084	red	1	0.20789	4.616
MGH36_P6_G06	0.1155873352	red	1	0.26903	5.5987
MGH36_P6_G07	NA	black	0	0.41684	0
MGH36_P6_G08	0.186923395563	red	1	0.52807	5.3952
MGH36_P6_G09	NA	black	0	0	7.542
MGH36_P6_G10	-0.54375089105	red	1	0.17249	6.5997
MGH36_P6_G11	NA	black	0	0	5.6388
MGH36_P6_G12	NA	black	0	0	6.7838
MGH36_P6_H06	-1.01133934972	red	1	0.32193	7.5106
MGH36_P6_H07	-0.823476658546	red	1	0.49365	7.4507
MGH36_P6_H10	-0.628930697464	red	1	0.42331	6.965
MGH36_P6_H12	NA	black	0	0	7.0877
MGH36_P7_A01	NA	black	0	0.18269	0
MGH36_P7_A02	NA	black	0	0	6.1698
MGH36_P7_A03	NA	black	0	0	7.378
MGH36_P7_A04	-0.312923172365	red	1	0.926	6.9708
MGH36_P7_A06	-0.00906233517957	red	1	1.3713	6.1257
MGH36_P7_A07	0.212587354961	red	1	2.0875	6.3727
MGH36_P7_A08	-0.50959138415	red	1	0.51702	6.8397
MGH36_P7_A09	0.231315618565	red	1	1.7715	6.9984
MGH36_P7_A10	NA	black	0	0.51803	0
MGH36_P7_A11	0.306689079592	red	1	0.52406	5.1491
MGH36_P7_A12	NA	black	0	0	7.4967
MGH36_P7_B01	3.09484512651	black	0	3.7707	8.2241
MGH36_P7_B02	NA	black	0	0	5.5913
MGH36_P7_B03	NA	black	0	0	0
MGH36_P7_B04	NA	black	0	0	5.0061
MGH36_P7_B06	-0.41084069956	red	1	0.32077	6.483
MGH36_P7_B07	-0.250426438061	red	1	0.54399	6.3179
MGH36_P7_B08	NA	black	0	0	5.5657
MGH36_P7_B09	NA	black	0	0	6.1159
MGH36_P7_B10	NA	black	0	0	1.6969
MGH36_P7_B11	-0.0211102378588	red	1	1.1401	5.9226
MGH36_P7_B12	-0.0434131383002	red	1	2.0986	5.6595
MGH36_P7_C11	-0.189525353661	red	1	0.17632	6.07
MGH36_P7_D01	-0.55616193568	red	1	0.62387	7.0922
MGH36_P7_D02	NA	black	0	1.0419	0
MGH36_P7_D03	-0.921308475778	red	1	0.17505	7.17
MGH36_P7_D05	0.134442013903	red	1	0.65901	5.456
MGH36_P7_D06	NA	black	0	0	0
MGH36_P7_D07	NA	black	0	0	7.1988
MGH36_P7_D08	-0.316453068614	red	1	0.3505	6.3373
MGH36_P7_D09	1.39108543541	black	0	3.5431	6.9951
MGH36_P7_D10	-0.550761771775	red	1	0.18015	6.6153
MGH36_P7_D11	NA	black	0	0	7.0566
MGH36_P7_E01	-0.655222249768	red	1	0.48852	7.1011
MGH36_P7_E03	NA	black	0	0	7.4033
MGH36_P7_E04	0.190149986303	red	1	2.6374	6.0687
MGH36_P7_E05	0.0269803808344	red	1	0.21785	5.744
MGH36_P7_E07	-0.774862988515	red	1	0.39616	7.2015
MGH36_P7_E08	-1.02789538131	red	1	0.66903	8.3642
MGH36_P7_E10	-0.564177854724	red	1	0.42008	6.8396
MGH36_P7_E12	-0.936746035998	red	1	1.7887	0.76638
MGH36_P7_F01	NA	black	0	0	0
MGH36_P7_F02	NA	black	0	0	8.4032
MGH36_P7_F03	NA	black	0	0	6.4942
MGH36_P7_F04	-0.37076068623	red	1	0.58111	6.61
MGH36_P7_F06	-0.897905423699	red	1	0.20914	7.1728
MGH36_P7_F08	NA	black	0	0	3.9679
MGH36_P7_F09	1.43226010386	black	0	0.16736	3.6679
MGH36_P7_F10	NA	black	0	0	6.1459
MGH36_P7_F11	-1.72309489889	black	0	0.22033	8.4844
MGH36_P7_F12	0.348572339352	red	1	0.25096	5.2313
MGH36_P7_G01	NA	black	0	0	7.6659
MGH36_P7_G02	NA	black	0	0	5.5557
MGH36_P7_G03	NA	black	0	0.49978	0
MGH36_P7_G04	-0.441709778608	red	1	0.73812	6.9968
MGH36_P7_G05	-0.931612845508	red	1	0.25217	7.2784
MGH36_P7_G06	0.251145907237	red	1	0.40163	5.3267
MGH36_P7_G08	NA	black	0	0	7.627
MGH36_P7_G09	-0.647043483726	red	1	5.3136	5.4572
MGH36_P7_G10	NA	black	0	0.58304	0
MGH36_P7_G11	NA	black	0	0	7.0423
MGH36_P7_H01	NA	black	0	0	0
MGH36_P7_H02	NA	black	0	0	6.207
MGH36_P7_H03	-0.514098596397	red	1	0.51501	6.8467
MGH36_P7_H04	NA	black	0	0	1.9716
MGH36_P7_H07	NA	black	0	0	6.2474
MGH36_P7_H08	0.136701798666	red	1	0.5509	5.4922
MGH36_P7_H10	0.820371677	red	1	4.6656	6.242
MGH36_P7_H11	NA	black	0	0	6.2251
MGH36_P7_H12	-1.24854316751	red	1	0.65901	8.885
MGH36_P5_A02	-3.77735506345	black	0	4.2168	3.2396
MGH36_P5_A03	1.54968871702	black	0	0.51501	2.6323
MGH36_P5_A05	-0.941384283584	red	1	0.42761	7.563
MGH36_P5_A06	NA	black	0	1.6299	0
MGH36_P5_A07	0.877118220381	red	1	0.30568	4.3261
MGH36_P5_A08	-0.130580302601	red	1	0.21412	5.9876
MGH36_P5_A09	2.6704771515	black	0	4.5524	7.3604
MGH36_P5_B02	-0.508430587726	red	1	0.27501	6.6147
MGH36_P5_B03	-0.752682687255	red	1	0.17121	6.9123
MGH36_P5_B04	-0.028353542737	red	1	0.74674	5.8623
MGH36_P5_B05	0.119702684486	red	1	0.14405	5.6114
MGH36_P5_B06	-0.188612165931	red	1	0.085425	6.0497
MGH36_P5_B07	-0.719516221851	red	1	0.16993	6.8614
MGH36_P5_B08	NA	black	0	0	5.6718
MGH36_P5_B09	-0.279295592592	red	1	0.12829	6.1893
MGH36_P5_B10	-0.685148113613	red	1	0.25942	6.8889
MGH36_P5_B11	-1.25811627926	red	1	0.22651	7.7614
MGH36_P5_C01	NA	black	0	0	6.7119
MGH36_P5_C02	0.231683072713	red	1	2.8819	6.0721
MGH36_P5_C03	-0.561672720976	red	1	0.41684	6.8315
MGH36_P5_C04	0.0511756599971	red	1	1.8074	6.027
MGH36_P5_C05	0.0306116918156	red	1	3.7762	5.7975
MGH36_P5_C06	-1.0855093416	red	1	0.30451	7.6088
MGH36_P5_C09	1.05359719047	red	1	4.2274	6.4719
MGH36_P5_C11	NA	black	0	0.12961	0
MGH36_P5_C12	NA	black	0	0.24975	0
MGH36_P5_D01	-0.20492065288	red	1	1.1057	7.0091
MGH36_P5_D02	-0.975090326296	red	1	2.366	3.8378
MGH36_P5_D03	0.740014702276	red	1	3.5675	6.4167
MGH36_P5_D04	-0.432828716115	red	1	0.46571	6.632
MGH36_P5_D06	-0.58440547793	red	1	0.17377	6.6616
MGH36_P5_D07	-0.73444870231	red	1	0.62854	7.5253
MGH36_P5_D08	0.434850285269	red	1	3.2705	6.2134
MGH36_P5_D09	NA	black	0	0.65168	0
MGH36_P5_D11	-0.741486297844	red	1	0.1776	6.9012
MGH36_P5_D12	NA	black	0	0	7.8874
MGH36_P5_E01	-0.04774173042	red	1	1.2696	6.3758
MGH36_P5_E02	0.0330709580448	red	1	1.9134	5.9051
MGH36_P5_E03	-0.225121197026	red	1	0.24001	6.1414
MGH36_P5_E05	-1.11008677854	red	1	3.9611	4.9559
MGH36_P5_E07	-0.380471837313	red	1	0.37184	6.4627
MGH36_P5_E08	-1.36050275159	red	1	0.15316	7.7985
MGH36_P5_E09	-1.35174611176	red	1	0.51904	8.6113
MGH36_P5_E10	0.259522195678	red	1	0.16479	5.4013
MGH36_P5_E11	-0.366823940012	red	1	0.088142	6.3
MGH36_P5_F02	-0.674191877991	red	1	0.26664	6.878
MGH36_P5_F04	-0.31458263014	red	1	0.15963	6.2515
MGH36_P5_F05	0.120370708902	red	1	0.85997	5.3849
MGH36_P5_F06	1.82909355483	black	0	0.21661	2.9756
MGH36_P5_F07	0.255407762095	red	1	0.3774	5.3298
MGH36_P5_F08	-1.0457153461	red	1	0.22651	7.426
MGH36_P5_F09	-0.320540401117	red	1	0.98331	7.1623
MGH36_P5_F10	-0.53385449796	red	1	2.5595	4.9001
MGH36_P5_F11	NA	black	0	0.20539	0
MGH36_P5_G01	NA	black	0	0	5.7982
MGH36_P5_G02	NA	black	0	0	6.2279
MGH36_P5_G04	0.0768986043813	red	1	0.36513	5.6496
MGH36_P5_G06	-0.380524860449	red	1	0.62667	6.6806
MGH36_P5_G07	NA	black	0	4.0307	0
MGH36_P5_G08	0.125029980242	red	1	1.9007	6.2648
MGH36_P5_G09	-0.435550220055	red	1	0.16736	6.4348
MGH36_P5_G10	-0.135133473417	red	1	1.0922	6.554
MGH36_P5_G11	1.15692975865	green3	2	0.15186	4.0942
MGH36_P5_H02	-0.72041036228	red	1	0.70487	7.6767
MGH36_P5_H03	-0.522842886184	red	1	0.54201	6.8982
MGH36_P5_H05	NA	black	0	0.24975	0
MGH36_P5_H06	NA	black	0	0.29396	0
MGH36_P5_H07	0.0961818864964	red	1	0.34142	5.6194
MGH36_P5_H09	-0.64722897739	red	1	0.75702	7.6184
MGH36_P10_A02	NA	black	0	0	7.2007
MGH36_P10_A04	NA	black	0	0	6.7252
MGH36_P10_A05	NA	black	0	0	5.3945
MGH36_P10_A06	NA	black	0	0	5.9972
MGH36_P10_A07	1.01109178309	red	1	3.1308	6.8766
MGH36_P10_A09	NA	black	0	0	6.121
MGH36_P10_A11	NA	black	0	0	7.3179
MGH36_P10_A12	-1.48246692123	black	0	2.9075	3.9064
MGH36_P10_B01	0.757015450176	red	1	2.951	6.6975
MGH36_P10_B03	0.0299913672296	red	1	3.5022	5.8011
MGH36_P10_B05	NA	black	0	0	5.8262
MGH36_P10_B07	NA	black	0	0	5.9653
MGH36_P10_B08	1.29708042116	red	1	0.36177	3.5188
MGH36_P10_B10	NA	black	0	0	5.4372
MGH36_P10_B11	NA	black	0	0	6.0316
MGH36_P10_C01	1.80383247401	black	0	0.38184	2.5811
MGH36_P10_C03	1.93852664185	black	0	4.0233	7.1605
MGH36_P10_C04	NA	black	0	0	6.9427
MGH36_P10_C06	-0.0458820448585	red	1	1.3208	6.6572
MGH36_P10_C07	0.0322834675328	red	1	1.1635	5.55
MGH36_P10_C08	NA	black	0	0	6.7441
MGH36_P10_C09	NA	black	0	0	4.6306
MGH36_P10_C10	-1.06900044239	red	1	0.34028	7.6409
MGH36_P10_C12	0.19922342508	red	1	1.8383	6.6651
MGH36_P10_D01	0.766819494369	red	1	0.30801	4.5063
MGH36_P10_D02	NA	black	0	0	6.9706
MGH36_P10_D03	-0.414534469529	red	1	0.45838	6.5899
MGH36_P10_D04	-0.64655153804	red	1	0.39067	6.9596
MGH36_P10_D05	-0.0779058880713	red	1	2.0129	5.5334
MGH36_P10_D07	-0.381503321603	red	1	0.2916	6.4164
MGH36_P10_D09	NA	black	0	0	4.9551
MGH36_P10_D10	0.59690056059	red	1	0.34142	4.7582
MGH36_P10_D11	NA	black	0	0	5.6343
MGH36_P10_D12	-1.07930325184	red	1	3.6133	4.8536
MGH36_P10_E02	NA	black	0	0	6.4012
MGH36_P10_E03	0.545136221256	red	1	3.2704	6.3245
MGH36_P10_E04	-0.524516480846	red	1	0.43936	6.7845
MGH36_P10_E05	NA	black	0	0	7.0054
MGH36_P10_E07	NA	black	0	0	5.4093
MGH36_P10_E10	NA	black	0	0.49774	0
MGH36_P10_E11	-0.0610207679592	red	1	1.569	4.994
MGH36_P10_E12	-0.265687047361	red	1	3.2242	5.5001
MGH36_P10_F02	NA	black	0	0	5.1821
MGH36_P10_F03	-0.821546180159	red	1	0.27023	7.122
MGH36_P10_F05	NA	black	0	0	6.3717
MGH36_P10_F06	-0.756570743278	red	1	0.48646	7.3026
MGH36_P10_F08	0.0740244834488	red	1	1.7706	6.1743
MGH36_P10_F09	NA	black	0	0	0
MGH36_P10_F10	NA	black	0	0	5.7078
MGH36_P10_F11	-0.607938230921	red	1	0.66539	7.2943
MGH36_P10_F12	0.20984925007	red	1	2.0776	6.3739
MGH36_P10_G01	0.280394547553	red	1	2.0742	6.5771
MGH36_P10_G02	1.06137330433	red	1	3.2611	6.8493
MGH36_P10_G03	-0.311665965638	red	1	0.95159	7.0315
MGH36_P10_G05	NA	black	0	0	6.266
MGH36_P10_G06	-0.0134092254465	red	1	0.19787	5.8063
MGH36_P10_G07	-0.239403944764	red	1	0.36849	6.2098
MGH36_P10_G08	2.66333148418	black	0	4.5333	7.3659
MGH36_P10_G09	-0.719312797513	red	1	0.14926	6.8436
MGH36_P10_G10	NA	black	0	0	4.9531
MGH36_P10_G11	NA	black	0	0	4.992
MGH36_P10_H01	NA	black	0	0	6.5722
MGH36_P10_H03	NA	black	0	0	4.7664
MGH36_P10_H04	-0.635083477865	red	1	0.40817	6.9587
MGH36_P10_H05	NA	black	0	0	7.8563
MGH36_P10_H06	0.25998078774	red	1	1.7062	7.4501
MGH36_P10_H09	1.1122063582	green3	2	3.5363	6.7538
MGH36_P10_H11	NA	black	0	0	6.7679
MGH36_P10_H12	NA	black	0	0	6.5262
MGH36_P8_A01	NA	black	0	0	6.6305
MGH36_P8_A03	NA	black	0	0	5.9256
MGH36_P8_A04	NA	black	0	0	4.6563
MGH36_P8_A06	-0.0330979657482	red	1	1.2869	6.2457
MGH36_P8_A07	0.343789107455	red	1	3.3121	6.1139
MGH36_P8_A08	NA	black	0	0	5.8607
MGH36_P8_A09	NA	black	0	0	6.9418
MGH36_P8_A11	NA	black	0	0	6.4273
MGH36_P8_A12	-1.56537212673	black	0	4.6668	4.8686
MGH36_P8_B01	NA	black	0	0	7.1514
MGH36_P8_B02	NA	black	0	0	6.09
MGH36_P8_B03	NA	black	0	0	6.5873
MGH36_P8_B04	-0.436702642341	red	1	0.72421	6.9588
MGH36_P8_B05	-0.432720343803	red	1	0.71984	6.9407
MGH36_P8_B08	2.31151509259	black	0	4.3827	7.226
MGH36_P8_B09	-0.101027067361	red	1	1.1023	6.3765
MGH36_P8_B10	3.10333553994	black	0	4.977	7.3968
MGH36_P8_B11	-0.173905051442	red	1	2.1372	5.3248
MGH36_P8_B12	NA	black	0	0	5.3235
MGH36_P8_C01	-0.380077740067	red	1	0.22404	6.3787
MGH36_P8_C02	NA	black	0	0	6.4976
MGH36_P8_C03	0.623912348835	red	1	3.9212	6.2382
MGH36_P8_C05	0.175372722456	red	1	3.3055	5.9485
MGH36_P8_C06	NA	black	0	0	4.3269
MGH36_P8_C09	-0.660334784002	red	1	0.45418	7.064
MGH36_P8_C10	-1.71765459333	black	0	3.3756	4.1294
MGH36_P8_C12	0.0247292332853	red	1	1.4746	6.6067
MGH36_P8_D01	-0.127884088465	red	1	0.71545	6.1223
MGH36_P8_D03	NA	black	0	0	5.864
MGH36_P8_D04	NA	black	0	0	5.0789
MGH36_P8_D05	-0.631199406554	red	1	0.43189	6.9796
MGH36_P8_D07	1.41728302912	black	0	3.356	7.1384
MGH36_P8_D08	0.236419522099	red	1	2.3702	6.2422
MGH36_P8_D09	NA	black	0	0	6.7248
MGH36_P8_D10	NA	black	0	0	6.5726
MGH36_P8_D11	0.492756274296	red	1	3.1649	6.3021
MGH36_P8_D12	NA	black	0	0	6.9972
MGH36_P8_E01	NA	black	0	0	6.9735
MGH36_P8_E02	NA	black	0	0	7.1305
MGH36_P8_E03	-0.875534695228	red	1	0.31383	7.2667
MGH36_P8_E04	NA	black	0	0	4.9133
MGH36_P8_E05	0.234103472982	red	1	1.159	4.1555
MGH36_P8_E06	NA	black	0	0	6.932
MGH36_P8_E08	0.284662002719	red	1	3.0038	6.1113
MGH36_P8_E10	0.274115499112	red	1	4.0754	5.9649
MGH36_P8_F02	0.38373349142	red	1	0.94186	4.3075
MGH36_P8_F04	NA	black	0	0	4.6134
MGH36_P8_F05	0.985668128509	red	1	3.9089	6.5115
MGH36_P8_F07	NA	black	0	0	7.4863
MGH36_P8_F09	NA	black	0	0	7.7797
MGH36_P8_G01	NA	black	0	0	5.958
MGH36_P8_G02	-0.370091690662	red	1	3.1659	5.3793
MGH36_P8_G03	0.0947781877059	red	1	1.0108	5.3544
MGH36_P8_G04	-0.0744101318178	red	1	1.0779	6.1881
MGH36_P8_G05	-0.840925354543	red	1	0.39506	7.3213
MGH36_P8_G06	NA	black	0	0	6.4528
MGH36_P8_G07	NA	black	0	0	4.2005
MGH36_P8_G08	0.572373191528	red	1	0.27381	4.8582
MGH36_P8_G09	-0.539152578997	red	1	0.40054	6.7733
MGH36_P8_G10	-0.217944215982	red	1	0.60975	6.2861
MGH36_P8_G12	-0.794493904654	red	1	0.41359	7.2629
MGH36_P8_H01	NA	black	0	0	7.0197
MGH36_P8_H03	0.137908978146	red	1	1.6173	7.0656
MGH36_P8_H04	NA	black	0	0	6.5815
MGH36_P8_H06	-0.927064028988	red	1	4.4267	5.1947
MGH36_P8_H07	1.10773631998	green3	2	3.2777	6.8861
MGH36_P8_H09	0.0551406970798	red	1	2.1744	5.9154
MGH36_P8_H10	-0.338530399939	red	1	2.306	5.0625
MGH36_P8_H11	-0.573002592103	red	1	0.43189	6.869
MGH36_P9_A01	0.0198134245519	red	1	1.4563	6.7516
MGH36_P9_A02	NA	black	0	0	7.3228
MGH36_P9_A03	0.146411553679	red	1	0.40054	5.518
MGH36_P9_A05	NA	black	0	0	6.4703
MGH36_P9_A06	0.100919005899	red	1	3.4061	5.8694
MGH36_P9_A07	0.487170313696	red	1	0.44467	4.8581
MGH36_P9_A09	0.115243948449	red	1	0.76553	5.4569
MGH36_P9_A10	-0.135431366256	red	1	0.37962	6.0278
MGH36_P9_A11	0.0494720277267	red	1	1.3351	4.7585
MGH36_P9_A12	0.960627229324	red	1	2.4888	7.4478
MGH36_P9_B01	NA	black	0	0	6.3075
MGH36_P9_B04	-1.34264774639	red	1	3.7741	4.7065
MGH36_P9_B06	NA	black	0	0	6.673
MGH36_P9_B07	0.0713268404158	red	1	0.82212	5.5621
MGH36_P9_B08	NA	black	0	0	6.4914
MGH36_P9_B09	NA	black	0	0	6.1111
MGH36_P9_B10	0.0419747859286	red	1	1.584	6.2581
MGH36_P9_B11	-0.564475565393	red	1	0.40163	6.821
MGH36_P9_B12	-0.254019585522	red	1	2.9146	5.4587
MGH36_P9_C01	NA	black	0	0	6.7472
MGH36_P9_C02	-0.0384001869689	red	1	1.2987	6.3745
MGH36_P9_C03	NA	black	0	0	6.8694
MGH36_P9_C05	0.383607442114	red	1	3.2102	6.175
MGH36_P9_C07	-0.363395268526	red	1	0.37407	6.4336
MGH36_P9_C08	0.0162140902046	red	1	1.5356	6.0443
MGH36_P9_C09	NA	black	0	0	4.7711
MGH36_P9_C11	0.763746452039	red	1	2.7956	6.8108
MGH36_P9_C12	NA	black	0	0	7.0568
MGH36_P9_D05	-0.350322507711	red	1	0.94186	7.159
MGH36_P9_D07	0.77414791823	red	1	1.119	1.2418
MGH36_P9_D08	-0.543815453035	red	1	0.8512	7.5819
MGH36_P9_D09	-0.304711766519	red	1	0.71721	6.594
MGH36_P9_D10	NA	black	0	0	6.0562
MGH36_P9_D11	0.0168823024311	red	1	0.78325	5.7345
MGH36_P9_E01	2.08712845157	black	0	3.8627	7.3651
MGH36_P9_E02	NA	black	0	0	6.5303
MGH36_P9_E03	NA	black	0	0	7.2305
MGH36_P9_E04	-0.76475352815	red	1	0.14012	6.9026
MGH36_P9_E05	0.572960811647	red	1	3.2377	6.363
MGH36_P9_E06	NA	black	0	0	3.2516
MGH36_P9_E07	NA	black	0	0	4.1187
MGH36_P9_E08	NA	black	0	0	6.4612
MGH36_P9_E10	NA	black	0	0	7.132
MGH36_P9_E11	NA	black	0	0	6.9952
MGH36_P9_E12	-0.202848401595	red	1	0.94186	6.5763
MGH36_P9_F02	0.248715538803	red	1	3.7991	5.9683
MGH36_P9_F03	-0.385019054773	red	1	0.045443	6.3089
MGH36_P9_F04	NA	black	0	0	6.0537
MGH36_P9_F08	NA	black	0	0	6.5093
MGH36_P9_F09	1.90862133548	black	0	3.8203	7.2549
MGH36_P9_F10	-0.856280678246	red	1	0.28333	7.1949
MGH36_P9_F11	-0.0194766274584	red	1	1.3522	6.3195
MGH36_P9_F12	NA	black	0	0	6.9276
MGH36_P9_G03	-0.414500035256	red	1	0.76214	6.9635
MGH36_P9_G04	-0.408924788578	red	1	0.35276	6.5005
MGH36_P9_G05	0.190239323152	red	1	3.3936	5.9545
MGH36_P9_G06	NA	black	0	0	7.1291
MGH36_P9_G07	NA	black	0	0	5.9596
MGH36_P9_G08	0.120579917879	red	1	3.0374	5.915
MGH36_P9_G09	NA	black	0	0	7.6536
MGH36_P9_G10	-0.752285293341	red	1	0.29042	7.0308
MGH36_P9_G11	-0.135143878181	red	1	0.52406	6.0658
MGH36_P9_H01	1.20600360088	red	1	3.5357	6.8366
MGH36_P9_H02	1.30478889189	red	1	4.3302	6.6078
MGH36_P9_H03	-0.0843339420729	red	1	1.2672	6.8253
MGH36_P9_H04	NA	black	0	0	4.73
MGH36_P9_H06	NA	black	0	0	0
MGH36_P9_H07	NA	black	0	0	6.0913
MGH36_P9_H08	-0.234857012629	red	1	0.514	6.2682
MGH36_P9_H10	0.0165906833568	red	1	2.1881	5.8192
MGH36_P9_H11	-0.446626958648	red	1	0.49876	6.6905
MGH36_P9_H12	-0.763001862119	red	1	0.34483	7.1128
MGH36_P2_A01	0.0411003158265	red	1	2.5044	5.8485
MGH36_P2_A03	-0.609694850932	red	1	0.082703	6.6375
MGH36_P2_A04	-0.10239812928	red	1	0.74416	6.0662
MGH36_P2_A05	0.209175795274	red	1	1.7799	6.8577
MGH36_P2_A06	NA	black	0	0	7.3217
MGH36_P2_A07	NA	black	0	0	6.2073
MGH36_P2_A08	-0.255193553032	red	1	0.21412	6.1804
MGH36_P2_A11	NA	black	0	2.0014	0
MGH36_P2_B03	-0.477675622839	red	1	0.27262	6.5628
MGH36_P2_B04	-0.0184258774149	red	1	1.2191	5.9524
MGH36_P2_B05	-0.0172026849329	red	1	0.29042	5.8139
MGH36_P2_B06	-0.0648408311585	red	1	0.29514	5.8929
MGH36_P2_B07	NA	black	0	0	4.6478
MGH36_P2_B08	-0.187659555813	red	1	0.12433	6.0561
MGH36_P2_B09	1.59100441713	black	0	3.6603	7.0971
MGH36_P2_B10	NA	black	0	0	8.7311
MGH36_P2_B11	NA	black	0	0	6.0041
MGH36_P2_B12	0.393981484441	red	1	0.42438	5.0502
MGH36_P2_C02	-0.483493364405	red	1	0.14012	6.4911
MGH36_P2_C03	0.650116493415	red	1	3.8824	6.2655
MGH36_P2_C04	-0.20098448561	red	1	0.48543	6.1858
MGH36_P2_C07	1.63678233422	black	0	3.3764	7.3327
MGH36_P2_C08	0.484621365962	red	1	0.43829	4.8689
MGH36_P2_C09	-7.03604838789	black	0	4.0238	0.67627
MGH36_P2_C10	-1.09469854158	red	1	0.028569	7.2579
MGH36_P2_C11	-0.201433560601	red	1	0.80818	6.3982
MGH36_P2_C12	-0.89688808173	red	1	0.40381	7.4384
MGH36_P2_D01	-0.0452230394476	red	1	1.2455	6.2656
MGH36_P2_D02	-0.306244885169	red	1	1.1738	8.1691
MGH36_P2_D04	0.762218175539	red	1	0.23756	4.5893
MGH36_P2_D05	NA	black	0	0	7.2163
MGH36_P2_D06	2.09910531421	black	0	4.4883	7.0468
MGH36_P2_D07	-0.356215689076	red	1	0.63413	6.6311
MGH36_P2_D08	-0.42495072231	red	1	0.31383	6.5025
MGH36_P2_D09	-0.776240623164	red	1	4.1109	5.233
MGH36_P2_D10	1.67388907442	black	0	0.32769	2.9551
MGH36_P2_D11	NA	black	0	1.7058	0
MGH36_P2_E01	-0.111735956638	red	1	0.46048	6.0019
MGH36_P2_E02	-1.20360271651	red	1	0.46258	8.1473
MGH36_P2_E03	0.232069099118	red	1	0.26183	5.4129
MGH36_P2_E04	0.0751158802027	red	1	0.26183	5.6649
MGH36_P2_E06	-0.633723461346	red	1	0.68167	7.394
MGH36_P2_E07	-0.316570568943	red	1	0.15186	6.2516
MGH36_P2_E08	-1.23742183661	red	1	0.062122	7.492
MGH36_P2_E09	-0.730109085488	red	1	0.31034	7.0157
MGH36_P2_E10	NA	black	0	0.35163	0
MGH36_P2_F02	-0.00511867149491	red	1	0.34255	5.7942
MGH36_P2_F03	NA	black	0	0	6.8452
MGH36_P2_F04	-0.724971105787	red	1	0.038436	6.7665
MGH36_P2_F06	0.00212237830921	red	1	0.78325	5.7776
