Cell_name	Zvalue	Color	Cluster	EGR1	LDLR
MGH53_P5_G10	NA	black	0	0	4.821
MGH53_P5_G11	-0.765544830888	red	1	3.6361	2.7991
MGH53_P5_H02	NA	black	0	4.2257	0
MGH53_P5_H03	NA	black	0	5.2488	0
MGH53_P5_H04	NA	black	0	0	1.2172
MGH53_P5_H05	NA	black	0	0	2.0409
MGH53_P5_H07	NA	black	0	5.062	0
MGH53_P5_H08	-0.055008965497	red	1	6.9669	1.3237
MGH53_P5_H10	NA	black	0	0	4.2862
MGH53_P5_H11	0.0286812069784	red	1	5.5338	1.1985
MGH53_P6_A01	-0.342337110637	red	1	7.0787	0.43082
MGH53_P6_A02	0.823030598742	red	1	7.4849	3.5251
MGH53_P6_A03	NA	black	0	0	3.6012
MGH53_P6_A04	0.542365103985	red	1	6.543	4.9045
MGH53_P6_A05	-1.70434177857	red	1	3.8494	4.6523
MGH53_P6_A06	0.000144264802128	red	1	5.9476	1.5236
MGH53_P6_A07	NA	black	0	0	0.39944
MGH53_P6_A08	-0.00486881445387	red	1	5.9021	0.75275
MGH53_P6_A09	0.09347817736	red	1	5.5846	0.26544
MGH53_P6_A10	NA	black	0	0	1.8934
MGH53_P6_A11	0.656337678721	red	1	4.0622	0.11636
MGH53_P6_A12	NA	black	0	0	0
MGH53_P6_B02	0.0818184274785	red	1	5.3021	0.97012
MGH53_P6_B03	-0.153186791662	red	1	7.4665	1.1499
MGH53_P6_B04	NA	black	0	3.3363	0
MGH53_P6_B05	0.00766341540929	red	1	5.8469	0.39835
MGH53_P6_B06	NA	black	0	0	0.32654
MGH53_P6_B07	NA	black	0	0	2.6358
MGH53_P6_B09	0.868886099234	red	1	3.4217	0.14535
MGH53_P6_B10	NA	black	0	0	0.75873
MGH53_P6_C01	-0.738360833197	red	1	8.3143	0.36513
MGH53_P6_C03	NA	black	0	0	0.4844
MGH53_P6_C04	0.0298727583104	red	1	6.6934	1.6595
MGH53_P6_C05	0.0367578210345	red	1	5.7645	0.1865
MGH53_P6_C06	-0.24010337216	red	1	7.29	0.8679
MGH53_P6_C07	NA	black	0	0	0.45733
MGH53_P6_C08	-0.400716772565	red	1	4.6267	2.7128
MGH53_P6_C09	-4.44330538998	black	0	0.20914	4.475
MGH53_P6_C10	-0.135765581852	red	1	6.3043	0.31267
MGH53_P6_C11	NA	black	0	0	0.22527
MGH53_P6_C12	NA	black	0	0	4.1359
MGH53_P6_D01	0.281725504715	red	1	8.1187	2.0076
MGH53_P6_D02	1.83945998669	blue	3	8.8084	3.964
MGH53_P6_D03	NA	black	0	0	0.41684
MGH53_P6_D05	-1.74505872461	red	1	3.8369	4.7072
MGH53_P6_D07	NA	black	0	0	0.19661
MGH53_P6_D08	0.00160701319689	red	1	5.8674	0.36065
MGH53_P6_D09	-0.0181300364307	red	1	5.9279	0.27858
MGH53_P6_D10	NA	black	0	0	0
MGH53_P6_D11	-0.0512847512676	red	1	6.127	0.72857
MGH53_P6_D12	NA	black	0	0	3.9036
MGH53_P6_E01	NA	black	0	6.6885	0
MGH53_P6_E02	0.0363260282971	red	1	5.5272	1.121
MGH53_P6_E03	NA	black	0	3.1218	0
MGH53_P6_E04	-0.417914374722	red	1	7.4911	0.53007
MGH53_P6_E05	NA	black	0	6.7736	0
MGH53_P6_E06	NA	black	0	0	0.17377
MGH53_P6_E07	NA	black	0	0	0
MGH53_P6_E08	0.142297959052	red	1	6.3971	2.6142
MGH53_P6_E09	1.0147010144	red	1	2.96	0.16736
MGH53_P6_E10	-0.0520988383506	red	1	6.0338	0.28333
MGH53_P6_F01	0.921714909441	red	1	8.3048	2.9951
MGH53_P6_F02	NA	black	0	0	4.3689
MGH53_P6_F03	NA	black	0	0	3.9528
MGH53_P6_F04	0.527278309359	red	1	3.7187	0.56949
MGH53_P6_F05	1.03491206071	red	1	1.488	0.59359
MGH53_P6_F06	0.120025362755	red	1	5.4898	0.31034
MGH53_P6_F07	NA	black	0	0	3.5823
MGH53_P6_F08	0.391202144243	red	1	4.0835	0.67175
MGH53_P6_F09	1.53368565027	blue	3	1.5782	0.12829
MGH53_P6_F10	NA	black	0	0	0.81065
MGH53_P6_G01	NA	black	0	0	2.1414
MGH53_P6_G02	NA	black	0	0	4.0575
MGH53_P6_G03	NA	black	0	0	0
MGH53_P6_G04	-0.360077871056	red	1	7.5421	0.69243
MGH53_P6_G05	0.0551269915179	red	1	5.7012	0.27501
MGH53_P6_G06	NA	black	0	0	0.75018
MGH53_P6_G07	NA	black	0	0	0.93433
MGH53_P6_G08	NA	black	0	0	0
MGH53_P6_G09	-0.543215407762	red	1	7.5166	0.2558
MGH53_P6_G10	NA	black	0	0	4.5737
MGH53_P6_G11	NA	black	0	0	0.3115
MGH53_P6_H01	-0.0620448798636	red	1	6.1624	0.68347
MGH53_P6_H02	NA	black	0	3.9676	0
MGH53_P6_H03	NA	black	0	0	4.065
MGH53_P6_H04	0.777221826628	red	1	7.8441	3.0581
MGH53_P6_H05	-4.3781835654	black	0	0.28451	4.4708
MGH53_P6_H07	-0.909026424816	red	1	2.6998	2.59
MGH53_P6_H09	0.350172097598	red	1	4.8213	0.23266
MGH53_P6_H10	0.0648234815339	red	1	5.3823	1.0144
MGH53_P6_H11	0.939902557624	red	1	2.7214	0.35952
MGH53_P7_A01	NA	black	0	0	2.232
MGH53_P7_A02	1.78993828705	blue	3	0.48749	0.21909
MGH53_P7_A03	-0.0989883082739	red	1	6.3382	0.69421
MGH53_P7_A04	-1.67997328971	red	1	4.4307	5.7781
MGH53_P7_A05	NA	black	0	0	3.4547
MGH53_P7_A06	-0.364896817634	red	1	7.1191	0.39726
MGH53_P7_A07	-0.298067873368	red	1	6.9424	0.44996
MGH53_P7_A09	NA	black	0	0	0.77821
MGH53_P7_A11	-0.160245628375	red	1	6.4167	0.38736
MGH53_P7_A12	0.0735974859097	red	1	6.968	1.7799
MGH53_P7_B01	NA	black	0	6.4632	0
MGH53_P7_B02	-1.81527310061	red	1	3.7049	4.6388
MGH53_P7_B03	1.5809897967	blue	3	0.50284	0.36513
MGH53_P7_B04	-0.65308129997	red	1	8.27	0.47923
MGH53_P7_B05	0.0764570892689	red	1	6.0615	3.466
MGH53_P7_B06	NA	black	0	0	1.0868
MGH53_P7_B07	0.0186697143124	red	1	5.8029	0.51803
MGH53_P7_B08	0.00562105655487	red	1	6.3346	1.5641
MGH53_P7_B10	0.00403388204523	red	1	6.184	1.5675
MGH53_P7_B11	NA	black	0	0	0.62387
MGH53_P7_B12	-0.171966604563	red	1	6.4483	0.37184
MGH53_P7_C01	-0.162259972106	red	1	7.5704	1.1525
MGH53_P7_C02	NA	black	0	0	1.1648
MGH53_P7_C03	NA	black	0	0	1.9859
MGH53_P7_C04	-0.326800457026	red	1	3.5628	2.0423
MGH53_P7_C05	-0.0455475724597	red	1	6.0075	0.23511
MGH53_P7_C06	NA	black	0	0	4.0462
MGH53_P7_C07	NA	black	0	0	0.12961
MGH53_P7_C09	-0.112386797977	red	1	4.9679	1.976
MGH53_P7_C11	NA	black	0	0	2.1884
MGH53_P7_C12	NA	black	0	0	0.44573
MGH53_P7_D01	NA	black	0	0	0
MGH53_P7_D02	0.437405954888	red	1	0.94711	1.1557
MGH53_P7_D03	-0.264324136716	red	1	7.2298	0.77062
MGH53_P7_D04	0.610964328203	red	1	4.0989	0.1865
MGH53_P7_D05	0.233882170927	red	1	4.9742	0.51602
MGH53_P7_D06	NA	black	0	4.6074	0
MGH53_P7_D07	0.114082651624	red	1	5.3456	0.68975
MGH53_P7_D10	NA	black	0	0	0.22404
MGH53_P7_D11	0.578126749549	red	1	2.4714	0.8512
MGH53_P7_D12	-1.67348004066	red	1	2.5743	3.4234
MGH53_P7_E01	NA	black	0	0	1.7102
MGH53_P7_E02	-0.142511354491	red	1	6.3811	0.44042
MGH53_P7_E03	0.88687835773	red	1	2.6109	0.46048
MGH53_P7_E04	NA	black	0	6.3747	0
MGH53_P7_E05	NA	black	0	0	0.36065
MGH53_P7_E06	0.490493429433	red	1	4.3113	0.30451
MGH53_P7_E07	-0.412504284903	red	1	7.219	0.34596
MGH53_P7_E08	-0.240170848412	red	1	6.6783	0.37518
MGH53_P7_E09	NA	black	0	0	4.7377
MGH53_P7_E10	NA	black	0	0	0.79161
MGH53_P7_E11	NA	black	0	0	0.29396
MGH53_P7_E12	0.994633720243	red	1	2.6236	0.32884
MGH53_P7_F01	NA	black	0	0	0.61353
MGH53_P7_F02	NA	black	0	0	4.0956
MGH53_P7_F04	-0.274247138825	red	1	6.762	0.33685
MGH53_P7_F05	0.692120094147	red	1	3.8679	0.18269
MGH53_P7_F06	NA	black	0	0	2.8895
MGH53_P7_F08	NA	black	0	0	0
MGH53_P7_F09	NA	black	0	4.199	0
MGH53_P7_F10	NA	black	0	0	0.32998
MGH53_P7_F11	NA	black	0	0	0.33685
MGH53_P7_F12	-0.298707719107	red	1	6.7728	0.24853
MGH53_P7_G01	NA	black	0	0	1.8864
MGH53_P7_G03	NA	black	0	7.5129	0
MGH53_P7_G04	NA	black	0	0.22404	0
MGH53_P7_G05	NA	black	0	0	5.0763
MGH53_P7_G06	0.690706218563	red	1	6.9228	4.1575
MGH53_P7_G07	NA	black	0	0	0.19661
MGH53_P7_G08	-0.034864318006	red	1	5.971	0.18523
MGH53_P7_G09	0.483606499532	red	1	4.1083	0.45838
MGH53_P7_G10	NA	black	0	0	0
MGH53_P7_G11	NA	black	0	0	5.2361
MGH53_P7_G12	NA	black	0	0	3.7554
MGH53_P7_H01	1.01027938656	red	1	2.8203	0.23389
MGH53_P7_H02	-0.275499059249	red	1	5.5627	4.4393
MGH53_P7_H03	0.474014592416	red	1	4.3885	0.28451
MGH53_P7_H04	NA	black	0	0	0.73379
MGH53_P7_H05	-3.2188362676	black	0	2.8005	5.4403
MGH53_P7_H06	-0.373946081941	red	1	7.1663	0.41143
MGH53_P7_H07	NA	black	0	0	4.9503
MGH53_P7_H08	0.493939458943	red	1	3.5287	0.69955
MGH53_P7_H10	0.758553579872	red	1	3.6532	0.19535
MGH53_P7_H11	NA	black	0	4.0569	0
MGH53_P7_H12	NA	black	0	0.42331	0
MGH53_P8_A01	NA	black	0	0	2.3716
MGH53_P8_A02	0.124549933917	red	1	5.3699	0.56852
MGH53_P8_A03	NA	black	0	0	0.5509
MGH53_P8_A04	0.832340221055	red	1	8.5132	2.7455
MGH53_P8_A05	NA	black	0	0	0
MGH53_P8_A06	NA	black	0	0	0.72944
MGH53_P8_A07	-0.130375514021	red	1	6.2519	0.20539
MGH53_P8_A08	NA	black	0	2.7772	0
MGH53_P8_A09	NA	black	0	0	4.842
MGH53_P8_A10	NA	black	0	0	2.1322
MGH53_P8_A11	0.0669250003131	red	1	5.5872	0.62574
MGH53_P8_A12	NA	black	0	0	0.84559
MGH53_P8_B03	-0.338237841847	red	1	7.5042	0.72421
MGH53_P8_B04	1.79709011439	blue	3	8.1503	4.6196
MGH53_P8_B08	0.155845415171	red	1	6.1894	3.6841
MGH53_P8_B09	NA	black	0	5.9044	0
MGH53_P8_B10	NA	black	0	1.5602	0
MGH53_P8_B11	NA	black	0	0	0.43189
MGH53_P8_B12	1.19407406561	red	1	7.8495	3.8889
MGH53_P8_C01	0.0689334834439	red	1	5.6331	0.41468
MGH53_P8_C02	NA	black	0	0	0
MGH53_P8_C03	-2.41528360221	black	0	2.7122	4.3858
MGH53_P8_C04	-0.185352434618	red	1	6.6315	0.57821
MGH53_P8_C08	1.79996938366	blue	3	0.64524	0.17377
MGH53_P8_C09	-0.0565475590338	red	1	6.1731	0.78157
MGH53_P8_C10	NA	black	0	0	0.58592
MGH53_P8_C11	0.353035077433	red	1	4.8167	0.22774
MGH53_P8_C12	0.00565768760491	red	1	5.8535	0.44784
MGH53_P8_D01	NA	black	0	0	0
MGH53_P8_D02	NA	black	0	0	5.164
MGH53_P8_D03	NA	black	0	0	1.0342
MGH53_P8_D04	NA	black	0	0	0.85599
MGH53_P8_D05	NA	black	0	0	4.9373
MGH53_P8_D06	NA	black	0	0	5.3074
MGH53_P8_D07	NA	black	0	4.7169	0
MGH53_P8_D08	NA	black	0	0	5.3747
MGH53_P8_D09	NA	black	0	0	4.2016
MGH53_P8_D10	0.462273782926	red	1	6.4447	4.9592
MGH53_P8_D11	NA	black	0	0	0.66084
MGH53_P8_E01	NA	black	0	4.4489	0
MGH53_P8_E03	NA	black	0	8.1382	0
MGH53_P8_E04	NA	black	0	3.3498	0
MGH53_P8_E05	NA	black	0	0	2.1296
MGH53_P8_E06	-0.0594127163742	red	1	6.1416	0.65718
MGH53_P8_E07	NA	black	0	3.8224	0
MGH53_P8_E08	NA	black	0	1.5241	0
MGH53_P8_E09	-0.0796976946884	red	1	4.1408	1.6821
MGH53_P8_E10	0.530770784033	red	1	3.9845	0.43082
MGH53_P8_E11	0.740174942949	red	1	3.6906	0.20539
MGH53_P8_F01	NA	black	0	0	3.5397
MGH53_P8_F02	NA	black	0	0	0.56071
MGH53_P8_F04	NA	black	0	0	1.7242
MGH53_P8_F05	NA	black	0	0	0.5568
MGH53_P8_F06	1.56463216324	blue	3	0.79909	0.31267
MGH53_P8_F07	NA	black	0	0	0
MGH53_P8_F08	NA	black	0	3.8665	0
MGH53_P8_F09	NA	black	0	0	2.514
MGH53_P8_F11	-0.297213282452	red	1	6.8515	0.35502
MGH53_P8_G01	NA	black	0	0	5.6278
MGH53_P8_G02	NA	black	0	5.0793	0
MGH53_P8_G03	NA	black	0	0	4.709
MGH53_P8_G04	NA	black	0	0	0
MGH53_P8_G05	0.0177897923001	red	1	7.1063	1.5748
MGH53_P8_G06	NA	black	0	0	0.31383
MGH53_P8_G07	-0.797368599641	red	1	8.3604	0.29631
MGH53_P8_G08	NA	black	0	0	0
MGH53_P8_G09	NA	black	0	0	0.38294
MGH53_P8_G10	0.225987990039	red	1	6.2235	4.3973
MGH53_P8_G11	-1.09578970193	red	1	3.9302	3.6237
MGH53_P8_G12	NA	black	0	1.3408	0
MGH53_P8_H01	NA	black	0	4.9962	0
MGH53_P8_H02	NA	black	0	0	0.73031
MGH53_P8_H03	0.609843835281	red	1	3.9737	0.2762
MGH53_P8_H04	0.476016829152	red	1	6.3707	5.7538
MGH53_P8_H05	NA	black	0	0	0
MGH53_P8_H06	NA	black	0	0	1.5023
MGH53_P8_H07	-0.169312904885	red	1	6.8596	0.85679
MGH53_P8_H08	-0.412561593219	red	1	8.1361	0.82293
MGH53_P8_H09	NA	black	0	0	5.078
MGH53_P8_H10	0.27116613824	red	1	6.9144	2.5418
MGH53_P8_H11	0.314896684048	red	1	4.9389	0.21661
MGH53_P8_H12	0.469314672417	red	1	1.5326	1.0841
MGH53_P1_A03	-0.82809327312	red	1	8.3424	0.24001
MGH53_P1_A04	-2.24326770092	black	0	2.8846	4.3335
MGH53_P1_A06	1.82722358699	blue	3	0.50182	0.18903
MGH53_P1_A07	0.0268019015975	red	1	8.8525	1.5602
MGH53_P1_A08	NA	black	0	0	0.052416
MGH53_P1_B04	0.0310438460736	red	1	8.5957	1.5685
MGH53_P1_B08	NA	black	0	0	0.48336
MGH53_P1_B09	-0.0215674934757	red	1	7.4192	1.4662
MGH53_P1_B11	-0.40485405434	red	1	5.4233	4.6021
MGH53_P1_C03	-0.773359619445	red	1	8.0274	0.14926
MGH53_P1_C06	0.116774717276	red	1	5.4816	0.36961
MGH53_P1_C09	-0.642741784854	red	1	7.9676	0.3471
MGH53_P1_C10	NA	black	0	0	1.4388
MGH53_P1_D01	-1.68752889265	red	1	0.44042	2.6778
MGH53_P1_D05	-0.250295275004	red	1	8.6296	1.1757
MGH53_P1_D12	NA	black	0	0	4.4997
MGH53_P1_E09	-0.190390314585	red	1	6.9849	0.85917
MGH53_P1_E12	-0.591647588909	red	1	8.5713	0.68347
MGH53_P12_A01	-0.140327664862	red	1	6.3555	0.40163
MGH53_P12_A02	0.084291263552	red	1	5.5934	0.35727
MGH53_P12_A03	0.366197330581	red	1	4.2099	0.6663
MGH53_P12_A04	1.91329514448	black	0	7.5026	6.2369
MGH53_P12_A05	-0.42920107498	red	1	9.2836	1.044
MGH53_P12_A06	1.56122789195	blue	3	0.23143	0.43189
MGH53_P12_A08	-1.545103449	red	1	3.3682	3.8285
MGH53_P12_A09	-1.08237626298	red	1	4.1935	3.9141
MGH53_P12_A10	NA	black	0	0	0.78073
MGH53_P12_A11	NA	black	0	0	5.1219
MGH53_P12_A12	NA	black	0	0	1.0179
MGH53_P12_B01	0.55723623027	red	1	3.6897	0.52907
MGH53_P12_B02	1.4568888008	blue	3	7.0596	6.5579
MGH53_P12_B03	NA	black	0	0	0.62947
MGH53_P12_B04	0.465845948075	red	1	8.8115	2.1372
MGH53_P12_B05	NA	black	0	0	0.45733
MGH53_P12_B06	1.73834023713	blue	3	9.3197	3.4819
MGH53_P12_B07	NA	black	0	0	0.42438
MGH53_P12_B08	NA	black	0	0	0
MGH53_P12_B09	0.273849950178	red	1	6.8107	2.6713
MGH53_P12_B11	0.900470138825	red	1	2.5195	0.47301
MGH53_P12_B12	1.75455842751	blue	3	0.17632	0.3115
MGH53_P12_C01	-0.617295851536	red	1	9.4326	0.86235
MGH53_P12_C02	0.0621512574569	red	1	6.4994	1.9084
MGH53_P12_C03	0.0626507080813	red	1	6.4765	1.9271
MGH53_P12_C04	0.470356588302	red	1	2.9819	0.88127
MGH53_P12_C05	0.316391628007	red	1	3.6697	0.95754
MGH53_P12_C06	-1.2065860216	red	1	9.1752	0.12829
MGH53_P12_C07	NA	black	0	0	1.6727
MGH53_P12_C08	0.402416223612	red	1	3.6124	0.82538
MGH53_P12_C09	0.825189070447	red	1	3.5479	0.14405
MGH53_P12_C10	NA	black	0	0	1.6069
MGH53_P12_C11	-0.625662027829	red	1	8.0859	0.43936
MGH53_P12_C12	0.433514490536	red	1	7.3772	2.6448
MGH53_P12_D01	NA	black	0	0	0.23879
MGH53_P12_D02	NA	black	0	2.416	0
MGH53_P12_D03	-1.0397014745	red	1	9.0396	0.26903
MGH53_P12_D04	NA	black	0	1.1577	0
MGH53_P12_D05	NA	black	0	8.4942	0
MGH53_P12_D06	-0.724673171649	red	1	8.5832	0.49978
MGH53_P12_D07	NA	black	0	0	0
MGH53_P12_D08	NA	black	0	0	0.21537
MGH53_P12_D09	1.32581733041	blue	3	8.6342	3.3897
MGH53_P12_D10	NA	black	0	0	0.45943
MGH53_P12_D11	-0.39095004698	red	1	7.6549	0.67897
MGH53_P12_D12	0.256732701773	red	1	5.0138	0.36625
MGH53_P12_E01	-0.0195218666666	red	1	6.926	1.4463
MGH53_P12_E02	-0.142501991286	red	1	9.1919	1.3618
MGH53_P12_E03	-0.501762228966	red	1	7.4137	0.27381
MGH53_P12_E04	NA	black	0	5.7266	0
MGH53_P12_E05	-3.49505196676	black	0	0.21785	3.8446
MGH53_P12_E06	-0.598214339365	red	1	7.8347	0.35389
MGH53_P12_E07	0.16918475806	red	1	5.3671	0.22651
MGH53_P12_E08	1.01520502477	red	1	2.6362	0.29983
MGH53_P12_E09	NA	black	0	0	0
MGH53_P12_E10	1.34124955892	blue	3	0.39067	0.55582
MGH53_P12_E12	NA	black	0	0	3.4191
MGH53_P12_F01	NA	black	0	0	2.7613
MGH53_P12_F02	-0.693919361694	red	1	9.5906	0.81229
MGH53_P12_F03	-0.450742040653	red	1	5.3947	4.7555
MGH53_P12_F04	-0.361408698191	red	1	7.9035	0.83835
MGH53_P12_F06	-0.597402032638	red	1	7.6609	0.24245
MGH53_P12_F07	NA	black	0	0	0.49876
MGH53_P12_F08	3.94399642827	black	0	9.9282	5.3182
MGH53_P12_F09	-0.944218787638	red	1	8.6099	0.20414
MGH53_P12_F10	-0.446359381243	red	1	7.2628	0.29042
MGH53_P12_F11	0.632025608611	red	1	6.7668	4.3876
MGH53_P12_F12	-0.285088661601	red	1	9.0948	1.1865
MGH53_P12_G01	-0.707522597246	red	1	8.7087	0.56852
MGH53_P12_G03	NA	black	0	0	0
MGH53_P12_G04	2.57319125461	black	0	9.3648	4.3936
MGH53_P12_G07	NA	black	0	8.2358	0
MGH53_P12_G08	0.157421313843	red	1	5.3391	0.38294
MGH53_P12_G09	-0.720217979449	red	1	8.5297	0.48543
MGH53_P12_G10	1.2288462871	blue	3	2.3391	0.16736
MGH53_P12_G11	1.69469180572	blue	3	7.4432	5.8481
MGH53_P12_G12	0.177733385921	red	1	1.94	1.3265
MGH53_P12_H01	-0.137910512699	red	1	6.3554	0.42008
MGH53_P12_H02	0.276355621126	red	1	6.4272	3.5741
MGH53_P12_H03	0.0641093187982	red	1	7.3617	1.6866
MGH53_P12_H04	-0.741507766533	red	1	8.0356	0.21039
MGH53_P12_H05	0.551571705068	red	1	6.7971	3.919
MGH53_P12_H06	-0.0363550012253	red	1	5.9674	0.09356
MGH53_P12_H07	0.038796801971	red	1	5.6852	0.74071
MGH53_P12_H08	0.228690900409	red	1	6.2461	4.208
MGH53_P12_H09	-0.499337512893	red	1	7.9207	0.58688
MGH53_P12_H10	0.096116557788	red	1	3.9846	1.3132
MGH53_P12_H11	-0.302731007103	red	1	7.1629	0.61824
MGH53_P12_H12	0.0536488300951	red	1	3.7509	1.4098
MGH53_P2_A09	0.23637376247	red	1	6.4295	3.255
MGH53_P2_A11	-0.640895700259	red	1	8.6671	0.64524
MGH53_P2_A12	0.696211799984	red	1	3.8809	0.16607
MGH53_P2_B05	0.0541291036267	red	1	5.5859	0.80405
MGH53_P2_B07	NA	black	0	0	0.83026
MGH53_P2_B09	-0.835354078087	red	1	4.5822	3.9073
MGH53_P2_B10	0.209752491245	red	1	6.6626	2.5709
MGH53_P2_C01	-0.260085714107	red	1	5.4892	3.8467
MGH53_P2_C02	NA	black	0	0	0.26063
MGH53_P2_C03	-0.519302370187	red	1	8.3705	0.72596
MGH53_P2_C07	NA	black	0	0	1.5902
MGH53_P2_C09	-0.56222732113	red	1	8.9881	0.8335
MGH53_P2_D01	0.00558824471325	red	1	5.8503	0.71809
MGH53_P2_D02	-0.846360795	red	1	3.4029	2.8014
MGH53_P2_D07	NA	black	0	0	0
MGH53_P2_D08	NA	black	0	0	0.65352
MGH53_P2_D12	1.60821879051	blue	3	0.36961	0.37295
MGH53_P2_E04	0.247884325904	red	1	5.1777	0.14012
MGH53_P2_E10	0.479222254469	red	1	3.959	0.54893
MGH53_P2_F02	-1.11425726833	red	1	9.1418	0.22157
MGH53_P2_F03	0.993412447633	red	1	9.7086	2.5281
MGH53_P2_F04	NA	black	0	0	0.74846
MGH53_P2_F05	NA	black	0	0	0.6663
MGH53_P2_G02	NA	black	0	0	0.77062
MGH53_P2_G07	3.34540794187	black	0	9.0006	5.7191
MGH53_P2_H01	-0.670104805003	red	1	8.3295	0.4782
MGH53_P10_A01	-0.261188151324	red	1	7.1085	0.70664
MGH53_P10_A02	-0.63214443021	red	1	7.7973	0.26424
MGH53_P10_A03	1.1330630853	red	1	0.25096	0.72072
MGH53_P10_A04	-0.947203119521	red	1	9.6777	0.57434
MGH53_P10_A05	0.0100364850543	red	1	5.7859	1.1144
MGH53_P10_A06	NA	black	0	0	0.88518
MGH53_P10_A07	-0.674087396059	red	1	1.9561	2.1548
MGH53_P10_A08	1.06791728033	red	1	2.3882	0.32654
MGH53_P10_A09	0.889369325376	red	1	1.7035	0.68167
MGH53_P10_A10	-0.755866483079	red	1	8.8162	0.54102
MGH53_P10_A11	-0.319017906691	red	1	8.5881	1.0731
MGH53_P10_A12	1.59341864954	blue	3	0.98331	0.2461
MGH53_P10_B01	NA	black	0	4.2853	0
MGH53_P10_B02	NA	black	0	0	0.53107
MGH53_P10_B03	1.16116034387	red	1	8.3891	3.3179
MGH53_P10_B04	-0.408065882159	red	1	7.259	0.39177
MGH53_P10_B05	-0.460614734029	red	1	9.094	0.97746
MGH53_P10_B06	0.164409977972	red	1	5.4026	0.16607
MGH53_P10_B07	NA	black	0	8.8966	0
MGH53_P10_B08	0.984621034436	red	1	3.0031	0.18777
MGH53_P10_B09	1.23474342836	blue	3	2.2348	0.19912
MGH53_P10_B10	0.857462808758	red	1	2.1217	0.6248
MGH53_P10_B11	-0.393559962685	red	1	8.3209	0.90612
MGH53_P10_B12	0.568484978794	red	1	3.5654	0.56267
MGH53_P10_C01	-0.543763080247	red	1	3.491	2.3704
MGH53_P10_C02	0.938153609341	red	1	2.962	0.26784
MGH53_P10_C03	NA	black	0	0	0.79161
MGH53_P10_C04	1.16962474638	red	1	8.2604	3.4306
MGH53_P10_C05	NA	black	0	1.1871	0
MGH53_P10_C06	-0.146020131587	red	1	6.4561	0.55385
MGH53_P10_C07	-3.1701406588	black	0	2.5011	5.0458
MGH53_P10_C08	-0.193857717582	red	1	6.9678	0.83673
MGH53_P10_C09	-0.89231214721	red	1	8.4925	0.22033
MGH53_P10_C10	-0.361485818639	red	1	7.4906	0.66266
MGH53_P10_C11	-0.195271938217	red	1	6.4995	0.32423
MGH53_P10_C12	0.0289427322977	red	1	5.7868	0.19156
MGH53_P10_D01	-0.54878930735	red	1	7.3933	0.14012
MGH53_P10_D02	NA	black	0	0	0.30334
MGH53_P10_D03	-0.725218681981	red	1	8.0769	0.26303
MGH53_P10_D04	NA	black	0	0	0
MGH53_P10_D05	NA	black	0	9.1118	0
MGH53_P10_D06	-1.15039415684	red	1	9.6356	0.35727
MGH53_P10_D07	-0.0917745458524	red	1	6.3638	0.79244
MGH53_P10_D08	NA	black	0	9.1351	0
MGH53_P10_D09	0.00390699139225	red	1	5.8591	0.14012
MGH53_P10_D12	-0.0837237808388	red	1	6.2769	0.7137
MGH53_P10_E01	1.23341781181	blue	3	0.37851	0.6332
MGH53_P10_E03	1.17013602402	red	1	9.3418	2.8313
MGH53_P10_E04	1.36790813082	blue	3	1.8961	0.18015
MGH53_P10_E05	NA	black	0	0	0.56169
MGH53_P10_E06	-1.24723558247	red	1	3.9119	3.8905
MGH53_P10_E07	-1.68627073224	red	1	1.1329	2.8506
MGH53_P10_E08	0.0616694004019	red	1	6.0167	3.8711
MGH53_P10_E09	0.204780781254	red	1	4.7231	0.83107
MGH53_P10_E10	0.513097510702	red	1	3.7216	0.59359
MGH53_P10_E11	-1.16245485436	red	1	9.4912	0.29748
MGH53_P10_E12	0.295780991612	red	1	4.6566	0.58015
MGH53_P10_F01	0.868817917775	red	1	1.1865	0.7866
MGH53_P10_F02	0.855706242394	red	1	3.2532	0.25217
MGH53_P10_F03	NA	black	0	0	4.0626
MGH53_P10_F04	1.45108394477	blue	3	7.3829	5.3632
MGH53_P10_F05	-0.388712626209	red	1	7.3667	0.52206
MGH53_P10_F06	NA	black	0	0	3.0929
MGH53_P10_F07	0.605832243594	red	1	3.7195	0.42868
MGH53_P10_F08	NA	black	0	9.0251	0
MGH53_P10_F09	-0.711892400037	red	1	8.9215	0.63041
MGH53_P10_F10	0.349076129537	red	1	9.2149	1.9294
MGH53_P10_F12	0.553144389008	red	1	4.1528	0.27501
MGH53_P10_G01	NA	black	0	0	0.2558
MGH53_P10_G02	-0.28478545635	red	1	4.818	2.5185
MGH53_P10_G03	-0.251046785007	red	1	6.7097	0.36849
MGH53_P10_G04	1.34991575516	blue	3	7.7946	4.2836
MGH53_P10_G05	-0.425004664327	red	1	7.5035	0.52105
MGH53_P10_G07	1.14842054204	red	1	8.0373	3.5937
MGH53_P10_G08	-1.07729432293	red	1	9.7557	0.46571
MGH53_P10_G09	1.10669362187	red	1	2.6627	0.18015
MGH53_P10_G11	-0.596552627328	red	1	7.5348	0.14796
MGH53_P10_H01	-0.106517830202	red	1	7.7651	1.3045
MGH53_P10_H02	-0.540803764874	red	1	7.9315	0.51501
MGH53_P10_H04	0.891332776891	red	1	2.2522	0.55778
MGH53_P10_H05	-3.10036242921	black	0	1.4452	4.1536
MGH53_P10_H06	0.976555140322	red	1	1.7133	0.59932
