Cell_name	Zvalue	Color	Cluster	RUNX1T1	SMAD4
MGH36_P6_H07	NA	black	0	0	0.042644
MGH36_P6_H10	-0.592138021784	red	1	3.5346	0.67987
MGH36_P6_H12	-1.20566353552	red	1	3.3809	0.074505
MGH36_P7_A01	NA	black	0	0	0.04684
MGH36_P7_A02	NA	black	0	0	2.6859
MGH36_P7_A03	0.436699096353	red	1	0.073135	0.64062
MGH36_P7_A04	NA	black	0	0	0
MGH36_P7_A06	-0.883840269056	red	1	2.9492	0.055196
MGH36_P7_A07	0.188316598767	red	1	1.4792	0.10836
MGH36_P7_A08	NA	black	0	0	0.38515
MGH36_P7_A09	NA	black	0	0	0.04684
MGH36_P7_A10	-0.860271824756	red	1	2.9323	0.067639
MGH36_P7_A11	0.832299592234	red	1	0.19535	0.24123
MGH36_P7_A12	NA	black	0	0	0
MGH36_P7_B01	NA	black	0	0	1.5869
MGH36_P7_B02	NA	black	0	4.1337	0
MGH36_P7_B03	NA	black	0	0.064883	0
MGH36_P7_B04	NA	black	0	0	0.069015
MGH36_P7_B06	NA	black	0	0.18396	0
MGH36_P7_B07	NA	black	0	0	0.067639
MGH36_P7_B08	0.487480079999	red	1	1.0165	0.097611
MGH36_P7_B09	-0.251680825478	red	1	1.2857	1.7294
MGH36_P7_B10	NA	black	0	0.079975	0
MGH36_P7_B11	NA	black	0	2.654	0
MGH36_P7_B12	NA	black	0	0	0
MGH36_P7_C11	NA	black	0	0	0.08134
MGH36_P7_D01	NA	black	0	4.1825	0
MGH36_P7_D02	NA	black	0	0	3.4212
MGH36_P7_D03	NA	black	0	0	0
MGH36_P7_D05	NA	black	0	0.75617	0
MGH36_P7_D06	NA	black	0	2.4529	0
MGH36_P7_D07	NA	black	0	0.7966	0
MGH36_P7_D08	NA	black	0	4.579	0
MGH36_P7_D09	NA	black	0	0	0.044044
MGH36_P7_D10	NA	black	0	0	0
MGH36_P7_D11	-0.640223582429	red	1	2.6677	0.094912
MGH36_P7_E01	NA	black	0	4.5812	0
MGH36_P7_E03	NA	black	0	0	0
MGH36_P7_E04	-0.186831514759	red	1	1.8468	3.6172
MGH36_P7_E05	NA	black	0	3.9056	0
MGH36_P7_E07	-0.253066910802	red	1	0.3774	1.2881
MGH36_P7_E08	NA	black	0	0	0
MGH36_P7_E10	-1.43739363315	red	1	3.6111	0.038436
MGH36_P7_E12	NA	black	0	0	0
MGH36_P7_F01	NA	black	0	0	0
MGH36_P7_F02	-0.0252843137186	red	1	1.8016	0.10299
MGH36_P7_F03	NA	black	0	0	0.16607
MGH36_P7_F04	0.73260875356	red	1	0.63877	0.079975
MGH36_P7_F06	NA	black	0	3.4425	0
MGH36_P7_F08	NA	black	0	0	0
MGH36_P7_F09	1.00236270981	red	1	0.25822	0.038436
MGH36_P7_F10	0.793453166425	red	1	0.53207	0.085425
MGH36_P7_F11	NA	black	0	0	0.052416
MGH36_P7_F12	-0.00973980874784	red	1	2.4471	1.1077
MGH36_P7_G01	NA	black	0	0	0
MGH36_P7_G02	1.04992185833	red	1	2.9798	2.5948
MGH36_P7_G03	NA	black	0	2.883	0
MGH36_P7_G04	-2.39807526334	black	0	4.8603	0.1003
MGH36_P7_G05	NA	black	0	0.073135	0
MGH36_P7_G06	NA	black	0	0	0.049631
MGH36_P7_G08	NA	black	0	0	0
MGH36_P7_G09	NA	black	0	0	0
MGH36_P7_G10	NA	black	0	0	0
MGH36_P7_G11	NA	black	0	0.16993	0
MGH36_P7_H01	NA	black	0	0	0.085425
MGH36_P7_H02	NA	black	0	0	0
MGH36_P7_H03	NA	black	0	0.53705	0
MGH36_P7_H04	NA	black	0	0	0.10969
MGH36_P7_H07	1.05262223575	red	1	0.14012	0.059355
MGH36_P7_H08	NA	black	0	0	0
MGH36_P7_H10	NA	black	0	0	1.3724
MGH36_P7_H11	NA	black	0	0.60502	0
MGH36_P7_H12	NA	black	0	0	0
MGH36_P5_A02	NA	black	0	0	0
MGH36_P5_A03	NA	black	0	0	0
MGH36_P5_A05	NA	black	0	0	2.7897
MGH36_P5_A06	NA	black	0	0	0
MGH36_P5_A07	NA	black	0	0	0.074505
MGH36_P5_A08	NA	black	0	0	0
MGH36_P5_A09	2.26206493195	red	1	3.7774	3.0002
MGH36_P5_B02	NA	black	0	0	0
MGH36_P5_B03	-0.181121526403	red	1	2.0104	0.038436
MGH36_P5_B04	NA	black	0	0	0
MGH36_P5_B05	1.13946384148	red	1	0.041243	0.034216
MGH36_P5_B06	NA	black	0	0	0.61542
MGH36_P5_B07	-0.281901025672	red	1	2.1476	0.03984
MGH36_P5_B08	NA	black	0	0	0.041243
MGH36_P5_B09	0.132657862876	red	1	1.5675	0.086784
MGH36_P5_B10	NA	black	0	0	0.038436
MGH36_P5_B11	NA	black	0	0.71282	0
MGH36_P5_C01	0.533507032312	red	1	3.2814	1.7229
MGH36_P5_C02	0.199481334776	red	1	1.4688	0.08134
MGH36_P5_C03	0.855078514964	red	1	2.7487	2.6402
MGH36_P5_C04	0.888257253945	red	1	0.43936	0.03984
MGH36_P5_C05	NA	black	0	0.029983	0
MGH36_P5_C06	NA	black	0	0	0.014355
MGH36_P5_C09	-0.877955218634	red	1	2.9021	0.017209
MGH36_P5_C11	NA	black	0	0	0.028569
MGH36_P5_C12	-1.70978860617	red	1	4.3006	0.22033
MGH36_P5_D01	NA	black	0	0	0
MGH36_P5_D02	0.0133515039217	red	1	1.8856	1.6135
MGH36_P5_D03	NA	black	0	2.6627	0
MGH36_P5_D04	-0.036243469227	red	1	1.8667	0.45838
MGH36_P5_D06	0.52270157669	red	1	2.233	4.6034
MGH36_P5_D07	NA	black	0	0.14666	0
MGH36_P5_D08	0.28006364775	red	1	3.4139	1.4399
MGH36_P5_D09	NA	black	0	0	0.04684
MGH36_P5_D11	NA	black	0	0	0.025738
MGH36_P5_D12	NA	black	0	0.97673	0
MGH36_P5_E01	NA	black	0	0	0
MGH36_P5_E02	0.356832307849	red	1	3.2185	1.5514
MGH36_P5_E03	NA	black	0	0	1.8444
MGH36_P5_E05	NA	black	0	0	0
MGH36_P5_E07	-0.302223006265	red	1	2.1654	0.017209
MGH36_P5_E08	0.531185939048	red	1	2.9428	1.8805
MGH36_P5_E09	NA	black	0	0	0.042644
MGH36_P5_E10	-0.0377141931108	red	1	2.8256	1.0936
MGH36_P5_E11	NA	black	0	0	0.020058
MGH36_P5_F02	-1.17006302165	red	1	0.011496	1.946
MGH36_P5_F04	NA	black	0	0	0.032806
MGH36_P5_F05	NA	black	0	0	0.0229
MGH36_P5_F06	NA	black	0	0	0.028569
MGH36_P5_F07	0.00185538442802	red	1	0.69243	1.0433
MGH36_P5_F08	0.656452873155	red	1	0.81558	0.02432
MGH36_P5_F09	3.12952287534	black	0	3.9919	3.4743
MGH36_P5_F10	NA	black	0	0	0.8504
MGH36_P5_F11	NA	black	0	0	0
MGH36_P5_G01	NA	black	0	0.89064	0
MGH36_P5_G02	NA	black	0	3.0564	0
MGH36_P5_G04	NA	black	0	0	2.6367
MGH36_P5_G06	-0.114652335904	red	1	1.9157	0.020058
MGH36_P5_G07	NA	black	0	0	0
MGH36_P5_G08	-0.498840992141	red	1	2.4515	0.062122
MGH36_P5_G09	NA	black	0	0	0.037031
MGH36_P5_G10	NA	black	0	0	1.9975
MGH36_P5_G11	NA	black	0	0	3.0771
MGH36_P5_H02	NA	black	0	0.094912	0
MGH36_P5_H03	NA	black	0	0	0.020058
MGH36_P5_H05	NA	black	0	0	0.084064
MGH36_P5_H06	NA	black	0	0	0.014355
MGH36_P5_H07	NA	black	0	0	0.071763
MGH36_P5_H09	NA	black	0	0	2.9853
MGH36_P10_A02	NA	black	0	0.44996	0
MGH36_P10_A04	NA	black	0	3.5236	0
MGH36_P10_A05	NA	black	0	0	0
MGH36_P10_A06	NA	black	0	0	0.42975
MGH36_P10_A07	NA	black	0	1.9479	0
MGH36_P10_A09	NA	black	0	0	0
MGH36_P10_A11	NA	black	0	1.9396	0
MGH36_P10_A12	NA	black	0	0	0
MGH36_P10_B01	0.0627127177241	red	1	1.6512	0.36401
MGH36_P10_B03	-0.167490689716	red	1	2.7051	0.8679
MGH36_P10_B05	-0.159536117743	red	1	2.3048	0.66175
MGH36_P10_B07	-2.08208734076	red	1	0.062122	2.6857
MGH36_P10_B08	-0.674614039767	red	1	2.6982	0.077243
MGH36_P10_B10	NA	black	0	2.7281	0
MGH36_P10_B11	NA	black	0	3.858	0
MGH36_P10_C01	NA	black	0	2.384	0
MGH36_P10_C03	NA	black	0	2.114	0
MGH36_P10_C04	NA	black	0	4.1099	0
MGH36_P10_C06	NA	black	0	0.60881	0
MGH36_P10_C07	NA	black	0	0	0
MGH36_P10_C08	-0.844401998109	red	1	2.9383	0.092207
MGH36_P10_C09	NA	black	0	0.584	0
MGH36_P10_C10	NA	black	0	0	4.2264
MGH36_P10_C12	-0.567982541355	red	1	2.5945	0.12565
MGH36_P10_D01	NA	black	0	0	0.074505
MGH36_P10_D02	NA	black	0	1.0594	0
MGH36_P10_D03	NA	black	0	1.3912	0
MGH36_P10_D04	NA	black	0	0.90612	0
MGH36_P10_D05	NA	black	0	0.94636	0
MGH36_P10_D07	NA	black	0	2.5922	0
MGH36_P10_D09	NA	black	0	2.7515	0
MGH36_P10_D10	0.32703559034	red	1	1.2412	0.15316
MGH36_P10_D11	NA	black	0	0	0
MGH36_P10_D12	NA	black	0	0	0.71809
MGH36_P10_E02	NA	black	0	0	0.063503
MGH36_P10_E03	1.03308080257	red	1	0.15834	0.067639
MGH36_P10_E04	NA	black	0	2.496	0
MGH36_P10_E05	NA	black	0	0	0
MGH36_P10_E07	NA	black	0	0	0.82375
MGH36_P10_E10	NA	black	0	0	0.11103
MGH36_P10_E11	NA	black	0	0	0.73031
MGH36_P10_E12	NA	black	0	1.6853	0
MGH36_P10_F02	NA	black	0	0	0.18269
MGH36_P10_F03	NA	black	0	0	0
MGH36_P10_F05	0.126929477028	red	1	1.5792	0.062122
MGH36_P10_F06	NA	black	0	0	1.4319
MGH36_P10_F08	-0.457563932792	red	1	1.4854	2.6918
MGH36_P10_F09	NA	black	0	0	3.6276
MGH36_P10_F10	NA	black	0	0	0.045443
MGH36_P10_F11	NA	black	0	0.63413	0
MGH36_P10_F12	NA	black	0	0	0
MGH36_P10_G01	NA	black	0	3.7037	0
MGH36_P10_G02	NA	black	0	0	0
MGH36_P10_G03	NA	black	0	3.103	0
MGH36_P10_G05	NA	black	0	3.0225	0
MGH36_P10_G06	NA	black	0	0	0
MGH36_P10_G07	-1.08681621131	red	1	3.3739	0.17505
MGH36_P10_G08	NA	black	0	0	3.2941
MGH36_P10_G09	-0.0575696243164	red	1	1.7146	1.7124
MGH36_P10_G10	NA	black	0	0.73292	0
MGH36_P10_G11	NA	black	0	0	0.064883
MGH36_P10_H01	0.0333206023122	red	1	1.7146	0.13225
MGH36_P10_H03	NA	black	0	0	0
MGH36_P10_H04	NA	black	0	1.8608	0
MGH36_P10_H05	NA	black	0	0	0
MGH36_P10_H06	NA	black	0	0	0
MGH36_P10_H09	NA	black	0	0	0
MGH36_P10_H11	0.258856926238	red	1	1.0902	0.51602
MGH36_P10_H12	NA	black	0	0.38957	0
MGH36_P8_A01	-0.11959535197	red	1	1.2904	1.3989
MGH36_P8_A03	NA	black	0	0	0
MGH36_P8_A04	NA	black	0	2.7069	0
MGH36_P8_A06	NA	black	0	2.5521	0
MGH36_P8_A07	NA	black	0	1.4977	0
MGH36_P8_A08	NA	black	0	0	0
MGH36_P8_A09	NA	black	0	0	0
MGH36_P8_A11	NA	black	0	2.2606	0
MGH36_P8_A12	-0.100807165365	red	1	1.4901	1.5084
MGH36_P8_B01	NA	black	0	1.3623	0
MGH36_P8_B02	NA	black	0	0	0
MGH36_P8_B03	-0.447382489561	red	1	1.1674	2.0111
MGH36_P8_B04	NA	black	0	0	0
MGH36_P8_B05	0.194771471871	red	1	2.2449	1.8703
MGH36_P8_B08	-0.560882828288	red	1	1.1538	2.2098
MGH36_P8_B09	NA	black	0	2.2314	0
MGH36_P8_B10	NA	black	0	3.3176	0
MGH36_P8_B11	-0.0929311768347	red	1	1.9038	0.11636
MGH36_P8_B12	-0.0291865556051	red	1	1.8903	0.65444
MGH36_P8_C01	0.140526169379	red	1	1.5251	0.24489
MGH36_P8_C02	0.0700140702574	red	1	0.29748	0.95829
MGH36_P8_C03	-0.296669463808	red	1	1.7916	3.693
MGH36_P8_C05	-0.42750617048	red	1	2.3989	0.13093
MGH36_P8_C06	NA	black	0	0	1.2678
MGH36_P8_C09	NA	black	0	2.7632	0
MGH36_P8_C10	0.871299160642	red	1	0.10434	0.24489
MGH36_P8_C12	NA	black	0	0	0
MGH36_P8_D01	NA	black	0	0	1.8286
MGH36_P8_D03	NA	black	0	0	0
MGH36_P8_D04	NA	black	0	3.2429	0
MGH36_P8_D05	-1.22264128757	red	1	0.83835	2.7414
MGH36_P8_D07	-0.21359710869	red	1	2.1734	0.32308
MGH36_P8_D08	0.269110040307	red	1	1.3408	0.14274
MGH36_P8_D09	0.236599349112	red	1	2.6955	1.5529
MGH36_P8_D10	-0.428762848685	red	1	3.1958	0.7137
MGH36_P8_D11	0.0797802087678	red	1	2.0072	1.9358
MGH36_P8_D12	NA	black	0	0.40708	0
MGH36_P8_E01	-1.04382451381	red	1	3.2901	0.15834
MGH36_P8_E02	NA	black	0	3.1483	0
MGH36_P8_E03	-0.325638272072	red	1	2.2228	0.074505
MGH36_P8_E04	NA	black	0	1.7115	0
MGH36_P8_E05	0.661509473121	red	1	0.68796	0.13881
MGH36_P8_E06	NA	black	0	0	0
MGH36_P8_E08	NA	black	0	0	0.32539
MGH36_P8_E10	NA	black	0	0	0
MGH36_P8_F02	0.0948292193377	red	1	2.044	1.8785
MGH36_P8_F04	NA	black	0	0	2.6808
MGH36_P8_F05	NA	black	0	0	0.082703
MGH36_P8_F07	NA	black	0	0	0
MGH36_P8_F09	NA	black	0	0.36737	0
MGH36_P8_G01	NA	black	0	0	0
MGH36_P8_G02	NA	black	0	0.11636	0
MGH36_P8_G03	NA	black	0	1.03	0
MGH36_P8_G04	-0.166409659678	red	1	2.1545	0.45418
MGH36_P8_G05	0.745830726123	red	1	0.5955	0.097611
MGH36_P8_G06	0.0190603976768	red	1	1.7394	0.2857
MGH36_P8_G07	NA	black	0	0	0.24123
MGH36_P8_G08	NA	black	0	0	2.7784
MGH36_P8_G09	NA	black	0	0	3.1199
MGH36_P8_G10	NA	black	0	1.9822	0
MGH36_P8_G12	NA	black	0	0	0
MGH36_P8_H01	-0.63308523154	red	1	0.9092	2.03
MGH36_P8_H03	NA	black	0	0.57337	0
MGH36_P8_H04	NA	black	0	0	0.11503
MGH36_P8_H06	-0.563832893227	red	1	2.6225	0.16479
MGH36_P8_H07	NA	black	0	1.7849	0
MGH36_P8_H09	NA	black	0	0.35727	0
MGH36_P8_H10	NA	black	0	0	0.20664
MGH36_P8_H11	NA	black	0	0	0
MGH36_P9_A01	-0.133734243087	red	1	2.6656	0.91073
MGH36_P9_A02	NA	black	0	2.9609	0
MGH36_P9_A03	-0.0026381228085	red	1	2.0834	1.0983
MGH36_P9_A05	-1.04892076734	red	1	0.19535	1.9501
MGH36_P9_A06	-0.0592081009508	red	1	1.9738	0.6248
MGH36_P9_A07	-0.146131344878	red	1	1.4271	1.5965
MGH36_P9_A09	-0.568670029617	red	1	4.0229	0.82782
MGH36_P9_A10	NA	black	0	0.94785	0
MGH36_P9_A11	0.428848877261	red	1	3.3248	1.6017
MGH36_P9_A12	0.647876462514	red	1	0.47716	0.29748
MGH36_P9_B01	NA	black	0	1.0834	0
MGH36_P9_B04	NA	black	0	0	0
MGH36_P9_B06	NA	black	0	2.124	0
MGH36_P9_B07	NA	black	0	0.53705	0
MGH36_P9_B08	-0.491091054824	red	1	0.18777	1.461
MGH36_P9_B09	NA	black	0	3.3768	0
MGH36_P9_B10	NA	black	0	0	2.9353
MGH36_P9_B11	0.351589821333	red	1	1.1763	0.19283
MGH36_P9_B12	NA	black	0	0.36961	0
MGH36_P9_C01	-0.163520813882	red	1	2.2931	0.6397
MGH36_P9_C02	NA	black	0	0	0
MGH36_P9_C03	NA	black	0	2.8665	0
MGH36_P9_C05	NA	black	0	0.91609	0
MGH36_P9_C07	0.0194994158483	red	1	1.739	0.33457
MGH36_P9_C08	NA	black	0	1.3242	0
MGH36_P9_C09	NA	black	0	1.8148	0
MGH36_P9_C11	NA	black	0	0	0
MGH36_P9_C12	NA	black	0	0	0
MGH36_P9_D05	NA	black	0	0	0
MGH36_P9_D07	NA	black	0	1.2904	0
MGH36_P9_D08	NA	black	0	0	0
MGH36_P9_D09	NA	black	0	3.6376	0
MGH36_P9_D10	NA	black	0	0	0
MGH36_P9_D11	0.018413711087	red	1	1.7394	0.21537
MGH36_P9_E01	NA	black	0	2.8813	0
MGH36_P9_E02	NA	black	0	0.2228	0
MGH36_P9_E03	-0.225769667529	red	1	2.5622	0.70044
MGH36_P9_E04	0.683262338651	red	1	0.2228	0.37407
MGH36_P9_E05	0.169528319126	red	1	2.2771	1.7119
MGH36_P9_E06	0.32521212296	red	1	0.61824	0.6332
MGH36_P9_E07	NA	black	0	0.23143	0
MGH36_P9_E08	NA	black	0	0	0.52507
MGH36_P9_E10	NA	black	0	0	0
MGH36_P9_E11	NA	black	0	0	0
MGH36_P9_E12	-0.160544413013	red	1	2.0108	0.14012
MGH36_P9_F02	NA	black	0	3.5974	0
MGH36_P9_F03	NA	black	0	0.11237	0
MGH36_P9_F04	NA	black	0	2.4348	0
MGH36_P9_F08	NA	black	0	0	0
MGH36_P9_F09	-1.1562552487	red	1	0.88127	2.7203
MGH36_P9_F10	NA	black	0	0	0
MGH36_P9_F11	NA	black	0	0	0
MGH36_P9_F12	NA	black	0	0	0.21412
MGH36_P9_G03	-0.0533371367957	red	1	1.7347	1.7532
MGH36_P9_G04	NA	black	0	2.0711	0
MGH36_P9_G05	NA	black	0	2.6015	0
MGH36_P9_G06	NA	black	0	3.1726	0
MGH36_P9_G07	NA	black	0	3.5914	0
MGH36_P9_G08	NA	black	0	1.7874	0
MGH36_P9_G09	NA	black	0	0	2.1447
MGH36_P9_G10	1.06557795768	red	1	0.14796	0.042644
MGH36_P9_G11	0.451335037253	red	1	2.674	1.9672
MGH36_P9_H01	NA	black	0	0	0
MGH36_P9_H02	NA	black	0	0	0.088142
MGH36_P9_H03	NA	black	0	3.7558	0
MGH36_P9_H04	NA	black	0	0	0
MGH36_P9_H06	NA	black	0	0	0
MGH36_P9_H07	NA	black	0	0.38184	0
MGH36_P9_H08	NA	black	0	1.5671	0
MGH36_P9_H10	NA	black	0	0	0.63877
MGH36_P9_H11	0.646046955183	red	1	2.7609	2.2305
MGH36_P9_H12	-0.528348281715	red	1	0.59646	1.664
MGH36_P2_A01	-0.487391824189	red	1	2.4343	0.059355
MGH36_P2_A03	0.200921228552	red	1	0.774	0.76043
MGH36_P2_A04	-1.73348744603	red	1	4.0682	0.096262
MGH36_P2_A05	0.442823541565	red	1	0.94261	0.27023
MGH36_P2_A06	NA	black	0	0.29396	0
MGH36_P2_A07	0.00526850469301	red	1	1.7753	0.58207
MGH36_P2_A08	NA	black	0	0	2.4098
MGH36_P2_A11	-1.4380921133	red	1	3.7282	0.10969
MGH36_P2_B03	1.0144563964	red	1	0.23634	0.03984
MGH36_P2_B04	NA	black	0	3.787	0
MGH36_P2_B05	NA	black	0	0.89064	0
MGH36_P2_B06	1.14034810424	red	1	0.05797	0.02432
MGH36_P2_B07	NA	black	0	0.21412	0
MGH36_P2_B08	0.733268951603	red	1	0.68885	0.034216
MGH36_P2_B09	NA	black	0	1.0566	0
MGH36_P2_B10	NA	black	0	0	0
MGH36_P2_B11	0.868801999102	red	1	0.46467	0.044044
MGH36_P2_B12	3.00554329372	black	0	3.8018	3.6083
MGH36_P2_C02	NA	black	0	0	0.062122
MGH36_P2_C03	-1.16710692926	red	1	0.29042	2.1154
MGH36_P2_C04	-0.475619801304	red	1	2.3964	0.02432
MGH36_P2_C07	-0.450608160669	red	1	2.7229	0.43616
MGH36_P2_C08	NA	black	0	0	0.0229
MGH36_P2_C09	NA	black	0	0	0.015783
MGH36_P2_C10	NA	black	0	2.9787	0
MGH36_P2_C11	NA	black	0	0	0.07861
MGH36_P2_C12	-1.11652135705	red	1	3.2126	0.031395
MGH36_P2_D01	-0.271250920286	red	1	2.1467	0.073135
MGH36_P2_D02	NA	black	0	0	0
MGH36_P2_D04	NA	black	0	0.56657	0
MGH36_P2_D05	NA	black	0	0	0.09356
MGH36_P2_D06	-0.48525439296	red	1	2.4287	0.055196
MGH36_P2_D07	0.863985481264	red	1	0.50691	0.017209
MGH36_P2_D08	NA	black	0	0	0.041243
MGH36_P2_D09	0.051883501842	red	1	2.0047	1.5912
MGH36_P2_D10	NA	black	0	0	0.097611
MGH36_P2_D11	NA	black	0	0	0.19283
MGH36_P2_E01	-0.0756338660783	red	1	1.7294	1.9256
MGH36_P2_E02	-0.734713183441	red	1	2.7342	0.029983
MGH36_P2_E03	NA	black	0	2.4388	0
MGH36_P2_E04	NA	black	0	0	1.1596
MGH36_P2_E06	-1.49456007066	red	1	3.6838	0.041243
MGH36_P2_E07	NA	black	0	0	0.037031
MGH36_P2_E08	1.14302135016	red	1	0.051024	0.025738
MGH36_P2_E09	-0.0756818953218	red	1	1.8616	0.011496
MGH36_P2_E10	NA	black	0	3.6556	0
MGH36_P2_F02	1.09484163774	red	1	0.12697	0.027154
MGH36_P2_F03	NA	black	0	2.5548	0
MGH36_P2_F04	NA	black	0	0	0.0086303
MGH36_P2_F06	-0.319009508064	red	1	2.1894	0.02148
MGH36_P2_F07	NA	black	0	0	2.2522
MGH36_P2_F08	0.795164994591	red	1	0.6173	0.012926
MGH36_P2_F10	NA	black	0	0	2.5663
MGH36_P2_F11	NA	black	0	0	0.017209
MGH36_P2_F12	NA	black	0	0	0.020058
MGH36_P2_G01	-1.37633339709	red	1	3.5505	0.04684
MGH36_P2_G02	NA	black	0	0	0.063503
MGH36_P2_G03	NA	black	0	0	0.044044
MGH36_P2_G04	NA	black	0	3.3464	0
MGH36_P2_G05	0.0716383142294	red	1	1.6604	0.032806
MGH36_P2_G07	0.860032744315	red	1	0.48233	0.041243
MGH36_P2_G08	0.933654902998	red	1	0.32077	0.070389
MGH36_P2_G09	NA	black	0	0	0.0086303
MGH36_P2_G11	-0.812868075256	red	1	2.8498	0.04684
MGH36_P2_G12	NA	black	0	2.8502	0
MGH36_P2_H01	NA	black	0	0	0.051024
MGH36_P2_H02	0.399536980246	red	1	1.2016	0.011496
MGH36_P2_H03	NA	black	0	0	0.3505
MGH36_P2_H04	1.07036861249	red	1	0.15704	0.032806
MGH36_P2_H05	NA	black	0	0	0.010064
MGH36_P2_H06	-1.80102838639	red	1	0.50792	2.9247
MGH36_P2_H07	-1.78069687855	red	1	4.0699	0.067639
MGH36_P2_H10	NA	black	0	0	0.51197
MGH53_P5_A02	NA	black	0	0	0
MGH53_P5_A03	NA	black	0	0	0
MGH53_P5_A04	NA	black	0	0	3.2578
MGH53_P5_A06	NA	black	0	0	0
MGH53_P5_A07	NA	black	0	0.98404	0
MGH53_P5_A08	NA	black	0	0	0
MGH53_P5_A09	NA	black	0	0	0
MGH53_P5_A11	NA	black	0	0	0
MGH53_P5_B01	0.305117748465	red	1	1.1532	0.34596
MGH53_P5_B03	NA	black	0	0	0
MGH53_P5_B04	0.360750623068	red	1	0.90997	0.44573
MGH53_P5_B05	NA	black	0	0	2.6138
MGH53_P5_B06	NA	black	0	0	2.3945
MGH53_P5_B07	NA	black	0	0.39944	0
MGH53_P5_B08	NA	black	0	0	0
MGH53_P5_B09	NA	black	0	1.2418	0
MGH53_P5_B10	NA	black	0	0	0.22774
MGH53_P5_B11	NA	black	0	0	0
MGH53_P5_B12	NA	black	0	0	0
MGH53_P5_C01	NA	black	0	0	1.2654
MGH53_P5_C02	NA	black	0	0	0
MGH53_P5_C03	0.0160875440568	red	1	1.5059	1.0079
MGH53_P5_C04	NA	black	0	0	1.0614
MGH53_P5_C05	NA	black	0	1.0236	0
MGH53_P5_C06	NA	black	0	0	1.1414
MGH53_P5_C07	0.347225599273	red	1	1.1616	0.22651
MGH53_P5_C08	NA	black	0	3.604	0
MGH53_P5_C09	-0.148036316709	red	1	3.3525	1.0321
MGH53_P5_C10	NA	black	0	1.08	0
MGH53_P5_C11	NA	black	0	0	0
MGH53_P5_D01	NA	black	0	2.4998	0
MGH53_P5_D02	NA	black	0	0	0
MGH53_P5_D04	0.0158386587937	red	1	2.043	1.2185
MGH53_P5_D05	NA	black	0	0	4.0871
MGH53_P5_D07	NA	black	0	0	0
MGH53_P5_D08	NA	black	0	0	0
MGH53_P5_D09	NA	black	0	0.70044	0
MGH53_P5_D11	NA	black	0	0	0
MGH53_P5_E01	NA	black	0	0	0
MGH53_P5_E02	NA	black	0	0	0
MGH53_P5_E03	NA	black	0	0	0
MGH53_P5_E04	NA	black	0	0	2.2079
MGH53_P5_E06	NA	black	0	0	0
MGH53_P5_E08	NA	black	0	0	0.71105
MGH53_P5_E09	-0.158909997082	red	1	1.2881	1.4993
MGH53_P5_E11	NA	black	0	0	0.50589
MGH53_P5_F01	NA	black	0	0	0
MGH53_P5_F03	0.557993596114	red	1	0.79577	0.20414
MGH53_P5_F05	NA	black	0	0	0
MGH53_P5_F06	NA	black	0	0	2.1313
MGH53_P5_F07	1.42079529871	red	1	3.4109	2.5671
MGH53_P5_F08	NA	black	0	0	0.45838
MGH53_P5_F10	NA	black	0	0	0
MGH53_P5_F11	NA	black	0	0	1.5195
MGH53_P5_G01	NA	black	0	0	0
MGH53_P5_G04	NA	black	0	0.27977	0
MGH53_P5_G05	NA	black	0	1.5074	0
MGH53_P5_G07	NA	black	0	0	0
MGH53_P5_G08	NA	black	0	4.2416	0
MGH53_P5_G09	NA	black	0	0	0
MGH53_P5_G10	NA	black	0	1.9317	0
MGH53_P5_G11	NA	black	0	0.19283	0
MGH53_P5_H02	NA	black	0	1.3115	0
MGH53_P5_H03	NA	black	0	0	1.8961
MGH53_P5_H04	NA	black	0	0	0
MGH53_P5_H05	NA	black	0	0.93734	0
MGH53_P5_H07	NA	black	0	0	0
MGH53_P5_H08	NA	black	0	0	0
MGH53_P5_H10	NA	black	0	0.88284	0
MGH53_P5_H11	NA	black	0	0	0
MGH53_P6_A01	NA	black	0	0	0
MGH53_P6_A02	NA	black	0	2.8005	0
MGH53_P6_A03	0.260026232611	red	1	1.389	0.04684
MGH53_P6_A04	NA	black	0	0	0.31846
MGH53_P6_A05	NA	black	0	0	0.8528
MGH53_P6_A06	NA	black	0	0	0
MGH53_P6_A07	NA	black	0	0	4.1195
MGH53_P6_A08	NA	black	0	0	0.18523
MGH53_P6_A09	NA	black	0	0	0.14796
MGH53_P6_A10	NA	black	0	2.2872	0
MGH53_P6_A11	1.0853362673	red	1	0.077243	0.063503
MGH53_P6_A12	NA	black	0	0	0
MGH53_P6_B02	NA	black	0	0	0.16479
MGH53_P6_B03	NA	black	0	1.1998	0
MGH53_P6_B04	NA	black	0	0	0
MGH53_P6_B05	NA	black	0	0.33342	0
MGH53_P6_B06	NA	black	0	0	0
MGH53_P6_B07	NA	black	0	0	0
MGH53_P6_B09	NA	black	0	0	0
MGH53_P6_B10	NA	black	0	0	0.079975
MGH53_P6_C01	NA	black	0	0	0
MGH53_P6_C03	0.259154421622	red	1	1.2546	0.34028
MGH53_P6_C04	NA	black	0	0	1.7075
MGH53_P6_C05	NA	black	0	0	0.10165
MGH53_P6_C06	-1.13751952367	red	1	3.3082	0.084064
MGH53_P6_C07	NA	black	0	0.15704	0
MGH53_P6_C08	NA	black	0	0.10702	0
MGH53_P6_C09	NA	black	0	0	0
