Cell_name	Zvalue	Color	Cluster	CPT1A	PPARA
MGH53_P5_F10	NA	black	0	0.37295	0
MGH53_P5_F11	NA	black	0	0	1.0079
MGH53_P5_G01	12.560182935	black	0	5.3395	2.5251
MGH53_P5_G04	0.194237669663	green3	2	0.64985	0.11103
MGH53_P5_G05	NA	black	0	0	0.46676
MGH53_P5_G07	NA	black	0	2.1339	0
MGH53_P5_G08	-0.944037508414	black	0	0.27858	1.2345
MGH53_P5_G09	NA	black	0	0.87106	0
MGH53_P5_G10	0.393222534081	green3	2	0.27262	0.097611
MGH53_P5_G11	-0.0233537615923	green3	2	1.1223	0.27381
MGH53_P5_H02	NA	black	0	0	0.6332
MGH53_P5_H03	NA	black	0	1.9445	0
MGH53_P5_H04	0.110662552623	green3	2	0.48852	0.31267
MGH53_P5_H05	NA	black	0	1.6521	0
MGH53_P5_H07	NA	black	0	0	0
MGH53_P5_H08	2.37975034094	black	0	1.5988	4.2809
MGH53_P5_H10	NA	black	0	0	0
MGH53_P5_H11	NA	black	0	0.33685	0
MGH53_P6_A01	NA	black	0	0.53406	0
MGH53_P6_A02	-1.23916809377	black	0	4.4298	0.27381
MGH53_P6_A03	0.46660320746	green3	2	0.24367	0.04684
MGH53_P6_A04	NA	black	0	0.5568	0
MGH53_P6_A05	0.252724615485	green3	2	0.27023	0.2228
MGH53_P6_A06	0.133589054047	green3	2	0.79992	0.066261
MGH53_P6_A07	NA	black	0	0.80571	0
MGH53_P6_A08	0.132923484778	green3	2	0.65168	0.21909
MGH53_P6_A09	NA	black	0	2.9319	0
MGH53_P6_A10	0.176809135087	green3	2	0.55189	0.20414
MGH53_P6_A11	0.263090913608	green3	2	0.40599	0.16607
MGH53_P6_A12	0.14110209119	green3	2	0.69599	0.17249
MGH53_P6_B02	NA	black	0	4.4078	0
MGH53_P6_B03	0.124456841874	green3	2	0.77231	0.13356
MGH53_P6_B04	NA	black	0	0	0
MGH53_P6_B05	NA	black	0	0.90149	0
MGH53_P6_B06	0.248069808603	green3	2	0.45418	0.16092
MGH53_P6_B07	NA	black	0	0	0.49365
MGH53_P6_B09	0.258987707913	green3	2	0.5656	0.077243
MGH53_P6_B10	0.288493704172	green3	2	0.36177	0.15834
MGH53_P6_C01	-0.0336491193427	green3	2	1.6031	0.42653
MGH53_P6_C03	0.358067165943	green3	2	0.34028	0.098958
MGH53_P6_C04	0.14645543931	green3	2	0.78743	0.049631
MGH53_P6_C05	0.0353211964088	green3	2	0.50894	0.40272
MGH53_P6_C06	0.0538509418558	green3	2	0.78576	0.31034
MGH53_P6_C07	0.421504034275	green3	2	0.15186	0.12168
MGH53_P6_C08	0.305437659477	green3	2	0.30334	0.16479
MGH53_P6_C09	0.280122410604	green3	2	0.32998	0.17887
MGH53_P6_C10	0.223621830838	green3	2	0.53605	0.14796
MGH53_P6_C11	NA	black	0	0.8883	0
MGH53_P6_C12	NA	black	0	1.8464	0
MGH53_P6_D01	NA	black	0	0.56267	0
MGH53_P6_D02	0.407682317454	green3	2	0.22404	0.10568
MGH53_P6_D03	6.3324244647	black	0	2.5313	3.5597
MGH53_P6_D05	0.451991909045	green3	2	0.17121	0.090853
MGH53_P6_D07	NA	black	0	0	0.18903
MGH53_P6_D08	0.12929876561	green3	2	0.55582	0.26903
MGH53_P6_D09	NA	black	0	0	0.09356
MGH53_P6_D10	0.381842478554	green3	2	1.4206	1.1897
MGH53_P6_D11	0.163840081997	green3	2	0.71194	0.10969
MGH53_P6_D12	NA	black	0	1.8412	0
MGH53_P6_E01	-1.09963805436	black	0	3.237	0.1635
MGH53_P6_E02	NA	black	0	0.4351	0
MGH53_P6_E03	0.245129519453	green3	2	0.59264	0.075875
MGH53_P6_E04	-0.0258544709374	green3	2	0.2916	0.46571
MGH53_P6_E05	0.0536683863701	green3	2	0.6581	0.35614
MGH53_P6_E06	NA	black	0	0.75617	0
MGH53_P6_E07	NA	black	0	1.1197	0
MGH53_P6_E08	NA	black	0	0.85439	0
MGH53_P6_E09	0.174749281448	green3	2	0.32769	0.27977
MGH53_P6_E10	0.174963113559	green3	2	0.20914	0.301
MGH53_P6_F01	-0.510302945983	red	1	2.2271	0.19283
MGH53_P6_F02	0.107804081768	green3	2	0.73725	0.21039
MGH53_P6_F03	NA	black	0	0.17887	0
MGH53_P6_F04	NA	black	0	0	0.17887
MGH53_P6_F05	0.172546135473	green3	2	0.51803	0.22527
MGH53_P6_F06	-2.43873992669	black	0	4.6204	0.067639
MGH53_P6_F07	0.331699734002	green3	2	0.27739	0.15056
MGH53_P6_F08	NA	black	0	0	0.11103
MGH53_P6_F09	NA	black	0	0	0.062122
MGH53_P6_F10	0.0198699932247	green3	2	0.98477	0.19156
MGH53_P6_G01	0.244305280226	green3	2	0.1865	0.24975
MGH53_P6_G02	NA	black	0	0.23756	0
MGH53_P6_G03	0.187531715254	green3	2	0.57918	0.17377
MGH53_P6_G04	0.290862357008	green3	2	0.47612	0.097611
MGH53_P6_G05	NA	black	0	0.24975	0
MGH53_P6_G06	0.217241397912	green3	2	0.43936	0.20289
MGH53_P6_G07	NA	black	0	2.6024	0
MGH53_P6_G08	NA	black	0	0.44255	0
MGH53_P6_G09	0.149368773714	green3	2	0.74502	0.10434
MGH53_P6_G10	0.359166181257	green3	2	0.35163	0.092207
MGH53_P6_G11	0.264812627307	green3	2	0.53107	0.094912
MGH53_P6_H01	NA	black	0	0.64155	0
MGH53_P6_H02	NA	black	0	0	0.067639
MGH53_P6_H03	0.170250699834	green3	2	0.67446	0.13356
MGH53_P6_H04	0.0482011450697	green3	2	0.92903	0.14666
MGH53_P6_H05	-0.780700390151	red	1	0.73552	1.8938
MGH53_P6_H07	NA	black	0	1.1693	0
MGH53_P6_H09	NA	black	0	0.26664	0
MGH53_P6_H10	NA	black	0	0.86631	0
MGH53_P6_H11	NA	black	0	0.47093	0
MGH53_P7_A01	NA	black	0	0	0
MGH53_P7_A02	NA	black	0	0.7476	0
MGH53_P7_A03	-0.987254296576	black	0	0.82212	2.6425
MGH53_P7_A04	-2.09028741301	black	0	5.6615	0.23756
MGH53_P7_A05	0.124801828967	green3	2	0.82293	0.051024
MGH53_P7_A06	NA	black	0	0.77062	0
MGH53_P7_A07	0.30749724453	green3	2	0.36849	0.13619
MGH53_P7_A09	0.227326539279	green3	2	0.41034	0.20289
MGH53_P7_A11	0.124972937689	green3	2	0.74588	0.16221
MGH53_P7_A12	NA	black	0	1.2259	0
MGH53_P7_B01	0.338503321347	green3	2	0.38957	0.09356
MGH53_P7_B02	NA	black	0	0.26903	0
MGH53_P7_B03	-1.42569392297	black	0	0.22527	1.5479
MGH53_P7_B04	0.0442277969404	green3	2	0.92979	0.17249
MGH53_P7_B05	0.0603968460663	green3	2	0.79992	0.28333
MGH53_P7_B06	0.52471718436	green3	2	1.4044	1.5524
MGH53_P7_B07	0.0375364508398	green3	2	0.89995	0.27262
MGH53_P7_B08	NA	black	0	0	0.11902
MGH53_P7_B10	0.409083610292	green3	2	0.36961	0.031395
MGH53_P7_B11	NA	black	0	0	0
MGH53_P7_B12	0.229663951061	green3	2	0.55189	0.12961
MGH53_P7_C01	NA	black	0	0.50386	0
MGH53_P7_C02	0.016295998811	green3	2	0.73379	0.41576
MGH53_P7_C03	NA	black	0	0	0
MGH53_P7_C04	0.210998376749	green3	2	0.45418	0.20414
MGH53_P7_C05	0.252423118666	green3	2	0.52206	0.1177
MGH53_P7_C06	4.83080796386	black	0	3.0619	2.1388
MGH53_P7_C07	0.431580207168	green3	2	0.26664	0.066261
MGH53_P7_C09	NA	black	0	0.44573	0
MGH53_P7_C11	-0.125767764531	green3	2	1.3374	0.18523
MGH53_P7_C12	NA	black	0	0.18142	0
MGH53_P7_D01	NA	black	0	0.5568	0
MGH53_P7_D02	-0.00448389422733	green3	2	1.0745	0.36737
MGH53_P7_D03	-0.403406443922	red	1	0.64247	1.082
MGH53_P7_D04	0.459878957202	green3	2	0.18269	0.079975
MGH53_P7_D05	NA	black	0	0.61542	0
MGH53_P7_D06	NA	black	0	0	0
MGH53_P7_D07	NA	black	0	0	0.25701
MGH53_P7_D10	-1.54702888303	black	0	0.49672	2.1418
MGH53_P7_D11	NA	black	0	1.4076	0
MGH53_P7_D12	NA	black	0	1.9815	0
MGH53_P7_E01	NA	black	0	0	0
MGH53_P7_E02	0.0954177356974	green3	2	1.1814	0.99928
MGH53_P7_E03	NA	black	0	0.89064	0
MGH53_P7_E04	NA	black	0	0.59837	0
MGH53_P7_E05	0.0162926070196	green3	2	0.99204	0.20539
MGH53_P7_E06	-0.0211266234556	green3	2	1.4777	0.43189
MGH53_P7_E07	0.482575731969	green3	2	0.17249	0.066261
MGH53_P7_E08	0.229245075068	green3	2	0.42761	0.19409
MGH53_P7_E09	-0.498238976145	red	1	2.406	0.23879
MGH53_P7_E10	0.235610310669	green3	2	0.52206	0.14012
MGH53_P7_E11	0.233778946183	green3	2	0.60407	0.084064
MGH53_P7_E12	NA	black	0	0.10568	0
MGH53_P7_F01	0.291604707217	green3	2	0.338	0.16479
MGH53_P7_F02	NA	black	0	0.35502	0
MGH53_P7_F04	NA	black	0	0.41468	0
MGH53_P7_F05	NA	black	0	0.22527	0
MGH53_P7_F06	0.12241818315	green3	2	0.22774	0.34142
MGH53_P7_F08	0.0197634037588	green3	2	0.98987	0.15445
MGH53_P7_F09	0.0232564717425	green3	2	0.98331	0.14535
MGH53_P7_F10	-1.7808202107	black	0	3.6901	0.05797
MGH53_P7_F11	0.23807861899	green3	2	0.54794	0.12035
MGH53_P7_F12	0.35366940587	green3	2	0.43082	0.052416
MGH53_P7_G01	0.212447197245	green3	2	0.43723	0.20914
MGH53_P7_G03	0.0297390651824	green3	2	0.92752	0.27501
MGH53_P7_G04	0.286365083255	green3	2	0.21039	0.21039
MGH53_P7_G05	0.103974811627	green3	2	0.81311	0.1375
MGH53_P7_G06	NA	black	0	0.17887	0
MGH53_P7_G07	NA	black	0	0.24853	0
MGH53_P7_G08	0.0849886778521	green3	2	0.83915	0.16221
MGH53_P7_G09	0.311956489181	green3	2	0.32769	0.14926
MGH53_P7_G10	NA	black	0	0.19535	0
MGH53_P7_G11	0.240319115953	green3	2	0.63599	0.042644
MGH53_P7_G12	NA	black	0	0.68616	0
MGH53_P7_H01	NA	black	0	0.809	0
MGH53_P7_H02	0.164386987133	green3	2	0.53207	0.2302
MGH53_P7_H03	0.348046733319	green3	2	0.26664	0.14012
MGH53_P7_H04	NA	black	0	0.44148	0
MGH53_P7_H05	NA	black	0	0	0
MGH53_P7_H06	NA	black	0	0.60312	0
MGH53_P7_H07	-0.00699901386614	green3	2	1.0538	0.20414
MGH53_P7_H08	0.228221758408	green3	2	0.62199	0.077243
MGH53_P7_H10	0.505755971895	green3	2	0.13619	0.063503
MGH53_P7_H11	NA	black	0	0.17249	0
MGH53_P7_H12	0.321015020166	green3	2	0.45523	0.074505
MGH53_P8_A01	NA	black	0	0.4678	0
MGH53_P8_A02	0.0688090996156	green3	2	0.8504	0.20539
MGH53_P8_A03	0.384353081445	green3	2	0.29631	0.094912
MGH53_P8_A04	NA	black	0	0.64062	0
MGH53_P8_A05	0.199138922892	green3	2	0.63691	0.1137
MGH53_P8_A06	0.00626241692553	green3	2	0.89608	0.42546
MGH53_P8_A07	0.116967713395	green3	2	0.4489	0.31383
MGH53_P8_A08	NA	black	0	0	0.09356
MGH53_P8_A09	-0.0374897355763	green3	2	1.1037	0.10969
MGH53_P8_A10	NA	black	0	1.1654	0
MGH53_P8_A11	0.153980141723	green3	2	0.70399	0.13881
MGH53_P8_A12	NA	black	0	0.47716	0
MGH53_P8_B03	-0.259976319022	green3	2	1.659	0.1903
MGH53_P8_B04	-1.08519479261	black	0	0.38847	1.4875
MGH53_P8_B08	NA	black	0	0.88127	0
MGH53_P8_B09	0.524894196494	green3	2	0.056584	0.079975
MGH53_P8_B10	0.446632758087	green3	2	0.17505	0.09356
MGH53_P8_B11	0.185892278703	green3	2	0.73031	0.037031
MGH53_P8_B12	0.213322489624	green3	2	0.63041	0.094912
MGH53_P8_C01	NA	black	0	0	0
MGH53_P8_C02	NA	black	0	0	0
MGH53_P8_C03	0.354699703372	green3	2	0.37072	0.086784
MGH53_P8_C04	NA	black	0	0.51197	0
MGH53_P8_C08	0.0416633664518	green3	2	0.90843	0.23756
MGH53_P8_C09	0.315715768992	green3	2	0.4813	0.063503
MGH53_P8_C10	NA	black	0	1.0419	0
MGH53_P8_C11	NA	black	0	0.20914	0
MGH53_P8_C12	NA	black	0	0	0
MGH53_P8_D01	NA	black	0	0	0
MGH53_P8_D02	0.252386741522	green3	2	0.50284	0.12961
MGH53_P8_D03	NA	black	0	0.63227	0
MGH53_P8_D04	NA	black	0	0.78325	0
MGH53_P8_D05	0.155928320163	green3	2	0.41468	0.27858
MGH53_P8_D06	NA	black	0	0.20789	0
MGH53_P8_D07	NA	black	0	0	0
MGH53_P8_D08	NA	black	0	0.45523	0
MGH53_P8_D09	0.530547440609	green3	2	0.10434	0.05797
MGH53_P8_D10	-0.116490680873	green3	2	1.2957	0.16479
MGH53_P8_D11	NA	black	0	0.6332	0
MGH53_P8_E01	NA	black	0	0	0
MGH53_P8_E03	0.158048975661	green3	2	0.68796	0.14535
MGH53_P8_E04	-0.0275570117852	green3	2	1.1303	0.26063
MGH53_P8_E05	-0.104022223975	green3	2	1.3685	0.25338
MGH53_P8_E06	0.100935864472	green3	2	0.54498	0.3115
MGH53_P8_E07	NA	black	0	0	0.30568
MGH53_P8_E08	NA	black	0	0.41576	0
MGH53_P8_E09	NA	black	0	0	0
MGH53_P8_E10	0.111377756888	green3	2	0.7031	0.22774
MGH53_P8_E11	0.241147104114	green3	2	0.57337	0.097611
MGH53_P8_F01	NA	black	0	0.70841	0
MGH53_P8_F02	0.283086564366	green3	2	0.44361	0.12565
MGH53_P8_F04	0.257915634155	green3	2	0.52907	0.10568
MGH53_P8_F05	NA	black	0	0.35502	0
MGH53_P8_F06	0.13933321416	green3	2	0.52707	0.26544
MGH53_P8_F07	-2.07755589473	black	0	5.4382	0.22033
MGH53_P8_F08	0.0206771233019	green3	2	0.97453	0.23266
MGH53_P8_F09	0.321502132128	green3	2	0.34596	0.13225
MGH53_P8_F11	0.2041117331	green3	2	0.52306	0.18142
MGH53_P8_G01	NA	black	0	0	0.12565
MGH53_P8_G02	0.015626104906	green3	2	0.91991	0.36849
MGH53_P8_G03	-2.17676688381	black	0	4.8471	0.14405
MGH53_P8_G04	NA	black	0	0.60312	0
MGH53_P8_G05	NA	black	0	0.9855	0
MGH53_P8_G06	-0.289127214995	red	1	0.584	0.8536
MGH53_P8_G07	0.143173336251	green3	2	0.73725	0.12829
MGH53_P8_G08	NA	black	0	0.25096	0
MGH53_P8_G09	0.527373699289	green3	2	0.12035	0.053806
MGH53_P8_G10	NA	black	0	0.16864	0
MGH53_P8_G11	0.188207434961	green3	2	0.47197	0.22404
MGH53_P8_G12	NA	black	0	0	0.30918
MGH53_P8_H01	-0.234450933472	green3	2	0.73552	0.92979
MGH53_P8_H02	NA	black	0	0.36961	0
MGH53_P8_H03	0.168400273824	green3	2	0.69243	0.12035
MGH53_P8_H04	0.00245680938942	green3	2	1.0264	0.33685
MGH53_P8_H05	NA	black	0	0	0.21412
MGH53_P8_H06	-1.01642940836	black	0	0.53007	1.6613
MGH53_P8_H07	0.0596894797168	green3	2	0.81229	0.2762
MGH53_P8_H08	-0.0688667771051	green3	2	1.2473	0.24245
MGH53_P8_H09	0.0620753637474	green3	2	0.92979	0.03984
MGH53_P8_H10	0.110228295078	green3	2	0.53306	0.30217
MGH53_P8_H11	0.368091762609	green3	2	0.37295	0.071763
MGH53_P8_H12	-0.00173646531713	green3	2	0.7866	0.45628
MGH53_P1_A03	0.394851213864	green3	2	0.32077	0.073135
MGH53_P1_A04	NA	black	0	0.085425	0
MGH53_P1_A06	-0.525423886303	red	1	0.54992	1.1223
MGH53_P1_A07	0.915632154402	black	0	2.3406	0.9568
MGH53_P1_A08	0.340583011356	green3	2	0.18142	0.17505
MGH53_P1_B04	-0.0475830751699	green3	2	0.64985	0.52907
MGH53_P1_B08	-1.96272390876	black	0	3.9996	0.069015
MGH53_P1_B09	0.275646348333	green3	2	0.21537	0.21785
MGH53_P1_B11	-0.31607640817	red	1	2.044	0.26544
MGH53_P1_C03	0.270763996664	green3	2	0.59837	0.029983
MGH53_P1_C06	0.253029760745	green3	2	0.4782	0.14274
MGH53_P1_C09	0.29143679741	green3	2	0.34823	0.16092
MGH53_P1_C10	-0.00102496646168	green3	2	1.0321	0.064883
MGH53_P1_D01	0.388715312107	green3	2	0.32423	0.077243
MGH53_P1_D05	0.179603801737	green3	2	0.60502	0.16993
MGH53_P1_D12	NA	black	0	0.10702	0
MGH53_P1_E09	-1.68406339544	black	0	4.0061	0.13225
MGH53_P1_E12	0.269018439596	green3	2	0.56267	0.064883
MGH53_P12_A01	0.385461291529	green3	2	0.32769	0.07861
MGH53_P12_A02	NA	black	0	0	0.24367
MGH53_P12_A03	0.287178973321	green3	2	0.48336	0.097611
MGH53_P12_A04	0.0719874895259	green3	2	0.56462	0.3471
MGH53_P12_A05	-0.496043935417	red	1	2.1912	0.19156
MGH53_P12_A06	0.26260333739	green3	2	0.27023	0.21412
MGH53_P12_A08	0.225581223276	green3	2	0.48336	0.17377
MGH53_P12_A09	NA	black	0	0.36177	0
MGH53_P12_A10	0.131766928142	green3	2	0.77737	0.10702
MGH53_P12_A11	0.233397921077	green3	2	0.42868	0.18903
MGH53_P12_A12	NA	black	0	0.14143	0
MGH53_P12_B01	0.148268022874	green3	2	0.67175	0.1776
MGH53_P12_B02	-0.0191967099222	green3	2	0.81639	0.50792
MGH53_P12_B03	0.410720037459	green3	2	0.20414	0.11103
MGH53_P12_B04	0.275369840025	green3	2	0.46258	0.12433
MGH53_P12_B05	-0.868904636658	black	0	2.5218	0.094912
MGH53_P12_B06	0.212145701519	green3	2	0.5724	0.14143
MGH53_P12_B07	0.381959649343	green3	2	0.26784	0.10969
MGH53_P12_B08	NA	black	0	0.70929	0
MGH53_P12_B09	NA	black	0	0.29278	0
MGH53_P12_B11	-0.673230193116	red	1	0.15963	0.93734
MGH53_P12_B12	0.0525530107777	green3	2	0.91303	0.16479
MGH53_P12_C01	-0.474433120994	red	1	2.4431	0.25701
MGH53_P12_C02	NA	black	0	0	0
MGH53_P12_C03	0.268063864056	green3	2	0.36177	0.17887
MGH53_P12_C04	NA	black	0	1.6599	0
MGH53_P12_C05	NA	black	0	0.63784	0
MGH53_P12_C06	-0.281573805796	red	1	0.54003	0.80983
MGH53_P12_C07	NA	black	0	0.35614	0
MGH53_P12_C08	NA	black	0	0	0
MGH53_P12_C09	NA	black	0	0.14274	0
MGH53_P12_C10	0.248076426138	green3	2	0.52907	0.11902
MGH53_P12_C11	-0.921696991662	black	0	0.38957	1.3386
MGH53_P12_C12	NA	black	0	0.22651	0
MGH53_P12_D01	-1.25007407144	black	0	0.44573	1.7373
MGH53_P12_D02	NA	black	0	0	0
MGH53_P12_D03	0.0885026828173	green3	2	0.8512	0.12829
MGH53_P12_D04	-0.626755154493	red	1	0.67897	1.487
MGH53_P12_D05	0.190892789789	green3	2	0.34369	0.26063
MGH53_P12_D06	-0.876875136544	black	0	2.8104	0.15963
MGH53_P12_D07	-0.599109211137	red	1	0.20539	0.90766
MGH53_P12_D08	0.333653770265	green3	2	0.43189	0.074505
MGH53_P12_D09	0.1017599295	green3	2	0.55385	0.30801
MGH53_P12_D10	0.119255755388	green3	2	0.5888	0.27143
MGH53_P12_D11	NA	black	0	0.57143	0
MGH53_P12_D12	NA	black	0	0.48852	0
MGH53_P12_E01	0.0833774303995	green3	2	0.88986	0.05797
MGH53_P12_E02	NA	black	0	0.22774	0
MGH53_P12_E03	0.407759436544	green3	2	0.21039	0.11103
MGH53_P12_E04	0.10723812352	green3	2	0.6332	0.27262
MGH53_P12_E05	0.270396435491	green3	2	0.54992	0.073135
MGH53_P12_E06	0.291498701231	green3	2	0.4813	0.09356
MGH53_P12_E07	NA	black	0	2.7549	0
MGH53_P12_E08	-1.12830869422	black	0	0.6581	2.1336
MGH53_P12_E09	NA	black	0	0.83915	0
MGH53_P12_E10	0.472081006212	green3	2	0.26183	0.032806
MGH53_P12_E12	NA	black	0	0	0.032806
MGH53_P12_F01	0.330824498699	green3	2	0.48027	0.045443
MGH53_P12_F02	0.117083669579	green3	2	0.72072	0.20289
MGH53_P12_F03	NA	black	0	0.24975	0
MGH53_P12_F04	0.373542932738	green3	2	0.25338	0.123
MGH53_P12_F06	0.306524136402	green3	2	0.52507	0.042644
MGH53_P12_F07	0.0145034057634	green3	2	1.0043	0.10434
MGH53_P12_F08	0.264057361897	green3	2	0.55974	0.074505
MGH53_P12_F09	NA	black	0	0.39835	0
MGH53_P12_F10	NA	black	0	0.089498	0
MGH53_P12_F11	0.254984371698	green3	2	0.59837	0.055196
MGH53_P12_F12	0.176529829384	green3	2	0.54498	0.20789
MGH53_P12_G01	NA	black	0	1.1654	0
MGH53_P12_G03	0.136440032463	green3	2	0.76214	0.11503
MGH53_P12_G04	0.247358878156	green3	2	0.50487	0.13488
MGH53_P12_G07	-0.0135231308164	green3	2	1.0752	0.22651
MGH53_P12_G08	0.198334081309	green3	2	0.58207	0.15575
MGH53_P12_G09	-0.104303641703	green3	2	0.5008	0.57337
MGH53_P12_G10	-0.474478032393	red	1	0.14012	0.78492
MGH53_P12_G11	NA	black	0	0	0
MGH53_P12_G12	0.367626836647	green3	2	0.33228	0.09356
MGH53_P12_H01	NA	black	0	0.090853	0
MGH53_P12_H02	NA	black	0	0.75189	0
MGH53_P12_H03	-0.462128424606	red	1	1.7748	0.056584
MGH53_P12_H04	-2.21528921812	black	0	0.27262	2.2113
MGH53_P12_H05	0.284109746286	green3	2	0.32998	0.17505
MGH53_P12_H06	-1.9638561403	black	0	0.23389	1.9557
MGH53_P12_H07	1.30010378816	black	0	2.2032	1.2431
MGH53_P12_H08	-0.401347874999	red	1	0.50386	0.926
MGH53_P12_H09	0.990544960135	black	0	1.7212	1.5003
MGH53_P12_H10	0.0297536817573	green3	2	0.98039	0.056584
MGH53_P12_H11	0.329882014019	green3	2	0.32423	0.13356
MGH53_P12_H12	0.0134004297737	green3	2	1.0079	0.04684
MGH53_P2_A09	-0.476846447227	red	1	0.31034	0.86711
MGH53_P2_A11	NA	black	0	0.66903	0
MGH53_P2_A12	0.285463790801	green3	2	0.51299	0.079975
MGH53_P2_B05	0.317055667734	green3	2	0.36737	0.12697
MGH53_P2_B07	-1.25822352157	black	0	0.73466	2.6178
MGH53_P2_B09	0.274943726417	green3	2	0.26303	0.20539
MGH53_P2_B10	0.0374464853592	green3	2	0.95977	0.10969
MGH53_P2_C01	0.308136903359	green3	2	0.38405	0.12829
MGH53_P2_C02	0.39467350445	green3	2	0.26664	0.098958
MGH53_P2_C03	0.221063888818	green3	2	0.20038	0.26544
MGH53_P2_C07	0.0862817899964	green3	2	0.82456	0.17887
MGH53_P2_C09	0.0839725763831	green3	2	0.28924	0.36849
MGH53_P2_D01	0.0925999507392	green3	2	0.79826	0.19156
MGH53_P2_D02	0.495329977056	green3	2	0.1903	0.048236
MGH53_P2_D07	NA	black	0	0.49876	0
MGH53_P2_D08	-0.0261906365854	green3	2	1.0841	0.12035
MGH53_P2_D12	NA	black	0	0	0.14535
MGH53_P2_E04	-0.245508648332	green3	2	1.4431	0.067639
MGH53_P2_E10	0.135781118194	green3	2	0.62761	0.22774
MGH53_P2_F02	0.214650206817	green3	2	0.6397	0.084064
MGH53_P2_F03	0.0810415683484	green3	2	0.23143	0.37518
MGH53_P2_F04	-0.454938384987	red	1	0.41576	0.91456
MGH53_P2_F05	0.0965433804263	green3	2	0.26544	0.35952
MGH53_P2_G02	0.0610215980652	green3	2	0.91762	0.097611
MGH53_P2_G07	0.240404593132	green3	2	1.3391	1.0468
MGH53_P2_H01	NA	black	0	0.73031	0
MGH53_P10_A01	0.0640638378562	green3	2	0.82293	0.25338
MGH53_P10_A02	0.30021485266	green3	2	0.37629	0.14012
MGH53_P10_A03	0.0569523909606	green3	2	0.57046	0.36737
MGH53_P10_A04	0.175446476413	green3	2	0.68347	0.11503
MGH53_P10_A05	0.191013348121	green3	2	0.50589	0.20664
MGH53_P10_A06	-0.164450522207	green3	2	1.3288	0.09356
MGH53_P10_A07	-0.418031326949	red	1	2.05	0.20038
MGH53_P10_A08	0.119836164433	green3	2	0.7031	0.21039
MGH53_P10_A09	-0.518422929362	red	1	1.8651	0.05797
MGH53_P10_A10	0.152477633276	green3	2	0.56462	0.23266
MGH53_P10_A11	-0.0603975735078	green3	2	1.1355	0.074505
MGH53_P10_A12	NA	black	0	1.8592	0
MGH53_P10_B01	0.132499053075	green3	2	0.80488	0.060739
MGH53_P10_B02	0.347799861572	green3	2	0.24245	0.14926
MGH53_P10_B03	0.385557230437	green3	2	0.21661	0.12697
MGH53_P10_B04	0.261304942489	green3	2	0.53406	0.097611
MGH53_P10_B05	0.0749441815738	green3	2	0.36177	0.37072
MGH53_P10_B06	-0.630213436621	red	1	3.1991	0.301
MGH53_P10_B07	NA	black	0	0.56365	0
MGH53_P10_B08	NA	black	0	0.48749	0
MGH53_P10_B09	-3.10131539058	black	0	5.558	0.079975
MGH53_P10_B10	NA	black	0	0.41034	0
MGH53_P10_B11	-0.704056978896	red	1	2.2023	0.077243
MGH53_P10_B12	0.436160592391	green3	2	0.25822	0.066261
MGH53_P10_C01	-1.57475919032	black	0	3.8093	0.12829
MGH53_P10_C02	0.0715381135613	green3	2	0.68347	0.31615
MGH53_P10_C03	0.440458656789	green3	2	0.26183	0.060739
MGH53_P10_C04	0.294765877987	green3	2	0.49365	0.08134
MGH53_P10_C05	-0.943586541794	black	0	3.6198	0.25942
MGH53_P10_C06	0.0506073666568	green3	2	0.89375	0.21661
MGH53_P10_C07	-0.952586238584	black	0	4.1467	0.30801
MGH53_P10_C08	0.0876101519078	green3	2	0.87421	0.08134
MGH53_P10_C09	0.207042685617	green3	2	0.61259	0.12035
MGH53_P10_C10	0.27792447334	green3	2	0.23634	0.21039
MGH53_P10_C11	-0.259139926652	green3	2	0.87814	1.3271
MGH53_P10_C12	0.228602992155	green3	2	0.37851	0.21288
MGH53_P10_D01	0.456054513505	green3	2	0.15963	0.092207
MGH53_P10_D02	0.218295437884	green3	2	0.52607	0.16092
MGH53_P10_D03	0.277113467961	green3	2	0.53406	0.075875
MGH53_P10_D04	NA	black	0	0	0
MGH53_P10_D05	0.372908304103	green3	2	0.27739	0.1137
MGH53_P10_D06	NA	black	0	0.57143	0
MGH53_P10_D07	NA	black	0	1.1447	0
MGH53_P10_D08	0.23010216026	green3	2	0.54893	0.13093
MGH53_P10_D09	NA	black	0	0.12565	0
MGH53_P10_D12	0.184526669035	green3	2	0.63041	0.14405
MGH53_P10_E01	0.202025042306	green3	2	0.67987	0.066261
MGH53_P10_E03	0.0637987678972	green3	2	0.88753	0.1635
MGH53_P10_E04	0.380699103619	green3	2	0.27977	0.10568
MGH53_P10_E05	-0.980029539708	black	0	0.59837	1.7719
MGH53_P10_E06	-0.924125203911	black	0	0.75018	2.1808
MGH53_P10_E07	NA	black	0	2.6399	0
MGH53_P10_E08	-0.104645329434	green3	2	1.3539	0.24245
MGH53_P10_E09	-0.420371070319	red	1	2.0004	0.18396
MGH53_P10_E10	0.378719412635	green3	2	0.28688	0.10434
MGH53_P10_E11	0.302756429939	green3	2	0.37629	0.1375
MGH53_P10_E12	0.106768179541	green3	2	0.8496	0.059355
MGH53_P10_F01	NA	black	0	0.63784	0
MGH53_P10_F02	-2.74521807976	black	0	0.17632	2.3929
MGH53_P10_F03	0.347569226098	green3	2	0.43082	0.059355
MGH53_P10_F04	NA	black	0	0	0.90997
